,BALY US Equity
2023-03-20,45.4166
2023-03-21,47.6911
2023-03-22,45.2283
2023-03-23,43.673
2023-03-24,43.1296
2023-03-25,43.1296
2023-03-26,43.1296
2023-03-27,43.7261
2023-03-28,43.2899
2023-03-29,47.4218
2023-03-30,47.4617
2023-03-31,49.4508
2023-04-01,49.4508
2023-04-02,49.4508
2023-04-03,47.6949
2023-04-04,47.9391
2023-04-05,45.5562
2023-04-06,45.4842
2023-04-07,45.4842
2023-04-08,45.4842
2023-04-09,45.4842
2023-04-10,46.5755
2023-04-11,47.8287
2023-04-12,44.5483
2023-04-13,46.2808
2023-04-14,45.4725
2023-04-15,45.4725
2023-04-16,45.4725
2023-04-17,44.5576
2023-04-18,46.1709
2023-04-19,47.0998
2023-04-20,46.39
2023-04-21,46.9414
2023-04-22,46.9414
2023-04-23,46.9414
2023-04-24,45.4892
2023-04-25,41.4708
2023-04-26,40.5196
2023-04-27,41.4621
2023-04-28,42.455
2023-04-29,42.455
2023-04-30,42.455
2023-05-01,43.6901
2023-05-02,44.8653
2023-05-03,41.2305
2023-05-04,36.5152
2023-05-05,39.4562
2023-05-06,39.4562
2023-05-07,39.4562
2023-05-08,40.1959
2023-05-09,38.5808
2023-05-10,39.4825
2023-05-11,37.2774
2023-05-12,36.5078
2023-05-13,36.5078
2023-05-14,36.5078
2023-05-15,41.334
2023-05-16,37.5057
2023-05-17,42.1835
2023-05-18,42.651
2023-05-19,42.1225
2023-05-20,42.1225
2023-05-21,42.1225
2023-05-22,42.5318
2023-05-23,38.6837
2023-05-24,37.597
2023-05-25,36.5107
2023-05-26,37.5098
2023-05-27,37.5098
2023-05-28,37.5098
2023-05-29,37.5098
2023-05-30,36.7554
2023-05-31,38.3477
2023-06-01,40.6658
2023-06-02,45.3501
2023-06-03,45.3501
2023-06-04,45.3501
2023-06-05,45.425
2023-06-06,46.4129
2023-06-07,47.1738
2023-06-08,48.0513
2023-06-09,48.1288
2023-06-10,48.1288
2023-06-11,48.1288
2023-06-12,49.493
2023-06-13,48.3284
2023-06-14,47.9892
2023-06-15,46.4893
2023-06-16,44.476
2023-06-17,44.476
2023-06-18,44.476
2023-06-19,44.476
2023-06-20,43.6724
2023-06-21,42.1317
2023-06-22,41.4923
2023-06-23,43.1367
2023-06-24,43.1367
2023-06-25,43.1367
2023-06-26,43.4655
2023-06-27,46.87
2023-06-28,45.1812
2023-06-29,47.3193
2023-06-30,48.0888
2023-07-01,48.0888
2023-07-02,48.0888
2023-07-03,48.988
2023-07-04,48.988
2023-07-05,45.101
2023-07-06,43.7155
2023-07-07,45.8766
2023-07-08,45.8766
2023-07-09,45.8766
2023-07-10,48.1866
2023-07-11,50.4157
2023-07-12,49.9788
2023-07-13,49.6148
2023-07-14,48.2028
2023-07-15,48.2028
2023-07-16,48.2028
2023-07-17,46.7478
2023-07-18,47.9342
2023-07-19,49.1495
2023-07-20,48.7293
2023-07-21,49.4006
2023-07-22,49.4006
2023-07-23,49.4006
2023-07-24,50.8217
2023-07-25,50.3645
2023-07-26,53.5225
2023-07-27,50.9938
2023-07-28,51.5534
2023-07-29,51.5534
2023-07-30,51.5534
2023-07-31,51.9898
2023-08-01,50.348
2023-08-02,49.4254
2023-08-03,47.0612
2023-08-04,45.904
2023-08-05,45.904
2023-08-06,45.904
2023-08-07,47.5351
2023-08-08,48.3167
2023-08-09,47.7646
2023-08-10,47.0235
2023-08-11,45.918
2023-08-12,45.918
2023-08-13,45.918
2023-08-14,48.0248
2023-08-15,45.8977
2023-08-16,46.5367
2023-08-17,45.4718
2023-08-18,45.9723
2023-08-19,45.9723
2023-08-20,45.9723
2023-08-21,46.1427
2023-08-22,45.5971
2023-08-23,46.1954
2023-08-24,46.5602
2023-08-25,46.5602
2023-08-26,46.5602
2023-08-27,46.5602
2023-08-28,50.1194
2023-08-29,53.0266
2023-08-30,55.2172
2023-08-31,55.9584
2023-09-01,55.0165
2023-09-02,55.0165
2023-09-03,55.0165
2023-09-04,55.0165
2023-09-05,53.1053
2023-09-06,49.4909
2023-09-07,48.3033
2023-09-08,47.8177
2023-09-09,47.8177
2023-09-10,47.8177
2023-09-11,48.2956
2023-09-12,48.4787
2023-09-13,50.0639
2023-09-14,49.8807
2023-09-15,51.3539
2023-09-16,51.3539
2023-09-17,51.3539
2023-09-18,52.6146
2023-09-19,51.4327
2023-09-20,49.8246
2023-09-21,46.1248
2023-09-22,44.5783
2023-09-23,44.5783
2023-09-24,44.5783
2023-09-25,42.5742
2023-09-26,39.6618
2023-09-27,38.0895
2023-09-28,37.5614
2023-09-29,37.1177
2023-09-30,37.1177
2023-10-01,37.1177
2023-10-02,33.8123
2023-10-03,30.8626
2023-10-04,28.9725
2023-10-05,27.2193
2023-10-06,28.8975
2023-10-07,28.8975
2023-10-08,28.8975
2023-10-09,28.6892
2023-10-10,32.1578
2023-10-11,31.66
2023-10-12,29.1114
2023-10-13,28.1122
2023-10-14,28.1122
2023-10-15,28.1122
2023-10-16,29.6816
2023-10-17,30.1833
2023-10-18,28.1917
2023-10-19,28.1917
2023-10-20,27.024
2023-10-21,27.024
2023-10-22,27.024
2023-10-23,26.4978
2023-10-24,26.8082
2023-10-25,25.3677
2023-10-26,29.2261
2023-10-27,29.3002
2023-10-28,29.3002
2023-10-29,29.3002
2023-10-30,31.6698
2023-10-31,32.7626
2023-11-01,28.5166
2023-11-02,31.1819
2023-11-03,38.2647
2023-11-04,38.2647
2023-11-05,38.2647
2023-11-06,36.5216
2023-11-07,37.4289
2023-11-08,42.915
2023-11-09,42.288
2023-11-10,43.4444
2023-11-11,43.4444
2023-11-12,43.4444
2023-11-13,44.8849
2023-11-14,49.1792
2023-11-15,48.7148
2023-11-16,47.6981
2023-11-17,49.0725
2023-11-18,49.0725
2023-11-19,49.0725
2023-11-20,51.4481
2023-11-21,50.5004
2023-11-22,52.4009
2023-11-23,52.4009
2023-11-24,52.5294
2023-11-25,52.5294
2023-11-26,52.5294
2023-11-27,51.7107
2023-11-28,49.325
2023-11-29,49.6548
2023-11-30,50.1344
2023-12-01,55.0911
2023-12-02,55.0911
2023-12-03,55.0911
2023-12-04,53.7585
2023-12-05,49.3243
2023-12-06,51.7843
2023-12-07,52.0748
2023-12-08,54.6583
2023-12-09,54.6583
2023-12-10,54.6583
2023-12-11,54.6107
2023-12-12,54.6107
2023-12-13,57.8686
2023-12-14,60.9434
2023-12-15,61.8915
2023-12-16,61.8915
2023-12-17,61.8915
2023-12-18,61.6247
2023-12-19,62.8507
2023-12-20,57.2743
2023-12-21,59.3292
2023-12-22,58.7446
2023-12-23,58.7446
2023-12-24,58.7446
2023-12-25,58.7446
2023-12-26,59.7697
2023-12-27,58.1262
2023-12-28,57.9763
2023-12-29,56.0327
2023-12-30,56.0327
2023-12-31,56.0327
2024-01-01,56.0327
2024-01-02,53.6475
2024-01-03,48.0982
2024-01-04,49.0145
2024-01-05,47.3253
2024-01-06,47.3253
2024-01-07,47.3253
2024-01-08,47.9297
2024-01-09,46.5483
2024-01-10,45.8839
2024-01-11,45.1775
2024-01-12,42.4014
2024-01-13,42.4014
2024-01-14,42.4014
2024-01-15,42.4014
2024-01-16,42.5002
2024-01-17,41.3627
2024-01-18,42.9425
2024-01-19,42.9039
2024-01-20,42.9039
2024-01-21,42.9039
2024-01-22,44.6026
2024-01-23,46.3538
2024-01-24,47.6261
2024-01-25,47.0928
2024-01-26,47.4982
2024-01-27,47.4982
2024-01-28,47.4982
2024-01-29,49.4516
2024-01-30,47.8919
2024-01-31,46.3787
2024-02-01,47.3179
2024-02-02,46.614
2024-02-03,46.614
2024-02-04,46.614
2024-02-05,43.9961
2024-02-06,44.716
2024-02-07,43.9076
2024-02-08,46.7829
2024-02-09,47.4263
2024-02-10,47.4263
2024-02-11,47.4263
2024-02-12,48.6047
2024-02-13,44.6084
2024-02-14,46.327
2024-02-15,47.7423
2024-02-16,46.5662
2024-02-17,46.5662
2024-02-18,46.5662
2024-02-19,46.5662
2024-02-20,44.5238
2024-02-21,43.3864
2024-02-22,44.5696
2024-02-23,43.4077
2024-02-24,43.4077
2024-02-25,43.4077
2024-02-26,43.9311
2024-02-27,45.326
2024-02-28,45.1806
2024-02-29,49.0667
2024-03-01,46.3105
2024-03-02,46.3105
2024-03-03,46.3105
2024-03-04,44.1569
2024-03-05,42.1713
2024-03-06,46.248
2024-03-07,48.4534
2024-03-08,47.0025
2024-03-09,47.0025
2024-03-10,47.0025
2024-03-11,58.991
2024-03-12,59.7397
2024-03-13,59.0427
2024-03-14,57.7874
2024-03-15,57.1357
2024-03-16,57.1357
2024-03-17,57.1357
2024-03-18,55.5167
2024-03-19,55.1931
2024-03-20,57.3251
2024-03-21,57.4335
2024-03-22,57.6191
2024-03-23,57.6191
2024-03-24,57.6191
2024-03-25,57.9979
2024-03-26,57.0483
2024-03-27,57.9582
2024-03-28,58.8597
2024-03-29,58.8597
2024-03-30,58.8597
2024-03-31,58.8597
2024-04-01,58.6335
2024-04-02,57.8856
2024-04-03,58.6
2024-04-04,56.6131
2024-04-05,55.9778
2024-04-06,55.9778
2024-04-07,55.9778
2024-04-08,56.392
