,PRA US Equity
2021-02-12,64.9826
2021-02-13,64.9826
2021-02-14,64.9826
2021-02-15,64.9826
2021-02-16,66.9615
2021-02-17,68.4475
2021-02-18,68.0653
2021-02-19,67.5635
2021-02-20,67.5635
2021-02-21,67.5635
2021-02-22,68.7804
2021-02-23,70.5449
2021-02-24,72.4505
2021-02-25,71.8779
2021-02-26,68.5162
2021-02-27,68.5162
2021-02-28,68.5162
2021-03-01,68.942
2021-03-02,67.7709
2021-03-03,70.4194
2021-03-04,70.4898
2021-03-05,72.3277
2021-03-06,72.3277
2021-03-07,72.3277
2021-03-08,73.548
2021-03-09,71.4681
2021-03-10,73.025
2021-03-11,73.7556
2021-03-12,74.6818
2021-03-13,74.6818
2021-03-14,74.6818
2021-03-15,71.8362
2021-03-16,72.286
2021-03-17,73.152
2021-03-18,70.8613
2021-03-19,67.5013
2021-03-20,67.5013
2021-03-21,67.5013
2021-03-22,64.4408
2021-03-23,62.4248
2021-03-24,63.0511
2021-03-25,64.3123
2021-03-26,65.7887
2021-03-27,65.7887
2021-03-28,65.7887
2021-03-29,61.2158
2021-03-30,61.5898
2021-03-31,61.5426
2021-04-01,61.7851
2021-04-02,61.7851
2021-04-03,61.7851
2021-04-04,61.7851
2021-04-05,63.0505
2021-04-06,62.9478
2021-04-07,61.4468
2021-04-08,62.9894
2021-04-09,61.6357
2021-04-10,61.6357
2021-04-11,61.6357
2021-04-12,60.1945
2021-04-13,60.0389
2021-04-14,62.8534
2021-04-15,60.4193
2021-04-16,62.5878
2021-04-17,62.5878
2021-04-18,62.5878
2021-04-19,60.0359
2021-04-20,57.6061
2021-04-21,58.2909
2021-04-22,55.2445
2021-04-23,55.2445
2021-04-24,55.2445
2021-04-25,55.2445
2021-04-26,52.8699
2021-04-27,51.6142
2021-04-28,49.7999
2021-04-29,50.8392
2021-04-30,48.952
2021-05-01,48.952
2021-05-02,48.952
2021-05-03,51.8295
2021-05-04,52.424
2021-05-05,53.1025
2021-05-06,53.5859
2021-05-07,52.1945
2021-05-08,52.1945
2021-05-09,52.1945
2021-05-10,48.7874
2021-05-11,46.9188
2021-05-12,43.8589
2021-05-13,49.1911
2021-05-14,50.5785
2021-05-15,50.5785
2021-05-16,50.5785
2021-05-17,49.9514
2021-05-18,49.4755
2021-05-19,50.3723
2021-05-20,49.6267
2021-05-21,49.9672
2021-05-22,49.9672
2021-05-23,49.9672
2021-05-24,47.9956
2021-05-25,44.4802
2021-05-26,45.9649
2021-05-27,47.4195
2021-05-28,46.71
2021-05-29,46.71
2021-05-30,46.71
2021-05-31,46.71
2021-06-01,46.2723
2021-06-02,44.8879
2021-06-03,44.7691
2021-06-04,45.9043
2021-06-05,45.9043
2021-06-06,45.9043
2021-06-07,46.0539
2021-06-08,48.5561
2021-06-09,47.18
2021-06-10,46.8698
2021-06-11,47.2797
2021-06-12,47.2797
2021-06-13,47.2797
2021-06-14,46.7665
2021-06-15,46.7188
2021-06-16,46.9427
2021-06-17,45.2226
2021-06-18,42.2485
2021-06-19,42.2485
2021-06-20,42.2485
2021-06-21,45.1205
2021-06-22,44.8437
2021-06-23,43.7333
2021-06-24,42.9991
2021-06-25,45.4845
2021-06-26,45.4845
2021-06-27,45.4845
2021-06-28,41.0649
2021-06-29,41.5933
2021-06-30,41.5933
2021-07-01,43.5782
2021-07-02,41.0422
2021-07-03,41.0422
2021-07-04,41.0422
2021-07-05,41.0422
2021-07-06,38.6361
2021-07-07,38.9447
2021-07-08,36.4069
2021-07-09,38.0281
2021-07-10,38.0281
2021-07-11,38.0281
2021-07-12,38.8346
2021-07-13,37.1054
2021-07-14,37.0674
2021-07-15,40.6462
2021-07-16,40.7074
2021-07-17,40.7074
2021-07-18,40.7074
2021-07-19,36.8197
2021-07-20,39.6503
2021-07-21,40.7603
2021-07-22,37.5977
2021-07-23,36.9968
2021-07-24,36.9968
2021-07-25,36.9968
2021-07-26,39.9187
2021-07-27,38.8743
2021-07-28,38.8743
2021-07-29,39.6587
2021-07-30,37.6589
2021-07-31,37.6589
2021-08-01,37.6589
2021-08-02,37.7214
2021-08-03,39.2333
2021-08-04,38.3897
2021-08-05,40.3484
2021-08-06,44.9074
2021-08-07,44.9074
2021-08-08,44.9074
2021-08-09,51.4087
2021-08-10,56.0431
2021-08-11,58.9228
2021-08-12,57.953
2021-08-13,58.518
2021-08-14,58.518
2021-08-15,58.518
2021-08-16,57.9142
2021-08-17,58.1747
2021-08-18,57.8046
2021-08-19,57.1599
2021-08-20,58.67
2021-08-21,58.67
2021-08-22,58.67
2021-08-23,59.3718
2021-08-24,58.1239
2021-08-25,57.6115
2021-08-26,58.8216
2021-08-27,62.4889
2021-08-28,62.4889
2021-08-29,62.4889
2021-08-30,61.3121
2021-08-31,60.1405
2021-09-01,58.9747
2021-09-02,59.1385
2021-09-03,57.8828
2021-09-04,57.8828
2021-09-05,57.8828
2021-09-06,57.8828
2021-09-07,55.726
2021-09-08,54.1466
2021-09-09,53.1449
2021-09-10,51.8225
2021-09-11,51.8225
2021-09-12,51.8225
2021-09-13,54.0406
2021-09-14,51.9512
2021-09-15,48.9621
2021-09-16,49.0144
2021-09-17,49.3901
2021-09-18,49.3901
2021-09-19,49.3901
2021-09-20,45.7529
2021-09-21,45.094
2021-09-22,47.3892
2021-09-23,47.6107
2021-09-24,49.2143
2021-09-25,49.2143
2021-09-26,49.2143
2021-09-27,51.6432
2021-09-28,50.6624
2021-09-29,52.6768
2021-09-30,50.806
2021-10-01,49.9956
2021-10-02,49.9956
2021-10-03,49.9956
2021-10-04,48.1421
2021-10-05,49.0357
2021-10-06,49.8733
2021-10-07,49.4807
2021-10-08,45.4127
2021-10-09,45.4127
2021-10-10,45.4127
2021-10-11,42.9013
2021-10-12,45.2646
2021-10-13,46.2993
2021-10-14,45.8017
2021-10-15,45.448
2021-10-16,45.448
2021-10-17,45.448
2021-10-18,43.322
2021-10-19,43.322
2021-10-20,46.9648
2021-10-21,48.9773
2021-10-22,49.1484
2021-10-23,49.1484
2021-10-24,49.1484
2021-10-25,49.9585
2021-10-26,45.8561
2021-10-27,44.7067
2021-10-28,47.8241
2021-10-29,48.1663
2021-10-30,48.1663
2021-10-31,48.1663
2021-11-01,53.527
2021-11-02,56.1922
2021-11-03,60.2203
2021-11-04,57.4073
2021-11-05,59.3706
2021-11-06,59.3706
2021-11-07,59.3706
2021-11-08,60.5151
2021-11-09,57.5402
2021-11-10,56.7531
2021-11-11,56.4337
2021-11-12,56.0529
2021-11-13,56.0529
2021-11-14,56.0529
2021-11-15,55.1186
2021-11-16,52.8663
2021-11-17,51.2168
2021-11-18,51.8003
2021-11-19,49.0206
2021-11-20,49.0206
2021-11-21,49.0206
2021-11-22,51.7478
2021-11-23,55.1599
2021-11-24,51.5826
2021-11-25,51.5826
2021-11-26,49.6216
2021-11-27,49.6216
2021-11-28,49.6216
2021-11-29,46.5959
2021-11-30,46.1855
2021-12-01,45.9761
2021-12-02,48.211
2021-12-03,45.8237
2021-12-04,45.8237
2021-12-05,45.8237
2021-12-06,49.0401
2021-12-07,48.2668
2021-12-08,50.6378
2021-12-09,49.6605
2021-12-10,51.038
2021-12-11,51.038
2021-12-12,51.038
2021-12-13,51.8297
2021-12-14,54.1722
2021-12-15,54.6697
2021-12-16,54.3139
2021-12-17,52.35
2021-12-18,52.35
2021-12-19,52.35
2021-12-20,47.5605
2021-12-21,48.8541
2021-12-22,50.3036
2021-12-23,52.4386
2021-12-24,52.4386
2021-12-25,52.4386
2021-12-26,52.4386
2021-12-27,54.6985
2021-12-28,55.533
2021-12-29,54.9348
2021-12-30,55.2258
2021-12-31,56.1877
2022-01-01,56.1877
2022-01-02,56.1877
2022-01-03,55.0182
2022-01-04,56.2596
2022-01-05,54.2823
2022-01-06,55.2497
2022-01-07,56.0801
2022-01-08,56.0801
2022-01-09,56.0801
2022-01-10,56.0801
2022-01-11,55.3284
2022-01-12,53.8354
2022-01-13,54.9479
2022-01-14,56.1827
2022-01-15,56.1827
2022-01-16,56.1827
2022-01-17,56.1827
2022-01-18,51.7264
2022-01-19,47.5302
2022-01-20,46.6098
2022-01-21,46.9815
2022-01-22,46.9815
2022-01-23,46.9815
2022-01-24,50.4007
2022-01-25,48.5632
2022-01-26,46.7534
2022-01-27,45.018
2022-01-28,46.3389
2022-01-29,46.3389
2022-01-30,46.3389
2022-01-31,48.6854
2022-02-01,48.5422
2022-02-02,49.6154
2022-02-03,48.0839
2022-02-04,47.7397
2022-02-05,47.7397
2022-02-06,47.7397
2022-02-07,48.7163
2022-02-08,52.0145
2022-02-09,49.0086
2022-02-10,47.2839
2022-02-11,48.0716
2022-02-12,48.0716
2022-02-13,48.0716
2022-02-14,45.7609
2022-02-15,48.0792
2022-02-16,47.5064
2022-02-17,47.9342
2022-02-18,52.076
2022-02-19,52.076
2022-02-20,52.076
2022-02-21,52.076
2022-02-22,53.2947
2022-02-23,50.2925
2022-02-24,50.9705
2022-02-25,50.7658
2022-02-26,50.7658
2022-02-27,50.7658
2022-02-28,49.8344
2022-03-01,50.5128
2022-03-02,52.309
2022-03-03,55.1479
2022-03-04,52.9378
2022-03-05,52.9378
2022-03-06,52.9378
2022-03-07,52.7192
2022-03-08,51.3485
2022-03-09,54.0198
2022-03-10,54.9207
2022-03-11,54.341
2022-03-12,54.341
2022-03-13,54.341
2022-03-14,55.0768
2022-03-15,53.9379
2022-03-16,55.6842
2022-03-17,52.7298
2022-03-18,53.4452
2022-03-19,53.4452
2022-03-20,53.4452
2022-03-21,56.0039
2022-03-22,57.2655
2022-03-23,54.5055
2022-03-24,56.214
2022-03-25,60.8223
2022-03-26,60.8223
2022-03-27,60.8223
2022-03-28,59.8067
2022-03-29,61.8237
2022-03-30,59.1657
2022-03-31,59.9184
2022-04-01,61.87
2022-04-02,61.87
2022-04-03,61.87
2022-04-04,59.4622
2022-04-05,57.8711
2022-04-06,56.2041
2022-04-07,55.4333
2022-04-08,52.6584
2022-04-09,52.6584
2022-04-10,52.6584
2022-04-11,48.1071
2022-04-12,49.8533
2022-04-13,52.5752
2022-04-14,52.5268
2022-04-15,52.5268
2022-04-16,52.5268
2022-04-17,52.5268
2022-04-18,53.8868
2022-04-19,53.2756
2022-04-20,53.7728
2022-04-21,52.9776
2022-04-22,50.2609
2022-04-23,50.2609
2022-04-24,50.2609
2022-04-25,49.5175
2022-04-26,48.1424
2022-04-27,47.4127
2022-04-28,49.8752
2022-04-29,46.519
2022-04-30,46.519
2022-05-01,46.519
2022-05-02,45.8802
2022-05-03,45.6026
2022-05-04,49.3048
2022-05-05,45.8893
2022-05-06,46.7149
2022-05-07,46.7149
2022-05-08,46.7149
2022-05-09,46.1234
2022-05-10,35.4448
2022-05-11,37.2542
2022-05-12,36.927
2022-05-13,34.6384
2022-05-14,34.6384
2022-05-15,34.6384
2022-05-16,33.5365
2022-05-17,36.3955
2022-05-18,40.5083
2022-05-19,38.722
2022-05-20,38.2853
2022-05-21,38.2853
2022-05-22,38.2853
2022-05-23,39.5084
2022-05-24,39.5561
2022-05-25,42.4637
2022-05-26,45.0651
2022-05-27,44.8164
2022-05-28,44.8164
2022-05-29,44.8164
2022-05-30,44.8164
2022-05-31,43.7809
2022-06-01,43.6371
2022-06-02,44.7176
2022-06-03,44.0716
2022-06-04,44.0716
2022-06-05,44.0716
2022-06-06,43.9942
2022-06-07,45.3342
2022-06-08,45.6332
2022-06-09,44.5001
2022-06-10,42.7511
2022-06-11,42.7511
2022-06-12,42.7511
2022-06-13,41.4576
2022-06-14,42.7635
2022-06-15,43.7373
2022-06-16,42.6123
2022-06-17,43.8302
2022-06-18,43.8302
2022-06-19,43.8302
2022-06-20,43.8302
2022-06-21,44.604
2022-06-22,43.6704
2022-06-23,45.848
2022-06-24,51.3819
2022-06-25,51.3819
2022-06-26,51.3819
2022-06-27,51.2842
2022-06-28,50.5387
2022-06-29,50.687
2022-06-30,53.1571
2022-07-01,54.3626
2022-07-02,54.3626
2022-07-03,54.3626
2022-07-04,54.3626
2022-07-05,55.5462
2022-07-06,53.7171
2022-07-07,52.4185
2022-07-08,53.1988
2022-07-09,53.1988
2022-07-10,53.1988
2022-07-11,52.9182
2022-07-12,52.2343
2022-07-13,52.8126
2022-07-14,47.56
2022-07-15,48.2191
2022-07-16,48.2191
2022-07-17,48.2191
2022-07-18,44.7297
2022-07-19,46.5632
2022-07-20,46.6187
2022-07-21,47.4099
2022-07-22,46.0972
2022-07-23,46.0972
2022-07-24,46.0972
2022-07-25,46.9159
2022-07-26,46.9754
2022-07-27,46.5436
2022-07-28,45.7283
2022-07-29,45.0748
2022-07-30,45.0748
2022-07-31,45.0748
2022-08-01,41.5908
2022-08-02,41.1553
2022-08-03,41.9931
2022-08-04,42.347
2022-08-05,45.64
2022-08-06,45.64
2022-08-07,45.64
2022-08-08,45.3608
2022-08-09,53.5851
2022-08-10,52.2485
2022-08-11,52.2485
2022-08-12,54.1636
2022-08-13,54.1636
2022-08-14,54.1636
2022-08-15,54.269
2022-08-16,51.3958
2022-08-17,51.5088
2022-08-18,50.9573
2022-08-19,51.8463
2022-08-20,51.8463
2022-08-21,51.8463
2022-08-22,49.3771
2022-08-23,46.784
2022-08-24,45.4133
2022-08-25,47.3905
2022-08-26,46.0005
2022-08-27,46.0005
2022-08-28,46.0005
2022-08-29,44.9636
2022-08-30,42.7596
2022-08-31,42.3506
2022-09-01,43.055
2022-09-02,43.1986
2022-09-03,43.1986
2022-09-04,43.1986
2022-09-05,43.1986
2022-09-06,39.1632
2022-09-07,41.5924
2022-09-08,42.7061
2022-09-09,43.2656
2022-09-10,43.2656
2022-09-11,43.2656
2022-09-12,44.043
2022-09-13,40.8823
2022-09-14,38.6355
2022-09-15,38.7836
2022-09-16,42.5151
2022-09-17,42.5151
2022-09-18,42.5151
2022-09-19,43.0674
2022-09-20,44.0407
2022-09-21,43.4371
2022-09-22,42.1338
2022-09-23,38.9127
2022-09-24,38.9127
2022-09-25,38.9127
2022-09-26,36.6911
2022-09-27,34.5663
2022-09-28,35.6277
2022-09-29,33.4996
2022-09-30,39.4312
2022-10-01,39.4312
2022-10-02,39.4312
2022-10-03,38.9182
2022-10-04,43.1875
2022-10-05,42.59
2022-10-06,41.3605
2022-10-07,39.3996
2022-10-08,39.3996
2022-10-09,39.3996
2022-10-10,41.8705
2022-10-11,43.9906
2022-10-12,42.7912
2022-10-13,45.846
2022-10-14,46.189
2022-10-15,46.189
2022-10-16,46.189
2022-10-17,47.6745
2022-10-18,48.7442
2022-10-19,48.7442
2022-10-20,45.3015
2022-10-21,46.946
2022-10-22,46.946
2022-10-23,46.946
2022-10-24,48.6569
2022-10-25,49.9915
2022-10-26,48.9495
2022-10-27,51.1133
2022-10-28,54.5853
2022-10-29,54.5853
2022-10-30,54.5853
2022-10-31,56.691
2022-11-01,56.3905
2022-11-02,53.6261
2022-11-03,52.772
2022-11-04,54.0833
2022-11-05,54.0833
2022-11-06,54.0833
2022-11-07,57.1154
2022-11-08,56.9331
2022-11-09,43.4111
2022-11-10,43.7529
2022-11-11,45.1246
2022-11-12,45.1246
2022-11-13,45.1246
2022-11-14,43.5549
2022-11-15,45.1823
2022-11-16,44.459
2022-11-17,44.0939
2022-11-18,42.8797
2022-11-19,42.8797
2022-11-20,42.8797
2022-11-21,44.6662
2022-11-22,44.9803
2022-11-23,44.9803
2022-11-24,44.9803
2022-11-25,46.0724
2022-11-26,46.0724
2022-11-27,46.0724
2022-11-28,45.884
2022-11-29,46.1687
2022-11-30,46.6909
2022-12-01,46.227
2022-12-02,46.4106
2022-12-03,46.4106
2022-12-04,46.4106
2022-12-05,45.3951
2022-12-06,45.0196
2022-12-07,43.6848
2022-12-08,42.5875
2022-12-09,40.7714
2022-12-10,40.7714
2022-12-11,40.7714
2022-12-12,40.6221
2022-12-13,39.3787
2022-12-14,38.0765
2022-12-15,36.3715
2022-12-16,33.2877
2022-12-17,33.2877
2022-12-18,33.2877
2022-12-19,37.9916
2022-12-20,39.5083
2022-12-21,39.924
2022-12-22,38.5535
2022-12-23,38.3267
2022-12-24,38.3267
2022-12-25,38.3267
2022-12-26,38.3267
2022-12-27,37.5496
2022-12-28,35.1635
2022-12-29,38.4727
2022-12-30,38.6885
2022-12-31,38.6885
2023-01-01,38.6885
2023-01-02,38.6885
2023-01-03,39.5657
2023-01-04,39.8624
2023-01-05,39.2151
2023-01-06,41.556
2023-01-07,41.556
2023-01-08,41.556
2023-01-09,40.5147
2023-01-10,42.8837
2023-01-11,44.4568
2023-01-12,44.342
2023-01-13,49.6568
2023-01-14,49.6568
2023-01-15,49.6568
2023-01-16,49.6568
2023-01-17,48.983
2023-01-18,48.8583
2023-01-19,50.9878
2023-01-20,50.4609
2023-01-21,50.4609
2023-01-22,50.4609
2023-01-23,51.1786
2023-01-24,50.1536
2023-01-25,50.6309
2023-01-26,50.5594
2023-01-27,49.1931
2023-01-28,49.1931
2023-01-29,49.1931
2023-01-30,48.8338
2023-01-31,52.8911
2023-02-01,53.9515
2023-02-02,55.1269
2023-02-03,56.5916
2023-02-04,56.5916
2023-02-05,56.5916
2023-02-06,56.6552
2023-02-07,54.5858
2023-02-08,52.9841
2023-02-09,48.6974
2023-02-10,51.5631
2023-02-11,51.5631
2023-02-12,51.5631
2023-02-13,51.9693
2023-02-14,52.5862
2023-02-15,54.274
2023-02-16,54.0352
2023-02-17,53.9534
2023-02-18,53.9534
2023-02-19,53.9534
2023-02-20,53.9534
2023-02-21,52.0765
2023-02-22,51.5123
2023-02-23,53.3065
2023-02-24,48.2992
2023-02-25,48.2992
2023-02-26,48.2992
2023-02-27,48.2992
2023-02-28,54.5544
2023-03-01,51.7869
2023-03-02,53.2085
2023-03-03,52.9881
2023-03-04,52.9881
2023-03-05,52.9881
2023-03-06,51.5165
2023-03-07,48.5851
2023-03-08,48.3142
2023-03-09,45.4321
2023-03-10,44.496
2023-03-11,44.496
2023-03-12,44.496
2023-03-13,40.3661
2023-03-14,44.3719
2023-03-15,42.617
2023-03-16,47.207
2023-03-17,43.0191
2023-03-18,43.0191
2023-03-19,43.0191
2023-03-20,43.473
