,BFH US Equity
,RSI_30D
2020-01-01,45.8736
2020-01-02,46.2312
2020-01-03,43.977
2020-01-04,43.977
2020-01-05,43.977
2020-01-06,44.6418
2020-01-07,43.9618
2020-01-08,43.9179
2020-01-09,44.6899
2020-01-10,46.5506
2020-01-11,46.5506
2020-01-12,46.5506
2020-01-13,47.0393
2020-01-14,46.6986
2020-01-15,48.1799
2020-01-16,49.3808
2020-01-17,47.8687
2020-01-18,47.8687
2020-01-19,47.8687
2020-01-20,47.8687
2020-01-21,46.4752
2020-01-22,46.1736
2020-01-23,46.455
2020-01-24,41.0306
2020-01-25,41.0306
2020-01-26,41.0306
2020-01-27,39.1498
2020-01-28,41.7993
2020-01-29,45.2628
2020-01-30,42.4813
2020-01-31,38.2307
2020-02-01,38.2307
2020-02-02,38.2307
2020-02-03,36.3454
2020-02-04,38.9094
2020-02-05,44.5864
2020-02-06,44.2518
2020-02-07,43.6898
2020-02-08,43.6898
2020-02-09,43.6898
2020-02-10,41.3659
2020-02-11,41.6893
2020-02-12,42.9142
2020-02-13,42.4111
2020-02-14,41.7558
2020-02-15,41.7558
2020-02-16,41.7558
2020-02-17,41.7558
2020-02-18,39.5255
2020-02-19,40.7342
2020-02-20,43.0614
2020-02-21,42.1548
2020-02-22,42.1548
2020-02-23,42.1548
2020-02-24,38.9155
2020-02-25,34.9065
2020-02-26,32.9228
2020-02-27,30.8327
2020-02-28,29.7358
2020-02-29,29.7358
2020-03-01,29.7358
2020-03-02,30.0047
2020-03-03,26.4787
2020-03-04,27.8648
2020-03-05,24.766
2020-03-06,24.0819
2020-03-07,24.0819
2020-03-08,24.0819
2020-03-09,20.5606
2020-03-10,21.2315
2020-03-11,19.2732
2020-03-12,16.6303
2020-03-13,19.5647
2020-03-14,19.5647
2020-03-15,19.5647
2020-03-16,16.5609
2020-03-17,15.5925
2020-03-18,14.235
2020-03-19,16.7493
2020-03-20,18.6812
2020-03-21,18.6812
2020-03-22,18.6812
2020-03-23,21.6875
2020-03-24,30.1482
2020-03-25,29.112
2020-03-26,28.8309
2020-03-27,28.5104
2020-03-28,28.5104
2020-03-29,28.5104
2020-03-30,27.8666
2020-03-31,27.673
2020-04-01,26.8966
2020-04-02,26.0986
2020-04-03,25.5846
2020-04-04,25.5846
2020-04-05,25.5846
2020-04-06,29.3206
2020-04-07,32.625
2020-04-08,36.2203
2020-04-09,35.4103
2020-04-10,35.4103
2020-04-11,35.4103
2020-04-12,35.4103
2020-04-13,34.3797
2020-04-14,34.7993
2020-04-15,34.0771
2020-04-16,33.4987
2020-04-17,37.0336
2020-04-18,37.0336
2020-04-19,37.0336
2020-04-20,36.4683
2020-04-21,36.2511
2020-04-22,36.783
2020-04-23,39.5116
2020-04-24,39.5189
2020-04-25,39.5189
2020-04-26,39.5189
2020-04-27,40.2552
2020-04-28,44.6294
2020-04-29,49.1789
2020-04-30,46.5535
2020-05-01,44.6837
2020-05-02,44.6837
2020-05-03,44.6837
2020-05-04,44.6636
2020-05-05,44.1496
2020-05-06,43.3091
2020-05-07,44.5092
2020-05-08,45.6267
2020-05-09,45.6267
2020-05-10,45.6267
2020-05-11,43.3884
2020-05-12,42.0794
2020-05-13,40.4855
2020-05-14,42.1295
2020-05-15,41.5159
2020-05-16,41.5159
2020-05-17,41.5159
2020-05-18,46.023
2020-05-19,44.8508
2020-05-20,45.7878
2020-05-21,45.2209
2020-05-22,44.6546
2020-05-23,44.6546
2020-05-24,44.6546
2020-05-25,44.6546
2020-05-26,49.4348
2020-05-27,50.9626
2020-05-28,49.1744
2020-05-29,47.6305
2020-05-30,47.6305
2020-05-31,47.6305
2020-06-01,49.8101
2020-06-02,49.7201
2020-06-03,52.8994
2020-06-04,52.4939
2020-06-05,55.6838
2020-06-06,55.6838
2020-06-07,55.6838
2020-06-08,58.5343
2020-06-09,56.8374
2020-06-10,52.5831
2020-06-11,47.807
2020-06-12,50.164
2020-06-13,50.164
2020-06-14,50.164
2020-06-15,49.5343
2020-06-16,50.69
2020-06-17,49.3779
2020-06-18,48.4352
2020-06-19,47.7166
2020-06-20,47.7166
2020-06-21,47.7166
2020-06-22,47.7166
2020-06-23,48.4462
2020-06-24,46.698
2020-06-25,47.1188
2020-06-26,45.3488
2020-06-27,45.3488
2020-06-28,45.3488
2020-06-29,47.1437
2020-06-30,46.8133
2020-07-01,46.0326
2020-07-02,46.0096
2020-07-03,46.0096
2020-07-04,46.0096
2020-07-05,46.0096
2020-07-06,46.0863
2020-07-07,44.9988
2020-07-08,45.3598
2020-07-09,43.788
2020-07-10,45.0207
2020-07-11,45.0207
2020-07-12,45.0207
2020-07-13,44.6766
2020-07-14,44.3958
2020-07-15,46.9441
2020-07-16,47.2901
2020-07-17,46.1013
2020-07-18,46.1013
2020-07-19,46.1013
2020-07-20,44.4935
2020-07-21,46.2384
2020-07-22,46.4812
2020-07-23,48.2466
2020-07-24,47.9849
2020-07-25,47.9849
2020-07-26,47.9849
2020-07-27,47.5655
2020-07-28,46.9176
2020-07-29,48.9801
2020-07-30,48.232
2020-07-31,48.1176
2020-08-01,48.1176
2020-08-02,48.1176
2020-08-03,48.6399
2020-08-04,47.4471
2020-08-05,49.0981
2020-08-06,49.0714
2020-08-07,49.8712
2020-08-08,49.8712
2020-08-09,49.8712
2020-08-10,50.9402
2020-08-11,52.4315
2020-08-12,51.3647
2020-08-13,50.8424
2020-08-14,51.5578
2020-08-15,51.5578
2020-08-16,51.5578
2020-08-17,50.6901
2020-08-18,48.915
2020-08-19,49.2761
2020-08-20,47.1369
2020-08-21,46.818
2020-08-22,46.818
2020-08-23,46.818
2020-08-24,49.4701
2020-08-25,49.8795
2020-08-26,48.7505
2020-08-27,50.5055
2020-08-28,50.986
2020-08-29,50.986
2020-08-30,50.986
2020-08-31,48.9311
2020-09-01,49.0235
2020-09-02,50.0519
2020-09-03,49.1657
2020-09-04,52.3792
2020-09-05,52.3792
2020-09-06,52.3792
2020-09-07,52.3792
2020-09-08,50.6749
2020-09-09,49.4949
2020-09-10,49.0087
2020-09-11,49.0334
2020-09-12,49.0334
2020-09-13,49.0334
2020-09-14,50.374
2020-09-15,47.9919
2020-09-16,51.2485
2020-09-17,51.7711
2020-09-18,50.3685
2020-09-19,50.3685
2020-09-20,50.3685
2020-09-21,48.8304
2020-09-22,47.1192
2020-09-23,45.2431
2020-09-24,45.7117
2020-09-25,45.3447
2020-09-26,45.3447
2020-09-27,45.3447
2020-09-28,47.0757
2020-09-29,46.5432
2020-09-30,45.5261
2020-10-01,47.5855
2020-10-02,50.0984
2020-10-03,50.0984
2020-10-04,50.0984
2020-10-05,52.1195
2020-10-06,50.8934
2020-10-07,51.8736
2020-10-08,53.9011
2020-10-09,54.1569
2020-10-10,54.1569
2020-10-11,54.1569
2020-10-12,53.9798
2020-10-13,55.9182
2020-10-14,58.4264
2020-10-15,58.919
2020-10-16,61.4329
2020-10-17,61.4329
2020-10-18,61.4329
2020-10-19,60.1793
2020-10-20,56.3627
2020-10-21,52.011
2020-10-22,53.163
2020-10-23,51.8748
2020-10-24,51.8748
2020-10-25,51.8748
2020-10-26,49.4348
2020-10-27,47.429
2020-10-28,45.9422
2020-10-29,55.3162
2020-10-30,54.7234
2020-10-31,54.7234
2020-11-01,54.7234
2020-11-02,58.1647
2020-11-03,59.9635
2020-11-04,59.0712
2020-11-05,60.7255
2020-11-06,60.7671
2020-11-07,60.7671
2020-11-08,60.7671
2020-11-09,68.2076
2020-11-10,68.0325
2020-11-11,62.3325
2020-11-12,59.9425
2020-11-13,62.6881
2020-11-14,62.6881
2020-11-15,62.6881
2020-11-16,64.9832
2020-11-17,63.8048
2020-11-18,61.8841
2020-11-19,62.5505
2020-11-20,60.888
2020-11-21,60.888
2020-11-22,60.888
2020-11-23,63.8098
2020-11-24,66.1106
2020-11-25,65.5887
2020-11-26,65.5887
2020-11-27,65.5887
2020-11-28,65.5887
2020-11-29,65.5887
2020-11-30,64.0105
2020-12-01,65.8474
2020-12-02,67.4652
2020-12-03,69.1829
2020-12-04,69.7617
2020-12-05,69.7617
2020-12-06,69.7617
2020-12-07,66.9042
2020-12-08,61.668
2020-12-09,60.6967
2020-12-10,60.6185
2020-12-11,58.4838
2020-12-12,58.4838
2020-12-13,58.4838
2020-12-14,57.9058
2020-12-15,57.8762
2020-12-16,57.3208
2020-12-17,56.5653
2020-12-18,57.1184
2020-12-19,57.1184
2020-12-20,57.1184
2020-12-21,53.9029
2020-12-22,53.3346
2020-12-23,56.301
2020-12-24,56.8512
2020-12-25,56.8512
2020-12-26,56.8512
2020-12-27,56.8512
2020-12-28,57.2174
2020-12-29,55.656
2020-12-30,57.8266
2020-12-31,58.1586
2021-01-01,58.1586
2021-01-02,58.1586
