,RDN US Equity
2023-03-18,46.4627
2023-03-19,46.4627
2023-03-20,49.6113
2023-03-21,51.1504
2023-03-22,48.1101
2023-03-23,47.7055
2023-03-24,52.4145
2023-03-25,52.4145
2023-03-26,52.4145
2023-03-27,52.9444
2023-03-28,52.2873
2023-03-29,53.7231
2023-03-30,54.4082
2023-03-31,55.4321
2023-04-01,55.4321
2023-04-02,55.4321
2023-04-03,55.6285
2023-04-04,54.2681
2023-04-05,53.7123
2023-04-06,54.41
2023-04-07,54.41
2023-04-08,54.41
2023-04-09,54.41
2023-04-10,54.5192
2023-04-11,60.1007
2023-04-12,61.0631
2023-04-13,61.3698
2023-04-14,61.8582
2023-04-15,61.8582
2023-04-16,61.8582
2023-04-17,61.7848
2023-04-18,60.3755
2023-04-19,60.4737
2023-04-20,61.3164
2023-04-21,60.4536
2023-04-22,60.4536
2023-04-23,60.4536
2023-04-24,60.4536
2023-04-25,59.6372
2023-04-26,59.6372
2023-04-27,62.9564
2023-04-28,64.7001
2023-04-29,64.7001
2023-04-30,64.7001
2023-05-01,62.1771
2023-05-02,58.26
2023-05-03,59.3721
2023-05-04,60.8617
2023-05-05,64.6527
2023-05-06,64.6527
2023-05-07,64.6527
2023-05-08,64.9099
2023-05-09,65.1287
2023-05-10,64.8776
2023-05-11,65.3838
2023-05-12,64.5958
2023-05-13,64.5958
2023-05-14,64.5958
2023-05-15,65.3165
2023-05-16,64.6809
2023-05-17,66.8725
2023-05-18,68.8298
2023-05-19,67.6355
2023-05-20,67.6355
2023-05-21,67.6355
2023-05-22,65.118
2023-05-23,65.9149
2023-05-24,62.6905
2023-05-25,62.3494
2023-05-26,65.4632
2023-05-27,65.4632
2023-05-28,65.4632
2023-05-29,65.4632
2023-05-30,67.3544
2023-05-31,62.9585
2023-06-01,63.653
2023-06-02,65.6097
2023-06-03,65.6097
2023-06-04,65.6097
2023-06-05,62.373
2023-06-06,64.7428
2023-06-07,66.2885
2023-06-08,64.071
2023-06-09,63.4651
2023-06-10,63.4651
2023-06-11,63.4651
2023-06-12,60.8604
2023-06-13,57.6439
2023-06-14,55.0903
2023-06-15,56.4714
2023-06-16,55.1079
2023-06-17,55.1079
2023-06-18,55.1079
2023-06-19,55.1079
2023-06-20,55.5833
2023-06-21,54.3915
2023-06-22,53.8605
2023-06-23,54.2646
2023-06-24,54.2646
2023-06-25,54.2646
2023-06-26,52.762
2023-06-27,54.3663
2023-06-28,53.737
2023-06-29,54.819
2023-06-30,55.4773
2023-07-01,55.4773
2023-07-02,55.4773
2023-07-03,57.0658
2023-07-04,57.0658
2023-07-05,53.6898
2023-07-06,50.0911
2023-07-07,51.7035
2023-07-08,51.7035
2023-07-09,51.7035
2023-07-10,54.8383
2023-07-11,55.6652
2023-07-12,56.6505
2023-07-13,57.3049
2023-07-14,56.6415
2023-07-15,56.6415
2023-07-16,56.6415
2023-07-17,58.571
2023-07-18,59.3725
2023-07-19,60.684
2023-07-20,61.2023
2023-07-21,60.2169
2023-07-22,60.2169
2023-07-23,60.2169
2023-07-24,61.9087
2023-07-25,62.2203
2023-07-26,63.3071
2023-07-27,62.4225
2023-07-28,62.958
2023-07-29,62.958
2023-07-30,62.958
2023-07-31,62.0434
2023-08-01,62.0434
2023-08-02,62.5097
2023-08-03,65.1141
2023-08-04,67.0298
2023-08-05,67.0298
2023-08-06,67.0298
2023-08-07,67.7057
2023-08-08,67.8518
2023-08-09,68.1499
2023-08-10,62.0943
2023-08-11,62.7675
2023-08-12,62.7675
2023-08-13,62.7675
2023-08-14,62.9378
2023-08-15,59.1162
2023-08-16,54.7541
2023-08-17,53.1924
2023-08-18,55.0324
2023-08-19,55.0324
2023-08-20,55.0324
2023-08-21,53.375
2023-08-22,52.6717
2023-08-23,54.7941
2023-08-24,57.1659
2023-08-25,58.0881
2023-08-26,58.0881
2023-08-27,58.0881
2023-08-28,57.5752
2023-08-29,58.2739
2023-08-30,57.4727
2023-08-31,57.7399
2023-09-01,58.7452
2023-09-02,58.7452
2023-09-03,58.7452
2023-09-04,58.7452
2023-09-05,52.0048
2023-09-06,51.4636
2023-09-07,53.2608
2023-09-08,53.1793
2023-09-09,53.1793
2023-09-10,53.1793
2023-09-11,51.6269
2023-09-12,52.9724
2023-09-13,47.6415
2023-09-14,46.3994
2023-09-15,49.1428
2023-09-16,49.1428
2023-09-17,49.1428
2023-09-18,53.0764
2023-09-19,50.5232
2023-09-20,47.257
2023-09-21,44.2393
2023-09-22,44.0681
2023-09-23,44.0681
2023-09-24,44.0681
2023-09-25,45.2376
2023-09-26,43.1381
2023-09-27,43.4398
2023-09-28,45.3883
2023-09-29,43.9428
2023-09-30,43.9428
2023-10-01,43.9428
2023-10-02,43.8224
2023-10-03,42.3819
2023-10-04,48.1822
2023-10-05,52.6741
2023-10-06,51.8348
2023-10-07,51.8348
2023-10-08,51.8348
2023-10-09,54.4346
2023-10-10,54.827
2023-10-11,57.2737
2023-10-12,53.6028
2023-10-13,51.1958
2023-10-14,51.1958
2023-10-15,51.1958
2023-10-16,53.6262
2023-10-17,52.2796
2023-10-18,49.0371
2023-10-19,45.2046
2023-10-20,44.0964
2023-10-21,44.0964
2023-10-22,44.0964
2023-10-23,43.8066
2023-10-24,44.3739
2023-10-25,43.5651
2023-10-26,45.5541
2023-10-27,44.4561
2023-10-28,44.4561
2023-10-29,44.4561
2023-10-30,45.2364
2023-10-31,47.1563
2023-11-01,48.4038
2023-11-02,53.8677
2023-11-03,56.8866
2023-11-04,56.8866
2023-11-05,56.8866
2023-11-06,56.1509
2023-11-07,53.5252
2023-11-08,52.7709
2023-11-09,52.2437
2023-11-10,53.2635
2023-11-11,53.2635
2023-11-12,53.2635
2023-11-13,52.2907
2023-11-14,54.236
2023-11-15,52.6926
2023-11-16,47.8471
2023-11-17,49.7909
2023-11-18,49.7909
2023-11-19,49.7909
2023-11-20,50.066
2023-11-21,47.0779
2023-11-22,46.9227
2023-11-23,46.9227
2023-11-24,47.9085
2023-11-25,47.9085
2023-11-26,47.9085
2023-11-27,47.9691
2023-11-28,46.1907
2023-11-29,47.573
2023-11-30,50.1045
2023-12-01,50.8065
2023-12-02,50.8065
2023-12-03,50.8065
2023-12-04,52.5893
2023-12-05,49.198
2023-12-06,46.7885
2023-12-07,48.5652
2023-12-08,50.8298
2023-12-09,50.8298
2023-12-10,50.8298
2023-12-11,51.6555
2023-12-12,52.8033
2023-12-13,58.5697
2023-12-14,61.3221
2023-12-15,61.3221
2023-12-16,61.3221
2023-12-17,61.3221
2023-12-18,60.1728
2023-12-19,61.9358
2023-12-20,61.1543
2023-12-21,62.3819
2023-12-22,63.2626
2023-12-23,63.2626
2023-12-24,63.2626
2023-12-25,63.2626
2023-12-26,63.8594
2023-12-27,64.1805
2023-12-28,64.2216
2023-12-29,61.3802
2023-12-30,61.3802
2023-12-31,61.3802
2024-01-01,61.3802
2024-01-02,62.092
2024-01-03,59.606
2024-01-04,61.1684
2024-01-05,61.842
2024-01-06,61.842
2024-01-07,61.842
2024-01-08,63.5429
2024-01-09,58.494
2024-01-10,59.8065
2024-01-11,58.3583
2024-01-12,59.6893
2024-01-13,59.6893
2024-01-14,59.6893
2024-01-15,59.6893
2024-01-16,57.0857
2024-01-17,56.7019
2024-01-18,57.4419
2024-01-19,60.0327
2024-01-20,60.0327
2024-01-21,60.0327
2024-01-22,60.9712
2024-01-23,59.4582
2024-01-24,59.8331
2024-01-25,59.2661
2024-01-26,60.0494
2024-01-27,60.0494
2024-01-28,60.0494
2024-01-29,60.6367
2024-01-30,61.8456
2024-01-31,57.1269
2024-02-01,58.9226
2024-02-02,57.3354
2024-02-03,57.3354
2024-02-04,57.3354
2024-02-05,52.5597
2024-02-06,53.781
2024-02-07,52.268
2024-02-08,46.5749
2024-02-09,47.7523
2024-02-10,47.7523
2024-02-11,47.7523
2024-02-12,50.3402
2024-02-13,50.1795
2024-02-14,51.4096
2024-02-15,51.2957
2024-02-16,49.0467
2024-02-17,49.0467
2024-02-18,49.0467
2024-02-19,49.0467
2024-02-20,47.5898
2024-02-21,48.0627
2024-02-22,47.4536
2024-02-23,48.8976
2024-02-24,48.8976
2024-02-25,48.8976
2024-02-26,49.7487
2024-02-27,51.9935
2024-02-28,57.2914
2024-02-29,57.9965
2024-03-01,55.9575
2024-03-02,55.9575
2024-03-03,55.9575
2024-03-04,57.4097
2024-03-05,58.6782
2024-03-06,60.6966
2024-03-07,59.2333
2024-03-08,58.5038
2024-03-09,58.5038
2024-03-10,58.5038
2024-03-11,66.085
2024-03-12,66.6404
2024-03-13,66.8714
2024-03-14,66.3957
2024-03-15,64.6289
2024-03-16,64.6289
2024-03-17,64.6289
2024-03-18,61.5654
2024-03-19,63.4347
2024-03-20,68.1448
2024-03-21,68.8651
2024-03-22,66.7419
2024-03-23,66.7419
2024-03-24,66.7419
2024-03-25,66.617
2024-03-26,64.9805
2024-03-27,67.5201
2024-03-28,68.2059
2024-03-29,68.2059
2024-03-30,68.2059
2024-03-31,68.2059
2024-04-01,64.2981
2024-04-02,64.1793
2024-04-03,63.7525
2024-04-04,55.0442
2024-04-05,55.9716
2024-04-06,55.9716
2024-04-07,55.9716
2024-04-08,57.7018
