,1981718D US Equity
,RSI_30D
2020-01-01,66.4511
2020-01-02,67.9165
2020-01-03,63.4229
2020-01-04,63.4229
2020-01-05,63.4229
2020-01-06,64.0431
2020-01-07,65.2247
2020-01-08,65.2818
2020-01-09,65.4968
2020-01-10,64.3172
2020-01-11,64.3172
2020-01-12,64.3172
2020-01-13,64.8679
2020-01-14,63.3044
2020-01-15,60.9684
2020-01-16,65.1494
2020-01-17,62.761
2020-01-18,62.761
2020-01-19,62.761
2020-01-20,62.761
2020-01-21,63.2124
2020-01-22,64.2911
2020-01-23,62.2255
2020-01-24,57.6653
2020-01-25,57.6653
2020-01-26,57.6653
2020-01-27,53.1134
2020-01-28,54.5181
2020-01-29,53.4236
2020-01-30,56.3956
2020-01-31,51.703
2020-02-01,51.703
2020-02-02,51.703
2020-02-03,52.1012
2020-02-04,55.9092
2020-02-05,58.5786
2020-02-06,57.1105
2020-02-07,55.7184
2020-02-08,55.7184
2020-02-09,55.7184
2020-02-10,54.4743
2020-02-11,56.4244
2020-02-12,56.7949
2020-02-13,55.8398
2020-02-14,55.7014
2020-02-15,55.7014
2020-02-16,55.7014
2020-02-17,55.7014
2020-02-18,54.2002
2020-02-19,56.0387
2020-02-20,58.5864
2020-02-21,52.2205
2020-02-22,52.2205
2020-02-23,52.2205
2020-02-24,46.5391
2020-02-25,42.3975
2020-02-26,41.8945
2020-02-27,42.8991
2020-02-28,40.3482
2020-02-29,40.3482
2020-03-01,40.3482
2020-03-02,43.633
2020-03-03,37.7492
2020-03-04,36.1249
2020-03-05,33.129
2020-03-06,32.3544
2020-03-07,32.3544
2020-03-08,32.3544
2020-03-09,27.902
2020-03-10,34.9057
2020-03-11,34.2537
2020-03-12,30.2634
2020-03-13,38.9937
2020-03-14,38.9937
2020-03-15,38.9937
2020-03-16,35.4978
2020-03-17,39.3506
2020-03-18,37.9455
2020-03-19,38.474
2020-03-20,38.0715
2020-03-21,38.0715
2020-03-22,38.0715
2020-03-23,36.4207
2020-03-24,39.6016
2020-03-25,44.2477
2020-03-26,44.0816
2020-03-27,43.583
2020-03-28,43.583
2020-03-29,43.583
2020-03-30,44.7179
2020-03-31,43.9508
2020-04-01,43.3104
2020-04-02,45.302
2020-04-03,44.5086
2020-04-04,44.5086
2020-04-05,44.5086
2020-04-06,47.7306
2020-04-07,46.2771
2020-04-08,48.1375
2020-04-09,48.5393
2020-04-10,48.5393
2020-04-11,48.5393
2020-04-12,48.5393
2020-04-13,46.4639
2020-04-14,48.0817
2020-04-15,46.3976
2020-04-16,46.6347
2020-04-17,48.23
2020-04-18,48.23
2020-04-19,48.23
2020-04-20,49.0304
2020-04-21,48.458
2020-04-22,48.4969
2020-04-23,48.0595
2020-04-24,47.4897
2020-04-25,47.4897
2020-04-26,47.4897
2020-04-27,49.5652
2020-04-28,50.0387
2020-04-29,52.4154
2020-04-30,50.8716
2020-05-01,49.1449
2020-05-02,49.1449
2020-05-03,49.1449
2020-05-04,48.1671
2020-05-05,47.0069
2020-05-06,46.7685
2020-05-07,47.8625
2020-05-08,49.7757
2020-05-09,49.7757
2020-05-10,49.7757
2020-05-11,48.422
2020-05-12,46.4285
2020-05-13,44.7651
2020-05-14,45.0789
2020-05-15,43.9789
2020-05-16,43.9789
2020-05-17,43.9789
2020-05-18,47.0697
2020-05-19,45.2407
2020-05-20,46.5981
2020-05-21,45.8866
2020-05-22,45.3086
2020-05-23,45.3086
2020-05-24,45.3086
2020-05-25,45.3086
2020-05-26,48.3986
2020-05-27,52.4453
2020-05-28,50.7742
2020-05-29,50.1936
2020-05-30,50.1936
2020-05-31,50.1936
2020-06-01,51.4568
2020-06-02,52.3935
2020-06-03,55.8148
2020-06-04,60.1228
2020-06-05,61.3184
2020-06-06,61.3184
2020-06-07,61.3184
2020-06-08,59.4581
2020-06-09,56.7478
2020-06-10,53.5993
2020-06-11,50.8102
2020-06-12,51.0817
2020-06-13,51.0817
2020-06-14,51.0817
2020-06-15,51.3402
2020-06-16,51.8143
2020-06-17,51.3115
2020-06-18,51.6581
2020-06-19,51.3105
2020-06-20,51.3105
2020-06-21,51.3105
2020-06-22,51.0478
2020-06-23,50.1417
2020-06-24,46.7661
2020-06-25,47.2015
2020-06-26,43.7212
2020-06-27,43.7212
2020-06-28,43.7212
2020-06-29,45.6472
2020-06-30,47.215
2020-07-01,46.1985
2020-07-02,46.7509
2020-07-03,46.7509
2020-07-04,46.7509
2020-07-05,46.7509
2020-07-06,48.2699
2020-07-07,47.7601
2020-07-08,48.7482
