,MPC US Equity
,RSI_30D
2020-01-01,45.5353
2020-01-02,49.1813
2020-01-03,42.6358
2020-01-04,42.6358
2020-01-05,42.6358
2020-01-06,42.6199
2020-01-07,44.592
2020-01-08,43.5486
2020-01-09,45.4031
2020-01-10,47.1177
2020-01-11,47.1177
2020-01-12,47.1177
2020-01-13,46.0365
2020-01-14,46.5021
2020-01-15,43.4852
2020-01-16,42.4847
2020-01-17,41.4328
2020-01-18,41.4328
2020-01-19,41.4328
2020-01-20,41.4328
2020-01-21,40.2881
2020-01-22,39.9504
2020-01-23,38.9217
2020-01-24,37.607
2020-01-25,37.607
2020-01-26,37.607
2020-01-27,35.0007
2020-01-28,35.594
2020-01-29,37.2931
2020-01-30,39.2037
2020-01-31,39.5796
2020-02-01,39.5796
2020-02-02,39.5796
2020-02-03,35.8499
2020-02-04,39.0866
2020-02-05,43.8262
2020-02-06,43.6953
2020-02-07,42.4336
2020-02-08,42.4336
2020-02-09,42.4336
2020-02-10,43.2699
2020-02-11,46.8238
2020-02-12,50.9089
2020-02-13,51.9127
2020-02-14,49.7525
2020-02-15,49.7525
2020-02-16,49.7525
2020-02-17,49.7525
2020-02-18,47.4933
2020-02-19,49.7433
2020-02-20,54.0357
2020-02-21,52.015
2020-02-22,52.015
2020-02-23,52.015
2020-02-24,46.7927
2020-02-25,43.0234
2020-02-26,41.943
2020-02-27,37.0314
2020-02-28,36.5117
2020-02-29,36.5117
2020-03-01,36.5117
2020-03-02,37.0671
2020-03-03,34.4895
2020-03-04,35.7709
2020-03-05,31.5691
2020-03-06,29.9631
2020-03-07,29.9631
2020-03-08,29.9631
2020-03-09,26.372
2020-03-10,27.5517
2020-03-11,25.6337
2020-03-12,21.4863
2020-03-13,24.5143
2020-03-14,24.5143
2020-03-15,24.5143
2020-03-16,22.4697
2020-03-17,22.4841
2020-03-18,21.0442
2020-03-19,21.0324
2020-03-20,24.29
2020-03-21,24.29
2020-03-22,24.29
2020-03-23,23.2532
2020-03-24,24.5122
2020-03-25,29.4252
2020-03-26,31.9997
2020-03-27,32.0124
2020-03-28,32.0124
2020-03-29,32.0124
2020-03-30,33.5206
2020-03-31,33.0641
2020-04-01,31.353
2020-04-02,31.8175
2020-04-03,31.096
2020-04-04,31.096
2020-04-05,31.096
2020-04-06,35.0744
2020-04-07,34.6779
2020-04-08,36.9655
2020-04-09,38.5968
2020-04-10,38.5968
2020-04-11,38.5968
2020-04-12,38.5968
2020-04-13,38.3634
2020-04-14,39.5855
2020-04-15,37.7343
2020-04-16,36.2019
2020-04-17,40.5108
2020-04-18,40.5108
2020-04-19,40.5108
2020-04-20,40.0313
2020-04-21,39.129
2020-04-22,40.3235
2020-04-23,41.8447
2020-04-24,41.6864
2020-04-25,41.6864
2020-04-26,41.6864
2020-04-27,42.5483
2020-04-28,44.963
2020-04-29,50.0224
2020-04-30,49.0511
2020-05-01,46.2996
2020-05-02,46.2996
2020-05-03,46.2996
2020-05-04,48.6999
2020-05-05,48.3194
2020-05-06,46.7592
2020-05-07,48.105
2020-05-08,50.438
2020-05-09,50.438
2020-05-10,50.438
2020-05-11,50.0963
2020-05-12,49.5804
2020-05-13,48.3606
2020-05-14,48.1915
2020-05-15,47.5569
2020-05-16,47.5569
2020-05-17,47.5569
2020-05-18,52.6414
2020-05-19,52.776
2020-05-20,55.1311
2020-05-21,53.7797
2020-05-22,53.6353
2020-05-23,53.6353
2020-05-24,53.6353
2020-05-25,53.6353
2020-05-26,54.9495
2020-05-27,54.6316
2020-05-28,52.8604
2020-05-29,52.8098
2020-05-30,52.8098
2020-05-31,52.8098
2020-06-01,54.347
2020-06-02,55.6867
2020-06-03,56.6256
2020-06-04,55.8517
2020-06-05,59.515
2020-06-06,59.515
2020-06-07,59.515
2020-06-08,60.1467
2020-06-09,57.5732
2020-06-10,55.8963
2020-06-11,51.0313
2020-06-12,52.4617
2020-06-13,52.4617
2020-06-14,52.4617
2020-06-15,53.7826
2020-06-16,54.6375
2020-06-17,52.7328
2020-06-18,54.1986
2020-06-19,53.8377
2020-06-20,53.8377
2020-06-21,53.8377
2020-06-22,54.3098
2020-06-23,54.5274
2020-06-24,51.1203
2020-06-25,51.6793
2020-06-26,49.9823
2020-06-27,49.9823
2020-06-28,49.9823
2020-06-29,50.0209
2020-06-30,52.5216
2020-07-01,50.2868
2020-07-02,50.7838
2020-07-03,50.7838
2020-07-04,50.7838
2020-07-05,50.7838
2020-07-06,51.1594
2020-07-07,48.9347
2020-07-08,48.2331
2020-07-09,47.1961
2020-07-10,51.0729
2020-07-11,51.0729
2020-07-12,51.0729
2020-07-13,49.8896
2020-07-14,51.0625
2020-07-15,52.821
2020-07-16,52.5643
2020-07-17,53.2692
2020-07-18,53.2692
2020-07-19,53.2692
2020-07-20,51.538
2020-07-21,53.8896
2020-07-22,54.1339
2020-07-23,54.3316
2020-07-24,54.0425
2020-07-25,54.0425
2020-07-26,54.0425
2020-07-27,53.7466
2020-07-28,53.0785
2020-07-29,55.6315
2020-07-30,52.6045
2020-07-31,52.7788
2020-08-01,52.7788
2020-08-02,52.7788
2020-08-03,53.3263
2020-08-04,51.8473
2020-08-05,49.8014
2020-08-06,48.6971
2020-08-07,50.2302
2020-08-08,50.2302
2020-08-09,50.2302
2020-08-10,50.9719
2020-08-11,50.6663
2020-08-12,52.5941
2020-08-13,51.0719
2020-08-14,52.8409
2020-08-15,52.8409
2020-08-16,52.8409
2020-08-17,53.3214
2020-08-18,51.7881
2020-08-19,51.677
2020-08-20,48.8573
2020-08-21,48.4715
2020-08-22,48.4715
2020-08-23,48.4715
2020-08-24,51.0353
2020-08-25,50.3733
2020-08-26,48.3547
2020-08-27,47.7363
2020-08-28,51.5968
2020-08-29,51.5968
2020-08-30,51.5968
2020-08-31,48.7208
2020-09-01,47.8907
2020-09-02,47.9656
2020-09-03,46.6651
2020-09-04,45.6076
2020-09-05,45.6076
2020-09-06,45.6076
2020-09-07,45.6076
2020-09-08,43.4552
2020-09-09,42.5668
2020-09-10,40.2848
2020-09-11,42.3728
2020-09-12,42.3728
2020-09-13,42.3728
2020-09-14,43.9654
2020-09-15,42.4979
2020-09-16,45.0871
2020-09-17,44.6937
2020-09-18,45.0245
2020-09-19,45.0245
2020-09-20,45.0245
2020-09-21,43.2997
2020-09-22,42.9526
2020-09-23,39.3625
2020-09-24,39.2011
2020-09-25,39.2245
2020-09-26,39.2245
2020-09-27,39.2245
2020-09-28,42.2636
2020-09-29,41.4196
2020-09-30,41.272
2020-10-01,38.6892
2020-10-02,40.0232
2020-10-03,40.0232
2020-10-04,40.0232
2020-10-05,42.2737
2020-10-06,41.5913
2020-10-07,42.4815
2020-10-08,46.705
2020-10-09,44.9186
2020-10-10,44.9186
2020-10-11,44.9186
2020-10-12,45.7134
2020-10-13,43.7541
2020-10-14,44.9202
2020-10-15,46.2894
2020-10-16,44.1794
2020-10-17,44.1794
2020-10-18,44.1794
2020-10-19,42.2713
2020-10-20,44.4646
2020-10-21,43.7354
2020-10-22,45.2611
2020-10-23,46.0939
2020-10-24,46.0939
2020-10-25,46.0939
2020-10-26,43.7561
2020-10-27,43.0384
2020-10-28,41.8435
2020-10-29,44.8941
2020-10-30,46.3604
2020-10-31,46.3604
2020-11-01,46.3604
2020-11-02,50.0539
2020-11-03,51.2312
2020-11-04,50.8047
2020-11-05,51.0655
2020-11-06,50.5325
2020-11-07,50.5325
2020-11-08,50.5325
2020-11-09,59.1592
2020-11-10,60.8491
2020-11-11,59.8635
2020-11-12,54.7843
2020-11-13,58.9253
2020-11-14,58.9253
2020-11-15,58.9253
2020-11-16,62.8286
2020-11-17,63.3588
2020-11-18,59.4134
2020-11-19,60.0842
2020-11-20,58.5638
2020-11-21,58.5638
2020-11-22,58.5638
2020-11-23,62.1412
2020-11-24,63.496
2020-11-25,61.6949
2020-11-26,61.6949
2020-11-27,61.5831
2020-11-28,61.5831
2020-11-29,61.5831
2020-11-30,57.056
2020-12-01,57.7766
2020-12-02,59.1812
2020-12-03,59.6846
2020-12-04,61.9574
2020-12-05,61.9574
2020-12-06,61.9574
2020-12-07,60.6675
2020-12-08,60.9558
2020-12-09,61.1888
2020-12-10,62.6334
2020-12-11,60.8227
2020-12-12,60.8227
2020-12-13,60.8227
2020-12-14,56.8495
2020-12-15,58.78
2020-12-16,57.7046
2020-12-17,55.8205
2020-12-18,55.4182
2020-12-19,55.4182
2020-12-20,55.4182
2020-12-21,54.3608
2020-12-22,54.2181
2020-12-23,56.6322
2020-12-24,56.4444
2020-12-25,56.4444
2020-12-26,56.4444
2020-12-27,56.4444
2020-12-28,55.6242
2020-12-29,55.5271
2020-12-30,56.8361
2020-12-31,56.4067
2021-01-01,56.4067
2021-01-02,56.4067
2021-01-03,56.4067
2021-01-04,55.1547
2021-01-05,57.3082
2021-01-06,58.6272
2021-01-07,60.4218
2021-01-08,58.299
2021-01-09,58.299
2021-01-10,58.299
2021-01-11,58.9174
2021-01-12,61.7642
2021-01-13,59.0826
2021-01-14,60.761
2021-01-15,57.6229
2021-01-16,57.6229
2021-01-17,57.6229
2021-01-18,57.6229
2021-01-19,60.5134
2021-01-20,60.6188
2021-01-21,59.0302
2021-01-22,59.5365
2021-01-23,59.5365
2021-01-24,59.5365
2021-01-25,60.2146
2021-01-26,57.9741
2021-01-27,55.5366
2021-01-28,56.8145
2021-01-29,53.7166
2021-01-30,53.7166
2021-01-31,53.7166
2021-02-01,54.1821
2021-02-02,56.8161
2021-02-03,59.8368
2021-02-04,59.8773
2021-02-05,60.3189
2021-02-06,60.3189
2021-02-07,60.3189
2021-02-08,62.745
2021-02-09,61.4495
2021-02-10,62.6779
2021-02-11,62.5682
2021-02-12,63.4937
2021-02-13,63.4937
2021-02-14,63.4937
2021-02-15,63.4937
2021-02-16,65.508
2021-02-17,66.0356
2021-02-18,64.4466
2021-02-19,66.652
2021-02-20,66.652
2021-02-21,66.652
2021-02-22,68.737
2021-02-23,69.7113
2021-02-24,70.6173
2021-02-25,66.9003
2021-02-26,65.8787
2021-02-27,65.8787
2021-02-28,65.8787
2021-03-01,67.564
2021-03-02,67.4011
2021-03-03,67.4475
2021-03-04,67.9662
2021-03-05,68.9097
2021-03-06,68.9097
2021-03-07,68.9097
2021-03-08,68.4975
2021-03-09,65.242
2021-03-10,68.0545
2021-03-11,67.6135
2021-03-12,66.9898
2021-03-13,66.9898
2021-03-14,66.9898
2021-03-15,67.1278
2021-03-16,63.0377
2021-03-17,63.0377
2021-03-18,55.6487
2021-03-19,57.0589
2021-03-20,57.0589
2021-03-21,57.0589
2021-03-22,56.2256
2021-03-23,54.4015
2021-03-24,55.597
2021-03-25,56.7381
2021-03-26,58.5093
2021-03-27,58.5093
2021-03-28,58.5093
2021-03-29,55.4404
2021-03-30,55.5537
2021-03-31,55.325
2021-04-01,58.9921
2021-04-02,58.9921
2021-04-03,58.9921
2021-04-04,58.9921
2021-04-05,55.2548
2021-04-06,54.7092
2021-04-07,55.2157
2021-04-08,53.9474
2021-04-09,52.8901
2021-04-10,52.8901
2021-04-11,52.8901
2021-04-12,51.6647
2021-04-13,52.3281
2021-04-14,54.6532
2021-04-15,54.6532
2021-04-16,55.3523
2021-04-17,55.3523
2021-04-18,55.3523
2021-04-19,53.5352
2021-04-20,50.6741
2021-04-21,53.0444
2021-04-22,50.5514
2021-04-23,52.2955
2021-04-24,52.2955
2021-04-25,52.2955
2021-04-26,52.7903
2021-04-27,53.9255
2021-04-28,56.623
2021-04-29,57.6167
2021-04-30,56.7427
2021-05-01,56.7427
2021-05-02,56.7427
2021-05-03,59.2204
2021-05-04,59.4432
2021-05-05,62.5712
2021-05-06,62.7006
2021-05-07,63.4841
2021-05-08,63.4841
2021-05-09,63.4841
2021-05-10,63.0024
2021-05-11,60.0975
2021-05-12,60.6272
2021-05-13,60.1516
2021-05-14,62.2478
2021-05-15,62.2478
2021-05-16,62.2478
2021-05-17,64.394
2021-05-18,62.8142
2021-05-19,60.8399
2021-05-20,61.0348
2021-05-21,60.826
2021-05-22,60.826
2021-05-23,60.826
2021-05-24,62.7067
2021-05-25,60.7996
2021-05-26,62.1077
2021-05-27,63.0757
2021-05-28,63.715
2021-05-29,63.715
2021-05-30,63.715
2021-05-31,63.715
2021-06-01,64.8178
2021-06-02,65.5603
2021-06-03,65.9934
2021-06-04,66.629
2021-06-05,66.629
2021-06-06,66.629
2021-06-07,65.6079
2021-06-08,66.804
2021-06-09,65.3004
2021-06-10,64.7664
2021-06-11,63.939
2021-06-12,63.939
2021-06-13,63.939
2021-06-14,63.3274
2021-06-15,64.5817
2021-06-16,63.2973
2021-06-17,56.3951
2021-06-18,51.1929
2021-06-19,51.1929
2021-06-20,51.1929
2021-06-21,55.6112
2021-06-22,56.1574
2021-06-23,56.5578
2021-06-24,58.0488
2021-06-25,58.4411
2021-06-26,58.4411
2021-06-27,58.4411
2021-06-28,53.399
2021-06-29,52.4401
2021-06-30,53.1447
2021-07-01,54.8737
2021-07-02,54.3853
2021-07-03,54.3853
2021-07-04,54.3853
2021-07-05,54.3853
2021-07-06,49.5901
2021-07-07,47.4863
2021-07-08,46.4863
2021-07-09,49.2084
2021-07-10,49.2084
2021-07-11,49.2084
2021-07-12,48.4824
2021-07-13,46.593
2021-07-14,42.4021
2021-07-15,40.9483
2021-07-16,39.3596
2021-07-17,39.3596
2021-07-18,39.3596
2021-07-19,35.8962
2021-07-20,38.7988
2021-07-21,43.0176
2021-07-22,41.9641
2021-07-23,42.0493
2021-07-24,42.0493
2021-07-25,42.0493
2021-07-26,44.6322
2021-07-27,44.1031
2021-07-28,46.0465
2021-07-29,47.3558
2021-07-30,46.0919
2021-07-31,46.0919
2021-08-01,46.0919
2021-08-02,44.7688
2021-08-03,47.7881
2021-08-04,45.0998
2021-08-05,49.1058
2021-08-06,50.7275
2021-08-07,50.7275
2021-08-08,50.7275
2021-08-09,50.3845
2021-08-10,52.5839
2021-08-11,53.6962
2021-08-12,54.3673
2021-08-13,53.5839
2021-08-14,53.5839
2021-08-15,53.5839
2021-08-16,52.0522
2021-08-17,50.6762
2021-08-18,49.1031
2021-08-19,45.4542
2021-08-20,46.5368
2021-08-21,46.5368
2021-08-22,46.5368
2021-08-23,50.4028
2021-08-24,52.3835
2021-08-25,53.5123
2021-08-26,52.4752
2021-08-27,55.6531
2021-08-28,55.6531
2021-08-29,55.6531
2021-08-30,53.5606
2021-08-31,54.1173
2021-09-01,50.4039
2021-09-02,51.5114
2021-09-03,52.0903
2021-09-04,52.0903
2021-09-05,52.0903
2021-09-06,52.0903
2021-09-07,52.6579
2021-09-08,49.9498
2021-09-09,50.2038
2021-09-10,49.4984
2021-09-11,49.4984
2021-09-12,49.4984
2021-09-13,52.65
2021-09-14,50.6758
2021-09-15,54.0852
2021-09-16,53.1957
2021-09-17,52.7376
2021-09-18,52.7376
2021-09-19,52.7376
2021-09-20,49.5551
2021-09-21,50.8152
2021-09-22,54.2612
2021-09-23,57.1001
2021-09-24,57.2309
2021-09-25,57.2309
2021-09-26,57.2309
2021-09-27,58.9565
2021-09-28,57.7907
2021-09-29,56.6321
2021-09-30,56.3902
2021-10-01,59.0308
2021-10-02,59.0308
2021-10-03,59.0308
2021-10-04,57.9115
2021-10-05,58.2602
2021-10-06,57.4256
2021-10-07,58.4364
2021-10-08,60.9256
2021-10-09,60.9256
2021-10-10,60.9256
2021-10-11,59.5912
2021-10-12,59.864
2021-10-13,60.6578
2021-10-14,62.7396
2021-10-15,62.9112
2021-10-16,62.9112
2021-10-17,62.9112
2021-10-18,61.9279
2021-10-19,62.5783
2021-10-20,63.1538
2021-10-21,62.6814
2021-10-22,63.4512
2021-10-23,63.4512
2021-10-24,63.4512
2021-10-25,64.5024
2021-10-26,64.9169
2021-10-27,58.8129
2021-10-28,59.6917
2021-10-29,57.8739
2021-10-30,57.8739
2021-10-31,57.8739
2021-11-01,60.1313
2021-11-02,54.2112
2021-11-03,52.2609
2021-11-04,52.039
2021-11-05,55.9769
2021-11-06,55.9769
2021-11-07,55.9769
2021-11-08,55.6813
2021-11-09,58.07
2021-11-10,54.7064
2021-11-11,55.5013
2021-11-12,55.0846
2021-11-13,55.0846
2021-11-14,55.0846
2021-11-15,55.636
2021-11-16,54.1194
2021-11-17,51.505
2021-11-18,49.7681
2021-11-19,45.4113
2021-11-20,45.4113
2021-11-21,45.4113
2021-11-22,48.1473
2021-11-23,51.9627
2021-11-24,53.1192
2021-11-25,53.1192
2021-11-26,47.6897
2021-11-27,47.6897
2021-11-28,47.6897
2021-11-29,48.4226
2021-11-30,46.9509
2021-12-01,47.0583
2021-12-02,51.1815
2021-12-03,48.5011
2021-12-04,48.5011
2021-12-05,48.5011
2021-12-06,50.4264
2021-12-07,52.5396
2021-12-08,52.2537
2021-12-09,51.0368
2021-12-10,51.6035
2021-12-11,51.6035
2021-12-12,51.6035
2021-12-13,48.4849
2021-12-14,49.5585
2021-12-15,49.6094
2021-12-16,50.113
2021-12-17,49.5477
2021-12-18,49.5477
2021-12-19,49.5477
2021-12-20,46.9133
2021-12-21,51.2809
2021-12-22,50.7304
2021-12-23,50.625
2021-12-24,50.625
2021-12-25,50.625
2021-12-26,50.625
2021-12-27,52.3984
2021-12-28,52.8866
2021-12-29,52.0863
2021-12-30,51.0961
2021-12-31,52.1104
2022-01-01,52.1104
2022-01-02,52.1104
2022-01-03,54.9903
2022-01-04,58.3278
2022-01-05,58.9575
2022-01-06,61.622
2022-01-07,62.6465
2022-01-08,62.6465
2022-01-09,62.6465
2022-01-10,61.5997
2022-01-11,64.4662
2022-01-12,64.9376
2022-01-13,64.9869
2022-01-14,66.9342
2022-01-15,66.9342
2022-01-16,66.9342
2022-01-17,66.9342
2022-01-18,66.4855
2022-01-19,63.6962
2022-01-20,60.7101
2022-01-21,58.0401
2022-01-22,58.0401
2022-01-23,58.0401
2022-01-24,57.4124
2022-01-25,59.0527
2022-01-26,57.9707
2022-01-27,59.3345
2022-01-28,59.1188
2022-01-29,59.1188
2022-01-30,59.1188
2022-01-31,59.0078
2022-02-01,62.3284
2022-02-02,67.6745
2022-02-03,64.4435
2022-02-04,65.7908
2022-02-05,65.7908
2022-02-06,65.7908
2022-02-07,67.5031
2022-02-08,66.3715
2022-02-09,66.9029
2022-02-10,66.7937
2022-02-11,68.3437
2022-02-12,68.3437
2022-02-13,68.3437
2022-02-14,64.016
2022-02-15,63.6642
2022-02-16,62.9276
2022-02-17,60.6463
2022-02-18,60.7266
2022-02-19,60.7266
2022-02-20,60.7266
2022-02-21,60.7266
2022-02-22,57.8942
2022-02-23,58.0254
2022-02-24,55.5211
2022-02-25,58.5742
2022-02-26,58.5742
2022-02-27,58.5742
2022-02-28,60.3735
2022-03-01,55.0542
2022-03-02,57.722
2022-03-03,58.2144
2022-03-04,58.686
2022-03-05,58.686
2022-03-06,58.686
2022-03-07,53.184
2022-03-08,55.459
2022-03-09,54.1783
2022-03-10,57.3989
2022-03-11,58.1056
2022-03-12,58.1056
2022-03-13,58.1056
2022-03-14,55.0902
2022-03-15,51.6995
2022-03-16,52.3174
2022-03-17,55.2648
2022-03-18,56.6801
2022-03-19,56.6801
2022-03-20,56.6801
2022-03-21,58.6024
2022-03-22,57.4428
2022-03-23,58.8393
2022-03-24,59.886
2022-03-25,60.8169
2022-03-26,60.8169
2022-03-27,60.8169
2022-03-28,60.3683
2022-03-29,61.684
2022-03-30,64.0181
2022-03-31,64.1714
2022-04-01,62.8967
2022-04-02,62.8967
2022-04-03,62.8967
2022-04-04,63.1818
2022-04-05,62.4939
2022-04-06,63.4765
2022-04-07,63.796
2022-04-08,64.9841
2022-04-09,64.9841
2022-04-10,64.9841
2022-04-11,61.0001
2022-04-12,62.095
2022-04-13,64.1223
2022-04-14,63.3585
2022-04-15,63.3585
2022-04-16,63.3585
2022-04-17,63.3585
2022-04-18,66.4436
2022-04-19,66.7719
2022-04-20,67.313
2022-04-21,62.9158
2022-04-22,59.9152
2022-04-23,59.9152
2022-04-24,59.9152
2022-04-25,55.2819
2022-04-26,56.7659
2022-04-27,58.8444
2022-04-28,61.471
2022-04-29,57.6785
2022-04-30,57.6785
2022-05-01,57.6785
2022-05-02,59.6497
2022-05-03,63.0304
