,MPC US Equity
2022-05-04,66.1092
2022-05-05,62.8182
2022-05-06,64.3051
2022-05-07,64.3051
2022-05-08,64.3051
2022-05-09,57.6719
2022-05-10,58.4259
2022-05-11,58.6386
2022-05-12,59.338
2022-05-13,62.0132
2022-05-14,62.0132
2022-05-15,62.0132
2022-05-16,62.4928
2022-05-17,63.8301
2022-05-18,61.9846
2022-05-19,61.3682
2022-05-20,62.062
2022-05-21,62.062
2022-05-22,62.062
2022-05-23,62.3679
2022-05-24,62.7144
2022-05-25,64.2177
2022-05-26,64.6125
2022-05-27,66.7723
2022-05-28,66.7723
2022-05-29,66.7723
2022-05-30,66.7723
2022-05-31,66.2772
2022-06-01,67.958
2022-06-02,68.2362
2022-06-03,69.2709
2022-06-04,69.2709
2022-06-05,69.2709
2022-06-06,71.9139
2022-06-07,74.4798
2022-06-08,73.2129
2022-06-09,70.8011
2022-06-10,66.2834
2022-06-11,66.2834
2022-06-12,66.2834
2022-06-13,58.4068
2022-06-14,58.8171
2022-06-15,54.6152
2022-06-16,48.0914
2022-06-17,44.3751
2022-06-18,44.3751
2022-06-19,44.3751
2022-06-20,44.3751
2022-06-21,47.9836
2022-06-22,46.2304
2022-06-23,43.0931
2022-06-24,44.0245
2022-06-25,44.0245
2022-06-26,44.0245
2022-06-27,45.9927
2022-06-28,46.6368
2022-06-29,43.616
2022-06-30,42.0951
2022-07-01,44.1111
2022-07-02,44.1111
2022-07-03,44.1111
2022-07-04,44.1111
2022-07-05,42.2734
2022-07-06,40.717
2022-07-07,44.3129
2022-07-08,44.2052
2022-07-09,44.2052
2022-07-10,44.2052
2022-07-11,44.5191
2022-07-12,43.8946
2022-07-13,43.316
2022-07-14,42.4163
2022-07-15,45.8687
2022-07-16,45.8687
2022-07-17,45.8687
2022-07-18,46.5862
2022-07-19,48.8545
2022-07-20,49.6481
2022-07-21,47.7404
2022-07-22,47.1004
2022-07-23,47.1004
2022-07-24,47.1004
2022-07-25,49.8397
2022-07-26,49.1378
2022-07-27,50.8595
2022-07-28,50.5179
2022-07-29,52.2776
2022-07-30,52.2776
2022-07-31,52.2776
2022-08-01,51.0616
2022-08-02,53.7993
2022-08-03,52.9269
2022-08-04,50.6575
2022-08-05,50.7011
2022-08-06,50.7011
2022-08-07,50.7011
2022-08-08,50.8537
2022-08-09,53.4491
2022-08-10,54.97
2022-08-11,56.2075
2022-08-12,56.8173
2022-08-13,56.8173
2022-08-14,56.8173
2022-08-15,55.0639
2022-08-16,56.2678
2022-08-17,57.8655
2022-08-18,59.5494
2022-08-19,59.1661
2022-08-20,59.1661
2022-08-21,59.1661
2022-08-22,59.1314
2022-08-23,61.5229
2022-08-24,62.4773
2022-08-25,63.345
2022-08-26,61.3353
2022-08-27,61.3353
2022-08-28,61.3353
2022-08-29,61.8424
2022-08-30,57.6915
2022-08-31,56.8457
2022-09-01,52.6017
2022-09-02,54.6807
2022-09-03,54.6807
2022-09-04,54.6807
2022-09-05,54.6807
2022-09-06,53.9882
2022-09-07,53.8618
2022-09-08,53.964
2022-09-09,55.413
2022-09-10,55.413
2022-09-11,55.413
2022-09-12,55.3321
2022-09-13,52.7287
2022-09-14,53.3924
2022-09-15,50.983
2022-09-16,50.4536
2022-09-17,50.4536
2022-09-18,50.4536
2022-09-19,51.1497
2022-09-20,52.1134
2022-09-21,49.286
2022-09-22,50.7182
2022-09-23,46.0646
2022-09-24,46.0646
2022-09-25,46.0646
2022-09-26,44.292
2022-09-27,47.8871
2022-09-28,54.5271
2022-09-29,53.1813
2022-09-30,53.7169
2022-10-01,53.7169
2022-10-02,53.7169
2022-10-03,56.5415
2022-10-04,60.1282
2022-10-05,59.9828
2022-10-06,60.182
2022-10-07,59.0736
2022-10-08,59.0736
2022-10-09,59.0736
2022-10-10,58.2252
2022-10-11,55.4477
2022-10-12,56.691
2022-10-13,59.8079
2022-10-14,54.8682
2022-10-15,54.8682
2022-10-16,54.8682
2022-10-17,55.8325
2022-10-18,57.8779
2022-10-19,58.3852
2022-10-20,58.7256
2022-10-21,60.188
2022-10-22,60.188
2022-10-23,60.188
2022-10-24,60.2451
2022-10-25,60.2227
2022-10-26,61.4652
2022-10-27,61.8541
2022-10-28,61.7568
2022-10-29,61.7568
2022-10-30,61.7568
2022-10-31,61.7956
2022-11-01,65.8068
2022-11-02,60.5394
2022-11-03,62.9227
2022-11-04,62.3057
2022-11-05,62.3057
2022-11-06,62.3057
2022-11-07,63.5494
2022-11-08,63.0839
2022-11-09,59.4353
2022-11-10,61.7786
2022-11-11,63.1388
2022-11-12,63.1388
2022-11-13,63.1388
2022-11-14,62.3549
2022-11-15,62.5072
2022-11-16,62.3411
2022-11-17,62.736
2022-11-18,63.3109
2022-11-19,63.3109
2022-11-20,63.3109
2022-11-21,62.2037
2022-11-22,66.5757
2022-11-23,65.3328
2022-11-24,65.3328
2022-11-25,64.832
2022-11-26,64.832
2022-11-27,64.832
2022-11-28,60.8735
2022-11-29,62.0075
2022-11-30,60.0783
2022-12-01,58.2927
2022-12-02,56.1088
2022-12-03,56.1088
2022-12-04,56.1088
2022-12-05,50.4575
2022-12-06,47.7382
2022-12-07,47.4952
2022-12-08,47.3662
2022-12-09,45.6391
2022-12-10,45.6391
2022-12-11,45.6391
2022-12-12,49.749
2022-12-13,49.6692
2022-12-14,49.5048
2022-12-15,49.439
2022-12-16,48.3747
2022-12-17,48.3747
2022-12-18,48.3747
2022-12-19,49.6951
2022-12-20,51.578
2022-12-21,53.022
2022-12-22,50.1109
2022-12-23,53.2857
2022-12-24,53.2857
2022-12-25,53.2857
2022-12-26,53.2857
2022-12-27,54.7452
2022-12-28,52.4516
2022-12-29,53.8938
2022-12-30,54.0761
2022-12-31,54.0761
2023-01-01,54.0761
2023-01-02,54.0761
2023-01-03,48.8696
2023-01-04,48.5689
2023-01-05,53.0914
2023-01-06,53.9775
2023-01-07,53.9775
2023-01-08,53.9775
2023-01-09,52.9709
2023-01-10,53.5958
2023-01-11,54.5251
2023-01-12,57.2692
2023-01-13,57.977
2023-01-14,57.977
2023-01-15,57.977
2023-01-16,57.977
2023-01-17,57.8047
2023-01-18,57.2984
2023-01-19,58.8545
2023-01-20,60.7723
2023-01-21,60.7723
2023-01-22,60.7723
2023-01-23,61.634
2023-01-24,63.9838
2023-01-25,63.5005
2023-01-26,67.0646
2023-01-27,64.1408
2023-01-28,64.1408
2023-01-29,64.1408
2023-01-30,60.1172
2023-01-31,59.4722
2023-02-01,54.0977
2023-02-02,51.4377
2023-02-03,50.0286
2023-02-04,50.0286
2023-02-05,50.0286
2023-02-06,48.579
2023-02-07,53.1454
2023-02-08,52.5892
2023-02-09,51.9015
2023-02-10,56.2663
2023-02-11,56.2663
2023-02-12,56.2663
2023-02-13,56.9477
2023-02-14,57.5051
2023-02-15,56.7862
2023-02-16,56.2268
2023-02-17,52.642
2023-02-18,52.642
2023-02-19,52.642
2023-02-20,52.642
2023-02-21,53.0819
2023-02-22,52.8236
2023-02-23,54.965
2023-02-24,54.4056
2023-02-25,54.4056
2023-02-26,54.4056
2023-02-27,55.6961
2023-02-28,52.9147
2023-03-01,57.0745
2023-03-02,57.381
2023-03-03,59.9817
2023-03-04,59.9817
2023-03-05,59.9817
2023-03-06,58.4747
2023-03-07,56.8748
2023-03-08,54.7542
2023-03-09,55.1314
2023-03-10,55.26
2023-03-11,55.26
2023-03-12,55.26
2023-03-13,51.0154
2023-03-14,54.0755
2023-03-15,49.9665
2023-03-16,51.8049
2023-03-17,50.6361
2023-03-18,50.6361
2023-03-19,50.6361
2023-03-20,52.5484
2023-03-21,54.0004
