,CG US Equity
,RSI_30D
2020-01-01,72.0482
2020-01-02,71.4979
2020-01-03,66.5059
2020-01-04,66.5059
2020-01-05,66.5059
2020-01-06,66.5059
2020-01-07,65.6454
2020-01-08,66.2329
2020-01-09,67.5151
2020-01-10,65.4754
2020-01-11,65.4754
2020-01-12,65.4754
2020-01-13,65.9382
2020-01-14,64.0722
2020-01-15,66.7169
2020-01-16,70.4303
2020-01-17,71.6153
2020-01-18,71.6153
2020-01-19,71.6153
2020-01-20,71.6153
2020-01-21,72.0582
2020-01-22,74.7823
2020-01-23,75.2696
2020-01-24,69.3186
2020-01-25,69.3186
2020-01-26,69.3186
2020-01-27,63.5512
2020-01-28,64.4944
2020-01-29,66.3671
2020-01-30,59.8939
2020-01-31,58.9128
2020-02-01,58.9128
2020-02-02,58.9128
2020-02-03,57.3132
2020-02-04,62.2378
2020-02-05,57.782
2020-02-06,56.7316
2020-02-07,58.3
2020-02-08,58.3
2020-02-09,58.3
2020-02-10,60.218
2020-02-11,60.873
2020-02-12,61.1862
2020-02-13,57.2369
2020-02-14,54.4991
2020-02-15,54.4991
2020-02-16,54.4991
2020-02-17,54.4991
2020-02-18,53.8801
2020-02-19,52.6897
2020-02-20,50.8757
2020-02-21,50.461
2020-02-22,50.461
2020-02-23,50.461
2020-02-24,48.8144
2020-02-25,42.3428
2020-02-26,44.8486
2020-02-27,41.5613
2020-02-28,40.2443
2020-02-29,40.2443
2020-03-01,40.2443
2020-03-02,48.7296
2020-03-03,44.6138
2020-03-04,43.8766
2020-03-05,42.8224
2020-03-06,37.0649
2020-03-07,37.0649
2020-03-08,37.0649
2020-03-09,31.0399
2020-03-10,31.9869
2020-03-11,30.1113
2020-03-12,27.7626
2020-03-13,36.9465
2020-03-14,36.9465
2020-03-15,36.9465
2020-03-16,30.0479
2020-03-17,29.7157
2020-03-18,28.3194
2020-03-19,35.5836
2020-03-20,34.8405
2020-03-21,34.8405
2020-03-22,34.8405
2020-03-23,33.3975
2020-03-24,37.526
2020-03-25,42.4155
2020-03-26,44.8075
2020-03-27,43.377
2020-03-28,43.377
2020-03-29,43.377
2020-03-30,43.0539
2020-03-31,41.815
2020-04-01,39.198
2020-04-02,40.1566
2020-04-03,39.7514
2020-04-04,39.7514
2020-04-05,39.7514
2020-04-06,43.5428
2020-04-07,44.2944
2020-04-08,45.6966
2020-04-09,47.6768
2020-04-10,47.6768
2020-04-11,47.6768
2020-04-12,47.6768
2020-04-13,45.6998
2020-04-14,47.8474
2020-04-15,45.7718
2020-04-16,45.7718
2020-04-17,46.2781
2020-04-18,46.2781
2020-04-19,46.2781
2020-04-20,44.5568
2020-04-21,43.2172
2020-04-22,44.5841
2020-04-23,45.5857
2020-04-24,46.3333
2020-04-25,46.3333
2020-04-26,46.3333
2020-04-27,49.8241
2020-04-28,50.4869
2020-04-29,52.504
2020-04-30,48.0652
2020-05-01,46.0514
2020-05-02,46.0514
2020-05-03,46.0514
2020-05-04,45.7367
2020-05-05,47.962
2020-05-06,47.7444
2020-05-07,49.2826
2020-05-08,50.4501
2020-05-09,50.4501
2020-05-10,50.4501
2020-05-11,50.9584
2020-05-12,50.518
2020-05-13,48.9025
2020-05-14,49.3558
2020-05-15,48.8683
2020-05-16,48.8683
2020-05-17,48.8683
2020-05-18,51.9332
2020-05-19,51.7685
2020-05-20,53.6128
2020-05-21,54.6666
2020-05-22,55.2569
2020-05-23,55.2569
2020-05-24,55.2569
2020-05-25,55.2569
2020-05-26,57.1163
2020-05-27,57.5416
2020-05-28,57.2479
2020-05-29,56.4776
2020-05-30,56.4776
2020-05-31,56.4776
2020-06-01,57.3583
2020-06-02,58.8201
2020-06-03,60.9
2020-06-04,60.042
2020-06-05,59.7969
2020-06-06,59.7969
2020-06-07,59.7969
2020-06-08,61.6504
2020-06-09,59.6079
2020-06-10,59.6266
2020-06-11,54.6058
2020-06-12,57.2073
2020-06-13,57.2073
2020-06-14,57.2073
2020-06-15,59.6865
2020-06-16,59.1509
2020-06-17,59.5797
2020-06-18,59.8342
2020-06-19,56.947
2020-06-20,56.947
2020-06-21,56.947
2020-06-22,55.0073
2020-06-23,55.5363
2020-06-24,53.1731
2020-06-25,53.1731
2020-06-26,48.6918
2020-06-27,48.6918
2020-06-28,48.6918
2020-06-29,50.5337
2020-06-30,51.8635
2020-07-01,51.8398
2020-07-02,52.0208
2020-07-03,52.0208
2020-07-04,52.0208
2020-07-05,52.0208
2020-07-06,52.3908
2020-07-07,49.7604
2020-07-08,53.0501
2020-07-09,52.2336
2020-07-10,52.4173
2020-07-11,52.4173
2020-07-12,52.4173
2020-07-13,50.3879
2020-07-14,52.8587
2020-07-15,54.2376
2020-07-16,53.558
2020-07-17,53.9938
2020-07-18,53.9938
2020-07-19,53.9938
2020-07-20,53.9938
2020-07-21,55.2475
2020-07-22,54.7236
2020-07-23,53.6132
2020-07-24,52.7107
2020-07-25,52.7107
2020-07-26,52.7107
2020-07-27,53.8514
2020-07-28,53.0689
2020-07-29,54.9444
2020-07-30,53.9531
2020-07-31,51.4904
2020-08-01,51.4904
2020-08-02,51.4904
2020-08-03,51.137
2020-08-04,49.7822
2020-08-05,50.7793
2020-08-06,49.2039
2020-08-07,48.557
2020-08-08,48.557
2020-08-09,48.557
2020-08-10,48.4964
2020-08-11,47.7273
2020-08-12,48.8353
2020-08-13,47.9121
2020-08-14,48.3993
2020-08-15,48.3993
2020-08-16,48.3993
2020-08-17,49.2412
2020-08-18,49.172
2020-08-19,48.5373
2020-08-20,45.8501
2020-08-21,46.6622
2020-08-22,46.6622
2020-08-23,46.6622
2020-08-24,46.7408
2020-08-25,45.9003
2020-08-26,48.151
2020-08-27,46.9952
2020-08-28,45.0717
2020-08-29,45.0717
2020-08-30,45.0717
2020-08-31,44.1872
2020-09-01,47.4685
2020-09-02,48.525
2020-09-03,45.0532
2020-09-04,44.854
2020-09-05,44.854
2020-09-06,44.854
2020-09-07,44.854
2020-09-08,42.1245
2020-09-09,44.7435
2020-09-10,43.689
2020-09-11,43.3368
2020-09-12,43.3368
2020-09-13,43.3368
2020-09-14,44.8422
2020-09-15,45.9967
2020-09-16,45.9611
2020-09-17,42.8447
2020-09-18,42.3228
2020-09-19,42.3228
2020-09-20,42.3228
2020-09-21,41.6664
2020-09-22,41.853
2020-09-23,40.1907
2020-09-24,38.6045
2020-09-25,39.2003
2020-09-26,39.2003
2020-09-27,39.2003
2020-09-28,44.1092
2020-09-29,43.6577
2020-09-30,43.9317
2020-10-01,44.9019
2020-10-02,46.8062
2020-10-03,46.8062
2020-10-04,46.8062
2020-10-05,49.8783
2020-10-06,48.8646
2020-10-07,49.5016
2020-10-08,52.673
2020-10-09,53.0639
2020-10-10,53.0639
2020-10-11,53.0639
2020-10-12,53.4221
2020-10-13,52.8656
2020-10-14,53.2018
2020-10-15,54.9472
2020-10-16,56.5824
2020-10-17,56.5824
2020-10-18,56.5824
2020-10-19,56.6618
2020-10-20,56.3421
2020-10-21,55.2142
2020-10-22,56.2075
2020-10-23,55.1081
2020-10-24,55.1081
2020-10-25,55.1081
2020-10-26,49.0977
2020-10-27,46.9943
2020-10-28,44.4887
2020-10-29,46.4264
2020-10-30,43.8906
2020-10-31,43.8906
2020-11-01,43.8906
2020-11-02,46.1261
2020-11-03,45.9247
2020-11-04,50.9325
2020-11-05,54.4827
2020-11-06,54.1742
2020-11-07,54.1742
2020-11-08,54.1742
2020-11-09,56.3494
2020-11-10,57.5161
2020-11-11,56.1976
2020-11-12,54.9412
2020-11-13,56.2891
2020-11-14,56.2891
2020-11-15,56.2891
2020-11-16,58.6022
2020-11-17,59.2204
2020-11-18,56.0003
2020-11-19,55.2581
2020-11-20,55.7885
2020-11-21,55.7885
2020-11-22,55.7885
2020-11-23,54.9225
2020-11-24,58.4103
2020-11-25,58.6567
2020-11-26,58.6567
2020-11-27,57.9464
2020-11-28,57.9464
2020-11-29,57.9464
2020-11-30,56.8276
2020-12-01,57.8231
2020-12-02,58.5458
2020-12-03,58.274
2020-12-04,59.2907
2020-12-05,59.2907
2020-12-06,59.2907
2020-12-07,60.3291
2020-12-08,61.9647
2020-12-09,62.7589
2020-12-10,61.0798
2020-12-11,60.6005
2020-12-12,60.6005
2020-12-13,60.6005
2020-12-14,59.16
2020-12-15,62.573
2020-12-16,64.6666
2020-12-17,65.4852
2020-12-18,63.6545
2020-12-19,63.6545
2020-12-20,63.6545
2020-12-21,63.5932
2020-12-22,64.094
2020-12-23,65.4968
2020-12-24,65.3647
2020-12-25,65.3647
2020-12-26,65.3647
2020-12-27,65.3647
2020-12-28,65.6514
2020-12-29,64.4106
2020-12-30,65.0185
2020-12-31,65.0956
2021-01-01,65.0956
2021-01-02,65.0956
2021-01-03,65.0956
2021-01-04,62.7356
2021-01-05,64.0827
2021-01-06,61.2375
2021-01-07,63.0584
2021-01-08,65.6742
2021-01-09,65.6742
2021-01-10,65.6742
2021-01-11,67.2392
2021-01-12,69.7738
2021-01-13,68.0713
2021-01-14,69.895
2021-01-15,69.4845
2021-01-16,69.4845
2021-01-17,69.4845
2021-01-18,69.4845
2021-01-19,71.1775
2021-01-20,71.8326
2021-01-21,68.9691
2021-01-22,64.4838
2021-01-23,64.4838
2021-01-24,64.4838
2021-01-25,62.1541
2021-01-26,58.7746
2021-01-27,54.108
2021-01-28,59.0116
2021-01-29,56.406
2021-01-30,56.406
2021-01-31,56.406
2021-02-01,57.9163
2021-02-02,60.4
2021-02-03,61.1093
2021-02-04,67.388
2021-02-05,68.4889
2021-02-06,68.4889
2021-02-07,68.4889
2021-02-08,68.5109
2021-02-09,70.0053
2021-02-10,70.2383
2021-02-11,69.1276
2021-02-12,69.6278
2021-02-13,69.6278
2021-02-14,69.6278
2021-02-15,69.6278
2021-02-16,69.6278
2021-02-17,66.4339
2021-02-18,64.0906
2021-02-19,65.2245
2021-02-20,65.2245
2021-02-21,65.2245
2021-02-22,63.5441
2021-02-23,63.7431
2021-02-24,60.6145
2021-02-25,55.6683
2021-02-26,54.7602
2021-02-27,54.7602
2021-02-28,54.7602
2021-03-01,57.6511
2021-03-02,58.3623
2021-03-03,57.323
2021-03-04,56.8864
2021-03-05,54.8132
2021-03-06,54.8132
2021-03-07,54.8132
2021-03-08,57.0081
2021-03-09,59.1852
2021-03-10,60.5046
2021-03-11,61.8248
2021-03-12,60.7854
2021-03-13,60.7854
2021-03-14,60.7854
2021-03-15,63.0287
2021-03-16,62.1617
2021-03-17,62.5648
2021-03-18,58.2971
2021-03-19,58.6423
2021-03-20,58.6423
2021-03-21,58.6423
2021-03-22,60.3107
2021-03-23,58.8109
2021-03-24,59.0344
2021-03-25,59.328
2021-03-26,59.0362
2021-03-27,59.0362
2021-03-28,59.0362
2021-03-29,57.0994
2021-03-30,59.5693
2021-03-31,57.8932
2021-04-01,59.9894
2021-04-02,59.9894
2021-04-03,59.9894
2021-04-04,59.9894
2021-04-05,60.4102
2021-04-06,59.3182
2021-04-07,61.6027
2021-04-08,61.3482
2021-04-09,61.5454
2021-04-10,61.5454
2021-04-11,61.5454
2021-04-12,61.4913
2021-04-13,62.8919
2021-04-14,64.7305
2021-04-15,64.8715
2021-04-16,66.8935
2021-04-17,66.8935
2021-04-18,66.8935
2021-04-19,67.289
2021-04-20,64.0361
2021-04-21,65.3776
2021-04-22,66.9211
2021-04-23,70.3408
2021-04-24,70.3408
2021-04-25,70.3408
2021-04-26,70.4623
2021-04-27,71.559
2021-04-28,72.6777
2021-04-29,71.8042
2021-04-30,72.4768
2021-05-01,72.4768
2021-05-02,72.4768
2021-05-03,74.092
2021-05-04,72.3831
2021-05-05,74.6313
2021-05-06,75.9368
2021-05-07,76.2575
2021-05-08,76.2575
2021-05-09,76.2575
2021-05-10,74.9134
2021-05-11,68.3947
2021-05-12,60.1132
2021-05-13,62.3885
2021-05-14,64.9666
2021-05-15,64.9666
2021-05-16,64.9666
2021-05-17,63.3148
2021-05-18,61.2493
2021-05-19,58.942
2021-05-20,59.5401
2021-05-21,60.0869
2021-05-22,60.0869
2021-05-23,60.0869
2021-05-24,60.9066
2021-05-25,60.6489
2021-05-26,61.8188
2021-05-27,61.8468
2021-05-28,63.2649
2021-05-29,63.2649
2021-05-30,63.2649
2021-05-31,63.2649
2021-06-01,60.702
2021-06-02,60.9068
2021-06-03,60.4413
2021-06-04,61.2681
2021-06-05,61.2681
2021-06-06,61.2681
2021-06-07,61.7883
2021-06-08,64.2976
2021-06-09,61.3418
2021-06-10,62.1388
2021-06-11,62.6404
2021-06-12,62.6404
2021-06-13,62.6404
2021-06-14,59.5211
2021-06-15,61.8492
2021-06-16,63.9654
2021-06-17,62.7339
2021-06-18,59.7149
2021-06-19,59.7149
2021-06-20,59.7149
2021-06-21,62.5667
2021-06-22,63.5704
2021-06-23,65.4374
2021-06-24,65.4868
2021-06-25,67.1636
2021-06-26,67.1636
2021-06-27,67.1636
2021-06-28,66.4377
2021-06-29,66.3882
2021-06-30,64.6935
2021-07-01,64.8844
2021-07-02,65.5452
2021-07-03,65.5452
2021-07-04,65.5452
2021-07-05,65.5452
2021-07-06,67.2961
2021-07-07,69.3469
2021-07-08,63.6002
2021-07-09,65.1085
2021-07-10,65.1085
2021-07-11,65.1085
2021-07-12,65.8285
2021-07-13,59.4404
2021-07-14,56.2679
2021-07-15,55.4097
2021-07-16,53.2194
2021-07-17,53.2194
2021-07-18,53.2194
2021-07-19,49.258
2021-07-20,52.8859
2021-07-21,56.1306
2021-07-22,56.42
2021-07-23,58.0844
2021-07-24,58.0844
2021-07-25,58.0844
2021-07-26,58.316
2021-07-27,58.1314
2021-07-28,58.5387
2021-07-29,65.6963
2021-07-30,66.3721
2021-07-31,66.3721
2021-08-01,66.3721
2021-08-02,62.9276
2021-08-03,57.5381
2021-08-04,58.6114
2021-08-05,58.9024
2021-08-06,56.6822
2021-08-07,56.6822
2021-08-08,56.6822
2021-08-09,55.6232
2021-08-10,55.5916
2021-08-11,56.4867
2021-08-12,59.5248
2021-08-13,59.4226
2021-08-14,59.4226
2021-08-15,59.4226
2021-08-16,60.5438
2021-08-17,55.1871
2021-08-18,53.215
2021-08-19,51.2072
2021-08-20,52.9644
2021-08-21,52.9644
2021-08-22,52.9644
2021-08-23,54.1125
2021-08-24,55.5106
2021-08-25,57.8587
2021-08-26,57.8268
2021-08-27,56.0374
2021-08-28,56.0374
2021-08-29,56.0374
2021-08-30,57.6124
2021-08-31,58.4649
2021-09-01,59.6087
2021-09-02,59.8886
2021-09-03,60.1267
2021-09-04,60.1267
2021-09-05,60.1267
2021-09-06,60.1267
2021-09-07,57.5803
2021-09-08,56.8197
2021-09-09,56.6789
2021-09-10,55.6095
2021-09-11,55.6095
2021-09-12,55.6095
2021-09-13,56.9809
2021-09-14,56.3197
2021-09-15,60.0983
2021-09-16,60.7171
2021-09-17,61.4106
2021-09-18,61.4106
2021-09-19,61.4106
2021-09-20,48.5786
2021-09-21,49.8108
2021-09-22,51.2045
2021-09-23,52.8897
2021-09-24,51.8787
2021-09-25,51.8787
2021-09-26,51.8787
2021-09-27,51.9579
2021-09-28,47.9334
2021-09-29,49.3858
2021-09-30,49.0918
2021-10-01,50.8262
2021-10-02,50.8262
2021-10-03,50.8262
2021-10-04,47.2325
2021-10-05,50.4566
2021-10-06,49.7805
2021-10-07,53.3842
2021-10-08,54.4795
2021-10-09,54.4795
2021-10-10,54.4795
2021-10-11,53.0528
2021-10-12,53.9406
2021-10-13,55.3111
2021-10-14,58.4839
2021-10-15,58.8199
2021-10-16,58.8199
2021-10-17,58.8199
2021-10-18,59.7262
2021-10-19,61.9998
2021-10-20,62.9384
2021-10-21,64.582
2021-10-22,65.9342
2021-10-23,65.9342
2021-10-24,65.9342
2021-10-25,66.7361
2021-10-26,67.8359
2021-10-27,63.9578
2021-10-28,66.019
2021-10-29,65.4703
2021-10-30,65.4703
2021-10-31,65.4703
2021-11-01,63.17
2021-11-02,62.8212
2021-11-03,66.819
2021-11-04,68.78
2021-11-05,70.0116
2021-11-06,70.0116
2021-11-07,70.0116
2021-11-08,67.2553
2021-11-09,68.3537
2021-11-10,64.0008
2021-11-11,65.4857
2021-11-12,67.2334
2021-11-13,67.2334
2021-11-14,67.2334
2021-11-15,64.6646
2021-11-16,65.1639
2021-11-17,64.2813
2021-11-18,64.3618
2021-11-19,63.4734
2021-11-20,63.4734
2021-11-21,63.4734
2021-11-22,59.2963
2021-11-23,56.6139
2021-11-24,57.9697
2021-11-25,57.9697
2021-11-26,52.1521
2021-11-27,52.1521
2021-11-28,52.1521
2021-11-29,55.9763
2021-11-30,51.5863
2021-12-01,49.6579
2021-12-02,52.4438
2021-12-03,48.7246
2021-12-04,48.7246
2021-12-05,48.7246
2021-12-06,49.8782
2021-12-07,51.3296
2021-12-08,51.436
2021-12-09,50.003
2021-12-10,50.3607
2021-12-11,50.3607
2021-12-12,50.3607
2021-12-13,48.2197
2021-12-14,47.361
2021-12-15,48.4125
2021-12-16,45.792
2021-12-17,46.6427
2021-12-18,46.6427
2021-12-19,46.6427
2021-12-20,44.193
2021-12-21,47.0688
2021-12-22,51.7702
2021-12-23,53.3281
2021-12-24,53.3281
2021-12-25,53.3281
2021-12-26,53.3281
2021-12-27,54.4092
2021-12-28,53.0983
2021-12-29,51.0403
2021-12-30,50.966
2021-12-31,51.9962
2022-01-01,51.9962
2022-01-02,51.9962
2022-01-03,50.6632
2022-01-04,53.114
2022-01-05,45.8843
2022-01-06,45.9937
2022-01-07,45.2989
2022-01-08,45.2989
2022-01-09,45.2989
2022-01-10,43.9259
2022-01-11,47.7255
2022-01-12,48.7296
2022-01-13,47.2791
2022-01-14,46.1803
2022-01-15,46.1803
2022-01-16,46.1803
2022-01-17,46.1803
2022-01-18,46.0825
2022-01-19,45.1918
2022-01-20,45.4142
2022-01-21,42.7862
2022-01-22,42.7862
2022-01-23,42.7862
2022-01-24,41.1786
2022-01-25,39.7797
2022-01-26,38.93
2022-01-27,39.9422
2022-01-28,43.2912
2022-01-29,43.2912
2022-01-30,43.2912
2022-01-31,48.2065
2022-02-01,51.0467
2022-02-02,52.8775
2022-02-03,46.2577
2022-02-04,46.5392
2022-02-05,46.5392
2022-02-06,46.5392
2022-02-07,47.1292
2022-02-08,46.0918
2022-02-09,48.0794
2022-02-10,46.1085
2022-02-11,43.1131
2022-02-12,43.1131
2022-02-13,43.1131
2022-02-14,42.8548
2022-02-15,45.5541
2022-02-16,44.9757
2022-02-17,41.8049
2022-02-18,42.0428
2022-02-19,42.0428
2022-02-20,42.0428
2022-02-21,42.0428
2022-02-22,40.8729
2022-02-23,40.4363
2022-02-24,42.0656
2022-02-25,45.3776
2022-02-26,45.3776
2022-02-27,45.3776
2022-02-28,44.9786
2022-03-01,42.3801
2022-03-02,46.5406
2022-03-03,44.763
2022-03-04,41.4847
2022-03-05,41.4847
2022-03-06,41.4847
2022-03-07,38.0002
2022-03-08,38.7333
2022-03-09,42.8291
2022-03-10,41.9678
2022-03-11,41.6474
2022-03-12,41.6474
2022-03-13,41.6474
2022-03-14,40.8116
2022-03-15,43.0414
2022-03-16,46.7808
2022-03-17,49.2293
2022-03-18,49.4287
2022-03-19,49.4287
2022-03-20,49.4287
2022-03-21,48.2252
2022-03-22,48.943
2022-03-23,47.8703
2022-03-24,48.5392
2022-03-25,48.0644
2022-03-26,48.0644
2022-03-27,48.0644
2022-03-28,48.4879
2022-03-29,50.9243
2022-03-30,48.7719
2022-03-31,52.1385
2022-04-01,52.8744
2022-04-02,52.8744
2022-04-03,52.8744
2022-04-04,52.6119
2022-04-05,48.8187
2022-04-06,46.1316
2022-04-07,44.993
2022-04-08,45.2427
2022-04-09,45.2427
2022-04-10,45.2427
2022-04-11,43.6179
2022-04-12,43.0932
2022-04-13,45.4933
2022-04-14,43.6443
2022-04-15,43.6443
2022-04-16,43.6443
2022-04-17,43.6443
2022-04-18,42.772
2022-04-19,46.0012
2022-04-20,47.5483
2022-04-21,42.9398
2022-04-22,40.9922
2022-04-23,40.9922
2022-04-24,40.9922
2022-04-25,42.3529
2022-04-26,39.5566
2022-04-27,40.1454
2022-04-28,40.0417
2022-04-29,37.5956
2022-04-30,37.5956
2022-05-01,37.5956
2022-05-02,38.9348
2022-05-03,41.5962
2022-05-04,44.6817
2022-05-05,42.1175
2022-05-06,41.3188
2022-05-07,41.3188
2022-05-08,41.3188
2022-05-09,39.2707
2022-05-10,40.8169
2022-05-11,39.672
2022-05-12,39.8752
2022-05-13,43.3627
2022-05-14,43.3627
2022-05-15,43.3627
2022-05-16,43.2281
2022-05-17,44.6184
2022-05-18,41.9377
2022-05-19,40.7473
2022-05-20,43.2157
2022-05-21,43.2157
2022-05-22,43.2157
2022-05-23,43.1418
2022-05-24,42.0874
2022-05-25,43.2356
2022-05-26,46.5712
2022-05-27,48.1251
2022-05-28,48.1251
2022-05-29,48.1251
2022-05-30,48.1251
2022-05-31,46.6527
2022-06-01,46.57
2022-06-02,48.4288
2022-06-03,48.5544
2022-06-04,48.5544
2022-06-05,48.5544
2022-06-06,48.764
2022-06-07,48.2013
2022-06-08,46.7745
2022-06-09,45.5465
2022-06-10,42.9405
2022-06-11,42.9405
2022-06-12,42.9405
2022-06-13,39.6353
2022-06-14,39.3649
2022-06-15,41.6487
2022-06-16,38.2637
2022-06-17,39.584
2022-06-18,39.584
2022-06-19,39.584
2022-06-20,39.584
2022-06-21,39.8612
2022-06-22,39.5732
2022-06-23,40.7667
2022-06-24,43.038
2022-06-25,43.038
2022-06-26,43.038
2022-06-27,42.5636
2022-06-28,41.4243
2022-06-29,40.7365
2022-06-30,39.6602
2022-07-01,40.5447
2022-07-02,40.5447
2022-07-03,40.5447
2022-07-04,40.5447
2022-07-05,41.3921
2022-07-06,40.2205
2022-07-07,42.286
2022-07-08,41.2582
2022-07-09,41.2582
2022-07-10,41.2582
2022-07-11,40.68
2022-07-12,40.68
2022-07-13,40.1094
2022-07-14,39.0377
2022-07-15,42.4252
2022-07-16,42.4252
2022-07-17,42.4252
2022-07-18,42.8003
2022-07-19,46.3525
2022-07-20,47.6219
2022-07-21,48.7762
2022-07-22,48.6424
2022-07-23,48.6424
2022-07-24,48.6424
