,CG US Equity
2022-07-25,48.9117
2022-07-26,48.4267
2022-07-27,49.8416
2022-07-28,53.7589
2022-07-29,56.2527
2022-07-30,56.2527
2022-07-31,56.2527
2022-08-01,55.3201
2022-08-02,53.6551
2022-08-03,55.5316
2022-08-04,54.6865
2022-08-05,53.7512
2022-08-06,53.7512
2022-08-07,53.7512
2022-08-08,48.8811
2022-08-09,46.6973
2022-08-10,49.1671
2022-08-11,47.3229
2022-08-12,49.0048
2022-08-13,49.0048
2022-08-14,49.0048
2022-08-15,49.8237
2022-08-16,50.1393
2022-08-17,47.1668
2022-08-18,47.9899
2022-08-19,46.0064
2022-08-20,46.0064
2022-08-21,46.0064
2022-08-22,44.7719
2022-08-23,45.7753
2022-08-24,46.1275
2022-08-25,48.6505
2022-08-26,45.6808
2022-08-27,45.6808
2022-08-28,45.6808
2022-08-29,45.244
2022-08-30,44.9109
2022-08-31,44.6464
2022-09-01,44.9578
2022-09-02,44.1669
2022-09-03,44.1669
2022-09-04,44.1669
2022-09-05,44.1669
2022-09-06,42.9933
2022-09-07,44.691
2022-09-08,45.2449
2022-09-09,46.5537
2022-09-10,46.5537
2022-09-11,46.5537
2022-09-12,47.404
2022-09-13,43.3728
2022-09-14,43.7081
2022-09-15,43.3001
2022-09-16,42.2196
2022-09-17,42.2196
2022-09-18,42.2196
2022-09-19,43.0244
2022-09-20,40.8719
2022-09-21,39.3169
2022-09-22,37.2706
2022-09-23,35.2073
2022-09-24,35.2073
2022-09-25,35.2073
2022-09-26,34.4533
2022-09-27,35.0047
2022-09-28,37.3084
2022-09-29,35.2989
2022-09-30,34.6445
2022-10-01,34.6445
2022-10-02,34.6445
2022-10-03,37.8902
2022-10-04,41.7607
2022-10-05,41.7416
2022-10-06,40.423
2022-10-07,38.6476
2022-10-08,38.6476
2022-10-09,38.6476
2022-10-10,38.0067
2022-10-11,37.2435
2022-10-12,37.0645
2022-10-13,39.5882
2022-10-14,37.3908
2022-10-15,37.3908
2022-10-16,37.3908
2022-10-17,40.1902
2022-10-18,41.5285
2022-10-19,39.6544
2022-10-20,39.2432
2022-10-21,41.3041
2022-10-22,41.3041
2022-10-23,41.3041
2022-10-24,41.5604
2022-10-25,45.2951
2022-10-26,45.8479
2022-10-27,46.6969
2022-10-28,47.7562
2022-10-29,47.7562
2022-10-30,47.7562
2022-10-31,46.5598
2022-11-01,46.753
2022-11-02,45.4892
2022-11-03,43.9528
2022-11-04,46.1525
2022-11-05,46.1525
2022-11-06,46.1525
2022-11-07,46.5523
2022-11-08,41.6209
2022-11-09,41.9741
2022-11-10,50.5841
2022-11-11,52.3365
2022-11-12,52.3365
2022-11-13,52.3365
2022-11-14,49.4349
2022-11-15,51.29
2022-11-16,50.1919
2022-11-17,49.4349
2022-11-18,48.7313
2022-11-19,48.7313
2022-11-20,48.7313
2022-11-21,50.3352
2022-11-22,51.1032
2022-11-23,51.8731
2022-11-24,51.8731
2022-11-25,51.2408
2022-11-26,51.2408
2022-11-27,51.2408
2022-11-28,51.1119
2022-11-29,52.4724
2022-11-30,55.4784
2022-12-01,56.772
2022-12-02,56.1994
2022-12-03,56.1994
2022-12-04,56.1994
2022-12-05,53.679
2022-12-06,52.3039
2022-12-07,49.3548
2022-12-08,49.6612
2022-12-09,50.7653
2022-12-10,50.7653
2022-12-11,50.7653
2022-12-12,52.4223
2022-12-13,54.6015
2022-12-14,52.418
2022-12-15,51.2519
2022-12-16,50.2273
2022-12-17,50.2273
2022-12-18,50.2273
2022-12-19,47.7462
2022-12-20,48.098
2022-12-21,50.9867
2022-12-22,50.3802
2022-12-23,51.2923
2022-12-24,51.2923
2022-12-25,51.2923
2022-12-26,51.2923
2022-12-27,50.3083
2022-12-28,49.0115
2022-12-29,52.2232
2022-12-30,51.1489
2022-12-31,51.1489
2023-01-01,51.1489
2023-01-02,51.1489
2023-01-03,51.5455
2023-01-04,53.796
2023-01-05,51.7113
2023-01-06,53.9373
2023-01-07,53.9373
2023-01-08,53.9373
2023-01-09,57.2717
2023-01-10,57.5148
2023-01-11,58.643
2023-01-12,59.2575
2023-01-13,59.6561
2023-01-14,59.6561
2023-01-15,59.6561
2023-01-16,59.6561
2023-01-17,59.6788
2023-01-18,59.7022
2023-01-19,57.3909
2023-01-20,59.7488
2023-01-21,59.7488
2023-01-22,59.7488
2023-01-23,61.3949
2023-01-24,60.8658
2023-01-25,61.0049
2023-01-26,62.8269
2023-01-27,63.1166
2023-01-28,63.1166
2023-01-29,63.1166
2023-01-30,62.0772
2023-01-31,63.9211
2023-02-01,64.9866
2023-02-02,67.6116
2023-02-03,66.19
2023-02-04,66.19
2023-02-05,66.19
2023-02-06,62.1003
2023-02-07,62.2993
2023-02-08,59.2597
2023-02-09,55.2568
2023-02-10,56.0374
2023-02-11,56.0374
2023-02-12,56.0374
2023-02-13,57.8767
2023-02-14,57.677
2023-02-15,57.9521
2023-02-16,55.8026
2023-02-17,56.4132
2023-02-18,56.4132
2023-02-19,56.4132
2023-02-20,56.4132
2023-02-21,54.1546
2023-02-22,55.2146
2023-02-23,56.3679
2023-02-24,55.8367
2023-02-25,55.8367
2023-02-26,55.8367
2023-02-27,55.1201
2023-02-28,54.7566
2023-03-01,54.8183
2023-03-02,55.0085
2023-03-03,58.1668
2023-03-04,58.1668
2023-03-05,58.1668
2023-03-06,56.9344
2023-03-07,52.7222
2023-03-08,54.4499
2023-03-09,49.5344
2023-03-10,41.8058
2023-03-11,41.8058
2023-03-12,41.8058
2023-03-13,41.4153
2023-03-14,42.0412
2023-03-15,43.068
2023-03-16,43.9624
2023-03-17,42.8281
2023-03-18,42.8281
