,MUR US Equity
2020-11-12,44.6715
2020-11-13,47.0754
2020-11-14,47.0754
2020-11-15,47.0754
2020-11-16,50.429
2020-11-17,50.8263
2020-11-18,49.8615
2020-11-19,51.7997
2020-11-20,50.5767
2020-11-21,50.5767
2020-11-22,50.5767
2020-11-23,55.5083
2020-11-24,58.1444
2020-11-25,57.7023
2020-11-26,57.7023
2020-11-27,56.7111
2020-11-28,56.7111
2020-11-29,56.7111
2020-11-30,51.7453
2020-12-01,51.7019
2020-12-02,54.5765
2020-12-03,56.2019
2020-12-04,60.3394
2020-12-05,60.3394
2020-12-06,60.3394
2020-12-07,56.9296
2020-12-08,58.6472
2020-12-09,59.1466
2020-12-10,62.6731
2020-12-11,61.9417
2020-12-12,61.9417
2020-12-13,61.9417
2020-12-14,59.5599
2020-12-15,60.1874
2020-12-16,57.0478
2020-12-17,56.0398
2020-12-18,56.2729
2020-12-19,56.2729
2020-12-20,56.2729
2020-12-21,54.3559
2020-12-22,53.1489
2020-12-23,56.137
2020-12-24,55.2887
2020-12-25,55.2887
2020-12-26,55.2887
2020-12-27,55.2887
2020-12-28,54.6479
2020-12-29,54.8644
2020-12-30,55.7385
2020-12-31,54.7782
2021-01-01,54.7782
2021-01-02,54.7782
2021-01-03,54.7782
2021-01-04,56.3346
2021-01-05,59.9969
2021-01-06,63.2178
2021-01-07,63.3578
2021-01-08,60.2726
2021-01-09,60.2726
2021-01-10,60.2726
2021-01-11,60.3954
2021-01-12,64.0188
2021-01-13,61.17
2021-01-14,63.3471
2021-01-15,59.5479
2021-01-16,59.5479
2021-01-17,59.5479
2021-01-18,59.5479
2021-01-19,61.8857
2021-01-20,60.1096
2021-01-21,52.4342
2021-01-22,50.8807
2021-01-23,50.8807
2021-01-24,50.8807
2021-01-25,50.9727
2021-01-26,51.4741
2021-01-27,55.2882
2021-01-28,51.795
2021-01-29,50.0819
2021-01-30,50.0819
2021-01-31,50.0819
2021-02-01,49.2691
2021-02-02,49.7069
2021-02-03,52.4367
2021-02-04,51.9827
2021-02-05,52.0747
2021-02-06,52.0747
2021-02-07,52.0747
2021-02-08,56.1053
2021-02-09,53.7181
2021-02-10,55.905
2021-02-11,53.8327
2021-02-12,55.2749
2021-02-13,55.2749
2021-02-14,55.2749
2021-02-15,55.2749
2021-02-16,56.8165
2021-02-17,57.8024
2021-02-18,54.9346
2021-02-19,56.3998
2021-02-20,56.3998
2021-02-21,56.3998
2021-02-22,58.3362
2021-02-23,59.6059
2021-02-24,62.153
2021-02-25,59.731
2021-02-26,58.6348
2021-02-27,58.6348
2021-02-28,58.6348
2021-03-01,59.7105
2021-03-02,58.762
2021-03-03,61.0159
2021-03-04,63.9549
2021-03-05,66.0062
2021-03-06,66.0062
2021-03-07,66.0062
2021-03-08,61.8176
2021-03-09,60.4515
2021-03-10,61.943
2021-03-11,63.7688
2021-03-12,64.3771
2021-03-13,64.3771
2021-03-14,64.3771
2021-03-15,63.8228
2021-03-16,58.0984
2021-03-17,59.5406
2021-03-18,54.5688
2021-03-19,57.1031
2021-03-20,57.1031
2021-03-21,57.1031
2021-03-22,54.3364
2021-03-23,52.1221
2021-03-24,52.7267
2021-03-25,52.818
2021-03-26,53.9902
2021-03-27,53.9902
2021-03-28,53.9902
2021-03-29,52.3289
2021-03-30,52.2761
2021-03-31,51.6291
2021-04-01,54.1021
2021-04-02,54.1021
2021-04-03,54.1021
2021-04-04,54.1021
2021-04-05,51.1048
2021-04-06,52.1815
2021-04-07,53.0086
2021-04-08,51.8355
2021-04-09,51.2085
2021-04-10,51.2085
2021-04-11,51.2085
2021-04-12,51.235
2021-04-13,51.1487
2021-04-14,53.7038
2021-04-15,53.7828
2021-04-16,52.306
2021-04-17,52.306
2021-04-18,52.306
2021-04-19,51.664
2021-04-20,48.6351
2021-04-21,49.2329
2021-04-22,48.6472
2021-04-23,49.8206
2021-04-24,49.8206
2021-04-25,49.8206
2021-04-26,51.0686
2021-04-27,52.3542
2021-04-28,54.7021
2021-04-29,54.7583
2021-04-30,52.114
2021-05-01,52.114
2021-05-02,52.114
2021-05-03,53.5816
2021-05-04,53.3448
2021-05-05,56.4984
2021-05-06,56.2151
2021-05-07,59.6189
2021-05-08,59.6189
2021-05-09,59.6189
2021-05-10,61.0641
2021-05-11,60.4671
2021-05-12,60.4671
2021-05-13,56.9307
2021-05-14,60.0428
2021-05-15,60.0428
2021-05-16,60.0428
2021-05-17,62.7258
2021-05-18,60.9878
2021-05-19,59.9145
2021-05-20,60.7015
2021-05-21,60.5524
2021-05-22,60.5524
2021-05-23,60.5524
2021-05-24,62.8194
2021-05-25,58.4403
2021-05-26,59.852
2021-05-27,60.7862
2021-05-28,60.7862
2021-05-29,60.7862
2021-05-30,60.7862
2021-05-31,60.7862
2021-06-01,65.2051
2021-06-02,66.6533
2021-06-03,65.7592
2021-06-04,65.5319
2021-06-05,65.5319
2021-06-06,65.5319
2021-06-07,64.9511
2021-06-08,64.3611
2021-06-09,62.711
2021-06-10,62.9682
2021-06-11,63.2779
2021-06-12,63.2779
2021-06-13,63.2779
2021-06-14,63.0263
2021-06-15,65.1078
2021-06-16,65.4547
2021-06-17,59.6102
2021-06-18,58.9251
2021-06-19,58.9251
2021-06-20,58.9251
2021-06-21,63.4409
2021-06-22,63.5959
2021-06-23,63.3577
2021-06-24,64.7024
2021-06-25,63.7184
2021-06-26,63.7184
2021-06-27,63.7184
2021-06-28,56.9938
2021-06-29,55.942
2021-06-30,56.2117
2021-07-01,59.7305
2021-07-02,58.0859
2021-07-03,58.0859
2021-07-04,58.0859
2021-07-05,58.0859
2021-07-06,54.0871
2021-07-07,53.5866
2021-07-08,53.3949
2021-07-09,55.56
2021-07-10,55.56
2021-07-11,55.56
2021-07-12,54.2402
2021-07-13,52.9075
2021-07-14,48.8775
2021-07-15,47.4167
2021-07-16,45.0336
2021-07-17,45.0336
2021-07-18,45.0336
2021-07-19,42.6659
2021-07-20,44.723
2021-07-21,48.9768
2021-07-22,47.9314
2021-07-23,47.8521
2021-07-24,47.8521
2021-07-25,47.8521
2021-07-26,51.3212
2021-07-27,49.3644
2021-07-28,50.9498
2021-07-29,52.0037
2021-07-30,50.5159
2021-07-31,50.5159
2021-08-01,50.5159
2021-08-02,47.6678
2021-08-03,49.3519
2021-08-04,46.3661
2021-08-05,49.4494
2021-08-06,50.3229
2021-08-07,50.3229
2021-08-08,50.3229
2021-08-09,49.6186
2021-08-10,52.3284
2021-08-11,52.9702
2021-08-12,52.6599
2021-08-13,50.816
2021-08-14,50.816
2021-08-15,50.816
2021-08-16,48.2541
2021-08-17,48.7552
2021-08-18,47.5124
2021-08-19,44.7742
2021-08-20,44.7497
2021-08-21,44.7497
2021-08-22,44.7497
2021-08-23,47.9021
2021-08-24,50.4964
2021-08-25,51.4184
2021-08-26,48.9655
2021-08-27,51.9369
2021-08-28,51.9369
2021-08-29,51.9369
2021-08-30,50.9411
2021-08-31,50.0292
2021-09-01,48.4972
2021-09-02,51.3408
2021-09-03,49.2381
2021-09-04,49.2381
2021-09-05,49.2381
2021-09-06,49.2381
2021-09-07,48.7732
2021-09-08,46.4059
2021-09-09,47.6912
2021-09-10,47.2327
2021-09-11,47.2327
2021-09-12,47.2327
2021-09-13,50.0741
2021-09-14,48.3231
2021-09-15,52.5972
2021-09-16,51.0793
2021-09-17,49.9733
2021-09-18,49.9733
2021-09-19,49.9733
2021-09-20,47.0332
2021-09-21,47.5388
2021-09-22,50.351
2021-09-23,52.5018
2021-09-24,52.9988
2021-09-25,52.9988
2021-09-26,52.9988
2021-09-27,57.4507
2021-09-28,57.6348
2021-09-29,58.7624
2021-09-30,58.733
2021-10-01,61.5029
2021-10-02,61.5029
2021-10-03,61.5029
2021-10-04,63.8844
2021-10-05,62.6989
2021-10-06,60.3807
2021-10-07,62.755
2021-10-08,65.5479
2021-10-09,65.5479
2021-10-10,65.5479
2021-10-11,64.6627
2021-10-12,64.5425
2021-10-13,62.9681
2021-10-14,63.0398
2021-10-15,62.5074
2021-10-16,62.5074
2021-10-17,62.5074
2021-10-18,61.8399
2021-10-19,62.7987
2021-10-20,63.4006
2021-10-21,60.2766
2021-10-22,61.2237
2021-10-23,61.2237
2021-10-24,61.2237
2021-10-25,62.0179
2021-10-26,61.0886
2021-10-27,56.5781
2021-10-28,58.2607
2021-10-29,57.6225
2021-10-30,57.6225
2021-10-31,57.6225
2021-11-01,60.1393
2021-11-02,59.8251
2021-11-03,56.758
2021-11-04,55.6367
2021-11-05,58.4522
2021-11-06,58.4522
2021-11-07,58.4522
2021-11-08,61.4454
2021-11-09,62.0528
2021-11-10,56.3687
2021-11-11,56.261
2021-11-12,55.4491
2021-11-13,55.4491
2021-11-14,55.4491
2021-11-15,55.7848
2021-11-16,55.4105
2021-11-17,52.8435
2021-11-18,53.673
2021-11-19,50.2568
2021-11-20,50.2568
2021-11-21,50.2568
2021-11-22,52.3327
2021-11-23,57.0956
2021-11-24,55.6573
2021-11-25,55.6573
2021-11-26,48.6392
2021-11-27,48.6392
2021-11-28,48.6392
2021-11-29,51.1335
2021-11-30,50.2913
2021-12-01,48.0855
2021-12-02,51.1267
2021-12-03,50.1558
2021-12-04,50.1558
2021-12-05,50.1558
2021-12-06,52.0007
2021-12-07,55.4327
2021-12-08,54.3445
2021-12-09,52.8763
2021-12-10,53.5925
2021-12-11,53.5925
2021-12-12,53.5925
2021-12-13,51.0747
2021-12-14,49.6801
2021-12-15,49.6173
2021-12-16,48.9563
2021-12-17,46.5553
2021-12-18,46.5553
2021-12-19,46.5553
2021-12-20,44.8487
2021-12-21,48.0632
2021-12-22,48.5223
2021-12-23,48.3119
2021-12-24,48.3119
2021-12-25,48.3119
2021-12-26,48.3119
2021-12-27,50.9305
2021-12-28,50.0272
2021-12-29,49.3209
2021-12-30,48.7645
2021-12-31,49.0971
2022-01-01,49.0971
2022-01-02,49.0971
2022-01-03,52.6417
2022-01-04,57.027
2022-01-05,55.3477
2022-01-06,58.0153
2022-01-07,58.3152
2022-01-08,58.3152
2022-01-09,58.3152
2022-01-10,55.4695
2022-01-11,58.5877
2022-01-12,58.6557
2022-01-13,56.8201
2022-01-14,58.92
2022-01-15,58.92
2022-01-16,58.92
2022-01-17,58.92
2022-01-18,58.3331
2022-01-19,57.4209
2022-01-20,55.5272
2022-01-21,53.178
2022-01-22,53.178
2022-01-23,53.178
2022-01-24,54.6328
2022-01-25,57.7522
2022-01-26,55.1229
2022-01-27,56.0489
2022-01-28,56.2686
2022-01-29,56.2686
2022-01-30,56.2686
2022-01-31,56.6422
2022-02-01,58.9633
2022-02-02,58.8614
2022-02-03,59.3158
2022-02-04,60.6991
2022-02-05,60.6991
2022-02-06,60.6991
2022-02-07,59.5298
2022-02-08,54.365
2022-02-09,55.2275
2022-02-10,55.4058
2022-02-11,60.3651
2022-02-12,60.3651
2022-02-13,60.3651
2022-02-14,58.2464
2022-02-15,56.4819
2022-02-16,55.3795
2022-02-17,56.1888
2022-02-18,56.0177
2022-02-19,56.0177
2022-02-20,56.0177
2022-02-21,56.0177
2022-02-22,54.7128
2022-02-23,55.7391
2022-02-24,56.1423
2022-02-25,56.5721
2022-02-26,56.5721
2022-02-27,56.5721
2022-02-28,59.5222
2022-03-01,60.5861
2022-03-02,61.6294
2022-03-03,60.1249
2022-03-04,63.6732
2022-03-05,63.6732
2022-03-06,63.6732
2022-03-07,63.884
2022-03-08,61.6628
2022-03-09,60.9322
2022-03-10,62.1629
2022-03-11,61.2944
2022-03-12,61.2944
2022-03-13,61.2944
2022-03-14,61.8277
2022-03-15,60.0854
2022-03-16,60.476
2022-03-17,63.5394
2022-03-18,64.0773
2022-03-19,64.0773
2022-03-20,64.0773
2022-03-21,67.8165
2022-03-22,67.6621
2022-03-23,68.3332
2022-03-24,68.4835
2022-03-25,70.7665
2022-03-26,70.7665
2022-03-27,70.7665
2022-03-28,60.3313
2022-03-29,61.0756
2022-03-30,62.0834
2022-03-31,61.6119
2022-04-01,63.2788
2022-04-02,63.2788
2022-04-03,63.2788
2022-04-04,63.6401
2022-04-05,59.0426
2022-04-06,60.0932
2022-04-07,61.254
2022-04-08,62.8968
2022-04-09,62.8968
2022-04-10,62.8968
2022-04-11,58.9788
2022-04-12,59.4974
2022-04-13,60.7558
2022-04-14,61.8529
2022-04-15,61.8529
2022-04-16,61.8529
2022-04-17,61.8529
2022-04-18,63.9095
2022-04-19,62.6577
2022-04-20,63.1401
2022-04-21,55.3816
2022-04-22,52.0243
2022-04-23,52.0243
2022-04-24,52.0243
2022-04-25,50.6385
2022-04-26,49.3725
2022-04-27,50.1044
2022-04-28,52.3366
2022-04-29,50.7383
2022-04-30,50.7383
2022-05-01,50.7383
2022-05-02,49.2403
2022-05-03,52.2329
2022-05-04,53.6807
2022-05-05,48.9969
2022-05-06,50.8598
2022-05-07,50.8598
2022-05-08,50.8598
2022-05-09,43.1699
2022-05-10,42.5515
2022-05-11,42.9193
2022-05-12,43.2201
2022-05-13,45.7567
2022-05-14,45.7567
2022-05-15,45.7567
2022-05-16,47.0301
2022-05-17,49.0011
2022-05-18,46.0518
2022-05-19,45.7488
2022-05-20,47.6207
2022-05-21,47.6207
2022-05-22,47.6207
2022-05-23,50.4026
2022-05-24,50.003
2022-05-25,53.499
2022-05-26,56.4757
2022-05-27,59.7675
2022-05-28,59.7675
2022-05-29,59.7675
2022-05-30,59.7675
2022-05-31,57.8991
2022-06-01,58.6559
2022-06-02,59.0619
2022-06-03,59.2173
2022-06-04,59.2173
2022-06-05,59.2173
2022-06-06,59.1206
2022-06-07,61.599
2022-06-08,60.2149
2022-06-09,60.7493
2022-06-10,58.9901
2022-06-11,58.9901
2022-06-12,58.9901
2022-06-13,54.4317
2022-06-14,54.2379
2022-06-15,52.142
2022-06-16,46.0112
2022-06-17,42.4724
2022-06-18,42.4724
2022-06-19,42.4724
2022-06-20,42.4724
2022-06-21,43.3605
2022-06-22,40.6439
2022-06-23,39.9902
2022-06-24,41.0231
2022-06-25,41.0231
2022-06-26,41.0231
2022-06-27,43.1814
2022-06-28,43.7965
2022-06-29,41.2497
2022-06-30,39.6479
2022-07-01,39.9998
2022-07-02,39.9998
2022-07-03,39.9998
2022-07-04,39.9998
2022-07-05,37.1332
2022-07-06,36.5511
2022-07-07,39.1871
2022-07-08,39.5407
2022-07-09,39.5407
2022-07-10,39.5407
2022-07-11,39.4221
2022-07-12,38.1331
2022-07-13,38.0622
2022-07-14,37.2271
2022-07-15,39.7097
2022-07-16,39.7097
2022-07-17,39.7097
2022-07-18,42.1151
2022-07-19,44.6984
2022-07-20,45.8792
2022-07-21,44.6221
2022-07-22,43.5422
2022-07-23,43.5422
2022-07-24,43.5422
2022-07-25,47.1346
2022-07-26,46.8249
2022-07-27,48.9403
2022-07-28,49.2341
2022-07-29,51.9962
2022-07-30,51.9962
2022-07-31,51.9962
2022-08-01,50.9739
2022-08-02,50.33
2022-08-03,47.0508
2022-08-04,47.7617
2022-08-05,47.9853
2022-08-06,47.9853
2022-08-07,47.9853
2022-08-08,47.8875
2022-08-09,49.4863
2022-08-10,50.1542
2022-08-11,52.086
2022-08-12,53.0011
2022-08-13,53.0011
2022-08-14,53.0011
2022-08-15,52.0677
2022-08-16,51.0243
2022-08-17,52.0543
2022-08-18,55.1528
2022-08-19,54.2511
2022-08-20,54.2511
2022-08-21,54.2511
2022-08-22,55.1942
2022-08-23,56.615
2022-08-24,58.1936
2022-08-25,59.0347
2022-08-26,58.0943
2022-08-27,58.0943
2022-08-28,58.0943
2022-08-29,61.2422
2022-08-30,57.1048
2022-08-31,57.3826
2022-09-01,55.3434
2022-09-02,57.2028
2022-09-03,57.2028
2022-09-04,57.2028
2022-09-05,57.2028
2022-09-06,56.3727
2022-09-07,54.6101
2022-09-08,55.382
2022-09-09,57.7722
2022-09-10,57.7722
2022-09-11,57.7722
2022-09-12,59.1045
2022-09-13,56.8031
2022-09-14,59.0048
2022-09-15,57.9232
2022-09-16,55.449
2022-09-17,55.449
2022-09-18,55.449
2022-09-19,54.7036
2022-09-20,54.3564
2022-09-21,52.3931
2022-09-22,50.0231
2022-09-23,44.4884
2022-09-24,44.4884
2022-09-25,44.4884
2022-09-26,42.7238
2022-09-27,44.1038
2022-09-28,48.0436
2022-09-29,48.9568
2022-09-30,48.3104
2022-10-01,48.3104
2022-10-02,48.3104
2022-10-03,54.5639
2022-10-04,57.5008
2022-10-05,59.4739
2022-10-06,60.2709
2022-10-07,60.332
2022-10-08,60.332
2022-10-09,60.332
2022-10-10,58.3802
2022-10-11,56.9641
2022-10-12,57.9912
2022-10-13,60.829
2022-10-14,56.7727
2022-10-15,56.7727
2022-10-16,56.7727
2022-10-17,56.6185
2022-10-18,57.8806
2022-10-19,60.1069
2022-10-20,60.302
2022-10-21,62.8511
2022-10-22,62.8511
2022-10-23,62.8511
2022-10-24,63.2338
2022-10-25,63.5649
2022-10-26,63.8091
2022-10-27,63.142
2022-10-28,62.4039
2022-10-29,62.4039
2022-10-30,62.4039
2022-10-31,63.5622
2022-11-01,65.2132
2022-11-02,62.0904
2022-11-03,58.9893
2022-11-04,59.0571
2022-11-05,59.0571
2022-11-06,59.0571
2022-11-07,60.8899
2022-11-08,61.3858
2022-11-09,55.7295
2022-11-10,59.311
2022-11-11,62.3132
2022-11-12,62.3132
2022-11-13,62.3132
2022-11-14,59.268
2022-11-15,59.8198
2022-11-16,57.4554
2022-11-17,57.4932
2022-11-18,56.0179
2022-11-19,56.0179
2022-11-20,56.0179
2022-11-21,53.9849
2022-11-22,56.6276
2022-11-23,55.6754
2022-11-24,55.6754
2022-11-25,55.7833
2022-11-26,55.7833
2022-11-27,55.7833
2022-11-28,52.2303
2022-11-29,53.89
2022-11-30,54.7852
2022-12-01,52.8265
2022-12-02,52.3106
2022-12-03,52.3106
2022-12-04,52.3106
2022-12-05,50.066
2022-12-06,48.1688
2022-12-07,47.6499
2022-12-08,46.3225
2022-12-09,45.1938
2022-12-10,45.1938
2022-12-11,45.1938
2022-12-12,46.7595
2022-12-13,48.1077
2022-12-14,47.5164
2022-12-15,47.9863
2022-12-16,47.3689
2022-12-17,47.3689
2022-12-18,47.3689
2022-12-19,46.1248
2022-12-20,47.2235
2022-12-21,50.1469
2022-12-22,47.5233
2022-12-23,50.2499
2022-12-24,50.2499
2022-12-25,50.2499
2022-12-26,50.2499
2022-12-27,50.3999
2022-12-28,47.0423
2022-12-29,49.2332
2022-12-30,49.2669
2022-12-31,49.2669
2023-01-01,49.2669
2023-01-02,49.2669
2023-01-03,45.5055
2023-01-04,45.648
2023-01-05,46.2298
2023-01-06,47.0362
2023-01-07,47.0362
2023-01-08,47.0362
2023-01-09,47.8816
2023-01-10,47.3715
2023-01-11,47.4101
2023-01-12,47.9634
2023-01-13,48.7012
2023-01-14,48.7012
2023-01-15,48.7012
2023-01-16,48.7012
2023-01-17,48.3752
2023-01-18,46.9783
2023-01-19,48.0414
2023-01-20,48.5747
2023-01-21,48.5747
2023-01-22,48.5747
2023-01-23,49.5182
2023-01-24,49.9499
2023-01-25,50.2142
2023-01-26,55.2463
2023-01-27,53.2188
2023-01-28,53.2188
2023-01-29,53.2188
2023-01-30,50.3312
2023-01-31,51.3748
2023-02-01,48.5155
2023-02-02,46.9808
2023-02-03,47.475
2023-02-04,47.475
2023-02-05,47.475
2023-02-06,47.0021
2023-02-07,49.681
2023-02-08,49.0603
2023-02-09,46.251
2023-02-10,51.1762
2023-02-11,51.1762
2023-02-12,51.1762
2023-02-13,51.4464
2023-02-14,52.2853
2023-02-15,50.7454
2023-02-16,48.6151
2023-02-17,44.4088
2023-02-18,44.4088
2023-02-19,44.4088
2023-02-20,44.4088
2023-02-21,43.6077
2023-02-22,42.5765
2023-02-23,44.1662
2023-02-24,44.8777
2023-02-25,44.8777
2023-02-26,44.8777
2023-02-27,46.4227
2023-02-28,44.2944
2023-03-01,46.6083
2023-03-02,48.0406
2023-03-03,49.6834
2023-03-04,49.6834
2023-03-05,49.6834
2023-03-06,49.1211
2023-03-07,46.7183
2023-03-08,44.5029
2023-03-09,42.6527
2023-03-10,40.831
2023-03-11,40.831
2023-03-12,40.831
2023-03-13,39.4643
2023-03-14,40.2021
2023-03-15,37.4314
2023-03-16,39.1477
2023-03-17,36.8802
2023-03-18,36.8802
