,MUR US Equity
,RSI_30D
2020-01-01,69.5984
2020-01-02,68.19
2020-01-03,70.0933
2020-01-04,70.0933
2020-01-05,70.0933
2020-01-06,70.3588
2020-01-07,71.0832
2020-01-08,67.4996
2020-01-09,68.2616
2020-01-10,66.9184
2020-01-11,66.9184
2020-01-12,66.9184
2020-01-13,67.3613
2020-01-14,69.226
2020-01-15,68.5317
2020-01-16,60.3865
2020-01-17,56.0158
2020-01-18,56.0158
2020-01-19,56.0158
2020-01-20,56.0158
2020-01-21,52.8953
2020-01-22,53.2408
2020-01-23,51.5209
2020-01-24,49.9651
2020-01-25,49.9651
2020-01-26,49.9651
2020-01-27,47.2301
2020-01-28,48.0811
2020-01-29,45.6246
2020-01-30,41.5144
2020-01-31,40.7716
2020-02-01,40.7716
2020-02-02,40.7716
2020-02-03,42.0505
2020-02-04,43.2766
2020-02-05,47.2056
2020-02-06,46.4229
2020-02-07,45.1327
2020-02-08,45.1327
2020-02-09,45.1327
2020-02-10,43.8408
2020-02-11,45.1094
2020-02-12,47.9598
2020-02-13,47.1493
2020-02-14,46.9418
2020-02-15,46.9418
2020-02-16,46.9418
2020-02-17,46.9418
2020-02-18,48.0841
2020-02-19,48.124
2020-02-20,48.0858
2020-02-21,46.7433
2020-02-22,46.7433
2020-02-23,46.7433
2020-02-24,43.3455
2020-02-25,39.7578
2020-02-26,36.7747
2020-02-27,34.2401
2020-02-28,38.6959
2020-02-29,38.6959
2020-03-01,38.6959
2020-03-02,39.5435
2020-03-03,38.7517
2020-03-04,39.6681
2020-03-05,37.5045
2020-03-06,32.3799
2020-03-07,32.3799
2020-03-08,32.3799
2020-03-09,22.8959
2020-03-10,23.617
2020-03-11,21.7807
2020-03-12,20.7936
2020-03-13,24.653
2020-03-14,24.653
2020-03-15,24.653
2020-03-16,23.6044
2020-03-17,22.637
2020-03-18,21.8395
2020-03-19,24.6489
2020-03-20,24.5873
2020-03-21,24.5873
2020-03-22,24.5873
2020-03-23,24.3667
2020-03-24,27.4453
2020-03-25,27.4453
2020-03-26,28.0331
2020-03-27,27.2096
2020-03-28,27.2096
2020-03-29,27.2096
2020-03-30,27.1082
2020-03-31,28.554
2020-04-01,27.8333
2020-04-02,30.0057
2020-04-03,29.6105
2020-04-04,29.6105
2020-04-05,29.6105
2020-04-06,30.2441
2020-04-07,31.8998
2020-04-08,34.3685
2020-04-09,36.293
2020-04-10,36.293
2020-04-11,36.293
2020-04-12,36.293
2020-04-13,37.1153
2020-04-14,35.9815
2020-04-15,35.619
2020-04-16,34.9293
2020-04-17,38.0981
2020-04-18,38.0981
2020-04-19,38.0981
2020-04-20,38.0356
2020-04-21,37.8643
2020-04-22,39.8268
2020-04-23,42.446
2020-04-24,42.5455
2020-04-25,42.5455
2020-04-26,42.5455
2020-04-27,42.4191
2020-04-28,42.4898
2020-04-29,50.0985
2020-04-30,50.9104
2020-05-01,46.8585
2020-05-02,46.8585
2020-05-03,46.8585
2020-05-04,48.2316
2020-05-05,47.2064
2020-05-06,47.0208
2020-05-07,47.6594
2020-05-08,50.9503
2020-05-09,50.9503
2020-05-10,50.9503
2020-05-11,51.1471
2020-05-12,52.4993
2020-05-13,49.7962
2020-05-14,49.6219
2020-05-15,50.0032
2020-05-16,50.0032
2020-05-17,50.0032
2020-05-18,53.0058
2020-05-19,51.7759
2020-05-20,53.3549
2020-05-21,53.5551
2020-05-22,52.6533
2020-05-23,52.6533
2020-05-24,52.6533
2020-05-25,52.6533
2020-05-26,53.5228
2020-05-27,55.0541
2020-05-28,53.3749
2020-05-29,51.1233
2020-05-30,51.1233
2020-05-31,51.1233
2020-06-01,54.6117
2020-06-02,55.9886
2020-06-03,57.3277
2020-06-04,58.8808
2020-06-05,63.9286
2020-06-06,63.9286
2020-06-07,63.9286
2020-06-08,66.5568
2020-06-09,63.208
2020-06-10,57.9241
2020-06-11,52.551
2020-06-12,54.713
2020-06-13,54.713
2020-06-14,54.713
2020-06-15,55.386
2020-06-16,56.8374
2020-06-17,54.0319
2020-06-18,54.6959
2020-06-19,55.1499
2020-06-20,55.1499
2020-06-21,55.1499
2020-06-22,54.0819
2020-06-23,53.3341
2020-06-24,49.0489
2020-06-25,49.8532
2020-06-26,47.909
2020-06-27,47.909
2020-06-28,47.909
2020-06-29,50.1178
2020-06-30,51.6723
2020-07-01,50.5609
2020-07-02,51.1884
2020-07-03,51.1884
2020-07-04,51.1884
2020-07-05,51.1884
2020-07-06,51.2623
2020-07-07,49.4067
2020-07-08,50.1839
2020-07-09,47.6592
2020-07-10,49.6507
2020-07-11,49.6507
2020-07-12,49.6507
2020-07-13,48.4954
2020-07-14,50.5897
2020-07-15,51.0977
2020-07-16,51.7898
2020-07-17,50.3695
2020-07-18,50.3695
2020-07-19,50.3695
2020-07-20,50.069
2020-07-21,53.7292
2020-07-22,53.5564
2020-07-23,52.4226
2020-07-24,51.9847
2020-07-25,51.9847
2020-07-26,51.9847
2020-07-27,52.2323
2020-07-28,51.0815
2020-07-29,51.8611
2020-07-30,50.4743
2020-07-31,49.5602
2020-08-01,49.5602
2020-08-02,49.5602
2020-08-03,49.9974
2020-08-04,51.8772
2020-08-05,53.8203
2020-08-06,52.0736
2020-08-07,53.2291
2020-08-08,53.2291
2020-08-09,53.2291
2020-08-10,56.0668
2020-08-11,54.9067
2020-08-12,55.2168
2020-08-13,54.3728
2020-08-14,55.1036
2020-08-15,55.1036
2020-08-16,55.1036
2020-08-17,54.807
2020-08-18,53.6132
2020-08-19,54.2574
2020-08-20,52.7052
2020-08-21,51.1543
2020-08-22,51.1543
2020-08-23,51.1543
2020-08-24,53.0268
2020-08-25,53.9563
2020-08-26,50.9045
2020-08-27,51.8325
2020-08-28,51.9022
2020-08-29,51.9022
2020-08-30,51.9022
2020-08-31,49.4249
2020-09-01,49.8316
2020-09-02,46.9888
2020-09-03,44.6816
2020-09-04,44.1688
2020-09-05,44.1688
2020-09-06,44.1688
2020-09-07,44.1688
2020-09-08,40.6404
2020-09-09,41.0567
2020-09-10,38.0222
2020-09-11,38.0652
2020-09-12,38.0652
2020-09-13,38.0652
2020-09-14,38.8127
2020-09-15,38.4177
2020-09-16,41.4553
2020-09-17,41.0305
2020-09-18,40.5091
2020-09-19,40.5091
2020-09-20,40.5091
2020-09-21,37.1216
2020-09-22,38.9998
2020-09-23,36.4019
2020-09-24,36.8506
2020-09-25,36.6367
2020-09-26,36.6367
2020-09-27,36.6367
2020-09-28,38.7956
2020-09-29,37.7206
2020-09-30,38.1869
2020-10-01,36.7907
2020-10-02,37.4665
2020-10-03,37.4665
2020-10-04,37.4665
2020-10-05,38.725
2020-10-06,37.4941
2020-10-07,38.286
2020-10-08,41.223
2020-10-09,39.624
2020-10-10,39.624
2020-10-11,39.624
2020-10-12,39.4341
2020-10-13,38.3875
2020-10-14,39.3463
2020-10-15,41.1417
2020-10-16,40.118
2020-10-17,40.118
2020-10-18,40.118
2020-10-19,39.2426
2020-10-20,41.3311
2020-10-21,40.6263
2020-10-22,43.0377
2020-10-23,42.0801
2020-10-24,42.0801
2020-10-25,42.0801
2020-10-26,39.6575
2020-10-27,39.5551
2020-10-28,37.4853
2020-10-29,39.6966
2020-10-30,39.4218
2020-10-31,39.4218
2020-11-01,39.4218
2020-11-02,40.5394
2020-11-03,39.6741
2020-11-04,39.6741
2020-11-05,38.184
2020-11-06,37.3348
2020-11-07,37.3348
2020-11-08,37.3348
2020-11-09,45.8476
2020-11-10,45.894
2020-11-11,45.7319
