,ECVT US Equity
2023-03-22,50.6742
2023-03-23,50.1577
2023-03-24,52.4631
2023-03-25,52.4631
2023-03-26,52.4631
2023-03-27,53.1454
2023-03-28,54.9607
2023-03-29,56.342
2023-03-30,56.342
2023-03-31,58.26
2023-04-01,58.26
2023-04-02,58.26
2023-04-03,57.3906
2023-04-04,56.2737
2023-04-05,55.8985
2023-04-06,55.9997
2023-04-07,55.9997
2023-04-08,55.9997
2023-04-09,55.9997
2023-04-10,56.6172
2023-04-11,62.6696
2023-04-12,62.2672
2023-04-13,63.0845
2023-04-14,60.7696
2023-04-15,60.7696
2023-04-16,60.7696
2023-04-17,60.7696
2023-04-18,58.0861
2023-04-19,58.9304
2023-04-20,58.7942
2023-04-21,57.5564
2023-04-22,57.5564
2023-04-23,57.5564
2023-04-24,58.3625
2023-04-25,53.7431
2023-04-26,52.2755
2023-04-27,53.1577
2023-04-28,56.9637
2023-04-29,56.9637
2023-04-30,56.9637
2023-05-01,58.9232
2023-05-02,58.2697
2023-05-03,56.9627
2023-05-04,48.2326
2023-05-05,47.9402
2023-05-06,47.9402
2023-05-07,47.9402
2023-05-08,47.0551
2023-05-09,44.4159
2023-05-10,45.983
2023-05-11,46.4294
2023-05-12,47.3299
2023-05-13,47.3299
2023-05-14,47.3299
2023-05-15,50.1475
2023-05-16,48.7973
2023-05-17,49.6601
2023-05-18,52.8454
2023-05-19,55.1199
2023-05-20,55.1199
2023-05-21,55.1199
2023-05-22,56.3892
2023-05-23,55.3482
2023-05-24,48.4585
2023-05-25,48.754
2023-05-26,47.35
2023-05-27,47.35
2023-05-28,47.35
2023-05-29,47.35
2023-05-30,47.6618
2023-05-31,43.2456
2023-06-01,42.835
2023-06-02,47.4777
2023-06-03,47.4777
2023-06-04,47.4777
2023-06-05,49.5499
2023-06-06,50.738
2023-06-07,51.4657
2023-06-08,50.9788
2023-06-09,49.3373
2023-06-10,49.3373
2023-06-11,49.3373
2023-06-12,48.764
2023-06-13,50.8326
2023-06-14,49.7443
2023-06-15,50.6388
2023-06-16,47.8953
2023-06-17,47.8953
2023-06-18,47.8953
2023-06-19,47.8953
2023-06-20,48.5136
2023-06-21,49.035
2023-06-22,47.9303
2023-06-23,45.7958
2023-06-24,45.7958
2023-06-25,45.7958
2023-06-26,49.2994
2023-06-27,51.2741
2023-06-28,51.5668
2023-06-29,54.4893
2023-06-30,57.1632
2023-07-01,57.1632
2023-07-02,57.1632
2023-07-03,57.9869
2023-07-04,57.9869
2023-07-05,55.4499
2023-07-06,57.0555
2023-07-07,58.2038
2023-07-08,58.2038
2023-07-09,58.2038
2023-07-10,58.7739
2023-07-11,59.7477
2023-07-12,60.5509
2023-07-13,60.874
2023-07-14,59.1209
2023-07-15,59.1209
2023-07-16,59.1209
2023-07-17,57.6488
2023-07-18,59.4755
2023-07-19,59.9857
2023-07-20,59.7264
2023-07-21,60.693
2023-07-22,60.693
2023-07-23,60.693
2023-07-24,59.0925
2023-07-25,61.041
2023-07-26,61.041
2023-07-27,61.131
2023-07-28,61.6808
2023-07-29,61.6808
2023-07-30,61.6808
2023-07-31,61.9591
2023-08-01,62.2428
2023-08-02,58.7669
2023-08-03,40.6811
2023-08-04,38.5326
2023-08-05,38.5326
2023-08-06,38.5326
2023-08-07,38.6407
2023-08-08,37.6806
2023-08-09,40.5199
2023-08-10,40.0122
2023-08-11,41.3162
2023-08-12,41.3162
2023-08-13,41.3162
2023-08-14,43.4362
2023-08-15,41.947
2023-08-16,40.7305
2023-08-17,38.5613
2023-08-18,39.0093
2023-08-19,39.0093
2023-08-20,39.0093
2023-08-21,37.1859
2023-08-22,38.1068
2023-08-23,37.749
2023-08-24,37.6029
2023-08-25,41.4695
2023-08-26,41.4695
2023-08-27,41.4695
2023-08-28,43.0191
2023-08-29,43.3516
2023-08-30,44.3591
2023-08-31,45.6914
2023-09-01,46.8972
2023-09-02,46.8972
2023-09-03,46.8972
2023-09-04,46.8972
2023-09-05,44.8376
2023-09-06,45.2895
2023-09-07,43.0112
2023-09-08,41.963
2023-09-09,41.963
2023-09-10,41.963
2023-09-11,45.2959
2023-09-12,47.8594
2023-09-13,46.452
2023-09-14,49.4264
2023-09-15,49.9226
2023-09-16,49.9226
2023-09-17,49.9226
2023-09-18,46.6998
2023-09-19,45.8002
2023-09-20,45.8002
2023-09-21,45.0572
2023-09-22,44.2222
2023-09-23,44.2222
2023-09-24,44.2222
2023-09-25,44.1282
2023-09-26,41.8289
2023-09-27,43.296
2023-09-28,45.9965
2023-09-29,44.4723
2023-09-30,44.4723
2023-10-01,44.4723
2023-10-02,42.7328
2023-10-03,41.7546
2023-10-04,44.954
2023-10-05,44.8596
2023-10-06,45.6857
2023-10-07,45.6857
2023-10-08,45.6857
2023-10-09,44.7932
2023-10-10,45.6475
2023-10-11,45.7715
2023-10-12,42.8391
2023-10-13,40.6998
2023-10-14,40.6998
2023-10-15,40.6998
2023-10-16,42.0025
2023-10-17,44.6442
2023-10-18,40.9673
2023-10-19,40.0294
2023-10-20,41.6622
2023-10-21,41.6622
2023-10-22,41.6622
2023-10-23,40.2664
2023-10-24,41.1586
2023-10-25,39.5019
2023-10-26,40.926
2023-10-27,40.8356
2023-10-28,40.8356
2023-10-29,40.8356
2023-10-30,40.6498
2023-10-31,42.4115
2023-11-01,40.6819
2023-11-02,40.304
2023-11-03,46.0104
2023-11-04,46.0104
2023-11-05,46.0104
2023-11-06,43.4703
2023-11-07,43.9627
2023-11-08,42.1584
2023-11-09,40.3548
2023-11-10,40.6176
2023-11-11,40.6176
2023-11-12,40.6176
2023-11-13,42.7067
2023-11-14,49.3843
2023-11-15,48.977
2023-11-16,47.4588
2023-11-17,48.8795
2023-11-18,48.8795
2023-11-19,48.8795
2023-11-20,51.3899
2023-11-21,49.9109
2023-11-22,50.4379
2023-11-23,50.4379
2023-11-24,52.005
2023-11-25,52.005
2023-11-26,52.005
2023-11-27,50.3578
2023-11-28,49.4929
2023-11-29,49.8272
2023-11-30,48.8243
2023-12-01,52.249
2023-12-02,52.249
2023-12-03,52.249
2023-12-04,52.8803
2023-12-05,50.2459
2023-12-06,50.2459
2023-12-07,50.9284
2023-12-08,50.3332
2023-12-09,50.3332
2023-12-10,50.3332
2023-12-11,48.9139
2023-12-12,46.8634
2023-12-13,50.9956
2023-12-14,52.7338
2023-12-15,49.5519
2023-12-16,49.5519
2023-12-17,49.5519
2023-12-18,49.3319
2023-12-19,51.7682
2023-12-20,51.1895
2023-12-21,53.036
2023-12-22,54.4006
2023-12-23,54.4006
2023-12-24,54.4006
2023-12-25,54.4006
2023-12-26,55.9291
2023-12-27,53.8142
2023-12-28,52.9611
2023-12-29,50.7043
2023-12-30,50.7043
2023-12-31,50.7043
2024-01-01,50.7043
2024-01-02,51.4921
2024-01-03,48.1914
2024-01-04,45.9833
2024-01-05,45.1677
2024-01-06,45.1677
2024-01-07,45.1677
2024-01-08,46.1557
2024-01-09,43.8081
2024-01-10,43.215
2024-01-11,42.4227
2024-01-12,42.2225
2024-01-13,42.2225
2024-01-14,42.2225
2024-01-15,42.2225
2024-01-16,41.6131
2024-01-17,42.0458
2024-01-18,41.5154
2024-01-19,42.1196
2024-01-20,42.1196
2024-01-21,42.1196
2024-01-22,46.0146
2024-01-23,45.5449
2024-01-24,45.187
2024-01-25,47.736
2024-01-26,50.3879
2024-01-27,50.3879
2024-01-28,50.3879
2024-01-29,51.5327
2024-01-30,50.7255
2024-01-31,47.3972
2024-02-01,47.5342
2024-02-02,46.5314
2024-02-03,46.5314
2024-02-04,46.5314
2024-02-05,45.1759
2024-02-06,47.4782
2024-02-07,46.7171
2024-02-08,49.508
2024-02-09,50.5791
2024-02-10,50.5791
2024-02-11,50.5791
2024-02-12,53.3919
2024-02-13,47.5394
2024-02-14,49.2895
2024-02-15,54.5546
2024-02-16,55.2701
2024-02-17,55.2701
2024-02-18,55.2701
2024-02-19,55.2701
2024-02-20,54.2601
2024-02-21,52.7639
2024-02-22,53.0983
2024-02-23,55.2821
2024-02-24,55.2821
2024-02-25,55.2821
2024-02-26,56.2308
2024-02-27,53.1219
2024-02-28,50.7052
2024-02-29,51.504
2024-03-01,45.7031
2024-03-02,45.7031
2024-03-03,45.7031
2024-03-04,44.9132
2024-03-05,44.8131
2024-03-06,45.813
2024-03-07,47.0536
2024-03-08,46.7217
2024-03-09,46.7217
2024-03-10,46.7217
2024-03-11,47.1077
2024-03-12,46.298
2024-03-13,46.5694
2024-03-14,44.4764
2024-03-15,46.9432
2024-03-16,46.9432
2024-03-17,46.9432
2024-03-18,46.2349
2024-03-19,49.3946
2024-03-20,56.549
2024-03-21,58.1498
2024-03-22,59.7731
2024-03-23,59.7731
2024-03-24,59.7731
2024-03-25,61.3249
2024-03-26,63.2789
2024-03-27,65.4602
2024-03-28,66.1769
2024-03-29,66.1769
2024-03-30,66.1769
2024-03-31,66.1769
2024-04-01,63.4528
2024-04-02,62.6524
2024-04-03,63.8323
2024-04-04,59.9161
2024-04-05,59.6636
2024-04-06,59.6636
2024-04-07,59.6636
2024-04-08,59.5339
