,ORCL US Equity
,RSI_30D
2020-01-01,43.6032
2020-01-02,48.3981
2020-01-03,47.5785
2020-01-04,47.5785
2020-01-05,47.5785
2020-01-06,48.8979
2020-01-07,49.4618
2020-01-08,50.4559
2020-01-09,51.6278
2020-01-10,51.957
2020-01-11,51.957
2020-01-12,51.957
2020-01-13,52.577
2020-01-14,53.9943
2020-01-15,53.3347
2020-01-16,56.4102
2020-01-17,54.7392
2020-01-18,54.7392
2020-01-19,54.7392
2020-01-20,54.7392
2020-01-21,55.1515
2020-01-22,52.4077
2020-01-23,53.6482
2020-01-24,49.0219
2020-01-25,49.0219
2020-01-26,49.0219
2020-01-27,43.1804
2020-01-28,46.837
2020-01-29,45.8073
2020-01-30,46.3238
2020-01-31,43.0086
2020-02-01,43.0086
2020-02-02,43.0086
2020-02-03,45.9845
2020-02-04,49.9941
2020-02-05,52.672
2020-02-06,52.5473
2020-02-07,52.586
2020-02-08,52.586
2020-02-09,52.586
2020-02-10,53.6427
2020-02-11,54.2675
2020-02-12,56.4677
2020-02-13,54.5034
2020-02-14,55.1187
2020-02-15,55.1187
2020-02-16,55.1187
2020-02-17,55.1187
2020-02-18,55.0224
2020-02-19,54.9728
2020-02-20,55.265
2020-02-21,51.1899
2020-02-22,51.1899
2020-02-23,51.1899
2020-02-24,43.1411
2020-02-25,37.996
2020-02-26,42.5662
2020-02-27,39.0931
2020-02-28,35.9401
2020-02-29,35.9401
2020-03-01,35.9401
2020-03-02,41.2844
2020-03-03,36.7671
2020-03-04,42.164
2020-03-05,37.2243
2020-03-06,36.138
2020-03-07,36.138
2020-03-08,36.138
2020-03-09,33.927
2020-03-10,40.9854
2020-03-11,35.151
2020-03-12,29.5958
2020-03-13,44.5703
2020-03-14,44.5703
2020-03-15,44.5703
2020-03-16,39.0624
2020-03-17,44.6818
2020-03-18,45.1996
2020-03-19,42.9674
2020-03-20,43.7253
2020-03-21,43.7253
2020-03-22,43.7253
2020-03-23,42.2627
2020-03-24,46.8597
2020-03-25,44.9332
2020-03-26,50.0131
2020-03-27,49.339
2020-03-28,49.339
2020-03-29,49.339
2020-03-30,49.9085
2020-03-31,47.7803
2020-04-01,48.2079
2020-04-02,49.4367
2020-04-03,48.9954
2020-04-04,48.9954
2020-04-05,48.9954
2020-04-06,51.3431
2020-04-07,50.5032
2020-04-08,52.2923
2020-04-09,53.428
2020-04-10,53.428
2020-04-11,53.428
2020-04-12,53.428
2020-04-13,53.1661
2020-04-14,54.3025
2020-04-15,53.2132
2020-04-16,53.8292
2020-04-17,54.8762
2020-04-18,54.8762
2020-04-19,54.8762
2020-04-20,53.9004
2020-04-21,50.4986
2020-04-22,51.6638
2020-04-23,51.2737
2020-04-24,52.5585
2020-04-25,52.5585
2020-04-26,52.5585
2020-04-27,53.0023
2020-04-28,52.7612
2020-04-29,53.6339
2020-04-30,52.2964
2020-05-01,50.6036
2020-05-02,50.6036
2020-05-03,50.6036
2020-05-04,50.5462
2020-05-05,50.9775
2020-05-06,50.6879
2020-05-07,51.7913
2020-05-08,53.211
2020-05-09,53.211
2020-05-10,53.211
2020-05-11,53.1442
2020-05-12,51.0567
2020-05-13,50.0559
2020-05-14,52.0327
2020-05-15,52.0483
2020-05-16,52.0483
2020-05-17,52.0483
2020-05-18,52.416
2020-05-19,50.9912
2020-05-20,51.9258
2020-05-21,50.711
2020-05-22,51.4029
2020-05-23,51.4029
2020-05-24,51.4029
2020-05-25,51.4029
2020-05-26,51.6835
2020-05-27,52.4295
2020-05-28,53.1773
2020-05-29,53.4477
2020-05-30,53.4477
2020-05-31,53.4477
2020-06-01,51.978
2020-06-02,52.3976
2020-06-03,52.8048
2020-06-04,51.4181
2020-06-05,53.6416
2020-06-06,53.6416
2020-06-07,53.6416
2020-06-08,55.7196
2020-06-09,53.6752
2020-06-10,53.5206
2020-06-11,47.822
2020-06-12,48.927
2020-06-13,48.927
2020-06-14,48.927
2020-06-15,51.6064
2020-06-16,54.0125
2020-06-17,48.3189
2020-06-18,52.0173
2020-06-19,53.1521
2020-06-20,53.1521
2020-06-21,53.1521
2020-06-22,54.2862
2020-06-23,54.3973
2020-06-24,52.9712
2020-06-25,53.1238
2020-06-26,52.4395
