,HCC US Equity
2020-03-31,36.6736
2020-04-01,37.8097
2020-04-02,40.2183
2020-04-03,37.8981
2020-04-04,37.8981
2020-04-05,37.8981
2020-04-06,40.7578
2020-04-07,41.4925
2020-04-08,41.219
2020-04-09,44.1156
2020-04-10,44.1156
2020-04-11,44.1156
2020-04-12,44.1156
2020-04-13,43.3404
2020-04-14,44.0272
2020-04-15,41.484
2020-04-16,41.1487
2020-04-17,41.2033
2020-04-18,41.2033
2020-04-19,41.2033
2020-04-20,40.1433
2020-04-21,39.6446
2020-04-22,40.6422
2020-04-23,40.7019
2020-04-24,39.0187
2020-04-25,39.0187
2020-04-26,39.0187
2020-04-27,39.5484
2020-04-28,43.8242
2020-04-29,47.4803
2020-04-30,46.3861
2020-05-01,43.8592
2020-05-02,43.8592
2020-05-03,43.8592
2020-05-04,49.0997
2020-05-05,46.7057
2020-05-06,46.4547
2020-05-07,47.3812
2020-05-08,51.9324
2020-05-09,51.9324
2020-05-10,51.9324
2020-05-11,50.7574
2020-05-12,47.9517
2020-05-13,46.4797
2020-05-14,47.7698
2020-05-15,48.9295
2020-05-16,48.9295
2020-05-17,48.9295
2020-05-18,52.0401
2020-05-19,50.6225
2020-05-20,51.2239
2020-05-21,50.6766
2020-05-22,50.8351
2020-05-23,50.8351
2020-05-24,50.8351
2020-05-25,50.8351
2020-05-26,51.8413
2020-05-27,52.3457
2020-05-28,51.7846
2020-05-29,50.7611
2020-05-30,50.7611
2020-05-31,50.7611
2020-06-01,51.4069
2020-06-02,52.6666
2020-06-03,54.4855
2020-06-04,54.9567
2020-06-05,57.0935
2020-06-06,57.0935
2020-06-07,57.0935
2020-06-08,59.828
2020-06-09,57.9905
2020-06-10,56.0099
2020-06-11,51.4764
2020-06-12,52.9425
2020-06-13,52.9425
2020-06-14,52.9425
2020-06-15,53.9765
2020-06-16,54.9776
2020-06-17,53.6104
2020-06-18,51.6311
2020-06-19,51.1173
2020-06-20,51.1173
2020-06-21,51.1173
2020-06-22,52.5343
2020-06-23,51.2104
2020-06-24,52.6665
2020-06-25,52.0133
2020-06-26,50.0855
2020-06-27,50.0855
2020-06-28,50.0855
2020-06-29,51.38
2020-06-30,51.6395
2020-07-01,49.2986
2020-07-02,50.3544
2020-07-03,50.3544
2020-07-04,50.3544
2020-07-05,50.3544
2020-07-06,51.0573
2020-07-07,50.3482
2020-07-08,50.0034
2020-07-09,50.0329
2020-07-10,51.3976
2020-07-11,51.3976
2020-07-12,51.3976
2020-07-13,51.115
2020-07-14,52.8719
2020-07-15,53.4585
2020-07-16,53.1506
2020-07-17,53.1816
2020-07-18,53.1816
2020-07-19,53.1816
2020-07-20,53.1816
2020-07-21,53.4453
2020-07-22,51.1359
2020-07-23,52.3386
2020-07-24,53.0894
2020-07-25,53.0894
2020-07-26,53.0894
2020-07-27,54.0425
2020-07-28,52.659
2020-07-29,54.6822
2020-07-30,53.3236
2020-07-31,52.5686
2020-08-01,52.5686
2020-08-02,52.5686
2020-08-03,53.4302
2020-08-04,52.204
2020-08-05,52.5047
2020-08-06,48.6532
2020-08-07,47.9406
2020-08-08,47.9406
2020-08-09,47.9406
2020-08-10,51.2817
2020-08-11,52.7056
2020-08-12,50.7767
2020-08-13,50.2333
2020-08-14,51.648
2020-08-15,51.648
2020-08-16,51.648
2020-08-17,51.8394
2020-08-18,52.0749
2020-08-19,49.6873
2020-08-20,48.874
2020-08-21,47.0418
2020-08-22,47.0418
2020-08-23,47.0418
2020-08-24,48.4329
2020-08-25,49.2518
2020-08-26,49.6004
2020-08-27,49.0342
2020-08-28,51.1635
2020-08-29,51.1635
2020-08-30,51.1635
2020-08-31,50.843
2020-09-01,52.6826
2020-09-02,52.1538
2020-09-03,53.2569
2020-09-04,56.9528
2020-09-05,56.9528
2020-09-06,56.9528
2020-09-07,56.9528
2020-09-08,53.4093
2020-09-09,53.7761
2020-09-10,55.077
2020-09-11,59.7626
2020-09-12,59.7626
2020-09-13,59.7626
2020-09-14,63.0058
2020-09-15,63.2416
2020-09-16,64.2721
2020-09-17,67.8427
2020-09-18,68.0889
2020-09-19,68.0889
2020-09-20,68.0889
2020-09-21,57.4812
2020-09-22,56.852
2020-09-23,53.4833
2020-09-24,53.5792
2020-09-25,54.39
2020-09-26,54.39
2020-09-27,54.39
2020-09-28,55.7646
2020-09-29,53.2547
2020-09-30,51.7713
2020-10-01,52.7249
2020-10-02,53.2035
2020-10-03,53.2035
2020-10-04,53.2035
2020-10-05,54.563
2020-10-06,51.5058
2020-10-07,51.0192
2020-10-08,52.4492
2020-10-09,49.4264
2020-10-10,49.4264
2020-10-11,49.4264
2020-10-12,47.4027
2020-10-13,45.3178
2020-10-14,46.058
2020-10-15,45.3889
2020-10-16,45.0169
2020-10-17,45.0169
2020-10-18,45.0169
2020-10-19,43.3461
2020-10-20,43.7778
2020-10-21,43.2325
2020-10-22,43.3694
2020-10-23,44.3408
2020-10-24,44.3408
2020-10-25,44.3408
2020-10-26,42.7513
2020-10-27,44.025
2020-10-28,42.2253
2020-10-29,42.8058
2020-10-30,45.9976
2020-10-31,45.9976
2020-11-01,45.9976
2020-11-02,49.1898
2020-11-03,51.4754
2020-11-04,48.5054
2020-11-05,51.0011
2020-11-06,53.3404
2020-11-07,53.3404
2020-11-08,53.3404
2020-11-09,56.9606
2020-11-10,52.7284
2020-11-11,52.5801
2020-11-12,51.7519
2020-11-13,54.387
2020-11-14,54.387
2020-11-15,54.387
2020-11-16,57.4678
2020-11-17,56.6368
2020-11-18,52.9762
2020-11-19,51.798
2020-11-20,50.7368
2020-11-21,50.7368
2020-11-22,50.7368
2020-11-23,55.8238
2020-11-24,58.9699
2020-11-25,55.2476
2020-11-26,55.2476
2020-11-27,55.7071
2020-11-28,55.7071
2020-11-29,55.7071
2020-11-30,52.3387
2020-12-01,52.5405
2020-12-02,55.4657
2020-12-03,53.4845
2020-12-04,54.6118
2020-12-05,54.6118
2020-12-06,54.6118
2020-12-07,55.3489
2020-12-08,56.3007
2020-12-09,56.6014
2020-12-10,61.0848
2020-12-11,56.3797
2020-12-12,56.3797
2020-12-13,56.3797
2020-12-14,59.1872
2020-12-15,61.1899
2020-12-16,59.3122
2020-12-17,56.1761
2020-12-18,53.453
2020-12-19,53.453
2020-12-20,53.453
2020-12-21,55.4742
2020-12-22,56.1161
2020-12-23,56.8288
2020-12-24,55.0101
2020-12-25,55.0101
2020-12-26,55.0101
2020-12-27,55.0101
2020-12-28,55.9192
2020-12-29,55.8271
2020-12-30,57.9759
2020-12-31,58.4176
2021-01-01,58.4176
2021-01-02,58.4176
2021-01-03,58.4176
2021-01-04,60.4976
2021-01-05,61.6411
2021-01-06,63.3396
2021-01-07,61.2524
2021-01-08,60.8444
2021-01-09,60.8444
2021-01-10,60.8444
2021-01-11,60.497
2021-01-12,61.3418
2021-01-13,59.2173
2021-01-14,60.7862
2021-01-15,60.1431
2021-01-16,60.1431
2021-01-17,60.1431
2021-01-18,60.1431
2021-01-19,62.0577
2021-01-20,60.8911
2021-01-21,59.1304
2021-01-22,59.7447
2021-01-23,59.7447
2021-01-24,59.7447
2021-01-25,58.1531
2021-01-26,57.9354
2021-01-27,55.6713
2021-01-28,58.6683
2021-01-29,57.704
2021-01-30,57.704
2021-01-31,57.704
2021-02-01,57.4147
2021-02-02,57.1923
2021-02-03,54.4292
2021-02-04,52.4627
2021-02-05,53.4994
2021-02-06,53.4994
2021-02-07,53.4994
2021-02-08,56.716
2021-02-09,53.8925
2021-02-10,51.253
2021-02-11,51.4629
2021-02-12,52.8726
2021-02-13,52.8726
2021-02-14,52.8726
2021-02-15,52.8726
2021-02-16,53.7304
2021-02-17,53.1438
2021-02-18,52.2756
2021-02-19,55.1556
2021-02-20,55.1556
2021-02-21,55.1556
2021-02-22,57.7905
2021-02-23,61.8873
2021-02-24,62.4926
2021-02-25,46.2332
2021-02-26,44.9123
2021-02-27,44.9123
2021-02-28,44.9123
2021-03-01,45.702
2021-03-02,45.6801
2021-03-03,47.847
2021-03-04,45.9508
2021-03-05,47.8348
2021-03-06,47.8348
2021-03-07,47.8348
2021-03-08,48.3881
2021-03-09,48.2198
2021-03-10,46.4754
2021-03-11,46.9108
2021-03-12,45.5919
2021-03-13,45.5919
2021-03-14,45.5919
2021-03-15,44.8099
2021-03-16,43.9358
2021-03-17,46.8078
2021-03-18,44.8166
2021-03-19,44.7692
2021-03-20,44.7692
2021-03-21,44.7692
2021-03-22,42.5099
2021-03-23,39.7703
2021-03-24,38.8199
2021-03-25,39.6453
2021-03-26,42.4559
2021-03-27,42.4559
2021-03-28,42.4559
2021-03-29,41.7269
2021-03-30,41.7583
2021-03-31,42.7773
2021-04-01,42.1339
2021-04-02,42.1339
2021-04-03,42.1339
2021-04-04,42.1339
2021-04-05,42.4325
2021-04-06,44.8216
2021-04-07,45.4313
2021-04-08,43.6204
2021-04-09,42.8019
2021-04-10,42.8019
2021-04-11,42.8019
2021-04-12,42.062
2021-04-13,44.0627
2021-04-14,47.5212
2021-04-15,48.985
2021-04-16,48.7214
2021-04-17,48.7214
2021-04-18,48.7214
2021-04-19,47.4306
2021-04-20,45.4761
2021-04-21,46.5655
2021-04-22,46.3911
2021-04-23,45.5964
2021-04-24,45.5964
2021-04-25,45.5964
2021-04-26,47.1908
2021-04-27,46.8205
2021-04-28,47.2841
2021-04-29,43.7346
2021-04-30,41.192
2021-05-01,41.192
2021-05-02,41.192
2021-05-03,44.6632
2021-05-04,46.4499
2021-05-05,46.5509
2021-05-06,44.0501
2021-05-07,43.1676
2021-05-08,43.1676
2021-05-09,43.1676
2021-05-10,42.2109
2021-05-11,45.9962
2021-05-12,43.8311
2021-05-13,43.5862
2021-05-14,44.5827
2021-05-15,44.5827
2021-05-16,44.5827
2021-05-17,48.6385
2021-05-18,46.4583
2021-05-19,45.228
2021-05-20,46.6885
2021-05-21,49.0521
2021-05-22,49.0521
2021-05-23,49.0521
2021-05-24,50.3147
2021-05-25,47.9463
2021-05-26,49.4119
2021-05-27,53.8973
2021-05-28,51.4047
2021-05-29,51.4047
2021-05-30,51.4047
2021-05-31,51.4047
2021-06-01,53.2894
2021-06-02,53.3696
2021-06-03,54.8398
2021-06-04,54.0703
2021-06-05,54.0703
2021-06-06,54.0703
2021-06-07,51.0737
2021-06-08,52.0653
2021-06-09,51.2366
2021-06-10,50.3462
2021-06-11,49.307
2021-06-12,49.307
2021-06-13,49.307
2021-06-14,48.7558
2021-06-15,48.352
2021-06-16,47.4452
2021-06-17,45.1784
2021-06-18,44.7946
2021-06-19,44.7946
2021-06-20,44.7946
2021-06-21,44.7039
2021-06-22,46.169
2021-06-23,48.9665
2021-06-24,51.7279
2021-06-25,49.813
2021-06-26,49.813
2021-06-27,49.813
2021-06-28,47.8519
2021-06-29,47.1593
2021-06-30,48.1821
2021-07-01,48.7484
2021-07-02,48.5084
2021-07-03,48.5084
2021-07-04,48.5084
2021-07-05,48.5084
2021-07-06,45.8098
2021-07-07,51.3724
2021-07-08,48.524
2021-07-09,50.0061
2021-07-10,50.0061
2021-07-11,50.0061
2021-07-12,51.052
2021-07-13,49.2124
2021-07-14,50.0294
2021-07-15,50.129
2021-07-16,48.2712
2021-07-17,48.2712
2021-07-18,48.2712
2021-07-19,46.0337
2021-07-20,47.6598
2021-07-21,50.1589
2021-07-22,49.4981
2021-07-23,50.4105
2021-07-24,50.4105
2021-07-25,50.4105
2021-07-26,51.0542
2021-07-27,50.6249
2021-07-28,51.7101
2021-07-29,55.9139
2021-07-30,53.2928
2021-07-31,53.2928
2021-08-01,53.2928
2021-08-02,54.9542
2021-08-03,55.5599
2021-08-04,52.0826
2021-08-05,53.9462
2021-08-06,53.6576
2021-08-07,53.6576
2021-08-08,53.6576
2021-08-09,48.3406
2021-08-10,49.3848
2021-08-11,53.0936
2021-08-12,51.6065
2021-08-13,50.2147
2021-08-14,50.2147
2021-08-15,50.2147
2021-08-16,53.6803
2021-08-17,53.5822
2021-08-18,52.6858
2021-08-19,50.3
2021-08-20,52.3511
2021-08-21,52.3511
2021-08-22,52.3511
2021-08-23,55.0864
2021-08-24,57.5796
2021-08-25,58.18
2021-08-26,59.1275
2021-08-27,61.4572
2021-08-28,61.4572
2021-08-29,61.4572
2021-08-30,59.5579
2021-08-31,60.9932
2021-09-01,62.3526
2021-09-02,65.9533
2021-09-03,65.6213
2021-09-04,65.6213
2021-09-05,65.6213
2021-09-06,65.6213
2021-09-07,67.0146
2021-09-08,65.144
2021-09-09,66.7567
2021-09-10,68.0668
2021-09-11,68.0668
2021-09-12,68.0668
2021-09-13,61.7393
2021-09-14,60.8343
2021-09-15,61.522
2021-09-16,57.8597
2021-09-17,57.2769
2021-09-18,57.2769
2021-09-19,57.2769
2021-09-20,53.5477
2021-09-21,52.7641
2021-09-22,53.6659
2021-09-23,53.7167
2021-09-24,52.0925
2021-09-25,52.0925
2021-09-26,52.0925
2021-09-27,53.8509
2021-09-28,53.367
2021-09-29,55.8791
2021-09-30,56.2522
2021-10-01,61.2675
2021-10-02,61.2675
2021-10-03,61.2675
2021-10-04,64.37
2021-10-05,65.9785
2021-10-06,63.5531
2021-10-07,62.3978
2021-10-08,62.2713
2021-10-09,62.2713
2021-10-10,62.2713
2021-10-11,63.1792
2021-10-12,61.7722
2021-10-13,61.7392
2021-10-14,59.1193
2021-10-15,59.8247
2021-10-16,59.8247
2021-10-17,59.8247
2021-10-18,61.6639
2021-10-19,59.533
2021-10-20,56.3121
2021-10-21,56.5459
2021-10-22,55.6219
2021-10-23,55.6219
2021-10-24,55.6219
2021-10-25,57.3983
2021-10-26,56.0803
2021-10-27,52.267
2021-10-28,52.1816
2021-10-29,50.9478
2021-10-30,50.9478
2021-10-31,50.9478
2021-11-01,52.6708
2021-11-02,54.0281
2021-11-03,50.085
2021-11-04,48.0562
2021-11-05,47.4877
2021-11-06,47.4877
2021-11-07,47.4877
2021-11-08,47.3035
2021-11-09,45.7814
2021-11-10,44.4052
2021-11-11,46.8536
2021-11-12,48.2677
2021-11-13,48.2677
2021-11-14,48.2677
2021-11-15,46.5847
2021-11-16,47.8099
2021-11-17,45.2688
2021-11-18,45.1153
2021-11-19,43.8843
2021-11-20,43.8843
2021-11-21,43.8843
2021-11-22,45.5183
2021-11-23,47.8587
2021-11-24,48.8164
2021-11-25,48.8164
2021-11-26,45.1688
2021-11-27,45.1688
2021-11-28,45.1688
2021-11-29,45.6935
2021-11-30,45.7567
2021-12-01,44.6813
2021-12-02,47.9406
2021-12-03,47.6866
2021-12-04,47.6866
2021-12-05,47.6866
2021-12-06,48.8697
2021-12-07,48.8697
2021-12-08,51.2895
2021-12-09,51.6235
2021-12-10,49.0609
2021-12-11,49.0609
2021-12-12,49.0609
2021-12-13,44.0858
2021-12-14,45.7484
2021-12-15,46.8488
2021-12-16,50.7466
2021-12-17,53.1944
2021-12-18,53.1944
2021-12-19,53.1944
2021-12-20,53.405
2021-12-21,56.7284
2021-12-22,58.0645
2021-12-23,57.2623
2021-12-24,57.2623
2021-12-25,57.2623
2021-12-26,57.2623
2021-12-27,57.8407
2021-12-28,57.4719
2021-12-29,57.4974
2021-12-30,56.689
2021-12-31,57.4161
2022-01-01,57.4161
2022-01-02,57.4161
2022-01-03,56.6869
2022-01-04,56.9976
2022-01-05,55.3181
2022-01-06,56.3529
2022-01-07,57.5727
2022-01-08,57.5727
2022-01-09,57.5727
2022-01-10,59.1474
2022-01-11,61.5466
2022-01-12,63.193
2022-01-13,60.5128
2022-01-14,60.998
2022-01-15,60.998
2022-01-16,60.998
2022-01-17,60.998
2022-01-18,63.0501
2022-01-19,63.9254
2022-01-20,58.4301
2022-01-21,53.3211
2022-01-22,53.3211
2022-01-23,53.3211
2022-01-24,54.7133
2022-01-25,55.0335
2022-01-26,55.1429
2022-01-27,54.3565
2022-01-28,54.3858
2022-01-29,54.3858
2022-01-30,54.3858
2022-01-31,53.992
2022-02-01,59.9627
2022-02-02,59.7429
2022-02-03,58.3062
2022-02-04,60.3546
2022-02-05,60.3546
2022-02-06,60.3546
2022-02-07,59.3858
2022-02-08,61.4538
2022-02-09,63.1189
2022-02-10,62.7296
2022-02-11,64.3885
2022-02-12,64.3885
2022-02-13,64.3885
2022-02-14,63.1146
2022-02-15,64.3239
2022-02-16,61.9836
2022-02-17,63.6309
2022-02-18,64.196
2022-02-19,64.196
2022-02-20,64.196
2022-02-21,64.196
2022-02-22,64.3107
2022-02-23,64.3815
2022-02-24,58.3144
2022-02-25,62.3691
2022-02-26,62.3691
2022-02-27,62.3691
2022-02-28,62.3691
2022-03-01,66.2951
2022-03-02,71.4229
2022-03-03,73.68
2022-03-04,73.943
2022-03-05,73.943
2022-03-06,73.943
2022-03-07,74.1466
2022-03-08,75.5778
2022-03-09,74.511
2022-03-10,78.2087
2022-03-11,74.7151
2022-03-12,74.7151
2022-03-13,74.7151
2022-03-14,62.5482
2022-03-15,63.8036
2022-03-16,60.3974
2022-03-17,62.0405
2022-03-18,62.7975
2022-03-19,62.7975
2022-03-20,62.7975
2022-03-21,62.8115
2022-03-22,60.7609
2022-03-23,62.2695
2022-03-24,61.3223
2022-03-25,61.3375
2022-03-26,61.3375
2022-03-27,61.3375
2022-03-28,59.8286
2022-03-29,59.7306
2022-03-30,58.6857
2022-03-31,58.6604
2022-04-01,60.1003
2022-04-02,60.1003
2022-04-03,60.1003
2022-04-04,54.1722
2022-04-05,53.7707
2022-04-06,54.8852
2022-04-07,57.5501
2022-04-08,58.0765
2022-04-09,58.0765
2022-04-10,58.0765
2022-04-11,54.7962
2022-04-12,57.0545
2022-04-13,60.9762
2022-04-14,60.371
2022-04-15,60.371
2022-04-16,60.371
2022-04-17,60.371
2022-04-18,58.6118
2022-04-19,57.6965
2022-04-20,54.3179
2022-04-21,49.0332
2022-04-22,46.9631
2022-04-23,46.9631
2022-04-24,46.9631
2022-04-25,45.3139
2022-04-26,48.2824
2022-04-27,50.7171
2022-04-28,50.5753
2022-04-29,49.0679
2022-04-30,49.0679
2022-05-01,49.0679
2022-05-02,48.0398
2022-05-03,50.9925
2022-05-04,51.324
2022-05-05,48.6667
2022-05-06,45.7525
2022-05-07,45.7525
2022-05-08,45.7525
2022-05-09,45.5282
2022-05-10,44.7022
2022-05-11,47.2824
2022-05-12,45.6992
2022-05-13,47.2542
2022-05-14,47.2542
2022-05-15,47.2542
2022-05-16,49.0284
2022-05-17,49.3844
2022-05-18,49.3656
2022-05-19,50.0724
2022-05-20,49.3206
2022-05-21,49.3206
2022-05-22,49.3206
2022-05-23,50.6911
2022-05-24,49.47
2022-05-25,51.388
2022-05-26,53.1502
2022-05-27,51.8469
2022-05-28,51.8469
2022-05-29,51.8469
2022-05-30,51.8469
2022-05-31,50.0568
2022-06-01,52.6897
2022-06-02,55.5312
2022-06-03,54.7512
2022-06-04,54.7512
2022-06-05,54.7512
2022-06-06,55.576
2022-06-07,61.6724
2022-06-08,56.24
2022-06-09,53.736
2022-06-10,53.3719
2022-06-11,53.3719
2022-06-12,53.3719
2022-06-13,48.3239
2022-06-14,48.2922
2022-06-15,49.7256
2022-06-16,48.5165
2022-06-17,49.1127
2022-06-18,49.1127
2022-06-19,49.1127
2022-06-20,49.1127
2022-06-21,51.325
2022-06-22,48.1837
2022-06-23,45.4593
2022-06-24,46.744
2022-06-25,46.744
2022-06-26,46.744
2022-06-27,48.1966
2022-06-28,47.9549
2022-06-29,46.9327
2022-06-30,44.4436
2022-07-01,43.0988
2022-07-02,43.0988
2022-07-03,43.0988
2022-07-04,43.0988
2022-07-05,39.4858
2022-07-06,39.7803
2022-07-07,43.0126
2022-07-08,42.8577
2022-07-09,42.8577
2022-07-10,42.8577
2022-07-11,42.6267
2022-07-12,42.5526
2022-07-13,44.9495
2022-07-14,44.6944
2022-07-15,45.9827
2022-07-16,45.9827
2022-07-17,45.9827
2022-07-18,46.5181
2022-07-19,48.3613
2022-07-20,48.124
2022-07-21,45.6299
2022-07-22,45.3347
2022-07-23,45.3347
2022-07-24,45.3347
2022-07-25,47.2049
2022-07-26,47.7189
2022-07-27,48.4048
2022-07-28,48.0491
2022-07-29,49.8698
2022-07-30,49.8698
2022-07-31,49.8698
2022-08-01,47.7752
2022-08-02,50.3869
2022-08-03,49.1164
2022-08-04,43.6576
2022-08-05,44.9363
2022-08-06,44.9363
2022-08-07,44.9363
2022-08-08,46.5812
2022-08-09,46.118
2022-08-10,49.0469
2022-08-11,50.6914
2022-08-12,53.4219
2022-08-13,53.4219
2022-08-14,53.4219
2022-08-15,53.5453
2022-08-16,54.1908
2022-08-17,54.6614
2022-08-18,56.4079
2022-08-19,57.016
2022-08-20,57.016
2022-08-21,57.016
2022-08-22,57.8392
2022-08-23,57.1744
2022-08-24,55.0412
2022-08-25,56.6937
2022-08-26,56.8633
2022-08-27,56.8633
2022-08-28,56.8633
2022-08-29,55.1737
2022-08-30,52.3574
2022-08-31,51.2877
2022-09-01,50.0499
2022-09-02,49.7787
2022-09-03,49.7787
2022-09-04,49.7787
2022-09-05,49.7787
2022-09-06,50.6771
2022-09-07,48.2938
2022-09-08,45.2063
2022-09-09,48.7361
2022-09-10,48.7361
2022-09-11,48.7361
2022-09-12,47.8549
2022-09-13,46.3281
2022-09-14,45.7769
2022-09-15,43.2902
2022-09-16,42.1986
2022-09-17,42.1986
2022-09-18,42.1986
2022-09-19,44.6863
2022-09-20,43.6182
2022-09-21,42.6593
2022-09-22,42.1418
2022-09-23,40.8138
2022-09-24,40.8138
2022-09-25,40.8138
2022-09-26,42.2394
2022-09-27,44.4841
2022-09-28,46.4129
2022-09-29,46.1116
2022-09-30,44.8633
2022-10-01,44.8633
2022-10-02,44.8633
2022-10-03,48.3544
2022-10-04,50.7728
2022-10-05,52.5461
2022-10-06,54.473
2022-10-07,53.7611
2022-10-08,53.7611
2022-10-09,53.7611
2022-10-10,55.2829
2022-10-11,54.0724
2022-10-12,56.2996
2022-10-13,57.6376
2022-10-14,54.7313
2022-10-15,54.7313
2022-10-16,54.7313
2022-10-17,56.0388
2022-10-18,56.813
2022-10-19,56.8332
2022-10-20,57.2666
2022-10-21,61.9194
2022-10-22,61.9194
2022-10-23,61.9194
2022-10-24,61.5545
2022-10-25,61.9647
2022-10-26,60.9123
2022-10-27,64.2931
2022-10-28,60.0552
2022-10-29,60.0552
2022-10-30,60.0552
2022-10-31,60.1618
2022-11-01,62.4414
2022-11-02,57.7057
2022-11-03,59.9583
2022-11-04,60.2259
2022-11-05,60.2259
2022-11-06,60.2259
2022-11-07,60.9184
2022-11-08,59.6091
2022-11-09,53.861
2022-11-10,54.4292
2022-11-11,50.6839
2022-11-12,50.6839
2022-11-13,50.6839
2022-11-14,51.2621
2022-11-15,52.1429
2022-11-16,51.293
2022-11-17,51.293
2022-11-18,48.8878
2022-11-19,48.8878
2022-11-20,48.8878
2022-11-21,53.7241
2022-11-22,53.11
2022-11-23,52.5331
2022-11-24,52.5331
2022-11-25,53.1606
2022-11-26,53.1606
2022-11-27,53.1606
2022-11-28,50.7856
2022-11-29,53.8633
2022-11-30,55.4822
2022-12-01,55.342
2022-12-02,59.4402
2022-12-03,59.4402
2022-12-04,59.4402
2022-12-05,55.6808
2022-12-06,57.3386
2022-12-07,54.724
2022-12-08,52.9888
2022-12-09,51.2477
2022-12-10,51.2477
2022-12-11,51.2477
2022-12-12,48.3393
2022-12-13,49.4757
2022-12-14,50.4691
2022-12-15,49.8067
2022-12-16,49.8268
2022-12-17,49.8268
2022-12-18,49.8268
2022-12-19,49.4389
2022-12-20,51.7498
2022-12-21,53.6877
2022-12-22,54.6486
2022-12-23,52.5476
2022-12-24,52.5476
2022-12-25,52.5476
2022-12-26,52.5476
2022-12-27,53.2328
2022-12-28,47.5137
2022-12-29,48.8247
2022-12-30,49.2884
2022-12-31,49.2884
2023-01-01,49.2884
2023-01-02,49.2884
2023-01-03,44.6818
2023-01-04,46.4816
2023-01-05,47.2483
2023-01-06,49.7003
2023-01-07,49.7003
2023-01-08,49.7003
2023-01-09,47.8415
2023-01-10,48.5899
2023-01-11,48.7301
2023-01-12,48.2826
2023-01-13,49.5332
2023-01-14,49.5332
2023-01-15,49.5332
2023-01-16,49.5332
2023-01-17,53.2376
2023-01-18,54.0096
2023-01-19,55.2647
2023-01-20,56.8023
2023-01-21,56.8023
2023-01-22,56.8023
2023-01-23,55.3765
2023-01-24,57.2445
2023-01-25,55.1708
2023-01-26,55.3708
2023-01-27,53.1844
2023-01-28,53.1844
2023-01-29,53.1844
2023-01-30,54.3266
2023-01-31,54.952
2023-02-01,55.0677
2023-02-02,55.7922
2023-02-03,54.6829
2023-02-04,54.6829
2023-02-05,54.6829
2023-02-06,56.5115
2023-02-07,55.7526
2023-02-08,53.1675
2023-02-09,53.3593
2023-02-10,55.133
2023-02-11,55.133
2023-02-12,55.133
2023-02-13,55.6318
2023-02-14,57.2301
2023-02-15,59.3473
2023-02-16,58.2508
2023-02-17,61.319
2023-02-18,61.319
2023-02-19,61.319
2023-02-20,61.319
2023-02-21,56.745
2023-02-22,54.5219
2023-02-23,52.0495
2023-02-24,49.943
2023-02-25,49.943
2023-02-26,49.943
2023-02-27,52.7939
2023-02-28,54.4846
2023-03-01,57.875
2023-03-02,58.9299
2023-03-03,61.5395
2023-03-04,61.5395
2023-03-05,61.5395
2023-03-06,57.6578
2023-03-07,55.8465
2023-03-08,54.7659
2023-03-09,53.5882
2023-03-10,51.5997
2023-03-11,51.5997
2023-03-12,51.5997
2023-03-13,48.5272
2023-03-14,48.8424
2023-03-15,44.2213
2023-03-16,44.5706
2023-03-17,43.2679
2023-03-18,43.2679
2023-03-19,43.2679
2023-03-20,43.9119
