,AWR US Equity
2020-04-01,44.9526
2020-04-02,46.3738
2020-04-03,47.0109
2020-04-04,47.0109
2020-04-05,47.0109
2020-04-06,50.5049
2020-04-07,48.0073
2020-04-08,50.0118
2020-04-09,51.9764
2020-04-10,51.9764
2020-04-11,51.9764
2020-04-12,51.9764
2020-04-13,51.1663
2020-04-14,52.9669
2020-04-15,50.8633
2020-04-16,50.8886
2020-04-17,52.3742
2020-04-18,52.3742
2020-04-19,52.3742
2020-04-20,49.2696
2020-04-21,48.803
2020-04-22,49.5763
2020-04-23,48.5903
2020-04-24,48.7875
2020-04-25,48.7875
2020-04-26,48.7875
2020-04-27,48.6826
2020-04-28,49.2587
2020-04-29,49.7757
2020-04-30,47.1956
2020-05-01,46.3049
2020-05-02,46.3049
2020-05-03,46.3049
2020-05-04,45.9572
2020-05-05,46.5001
2020-05-06,44.3492
2020-05-07,44.2707
2020-05-08,45.4823
2020-05-09,45.4823
2020-05-10,45.4823
2020-05-11,46.1449
2020-05-12,45.2997
2020-05-13,45.8646
2020-05-14,45.8225
2020-05-15,45.3463
2020-05-16,45.3463
2020-05-17,45.3463
2020-05-18,48.2443
2020-05-19,46.158
2020-05-20,47.9369
2020-05-21,48.6434
2020-05-22,49.1544
2020-05-23,49.1544
2020-05-24,49.1544
2020-05-25,49.1544
2020-05-26,48.7925
2020-05-27,49.1089
2020-05-28,49.9801
2020-05-29,51.0925
2020-05-30,51.0925
2020-05-31,51.0925
2020-06-01,50.3887
2020-06-02,50.1867
2020-06-03,50.664
2020-06-04,50.3079
2020-06-05,51.4638
2020-06-06,51.4638
2020-06-07,51.4638
2020-06-08,50.7185
2020-06-09,48.808
2020-06-10,49.1399
2020-06-11,45.4152
2020-06-12,46.32
2020-06-13,46.32
2020-06-14,46.32
2020-06-15,48.6733
2020-06-16,48.1671
2020-06-17,47.5126
2020-06-18,47.4577
2020-06-19,46.907
2020-06-20,46.907
2020-06-21,46.907
2020-06-22,47.579
2020-06-23,47.2744
2020-06-24,46.529
2020-06-25,45.6357
2020-06-26,43.8737
2020-06-27,43.8737
2020-06-28,43.8737
2020-06-29,47.8135
2020-06-30,49.2491
2020-07-01,49.0823
2020-07-02,50.301
2020-07-03,50.301
2020-07-04,50.301
2020-07-05,50.301
2020-07-06,48.8748
2020-07-07,47.8123
2020-07-08,48.1041
2020-07-09,46.9315
2020-07-10,48.6461
2020-07-11,48.6461
2020-07-12,48.6461
2020-07-13,47.5786
2020-07-14,47.1991
2020-07-15,48.0066
2020-07-16,48.4905
2020-07-17,51.3617
2020-07-18,51.3617
2020-07-19,51.3617
2020-07-20,50.085
2020-07-21,52.1973
2020-07-22,52.5494
2020-07-23,53.003
2020-07-24,51.4759
2020-07-25,51.4759
2020-07-26,51.4759
2020-07-27,50.1772
2020-07-28,50.1903
2020-07-29,51.0577
2020-07-30,48.9678
2020-07-31,47.0903
2020-08-01,47.0903
2020-08-02,47.0903
2020-08-03,47.2634
2020-08-04,46.0048
2020-08-05,46.9243
2020-08-06,46.9396
2020-08-07,51.5947
2020-08-08,51.5947
2020-08-09,51.5947
2020-08-10,51.5656
2020-08-11,49.1044
2020-08-12,52.076
2020-08-13,50.1952
2020-08-14,50.3689
2020-08-15,50.3689
2020-08-16,50.3689
2020-08-17,50.2673
2020-08-18,49.4567
2020-08-19,47.9584
2020-08-20,47.8565
2020-08-21,47.102
2020-08-22,47.102
2020-08-23,47.102
2020-08-24,49.1666
2020-08-25,49.5992
2020-08-26,47.1106
2020-08-27,48.0755
2020-08-28,47.3058
2020-08-29,47.3058
2020-08-30,47.3058
2020-08-31,46.6415
2020-09-01,45.2949
2020-09-02,48.821
2020-09-03,49.022
2020-09-04,48.4318
2020-09-05,48.4318
2020-09-06,48.4318
2020-09-07,48.4318
2020-09-08,45.7569
2020-09-09,46.3733
2020-09-10,43.9711
2020-09-11,43.0655
2020-09-12,43.0655
2020-09-13,43.0655
2020-09-14,43.2799
2020-09-15,41.6998
2020-09-16,41.5239
2020-09-17,39.8851
2020-09-18,38.1748
2020-09-19,38.1748
2020-09-20,38.1748
2020-09-21,46.5498
2020-09-22,45.2751
2020-09-23,43.2428
2020-09-24,44.8052
2020-09-25,46.3835
2020-09-26,46.3835
2020-09-27,46.3835
2020-09-28,47.2151
2020-09-29,47.4218
2020-09-30,48.2941
2020-10-01,50.2578
2020-10-02,51.2895
2020-10-03,51.2895
2020-10-04,51.2895
2020-10-05,50.7277
2020-10-06,51.3819
2020-10-07,49.8329
2020-10-08,50.936
2020-10-09,51.1689
2020-10-10,51.1689
2020-10-11,51.1689
2020-10-12,55.2897
2020-10-13,53.6952
2020-10-14,51.9945
2020-10-15,51.8824
2020-10-16,52.4305
2020-10-17,52.4305
2020-10-18,52.4305
2020-10-19,50.6217
2020-10-20,50.3161
2020-10-21,51.4902
2020-10-22,52.666
2020-10-23,55.2655
2020-10-24,55.2655
2020-10-25,55.2655
2020-10-26,52.3524
2020-10-27,52.8735
2020-10-28,48.537
2020-10-29,48.6131
2020-10-30,46.5638
2020-10-31,46.5638
2020-11-01,46.5638
2020-11-02,49.3671
2020-11-03,47.8206
2020-11-04,43.2604
2020-11-05,44.0983
2020-11-06,44.2568
2020-11-07,44.2568
2020-11-08,44.2568
2020-11-09,48.677
2020-11-10,55.4562
2020-11-11,54.4829
2020-11-12,50.8847
2020-11-13,51.8593
2020-11-14,51.8593
2020-11-15,51.8593
2020-11-16,54.6051
2020-11-17,52.4408
2020-11-18,48.1822
2020-11-19,48.0021
2020-11-20,49.0926
2020-11-21,49.0926
2020-11-22,49.0926
2020-11-23,49.5487
2020-11-24,50.4818
2020-11-25,49.9181
2020-11-26,49.9181
2020-11-27,48.5929
2020-11-28,48.5929
2020-11-29,48.5929
2020-11-30,46.5763
2020-12-01,47.6168
2020-12-02,47.7696
2020-12-03,46.6897
2020-12-04,46.9235
2020-12-05,46.9235
2020-12-06,46.9235
2020-12-07,47.6364
2020-12-08,48.3358
2020-12-09,49.7785
2020-12-10,50.1068
2020-12-11,52.6005
2020-12-12,52.6005
2020-12-13,52.6005
2020-12-14,51.2565
2020-12-15,55.1164
2020-12-16,54.3455
2020-12-17,57.0489
2020-12-18,53.5429
2020-12-19,53.5429
2020-12-20,53.5429
2020-12-21,50.619
2020-12-22,51.5899
2020-12-23,52.0773
2020-12-24,52.5223
2020-12-25,52.5223
2020-12-26,52.5223
2020-12-27,52.5223
2020-12-28,54.8973
2020-12-29,53.4035
2020-12-30,53.5506
2020-12-31,55.2866
2021-01-01,55.2866
2021-01-02,55.2866
2021-01-03,55.2866
2021-01-04,52.7697
2021-01-05,53.2699
2021-01-06,58.2684
2021-01-07,55.1431
2021-01-08,56.4239
2021-01-09,56.4239
2021-01-10,56.4239
2021-01-11,55.9044
2021-01-12,55.9194
2021-01-13,56.1047
2021-01-14,55.4814
2021-01-15,56.8414
2021-01-16,56.8414
2021-01-17,56.8414
2021-01-18,56.8414
2021-01-19,57.1442
2021-01-20,56.0944
2021-01-21,53.5007
2021-01-22,54.6969
2021-01-23,54.6969
2021-01-24,54.6969
2021-01-25,55.0436
2021-01-26,54.4828
2021-01-27,50.4156
2021-01-28,50.1625
2021-01-29,48.1065
2021-01-30,48.1065
2021-01-31,48.1065
2021-02-01,52.0405
2021-02-02,54.1427
2021-02-03,52.5668
2021-02-04,52.6737
2021-02-05,55.3616
2021-02-06,55.3616
2021-02-07,55.3616
2021-02-08,54.5959
2021-02-09,56.5933
2021-02-10,55.9937
2021-02-11,55.4081
2021-02-12,51.7148
2021-02-13,51.7148
2021-02-14,51.7148
2021-02-15,51.7148
2021-02-16,49.7437
2021-02-17,49.5331
2021-02-18,49.4346
2021-02-19,48.7137
2021-02-20,48.7137
2021-02-21,48.7137
2021-02-22,46.6231
2021-02-23,45.4537
2021-02-24,45.0578
2021-02-25,41.5621
2021-02-26,39.8331
2021-02-27,39.8331
2021-02-28,39.8331
2021-03-01,40.7235
2021-03-02,37.9446
2021-03-03,36.6863
2021-03-04,36.4681
2021-03-05,37.2404
2021-03-06,37.2404
2021-03-07,37.2404
2021-03-08,38.73
2021-03-09,40.3463
2021-03-10,39.9376
2021-03-11,39.695
2021-03-12,40.7065
2021-03-13,40.7065
2021-03-14,40.7065
2021-03-15,41.2962
2021-03-16,43.1313
2021-03-17,41.5163
2021-03-18,43.545
2021-03-19,45.2791
2021-03-20,45.2791
2021-03-21,45.2791
2021-03-22,44.5915
2021-03-23,47.2054
2021-03-24,46.8536
2021-03-25,46.9558
2021-03-26,49.8262
2021-03-27,49.8262
2021-03-28,49.8262
2021-03-29,50.9718
2021-03-30,49.3215
2021-03-31,50.2766
2021-04-01,50.9388
2021-04-02,50.9388
2021-04-03,50.9388
2021-04-04,50.9388
2021-04-05,51.8238
2021-04-06,54.198
2021-04-07,53.1149
2021-04-08,53.5946
2021-04-09,53.717
2021-04-10,53.717
2021-04-11,53.717
2021-04-12,56.2943
2021-04-13,57.4295
2021-04-14,58.7594
2021-04-15,61.4774
2021-04-16,61.7165
2021-04-17,61.7165
2021-04-18,61.7165
2021-04-19,59.7968
2021-04-20,61.7848
2021-04-21,63.2201
2021-04-22,62.5631
2021-04-23,64.0324
2021-04-24,64.0324
2021-04-25,64.0324
2021-04-26,57.9633
2021-04-27,53.4695
2021-04-28,52.814
2021-04-29,53.8275
2021-04-30,54.4128
2021-05-01,54.4128
2021-05-02,54.4128
2021-05-03,54.6188
2021-05-04,56.1888
2021-05-05,53.4181
2021-05-06,55.5278
2021-05-07,54.4309
2021-05-08,54.4309
2021-05-09,54.4309
2021-05-10,52.8908
2021-05-11,52.141
2021-05-12,47.9244
2021-05-13,52.2954
2021-05-14,52.283
2021-05-15,52.283
2021-05-16,52.283
2021-05-17,49.8635
2021-05-18,47.9617
2021-05-19,48.5802
2021-05-20,51.8928
2021-05-21,52.6368
2021-05-22,52.6368
2021-05-23,52.6368
2021-05-24,53.8233
2021-05-25,53.3537
2021-05-26,56.3726
2021-05-27,53.5907
2021-05-28,53.7452
2021-05-29,53.7452
2021-05-30,53.7452
2021-05-31,53.7452
2021-06-01,53.0922
2021-06-02,52.3813
2021-06-03,53.8034
2021-06-04,52.3479
2021-06-05,52.3479
2021-06-06,52.3479
2021-06-07,54.4714
2021-06-08,54.3323
2021-06-09,56.1182
2021-06-10,57.4809
2021-06-11,60.2249
2021-06-12,60.2249
2021-06-13,60.2249
2021-06-14,59.5571
2021-06-15,61.2926
2021-06-16,59.2733
2021-06-17,60.1177
2021-06-18,52.8469
2021-06-19,52.8469
2021-06-20,52.8469
2021-06-21,55.9092
2021-06-22,55.5767
2021-06-23,50.7717
2021-06-24,51.9325
2021-06-25,54.2078
2021-06-26,54.2078
2021-06-27,54.2078
2021-06-28,53.8006
2021-06-29,50.7395
2021-06-30,50.447
2021-07-01,52.031
2021-07-02,53.2548
2021-07-03,53.2548
2021-07-04,53.2548
2021-07-05,53.2548
2021-07-06,54.395
2021-07-07,57.12
2021-07-08,55.6283
2021-07-09,56.3282
2021-07-10,56.3282
2021-07-11,56.3282
2021-07-12,56.8512
2021-07-13,55.8401
2021-07-14,56.074
2021-07-15,58.3563
2021-07-16,62.4315
2021-07-17,62.4315
2021-07-18,62.4315
2021-07-19,60.8499
2021-07-20,62.5543
2021-07-21,59.989
2021-07-22,59.5056
2021-07-23,62.0043
2021-07-24,62.0043
2021-07-25,62.0043
2021-07-26,61.6165
2021-07-27,63.0179
2021-07-28,63.6046
2021-07-29,64.7293
2021-07-30,64.845
2021-07-31,64.845
2021-08-01,64.845
2021-08-02,65.4479
2021-08-03,66.1976
2021-08-04,67.9859
2021-08-05,69.8011
2021-08-06,67.3289
2021-08-07,67.3289
2021-08-08,67.3289
2021-08-09,64.5051
2021-08-10,62.7014
2021-08-11,60.1076
2021-08-12,60.9523
2021-08-13,62.9455
2021-08-14,62.9455
2021-08-15,62.9455
2021-08-16,64.6386
2021-08-17,63.7523
2021-08-18,61.0119
2021-08-19,62.47
2021-08-20,64.6297
2021-08-21,64.6297
2021-08-22,64.6297
2021-08-23,62.3352
2021-08-24,58.9412
2021-08-25,58.346
2021-08-26,59.665
2021-08-27,60.7888
2021-08-28,60.7888
2021-08-29,60.7888
2021-08-30,63.5567
2021-08-31,63.7322
2021-09-01,66.2396
2021-09-02,66.7329
2021-09-03,64.2755
2021-09-04,64.2755
2021-09-05,64.2755
2021-09-06,64.2755
2021-09-07,61.9698
2021-09-08,65.3386
2021-09-09,61.1368
2021-09-10,55.4778
2021-09-11,55.4778
2021-09-12,55.4778
2021-09-13,51.5014
2021-09-14,51.8688
2021-09-15,50.9002
2021-09-16,48.8818
2021-09-17,48.1391
2021-09-18,48.1391
2021-09-19,48.1391
2021-09-20,50.8703
2021-09-21,49.6757
2021-09-22,49.752
2021-09-23,49.1356
2021-09-24,50.271
2021-09-25,50.271
2021-09-26,50.271
2021-09-27,48.2011
2021-09-28,47.2146
2021-09-29,48.6977
2021-09-30,46.0937
2021-10-01,46.223
2021-10-02,46.223
2021-10-03,46.223
2021-10-04,50.1991
2021-10-05,50.9571
2021-10-06,52.8053
2021-10-07,52.9377
2021-10-08,51.5693
2021-10-09,51.5693
2021-10-10,51.5693
2021-10-11,52.0501
2021-10-12,53.2505
2021-10-13,53.5512
2021-10-14,56.0469
2021-10-15,54.2791
2021-10-16,54.2791
2021-10-17,54.2791
2021-10-18,52.4094
2021-10-19,52.9209
2021-10-20,54.6745
2021-10-21,53.1445
2021-10-22,53.05
2021-10-23,53.05
2021-10-24,53.05
2021-10-25,55.3889
2021-10-26,56.2783
2021-10-27,53.5539
2021-10-28,55.9958
2021-10-29,55.2627
2021-10-30,55.2627
2021-10-31,55.2627
2021-11-01,52.1992
2021-11-02,54.6024
2021-11-03,54.1797
2021-11-04,57.3661
2021-11-05,60.7757
2021-11-06,60.7757
2021-11-07,60.7757
2021-11-08,58.5103
2021-11-09,57.8529
2021-11-10,58.8772
2021-11-11,57.5508
2021-11-12,57.2464
2021-11-13,57.2464
2021-11-14,57.2464
2021-11-15,58.2872
2021-11-16,55.9868
2021-11-17,59.2432
2021-11-18,59.7844
2021-11-19,62.4444
2021-11-20,62.4444
2021-11-21,62.4444
2021-11-22,62.3927
2021-11-23,62.206
2021-11-24,58.9238
2021-11-25,58.9238
2021-11-26,53.7329
2021-11-27,53.7329
2021-11-28,53.7329
2021-11-29,57.9749
2021-11-30,56.373
2021-12-01,56.1994
2021-12-02,59.0385
2021-12-03,58.9931
2021-12-04,58.9931
2021-12-05,58.9931
2021-12-06,62.4211
2021-12-07,63.2266
2021-12-08,60.8761
2021-12-09,59.3617
2021-12-10,60.5291
2021-12-11,60.5291
2021-12-12,60.5291
2021-12-13,62.7434
2021-12-14,59.9639
2021-12-15,63.2626
2021-12-16,64.3714
2021-12-17,63.6711
2021-12-18,63.6711
2021-12-19,63.6711
2021-12-20,65.2602
2021-12-21,61.215
2021-12-22,62.3053
2021-12-23,60.2573
2021-12-24,60.2573
2021-12-25,60.2573
2021-12-26,60.2573
2021-12-27,61.0894
2021-12-28,61.4181
2021-12-29,63.2899
2021-12-30,63.8471
2021-12-31,64.3805
2022-01-01,64.3805
2022-01-02,64.3805
2022-01-03,62.8825
2022-01-04,57.836
2022-01-05,57.0803
2022-01-06,56.7692
2022-01-07,53.6629
2022-01-08,53.6629
2022-01-09,53.6629
2022-01-10,50.5244
2022-01-11,49.0494
2022-01-12,49.159
2022-01-13,48.4399
2022-01-14,45.7078
2022-01-15,45.7078
2022-01-16,45.7078
2022-01-17,45.7078
2022-01-18,42.3312
2022-01-19,42.4534
2022-01-20,41.5876
2022-01-21,42.6698
2022-01-22,42.6698
2022-01-23,42.6698
2022-01-24,41.8829
2022-01-25,42.1917
2022-01-26,41.7329
2022-01-27,39.4956
2022-01-28,41.2965
2022-01-29,41.2965
2022-01-30,41.2965
2022-01-31,44.9681
2022-02-01,41.3726
2022-02-02,43.013
2022-02-03,41.4049
2022-02-04,40.0744
2022-02-05,40.0744
2022-02-06,40.0744
2022-02-07,40.2925
2022-02-08,41.6975
2022-02-09,39.7328
2022-02-10,36.6418
2022-02-11,37.1141
2022-02-12,37.1141
2022-02-13,37.1141
2022-02-14,36.7683
2022-02-15,35.5586
2022-02-16,36.3529
2022-02-17,37.7244
2022-02-18,38.8484
2022-02-19,38.8484
2022-02-20,38.8484
2022-02-21,38.8484
2022-02-22,38.003
2022-02-23,35.4651
2022-02-24,34.7107
2022-02-25,34.8642
2022-02-26,34.8642
2022-02-27,34.8642
2022-02-28,37.3296
2022-03-01,36.3752
2022-03-02,39.9199
2022-03-03,39.5427
2022-03-04,46.8965
2022-03-05,46.8965
2022-03-06,46.8965
2022-03-07,50.3166
2022-03-08,45.9094
2022-03-09,43.8205
2022-03-10,42.1868
2022-03-11,41.0406
2022-03-12,41.0406
2022-03-13,41.0406
2022-03-14,41.2764
2022-03-15,44.9932
2022-03-16,44.5321
2022-03-17,45.114
2022-03-18,47.8006
2022-03-19,47.8006
2022-03-20,47.8006
2022-03-21,47.4249
2022-03-22,45.5566
2022-03-23,44.5242
2022-03-24,46.9728
2022-03-25,47.4892
2022-03-26,47.4892
2022-03-27,47.4892
2022-03-28,48.1607
2022-03-29,52.168
2022-03-30,52.168
2022-03-31,51.0746
2022-04-01,56.9863
2022-04-02,56.9863
2022-04-03,56.9863
2022-04-04,51.1102
2022-04-05,51.1858
2022-04-06,52.2712
2022-04-07,52.456
2022-04-08,51.2415
2022-04-09,51.2415
2022-04-10,51.2415
2022-04-11,50.0264
2022-04-12,49.9073
2022-04-13,47.774
2022-04-14,44.5476
2022-04-15,44.5476
2022-04-16,44.5476
2022-04-17,44.5476
2022-04-18,41.5083
2022-04-19,42.931
2022-04-20,46.9203
2022-04-21,45.2281
2022-04-22,44.3521
2022-04-23,44.3521
2022-04-24,44.3521
2022-04-25,42.6693
2022-04-26,41.6669
2022-04-27,38.7433
2022-04-28,41.0984
2022-04-29,37.9625
2022-04-30,37.9625
2022-05-01,37.9625
2022-05-02,37.0738
2022-05-03,35.5614
2022-05-04,37.6446
2022-05-05,35.8363
2022-05-06,35.9658
2022-05-07,35.9658
2022-05-08,35.9658
2022-05-09,36.7021
2022-05-10,36.2379
2022-05-11,36.1591
2022-05-12,38.9845
2022-05-13,41.1012
2022-05-14,41.1012
2022-05-15,41.1012
2022-05-16,40.6473
2022-05-17,40.6667
2022-05-18,42.3214
2022-05-19,43.8646
2022-05-20,43.1277
2022-05-21,43.1277
2022-05-22,43.1277
2022-05-23,43.5788
2022-05-24,45.428
2022-05-25,44.8201
2022-05-26,43.2145
2022-05-27,45.3967
2022-05-28,45.3967
2022-05-29,45.3967
2022-05-30,45.3967
2022-05-31,44.6861
2022-06-01,44.9697
2022-06-02,49.0778
2022-06-03,47.88
2022-06-04,47.88
2022-06-05,47.88
2022-06-06,47.9752
2022-06-07,48.9019
2022-06-08,45.2214
2022-06-09,44.2464
2022-06-10,45.0834
2022-06-11,45.0834
2022-06-12,45.0834
2022-06-13,39.5681
2022-06-14,36.229
2022-06-15,37.1503
2022-06-16,35.1539
2022-06-17,37.5496
2022-06-18,37.5496
2022-06-19,37.5496
2022-06-20,37.5496
2022-06-21,37.1763
2022-06-22,40.9379
2022-06-23,47.312
2022-06-24,49.0121
2022-06-25,49.0121
2022-06-26,49.0121
2022-06-27,49.9519
2022-06-28,49.061
2022-06-29,50.2242
2022-06-30,52.6245
2022-07-01,55.5876
2022-07-02,55.5876
2022-07-03,55.5876
2022-07-04,55.5876
2022-07-05,53.7375
2022-07-06,55.1228
2022-07-07,54.4097
2022-07-08,52.8038
2022-07-09,52.8038
2022-07-10,52.8038
2022-07-11,53.1613
2022-07-12,51.8607
2022-07-13,52.1784
2022-07-14,52.5334
2022-07-15,54.3175
2022-07-16,54.3175
2022-07-17,54.3175
2022-07-18,50.1353
2022-07-19,51.7284
2022-07-20,50.5242
2022-07-21,51.8236
2022-07-22,52.9646
2022-07-23,52.9646
2022-07-24,52.9646
2022-07-25,54.7531
2022-07-26,55.6187
2022-07-27,54.9123
2022-07-28,59.5217
2022-07-29,59.1699
2022-07-30,59.1699
2022-07-31,59.1699
2022-08-01,59.9306
2022-08-02,60.6756
2022-08-03,63.0872
2022-08-04,63.2175
2022-08-05,58.2125
2022-08-06,58.2125
2022-08-07,58.2125
2022-08-08,57.9742
2022-08-09,58.661
2022-08-10,59.0816
2022-08-11,57.2735
2022-08-12,59.6957
2022-08-13,59.6957
2022-08-14,59.6957
2022-08-15,60.8582
2022-08-16,60.4932
2022-08-17,60.2233
2022-08-18,59.5677
2022-08-19,58.0905
2022-08-20,58.0905
2022-08-21,58.0905
2022-08-22,55.0253
2022-08-23,50.9964
2022-08-24,51.3481
2022-08-25,53.643
2022-08-26,50.7425
2022-08-27,50.7425
2022-08-28,50.7425
2022-08-29,50.5528
2022-08-30,48.3925
2022-08-31,47.6952
2022-09-01,49.1568
2022-09-02,47.5941
2022-09-03,47.5941
2022-09-04,47.5941
2022-09-05,47.5941
2022-09-06,46.8406
2022-09-07,49.3828
2022-09-08,49.9746
2022-09-09,50.4647
2022-09-10,50.4647
2022-09-11,50.4647
2022-09-12,53.6817
2022-09-13,53.5456
2022-09-14,58.5195
2022-09-15,53.8418
2022-09-16,52.0084
2022-09-17,52.0084
2022-09-18,52.0084
2022-09-19,52.8466
2022-09-20,51.1522
2022-09-21,50.1441
2022-09-22,49.4386
2022-09-23,47.7029
2022-09-24,47.7029
2022-09-25,47.7029
2022-09-26,45.8626
2022-09-27,42.9655
2022-09-28,45.8882
2022-09-29,43.0298
2022-09-30,40.7163
2022-10-01,40.7163
2022-10-02,40.7163
2022-10-03,47.2992
2022-10-04,50.3227
2022-10-05,48.1493
2022-10-06,46.261
2022-10-07,44.681
2022-10-08,44.681
2022-10-09,44.681
2022-10-10,46.127
2022-10-11,49.6554
2022-10-12,48.8347
2022-10-13,52.122
2022-10-14,51.7819
2022-10-15,51.7819
2022-10-16,51.7819
2022-10-17,53.8741
2022-10-18,54.709
2022-10-19,53.0812
2022-10-20,43.75
2022-10-21,46.8252
2022-10-22,46.8252
2022-10-23,46.8252
2022-10-24,48.4639
2022-10-25,51.6047
2022-10-26,51.2532
2022-10-27,53.9038
2022-10-28,56.2297
2022-10-29,56.2297
2022-10-30,56.2297
2022-10-31,56.9998
2022-11-01,54.0942
2022-11-02,52.5484
2022-11-03,53.5453
2022-11-04,54.7983
2022-11-05,54.7983
2022-11-06,54.7983
2022-11-07,54.9592
2022-11-08,55.6631
2022-11-09,56.1969
2022-11-10,61.4904
2022-11-11,57.0542
2022-11-12,57.0542
2022-11-13,57.0542
2022-11-14,59.4608
2022-11-15,60.5526
2022-11-16,61.319
2022-11-17,60.1727
2022-11-18,61.2354
2022-11-19,61.2354
2022-11-20,61.2354
2022-11-21,61.0004
2022-11-22,61.4678
2022-11-23,62.3503
2022-11-24,62.3503
2022-11-25,62.7575
2022-11-26,62.7575
2022-11-27,62.7575
2022-11-28,60.3382
2022-11-29,59.172
2022-11-30,60.1926
2022-12-01,60.8338
2022-12-02,60.108
2022-12-03,60.108
2022-12-04,60.108
2022-12-05,59.2597
2022-12-06,57.3679
2022-12-07,57.5071
2022-12-08,58.0738
2022-12-09,57.9202
2022-12-10,57.9202
2022-12-11,57.9202
2022-12-12,58.1607
2022-12-13,58.3016
2022-12-14,56.3706
2022-12-15,53.734
2022-12-16,51.7486
2022-12-17,51.7486
2022-12-18,51.7486
2022-12-19,51.0496
2022-12-20,50.3751
2022-12-21,51.8627
2022-12-22,51.4029
2022-12-23,52.7885
2022-12-24,52.7885
2022-12-25,52.7885
2022-12-26,52.7885
2022-12-27,54.4404
2022-12-28,53.3601
2022-12-29,53.9332
2022-12-30,50.5742
2022-12-31,50.5742
2023-01-01,50.5742
2023-01-02,50.5742
2023-01-03,54.2287
2023-01-04,55.6815
2023-01-05,50.6885
2023-01-06,52.9556
2023-01-07,52.9556
2023-01-08,52.9556
2023-01-09,51.0065
2023-01-10,53.0883
2023-01-11,53.6169
2023-01-12,53.5574
2023-01-13,53.8486
2023-01-14,53.8486
2023-01-15,53.8486
2023-01-16,53.8486
2023-01-17,54.585
2023-01-18,51.8022
2023-01-19,49.8064
2023-01-20,50.0407
2023-01-21,50.0407
2023-01-22,50.0407
2023-01-23,51.247
2023-01-24,54.5296
2023-01-25,54.322
2023-01-26,52.5552
2023-01-27,52.8411
2023-01-28,52.8411
2023-01-29,52.8411
2023-01-30,49.1634
2023-01-31,51.1843
2023-02-01,54.9563
2023-02-02,57.1271
2023-02-03,55.7987
2023-02-04,55.7987
2023-02-05,55.7987
2023-02-06,55.7829
2023-02-07,53.997
2023-02-08,50.5176
2023-02-09,47.9601
2023-02-10,49.3979
2023-02-11,49.3979
2023-02-12,49.3979
2023-02-13,51.2161
2023-02-14,49.4339
2023-02-15,48.8883
2023-02-16,48.0784
2023-02-17,51.018
2023-02-18,51.018
2023-02-19,51.018
2023-02-20,51.018
2023-02-21,49.469
2023-02-22,49.469
2023-02-23,47.7347
2023-02-24,46.8778
2023-02-25,46.8778
2023-02-26,46.8778
2023-02-27,45.0558
2023-02-28,44.1743
2023-03-01,41.1999
2023-03-02,38.7492
2023-03-03,42.7432
2023-03-04,42.7432
2023-03-05,42.7432
2023-03-06,41.1521
2023-03-07,40.8288
2023-03-08,42.3793
2023-03-09,41.5809
2023-03-10,40.3773
2023-03-11,40.3773
2023-03-12,40.3773
2023-03-13,40.8541
2023-03-14,43.6987
2023-03-15,44.7752
2023-03-16,46.0805
2023-03-17,44.1328
2023-03-18,44.1328
