,AWR US Equity
2023-03-19,44.1328
2023-03-20,46.0764
2023-03-21,42.689
2023-03-22,41.1532
2023-03-23,40.9914
2023-03-24,45.4744
2023-03-25,45.4744
2023-03-26,45.4744
2023-03-27,45.4744
2023-03-28,45.3571
2023-03-29,46.3744
2023-03-30,47.3877
2023-03-31,49.0377
2023-04-01,49.0377
2023-04-02,49.0377
2023-04-03,48.7245
2023-04-04,50.3338
2023-04-05,53.2516
2023-04-06,54.6437
2023-04-07,54.6437
2023-04-08,54.6437
2023-04-09,54.6437
2023-04-10,54.88
2023-04-11,56.253
2023-04-12,55.0968
2023-04-13,55.7103
2023-04-14,51.6207
2023-04-15,51.6207
2023-04-16,51.6207
2023-04-17,50.6942
2023-04-18,48.0777
2023-04-19,49.4587
2023-04-20,51.6016
2023-04-21,51.5855
2023-04-22,51.5855
2023-04-23,51.5855
2023-04-24,51.1053
2023-04-25,52.0135
2023-04-26,49.2885
2023-04-27,49.4389
2023-04-28,47.5429
2023-04-29,47.5429
2023-04-30,47.5429
2023-05-01,46.3791
2023-05-02,47.121
2023-05-03,48.4526
2023-05-04,51.1198
2023-05-05,51.4051
2023-05-06,51.4051
2023-05-07,51.4051
2023-05-08,50.6496
2023-05-09,50.3579
2023-05-10,53.5245
2023-05-11,48.8238
2023-05-12,52.5532
2023-05-13,52.5532
2023-05-14,52.5532
2023-05-15,50.6204
2023-05-16,49.2744
2023-05-17,51.4828
2023-05-18,49.7935
2023-05-19,45.5925
2023-05-20,45.5925
2023-05-21,45.5925
2023-05-22,49.2984
2023-05-23,49.3134
2023-05-24,47.9282
2023-05-25,47.0697
2023-05-26,50.5777
2023-05-27,50.5777
2023-05-28,50.5777
2023-05-29,50.5777
2023-05-30,47.945
2023-05-31,48.9176
2023-06-01,48.8733
2023-06-02,53.0095
2023-06-03,53.0095
2023-06-04,53.0095
2023-06-05,49.9694
2023-06-06,51.3903
2023-06-07,53.7448
2023-06-08,51.9595
2023-06-09,51.226
2023-06-10,51.226
2023-06-11,51.226
2023-06-12,46.8352
2023-06-13,46.7835
2023-06-14,45.397
2023-06-15,47.5173
2023-06-16,47.4632
2023-06-17,47.4632
2023-06-18,47.4632
2023-06-19,47.4632
2023-06-20,47.144
2023-06-21,47.2875
2023-06-22,46.7911
2023-06-23,43.2666
2023-06-24,43.2666
2023-06-25,43.2666
2023-06-26,43.6454
2023-06-27,45.8229
2023-06-28,44.8701
2023-06-29,47.256
2023-06-30,47.437
2023-07-01,47.437
2023-07-02,47.437
2023-07-03,48.4029
2023-07-04,48.4029
2023-07-05,47.4999
2023-07-06,48.0872
2023-07-07,42.9687
2023-07-08,42.9687
2023-07-09,42.9687
2023-07-10,43.7648
2023-07-11,46.3311
2023-07-12,47.5768
2023-07-13,48.854
2023-07-14,47.9552
2023-07-15,47.9552
2023-07-16,47.9552
2023-07-17,48.1593
2023-07-18,48.1268
2023-07-19,49.7769
2023-07-20,51.7042
2023-07-21,53.2823
2023-07-22,53.2823
2023-07-23,53.2823
2023-07-24,50.9053
2023-07-25,50.2476
2023-07-26,50.335
2023-07-27,47.6853
2023-07-28,50.1515
2023-07-29,50.1515
2023-07-30,50.1515
2023-07-31,50.7391
2023-08-01,47.4542
2023-08-02,48.4909
2023-08-03,46.6365
2023-08-04,46.7484
2023-08-05,46.7484
2023-08-06,46.7484
2023-08-07,48.82
2023-08-08,50.6979
2023-08-09,50.786
2023-08-10,51.0575
2023-08-11,52.4151
2023-08-12,52.4151
2023-08-13,52.4151
2023-08-14,51.2911
2023-08-15,49.3327
2023-08-16,49.7607
2023-08-17,47.6413
2023-08-18,48.2922
2023-08-19,48.2922
2023-08-20,48.2922
2023-08-21,45.5636
2023-08-22,48.0109
2023-08-23,47.6234
2023-08-24,46.7678
2023-08-25,48.8945
2023-08-26,48.8945
2023-08-27,48.8945
2023-08-28,48.0462
2023-08-29,46.6016
2023-08-30,45.1958
2023-08-31,44.4296
2023-09-01,44.1714
2023-09-02,44.1714
2023-09-03,44.1714
2023-09-04,44.1714
2023-09-05,40.5974
2023-09-06,40.1709
2023-09-07,42.2701
2023-09-08,41.9376
2023-09-09,41.9376
2023-09-10,41.9376
2023-09-11,42.2098
2023-09-12,41.353
2023-09-13,44.2429
2023-09-14,45.953
2023-09-15,45.4325
2023-09-16,45.4325
2023-09-17,45.4325
2023-09-18,43.5671
2023-09-19,42.6145
2023-09-20,41.6719
2023-09-21,40.1469
2023-09-22,39.7122
2023-09-23,39.7122
2023-09-24,39.7122
2023-09-25,39.9085
2023-09-26,37.1883
2023-09-27,35.954
2023-09-28,35.107
2023-09-29,37.1968
2023-09-30,37.1968
2023-10-01,37.1968
2023-10-02,34.2702
2023-10-03,33.5648
2023-10-04,37.1527
2023-10-05,41.0966
2023-10-06,41.474
2023-10-07,41.474
2023-10-08,41.474
2023-10-09,43.1081
2023-10-10,43.3598
2023-10-11,44.2778
2023-10-12,41.0824
2023-10-13,40.8087
2023-10-14,40.8087
2023-10-15,40.8087
2023-10-16,43.6559
2023-10-17,42.8609
2023-10-18,40.9423
2023-10-19,39.5247
2023-10-20,39.2577
2023-10-21,39.2577
2023-10-22,39.2577
2023-10-23,38.0522
2023-10-24,40.5782
2023-10-25,39.2676
2023-10-26,43.6598
2023-10-27,41.8698
2023-10-28,41.8698
2023-10-29,41.8698
2023-10-30,42.0235
2023-10-31,43.138
2023-11-01,45.4344
2023-11-02,49.3847
2023-11-03,53.9493
2023-11-04,53.9493
2023-11-05,53.9493
2023-11-06,52.7892
2023-11-07,48.9857
2023-11-08,45.4684
2023-11-09,44.5043
2023-11-10,43.5657
2023-11-11,43.5657
2023-11-12,43.5657
2023-11-13,43.9437
2023-11-14,52.1764
2023-11-15,50.5845
2023-11-16,50.2744
2023-11-17,50.9152
2023-11-18,50.9152
2023-11-19,50.9152
2023-11-20,48.5483
2023-11-21,48.0786
2023-11-22,51.1615
2023-11-23,51.1615
2023-11-24,50.8189
2023-11-25,50.8189
2023-11-26,50.8189
2023-11-27,50.6824
2023-11-28,49.2737
2023-11-29,48.0271
2023-11-30,49.3924
2023-12-01,52.038
2023-12-02,52.038
2023-12-03,52.038
2023-12-04,54.8901
2023-12-05,52.7277
2023-12-06,53.7936
2023-12-07,53.606
2023-12-08,52.1026
2023-12-09,52.1026
2023-12-10,52.1026
2023-12-11,51.9979
2023-12-12,52.3153
2023-12-13,56.9196
2023-12-14,55.6304
2023-12-15,52.4122
2023-12-16,52.4122
2023-12-17,52.4122
2023-12-18,51.7198
2023-12-19,54.1172
2023-12-20,50.5051
2023-12-21,50.7306
2023-12-22,51.3234
2023-12-23,51.3234
2023-12-24,51.3234
2023-12-25,51.3234
2023-12-26,51.5181
2023-12-27,50.2095
2023-12-28,50.5805
2023-12-29,48.7035
2023-12-30,48.7035
2023-12-31,48.7035
2024-01-01,48.7035
2024-01-02,48.7908
2024-01-03,46.8508
2024-01-04,44.4211
2024-01-05,43.0716
2024-01-06,43.0716
2024-01-07,43.0716
2024-01-08,44.4817
2024-01-09,44.1557
2024-01-10,46.3338
2024-01-11,43.4625
2024-01-12,46.3041
2024-01-13,46.3041
2024-01-14,46.3041
2024-01-15,46.3041
2024-01-16,46.226
2024-01-17,43.314
2024-01-18,43.529
2024-01-19,42.7461
2024-01-20,42.7461
2024-01-21,42.7461
2024-01-22,45.3141
2024-01-23,45.1954
2024-01-24,40.7092
2024-01-25,42.2169
2024-01-26,40.9318
2024-01-27,40.9318
2024-01-28,40.9318
2024-01-29,42.7351
2024-01-30,41.4611
2024-01-31,40.4898
2024-02-01,43.7745
2024-02-02,42.7793
2024-02-03,42.7793
2024-02-04,42.7793
2024-02-05,40.543
2024-02-06,43.0955
2024-02-07,42.4263
2024-02-08,43.171
2024-02-09,44.1355
2024-02-10,44.1355
2024-02-11,44.1355
2024-02-12,47.4781
2024-02-13,42.8667
2024-02-14,44.0272
2024-02-15,48.6731
2024-02-16,47.934
2024-02-17,47.934
2024-02-18,47.934
2024-02-19,47.934
2024-02-20,47.7465
2024-02-21,47.5157
2024-02-22,43.3117
2024-02-23,40.6903
2024-02-24,40.6903
2024-02-25,40.6903
2024-02-26,40.474
2024-02-27,39.817
2024-02-28,38.7331
2024-02-29,39.9175
2024-03-01,40.4763
2024-03-02,40.4763
2024-03-03,40.4763
2024-03-04,42.2868
2024-03-05,40.2599
2024-03-06,40.7496
2024-03-07,41.3464
2024-03-08,43.0043
2024-03-09,43.0043
2024-03-10,43.0043
2024-03-11,46.8113
2024-03-12,45.0828
2024-03-13,44.7447
2024-03-14,42.7899
2024-03-15,42.7535
2024-03-16,42.7535
2024-03-17,42.7535
2024-03-18,40.0694
2024-03-19,40.9275
2024-03-20,42.9411
2024-03-21,43.1638
2024-03-22,42.4778
2024-03-23,42.4778
2024-03-24,42.4778
2024-03-25,41.1984
2024-03-26,40.6582
2024-03-27,45.5253
2024-03-28,45.9336
2024-03-29,45.9336
2024-03-30,45.9336
2024-03-31,45.9336
2024-04-01,44.7498
2024-04-02,41.595
2024-04-03,40.7662
2024-04-04,42.6923
2024-04-05,41.7376
2024-04-06,41.7376
2024-04-07,41.7376
2024-04-08,43.1305
