,GTES US Equity
,RSI_30D
2020-07-08,50.84
2020-07-09,49.5127
2020-07-10,50.8404
2020-07-11,50.8404
2020-07-12,50.8404
2020-07-13,50.3835
2020-07-14,52.7075
2020-07-15,54.8367
2020-07-16,54.7658
2020-07-17,55.3035
2020-07-18,55.3035
2020-07-19,55.3035
2020-07-20,55.0777
2020-07-21,56.3078
2020-07-22,56.615
2020-07-23,58.5449
2020-07-24,55.5872
2020-07-25,55.5872
2020-07-26,55.5872
2020-07-27,57.102
2020-07-28,54.8568
2020-07-29,56.7379
2020-07-30,54.6116
2020-07-31,52.4337
2020-08-01,52.4337
2020-08-02,52.4337
2020-08-03,54.4986
2020-08-04,56.1112
2020-08-05,59.7209
2020-08-06,57.4973
2020-08-07,58.8191
2020-08-08,58.8191
2020-08-09,58.8191
2020-08-10,60.7391
2020-08-11,60.888
2020-08-12,61.982
2020-08-13,60.7828
2020-08-14,60.4602
2020-08-15,60.4602
2020-08-16,60.4602
2020-08-17,57.0897
2020-08-18,55.5984
2020-08-19,55.7776
2020-08-20,55.0118
2020-08-21,54.856
2020-08-22,54.856
2020-08-23,54.856
2020-08-24,56.4511
2020-08-25,57.6282
2020-08-26,56.3836
2020-08-27,55.2318
2020-08-28,56.2875
2020-08-29,56.2875
2020-08-30,56.2875
2020-08-31,52.3748
2020-09-01,55.2017
2020-09-02,56.746
2020-09-03,51.8635
2020-09-04,52.818
2020-09-05,52.818
2020-09-06,52.818
2020-09-07,52.818
2020-09-08,50.4714
2020-09-09,52.0904
2020-09-10,49.6717
2020-09-11,51.1069
2020-09-12,51.1069
2020-09-13,51.1069
2020-09-14,52.1967
2020-09-15,56.2332
