,SXT US Equity
2023-03-20,45.8734
2023-03-21,46.6873
2023-03-22,44.9162
2023-03-23,45.9667
2023-03-24,50.0205
2023-03-25,50.0205
2023-03-26,50.0205
2023-03-27,51.1643
2023-03-28,51.3706
2023-03-29,51.9132
2023-03-30,51.4914
2023-03-31,55.1737
2023-04-01,55.1737
2023-04-02,55.1737
2023-04-03,53.38
2023-04-04,51.9555
2023-04-05,51.5006
2023-04-06,52.9048
2023-04-07,52.9048
2023-04-08,52.9048
2023-04-09,52.9048
2023-04-10,54.5421
2023-04-11,55.7483
2023-04-12,53.3484
2023-04-13,54.0422
2023-04-14,52.0213
2023-04-15,52.0213
2023-04-16,52.0213
2023-04-17,52.5843
2023-04-18,50.622
2023-04-19,51.8243
2023-04-20,51.1003
2023-04-21,50.8349
2023-04-22,50.8349
2023-04-23,50.8349
2023-04-24,49.3269
2023-04-25,47.5711
2023-04-26,44.8963
2023-04-27,48.9771
2023-04-28,50.4346
2023-04-29,50.4346
2023-04-30,50.4346
2023-05-01,52.8718
2023-05-02,52.3711
2023-05-03,52.2482
2023-05-04,51.2939
2023-05-05,53.5756
2023-05-06,53.5756
2023-05-07,53.5756
2023-05-08,53.6699
2023-05-09,51.3801
2023-05-10,50.3733
2023-05-11,50.8301
2023-05-12,48.9243
2023-05-13,48.9243
2023-05-14,48.9243
2023-05-15,50.3993
2023-05-16,47.9496
2023-05-17,49.5198
2023-05-18,50.7207
2023-05-19,50.0082
2023-05-20,50.0082
2023-05-21,50.0082
2023-05-22,50.3797
2023-05-23,48.4307
2023-05-24,46.2076
2023-05-25,45.5606
2023-05-26,46.8596
2023-05-27,46.8596
2023-05-28,46.8596
2023-05-29,46.8596
2023-05-30,47.8606
2023-05-31,45.8809
2023-06-01,48.2158
2023-06-02,56.3473
2023-06-03,56.3473
2023-06-04,56.3473
2023-06-05,51.147
2023-06-06,54.9909
2023-06-07,57.0954
2023-06-08,56.0927
2023-06-09,52.1195
2023-06-10,52.1195
2023-06-11,52.1195
2023-06-12,51.7298
2023-06-13,52.3331
2023-06-14,50.379
2023-06-15,51.6079
2023-06-16,50.2657
2023-06-17,50.2657
2023-06-18,50.2657
2023-06-19,50.2657
2023-06-20,47.6334
2023-06-21,46.5225
2023-06-22,44.9837
2023-06-23,42.1166
2023-06-24,42.1166
2023-06-25,42.1166
2023-06-26,44.1243
2023-06-27,43.1033
2023-06-28,42.6676
2023-06-29,45.366
2023-06-30,45.6364
2023-07-01,45.6364
2023-07-02,45.6364
2023-07-03,45.5864
2023-07-04,45.5864
2023-07-05,43.0479
2023-07-06,40.5051
2023-07-07,41.2651
2023-07-08,41.2651
2023-07-09,41.2651
2023-07-10,41.947
2023-07-11,41.9906
2023-07-12,43.737
2023-07-13,42.5929
2023-07-14,43.0396
2023-07-15,43.0396
2023-07-16,43.0396
2023-07-17,41.4544
2023-07-18,42.7853
2023-07-19,45.6293
2023-07-20,44.9132
2023-07-21,38.6668
2023-07-22,38.6668
2023-07-23,38.6668
2023-07-24,37.1752
2023-07-25,39.3345
2023-07-26,40.5932
2023-07-27,39.9823
2023-07-28,38.9711
2023-07-29,38.9711
2023-07-30,38.9711
2023-07-31,37.9774
2023-08-01,37.4831
2023-08-02,38.1022
2023-08-03,35.5263
2023-08-04,35.3102
2023-08-05,35.3102
2023-08-06,35.3102
2023-08-07,35.6141
2023-08-08,34.0027
2023-08-09,32.4823
2023-08-10,32.8011
2023-08-11,32.0701
2023-08-12,32.0701
2023-08-13,32.0701
2023-08-14,31.3853
2023-08-15,30.8327
2023-08-16,31.008
2023-08-17,32.2517
2023-08-18,32.6999
2023-08-19,32.6999
2023-08-20,32.6999
2023-08-21,32.042
2023-08-22,34.2321
2023-08-23,36.5813
2023-08-24,36.2963
2023-08-25,38.1723
2023-08-26,38.1723
2023-08-27,38.1723
2023-08-28,39.8334
2023-08-29,40.1774
2023-08-30,42.6642
2023-08-31,42.5395
2023-09-01,43.6751
2023-09-02,43.6751
2023-09-03,43.6751
2023-09-04,43.6751
2023-09-05,50.3495
2023-09-06,50.7398
2023-09-07,49.6009
2023-09-08,48.5441
2023-09-09,48.5441
2023-09-10,48.5441
2023-09-11,47.4745
2023-09-12,44.831
2023-09-13,44.3586
2023-09-14,48.16
2023-09-15,48.8922
2023-09-16,48.8922
2023-09-17,48.8922
2023-09-18,45.0726
2023-09-19,43.9499
2023-09-20,44.2892
2023-09-21,42.725
2023-09-22,42.0777
2023-09-23,42.0777
2023-09-24,42.0777
2023-09-25,41.8318
2023-09-26,38.6758
2023-09-27,40.4544
2023-09-28,40.1822
2023-09-29,38.6264
2023-09-30,38.6264
2023-10-01,38.6264
2023-10-02,35.2932
2023-10-03,34.9663
2023-10-04,35.3072
2023-10-05,35.1858
2023-10-06,35.2187
2023-10-07,35.2187
2023-10-08,35.2187
2023-10-09,33.9865
2023-10-10,35.8049
2023-10-11,32.7463
2023-10-12,30.8518
2023-10-13,30.6579
2023-10-14,30.6579
2023-10-15,30.6579
2023-10-16,31.5481
2023-10-17,44.9365
2023-10-18,41.4318
2023-10-19,41.4793
2023-10-20,44.7005
2023-10-21,44.7005
2023-10-22,44.7005
2023-10-23,43.2306
2023-10-24,41.8582
2023-10-25,41.0824
2023-10-26,43.0295
2023-10-27,42.2717
2023-10-28,42.2717
2023-10-29,42.2717
2023-10-30,40.9865
2023-10-31,44.0312
2023-11-01,43.3266
2023-11-02,46.2686
2023-11-03,49.9808
2023-11-04,49.9808
2023-11-05,49.9808
2023-11-06,48.5688
2023-11-07,48.2943
2023-11-08,47.4426
2023-11-09,47.2821
2023-11-10,47.8749
2023-11-11,47.8749
2023-11-12,47.8749
2023-11-13,47.6829
2023-11-14,55.6559
2023-11-15,55.3872
2023-11-16,55.7554
2023-11-17,54.0926
2023-11-18,54.0926
2023-11-19,54.0926
2023-11-20,48.8586
2023-11-21,47.214
2023-11-22,49.0887
2023-11-23,49.0887
2023-11-24,50.1634
2023-11-25,50.1634
2023-11-26,50.1634
2023-11-27,48.9364
2023-11-28,48.8368
2023-11-29,49.4122
2023-11-30,48.3904
2023-12-01,52.1119
2023-12-02,52.1119
2023-12-03,52.1119
2023-12-04,52.3714
2023-12-05,52.9796
2023-12-06,54.2685
2023-12-07,55.9846
2023-12-08,55.2533
2023-12-09,55.2533
2023-12-10,55.2533
2023-12-11,55.154
2023-12-12,55.5468
2023-12-13,59.3998
2023-12-14,62.0502
2023-12-15,62.9541
2023-12-16,62.9541
2023-12-17,62.9541
2023-12-18,61.2824
2023-12-19,63.9795
2023-12-20,60.9145
2023-12-21,61.6869
2023-12-22,62.1543
2023-12-23,62.1543
2023-12-24,62.1543
2023-12-25,62.1543
2023-12-26,62.6099
2023-12-27,61.8669
2023-12-28,62.5981
2023-12-29,60.5858
2023-12-30,60.5858
2023-12-31,60.5858
2024-01-01,60.5858
2024-01-02,60.1414
2024-01-03,55.7518
2024-01-04,55.026
2024-01-05,52.96
2024-01-06,52.96
2024-01-07,52.96
2024-01-08,54.6986
2024-01-09,52.5211
2024-01-10,52.5862
2024-01-11,50.7858
2024-01-12,52.0096
2024-01-13,52.0096
2024-01-14,52.0096
2024-01-15,52.0096
2024-01-16,49.0866
2024-01-17,46.7388
2024-01-18,46.9091
2024-01-19,48.3012
2024-01-20,48.3012
2024-01-21,48.3012
2024-01-22,51.1381
2024-01-23,50.5269
2024-01-24,47.6703
2024-01-25,50.2563
2024-01-26,52.1352
2024-01-27,52.1352
2024-01-28,52.1352
2024-01-29,52.7577
2024-01-30,53.0409
2024-01-31,50.2144
2024-02-01,52.0512
2024-02-02,52.2955
2024-02-03,52.2955
2024-02-04,52.2955
2024-02-05,48.5933
2024-02-06,51.1303
2024-02-07,53.1995
2024-02-08,52.4417
2024-02-09,47.3208
2024-02-10,47.3208
2024-02-11,47.3208
2024-02-12,51.0846
2024-02-13,49.0589
2024-02-14,50.989
2024-02-15,55.7087
2024-02-16,56.9413
2024-02-17,56.9413
2024-02-18,56.9413
2024-02-19,56.9413
2024-02-20,56.3572
2024-02-21,57.8161
2024-02-22,58.6609
2024-02-23,60.3359
2024-02-24,60.3359
2024-02-25,60.3359
2024-02-26,55.8116
2024-02-27,54.5929
2024-02-28,53.3469
2024-02-29,57.3726
2024-03-01,56.9559
2024-03-02,56.9559
2024-03-03,56.9559
2024-03-04,57.1491
2024-03-05,55.9159
2024-03-06,55.8284
2024-03-07,58.6392
2024-03-08,59.8962
2024-03-09,59.8962
2024-03-10,59.8962
2024-03-11,60.6236
2024-03-12,60.7802
2024-03-13,61.9386
2024-03-14,57.0395
2024-03-15,58.6812
2024-03-16,58.6812
2024-03-17,58.6812
2024-03-18,56.6416
2024-03-19,57.0445
2024-03-20,59.2636
2024-03-21,59.6127
2024-03-22,55.2692
2024-03-23,55.2692
2024-03-24,55.2692
2024-03-25,54.7822
2024-03-26,54.5444
2024-03-27,56.9852
2024-03-28,57.4612
2024-03-29,57.4612
2024-03-30,57.4612
2024-03-31,57.4612
2024-04-01,56.3101
2024-04-02,53.6423
2024-04-03,55.722
2024-04-04,53.2712
2024-04-05,52.8703
2024-04-06,52.8703
2024-04-07,52.8703
2024-04-08,57.2974
