,LVS US Equity
2020-08-21,51.9521
2020-08-22,51.9521
2020-08-23,51.9521
2020-08-24,53.6855
2020-08-25,53.8856
2020-08-26,53.7255
2020-08-27,54.6591
2020-08-28,56.8502
2020-08-29,56.8502
2020-08-30,56.8502
2020-08-31,54.4297
2020-09-01,52.7318
2020-09-02,55.0317
2020-09-03,53.9013
2020-09-04,55.6903
2020-09-05,55.6903
2020-09-06,55.6903
2020-09-07,55.6903
2020-09-08,55.207
2020-09-09,53.8241
2020-09-10,55.8635
2020-09-11,55.1653
2020-09-12,55.1653
2020-09-13,55.1653
2020-09-14,56.7869
2020-09-15,54.6394
2020-09-16,51.1495
2020-09-17,50.2509
2020-09-18,50.1274
2020-09-19,50.1274
2020-09-20,50.1274
2020-09-21,46.3553
2020-09-22,46.089
2020-09-23,44.4084
2020-09-24,45.8763
2020-09-25,47.6038
2020-09-26,47.6038
2020-09-27,47.6038
2020-09-28,48.6691
2020-09-29,47.3121
2020-09-30,47.2213
2020-10-01,46.5437
2020-10-02,46.434
2020-10-03,46.434
2020-10-04,46.434
2020-10-05,46.5643
2020-10-06,46.9455
2020-10-07,46.5334
2020-10-08,46.4104
2020-10-09,45.7143
2020-10-10,45.7143
2020-10-11,45.7143
2020-10-12,46.6691
2020-10-13,44.2365
2020-10-14,44.6099
2020-10-15,46.2734
2020-10-16,45.5839
2020-10-17,45.5839
2020-10-18,45.5839
2020-10-19,44.8184
2020-10-20,47.573
2020-10-21,47.0634
2020-10-22,54.5585
2020-10-23,56.007
2020-10-24,56.007
2020-10-25,56.007
2020-10-26,52.8991
2020-10-27,51.3031
2020-10-28,48.7147
2020-10-29,50.4858
2020-10-30,50.8797
2020-10-31,50.8797
2020-11-01,50.8797
2020-11-02,52.8381
2020-11-03,52.5452
2020-11-04,54.1065
2020-11-05,58.3873
2020-11-06,58.9469
2020-11-07,58.9469
2020-11-08,58.9469
2020-11-09,65.1802
2020-11-10,65.9459
2020-11-11,62.6477
2020-11-12,59.9849
2020-11-13,63.1552
2020-11-14,63.1552
2020-11-15,63.1552
2020-11-16,63.2658
2020-11-17,61.5817
2020-11-18,61.2558
2020-11-19,62.7319
2020-11-20,57.805
2020-11-21,57.805
2020-11-22,57.805
2020-11-23,58.7992
2020-11-24,60.4934
2020-11-25,57.7707
2020-11-26,57.7707
2020-11-27,57.8344
2020-11-28,57.8344
2020-11-29,57.8344
2020-11-30,56.2875
2020-12-01,57.5035
2020-12-02,58.7935
2020-12-03,60.1216
2020-12-04,61.877
2020-12-05,61.877
2020-12-06,61.877
2020-12-07,59.684
2020-12-08,59.0183
2020-12-09,57.9228
2020-12-10,56.6506
2020-12-11,55.6429
2020-12-12,55.6429
2020-12-13,55.6429
2020-12-14,55.2364
2020-12-15,57.2066
2020-12-16,56.763
2020-12-17,56.1752
2020-12-18,56.3156
2020-12-19,56.3156
2020-12-20,56.3156
2020-12-21,55.1978
2020-12-22,53.9294
2020-12-23,55.5075
2020-12-24,55.1334
2020-12-25,55.1334
2020-12-26,55.1334
2020-12-27,55.1334
2020-12-28,58.3142
2020-12-29,56.4847
2020-12-30,57.484
2020-12-31,58.8193
2021-01-01,58.8193
2021-01-02,58.8193
2021-01-03,58.8193
2021-01-04,55.3678
2021-01-05,57.6872
2021-01-06,55.8729
2021-01-07,55.0962
2021-01-08,54.6328
2021-01-09,54.6328
2021-01-10,54.6328
2021-01-11,51.6808
2021-01-12,52.0535
2021-01-13,49.5673
2021-01-14,50.2746
2021-01-15,46.3137
2021-01-16,46.3137
2021-01-17,46.3137
2021-01-18,46.3137
2021-01-19,48.2167
2021-01-20,48.1817
2021-01-21,49.9656
2021-01-22,47.8147
2021-01-23,47.8147
2021-01-24,47.8147
2021-01-25,45.7761
2021-01-26,44.853
2021-01-27,39.8368
2021-01-28,39.9191
2021-01-29,38.5689
2021-01-30,38.5689
2021-01-31,38.5689
2021-02-01,40.6254
2021-02-02,46.4704
2021-02-03,49.2153
2021-02-04,47.8984
2021-02-05,51.9943
2021-02-06,51.9943
2021-02-07,51.9943
2021-02-08,51.5622
2021-02-09,50.1256
2021-02-10,51.8376
2021-02-11,51.0054
2021-02-12,52.5804
2021-02-13,52.5804
2021-02-14,52.5804
2021-02-15,52.5804
2021-02-16,54.7068
2021-02-17,55.4672
2021-02-18,55.829
2021-02-19,58.5336
2021-02-20,58.5336
2021-02-21,58.5336
2021-02-22,60.5433
2021-02-23,63.6292
2021-02-24,64.1023
2021-02-25,59.8685
2021-02-26,59.929
2021-02-27,59.929
2021-02-28,59.929
2021-03-01,60.4843
2021-03-02,62.7396
2021-03-03,63.7204
2021-03-04,57.4778
2021-03-05,57.5892
2021-03-06,57.5892
2021-03-07,57.5892
2021-03-08,58.612
2021-03-09,56.6474
2021-03-10,56.4756
2021-03-11,57.9783
2021-03-12,56.7167
2021-03-13,56.7167
2021-03-14,56.7167
2021-03-15,61.3161
2021-03-16,59.1822
2021-03-17,60.2978
2021-03-18,58.3059
2021-03-19,56.5887
2021-03-20,56.5887
2021-03-21,56.5887
2021-03-22,55.169
2021-03-23,49.9265
2021-03-24,49.663
2021-03-25,51.8228
2021-03-26,52.2036
2021-03-27,52.2036
2021-03-28,52.2036
2021-03-29,50.3226
2021-03-30,52.4017
2021-03-31,51.7151
2021-04-01,53.2177
2021-04-02,53.2177
2021-04-03,53.2177
2021-04-04,53.2177
2021-04-05,54.2315
2021-04-06,55.5728
2021-04-07,53.2091
2021-04-08,53.8539
2021-04-09,52.797
2021-04-10,52.797
2021-04-11,52.797
2021-04-12,52.2664
2021-04-13,51.2809
2021-04-14,51.7591
2021-04-15,51.7252
2021-04-16,51.2223
2021-04-17,51.2223
2021-04-18,51.2223
2021-04-19,50.5559
2021-04-20,47.8768
2021-04-21,50.8122
2021-04-22,46.9481
2021-04-23,49.2955
2021-04-24,49.2955
2021-04-25,49.2955
2021-04-26,48.5802
2021-04-27,50.8726
2021-04-28,52.4224
2021-04-29,51.5071
2021-04-30,51.6183
2021-05-01,51.6183
2021-05-02,51.6183
2021-05-03,51.2707
2021-05-04,48.3729
2021-05-05,48.5826
2021-05-06,45.1217
2021-05-07,45.9045
2021-05-08,45.9045
2021-05-09,45.9045
2021-05-10,45.039
2021-05-11,43.6702
2021-05-12,41.7731
2021-05-13,43.3781
2021-05-14,47.2999
2021-05-15,47.2999
2021-05-16,47.2999
2021-05-17,45.5609
2021-05-18,45.485
2021-05-19,44.5938
2021-05-20,47.5798
2021-05-21,47.5148
2021-05-22,47.5148
2021-05-23,47.5148
2021-05-24,47.5518
2021-05-25,47.4306
2021-05-26,49.9579
2021-05-27,49.1372
2021-05-28,47.6788
2021-05-29,47.6788
2021-05-30,47.6788
2021-05-31,47.6788
2021-06-01,50.4048
2021-06-02,49.8856
2021-06-03,46.0964
2021-06-04,45.6974
2021-06-05,45.6974
2021-06-06,45.6974
2021-06-07,45.6974
2021-06-08,44.6632
2021-06-09,43.262
2021-06-10,43.9199
2021-06-11,44.4528
2021-06-12,44.4528
2021-06-13,44.4528
2021-06-14,41.9118
2021-06-15,42.2349
2021-06-16,42.4242
2021-06-17,42.0147
2021-06-18,40.0332
2021-06-19,40.0332
2021-06-20,40.0332
2021-06-21,43.8088
2021-06-22,42.1141
2021-06-23,41.7182
2021-06-24,39.3085
2021-06-25,41.1516
2021-06-26,41.1516
2021-06-27,41.1516
2021-06-28,39.0377
2021-06-29,38.7391
2021-06-30,42.3633
2021-07-01,43.3731
2021-07-02,43.2662
2021-07-03,43.2662
2021-07-04,43.2662
2021-07-05,43.2662
2021-07-06,40.6079
2021-07-07,39.4993
2021-07-08,38.539
2021-07-09,41.2009
2021-07-10,41.2009
2021-07-11,41.2009
2021-07-12,40.6778
2021-07-13,39.7844
2021-07-14,39.1632
2021-07-15,38.0341
2021-07-16,35.5111
2021-07-17,35.5111
2021-07-18,35.5111
2021-07-19,34.8034
2021-07-20,36.0126
2021-07-21,40.2831
2021-07-22,36.8685
2021-07-23,34.8541
2021-07-24,34.8541
2021-07-25,34.8541
2021-07-26,34.2927
2021-07-27,32.0901
2021-07-28,34.3347
2021-07-29,32.4403
2021-07-30,31.679
2021-07-31,31.679
2021-08-01,31.679
2021-08-02,30.7008
2021-08-03,29.1699
2021-08-04,27.848
2021-08-05,32.6002
2021-08-06,32.8398
2021-08-07,32.8398
2021-08-08,32.8398
2021-08-09,32.5644
2021-08-10,33.3935
2021-08-11,33.4448
2021-08-12,33.1804
2021-08-13,32.0913
2021-08-14,32.0913
2021-08-15,32.0913
2021-08-16,31.31
2021-08-17,30.4182
2021-08-18,30.0196
2021-08-19,28.1698
2021-08-20,30.4023
2021-08-21,30.4023
2021-08-22,30.4023
2021-08-23,36.141
2021-08-24,42.8294
2021-08-25,43.8867
2021-08-26,43.5343
2021-08-27,45.3701
2021-08-28,45.3701
2021-08-29,45.3701
2021-08-30,44.5783
2021-08-31,46.9618
2021-09-01,46.1028
2021-09-02,45.9078
2021-09-03,44.3551
2021-09-04,44.3551
2021-09-05,44.3551
2021-09-06,44.3551
2021-09-07,48.0715
2021-09-08,46.3117
2021-09-09,45.8382
2021-09-10,42.7724
2021-09-11,42.7724
2021-09-12,42.7724
2021-09-13,44.9575
2021-09-14,38.8487
2021-09-15,38.0052
2021-09-16,37.3319
2021-09-17,38.7096
2021-09-18,38.7096
2021-09-19,38.7096
2021-09-20,38.0702
2021-09-21,35.4223
2021-09-22,36.574
2021-09-23,39.0359
2021-09-24,38.5291
2021-09-25,38.5291
2021-09-26,38.5291
2021-09-27,40.6275
2021-09-28,39.7846
2021-09-29,38.5436
2021-09-30,38.9811
2021-10-01,42.3363
2021-10-02,42.3363
2021-10-03,42.3363
2021-10-04,40.4852
2021-10-05,41.649
2021-10-06,40.5933
2021-10-07,41.3831
2021-10-08,43.6859
2021-10-09,43.6859
2021-10-10,43.6859
2021-10-11,45.4397
2021-10-12,47.6496
2021-10-13,47.3364
2021-10-14,47.9653
2021-10-15,47.4705
2021-10-16,47.4705
2021-10-17,47.4705
2021-10-18,47.3582
2021-10-19,47.9107
2021-10-20,46.3994
2021-10-21,44.9879
2021-10-22,43.5798
2021-10-23,43.5798
2021-10-24,43.5798
2021-10-25,43.5615
2021-10-26,46.0032
2021-10-27,48.8014
2021-10-28,47.6745
2021-10-29,45.8553
2021-10-30,45.8553
2021-10-31,45.8553
2021-11-01,50.4987
2021-11-02,49.8582
2021-11-03,50.6275
2021-11-04,47.9443
2021-11-05,53.4657
2021-11-06,53.4657
2021-11-07,53.4657
2021-11-08,51.3854
2021-11-09,50.4554
2021-11-10,48.527
2021-11-11,47.5508
2021-11-12,47.9519
2021-11-13,47.9519
2021-11-14,47.9519
2021-11-15,51.1231
2021-11-16,49.7838
2021-11-17,47.311
2021-11-18,46.015
2021-11-19,45.5096
2021-11-20,45.5096
2021-11-21,45.5096
2021-11-22,50.1395
2021-11-23,48.6597
2021-11-24,49.0392
2021-11-25,49.0392
2021-11-26,45.3303
2021-11-27,45.3303
2021-11-28,45.3303
2021-11-29,44.3414
2021-11-30,41.8049
2021-12-01,39.4693
2021-12-02,42.7193
2021-12-03,40.8722
2021-12-04,40.8722
2021-12-05,40.8722
2021-12-06,45.4539
2021-12-07,46.0342
2021-12-08,48.8329
2021-12-09,47.8929
2021-12-10,47.1881
2021-12-11,47.1881
2021-12-12,47.1881
2021-12-13,46.0509
2021-12-14,45.1868
2021-12-15,44.6298
2021-12-16,43.2511
2021-12-17,43.9084
2021-12-18,43.9084
2021-12-19,43.9084
2021-12-20,41.9439
2021-12-21,47.3639
2021-12-22,47.3816
2021-12-23,50.091
2021-12-24,50.091
2021-12-25,50.091
2021-12-26,50.091
2021-12-27,48.8891
2021-12-28,48.5211
2021-12-29,47.7437
2021-12-30,48.6503
2021-12-31,48.5791
2022-01-01,48.5791
2022-01-02,48.5791
2022-01-03,50.83
2022-01-04,50.4711
2022-01-05,47.3922
2022-01-06,49.0291
2022-01-07,49.1623
2022-01-08,49.1623
2022-01-09,49.1623
2022-01-10,46.5214
2022-01-11,51.0037
2022-01-12,51.1786
2022-01-13,48.8513
2022-01-14,57.1752
2022-01-15,57.1752
2022-01-16,57.1752
2022-01-17,57.1752
2022-01-18,57.3234
2022-01-19,58.4333
2022-01-20,57.845
2022-01-21,58.0423
2022-01-22,58.0423
2022-01-23,58.0423
2022-01-24,59.6342
2022-01-25,59.5932
2022-01-26,58.0438
2022-01-27,54.0869
2022-01-28,55.6655
2022-01-29,55.6655
2022-01-30,55.6655
2022-01-31,56.6973
2022-02-01,57.9445
2022-02-02,58.0914
2022-02-03,56.38
2022-02-04,56.8342
2022-02-05,56.8342
2022-02-06,56.8342
2022-02-07,58.8224
2022-02-08,59.1963
2022-02-09,60.6169
2022-02-10,60.4807
2022-02-11,57.1816
2022-02-12,57.1816
2022-02-13,57.1816
2022-02-14,58.8192
2022-02-15,61.0916
2022-02-16,60.7559
2022-02-17,59.5157
2022-02-18,59.6088
2022-02-19,59.6088
2022-02-20,59.6088
2022-02-21,59.6088
2022-02-22,55.8466
2022-02-23,55.2734
2022-02-24,52.0594
2022-02-25,53.726
2022-02-26,53.726
2022-02-27,53.726
2022-02-28,50.5178
2022-03-01,46.1238
2022-03-02,52.9097
2022-03-03,49.7032
2022-03-04,47.4047
2022-03-05,47.4047
2022-03-06,47.4047
2022-03-07,41.4662
2022-03-08,42.8835
2022-03-09,45.5652
2022-03-10,45.3537
2022-03-11,42.7221
2022-03-12,42.7221
2022-03-13,42.7221
2022-03-14,38.1713
2022-03-15,39.0554
2022-03-16,44.6304
2022-03-17,45.729
2022-03-18,47.7822
2022-03-19,47.7822
2022-03-20,47.7822
2022-03-21,47.4667
2022-03-22,47.9016
2022-03-23,46.8678
2022-03-24,48.9592
2022-03-25,48.2912
2022-03-26,48.2912
2022-03-27,48.2912
2022-03-28,47.8957
2022-03-29,49.4296
2022-03-30,48.9595
2022-03-31,47.9089
2022-04-01,48.855
2022-04-02,48.855
2022-04-03,48.855
2022-04-04,49.454
2022-04-05,46.5643
2022-04-06,45.4778
2022-04-07,44.3304
2022-04-08,44.1234
2022-04-09,44.1234
2022-04-10,44.1234
2022-04-11,42.9434
2022-04-12,42.9303
2022-04-13,45.0385
2022-04-14,46.2342
2022-04-15,46.2342
2022-04-16,46.2342
2022-04-17,46.2342
2022-04-18,45.7843
2022-04-19,48.446
2022-04-20,48.8869
2022-04-21,46.8898
2022-04-22,45.6869
2022-04-23,45.6869
2022-04-24,45.6869
2022-04-25,45.5228
2022-04-26,43.2722
2022-04-27,43.4413
2022-04-28,45.0231
2022-04-29,44.6387
2022-04-30,44.6387
2022-05-01,44.6387
2022-05-02,46.9979
2022-05-03,46.5742
2022-05-04,47.7548
2022-05-05,45.2743
2022-05-06,43.3313
2022-05-07,43.3313
2022-05-08,43.3313
2022-05-09,39.914
2022-05-10,39.0488
2022-05-11,37.9276
2022-05-12,37.6831
2022-05-13,46.2467
2022-05-14,46.2467
2022-05-15,46.2467
2022-05-16,44.4244
2022-05-17,46.617
2022-05-18,45.3959
2022-05-19,44.6176
2022-05-20,44.9662
2022-05-21,44.9662
2022-05-22,44.9662
2022-05-23,44.2886
2022-05-24,41.5204
2022-05-25,43.5014
2022-05-26,47.0747
2022-05-27,47.8065
2022-05-28,47.8065
2022-05-29,47.8065
2022-05-30,47.8065
2022-05-31,49.1638
2022-06-01,48.6959
2022-06-02,49.3113
2022-06-03,48.3863
2022-06-04,48.3863
2022-06-05,48.3863
2022-06-06,49.3181
2022-06-07,49.8899
2022-06-08,52.5104
2022-06-09,48.946
2022-06-10,46.1818
2022-06-11,46.1818
2022-06-12,46.1818
2022-06-13,42.1886
2022-06-14,45.0206
2022-06-15,45.631
2022-06-16,43.2544
2022-06-17,44.6034
2022-06-18,44.6034
2022-06-19,44.6034
2022-06-20,44.6034
2022-06-21,44.6715
2022-06-22,44.5159
2022-06-23,44.4868
2022-06-24,47.7583
2022-06-25,47.7583
2022-06-26,47.7583
2022-06-27,47.3526
2022-06-28,49.6338
2022-06-29,48.1832
2022-06-30,48.1509
2022-07-01,51.0252
2022-07-02,51.0252
2022-07-03,51.0252
2022-07-04,51.0252
2022-07-05,50.1405
2022-07-06,50.0369
2022-07-07,51.1332
2022-07-08,49.4409
2022-07-09,49.4409
2022-07-10,49.4409
2022-07-11,45.8548
2022-07-12,47.7343
2022-07-13,47.7014
2022-07-14,49.5386
2022-07-15,50.037
2022-07-16,50.037
2022-07-17,50.037
2022-07-18,50.2549
2022-07-19,51.8476
2022-07-20,54.5019
2022-07-21,58.2497
2022-07-22,57.1911
2022-07-23,57.1911
2022-07-24,57.1911
2022-07-25,56.9085
2022-07-26,55.6289
2022-07-27,56.8245
2022-07-28,55.8897
2022-07-29,54.1889
2022-07-30,54.1889
2022-07-31,54.1889
2022-08-01,54.3275
2022-08-02,54.9965
2022-08-03,56.4045
2022-08-04,56.9889
2022-08-05,54.9064
2022-08-06,54.9064
2022-08-07,54.9064
2022-08-08,52.3934
2022-08-09,51.7908
2022-08-10,51.2649
2022-08-11,53.3052
2022-08-12,55.1362
2022-08-13,55.1362
2022-08-14,55.1362
2022-08-15,55.1733
2022-08-16,54.2222
2022-08-17,52.3329
2022-08-18,52.8854
2022-08-19,52.6749
2022-08-20,52.6749
2022-08-21,52.6749
2022-08-22,50.3043
2022-08-23,50.9254
2022-08-24,53.0706
2022-08-25,55.5093
2022-08-26,52.8122
2022-08-27,52.8122
2022-08-28,52.8122
2022-08-29,52.7192
2022-08-30,49.9019
2022-08-31,51.9991
2022-09-01,49.9465
2022-09-02,48.8945
2022-09-03,48.8945
2022-09-04,48.8945
2022-09-05,48.8945
2022-09-06,47.2961
2022-09-07,49.4337
2022-09-08,52.0791
2022-09-09,53.1343
2022-09-10,53.1343
2022-09-11,53.1343
2022-09-12,54.2954
2022-09-13,52.1964
2022-09-14,52.8389
2022-09-15,55.886
2022-09-16,53.4502
2022-09-17,53.4502
2022-09-18,53.4502
2022-09-19,53.8072
2022-09-20,54.7253
2022-09-21,48.9105
2022-09-22,46.3624
2022-09-23,46.7508
2022-09-24,46.7508
2022-09-25,46.7508
2022-09-26,54.657
2022-09-27,54.7565
2022-09-28,54.7358
2022-09-29,52.3201
2022-09-30,50.3524
2022-10-01,50.3524
2022-10-02,50.3524
2022-10-03,52.3354
2022-10-04,57.8216
2022-10-05,58.718
2022-10-06,59.3664
2022-10-07,58.1692
2022-10-08,58.1692
2022-10-09,58.1692
2022-10-10,52.0541
2022-10-11,47.3536
2022-10-12,47.5875
2022-10-13,46.4438
2022-10-14,45.6418
2022-10-15,45.6418
2022-10-16,45.6418
2022-10-17,46.4894
2022-10-18,46.7817
2022-10-19,46.3723
2022-10-20,49.9767
2022-10-21,52.4362
2022-10-22,52.4362
2022-10-23,52.4362
2022-10-24,46.0713
2022-10-25,45.6718
2022-10-26,46.8633
2022-10-27,46.2339
2022-10-28,49.6327
2022-10-29,49.6327
2022-10-30,49.6327
2022-10-31,51.0756
2022-11-01,52.0487
2022-11-02,51.2783
2022-11-03,50.7212
2022-11-04,54.4306
2022-11-05,54.4306
2022-11-06,54.4306
2022-11-07,55.1035
2022-11-08,55.0304
2022-11-09,53.7218
2022-11-10,55.4208
2022-11-11,58.6606
2022-11-12,58.6606
2022-11-13,58.6606
2022-11-14,58.0454
2022-11-15,59.3278
2022-11-16,59.2875
2022-11-17,59.8101
2022-11-18,58.426
2022-11-19,58.426
2022-11-20,58.426
2022-11-21,55.8919
2022-11-22,56.3928
2022-11-23,56.9772
2022-11-24,56.9772
2022-11-25,57.1538
2022-11-26,57.1538
2022-11-27,57.1538
2022-11-28,57.9332
2022-11-29,59.5355
2022-11-30,62.7072
2022-12-01,62.7764
2022-12-02,64.2457
2022-12-03,64.2457
2022-12-04,64.2457
2022-12-05,63.6145
2022-12-06,61.4526
2022-12-07,61.9431
2022-12-08,63.6542
2022-12-09,61.2403
2022-12-10,61.2403
2022-12-11,61.2403
2022-12-12,62.7737
2022-12-13,63.2181
2022-12-14,63.335
2022-12-15,63.0759
2022-12-16,60.124
2022-12-17,60.124
2022-12-18,60.124
2022-12-19,57.4162
2022-12-20,57.4513
2022-12-21,58.3564
2022-12-22,57.4394
2022-12-23,57.4394
2022-12-24,57.4394
2022-12-25,57.4394
2022-12-26,57.4394
2022-12-27,60.888
2022-12-28,55.4276
2022-12-29,57.0022
2022-12-30,58.6639
2022-12-31,58.6639
2023-01-01,58.6639
2023-01-02,58.6639
2023-01-03,60.6653
2023-01-04,64.2984
2023-01-05,63.4459
2023-01-06,63.5015
2023-01-07,63.5015
2023-01-08,63.5015
2023-01-09,65.1605
2023-01-10,66.4888
2023-01-11,65.0796
2023-01-12,65.4315
2023-01-13,67.3555
2023-01-14,67.3555
2023-01-15,67.3555
2023-01-16,67.3555
2023-01-17,66.011
2023-01-18,65.828
2023-01-19,65.8011
2023-01-20,66.0884
2023-01-21,66.0884
2023-01-22,66.0884
2023-01-23,67.2551
2023-01-24,67.3685
2023-01-25,66.0387
2023-01-26,70.52
2023-01-27,71.1661
2023-01-28,71.1661
2023-01-29,71.1661
2023-01-30,68.2402
2023-01-31,69.6312
2023-02-01,69.4066
2023-02-02,65.2683
2023-02-03,66.2009
2023-02-04,66.2009
2023-02-05,66.2009
2023-02-06,65.5847
2023-02-07,65.8563
2023-02-08,64.4441
2023-02-09,64.4161
2023-02-10,62.4227
2023-02-11,62.4227
2023-02-12,62.4227
2023-02-13,63.5883
2023-02-14,63.654
2023-02-15,60.7887
2023-02-16,61.2708
2023-02-17,59.0455
2023-02-18,59.0455
2023-02-19,59.0455
2023-02-20,59.0455
2023-02-21,59.6705
2023-02-22,61.5119
2023-02-23,59.0305
2023-02-24,58.1847
2023-02-25,58.1847
2023-02-26,58.1847
2023-02-27,57.8253
2023-02-28,60.6313
2023-03-01,62.5848
2023-03-02,65.1844
2023-03-03,66.1426
2023-03-04,66.1426
2023-03-05,66.1426
2023-03-06,63.6681
2023-03-07,61.0842
2023-03-08,61.1709
2023-03-09,54.7815
2023-03-10,54.0657
2023-03-11,54.0657
2023-03-12,54.0657
2023-03-13,53.4365
2023-03-14,53.294
2023-03-15,47.271
2023-03-16,50.1334
2023-03-17,50.5823
2023-03-18,50.5823
2023-03-19,50.5823
