,RPAY US Equity
2020-04-07,48.7333
2020-04-08,48.1363
2020-04-09,48.9133
2020-04-10,48.9133
2020-04-11,48.9133
2020-04-12,48.9133
2020-04-13,48.5371
2020-04-14,49.4223
2020-04-15,49.9618
2020-04-16,50.127
2020-04-17,48.5257
2020-04-18,48.5257
2020-04-19,48.5257
2020-04-20,49.1629
2020-04-21,49.632
2020-04-22,53.4122
2020-04-23,51.4445
2020-04-24,52.4189
2020-04-25,52.4189
2020-04-26,52.4189
2020-04-27,54.1633
2020-04-28,56.7246
2020-04-29,56.7731
2020-04-30,56.4458
2020-05-01,55.0983
2020-05-02,55.0983
2020-05-03,55.0983
2020-05-04,54.7357
2020-05-05,55.6955
2020-05-06,54.4332
2020-05-07,54.2613
2020-05-08,56.1523
2020-05-09,56.1523
2020-05-10,56.1523
2020-05-11,52.416
2020-05-12,56.4244
2020-05-13,57.3101
2020-05-14,58.6034
2020-05-15,60.5302
2020-05-16,60.5302
2020-05-17,60.5302
2020-05-18,61.3572
2020-05-19,62.7477
2020-05-20,64.2502
2020-05-21,65.7995
2020-05-22,66.912
2020-05-23,66.912
2020-05-24,66.912
2020-05-25,66.912
2020-05-26,63.2524
2020-05-27,59.9636
2020-05-28,58.4738
2020-05-29,63.5166
2020-05-30,63.5166
2020-05-31,63.5166
2020-06-01,63.5544
2020-06-02,63.7875
2020-06-03,64.4154
2020-06-04,64.7513
2020-06-05,65.1318
2020-06-06,65.1318
2020-06-07,65.1318
2020-06-08,67.8003
2020-06-09,68.9846
2020-06-10,68.0705
2020-06-11,62.8314
2020-06-12,63.4101
2020-06-13,63.4101
2020-06-14,63.4101
2020-06-15,66.137
2020-06-16,66.9454
2020-06-17,65.1272
2020-06-18,64.3621
2020-06-19,63.0729
2020-06-20,63.0729
2020-06-21,63.0729
2020-06-22,63.8424
2020-06-23,63.8833
2020-06-24,64.8316
2020-06-25,66.0348
2020-06-26,62.988
2020-06-27,62.988
2020-06-28,62.988
2020-06-29,60.4544
2020-06-30,58.3306
2020-07-01,59.0627
2020-07-02,59.2538
2020-07-03,59.2538
2020-07-04,59.2538
2020-07-05,59.2538
2020-07-06,61.3091
2020-07-07,59.441
2020-07-08,60.152
2020-07-09,59.0807
2020-07-10,59.9417
2020-07-11,59.9417
2020-07-12,59.9417
2020-07-13,55.2352
2020-07-14,54.3333
2020-07-15,57.4402
2020-07-16,56.4551
2020-07-17,57.239
2020-07-18,57.239
2020-07-19,57.239
2020-07-20,56.5259
2020-07-21,52.2303
2020-07-22,51.4754
2020-07-23,49.8648
2020-07-24,48.6404
2020-07-25,48.6404
2020-07-26,48.6404
2020-07-27,50.352
2020-07-28,48.3068
2020-07-29,49.071
2020-07-30,47.1111
2020-07-31,47.6204
2020-08-01,47.6204
2020-08-02,47.6204
2020-08-03,52.9772
2020-08-04,53.988
2020-08-05,54.3883
2020-08-06,55.0359
2020-08-07,55.0359
2020-08-08,55.0359
2020-08-09,55.0359
2020-08-10,55.3469
2020-08-11,55.2033
2020-08-12,52.3907
2020-08-13,51.6421
2020-08-14,50.6886
2020-08-15,50.6886
2020-08-16,50.6886
2020-08-17,52.6586
2020-08-18,52.3042
2020-08-19,57.6152
2020-08-20,56.0722
2020-08-21,56.1005
2020-08-22,56.1005
2020-08-23,56.1005
2020-08-24,54.5738
2020-08-25,53.3228
2020-08-26,52.3998
2020-08-27,54.2282
2020-08-28,57.1631
2020-08-29,57.1631
2020-08-30,57.1631
2020-08-31,54.8353
2020-09-01,59.3565
2020-09-02,55.8005
2020-09-03,50.6675
2020-09-04,48.9416
2020-09-05,48.9416
2020-09-06,48.9416
2020-09-07,48.9416
2020-09-08,48.7236
2020-09-09,50.7111
2020-09-10,48.3302
2020-09-11,47.3148
2020-09-12,47.3148
2020-09-13,47.3148
2020-09-14,48.189
2020-09-15,48.2041
2020-09-16,47.8014
2020-09-17,48.5008
2020-09-18,50.2558
2020-09-19,50.2558
2020-09-20,50.2558
2020-09-21,47.6747
2020-09-22,50.8051
2020-09-23,50.7441
2020-09-24,49.7254
2020-09-25,51.2591
2020-09-26,51.2591
2020-09-27,51.2591
2020-09-28,50.8738
2020-09-29,49.8086
2020-09-30,48.8154
2020-10-01,49.9804
2020-10-02,49.4152
2020-10-03,49.4152
2020-10-04,49.4152
2020-10-05,51.292
2020-10-06,52.0155
2020-10-07,54.3738
2020-10-08,54.6542
2020-10-09,54.0057
2020-10-10,54.0057
2020-10-11,54.0057
2020-10-12,52.0513
2020-10-13,52.8323
2020-10-14,53.1413
2020-10-15,49.9096
2020-10-16,47.9455
2020-10-17,47.9455
2020-10-18,47.9455
2020-10-19,46.4594
2020-10-20,48.5587
2020-10-21,45.8991
2020-10-22,48.5587
2020-10-23,47.8585
2020-10-24,47.8585
2020-10-25,47.8585
2020-10-26,46.6977
2020-10-27,51.3059
2020-10-28,47.8983
2020-10-29,47.867
2020-10-30,45.6439
2020-10-31,45.6439
2020-11-01,45.6439
2020-11-02,49.0122
2020-11-03,52.943
2020-11-04,55.9902
2020-11-05,56.3038
2020-11-06,55.8918
2020-11-07,55.8918
2020-11-08,55.8918
2020-11-09,57.3969
2020-11-10,48.0651
2020-11-11,47.8821
2020-11-12,45.7946
2020-11-13,47.0044
2020-11-14,47.0044
2020-11-15,47.0044
2020-11-16,46.4292
2020-11-17,46.1108
2020-11-18,44.7228
2020-11-19,44.9676
2020-11-20,43.4545
2020-11-21,43.4545
2020-11-22,43.4545
2020-11-23,43.9339
2020-11-24,48.6021
2020-11-25,51.3066
2020-11-26,51.3066
2020-11-27,50.9949
2020-11-28,50.9949
2020-11-29,50.9949
2020-11-30,51.3733
2020-12-01,51.0596
2020-12-02,52.0145
2020-12-03,50.4781
2020-12-04,52.1109
2020-12-05,52.1109
2020-12-06,52.1109
2020-12-07,52.9882
2020-12-08,53.7737
2020-12-09,50.2651
2020-12-10,48.0711
2020-12-11,47.6468
2020-12-12,47.6468
2020-12-13,47.6468
2020-12-14,49.9947
2020-12-15,52.7355
2020-12-16,53.2655
2020-12-17,55.3927
2020-12-18,58.0864
2020-12-19,58.0864
2020-12-20,58.0864
2020-12-21,59.2214
2020-12-22,61.2707
2020-12-23,60.7874
2020-12-24,60.6731
2020-12-25,60.6731
2020-12-26,60.6731
2020-12-27,60.6731
2020-12-28,60.0504
2020-12-29,57.2758
2020-12-30,58.233
2020-12-31,58.3708
2021-01-01,58.3708
2021-01-02,58.3708
2021-01-03,58.3708
2021-01-04,55.4914
2021-01-05,54.8652
2021-01-06,55.4163
2021-01-07,54.6115
2021-01-08,56.5987
2021-01-09,56.5987
2021-01-10,56.5987
2021-01-11,52.7534
2021-01-12,52.0082
2021-01-13,48.783
2021-01-14,48.8521
2021-01-15,46.9209
2021-01-16,46.9209
2021-01-17,46.9209
2021-01-18,46.9209
2021-01-19,50.2001
2021-01-20,47.9116
2021-01-21,47.6899
2021-01-22,48.9128
2021-01-23,48.9128
2021-01-24,48.9128
2021-01-25,47.2163
2021-01-26,47.2163
2021-01-27,42.8709
2021-01-28,44.3266
2021-01-29,41.5466
2021-01-30,41.5466
2021-01-31,41.5466
2021-02-01,45.6432
2021-02-02,49.2282
2021-02-03,50.9609
2021-02-04,50.9609
2021-02-05,51.1148
2021-02-06,51.1148
2021-02-07,51.1148
2021-02-08,54.0394
2021-02-09,53.1334
2021-02-10,52.4262
2021-02-11,51.4149
2021-02-12,49.8562
2021-02-13,49.8562
2021-02-14,49.8562
2021-02-15,49.8562
2021-02-16,48.9098
2021-02-17,46.6059
2021-02-18,47.0302
2021-02-19,48.2359
2021-02-20,48.2359
2021-02-21,48.2359
2021-02-22,48.5919
2021-02-23,44.6963
2021-02-24,43.9377
2021-02-25,40.4048
2021-02-26,41.2892
2021-02-27,41.2892
2021-02-28,41.2892
2021-03-01,44.3712
2021-03-02,51.8389
2021-03-03,50.05
2021-03-04,48.243
2021-03-05,46.1169
2021-03-06,46.1169
2021-03-07,46.1169
2021-03-08,45.6168
2021-03-09,47.8937
2021-03-10,50.3908
2021-03-11,52.3678
2021-03-12,51.9218
2021-03-13,51.9218
2021-03-14,51.9218
2021-03-15,53.9242
2021-03-16,52.9077
2021-03-17,53.0187
2021-03-18,48.8205
2021-03-19,48.3431
2021-03-20,48.3431
2021-03-21,48.3431
2021-03-22,49.0705
2021-03-23,46.9885
2021-03-24,45.4315
2021-03-25,45.0253
2021-03-26,45.8927
2021-03-27,45.8927
2021-03-28,45.8927
2021-03-29,45.9944
2021-03-30,46.5487
2021-03-31,48.0317
2021-04-01,48.4105
2021-04-02,48.4105
2021-04-03,48.4105
2021-04-04,48.4105
2021-04-05,47.7881
2021-04-06,49.7914
2021-04-07,50.1041
2021-04-08,51.5605
2021-04-09,50.6144
2021-04-10,50.6144
2021-04-11,50.6144
2021-04-12,49.8501
2021-04-13,48.833
2021-04-14,48.4314
2021-04-15,48.5508
2021-04-16,49.399
2021-04-17,49.399
2021-04-18,49.399
2021-04-19,50.2872
2021-04-20,48.4093
2021-04-21,43.899
2021-04-22,47.803
2021-04-23,48.4533
2021-04-24,48.4533
2021-04-25,48.4533
2021-04-26,49.9337
2021-04-27,48.5648
2021-04-28,48.2321
2021-04-29,47.7062
2021-04-30,46.0728
2021-05-01,46.0728
2021-05-02,46.0728
2021-05-03,43.4167
2021-05-04,44.377
2021-05-05,41.3111
2021-05-06,40.9336
2021-05-07,41.9847
2021-05-08,41.9847
2021-05-09,41.9847
2021-05-10,39.7573
2021-05-11,44.0151
2021-05-12,43.7513
2021-05-13,46.0109
2021-05-14,49.5082
2021-05-15,49.5082
2021-05-16,49.5082
2021-05-17,47.5946
2021-05-18,47.6721
2021-05-19,47.0602
2021-05-20,51.3189
2021-05-21,50.6045
2021-05-22,50.6045
2021-05-23,50.6045
2021-05-24,52.2686
2021-05-25,50.3241
2021-05-26,49.0652
2021-05-27,50.2023
2021-05-28,48.1276
2021-05-29,48.1276
2021-05-30,48.1276
2021-05-31,48.1276
2021-06-01,50.0715
2021-06-02,50.5228
2021-06-03,50.171
2021-06-04,53.6926
2021-06-05,53.6926
2021-06-06,53.6926
2021-06-07,54.6352
2021-06-08,55.0906
2021-06-09,51.4343
2021-06-10,51.7692
2021-06-11,52.5587
2021-06-12,52.5587
2021-06-13,52.5587
2021-06-14,53.6429
2021-06-15,51.3811
2021-06-16,51.4203
2021-06-17,55.0251
2021-06-18,55.3819
2021-06-19,55.3819
2021-06-20,55.3819
2021-06-21,55.2459
2021-06-22,54.5986
2021-06-23,52.4638
2021-06-24,52.9497
2021-06-25,52.6712
2021-06-26,52.6712
2021-06-27,52.6712
2021-06-28,53.1806
2021-06-29,53.1806
2021-06-30,51.5477
2021-07-01,52.5525
2021-07-02,53.4155
2021-07-03,53.4155
2021-07-04,53.4155
2021-07-05,53.4155
2021-07-06,54.3203
2021-07-07,51.087
2021-07-08,49.3505
2021-07-09,54.5051
2021-07-10,54.5051
2021-07-11,54.5051
2021-07-12,54.8331
2021-07-13,54.1267
2021-07-14,51.9036
2021-07-15,51.3221
2021-07-16,49.8301
2021-07-17,49.8301
2021-07-18,49.8301
2021-07-19,48.6964
2021-07-20,50.9109
2021-07-21,53.7823
2021-07-22,51.2159
2021-07-23,53.2618
2021-07-24,53.2618
2021-07-25,53.2618
2021-07-26,54.1506
2021-07-27,53.4991
2021-07-28,55.7448
2021-07-29,55.0187
2021-07-30,53.7766
2021-07-31,53.7766
2021-08-01,53.7766
2021-08-02,50.2555
2021-08-03,44.7041
2021-08-04,46.5548
2021-08-05,49.3601
2021-08-06,49.9545
2021-08-07,49.9545
2021-08-08,49.9545
2021-08-09,51.265
2021-08-10,45.7485
2021-08-11,45.8795
2021-08-12,44.2228
2021-08-13,44.0401
2021-08-14,44.0401
2021-08-15,44.0401
2021-08-16,43.2268
2021-08-17,42.0227
2021-08-18,43.0179
2021-08-19,40.7392
2021-08-20,42.099
2021-08-21,42.099
2021-08-22,42.099
2021-08-23,46.562
2021-08-24,45.9831
2021-08-25,45.0558
2021-08-26,44.476
2021-08-27,47.4604
2021-08-28,47.4604
2021-08-29,47.4604
2021-08-30,48.3137
2021-08-31,48.1858
2021-09-01,48.9313
2021-09-02,50.7631
2021-09-03,51.4833
2021-09-04,51.4833
2021-09-05,51.4833
2021-09-06,51.4833
2021-09-07,49.0261
2021-09-08,47.65
2021-09-09,46.6452
2021-09-10,46.077
2021-09-11,46.077
2021-09-12,46.077
2021-09-13,47.1025
2021-09-14,44.7686
2021-09-15,46.8256
2021-09-16,48.4637
2021-09-17,46.8792
2021-09-18,46.8792
2021-09-19,46.8792
2021-09-20,44.3911
2021-09-21,45.6265
2021-09-22,49.1788
2021-09-23,53.8373
2021-09-24,53.1894
2021-09-25,53.1894
2021-09-26,53.1894
2021-09-27,55.4474
2021-09-28,52.7242
2021-09-29,49.8076
2021-09-30,49.0238
2021-10-01,53.1579
2021-10-02,53.1579
2021-10-03,53.1579
2021-10-04,49.678
2021-10-05,50.6876
2021-10-06,50.167
2021-10-07,50.0035
2021-10-08,47.1431
2021-10-09,47.1431
2021-10-10,47.1431
2021-10-11,44.5091
2021-10-12,45.814
2021-10-13,47.1846
2021-10-14,46.9924
2021-10-15,49.0525
2021-10-16,49.0525
2021-10-17,49.0525
2021-10-18,48.0071
2021-10-19,47.4836
2021-10-20,47.2377
2021-10-21,45.9653
2021-10-22,44.4471
2021-10-23,44.4471
2021-10-24,44.4471
2021-10-25,44.5966
2021-10-26,47.7015
2021-10-27,43.6668
2021-10-28,40.4406
2021-10-29,42.9266
2021-10-30,42.9266
2021-10-31,42.9266
2021-11-01,44.1994
2021-11-02,38.5182
2021-11-03,37.3798
2021-11-04,36.6956
2021-11-05,36.0138
2021-11-06,36.0138
2021-11-07,36.0138
2021-11-08,37.0781
2021-11-09,34.9719
2021-11-10,45.1096
2021-11-11,43.8246
2021-11-12,44.2354
2021-11-13,44.2354
2021-11-14,44.2354
2021-11-15,43.7837
2021-11-16,45.3987
2021-11-17,42.8231
2021-11-18,41.2015
2021-11-19,40.2879
2021-11-20,40.2879
2021-11-21,40.2879
2021-11-22,38.7264
2021-11-23,37.7352
2021-11-24,37.9514
2021-11-25,37.9514
2021-11-26,36.3083
2021-11-27,36.3083
2021-11-28,36.3083
2021-11-29,34.5871
2021-11-30,34.4664
2021-12-01,34.1947
2021-12-02,35.8123
2021-12-03,34.4221
2021-12-04,34.4221
2021-12-05,34.4221
2021-12-06,39.3393
2021-12-07,42.5293
2021-12-08,43.7072
2021-12-09,43.6455
2021-12-10,44.3363
2021-12-11,44.3363
2021-12-12,44.3363
2021-12-13,44.1716
2021-12-14,41.7938
2021-12-15,40.9012
2021-12-16,40.0171
2021-12-17,43.2963
2021-12-18,43.2963
2021-12-19,43.2963
2021-12-20,41.5121
2021-12-21,45.5442
2021-12-22,45.7786
2021-12-23,46.4147
2021-12-24,46.4147
2021-12-25,46.4147
2021-12-26,46.4147
2021-12-27,46.0306
2021-12-28,47.1413
2021-12-29,47.183
2021-12-30,48.0718
2021-12-31,46.1586
2022-01-01,46.1586
2022-01-02,46.1586
2022-01-03,51.2561
2022-01-04,50.3246
2022-01-05,49.434
2022-01-06,47.6514
2022-01-07,46.5432
2022-01-08,46.5432
2022-01-09,46.5432
2022-01-10,44.5086
2022-01-11,45.9243
2022-01-12,44.4318
2022-01-13,44.1491
2022-01-14,42.6405
2022-01-15,42.6405
2022-01-16,42.6405
2022-01-17,42.6405
2022-01-18,41.0217
2022-01-19,40.1673
2022-01-20,40.805
2022-01-21,38.0309
2022-01-22,38.0309
2022-01-23,38.0309
2022-01-24,41.4315
2022-01-25,42.4891
2022-01-26,42.5358
2022-01-27,41.9373
2022-01-28,45.2648
2022-01-29,45.2648
2022-01-30,45.2648
2022-01-31,48.4501
2022-02-01,51.526
2022-02-02,48.3861
2022-02-03,44.2061
2022-02-04,46.8697
2022-02-05,46.8697
2022-02-06,46.8697
2022-02-07,47.2098
2022-02-08,48.4239
2022-02-09,50.0219
2022-02-10,48.9635
2022-02-11,48.6332
2022-02-12,48.6332
2022-02-13,48.6332
2022-02-14,48.3333
2022-02-15,50.8417
2022-02-16,49.5963
2022-02-17,47.5262
2022-02-18,45.5591
2022-02-19,45.5591
2022-02-20,45.5591
2022-02-21,45.5591
2022-02-22,46.842
2022-02-23,45.1041
2022-02-24,48.3031
2022-02-25,48.0464
2022-02-26,48.0464
2022-02-27,48.0464
2022-02-28,47.3768
2022-03-01,41.2051
2022-03-02,46.5933
2022-03-03,44.5711
2022-03-04,43.4359
2022-03-05,43.4359
2022-03-06,43.4359
2022-03-07,40.9986
2022-03-08,40.3858
2022-03-09,41.4871
2022-03-10,40.2242
2022-03-11,37.9878
2022-03-12,37.9878
2022-03-13,37.9878
2022-03-14,36.5457
2022-03-15,38.7866
2022-03-16,41.6175
2022-03-17,42.1859
2022-03-18,44.71
2022-03-19,44.71
2022-03-20,44.71
2022-03-21,43.8937
2022-03-22,45.0066
2022-03-23,43.0908
2022-03-24,44.5923
2022-03-25,43.7563
2022-03-26,43.7563
2022-03-27,43.7563
2022-03-28,43.8729
2022-03-29,46.6209
2022-03-30,45.283
2022-03-31,44.7766
2022-04-01,45.9107
2022-04-02,45.9107
2022-04-03,45.9107
2022-04-04,45.9107
2022-04-05,45.2929
2022-04-06,45.0144
2022-04-07,42.8994
2022-04-08,42.2372
2022-04-09,42.2372
2022-04-10,42.2372
2022-04-11,42.7401
2022-04-12,44.3796
2022-04-13,45.1023
2022-04-14,46.054
2022-04-15,46.054
2022-04-16,46.054
2022-04-17,46.054
2022-04-18,44.7917
2022-04-19,45.9981
2022-04-20,45.641
2022-04-21,44.9984
2022-04-22,42.412
2022-04-23,42.412
2022-04-24,42.412
2022-04-25,44.4814
2022-04-26,42.6324
2022-04-27,41.2917
2022-04-28,43.8586
2022-04-29,41.9258
2022-04-30,41.9258
2022-05-01,41.9258
2022-05-02,43.3867
2022-05-03,44.4468
2022-05-04,47.1904
2022-05-05,43.7435
2022-05-06,41.7998
2022-05-07,41.7998
2022-05-08,41.7998
2022-05-09,40.828
2022-05-10,38.7396
2022-05-11,33.1297
2022-05-12,33.1778
2022-05-13,35.0633
2022-05-14,35.0633
2022-05-15,35.0633
2022-05-16,33.9209
2022-05-17,38.3105
2022-05-18,40.3389
2022-05-19,45.6849
2022-05-20,45.9061
2022-05-21,45.9061
2022-05-22,45.9061
2022-05-23,46.4328
2022-05-24,45.4839
2022-05-25,45.8392
2022-05-26,45.2293
2022-05-27,47.4013
2022-05-28,47.4013
2022-05-29,47.4013
2022-05-30,47.4013
2022-05-31,45.2035
2022-06-01,47.1445
2022-06-02,49.7738
2022-06-03,47.14
2022-06-04,47.14
2022-06-05,47.14
2022-06-06,47.3675
2022-06-07,47.5232
2022-06-08,46.7013
2022-06-09,45.292
2022-06-10,43.2983
2022-06-11,43.2983
2022-06-12,43.2983
2022-06-13,41.9702
2022-06-14,41.4252
2022-06-15,42.2917
2022-06-16,40.2186
2022-06-17,42.9316
2022-06-18,42.9316
2022-06-19,42.9316
2022-06-20,42.9316
2022-06-21,46.9573
2022-06-22,47.5101
2022-06-23,49.6803
2022-06-24,52.8831
2022-06-25,52.8831
2022-06-26,52.8831
2022-06-27,51.437
2022-06-28,49.9137
2022-06-29,48.6061
2022-06-30,49.0282
2022-07-01,50.295
2022-07-02,50.295
2022-07-03,50.295
2022-07-04,50.295
2022-07-05,51.3933
2022-07-06,50.7532
2022-07-07,51.725
2022-07-08,50.853
2022-07-09,50.853
2022-07-10,50.853
2022-07-11,50.1451
2022-07-12,50.1873
2022-07-13,48.4481
2022-07-14,49.4644
2022-07-15,49.9085
2022-07-16,49.9085
2022-07-17,49.9085
2022-07-18,49.6377
2022-07-19,51.802
2022-07-20,53.1049
2022-07-21,55.5496
2022-07-22,50.3492
2022-07-23,50.3492
2022-07-24,50.3492
2022-07-25,49.7944
2022-07-26,47.8235
2022-07-27,49.6229
2022-07-28,49.4937
2022-07-29,50.947
2022-07-30,50.947
2022-07-31,50.947
2022-08-01,51.9015
2022-08-02,51.6181
2022-08-03,51.7543
2022-08-04,52.1262
2022-08-05,50.8588
2022-08-06,50.8588
2022-08-07,50.8588
2022-08-08,51.6852
2022-08-09,48.5083
2022-08-10,38.2482
2022-08-11,40.234
2022-08-12,41.8385
2022-08-13,41.8385
2022-08-14,41.8385
2022-08-15,40.9684
2022-08-16,40.9008
2022-08-17,37.8896
2022-08-18,37.915
2022-08-19,37.8669
2022-08-20,37.8669
2022-08-21,37.8669
2022-08-22,35.9484
2022-08-23,38.8387
2022-08-24,40.505
2022-08-25,42.4704
2022-08-26,40.9318
2022-08-27,40.9318
2022-08-28,40.9318
2022-08-29,39.4208
2022-08-30,38.9253
2022-08-31,38.5245
2022-09-01,39.2257
2022-09-02,39.1546
2022-09-03,39.1546
2022-09-04,39.1546
2022-09-05,39.1546
2022-09-06,38.6118
2022-09-07,39.0778
2022-09-08,38.7733
2022-09-09,40.101
2022-09-10,40.101
2022-09-11,40.101
2022-09-12,40.4048
2022-09-13,38.4287
2022-09-14,39.2442
2022-09-15,38.6735
2022-09-16,36.8521
2022-09-17,36.8521
2022-09-18,36.8521
2022-09-19,35.5347
2022-09-20,36.075
2022-09-21,35.5738
2022-09-22,33.5346
2022-09-23,33.2834
2022-09-24,33.2834
2022-09-25,33.2834
2022-09-26,31.9398
2022-09-27,32.2377
2022-09-28,34.8907
2022-09-29,33.8251
2022-09-30,33.0058
2022-10-01,33.0058
2022-10-02,33.0058
2022-10-03,34.1312
2022-10-04,37.9414
2022-10-05,36.2236
2022-10-06,35.4721
2022-10-07,34.3845
2022-10-08,34.3845
2022-10-09,34.3845
2022-10-10,33.4376
2022-10-11,32.9125
2022-10-12,32.8744
2022-10-13,34.4463
2022-10-14,33.1223
2022-10-15,33.1223
2022-10-16,33.1223
2022-10-17,33.2028
2022-10-18,32.2396
2022-10-19,32.6606
2022-10-20,32.5769
2022-10-21,32.2348
2022-10-22,32.2348
2022-10-23,32.2348
2022-10-24,31.4241
2022-10-25,33.0737
2022-10-26,34.1658
2022-10-27,33.8798
2022-10-28,34.7276
2022-10-29,34.7276
2022-10-30,34.7276
2022-10-31,34.273
2022-11-01,36.0061
2022-11-02,33.376
2022-11-03,31.3274
2022-11-04,30.8916
2022-11-05,30.8916
2022-11-06,30.8916
2022-11-07,30.3671
2022-11-08,29.7146
2022-11-09,27.4756
2022-11-10,44.8328
2022-11-11,48.6684
2022-11-12,48.6684
2022-11-13,48.6684
2022-11-14,50.0099
2022-11-15,53.1037
2022-11-16,53.2997
2022-11-17,51.6252
2022-11-18,52.5
2022-11-19,52.5
2022-11-20,52.5
2022-11-21,50.2866
2022-11-22,52.0637
2022-11-23,53.2336
2022-11-24,53.2336
2022-11-25,53.6407
2022-11-26,53.6407
2022-11-27,53.6407
2022-11-28,52.75
2022-11-29,55.1632
2022-11-30,56.3888
2022-12-01,57.0686
2022-12-02,55.9726
2022-12-03,55.9726
2022-12-04,55.9726
2022-12-05,52.9995
2022-12-06,51.0139
2022-12-07,51.8913
2022-12-08,52.1683
2022-12-09,51.5542
2022-12-10,51.5542
2022-12-11,51.5542
2022-12-12,51.8474
2022-12-13,50.3349
2022-12-14,50.8295
2022-12-15,49.4291
2022-12-16,51.0156
2022-12-17,51.0156
2022-12-18,51.0156
2022-12-19,49.412
2022-12-20,50.1256
2022-12-21,51.2255
2022-12-22,48.4922
2022-12-23,48.3017
2022-12-24,48.3017
2022-12-25,48.3017
2022-12-26,48.3017
2022-12-27,49.0606
2022-12-28,48.591
2022-12-29,51.0158
2022-12-30,51.2874
2022-12-31,51.2874
2023-01-01,51.2874
2023-01-02,51.2874
2023-01-03,51.0677
2023-01-04,51.9897
2023-01-05,51.2217
2023-01-06,51.2217
2023-01-07,51.2217
2023-01-08,51.2217
2023-01-09,54.0544
2023-01-10,52.9932
2023-01-11,56.3357
2023-01-12,57.6085
2023-01-13,57.2631
2023-01-14,57.2631
2023-01-15,57.2631
2023-01-16,57.2631
2023-01-17,57.0861
2023-01-18,56.5437
2023-01-19,54.7498
2023-01-20,58.6203
2023-01-21,58.6203
2023-01-22,58.6203
2023-01-23,58.6203
2023-01-24,58.0609
2023-01-25,59.5902
2023-01-26,61.3037
2023-01-27,60.7119
2023-01-28,60.7119
2023-01-29,60.7119
2023-01-30,58.5672
2023-01-31,60.7204
2023-02-01,62.1983
2023-02-02,64.0078
2023-02-03,62.2188
2023-02-04,62.2188
2023-02-05,62.2188
2023-02-06,58.9967
2023-02-07,60.0664
2023-02-08,57.0764
2023-02-09,55.9415
2023-02-10,55.7651
2023-02-11,55.7651
2023-02-12,55.7651
2023-02-13,56.2646
2023-02-14,54.6238
2023-02-15,57.138
2023-02-16,51.1113
2023-02-17,51.6245
2023-02-18,51.6245
2023-02-19,51.6245
2023-02-20,51.6245
2023-02-21,48.5374
2023-02-22,50.5518
2023-02-23,49.295
2023-02-24,47.2917
2023-02-25,47.2917
2023-02-26,47.2917
2023-02-27,47.7623
2023-02-28,47.47
2023-03-01,44.777
2023-03-02,42.3567
2023-03-03,45.9507
2023-03-04,45.9507
2023-03-05,45.9507
2023-03-06,44.8335
2023-03-07,43.5449
2023-03-08,44.044
2023-03-09,41.6926
2023-03-10,39.0684
2023-03-11,39.0684
2023-03-12,39.0684
2023-03-13,36.4818
2023-03-14,37.2709
2023-03-15,37.0067
2023-03-16,36.21
2023-03-17,34.6168
2023-03-18,34.6168
