,CE US Equity
2020-09-24,54.7758
2020-09-25,55.4058
2020-09-26,55.4058
2020-09-27,55.4058
2020-09-28,57.6155
2020-09-29,55.622
2020-09-30,56.1422
2020-10-01,54.5072
2020-10-02,56.5586
2020-10-03,56.5586
2020-10-04,56.5586
2020-10-05,58.6946
2020-10-06,59.0938
2020-10-07,63.231
2020-10-08,64.2835
2020-10-09,64.1433
2020-10-10,64.1433
2020-10-11,64.1433
2020-10-12,63.4276
2020-10-13,62.2262
2020-10-14,63.8655
2020-10-15,64.6113
2020-10-16,65.059
2020-10-17,65.059
2020-10-18,65.059
2020-10-19,61.8229
2020-10-20,61.3755
2020-10-21,59.847
2020-10-22,61.4482
2020-10-23,63.1628
2020-10-24,63.1628
2020-10-25,63.1628
2020-10-26,58.0012
2020-10-27,54.1771
2020-10-28,53.5309
2020-10-29,55.6122
2020-10-30,55.2975
2020-10-31,55.2975
2020-11-01,55.2975
2020-11-02,58.7389
2020-11-03,59.6411
2020-11-04,55.7562
2020-11-05,59.3307
2020-11-06,59.3458
2020-11-07,59.3458
2020-11-08,59.3458
2020-11-09,63.8948
2020-11-10,64.9042
2020-11-11,65.1023
2020-11-12,60.9007
2020-11-13,63.4748
2020-11-14,63.4748
2020-11-15,63.4748
2020-11-16,66.0262
2020-11-17,65.5953
2020-11-18,66.0537
2020-11-19,66.2514
2020-11-20,64.3806
2020-11-21,64.3806
2020-11-22,64.3806
2020-11-23,65.8875
2020-11-24,67.6297
2020-11-25,62.8097
2020-11-26,62.8097
2020-11-27,63.2198
2020-11-28,63.2198
2020-11-29,63.2198
2020-11-30,58.8601
2020-12-01,59.5174
2020-12-02,59.7392
2020-12-03,58.7801
2020-12-04,60.7951
2020-12-05,60.7951
2020-12-06,60.7951
2020-12-07,57.9446
2020-12-08,58.4867
2020-12-09,58.4867
2020-12-10,58.7967
2020-12-11,58.8195
2020-12-12,58.8195
2020-12-13,58.8195
2020-12-14,56.6537
2020-12-15,58.2518
2020-12-16,57.183
2020-12-17,57.941
2020-12-18,58.5865
2020-12-19,58.5865
2020-12-20,58.5865
2020-12-21,57.4464
2020-12-22,56.8173
2020-12-23,55.8737
2020-12-24,56.2949
2020-12-25,56.2949
2020-12-26,56.2949
2020-12-27,56.2949
2020-12-28,53.8885
2020-12-29,53.5923
2020-12-30,55.6209
2020-12-31,55.945
2021-01-01,55.945
2021-01-02,55.945
2021-01-03,55.945
2021-01-04,51.3681
2021-01-05,56.5658
2021-01-06,60.3891
2021-01-07,62.3756
2021-01-08,59.5757
2021-01-09,59.5757
2021-01-10,59.5757
2021-01-11,59.698
2021-01-12,60.9636
2021-01-13,58.8456
2021-01-14,59.4215
2021-01-15,55.763
2021-01-16,55.763
2021-01-17,55.763
2021-01-18,55.763
2021-01-19,54.2386
2021-01-20,54.0698
2021-01-21,54.0289
2021-01-22,53.0629
2021-01-23,53.0629
2021-01-24,53.0629
2021-01-25,50.0564
2021-01-26,47.5376
2021-01-27,42.454
2021-01-28,44.7041
2021-01-29,45.1555
2021-01-30,45.1555
2021-01-31,45.1555
2021-02-01,45.6631
2021-02-02,47.9169
2021-02-03,49.0609
2021-02-04,48.8893
2021-02-05,50.087
2021-02-06,50.087
2021-02-07,50.087
2021-02-08,53.1668
2021-02-09,52.5161
2021-02-10,52.2854
2021-02-11,53.4982
2021-02-12,55.5015
2021-02-13,55.5015
2021-02-14,55.5015
2021-02-15,55.5015
2021-02-16,53.7937
2021-02-17,54.9516
2021-02-18,53.8562
2021-02-19,57.1643
2021-02-20,57.1643
2021-02-21,57.1643
2021-02-22,58.9954
2021-02-23,58.367
2021-02-24,61.5799
2021-02-25,58.9235
2021-02-26,58.9997
2021-02-27,58.9997
2021-02-28,58.9997
2021-03-01,61.6504
2021-03-02,61.7994
2021-03-03,62.4181
2021-03-04,60.3147
2021-03-05,64.5102
2021-03-06,64.5102
2021-03-07,64.5102
2021-03-08,65.8869
2021-03-09,60.7298
2021-03-10,62.1522
2021-03-11,61.565
2021-03-12,62.2243
2021-03-13,62.2243
2021-03-14,62.2243
2021-03-15,59.9991
2021-03-16,57.7405
2021-03-17,59.7613
2021-03-18,61.1894
2021-03-19,60.1171
2021-03-20,60.1171
2021-03-21,60.1171
2021-03-22,59.3854
2021-03-23,54.066
2021-03-24,55.1672
2021-03-25,59.7706
2021-03-26,61.6461
2021-03-27,61.6461
2021-03-28,61.6461
2021-03-29,61.1958
2021-03-30,60.4857
2021-03-31,58.8598
2021-04-01,60.2291
2021-04-02,60.2291
2021-04-03,60.2291
2021-04-04,60.2291
2021-04-05,61.3984
2021-04-06,61.195
2021-04-07,58.6618
2021-04-08,57.7781
2021-04-09,59.3477
2021-04-10,59.3477
2021-04-11,59.3477
2021-04-12,60.8402
2021-04-13,58.2285
2021-04-14,59.3018
2021-04-15,60.6449
2021-04-16,62.2322
2021-04-17,62.2322
2021-04-18,62.2322
2021-04-19,62.456
2021-04-20,59.6061
2021-04-21,61.6737
2021-04-22,57.2166
2021-04-23,59.7889
2021-04-24,59.7889
2021-04-25,59.7889
2021-04-26,60.081
2021-04-27,58.8975
2021-04-28,58.5676
2021-04-29,59.6674
2021-04-30,58.5225
2021-05-01,58.5225
2021-05-02,58.5225
2021-05-03,60.6792
2021-05-04,63.9707
2021-05-05,65.2855
2021-05-06,65.7824
2021-05-07,65.9169
2021-05-08,65.9169
2021-05-09,65.9169
2021-05-10,64.3569
2021-05-11,64.9569
2021-05-12,59.5636
2021-05-13,61.8629
2021-05-14,62.1919
2021-05-15,62.1919
2021-05-16,62.1919
2021-05-17,63.3077
2021-05-18,61.2743
2021-05-19,58.6997
2021-05-20,58.5936
2021-05-21,58.4644
2021-05-22,58.4644
2021-05-23,58.4644
2021-05-24,59.7362
2021-05-25,57.5682
2021-05-26,57.6722
2021-05-27,58.7477
2021-05-28,58.7928
2021-05-29,58.7928
2021-05-30,58.7928
2021-05-31,58.7928
2021-06-01,60.9857
2021-06-02,58.1497
2021-06-03,59.14
2021-06-04,58.303
2021-06-05,58.303
2021-06-06,58.303
2021-06-07,57.1867
2021-06-08,56.851
2021-06-09,53.9855
2021-06-10,52.8268
2021-06-11,52.0163
2021-06-12,52.0163
2021-06-13,52.0163
2021-06-14,48.3074
2021-06-15,48.533
2021-06-16,44.9422
2021-06-17,41.2284
2021-06-18,40.2445
2021-06-19,40.2445
2021-06-20,40.2445
2021-06-21,43.2123
2021-06-22,42.6158
2021-06-23,42.7916
2021-06-24,44.1044
2021-06-25,44.2933
2021-06-26,44.2933
2021-06-27,44.2933
2021-06-28,42.7649
2021-06-29,41.7365
2021-06-30,46.4753
2021-07-01,47.967
2021-07-02,49.4709
2021-07-03,49.4709
2021-07-04,49.4709
2021-07-05,49.4709
2021-07-06,45.5715
2021-07-07,46.8014
2021-07-08,45.3709
2021-07-09,48.8995
2021-07-10,48.8995
2021-07-11,48.8995
2021-07-12,49.6521
2021-07-13,49.4659
2021-07-14,49.4294
2021-07-15,51.1368
2021-07-16,47.8406
2021-07-17,47.8406
2021-07-18,47.8406
2021-07-19,43.9967
2021-07-20,47.1366
2021-07-21,47.5595
2021-07-22,45.485
2021-07-23,49.555
2021-07-24,49.555
2021-07-25,49.555
2021-07-26,50.181
2021-07-27,50.6372
2021-07-28,50.4249
2021-07-29,52.0037
2021-07-30,52.0817
2021-07-31,52.0817
2021-08-01,52.0817
2021-08-02,50.4044
2021-08-03,52.4001
2021-08-04,49.029
2021-08-05,49.5013
2021-08-06,51.6494
2021-08-07,51.6494
2021-08-08,51.6494
2021-08-09,52.5505
2021-08-10,55.7035
2021-08-11,57.8395
2021-08-12,57.4848
2021-08-13,57.0301
2021-08-14,57.0301
2021-08-15,57.0301
2021-08-16,54.1402
2021-08-17,51.5329
2021-08-18,49.8215
2021-08-19,47.7022
2021-08-20,49.0192
2021-08-21,49.0192
2021-08-22,49.0192
2021-08-23,50.4783
2021-08-24,52.1958
2021-08-25,53.5848
2021-08-26,52.7162
2021-08-27,54.4456
2021-08-28,54.4456
2021-08-29,54.4456
2021-08-30,53.5892
2021-08-31,52.8188
2021-09-01,51.2835
2021-09-02,50.6721
2021-09-03,49.4522
2021-09-04,49.4522
2021-09-05,49.4522
2021-09-06,49.4522
2021-09-07,46.9822
2021-09-08,45.7557
2021-09-09,47.5618
2021-09-10,47.9186
2021-09-11,47.9186
2021-09-12,47.9186
2021-09-13,48.6109
2021-09-14,44.7784
2021-09-15,46.4032
2021-09-16,47.5365
2021-09-17,44.4847
2021-09-18,44.4847
2021-09-19,44.4847
2021-09-20,41.512
2021-09-21,42.3793
2021-09-22,42.1161
2021-09-23,46.0842
2021-09-24,49.3171
2021-09-25,49.3171
2021-09-26,49.3171
2021-09-27,51.4517
2021-09-28,49.7344
2021-09-29,50.1847
2021-09-30,47.3667
2021-10-01,49.8012
2021-10-02,49.8012
2021-10-03,49.8012
2021-10-04,49.7657
2021-10-05,55.154
2021-10-06,54.2751
2021-10-07,55.2306
2021-10-08,54.2767
2021-10-09,54.2767
2021-10-10,54.2767
2021-10-11,54.8813
2021-10-12,54.3068
2021-10-13,53.735
2021-10-14,57.0738
2021-10-15,58.6002
2021-10-16,58.6002
2021-10-17,58.6002
2021-10-18,57.7859
2021-10-19,58.2766
2021-10-20,59.7739
2021-10-21,58.8882
2021-10-22,60.9419
2021-10-23,60.9419
2021-10-24,60.9419
2021-10-25,63.0086
2021-10-26,63.0776
2021-10-27,54.7086
2021-10-28,56.1433
2021-10-29,53.1105
2021-10-30,53.1105
2021-10-31,53.1105
2021-11-01,53.1105
2021-11-02,56.6409
2021-11-03,56.9818
2021-11-04,57.1449
2021-11-05,59.0298
2021-11-06,59.0298
2021-11-07,59.0298
2021-11-08,59.4517
2021-11-09,61.4825
2021-11-10,57.4557
2021-11-11,58.5852
2021-11-12,58.1633
2021-11-13,58.1633
2021-11-14,58.1633
2021-11-15,55.4953
2021-11-16,56.4187
2021-11-17,54.7389
2021-11-18,55.1857
2021-11-19,53.5074
2021-11-20,53.5074
2021-11-21,53.5074
2021-11-22,53.7275
2021-11-23,54.9904
2021-11-24,53.441
2021-11-25,53.441
2021-11-26,48.734
2021-11-27,48.734
2021-11-28,48.734
2021-11-29,47.7893
2021-11-30,41.4231
2021-12-01,39.8468
2021-12-02,44.2876
2021-12-03,43.9996
2021-12-04,43.9996
2021-12-05,43.9996
2021-12-06,47.9515
2021-12-07,49.2719
2021-12-08,49.2489
2021-12-09,48.318
2021-12-10,50.1851
2021-12-11,50.1851
2021-12-12,50.1851
2021-12-13,47.9639
2021-12-14,49.2043
2021-12-15,49.5643
2021-12-16,52.0037
2021-12-17,48.9144
2021-12-18,48.9144
2021-12-19,48.9144
2021-12-20,46.4456
2021-12-21,48.5743
2021-12-22,49.3085
2021-12-23,50.7554
2021-12-24,50.7554
2021-12-25,50.7554
2021-12-26,50.7554
2021-12-27,52.6522
2021-12-28,53.8608
2021-12-29,55.0127
2021-12-30,54.1819
2021-12-31,55.5914
2022-01-01,55.5914
2022-01-02,55.5914
2022-01-03,55.0738
2022-01-04,58.3731
2022-01-05,59.4504
2022-01-06,57.4709
2022-01-07,57.7194
2022-01-08,57.7194
2022-01-09,57.7194
2022-01-10,56.0446
2022-01-11,56.6801
2022-01-12,57.8258
2022-01-13,58.2737
2022-01-14,58.399
2022-01-15,58.399
2022-01-16,58.399
2022-01-17,58.399
2022-01-18,55.3537
2022-01-19,53.0527
2022-01-20,50.2743
2022-01-21,46.7407
2022-01-22,46.7407
2022-01-23,46.7407
2022-01-24,46.8742
2022-01-25,46.109
2022-01-26,45.9473
2022-01-27,46.3655
2022-01-28,41.0948
2022-01-29,41.0948
2022-01-30,41.0948
2022-01-31,43.5331
2022-02-01,45.3104
2022-02-02,46.4189
2022-02-03,47.3421
2022-02-04,44.7167
2022-02-05,44.7167
2022-02-06,44.7167
2022-02-07,43.6655
2022-02-08,46.5946
2022-02-09,48.6112
2022-02-10,48.141
2022-02-11,44.7092
2022-02-12,44.7092
2022-02-13,44.7092
2022-02-14,43.6955
2022-02-15,47.3476
2022-02-16,45.7032
2022-02-17,43.4795
2022-02-18,38.5458
2022-02-19,38.5458
2022-02-20,38.5458
2022-02-21,38.5458
2022-02-22,38.4443
2022-02-23,35.4546
2022-02-24,34.8061
2022-02-25,38.4788
2022-02-26,38.4788
2022-02-27,38.4788
2022-02-28,37.4076
2022-03-01,35.5542
2022-03-02,41.8375
2022-03-03,42.9239
2022-03-04,41.3535
2022-03-05,41.3535
2022-03-06,41.3535
2022-03-07,37.2307
2022-03-08,37.4488
2022-03-09,41.0161
2022-03-10,41.0007
2022-03-11,40.7002
2022-03-12,40.7002
2022-03-13,40.7002
2022-03-14,42.0868
2022-03-15,41.3806
2022-03-16,44.2024
2022-03-17,44.4491
2022-03-18,44.6639
2022-03-19,44.6639
2022-03-20,44.6639
2022-03-21,44.6002
2022-03-22,45.3501
2022-03-23,43.9024
2022-03-24,45.8381
2022-03-25,46.0413
2022-03-26,46.0413
2022-03-27,46.0413
2022-03-28,45.8279
2022-03-29,47.9253
2022-03-30,46.6716
2022-03-31,45.3854
2022-04-01,46.0888
2022-04-02,46.0888
2022-04-03,46.0888
2022-04-04,45.8624
2022-04-05,45.2042
2022-04-06,43.6372
2022-04-07,44.2998
2022-04-08,47.3965
2022-04-09,47.3965
2022-04-10,47.3965
2022-04-11,47.8545
2022-04-12,47.016
2022-04-13,49.8511
2022-04-14,48.1994
2022-04-15,48.1994
2022-04-16,48.1994
2022-04-17,48.1994
2022-04-18,48.3356
2022-04-19,50.2049
2022-04-20,51.0458
2022-04-21,50.7657
2022-04-22,46.1156
2022-04-23,46.1156
2022-04-24,46.1156
2022-04-25,45.4689
2022-04-26,43.3692
2022-04-27,44.8661
2022-04-28,47.5809
2022-04-29,51.0751
2022-04-30,51.0751
2022-05-01,51.0751
2022-05-02,50.2202
2022-05-03,53.7701
2022-05-04,57.837
2022-05-05,53.9614
2022-05-06,51.9273
2022-05-07,51.9273
2022-05-08,51.9273
2022-05-09,47.5321
2022-05-10,46.1605
2022-05-11,46.6782
2022-05-12,45.0012
2022-05-13,47.7111
2022-05-14,47.7111
2022-05-15,47.7111
2022-05-16,49.3057
2022-05-17,56.2294
2022-05-18,53.3085
2022-05-19,52.4429
2022-05-20,52.8786
2022-05-21,52.8786
2022-05-22,52.8786
2022-05-23,53.5359
2022-05-24,51.8967
2022-05-25,53.1753
2022-05-26,55.7774
2022-05-27,57.7413
2022-05-28,57.7413
2022-05-29,57.7413
2022-05-30,57.7413
2022-05-31,55.7501
2022-06-01,54.8052
2022-06-02,56.6694
2022-06-03,55.4965
2022-06-04,55.4965
2022-06-05,55.4965
2022-06-06,56.9209
2022-06-07,58.0758
2022-06-08,55.892
2022-06-09,53.5818
2022-06-10,47.4673
2022-06-11,47.4673
2022-06-12,47.4673
2022-06-13,43.2006
2022-06-14,42.4497
2022-06-15,41.5501
2022-06-16,36.639
2022-06-17,36.3648
2022-06-18,36.3648
2022-06-19,36.3648
2022-06-20,36.3648
2022-06-21,37.487
2022-06-22,36.096
2022-06-23,35.9327
2022-06-24,40.9405
2022-06-25,40.9405
2022-06-26,40.9405
2022-06-27,39.675
2022-06-28,38.9349
2022-06-29,37.5374
2022-06-30,36.6576
2022-07-01,35.882
2022-07-02,35.882
2022-07-03,35.882
2022-07-04,35.882
2022-07-05,34.8019
2022-07-06,35.1035
2022-07-07,36.3
2022-07-08,35.4306
2022-07-09,35.4306
2022-07-10,35.4306
2022-07-11,34.661
2022-07-12,35.048
2022-07-13,33.5695
2022-07-14,32.9526
2022-07-15,34.6401
2022-07-16,34.6401
2022-07-17,34.6401
2022-07-18,35.385
2022-07-19,40.15
2022-07-20,40.0585
2022-07-21,39.9173
2022-07-22,39.2927
2022-07-23,39.2927
2022-07-24,39.2927
2022-07-25,40.7757
2022-07-26,40.4482
2022-07-27,43.3381
2022-07-28,44.6265
2022-07-29,43.2276
2022-07-30,43.2276
2022-07-31,43.2276
2022-08-01,41.0853
2022-08-02,39.7401
2022-08-03,39.2819
2022-08-04,39.5944
2022-08-05,39.5184
2022-08-06,39.5184
2022-08-07,39.5184
2022-08-08,39.6475
2022-08-09,39.4547
2022-08-10,42.4347
2022-08-11,44.5159
2022-08-12,45.7252
2022-08-13,45.7252
2022-08-14,45.7252
2022-08-15,44.7169
2022-08-16,46.13
2022-08-17,43.8883
2022-08-18,45.8068
2022-08-19,44.2075
2022-08-20,44.2075
2022-08-21,44.2075
2022-08-22,41.744
2022-08-23,45.989
2022-08-24,46.3053
2022-08-25,48.1033
2022-08-26,44.8109
2022-08-27,44.8109
2022-08-28,44.8109
2022-08-29,45.7209
2022-08-30,44.2517
2022-08-31,42.9612
2022-09-01,41.5917
2022-09-02,40.4562
2022-09-03,40.4562
2022-09-04,40.4562
2022-09-05,40.4562
2022-09-06,40.1157
2022-09-07,43.598
2022-09-08,45.3758
2022-09-09,47.7574
2022-09-10,47.7574
2022-09-11,47.7574
2022-09-12,49.0657
2022-09-13,43.8702
2022-09-14,43.0716
2022-09-15,42.5842
2022-09-16,39.7733
2022-09-17,39.7733
2022-09-18,39.7733
2022-09-19,40.9483
2022-09-20,38.4735
2022-09-21,37.3712
2022-09-22,35.6667
2022-09-23,34.2611
2022-09-24,34.2611
2022-09-25,34.2611
2022-09-26,32.8226
2022-09-27,33.2186
2022-09-28,36.5563
2022-09-29,35.1928
2022-09-30,36.1935
2022-10-01,36.1935
2022-10-02,36.1935
2022-10-03,39.5273
2022-10-04,41.6774
2022-10-05,40.4796
2022-10-06,39.2896
2022-10-07,38.0477
2022-10-08,38.0477
2022-10-09,38.0477
2022-10-10,39.4109
2022-10-11,38.9483
2022-10-12,38.3442
2022-10-13,41.2253
2022-10-14,38.6605
2022-10-15,38.6605
2022-10-16,38.6605
2022-10-17,41.3767
2022-10-18,43.6821
2022-10-19,42.3234
2022-10-20,42.0088
2022-10-21,44.0716
2022-10-22,44.0716
2022-10-23,44.0716
2022-10-24,43.128
2022-10-25,45.4202
2022-10-26,45.6144
2022-10-27,45.3275
2022-10-28,46.116
2022-10-29,46.116
2022-10-30,46.116
2022-10-31,46.1327
2022-11-01,48.0045
2022-11-02,44.8654
2022-11-03,45.2814
2022-11-04,43.5139
2022-11-05,43.5139
2022-11-06,43.5139
2022-11-07,43.9223
2022-11-08,45.1881
2022-11-09,43.7006
2022-11-10,53.3287
2022-11-11,57.1216
2022-11-12,57.1216
2022-11-13,57.1216
2022-11-14,53.1586
2022-11-15,51.6907
2022-11-16,50.2234
2022-11-17,49.4299
2022-11-18,50.6816
2022-11-19,50.6816
2022-11-20,50.6816
2022-11-21,49.5783
2022-11-22,52.4854
2022-11-23,52.5732
2022-11-24,52.5732
2022-11-25,52.8437
2022-11-26,52.8437
2022-11-27,52.8437
2022-11-28,50.1193
2022-11-29,53.2021
2022-11-30,54.2724
2022-12-01,54.3896
2022-12-02,55.3976
2022-12-03,55.3976
2022-12-04,55.3976
2022-12-05,54.8327
2022-12-06,52.1427
2022-12-07,50.0783
2022-12-08,49.5673
2022-12-09,50.4134
2022-12-10,50.4134
2022-12-11,50.4134
2022-12-12,52.4353
2022-12-13,54.8974
2022-12-14,52.6293
2022-12-15,50.0834
2022-12-16,49.4817
2022-12-17,49.4817
2022-12-18,49.4817
2022-12-19,49.0959
2022-12-20,49.4001
2022-12-21,50.6357
2022-12-22,49.1982
2022-12-23,50.2856
2022-12-24,50.2856
2022-12-25,50.2856
2022-12-26,50.2856
2022-12-27,51.1851
2022-12-28,48.6959
2022-12-29,50.9654
2022-12-30,50.0087
2022-12-31,50.0087
2023-01-01,50.0087
2023-01-02,50.0087
2023-01-03,50.032
2023-01-04,55.0048
2023-01-05,56.1274
2023-01-06,59.6366
2023-01-07,59.6366
2023-01-08,59.6366
2023-01-09,59.7407
2023-01-10,60.7473
2023-01-11,61.0963
2023-01-12,62.5376
2023-01-13,62.2051
2023-01-14,62.2051
2023-01-15,62.2051
2023-01-16,62.2051
2023-01-17,61.0352
2023-01-18,59.7115
2023-01-19,57.754
2023-01-20,60.9162
2023-01-21,60.9162
2023-01-22,60.9162
2023-01-23,61.7208
2023-01-24,61.1273
2023-01-25,60.2954
2023-01-26,59.2956
2023-01-27,59.3362
2023-01-28,59.3362
2023-01-29,59.3362
2023-01-30,60.3263
2023-01-31,61.1695
2023-02-01,62.3483
2023-02-02,63.501
2023-02-03,62.0518
2023-02-04,62.0518
2023-02-05,62.0518
2023-02-06,58.5639
2023-02-07,59.8198
2023-02-08,57.3968
2023-02-09,56.176
2023-02-10,55.8125
2023-02-11,55.8125
2023-02-12,55.8125
2023-02-13,57.4076
2023-02-14,57.5073
2023-02-15,58.1386
2023-02-16,56.3632
2023-02-17,54.6579
2023-02-18,54.6579
2023-02-19,54.6579
2023-02-20,54.6579
2023-02-21,49.2233
2023-02-22,50.1769
2023-02-23,50.6785
2023-02-24,53.235
2023-02-25,53.235
2023-02-26,53.235
2023-02-27,52.9838
2023-02-28,51.7876
2023-03-01,54.7759
2023-03-02,57.7714
2023-03-03,58.4954
2023-03-04,58.4954
2023-03-05,58.4954
2023-03-06,54.145
2023-03-07,51.9573
2023-03-08,52.1957
2023-03-09,48.5189
2023-03-10,45.0376
2023-03-11,45.0376
2023-03-12,45.0376
2023-03-13,42.338
2023-03-14,44.762
2023-03-15,41.0791
2023-03-16,42.8322
2023-03-17,41.9751
2023-03-18,41.9751
