,HA US Equity
,RSI_30D
2020-01-01,50.631
2020-01-02,50.3839
2020-01-03,49.7974
2020-01-04,49.7974
2020-01-05,49.7974
2020-01-06,49.7546
2020-01-07,50.0654
2020-01-08,49.7923
2020-01-09,48.738
2020-01-10,49.8834
2020-01-11,49.8834
2020-01-12,49.8834
2020-01-13,51.8765
2020-01-14,52.242
2020-01-15,52.4754
2020-01-16,55.9496
2020-01-17,53.9111
2020-01-18,53.9111
2020-01-19,53.9111
2020-01-20,53.9111
2020-01-21,46.4968
2020-01-22,49.6242
2020-01-23,52.4779
2020-01-24,49.192
2020-01-25,49.192
2020-01-26,49.192
2020-01-27,43.6732
2020-01-28,44.2832
2020-01-29,43.3444
2020-01-30,45.8428
2020-01-31,45.7744
2020-02-01,45.7744
2020-02-02,45.7744
2020-02-03,44.7883
2020-02-04,50.9106
2020-02-05,53.5181
2020-02-06,49.3786
2020-02-07,47.9597
2020-02-08,47.9597
2020-02-09,47.9597
2020-02-10,47.7018
2020-02-11,48.805
2020-02-12,50.7133
2020-02-13,49.0223
2020-02-14,47.195
2020-02-15,47.195
2020-02-16,47.195
2020-02-17,47.195
2020-02-18,44.3353
2020-02-19,43.3316
2020-02-20,43.6807
2020-02-21,43.7604
2020-02-22,43.7604
2020-02-23,43.7604
2020-02-24,39.5634
2020-02-25,36.6309
2020-02-26,34.5371
2020-02-27,32.0862
2020-02-28,29.9003
2020-02-29,29.9003
2020-03-01,29.9003
2020-03-02,28.3713
2020-03-03,27.0804
2020-03-04,26.8492
2020-03-05,23.7953
2020-03-06,26.9496
2020-03-07,26.9496
2020-03-08,26.9496
2020-03-09,25.8829
2020-03-10,28.2117
2020-03-11,25.8431
2020-03-12,21.9807
2020-03-13,27.9654
2020-03-14,27.9654
2020-03-15,27.9654
2020-03-16,26.8598
2020-03-17,25.8045
2020-03-18,22.7283
2020-03-19,22.4455
2020-03-20,22.5059
2020-03-21,22.5059
2020-03-22,22.5059
2020-03-23,22.8791
2020-03-24,27.2288
2020-03-25,33.9464
2020-03-26,33.7921
2020-03-27,31.8811
2020-03-28,31.8811
2020-03-29,31.8811
2020-03-30,31.3182
2020-03-31,31.1247
2020-04-01,30.3961
2020-04-02,30.0445
2020-04-03,30.0321
2020-04-04,30.0321
2020-04-05,30.0321
2020-04-06,30.6535
2020-04-07,33.1964
2020-04-08,34.8719
2020-04-09,36.5732
2020-04-10,36.5732
2020-04-11,36.5732
2020-04-12,36.5732
2020-04-13,35.9208
2020-04-14,36.0934
2020-04-15,36.7397
2020-04-16,35.1836
2020-04-17,37.3957
2020-04-18,37.3957
2020-04-19,37.3957
2020-04-20,37.4839
2020-04-21,37.2845
2020-04-22,37.2472
2020-04-23,36.9795
2020-04-24,37.5434
2020-04-25,37.5434
2020-04-26,37.5434
2020-04-27,37.8143
2020-04-28,44.2964
2020-04-29,49.6712
2020-04-30,46.828
2020-05-01,43.8571
2020-05-02,43.8571
2020-05-03,43.8571
2020-05-04,43.8829
2020-05-05,43.0253
2020-05-06,41.296
2020-05-07,41.603
2020-05-08,44.6259
2020-05-09,44.6259
2020-05-10,44.6259
2020-05-11,43.1883
2020-05-12,41.9326
2020-05-13,41.7301
2020-05-14,41.6677
2020-05-15,41.0118
2020-05-16,41.0118
2020-05-17,41.0118
2020-05-18,46.9975
2020-05-19,45.0614
2020-05-20,46.8129
2020-05-21,47.6257
2020-05-22,47.5084
2020-05-23,47.5084
2020-05-24,47.5084
2020-05-25,47.5084
2020-05-26,51.8532
2020-05-27,54.6812
2020-05-28,50.8712
2020-05-29,49.9207
2020-05-30,49.9207
2020-05-31,49.9207
2020-06-01,51.1789
2020-06-02,53.1155
2020-06-03,55.3198
2020-06-04,59.8953
2020-06-05,59.6436
2020-06-06,59.6436
2020-06-07,59.6436
2020-06-08,62.633
2020-06-09,58.6058
2020-06-10,54.8265
2020-06-11,49.2886
2020-06-12,51.4718
2020-06-13,51.4718
2020-06-14,51.4718
2020-06-15,52.1337
2020-06-16,52.7655
2020-06-17,51.6449
2020-06-18,51.4112
2020-06-19,50.2546
2020-06-20,50.2546
2020-06-21,50.2546
2020-06-22,48.1283
2020-06-23,48.4906
2020-06-24,46.5652
2020-06-25,47.3629
2020-06-26,46.3274
2020-06-27,46.3274
2020-06-28,46.3274
2020-06-29,47.9332
2020-06-30,47.4825
2020-07-01,46.9465
2020-07-02,46.9465
2020-07-03,46.9465
2020-07-04,46.9465
2020-07-05,46.9465
2020-07-06,48.062
2020-07-07,46.6458
2020-07-08,47.1745
2020-07-09,45.1143
2020-07-10,47.0194
2020-07-11,47.0194
2020-07-12,47.0194
2020-07-13,45.8789
2020-07-14,46.3773
2020-07-15,49.8187
2020-07-16,47.9613
2020-07-17,47.4385
2020-07-18,47.4385
2020-07-19,47.4385
2020-07-20,46.5849
2020-07-21,47.5118
2020-07-22,46.9424
2020-07-23,47.386
2020-07-24,46.4873
2020-07-25,46.4873
2020-07-26,46.4873
2020-07-27,46.2961
2020-07-28,46.6085
2020-07-29,44.1225
2020-07-30,42.9268
2020-07-31,43.7456
2020-08-01,43.7456
2020-08-02,43.7456
2020-08-03,43.1058
2020-08-04,45.0459
2020-08-05,46.6587
2020-08-06,47.5145
2020-08-07,47.7537
2020-08-08,47.7537
2020-08-09,47.7537
2020-08-10,49.5667
2020-08-11,49.9204
2020-08-12,49.5609
2020-08-13,48.243
2020-08-14,48.8506
2020-08-15,48.8506
2020-08-16,48.8506
2020-08-17,47.6031
2020-08-18,47.4198
2020-08-19,47.2942
2020-08-20,46.5292
2020-08-21,45.7321
2020-08-22,45.7321
2020-08-23,45.7321
2020-08-24,48.7476
2020-08-25,48.613
2020-08-26,47.3609
2020-08-27,49.2256
2020-08-28,51.0544
2020-08-29,51.0544
2020-08-30,51.0544
2020-08-31,49.1865
2020-09-01,48.8377
2020-09-02,50.6477
2020-09-03,49.6662
2020-09-04,50.6554
2020-09-05,50.6554
2020-09-06,50.6554
2020-09-07,50.6554
2020-09-08,51.1338
2020-09-09,49.492
2020-09-10,50.3737
2020-09-11,51.329
2020-09-12,51.329
2020-09-13,51.329
2020-09-14,52.4464
2020-09-15,52.5038
2020-09-16,54.6178
2020-09-17,53.8649
2020-09-18,51.4893
2020-09-19,51.4893
2020-09-20,51.4893
2020-09-21,47.3279
2020-09-22,47.7809
2020-09-23,46.2471
2020-09-24,44.7606
2020-09-25,46.4962
2020-09-26,46.4962
2020-09-27,46.4962
2020-09-28,48.9043
2020-09-29,46.9447
2020-09-30,47.0713
2020-10-01,47.8648
2020-10-02,49.3714
2020-10-03,49.3714
2020-10-04,49.3714
2020-10-05,48.9591
2020-10-06,47.3238
2020-10-07,48.7408
2020-10-08,50.5054
2020-10-09,50.7194
2020-10-10,50.7194
2020-10-11,50.7194
2020-10-12,48.382
2020-10-13,47.5425
2020-10-14,47.7301
2020-10-15,46.7781
2020-10-16,49.3437
2020-10-17,49.3437
2020-10-18,49.3437
2020-10-19,51.8346
2020-10-20,53.2776
2020-10-21,51.9516
2020-10-22,60.7856
2020-10-23,56.6926
2020-10-24,56.6926
2020-10-25,56.6926
2020-10-26,53.1496
2020-10-27,53.4539
2020-10-28,48.0706
2020-10-29,50.8041
2020-10-30,50.3925
2020-10-31,50.3925
2020-11-01,50.3925
2020-11-02,49.7325
2020-11-03,51.0586
2020-11-04,49.1185
2020-11-05,51.9029
2020-11-06,50.3203
2020-11-07,50.3203
2020-11-08,50.3203
2020-11-09,66.7355
2020-11-10,62.177
2020-11-11,58.1242
2020-11-12,56.0934
2020-11-13,58.8452
2020-11-14,58.8452
2020-11-15,58.8452
2020-11-16,59.9164
2020-11-17,60.18
2020-11-18,60.2881
2020-11-19,60.5282
2020-11-20,57.9089
2020-11-21,57.9089
