,HA US Equity
2020-11-22,57.9089
2020-11-23,60.9754
2020-11-24,61.9657
2020-11-25,62.0007
2020-11-26,62.0007
2020-11-27,62.3057
2020-11-28,62.3057
2020-11-29,62.3057
2020-11-30,60.1606
2020-12-01,61.0165
2020-12-02,60.4197
2020-12-03,61.1855
2020-12-04,60.1969
2020-12-05,60.1969
2020-12-06,60.1969
2020-12-07,57.8985
2020-12-08,58.2457
2020-12-09,56.8218
2020-12-10,58.5182
2020-12-11,55.4631
2020-12-12,55.4631
2020-12-13,55.4631
2020-12-14,54.4356
2020-12-15,54.2911
2020-12-16,54.491
2020-12-17,54.5168
2020-12-18,52.4609
2020-12-19,52.4609
2020-12-20,52.4609
2020-12-21,51.7676
2020-12-22,49.4459
2020-12-23,51.7956
2020-12-24,50.9689
2020-12-25,50.9689
2020-12-26,50.9689
2020-12-27,50.9689
2020-12-28,52.0159
2020-12-29,51.5847
2020-12-30,52.1706
2020-12-31,50.5567
2021-01-01,50.5567
2021-01-02,50.5567
2021-01-03,50.5567
2021-01-04,48.4877
2021-01-05,51.5068
2021-01-06,55.8194
2021-01-07,54.572
2021-01-08,55.6235
2021-01-09,55.6235
2021-01-10,55.6235
2021-01-11,53.9841
2021-01-12,54.9612
2021-01-13,56.8811
2021-01-14,58.4683
2021-01-15,54.0656
2021-01-16,54.0656
2021-01-17,54.0656
2021-01-18,54.0656
2021-01-19,56.1072
2021-01-20,57.9699
2021-01-21,55.855
2021-01-22,56.5677
2021-01-23,56.5677
2021-01-24,56.5677
2021-01-25,54.9762
2021-01-26,55.0266
2021-01-27,53.2705
2021-01-28,55.7319
2021-01-29,52.569
2021-01-30,52.569
2021-01-31,52.569
2021-02-01,53.14
2021-02-02,53.9481
2021-02-03,56.0475
2021-02-04,58.6771
2021-02-05,59.1065
2021-02-06,59.1065
2021-02-07,59.1065
2021-02-08,60.7603
2021-02-09,59.8032
2021-02-10,60.481
2021-02-11,59.4101
2021-02-12,59.3049
2021-02-13,59.3049
2021-02-14,59.3049
2021-02-15,59.3049
2021-02-16,60.5332
2021-02-17,61.5684
2021-02-18,61.2661
2021-02-19,63.5348
2021-02-20,63.5348
2021-02-21,63.5348
2021-02-22,67.35
2021-02-23,67.7926
2021-02-24,69.6379
2021-02-25,65.4597
2021-02-26,65.9503
2021-02-27,65.9503
2021-02-28,65.9503
2021-03-01,64.7788
2021-03-02,63.2888
2021-03-03,65.2453
2021-03-04,61.9696
2021-03-05,62.9624
2021-03-06,62.9624
2021-03-07,62.9624
2021-03-08,65.4869
2021-03-09,63.3896
2021-03-10,63.2865
2021-03-11,61.3591
2021-03-12,63.688
2021-03-13,63.688
2021-03-14,63.688
2021-03-15,65.9419
2021-03-16,61.9015
2021-03-17,63.1913
2021-03-18,62.739
2021-03-19,61.6625
2021-03-20,61.6625
2021-03-21,61.6625
2021-03-22,58.0708
2021-03-23,54.7163
2021-03-24,52.8277
2021-03-25,55.1933
2021-03-26,56.7226
2021-03-27,56.7226
2021-03-28,56.7226
2021-03-29,55.5268
2021-03-30,57.1355
2021-03-31,56.0028
2021-04-01,56.3163
2021-04-02,56.3163
2021-04-03,56.3163
2021-04-04,56.3163
2021-04-05,56.6814
2021-04-06,56.8446
2021-04-07,54.6829
2021-04-08,54.4416
2021-04-09,53.9185
2021-04-10,53.9185
2021-04-11,53.9185
2021-04-12,52.1206
2021-04-13,52.0901
2021-04-14,51.9332
2021-04-15,51.3569
2021-04-16,50.6145
2021-04-17,50.6145
2021-04-18,50.6145
2021-04-19,49.5512
2021-04-20,47.3082
2021-04-21,49.9451
2021-04-22,48.1599
2021-04-23,50.8841
2021-04-24,50.8841
2021-04-25,50.8841
2021-04-26,51.7583
2021-04-27,51.0453
2021-04-28,49.7247
2021-04-29,49.9859
2021-04-30,50.9739
2021-05-01,50.9739
2021-05-02,50.9739
2021-05-03,51.7948
2021-05-04,49.2687
2021-05-05,51.1023
2021-05-06,50.4337
2021-05-07,50.5196
2021-05-08,50.5196
2021-05-09,50.5196
2021-05-10,47.2355
2021-05-11,47.3086
2021-05-12,43.6798
2021-05-13,46.4978
2021-05-14,49.773
2021-05-15,49.773
2021-05-16,49.773
2021-05-17,50.6904
2021-05-18,50.9668
2021-05-19,51.5288
2021-05-20,50.2325
2021-05-21,49.9165
2021-05-22,49.9165
2021-05-23,49.9165
2021-05-24,52.0985
2021-05-25,55.0263
2021-05-26,55.9746
2021-05-27,57.2967
2021-05-28,52.8214
2021-05-29,52.8214
2021-05-30,52.8214
2021-05-31,52.8214
2021-06-01,54.358
2021-06-02,52.4836
2021-06-03,52.9585
2021-06-04,53.3444
2021-06-05,53.3444
2021-06-06,53.3444
2021-06-07,53.194
2021-06-08,61.204
2021-06-09,63.6805
2021-06-10,51.9685
2021-06-11,57.6633
2021-06-12,57.6633
2021-06-13,57.6633
2021-06-14,53.9874
2021-06-15,54.0289
2021-06-16,54.3698
2021-06-17,53.0972
2021-06-18,52.4369
2021-06-19,52.4369
2021-06-20,52.4369
2021-06-21,54.2913
2021-06-22,53.684
2021-06-23,54.3047
2021-06-24,54.2768
2021-06-25,51.8278
2021-06-26,51.8278
2021-06-27,51.8278
2021-06-28,48.4247
2021-06-29,46.1329
2021-06-30,45.9951
2021-07-01,47.4043
2021-07-02,45.9724
2021-07-03,45.9724
2021-07-04,45.9724
2021-07-05,45.9724
2021-07-06,44.7149
2021-07-07,41.4563
2021-07-08,40.7598
2021-07-09,43.3653
2021-07-10,43.3653
2021-07-11,43.3653
2021-07-12,43.5935
2021-07-13,42.1022
2021-07-14,40.0196
2021-07-15,39.4145
2021-07-16,36.8767
2021-07-17,36.8767
2021-07-18,36.8767
2021-07-19,34.8375
2021-07-20,37.2809
2021-07-21,40.4394
2021-07-22,39.599
2021-07-23,39.2347
2021-07-24,39.2347
2021-07-25,39.2347
2021-07-26,42.5983
2021-07-27,41.6205
2021-07-28,41.5179
2021-07-29,41.3911
2021-07-30,40.2881
2021-07-31,40.2881
2021-08-01,40.2881
2021-08-02,39.8028
2021-08-03,39.229
2021-08-04,38.0519
2021-08-05,42.6309
2021-08-06,43.2338
2021-08-07,43.2338
2021-08-08,43.2338
2021-08-09,42.3138
2021-08-10,43.9787
2021-08-11,44.9526
2021-08-12,43.5099
2021-08-13,42.4353
2021-08-14,42.4353
2021-08-15,42.4353
2021-08-16,41.7479
2021-08-17,40.125
2021-08-18,39.5121
2021-08-19,38.3017
2021-08-20,38.8401
2021-08-21,38.8401
2021-08-22,38.8401
2021-08-23,42.2134
2021-08-24,44.4359
2021-08-25,44.2546
2021-08-26,43.9105
2021-08-27,46.2071
2021-08-28,46.2071
2021-08-29,46.2071
2021-08-30,45.0457
2021-08-31,46.4384
2021-09-01,46.6714
2021-09-02,47.4485
2021-09-03,46.2069
2021-09-04,46.2069
2021-09-05,46.2069
2021-09-06,46.2069
2021-09-07,46.5597
2021-09-08,44.8846
2021-09-09,45.6569
2021-09-10,44.2223
2021-09-11,44.2223
2021-09-12,44.2223
2021-09-13,47.6609
2021-09-14,46.7816
2021-09-15,47.6733
2021-09-16,48.1407
2021-09-17,48.5068
2021-09-18,48.5068
2021-09-19,48.5068
2021-09-20,48.8429
2021-09-21,46.5714
2021-09-22,49.3103
2021-09-23,52.5827
2021-09-24,53.7531
2021-09-25,53.7531
2021-09-26,53.7531
2021-09-27,55.5198
2021-09-28,54.8234
2021-09-29,53.9292
2021-09-30,51.9476
2021-10-01,56.2637
2021-10-02,56.2637
2021-10-03,56.2637
2021-10-04,54.5734
2021-10-05,54.6986
2021-10-06,52.0296
2021-10-07,49.4305
2021-10-08,49.7766
2021-10-09,49.7766
2021-10-10,49.7766
2021-10-11,49.9537
2021-10-12,51.3386
2021-10-13,48.626
2021-10-14,50.7172
2021-10-15,49.6194
2021-10-16,49.6194
2021-10-17,49.6194
2021-10-18,48.0573
2021-10-19,46.9695
2021-10-20,46.6283
2021-10-21,48.0721
2021-10-22,46.0186
2021-10-23,46.0186
2021-10-24,46.0186
2021-10-25,46.6973
2021-10-26,47.8933
2021-10-27,41.5868
2021-10-28,43.2051
2021-10-29,44.4857
2021-10-30,44.4857
2021-10-31,44.4857
2021-11-01,47.6321
2021-11-02,49.813
2021-11-03,52.4778
2021-11-04,52.0248
2021-11-05,57.0681
2021-11-06,57.0681
2021-11-07,57.0681
2021-11-08,58.0811
2021-11-09,58.9771
2021-11-10,56.9048
2021-11-11,56.0677
2021-11-12,52.7521
2021-11-13,52.7521
2021-11-14,52.7521
2021-11-15,53.0544
2021-11-16,50.3232
2021-11-17,50.0307
2021-11-18,47.2532
2021-11-19,45.4441
2021-11-20,45.4441
2021-11-21,45.4441
2021-11-22,47.424
2021-11-23,45.9085
2021-11-24,45.4372
2021-11-25,45.4372
2021-11-26,41.1743
2021-11-27,41.1743
2021-11-28,41.1743
2021-11-29,42.1461
2021-11-30,41.4896
2021-12-01,39.0243
2021-12-02,44.2996
2021-12-03,43.1488
2021-12-04,43.1488
2021-12-05,43.1488
2021-12-06,47.9086
2021-12-07,47.6389
2021-12-08,48.2714
2021-12-09,47.5359
2021-12-10,46.0291
2021-12-11,46.0291
2021-12-12,46.0291
2021-12-13,43.9219
2021-12-14,43.2224
2021-12-15,43.9408
2021-12-16,41.8786
2021-12-17,43.4088
2021-12-18,43.4088
2021-12-19,43.4088
2021-12-20,42.8256
2021-12-21,47.2264
2021-12-22,47.1694
2021-12-23,47.6911
2021-12-24,47.6911
2021-12-25,47.6911
2021-12-26,47.6911
2021-12-27,47.2387
2021-12-28,47.2079
2021-12-29,45.8739
2021-12-30,45.3193
2021-12-31,45.0067
2022-01-01,45.0067
2022-01-02,45.0067
2022-01-03,48.5675
2022-01-04,49.3372
2022-01-05,48.0523
2022-01-06,47.6134
2022-01-07,50.1494
2022-01-08,50.1494
2022-01-09,50.1494
2022-01-10,48.2177
2022-01-11,49.8589
2022-01-12,48.8833
2022-01-13,52.6169
2022-01-14,51.6151
2022-01-15,51.6151
2022-01-16,51.6151
2022-01-17,51.6151
2022-01-18,50.4441
2022-01-19,48.9472
2022-01-20,48.6002
2022-01-21,45.7172
2022-01-22,45.7172
2022-01-23,45.7172
2022-01-24,45.4899
2022-01-25,45.7688
2022-01-26,41.0796
2022-01-27,38.6899
2022-01-28,38.5318
2022-01-29,38.5318
2022-01-30,38.5318
2022-01-31,42.9156
2022-02-01,45.3213
2022-02-02,45.8299
2022-02-03,44.4548
2022-02-04,44.8353
2022-02-05,44.8353
2022-02-06,44.8353
2022-02-07,47.8648
2022-02-08,51.1795
2022-02-09,53.16
2022-02-10,52.5994
2022-02-11,49.368
2022-02-12,49.368
2022-02-13,49.368
2022-02-14,49.997
2022-02-15,54.8795
2022-02-16,55.3028
2022-02-17,53.4025
2022-02-18,51.7958
2022-02-19,51.7958
2022-02-20,51.7958
2022-02-21,51.7958
2022-02-22,49.8871
2022-02-23,47.8765
2022-02-24,50.3904
2022-02-25,51.7317
2022-02-26,51.7317
2022-02-27,51.7317
2022-02-28,49.9229
2022-03-01,47.2824
2022-03-02,48.5929
2022-03-03,46.774
2022-03-04,43.3116
2022-03-05,43.3116
2022-03-06,43.3116
2022-03-07,38.891
2022-03-08,42.8898
2022-03-09,45.2997
2022-03-10,45.733
2022-03-11,44.188
2022-03-12,44.188
2022-03-13,44.188
2022-03-14,44.0676
2022-03-15,46.8806
2022-03-16,50.4205
2022-03-17,49.861
2022-03-18,50.2688
2022-03-19,50.2688
2022-03-20,50.2688
2022-03-21,48.7909
2022-03-22,49.8363
2022-03-23,48.2927
2022-03-24,50.2017
2022-03-25,50.2017
2022-03-26,50.2017
2022-03-27,50.2017
2022-03-28,50.7534
2022-03-29,52.6666
2022-03-30,51.7356
2022-03-31,53.3837
2022-04-01,53.2539
2022-04-02,53.2539
2022-04-03,53.2539
2022-04-04,53.0207
2022-04-05,50.7223
2022-04-06,48.7547
2022-04-07,47.7807
2022-04-08,46.6362
2022-04-09,46.6362
2022-04-10,46.6362
2022-04-11,47.3232
2022-04-12,49.4117
2022-04-13,52.0146
2022-04-14,51.6126
2022-04-15,51.6126
2022-04-16,51.6126
2022-04-17,51.6126
2022-04-18,51.3049
2022-04-19,53.685
2022-04-20,54.5129
2022-04-21,56.8198
2022-04-22,52.5762
2022-04-23,52.5762
2022-04-24,52.5762
2022-04-25,52.6372
2022-04-26,49.2007
2022-04-27,44.8189
2022-04-28,46.6773
2022-04-29,44.8955
2022-04-30,44.8955
2022-05-01,44.8955
2022-05-02,44.8415
2022-05-03,46.1497
2022-05-04,47.6002
2022-05-05,45.5797
2022-05-06,43.61
2022-05-07,43.61
2022-05-08,43.61
2022-05-09,41.3263
2022-05-10,41.8221
2022-05-11,40.5315
2022-05-12,39.8824
2022-05-13,41.5218
2022-05-14,41.5218
2022-05-15,41.5218
2022-05-16,40.9702
2022-05-17,46.597
2022-05-18,46.0889
2022-05-19,46.5246
2022-05-20,44.7962
2022-05-21,44.7962
2022-05-22,44.7962
2022-05-23,46.1416
2022-05-24,43.5514
2022-05-25,44.2204
2022-05-26,47.6013
2022-05-27,51.6906
2022-05-28,51.6906
2022-05-29,51.6906
2022-05-30,51.6906
2022-05-31,50.8394
2022-06-01,49.1064
2022-06-02,49.475
2022-06-03,46.9537
2022-06-04,46.9537
2022-06-05,46.9537
2022-06-06,48.8052
2022-06-07,49.8488
2022-06-08,48.4369
2022-06-09,45.9178
2022-06-10,43.5988
2022-06-11,43.5988
2022-06-12,43.5988
2022-06-13,40.4641
2022-06-14,39.6861
2022-06-15,40.4525
2022-06-16,38.5413
2022-06-17,41.2732
2022-06-18,41.2732
2022-06-19,41.2732
2022-06-20,41.2732
2022-06-21,41.8487
2022-06-22,43.5321
2022-06-23,44.1344
2022-06-24,47.0247
2022-06-25,47.0247
2022-06-26,47.0247
2022-06-27,45.8394
2022-06-28,45.7838
2022-06-29,44.1784
2022-06-30,43.9311
2022-07-01,45.1314
2022-07-02,45.1314
2022-07-03,45.1314
2022-07-04,45.1314
2022-07-05,46.8953
2022-07-06,45.7032
2022-07-07,46.3033
2022-07-08,45.2979
2022-07-09,45.2979
2022-07-10,45.2979
2022-07-11,43.8937
2022-07-12,47.2076
2022-07-13,46.8653
2022-07-14,46.6742
2022-07-15,47.847
2022-07-16,47.847
2022-07-17,47.847
2022-07-18,47.813
2022-07-19,50.1924
2022-07-20,50.7994
2022-07-21,49.0183
2022-07-22,47.5746
2022-07-23,47.5746
2022-07-24,47.5746
2022-07-25,47.6135
2022-07-26,47.1786
2022-07-27,46.1608
2022-07-28,45.0128
2022-07-29,47.3818
2022-07-30,47.3818
2022-07-31,47.3818
2022-08-01,49.318
2022-08-02,49.0458
2022-08-03,51.6118
2022-08-04,52.5996
2022-08-05,51.8832
2022-08-06,51.8832
2022-08-07,51.8832
2022-08-08,53.3523
2022-08-09,51.2644
2022-08-10,51.9003
2022-08-11,53.5838
2022-08-12,54.7275
2022-08-13,54.7275
2022-08-14,54.7275
2022-08-15,55.9258
2022-08-16,55.735
2022-08-17,52.4499
2022-08-18,52.8146
2022-08-19,49.1732
2022-08-20,49.1732
2022-08-21,49.1732
2022-08-22,46.3031
2022-08-23,46.6561
2022-08-24,48.1545
2022-08-25,51.2383
2022-08-26,48.3061
2022-08-27,48.3061
2022-08-28,48.3061
2022-08-29,47.7255
2022-08-30,47.6072
2022-08-31,46.6496
2022-09-01,46.2089
2022-09-02,46.1269
2022-09-03,46.1269
2022-09-04,46.1269
2022-09-05,46.1269
2022-09-06,47.2876
2022-09-07,50.4184
2022-09-08,50.7742
2022-09-09,49.8945
2022-09-10,49.8945
2022-09-11,49.8945
2022-09-12,51.6285
2022-09-13,47.4693
2022-09-14,50.3186
2022-09-15,50.4489
2022-09-16,47.5255
2022-09-17,47.5255
2022-09-18,47.5255
2022-09-19,48.4793
2022-09-20,47.5428
2022-09-21,44.6624
2022-09-22,43.2498
2022-09-23,40.8647
2022-09-24,40.8647
2022-09-25,40.8647
2022-09-26,40.1022
2022-09-27,43.4749
2022-09-28,44.5671
2022-09-29,42.0114
2022-09-30,41.3112
2022-10-01,41.3112
2022-10-02,41.3112
2022-10-03,41.7132
2022-10-04,46.5425
2022-10-05,46.5425
2022-10-06,45.7081
2022-10-07,43.1187
2022-10-08,43.1187
2022-10-09,43.1187
2022-10-10,42.8601
2022-10-11,42.521
2022-10-12,45.2593
2022-10-13,47.3356
2022-10-14,45.3926
2022-10-15,45.3926
2022-10-16,45.3926
2022-10-17,46.9416
2022-10-18,48.3202
2022-10-19,47.6373
2022-10-20,47.2059
2022-10-21,52.7396
2022-10-22,52.7396
2022-10-23,52.7396
2022-10-24,52.6028
2022-10-25,52.3684
2022-10-26,47.1919
2022-10-27,46.4338
2022-10-28,48.3754
2022-10-29,48.3754
2022-10-30,48.3754
2022-10-31,48.954
2022-11-01,48.6934
2022-11-02,46.5978
2022-11-03,45.4417
2022-11-04,46.2303
2022-11-05,46.2303
2022-11-06,46.2303
2022-11-07,47.4098
2022-11-08,48.0969
2022-11-09,45.9669
2022-11-10,50.2848
2022-11-11,51.8592
2022-11-12,51.8592
2022-11-13,51.8592
2022-11-14,52.0772
2022-11-15,52.3895
2022-11-16,48.5549
2022-11-17,48.2431
2022-11-18,48.3411
2022-11-19,48.3411
2022-11-20,48.3411
2022-11-21,47.6408
2022-11-22,46.6162
2022-11-23,47.3615
2022-11-24,47.3615
2022-11-25,47.8457
2022-11-26,47.8457
2022-11-27,47.8457
2022-11-28,46.2326
2022-11-29,46.5714
2022-11-30,47.3155
2022-12-01,47.2631
2022-12-02,46.6224
2022-12-03,46.6224
2022-12-04,46.6224
2022-12-05,46.0838
2022-12-06,45.8101
2022-12-07,42.8114
2022-12-08,41.0088
2022-12-09,40.5317
2022-12-10,40.5317
2022-12-11,40.5317
2022-12-12,43.1981
2022-12-13,42.0479
2022-12-14,41.4033
2022-12-15,39.7545
2022-12-16,37.0601
2022-12-17,37.0601
2022-12-18,37.0601
2022-12-19,35.5242
2022-12-20,33.5054
2022-12-21,33.0939
2022-12-22,31.2186
2022-12-23,31.0785
2022-12-24,31.0785
2022-12-25,31.0785
2022-12-26,31.0785
2022-12-27,30.3388
2022-12-28,29.5422
2022-12-29,32.6444
2022-12-30,34.1818
2022-12-31,34.1818
2023-01-01,34.1818
2023-01-02,34.1818
2023-01-03,32.7883
2023-01-04,40.4608
2023-01-05,43.0881
2023-01-06,45.239
2023-01-07,45.239
2023-01-08,45.239
2023-01-09,45.6411
2023-01-10,50.2313
2023-01-11,50.3334
2023-01-12,53.3524
2023-01-13,52.916
2023-01-14,52.916
2023-01-15,52.916
2023-01-16,52.916
2023-01-17,50.1575
2023-01-18,47.4043
2023-01-19,46.9285
2023-01-20,47.9553
2023-01-21,47.9553
2023-01-22,47.9553
2023-01-23,47.8042
2023-01-24,46.0051
2023-01-25,47.2599
2023-01-26,47.8864
2023-01-27,46.3337
2023-01-28,46.3337
2023-01-29,46.3337
2023-01-30,45.5194
2023-01-31,48.7787
2023-02-01,42.775
2023-02-02,45.0344
2023-02-03,43.3918
2023-02-04,43.3918
2023-02-05,43.3918
2023-02-06,43.1774
2023-02-07,44.3157
2023-02-08,46.6909
2023-02-09,43.067
2023-02-10,41.5612
2023-02-11,41.5612
2023-02-12,41.5612
2023-02-13,42.9008
2023-02-14,44.1696
2023-02-15,45.9521
2023-02-16,42.8633
2023-02-17,42.6983
2023-02-18,42.6983
2023-02-19,42.6983
2023-02-20,42.6983
2023-02-21,41.1424
2023-02-22,40.8989
2023-02-23,42.0807
2023-02-24,41.2279
2023-02-25,41.2279
2023-02-26,41.2279
2023-02-27,46.5505
2023-02-28,47.4827
2023-03-01,46.3219
2023-03-02,47.646
2023-03-03,47.7526
2023-03-04,47.7526
2023-03-05,47.7526
2023-03-06,45.1367
2023-03-07,45.0439
2023-03-08,44.8056
2023-03-09,41.5326
2023-03-10,40.5121
2023-03-11,40.5121
2023-03-12,40.5121
2023-03-13,38.0916
2023-03-14,37.3226
2023-03-15,35.8263
2023-03-16,35.6416
2023-03-17,34.5717
