,MAT US Equity
2020-04-07,39.0741
2020-04-08,40.4402
2020-04-09,44.5557
2020-04-10,44.5557
2020-04-11,44.5557
2020-04-12,44.5557
2020-04-13,44.5358
2020-04-14,44.8162
2020-04-15,42.8209
2020-04-16,42.7406
2020-04-17,44.5696
2020-04-18,44.5696
2020-04-19,44.5696
2020-04-20,43.6366
2020-04-21,41.4341
2020-04-22,41.0767
2020-04-23,41.5116
2020-04-24,41.3223
2020-04-25,41.3223
2020-04-26,41.3223
2020-04-27,44.3009
2020-04-28,46.6361
2020-04-29,45.0057
2020-04-30,44.0191
2020-05-01,42.1715
2020-05-02,42.1715
2020-05-03,42.1715
2020-05-04,43.8076
2020-05-05,43.9515
2020-05-06,43.4224
2020-05-07,43.6664
2020-05-08,45.4316
2020-05-09,45.4316
2020-05-10,45.4316
2020-05-11,44.1966
2020-05-12,43.2717
2020-05-13,41.4761
2020-05-14,42.1298
2020-05-15,41.6962
2020-05-16,41.6962
2020-05-17,41.6962
2020-05-18,42.6462
2020-05-19,41.989
2020-05-20,43.1053
2020-05-21,44.453
2020-05-22,45.1764
2020-05-23,45.1764
2020-05-24,45.1764
2020-05-25,45.1764
2020-05-26,51.0206
2020-05-27,53.8137
2020-05-28,51.067
2020-05-29,49.6847
2020-05-30,49.6847
2020-05-31,49.6847
2020-06-01,51.9893
2020-06-02,52.0434
2020-06-03,54.9822
2020-06-04,54.5499
2020-06-05,56.4232
2020-06-06,56.4232
2020-06-07,56.4232
2020-06-08,58.159
2020-06-09,55.796
2020-06-10,52.4588
2020-06-11,48.7929
2020-06-12,50.7309
2020-06-13,50.7309
2020-06-14,50.7309
2020-06-15,51.9511
2020-06-16,53.4903
2020-06-17,53.093
2020-06-18,52.1205
2020-06-19,51.6598
2020-06-20,51.6598
2020-06-21,51.6598
2020-06-22,52.6872
2020-06-23,52.6263
2020-06-24,49.8262
2020-06-25,49.079
2020-06-26,48.7301
2020-06-27,48.7301
2020-06-28,48.7301
2020-06-29,50.1358
2020-06-30,50.5626
2020-07-01,51.5432
2020-07-02,53.2808
2020-07-03,53.2808
2020-07-04,53.2808
2020-07-05,53.2808
2020-07-06,54.275
2020-07-07,53.3764
2020-07-08,53.3764
2020-07-09,53.159
2020-07-10,55.3533
2020-07-11,55.3533
2020-07-12,55.3533
2020-07-13,54.1536
2020-07-14,55.0358
2020-07-15,57.4552
2020-07-16,56.4343
2020-07-17,55.1095
2020-07-18,55.1095
2020-07-19,55.1095
2020-07-20,55.6167
2020-07-21,59.1938
2020-07-22,59.8631
2020-07-23,61.339
2020-07-24,58.9312
2020-07-25,58.9312
2020-07-26,58.9312
2020-07-27,55.2198
2020-07-28,57.8514
2020-07-29,57.6989
2020-07-30,57.1533
2020-07-31,56.2109
2020-08-01,56.2109
2020-08-02,56.2109
2020-08-03,57.6847
2020-08-04,57.7747
2020-08-05,59.2685
2020-08-06,57.6236
2020-08-07,57.0773
2020-08-08,57.0773
2020-08-09,57.0773
2020-08-10,58.9359
2020-08-11,57.3934
2020-08-12,58.3947
2020-08-13,58.7084
2020-08-14,57.4536
2020-08-15,57.4536
2020-08-16,57.4536
2020-08-17,56.7368
2020-08-18,55.3961
2020-08-19,54.8597
2020-08-20,54.541
2020-08-21,53.7565
2020-08-22,53.7565
2020-08-23,53.7565
2020-08-24,54.3558
2020-08-25,54.72
2020-08-26,53.0652
2020-08-27,53.1514
2020-08-28,53.9391
2020-08-29,53.9391
2020-08-30,53.9391
2020-08-31,49.6674
2020-09-01,53.1599
2020-09-02,55.071
2020-09-03,51.283
2020-09-04,49.8884
2020-09-05,49.8884
2020-09-06,49.8884
2020-09-07,49.8884
2020-09-08,50.27
2020-09-09,51.293
2020-09-10,52.225
2020-09-11,51.5753
2020-09-12,51.5753
2020-09-13,51.5753
2020-09-14,51.1988
2020-09-15,51.9249
2020-09-16,55.2803
2020-09-17,58.5067
2020-09-18,56.4987
2020-09-19,56.4987
2020-09-20,56.4987
2020-09-21,55.9033
2020-09-22,52.9678
2020-09-23,52.9207
2020-09-24,53.2648
2020-09-25,53.2648
2020-09-26,53.2648
2020-09-27,53.2648
2020-09-28,53.8959
2020-09-29,54.798
2020-09-30,56.5566
2020-10-01,58.3984
2020-10-02,59.6454
2020-10-03,59.6454
2020-10-04,59.6454
2020-10-05,60.9348
2020-10-06,61.0129
2020-10-07,61.8029
2020-10-08,63.705
2020-10-09,62.2931
2020-10-10,62.2931
2020-10-11,62.2931
2020-10-12,63.2132
2020-10-13,62.4253
2020-10-14,60.9197
2020-10-15,60.3307
2020-10-16,62.0997
2020-10-17,62.0997
2020-10-18,62.0997
2020-10-19,61.0932
2020-10-20,61.3094
2020-10-21,59.9311
2020-10-22,63.8793
2020-10-23,71.5102
2020-10-24,71.5102
2020-10-25,71.5102
2020-10-26,66.7279
2020-10-27,69.4423
2020-10-28,67.0483
2020-10-29,66.5092
2020-10-30,64.0584
2020-10-31,64.0584
2020-11-01,64.0584
2020-11-02,64.9869
2020-11-03,65.2193
2020-11-04,61.1767
2020-11-05,65.5132
2020-11-06,64.4771
2020-11-07,64.4771
2020-11-08,64.4771
2020-11-09,58.1768
2020-11-10,60.6385
2020-11-11,59.8754
2020-11-12,57.1476
2020-11-13,58.453
2020-11-14,58.453
2020-11-15,58.453
2020-11-16,61.6905
2020-11-17,62.4096
2020-11-18,62.617
2020-11-19,64.8252
2020-11-20,65.1159
2020-11-21,65.1159
2020-11-22,65.1159
2020-11-23,67.1298
2020-11-24,67.3114
2020-11-25,68.2195
2020-11-26,68.2195
2020-11-27,69.2363
2020-11-28,69.2363
2020-11-29,69.2363
2020-11-30,65.0256
2020-12-01,66.0231
2020-12-02,64.8388
2020-12-03,64.8388
2020-12-04,63.8953
2020-12-05,63.8953
2020-12-06,63.8953
2020-12-07,63.5128
2020-12-08,67.0799
2020-12-09,67.316
2020-12-10,63.5444
2020-12-11,64.4208
2020-12-12,64.4208
2020-12-13,64.4208
2020-12-14,66.3412
2020-12-15,69.9546
2020-12-16,72.3659
2020-12-17,72.743
2020-12-18,73.3251
2020-12-19,73.3251
2020-12-20,73.3251
2020-12-21,70.0483
2020-12-22,68.0387
2020-12-23,68.3652
2020-12-24,67.6502
2020-12-25,67.6502
2020-12-26,67.6502
2020-12-27,67.6502
2020-12-28,68.0392
2020-12-29,64.8994
2020-12-30,66.012
2020-12-31,65.4753
2021-01-01,65.4753
2021-01-02,65.4753
2021-01-03,65.4753
2021-01-04,63.6896
2021-01-05,65.8116
2021-01-06,67.6349
2021-01-07,68.317
2021-01-08,68.446
2021-01-09,68.446
2021-01-10,68.446
2021-01-11,69.0116
2021-01-12,71.9338
2021-01-13,69.7888
2021-01-14,68.8652
2021-01-15,68.3041
2021-01-16,68.3041
2021-01-17,68.3041
2021-01-18,68.3041
2021-01-19,68.569
2021-01-20,64.0466
2021-01-21,63.1671
2021-01-22,63.8854
2021-01-23,63.8854
2021-01-24,63.8854
2021-01-25,60.8181
2021-01-26,58.0187
2021-01-27,60.3508
2021-01-28,60.0223
2021-01-29,60.3572
2021-01-30,60.3572
2021-01-31,60.3572
2021-02-01,61.2524
2021-02-02,61.9742
2021-02-03,62.8552
2021-02-04,62.7612
2021-02-05,62.2794
2021-02-06,62.2794
2021-02-07,62.2794
2021-02-08,61.7887
2021-02-09,64.1278
2021-02-10,60.3986
2021-02-11,57.0544
2021-02-12,60.7248
2021-02-13,60.7248
2021-02-14,60.7248
2021-02-15,60.7248
2021-02-16,60.2097
2021-02-17,62.667
2021-02-18,62.3131
2021-02-19,61.9512
2021-02-20,61.9512
2021-02-21,61.9512
2021-02-22,64.3098
2021-02-23,64.568
2021-02-24,65.5979
2021-02-25,64.8183
2021-02-26,67.6518
2021-02-27,67.6518
2021-02-28,67.6518
2021-03-01,70.1799
2021-03-02,70.1799
2021-03-03,65.9928
2021-03-04,63.4989
2021-03-05,66.7487
2021-03-06,66.7487
2021-03-07,66.7487
2021-03-08,64.4588
2021-03-09,58.187
2021-03-10,63.2803
2021-03-11,64.0813
2021-03-12,63.9011
2021-03-13,63.9011
2021-03-14,63.9011
2021-03-15,66.3857
2021-03-16,66.8687
2021-03-17,62.1769
2021-03-18,60.2552
2021-03-19,61.5277
2021-03-20,61.5277
2021-03-21,61.5277
2021-03-22,60.1011
2021-03-23,55.5465
2021-03-24,53.2192
2021-03-25,54.4706
2021-03-26,55.4196
2021-03-27,55.4196
2021-03-28,55.4196
2021-03-29,53.2385
2021-03-30,55.2521
2021-03-31,53.4933
2021-04-01,54.9296
2021-04-02,54.9296
2021-04-03,54.9296
2021-04-04,54.9296
2021-04-05,56.0528
2021-04-06,57.2469
2021-04-07,56.3334
2021-04-08,52.9535
2021-04-09,53.7454
2021-04-10,53.7454
2021-04-11,53.7454
2021-04-12,54.2927
2021-04-13,54.7458
2021-04-14,55.1547
2021-04-15,55.6725
2021-04-16,55.4737
2021-04-17,55.4737
2021-04-18,55.4737
2021-04-19,57.2629
2021-04-20,54.7847
2021-04-21,56.7723
2021-04-22,56.9269
2021-04-23,57.8116
2021-04-24,57.8116
2021-04-25,57.8116
2021-04-26,60.8003
2021-04-27,61.4487
2021-04-28,62.3237
2021-04-29,60.3837
2021-04-30,58.4298
2021-05-01,58.4298
2021-05-02,58.4298
2021-05-03,58.838
2021-05-04,59.9072
2021-05-05,61.6258
2021-05-06,62.5279
2021-05-07,59.1944
2021-05-08,59.1944
2021-05-09,59.1944
2021-05-10,58.1736
2021-05-11,54.1701
2021-05-12,48.5663
2021-05-13,49.2025
2021-05-14,51.2984
2021-05-15,51.2984
2021-05-16,51.2984
2021-05-17,52.2621
2021-05-18,50.6333
2021-05-19,46.7425
2021-05-20,48.4173
2021-05-21,48.201
2021-05-22,48.201
2021-05-23,48.201
2021-05-24,47.7596
2021-05-25,47.5906
2021-05-26,50.944
2021-05-27,54.8406
2021-05-28,54.3511
2021-05-29,54.3511
2021-05-30,54.3511
2021-05-31,54.3511
2021-06-01,53.8539
2021-06-02,55.9885
2021-06-03,51.8718
2021-06-04,50.848
2021-06-05,50.848
2021-06-06,50.848
2021-06-07,50.9037
2021-06-08,53.7241
2021-06-09,52.1738
2021-06-10,49.7736
2021-06-11,52.3132
2021-06-12,52.3132
2021-06-13,52.3132
2021-06-14,48.6832
2021-06-15,48.1161
2021-06-16,46.4866
2021-06-17,43.756
2021-06-18,44.1726
2021-06-19,44.1726
2021-06-20,44.1726
2021-06-21,44.1243
2021-06-22,44.501
2021-06-23,45.7001
2021-06-24,46.3938
2021-06-25,46.1719
2021-06-26,46.1719
2021-06-27,46.1719
2021-06-28,46.1148
2021-06-29,50.7128
2021-06-30,48.7668
2021-07-01,49.9116
2021-07-02,51.2173
2021-07-03,51.2173
2021-07-04,51.2173
2021-07-05,51.2173
2021-07-06,48.3154
2021-07-07,47.3525
2021-07-08,46.2312
2021-07-09,48.9214
2021-07-10,48.9214
2021-07-11,48.9214
2021-07-12,50.3556
2021-07-13,49.813
2021-07-14,46.9083
2021-07-15,46.3491
2021-07-16,45.1791
2021-07-17,45.1791
2021-07-18,45.1791
2021-07-19,41.8969
2021-07-20,46.5514
2021-07-21,47.8537
2021-07-22,46.2124
2021-07-23,44.6288
2021-07-24,44.6288
2021-07-25,44.6288
2021-07-26,53.5072
2021-07-27,52.2107
2021-07-28,56.5655
2021-07-29,56.353
2021-07-30,57.2664
2021-07-31,57.2664
2021-08-01,57.2664
2021-08-02,58.0506
2021-08-03,57.4763
2021-08-04,56.779
2021-08-05,57.6645
2021-08-06,58.2399
2021-08-07,58.2399
2021-08-08,58.2399
2021-08-09,59.2534
2021-08-10,60.4199
2021-08-11,58.6195
2021-08-12,57.3567
2021-08-13,56.5376
2021-08-14,56.5376
2021-08-15,56.5376
2021-08-16,56.2182
2021-08-17,53.2317
2021-08-18,49.4919
2021-08-19,50.7395
2021-08-20,52.2257
2021-08-21,52.2257
2021-08-22,52.2257
2021-08-23,53.6716
2021-08-24,55.3684
2021-08-25,55.8116
2021-08-26,54.7493
2021-08-27,56.0227
2021-08-28,56.0227
2021-08-29,56.0227
2021-08-30,54.0102
2021-08-31,51.9006
2021-09-01,52.933
2021-09-02,51.8424
2021-09-03,52.6828
2021-09-04,52.6828
2021-09-05,52.6828
2021-09-06,52.6828
2021-09-07,50.7292
2021-09-08,46.4932
2021-09-09,46.0742
2021-09-10,44.2194
2021-09-11,44.2194
2021-09-12,44.2194
2021-09-13,47.327
2021-09-14,46.3322
2021-09-15,48.5125
2021-09-16,47.9676
2021-09-17,46.8784
2021-09-18,46.8784
2021-09-19,46.8784
2021-09-20,45.3857
2021-09-21,43.1039
2021-09-22,45.7977
2021-09-23,47.3567
2021-09-24,44.6486
2021-09-25,44.6486
2021-09-26,44.6486
2021-09-27,42.8319
2021-09-28,42.2239
2021-09-29,43.1865
2021-09-30,39.1797
2021-10-01,40.1479
2021-10-02,40.1479
2021-10-03,40.1479
2021-10-04,38.6215
2021-10-05,39.8052
2021-10-06,41.8671
2021-10-07,44.0361
2021-10-08,43.1324
2021-10-09,43.1324
2021-10-10,43.1324
2021-10-11,42.5148
2021-10-12,43.7329
2021-10-13,43.582
2021-10-14,47.746
2021-10-15,47.4755
2021-10-16,47.4755
2021-10-17,47.4755
2021-10-18,49.7717
2021-10-19,51.3512
2021-10-20,48.7998
2021-10-21,51.3028
2021-10-22,51.9508
2021-10-23,51.9508
2021-10-24,51.9508
2021-10-25,49.9455
2021-10-26,52.2862
2021-10-27,52.817
2021-10-28,56.612
2021-10-29,58.5193
2021-10-30,58.5193
2021-10-31,58.5193
2021-11-01,57.1577
2021-11-02,55.1079
2021-11-03,55.9255
2021-11-04,56.1684
2021-11-05,57.4303
2021-11-06,57.4303
2021-11-07,57.4303
2021-11-08,60.7568
2021-11-09,61.7186
2021-11-10,60.7805
2021-11-11,61.4303
2021-11-12,61.5182
2021-11-13,61.5182
2021-11-14,61.5182
2021-11-15,62.0992
2021-11-16,61.362
2021-11-17,61.062
2021-11-18,60.6023
2021-11-19,60.5237
2021-11-20,60.5237
2021-11-21,60.5237
2021-11-22,58.4089
2021-11-23,58.0977
2021-11-24,58.0977
2021-11-25,58.0977
2021-11-26,55.1877
2021-11-27,55.1877
2021-11-28,55.1877
2021-11-29,54.3505
2021-11-30,49.738
2021-12-01,50.5396
2021-12-02,51.7988
2021-12-03,48.3162
2021-12-04,48.3162
2021-12-05,48.3162
2021-12-06,51.0652
2021-12-07,52.737
2021-12-08,53.8839
2021-12-09,50.7335
2021-12-10,49.7099
2021-12-11,49.7099
2021-12-12,49.7099
2021-12-13,43.4724
2021-12-14,43.6718
2021-12-15,46.9622
2021-12-16,47.2124
2021-12-17,46.6434
2021-12-18,46.6434
2021-12-19,46.6434
2021-12-20,44.0095
2021-12-21,45.1444
2021-12-22,45.1444
2021-12-23,47.6174
2021-12-24,47.6174
2021-12-25,47.6174
2021-12-26,47.6174
2021-12-27,50.251
2021-12-28,49.3947
2021-12-29,50.6378
2021-12-30,51.9802
2021-12-31,53.0018
2022-01-01,53.0018
2022-01-02,53.0018
2022-01-03,54.0721
2022-01-04,56.84
2022-01-05,57.0586
2022-01-06,57.5038
2022-01-07,56.743
2022-01-08,56.743
2022-01-09,56.743
2022-01-10,53.938
2022-01-11,53.8655
2022-01-12,54.6845
2022-01-13,59.4403
2022-01-14,55.86
2022-01-15,55.86
2022-01-16,55.86
2022-01-17,55.86
2022-01-18,55.86
2022-01-19,54.428
2022-01-20,51.0439
2022-01-21,43.779
2022-01-22,43.779
2022-01-23,43.779
2022-01-24,45.7003
2022-01-25,40.855
2022-01-26,45.7207
2022-01-27,43.1297
2022-01-28,48.3755
2022-01-29,48.3755
2022-01-30,48.3755
2022-01-31,48.47
2022-02-01,50.5322
2022-02-02,51.2206
2022-02-03,50.5415
2022-02-04,50.0997
2022-02-05,50.0997
2022-02-06,50.0997
2022-02-07,50.9861
2022-02-08,53.1387
2022-02-09,56.8022
2022-02-10,63.0005
2022-02-11,61.1234
2022-02-12,61.1234
2022-02-13,61.1234
2022-02-14,61.355
2022-02-15,64.7672
2022-02-16,65.5678
2022-02-17,62.3737
2022-02-18,61.6605
2022-02-19,61.6605
2022-02-20,61.6605
2022-02-21,61.6605
2022-02-22,58.3106
2022-02-23,57.2228
2022-02-24,60.133
2022-02-25,62.0954
2022-02-26,62.0954
2022-02-27,62.0954
2022-02-28,59.949
2022-03-01,57.6141
2022-03-02,60.0149
2022-03-03,59.1484
2022-03-04,55.7728
2022-03-05,55.7728
2022-03-06,55.7728
2022-03-07,50.3664
2022-03-08,49.585
2022-03-09,53.5807
2022-03-10,50.9605
2022-03-11,49.4068
2022-03-12,49.4068
2022-03-13,49.4068
2022-03-14,48.3785
2022-03-15,49.5351
2022-03-16,52.1881
2022-03-17,52.3521
2022-03-18,53.0846
2022-03-19,53.0846
2022-03-20,53.0846
2022-03-21,52.9698
2022-03-22,54.4319
2022-03-23,51.2504
2022-03-24,51.0644
2022-03-25,49.8662
2022-03-26,49.8662
2022-03-27,49.8662
2022-03-28,49.528
2022-03-29,51.926
2022-03-30,51.218
2022-03-31,47.2558
2022-04-01,48.0714
2022-04-02,48.0714
2022-04-03,48.0714
2022-04-04,50.3772
2022-04-05,49.6666
2022-04-06,46.0258
2022-04-07,47.0013
2022-04-08,46.6178
2022-04-09,46.6178
2022-04-10,46.6178
2022-04-11,46.0873
2022-04-12,47.206
2022-04-13,48.2348
2022-04-14,47.7344
2022-04-15,47.7344
2022-04-16,47.7344
2022-04-17,47.7344
2022-04-18,47.6557
2022-04-19,52.6239
2022-04-20,51.7969
2022-04-21,50.6846
2022-04-22,50.0667
2022-04-23,50.0667
2022-04-24,50.0667
2022-04-25,51.7698
2022-04-26,47.4269
2022-04-27,55.8019
2022-04-28,56.346
2022-04-29,54.9465
2022-04-30,54.9465
2022-05-01,54.9465
2022-05-02,56.197
2022-05-03,59.883
2022-05-04,62.3896
2022-05-05,60.5912
2022-05-06,59.0267
2022-05-07,59.0267
2022-05-08,59.0267
2022-05-09,55.8915
2022-05-10,54.5359
2022-05-11,53.79
2022-05-12,55.3541
2022-05-13,58.6145
2022-05-14,58.6145
2022-05-15,58.6145
2022-05-16,56.1491
2022-05-17,57.5612
2022-05-18,52.6072
2022-05-19,48.2258
2022-05-20,47.9231
2022-05-21,47.9231
2022-05-22,47.9231
2022-05-23,47.6977
2022-05-24,43.8583
2022-05-25,47.0142
2022-05-26,50.6632
2022-05-27,52.6214
2022-05-28,52.6214
2022-05-29,52.6214
2022-05-30,52.6214
2022-05-31,53.6236
2022-06-01,51.7823
2022-06-02,52.8138
2022-06-03,53.0217
2022-06-04,53.0217
2022-06-05,53.0217
2022-06-06,51.8113
2022-06-07,51.7815
2022-06-08,51.1419
2022-06-09,49.8676
2022-06-10,48.4984
2022-06-11,48.4984
2022-06-12,48.4984
2022-06-13,44.869
2022-06-14,45.4174
2022-06-15,45.117
2022-06-16,43.1574
2022-06-17,44.3226
2022-06-18,44.3226
2022-06-19,44.3226
2022-06-20,44.3226
2022-06-21,47.4677
2022-06-22,45.6343
2022-06-23,46.9511
2022-06-24,49.9774
2022-06-25,49.9774
2022-06-26,49.9774
2022-06-27,50.2148
2022-06-28,49.1293
2022-06-29,48.3189
2022-06-30,46.497
2022-07-01,45.777
2022-07-02,45.777
2022-07-03,45.777
2022-07-04,45.777
2022-07-05,47.5579
2022-07-06,46.9262
2022-07-07,49.0595
2022-07-08,48.183
2022-07-09,48.183
2022-07-10,48.183
2022-07-11,47.4933
2022-07-12,46.4001
2022-07-13,46.2742
2022-07-14,44.8575
2022-07-15,44.6376
2022-07-16,44.6376
2022-07-17,44.6376
2022-07-18,44.4765
2022-07-19,48.3348
2022-07-20,51.5723
2022-07-21,53.7023
2022-07-22,48.0097
2022-07-23,48.0097
2022-07-24,48.0097
2022-07-25,47.1087
2022-07-26,46.596
2022-07-27,49.4734
2022-07-28,50.9053
2022-07-29,50.6085
2022-07-30,50.6085
2022-07-31,50.6085
2022-08-01,50.4733
2022-08-02,50.3688
2022-08-03,49.1073
2022-08-04,49.2534
2022-08-05,48.1104
2022-08-06,48.1104
2022-08-07,48.1104
2022-08-08,48.4968
2022-08-09,48.3478
2022-08-10,49.6283
2022-08-11,50.8109
2022-08-12,52.2414
2022-08-13,52.2414
2022-08-14,52.2414
2022-08-15,50.8763
2022-08-16,53.1411
2022-08-17,51.7603
2022-08-18,54.1149
2022-08-19,54.5159
2022-08-20,54.5159
2022-08-21,54.5159
2022-08-22,51.7512
2022-08-23,51.5847
2022-08-24,51.8253
2022-08-25,52.4364
2022-08-26,48.767
2022-08-27,48.767
2022-08-28,48.767
2022-08-29,47.644
2022-08-30,47.0832
2022-08-31,45.7696
2022-09-01,46.0057
2022-09-02,45.6357
2022-09-03,45.6357
2022-09-04,45.6357
2022-09-05,45.6357
2022-09-06,45.8858
2022-09-07,48.2973
2022-09-08,49.3924
2022-09-09,52.4714
2022-09-10,52.4714
2022-09-11,52.4714
2022-09-12,52.5592
2022-09-13,50.1165
2022-09-14,50.4435
2022-09-15,45.8666
2022-09-16,41.4133
2022-09-17,41.4133
2022-09-18,41.4133
2022-09-19,45.4959
2022-09-20,44.0175
2022-09-21,42.586
2022-09-22,39.9319
2022-09-23,39.1528
2022-09-24,39.1528
2022-09-25,39.1528
2022-09-26,38.5613
2022-09-27,37.6326
2022-09-28,38.4504
2022-09-29,35.9511
2022-09-30,36.9337
2022-10-01,36.9337
2022-10-02,36.9337
2022-10-03,37.6627
2022-10-04,40.5082
2022-10-05,40.758
2022-10-06,40.0278
2022-10-07,41.8744
2022-10-08,41.8744
2022-10-09,41.8744
2022-10-10,40.4085
2022-10-11,42.146
2022-10-12,41.9599
2022-10-13,43.9568
2022-10-14,42.1858
2022-10-15,42.1858
2022-10-16,42.1858
2022-10-17,43.5164
2022-10-18,43.1999
2022-10-19,41.4086
2022-10-20,40.9504
2022-10-21,43.9958
2022-10-22,43.9958
2022-10-23,43.9958
2022-10-24,43.4267
2022-10-25,43.9092
2022-10-26,41.7017
2022-10-27,39.3878
2022-10-28,39.6716
2022-10-29,39.6716
2022-10-30,39.6716
2022-10-31,41.3204
2022-11-01,41.2802
2022-11-02,37.8831
2022-11-03,36.622
2022-11-04,36.0021
2022-11-05,36.0021
2022-11-06,36.0021
2022-11-07,37.1035
2022-11-08,36.1036
2022-11-09,34.821
2022-11-10,37.1315
2022-11-11,36.1987
2022-11-12,36.1987
2022-11-13,36.1987
2022-11-14,34.4757
2022-11-15,39.261
2022-11-16,37.9009
2022-11-17,39.0505
2022-11-18,38.0663
2022-11-19,38.0663
2022-11-20,38.0663
2022-11-21,37.4872
2022-11-22,42.4153
2022-11-23,44.4463
2022-11-24,44.4463
2022-11-25,43.9529
2022-11-26,43.9529
2022-11-27,43.9529
2022-11-28,43.495
2022-11-29,44.5809
2022-11-30,45.3951
2022-12-01,46.5857
2022-12-02,47.1278
2022-12-03,47.1278
2022-12-04,47.1278
2022-12-05,44.8668
2022-12-06,43.2998
2022-12-07,41.6654
2022-12-08,41.4525
2022-12-09,40.8052
2022-12-10,40.8052
2022-12-11,40.8052
2022-12-12,42.3571
2022-12-13,42.7915
2022-12-14,41.3189
2022-12-15,41.0903
2022-12-16,39.4209
2022-12-17,39.4209
2022-12-18,39.4209
2022-12-19,38.2478
2022-12-20,37.3535
2022-12-21,41.2766
2022-12-22,40.9564
2022-12-23,42.1503
2022-12-24,42.1503
2022-12-25,42.1503
2022-12-26,42.1503
2022-12-27,42.749
2022-12-28,42.346
2022-12-29,48.9989
2022-12-30,48.0869
2022-12-31,48.0869
2023-01-01,48.0869
2023-01-02,48.0869
2023-01-03,48.3792
2023-01-04,51.2744
2023-01-05,55.7086
2023-01-06,58.5051
2023-01-07,58.5051
2023-01-08,58.5051
2023-01-09,56.4
2023-01-10,57.6693
2023-01-11,58.8238
2023-01-12,59.3757
2023-01-13,59.4622
2023-01-14,59.4622
2023-01-15,59.4622
2023-01-16,59.4622
2023-01-17,57.0744
2023-01-18,54.512
2023-01-19,53.3593
2023-01-20,56.1866
2023-01-21,56.1866
2023-01-22,56.1866
2023-01-23,57.2764
2023-01-24,55.9565
2023-01-25,57.0729
2023-01-26,57.9908
2023-01-27,57.1065
2023-01-28,57.1065
2023-01-29,57.1065
2023-01-30,57.9591
2023-01-31,58.5277
2023-02-01,60.8551
2023-02-02,62.3961
2023-02-03,61.6981
2023-02-04,61.6981
2023-02-05,61.6981
2023-02-06,57.8805
2023-02-07,58.3019
2023-02-08,56.6725
2023-02-09,45.2197
2023-02-10,45.8912
2023-02-11,45.8912
2023-02-12,45.8912
2023-02-13,45.8912
2023-02-14,46.5385
2023-02-15,46.976
2023-02-16,45.9073
2023-02-17,49.7757
2023-02-18,49.7757
2023-02-19,49.7757
2023-02-20,49.7757
2023-02-21,46.7044
2023-02-22,46.7575
2023-02-23,46.867
2023-02-24,45.5111
2023-02-25,45.5111
2023-02-26,45.5111
2023-02-27,45.2691
2023-02-28,44.2471
2023-03-01,43.4261
2023-03-02,43.8698
2023-03-03,44.9542
2023-03-04,44.9542
2023-03-05,44.9542
2023-03-06,43.2752
2023-03-07,41.4784
2023-03-08,43.0647
2023-03-09,40.9136
2023-03-10,38.9033
2023-03-11,38.9033
2023-03-12,38.9033
2023-03-13,37.2216
2023-03-14,37.1385
2023-03-15,35.9761
2023-03-16,40.2592
2023-03-17,38.6625
2023-03-18,38.6625
2023-03-19,38.6625
