,LEA US Equity
2021-03-21,58.9107
2021-03-22,56.2712
2021-03-23,51.2704
2021-03-24,51.672
2021-03-25,53.1719
2021-03-26,55.2968
2021-03-27,55.2968
2021-03-28,55.2968
2021-03-29,52.3797
2021-03-30,54.4826
2021-03-31,56.0604
2021-04-01,55.4419
2021-04-02,55.4419
2021-04-03,55.4419
2021-04-04,55.4419
2021-04-05,56.1216
2021-04-06,55.8779
2021-04-07,54.6108
2021-04-08,54.5283
2021-04-09,54.574
2021-04-10,54.574
2021-04-11,54.574
2021-04-12,55.2148
2021-04-13,53.0904
2021-04-14,54.6973
2021-04-15,55.6059
2021-04-16,55.9298
2021-04-17,55.9298
2021-04-18,55.9298
2021-04-19,54.6718
2021-04-20,49.614
2021-04-21,54.0585
2021-04-22,54.4212
2021-04-23,57.4581
2021-04-24,57.4581
2021-04-25,57.4581
2021-04-26,58.3182
2021-04-27,60.2632
2021-04-28,60.7715
2021-04-29,57.0057
2021-04-30,53.9404
2021-05-01,53.9404
2021-05-02,53.9404
2021-05-03,54.7696
2021-05-04,53.2178
2021-05-05,55.6784
2021-05-06,57.5348
2021-05-07,58.7812
2021-05-08,58.7812
2021-05-09,58.7812
2021-05-10,56.1507
2021-05-11,53.9267
2021-05-12,50.1126
2021-05-13,51.6919
2021-05-14,53.3841
2021-05-15,53.3841
2021-05-16,53.3841
2021-05-17,52.7607
2021-05-18,52.3235
2021-05-19,52.0493
2021-05-20,50.5034
2021-05-21,54.1749
2021-05-22,54.1749
2021-05-23,54.1749
2021-05-24,53.4863
2021-05-25,52.8848
2021-05-26,53.8744
2021-05-27,56.0504
2021-05-28,56.4357
2021-05-29,56.4357
2021-05-30,56.4357
2021-05-31,56.4357
2021-06-01,58.8968
2021-06-02,58.479
2021-06-03,60.6186
2021-06-04,59.5246
2021-06-05,59.5246
2021-06-06,59.5246
2021-06-07,56.7785
2021-06-08,57.0791
2021-06-09,55.1267
2021-06-10,52.7051
2021-06-11,53.9948
2021-06-12,53.9948
2021-06-13,53.9948
2021-06-14,51.058
2021-06-15,50.8006
2021-06-16,48.0147
2021-06-17,44.4469
2021-06-18,42.3485
2021-06-19,42.3485
2021-06-20,42.3485
2021-06-21,44.8121
2021-06-22,46.1285
2021-06-23,46.5227
2021-06-24,47.2602
2021-06-25,47.0482
2021-06-26,47.0482
2021-06-27,47.0482
2021-06-28,45.5829
2021-06-29,45.8885
2021-06-30,45.7686
2021-07-01,47.1958
2021-07-02,46.9734
2021-07-03,46.9734
2021-07-04,46.9734
2021-07-05,46.9734
2021-07-06,44.3366
2021-07-07,41.9363
2021-07-08,42.4921
2021-07-09,46.1595
2021-07-10,46.1595
2021-07-11,46.1595
2021-07-12,45.5179
2021-07-13,44.1646
2021-07-14,44.1712
2021-07-15,43.3959
2021-07-16,40.8029
2021-07-17,40.8029
2021-07-18,40.8029
2021-07-19,39.9902
2021-07-20,44.1098
2021-07-21,45.2294
2021-07-22,43.6251
2021-07-23,43.8933
2021-07-24,43.8933
2021-07-25,43.8933
2021-07-26,45.1026
2021-07-27,44.5916
2021-07-28,46.0286
2021-07-29,50.2263
2021-07-30,49.267
2021-07-31,49.267
2021-08-01,49.267
2021-08-02,47.7595
2021-08-03,48.5039
2021-08-04,44.6407
2021-08-05,46.3353
2021-08-06,46.4134
2021-08-07,46.4134
2021-08-08,46.4134
2021-08-09,43.8833
2021-08-10,45.6812
2021-08-11,46.9319
2021-08-12,46.3341
2021-08-13,47.4527
2021-08-14,47.4527
2021-08-15,47.4527
2021-08-16,47.2043
2021-08-17,43.3932
2021-08-18,42.6433
2021-08-19,39.1264
2021-08-20,39.7976
2021-08-21,39.7976
2021-08-22,39.7976
2021-08-23,41.9566
2021-08-24,44.0462
2021-08-25,44.4436
2021-08-26,43.3723
2021-08-27,46.2913
2021-08-28,46.2913
2021-08-29,46.2913
2021-08-30,44.2695
2021-08-31,43.7696
2021-09-01,43.1378
2021-09-02,44.2384
2021-09-03,43.9834
2021-09-04,43.9834
2021-09-05,43.9834
2021-09-06,43.9834
2021-09-07,42.9307
2021-09-08,42.6623
2021-09-09,42.4118
2021-09-10,41.2833
2021-09-11,41.2833
2021-09-12,41.2833
2021-09-13,43.2902
2021-09-14,43.5121
2021-09-15,46.0364
2021-09-16,42.5034
2021-09-17,41.362
2021-09-18,41.362
2021-09-19,41.362
2021-09-20,38.175
2021-09-21,37.6526
2021-09-22,40.6743
2021-09-23,44.432
2021-09-24,44.9855
2021-09-25,44.9855
2021-09-26,44.9855
2021-09-27,48.1885
2021-09-28,48.0299
2021-09-29,47.1565
2021-09-30,45.8747
2021-10-01,47.8073
2021-10-02,47.8073
2021-10-03,47.8073
2021-10-04,48.1958
2021-10-05,49.0029
2021-10-06,46.5301
2021-10-07,51.8645
2021-10-08,53.9151
2021-10-09,53.9151
2021-10-10,53.9151
2021-10-11,53.5698
2021-10-12,56.3719
2021-10-13,55.6622
2021-10-14,58.1936
2021-10-15,59.7841
2021-10-16,59.7841
2021-10-17,59.7841
2021-10-18,56.6257
2021-10-19,55.1127
2021-10-20,56.5321
2021-10-21,55.5379
2021-10-22,52.7093
2021-10-23,52.7093
2021-10-24,52.7093
2021-10-25,52.1464
2021-10-26,48.8686
2021-10-27,50.8429
2021-10-28,52.5225
2021-10-29,53.7872
2021-10-30,53.7872
2021-10-31,53.7872
2021-11-01,56.2486
2021-11-02,54.4723
2021-11-03,57.5786
2021-11-04,56.1756
2021-11-05,56.6089
2021-11-06,56.6089
2021-11-07,56.6089
2021-11-08,56.7706
2021-11-09,57.6471
2021-11-10,55.7303
2021-11-11,55.897
2021-11-12,59.0376
2021-11-13,59.0376
2021-11-14,59.0376
2021-11-15,60.7735
2021-11-16,60.7735
2021-11-17,56.3274
2021-11-18,56.9496
2021-11-19,53.7073
2021-11-20,53.7073
2021-11-21,53.7073
2021-11-22,54.4201
2021-11-23,55.7557
2021-11-24,54.4768
2021-11-25,54.4768
2021-11-26,49.343
2021-11-27,49.343
2021-11-28,49.343
2021-11-29,48.0288
2021-11-30,47.3244
2021-12-01,48.5564
2021-12-02,52.252
2021-12-03,51.5869
2021-12-04,51.5869
2021-12-05,51.5869
2021-12-06,53.9549
2021-12-07,56.6616
2021-12-08,58.6261
2021-12-09,56.3966
2021-12-10,58.2405
2021-12-11,58.2405
2021-12-12,58.2405
2021-12-13,55.7497
2021-12-14,54.9084
2021-12-15,54.8311
2021-12-16,51.8449
2021-12-17,49.9547
2021-12-18,49.9547
2021-12-19,49.9547
2021-12-20,46.3236
2021-12-21,48.067
2021-12-22,50.0515
2021-12-23,53.1174
2021-12-24,53.1174
2021-12-25,53.1174
2021-12-26,53.1174
2021-12-27,55.2521
2021-12-28,54.2822
2021-12-29,53.8555
2021-12-30,53.6615
2021-12-31,54.3367
2022-01-01,54.3367
2022-01-02,54.3367
2022-01-03,55.5398
2022-01-04,59.2337
2022-01-05,56.4555
2022-01-06,57.5101
2022-01-07,55.3308
2022-01-08,55.3308
2022-01-09,55.3308
2022-01-10,54.6859
2022-01-11,55.129
2022-01-12,54.1857
2022-01-13,56.8586
2022-01-14,57.0289
2022-01-15,57.0289
2022-01-16,57.0289
2022-01-17,57.0289
2022-01-18,54.8745
2022-01-19,49.5777
2022-01-20,45.7456
2022-01-21,45.3779
2022-01-22,45.3779
2022-01-23,45.3779
2022-01-24,47.1641
2022-01-25,45.8246
2022-01-26,45.9733
2022-01-27,44.0003
2022-01-28,42.3121
2022-01-29,42.3121
2022-01-30,42.3121
2022-01-31,44.5263
2022-02-01,46.5477
2022-02-02,47.284
2022-02-03,44.5338
2022-02-04,45.2041
2022-02-05,45.2041
2022-02-06,45.2041
2022-02-07,46.9256
2022-02-08,47.5646
2022-02-09,48.1566
2022-02-10,44.9438
2022-02-11,42.0108
2022-02-12,42.0108
2022-02-13,42.0108
2022-02-14,46.0785
2022-02-15,50.2572
2022-02-16,50.4526
2022-02-17,48.8447
2022-02-18,48.5258
2022-02-19,48.5258
2022-02-20,48.5258
2022-02-21,48.5258
2022-02-22,44.9452
2022-02-23,44.7064
2022-02-24,44.0452
2022-02-25,46.6216
2022-02-26,46.6216
2022-02-27,46.6216
2022-02-28,42.3282
2022-03-01,37.3491
2022-03-02,41.9916
2022-03-03,41.3632
2022-03-04,38.6566
2022-03-05,38.6566
2022-03-06,38.6566
2022-03-07,34.494
2022-03-08,36.6274
2022-03-09,40.3616
2022-03-10,39.6492
2022-03-11,38.9201
2022-03-12,38.9201
2022-03-13,38.9201
2022-03-14,39.2517
2022-03-15,40.0634
2022-03-16,44.6279
2022-03-17,44.2254
2022-03-18,43.3413
2022-03-19,43.3413
2022-03-20,43.3413
2022-03-21,42.896
2022-03-22,42.4269
2022-03-23,41.6847
2022-03-24,43.2134
2022-03-25,43.5127
2022-03-26,43.5127
2022-03-27,43.5127
2022-03-28,43.3126
2022-03-29,46.8477
2022-03-30,45.0955
2022-03-31,43.8699
2022-04-01,43.7929
2022-04-02,43.7929
2022-04-03,43.7929
2022-04-04,43.868
2022-04-05,40.2499
2022-04-06,39.3003
2022-04-07,37.5797
2022-04-08,38.5684
2022-04-09,38.5684
2022-04-10,38.5684
2022-04-11,39.8632
2022-04-12,39.8594
2022-04-13,39.2252
2022-04-14,39.1298
2022-04-15,39.1298
2022-04-16,39.1298
2022-04-17,39.1298
2022-04-18,39.7489
2022-04-19,41.6773
2022-04-20,42.8267
2022-04-21,42.8453
2022-04-22,40.838
2022-04-23,40.838
2022-04-24,40.838
2022-04-25,40.7293
2022-04-26,38.7178
2022-04-27,39.5024
2022-04-28,42.313
2022-04-29,41.1944
2022-04-30,41.1944
2022-05-01,41.1944
2022-05-02,42.4457
2022-05-03,45.3337
2022-05-04,47.104
2022-05-05,43.8372
2022-05-06,43.9479
2022-05-07,43.9479
2022-05-08,43.9479
2022-05-09,42.513
2022-05-10,43.1062
2022-05-11,40.9264
2022-05-12,42.1462
2022-05-13,46.162
2022-05-14,46.162
2022-05-15,46.162
2022-05-16,43.9212
2022-05-17,47.7031
2022-05-18,45.4806
2022-05-19,47.339
2022-05-20,47.0162
2022-05-21,47.0162
2022-05-22,47.0162
2022-05-23,46.951
2022-05-24,44.6302
2022-05-25,45.6568
2022-05-26,48.592
2022-05-27,49.5284
2022-05-28,49.5284
2022-05-29,49.5284
2022-05-30,49.5284
2022-05-31,51.8495
2022-06-01,50.984
2022-06-02,52.0338
2022-06-03,50.2978
2022-06-04,50.2978
2022-06-05,50.2978
2022-06-06,51.6595
2022-06-07,52.4268
2022-06-08,52.9367
2022-06-09,51.9851
2022-06-10,47.8708
2022-06-11,47.8708
2022-06-12,47.8708
2022-06-13,44.5567
2022-06-14,44.1847
2022-06-15,47.5
2022-06-16,42.0685
2022-06-17,43.1262
2022-06-18,43.1262
2022-06-19,43.1262
2022-06-20,43.1262
2022-06-21,46.6225
2022-06-22,47.6294
2022-06-23,46.9158
2022-06-24,49.6522
2022-06-25,49.6522
2022-06-26,49.6522
2022-06-27,49.5432
2022-06-28,49.9361
2022-06-29,47.7641
2022-06-30,45.5793
2022-07-01,46.0541
2022-07-02,46.0541
2022-07-03,46.0541
2022-07-04,46.0541
2022-07-05,46.015
2022-07-06,44.9398
2022-07-07,48.4118
2022-07-08,47.2193
2022-07-09,47.2193
2022-07-10,47.2193
2022-07-11,45.8375
2022-07-12,48.8297
2022-07-13,47.7076
2022-07-14,46.1346
2022-07-15,48.2773
2022-07-16,48.2773
2022-07-17,48.2773
2022-07-18,48.4426
2022-07-19,53.147
2022-07-20,53.7792
2022-07-21,55.1682
2022-07-22,54.1625
2022-07-23,54.1625
2022-07-24,54.1625
2022-07-25,54.9633
2022-07-26,53.8313
2022-07-27,55.8076
2022-07-28,58.1484
2022-07-29,58.6469
2022-07-30,58.6469
2022-07-31,58.6469
2022-08-01,58.7468
2022-08-02,60.4748
2022-08-03,60.9234
2022-08-04,55.6513
2022-08-05,52.7807
2022-08-06,52.7807
2022-08-07,52.7807
2022-08-08,54.949
2022-08-09,52.4624
2022-08-10,54.6199
2022-08-11,56.273
2022-08-12,56.9996
2022-08-13,56.9996
2022-08-14,56.9996
2022-08-15,55.9905
2022-08-16,55.9431
2022-08-17,53.0908
2022-08-18,54.2985
2022-08-19,52.327
2022-08-20,52.327
2022-08-21,52.327
2022-08-22,47.7364
2022-08-23,48.6825
2022-08-24,49.5746
2022-08-25,52.2322
2022-08-26,49.2621
2022-08-27,49.2621
2022-08-28,49.2621
2022-08-29,49.8371
2022-08-30,49.7297
2022-08-31,49.3399
2022-09-01,49.412
2022-09-02,48.2063
2022-09-03,48.2063
2022-09-04,48.2063
2022-09-05,48.2063
2022-09-06,46.6452
2022-09-07,49.4045
2022-09-08,48.8999
2022-09-09,50.7168
2022-09-10,50.7168
2022-09-11,50.7168
2022-09-12,52.7886
2022-09-13,49.9097
2022-09-14,49.049
2022-09-15,49.095
2022-09-16,48.1896
2022-09-17,48.1896
2022-09-18,48.1896
2022-09-19,49.6629
2022-09-20,46.5839
2022-09-21,43.7715
2022-09-22,43.6098
2022-09-23,41.6336
2022-09-24,41.6336
2022-09-25,41.6336
2022-09-26,42.3521
2022-09-27,43.4747
2022-09-28,44.7513
2022-09-29,41.82
2022-09-30,40.6614
2022-10-01,40.6614
2022-10-02,40.6614
2022-10-03,42.9479
2022-10-04,47.0866
2022-10-05,46.1981
2022-10-06,46.911
2022-10-07,44.5164
2022-10-08,44.5164
2022-10-09,44.5164
2022-10-10,43.3928
2022-10-11,43.2252
2022-10-12,42.5207
2022-10-13,43.7778
2022-10-14,43.5146
2022-10-15,43.5146
2022-10-16,43.5146
2022-10-17,47.1996
2022-10-18,47.5467
2022-10-19,46.7718
2022-10-20,44.94
2022-10-21,48.4771
2022-10-22,48.4771
2022-10-23,48.4771
2022-10-24,50.2594
2022-10-25,52.6411
2022-10-26,51.9361
2022-10-27,52.3932
2022-10-28,53.9307
2022-10-29,53.9307
2022-10-30,53.9307
2022-10-31,54.0395
2022-11-01,50.6816
2022-11-02,47.8449
2022-11-03,47.7111
2022-11-04,52.4579
2022-11-05,52.4579
2022-11-06,52.4579
2022-11-07,51.6876
2022-11-08,51.769
2022-11-09,52.0318
2022-11-10,56.556
2022-11-11,59.5195
2022-11-12,59.5195
2022-11-13,59.5195
2022-11-14,57.2034
2022-11-15,58.0194
2022-11-16,53.7127
2022-11-17,54.4309
2022-11-18,55.8579
2022-11-19,55.8579
2022-11-20,55.8579
2022-11-21,54.5147
2022-11-22,55.1755
2022-11-23,54.3523
2022-11-24,54.3523
2022-11-25,54.5318
2022-11-26,54.5318
2022-11-27,54.5318
2022-11-28,52.1221
2022-11-29,52.1804
2022-11-30,54.5231
2022-12-01,52.2878
2022-12-02,50.8866
2022-12-03,50.8866
2022-12-04,50.8866
2022-12-05,48.6873
2022-12-06,49.2377
2022-12-07,46.8963
2022-12-08,46.7743
2022-12-09,46.5061
2022-12-10,46.5061
2022-12-11,46.5061
2022-12-12,47.9404
2022-12-13,47.7566
2022-12-14,46.135
2022-12-15,45.0152
2022-12-16,43.1689
2022-12-17,43.1689
2022-12-18,43.1689
2022-12-19,42.4313
2022-12-20,43.0966
2022-12-21,44.1145
2022-12-22,41.5948
2022-12-23,42.0524
2022-12-24,42.0524
2022-12-25,42.0524
2022-12-26,42.0524
2022-12-27,43.1549
2022-12-28,41.7565
2022-12-29,45.0983
2022-12-30,44.3981
2022-12-31,44.3981
2023-01-01,44.3981
2023-01-02,44.3981
2023-01-03,45.8605
2023-01-04,48.5684
2023-01-05,47.7675
2023-01-06,49.7693
2023-01-07,49.7693
2023-01-08,49.7693
2023-01-09,49.9304
2023-01-10,52.584
2023-01-11,53.3289
2023-01-12,54.2176
2023-01-13,54.5507
2023-01-14,54.5507
2023-01-15,54.5507
2023-01-16,54.5507
2023-01-17,53.75
2023-01-18,53.1637
2023-01-19,51.6023
2023-01-20,53.2306
2023-01-21,53.2306
2023-01-22,53.2306
2023-01-23,54.8609
2023-01-24,51.748
2023-01-25,51.5666
2023-01-26,52.7583
2023-01-27,55.8779
2023-01-28,55.8779
2023-01-29,55.8779
2023-01-30,54.4769
2023-01-31,59.0447
2023-02-01,61.199
2023-02-02,57.3094
2023-02-03,54.3879
2023-02-04,54.3879
2023-02-05,54.3879
2023-02-06,53.8802
2023-02-07,54.5548
2023-02-08,53.4246
2023-02-09,51.9405
2023-02-10,51.2804
2023-02-11,51.2804
2023-02-12,51.2804
2023-02-13,53.5255
2023-02-14,54.6675
2023-02-15,55.7782
2023-02-16,55.1346
2023-02-17,55.6638
2023-02-18,55.6638
2023-02-19,55.6638
2023-02-20,55.6638
2023-02-21,54.117
2023-02-22,55.2022
2023-02-23,52.9729
2023-02-24,52.3122
2023-02-25,52.3122
2023-02-26,52.3122
2023-02-27,53.1187
2023-02-28,51.8198
2023-03-01,53.1791
2023-03-02,52.1816
2023-03-03,54.0982
2023-03-04,54.0982
2023-03-05,54.0982
2023-03-06,52.7019
2023-03-07,52.061
2023-03-08,51.8223
2023-03-09,50.1746
2023-03-10,47.9541
2023-03-11,47.9541
2023-03-12,47.9541
2023-03-13,45.3662
2023-03-14,52.4947
2023-03-15,47.8427
2023-03-16,50.6481
2023-03-17,47.9919
2023-03-18,47.9919
