,K US Equity
2020-03-29,45.7929
2020-03-30,47.4715
2020-03-31,46.5194
2020-04-01,47.814
2020-04-02,48.0858
2020-04-03,50.6962
2020-04-04,50.6962
2020-04-05,50.6962
2020-04-06,50.6147
2020-04-07,49.4854
2020-04-08,48.2216
2020-04-09,49.7796
2020-04-10,49.7796
2020-04-11,49.7796
2020-04-12,49.7796
2020-04-13,49.8528
2020-04-14,50.8649
2020-04-15,50.0117
2020-04-16,51.494
2020-04-17,52.5909
2020-04-18,52.5909
2020-04-19,52.5909
2020-04-20,54.0756
2020-04-21,53.0555
2020-04-22,51.8903
2020-04-23,51.6388
2020-04-24,51.07
2020-04-25,51.07
2020-04-26,51.07
2020-04-27,52.4253
2020-04-28,53.3083
2020-04-29,52.0072
2020-04-30,52.838
2020-05-01,51.8476
2020-05-02,51.8476
2020-05-03,51.8476
2020-05-04,50.0433
2020-05-05,49.4007
2020-05-06,50.6954
2020-05-07,48.5776
2020-05-08,50.1024
2020-05-09,50.1024
2020-05-10,50.1024
2020-05-11,49.4588
2020-05-12,49.8869
2020-05-13,50.9067
2020-05-14,50.0506
2020-05-15,50.7427
2020-05-16,50.7427
2020-05-17,50.7427
2020-05-18,50.1945
2020-05-19,47.9826
2020-05-20,48.0722
2020-05-21,46.2416
2020-05-22,47.5811
2020-05-23,47.5811
2020-05-24,47.5811
2020-05-25,47.5811
2020-05-26,47.6373
2020-05-27,52.0539
2020-05-28,53.3772
2020-05-29,54.1276
2020-05-30,54.1276
2020-05-31,54.1276
2020-06-01,55.4184
2020-06-02,56.5258
2020-06-03,53.8004
2020-06-04,52.4359
2020-06-05,53.9625
2020-06-06,53.9625
2020-06-07,53.9625
2020-06-08,56.4268
2020-06-09,54.537
2020-06-10,55.0507
2020-06-11,50.0249
2020-06-12,49.7176
2020-06-13,49.7176
2020-06-14,49.7176
2020-06-15,52.8788
2020-06-16,54.7231
2020-06-17,55.331
2020-06-18,56.3466
2020-06-19,56.3925
2020-06-20,56.3925
2020-06-21,56.3925
2020-06-22,54.2664
2020-06-23,53.5317
2020-06-24,50.834
2020-06-25,51.9304
2020-06-26,48.9717
2020-06-27,48.9717
2020-06-28,48.9717
2020-06-29,51.1026
2020-06-30,52.7425
2020-07-01,52.5009
2020-07-02,53.1499
2020-07-03,53.1499
2020-07-04,53.1499
2020-07-05,53.1499
2020-07-06,52.9333
2020-07-07,53.6614
2020-07-08,53.6614
2020-07-09,52.1659
2020-07-10,54.5468
2020-07-11,54.5468
2020-07-12,54.5468
2020-07-13,54.0292
2020-07-14,56.6028
2020-07-15,55.9105
2020-07-16,56.1788
2020-07-17,56.8844
2020-07-18,56.8844
2020-07-19,56.8844
2020-07-20,54.0891
2020-07-21,54.5663
2020-07-22,54.0778
2020-07-23,55.9242
2020-07-24,56.4391
2020-07-25,56.4391
2020-07-26,56.4391
2020-07-27,58.8171
2020-07-28,60.4448
2020-07-29,60.4964
2020-07-30,59.5596
2020-07-31,55.4957
2020-08-01,55.4957
2020-08-02,55.4957
2020-08-03,56.1915
2020-08-04,56.8887
2020-08-05,55.7415
2020-08-06,55.6641
2020-08-07,56.2714
2020-08-08,56.2714
2020-08-09,56.2714
2020-08-10,54.9295
2020-08-11,52.6188
2020-08-12,55.1412
2020-08-13,54.4631
2020-08-14,54.6406
2020-08-15,54.6406
2020-08-16,54.6406
2020-08-17,55.9294
2020-08-18,56.8692
2020-08-19,53.4162
2020-08-20,53.1248
2020-08-21,53.4827
2020-08-22,53.4827
2020-08-23,53.4827
2020-08-24,55.1135
2020-08-25,54.854
2020-08-26,56.9285
2020-08-27,57.1117
2020-08-28,57.2996
2020-08-29,57.2996
2020-08-30,57.2996
2020-08-31,59.4756
2020-09-01,54.3822
2020-09-02,57.0696
2020-09-03,55.689
2020-09-04,53.6743
2020-09-05,53.6743
2020-09-06,53.6743
2020-09-07,53.6743
2020-09-08,46.6853
2020-09-09,47.1549
2020-09-10,45.9861
2020-09-11,44.773
2020-09-12,44.773
2020-09-13,44.773
2020-09-14,44.7294
2020-09-15,45.3078
2020-09-16,41.657
2020-09-17,40.8164
2020-09-18,39.6537
2020-09-19,39.6537
2020-09-20,39.6537
2020-09-21,39.2615
2020-09-22,39.1613
2020-09-23,36.217
2020-09-24,40.7643
2020-09-25,41.9749
2020-09-26,41.9749
2020-09-27,41.9749
2020-09-28,42.8184
2020-09-29,42.9898
2020-09-30,46.189
2020-10-01,45.7045
2020-10-02,46.6148
2020-10-03,46.6148
2020-10-04,46.6148
2020-10-05,48.6134
2020-10-06,47.8866
2020-10-07,47.1325
2020-10-08,48.1462
2020-10-09,49.8857
2020-10-10,49.8857
2020-10-11,49.8857
2020-10-12,51.1241
2020-10-13,52.4712
2020-10-14,52.5772
2020-10-15,53.3313
2020-10-16,53.2063
2020-10-17,53.2063
2020-10-18,53.2063
2020-10-19,51.9157
2020-10-20,50.5545
2020-10-21,49.6966
2020-10-22,50.8972
2020-10-23,52.1099
2020-10-24,52.1099
2020-10-25,52.1099
2020-10-26,48.8055
2020-10-27,46.5857
2020-10-28,42.818
2020-10-29,41.8217
2020-10-30,41.3604
2020-10-31,41.3604
2020-11-01,41.3604
2020-11-02,44.839
2020-11-03,46.222
2020-11-04,44.1405
2020-11-05,46.3883
2020-11-06,46.5428
2020-11-07,46.5428
2020-11-08,46.5428
2020-11-09,42.98
2020-11-10,46.7139
2020-11-11,50.5538
2020-11-12,49.2518
2020-11-13,50.9759
2020-11-14,50.9759
2020-11-15,50.9759
2020-11-16,53.0269
2020-11-17,52.3091
2020-11-18,48.8861
2020-11-19,49.3869
2020-11-20,48.8656
2020-11-21,48.8656
2020-11-22,48.8656
2020-11-23,45.5343
2020-11-24,42.8294
2020-11-25,45.0523
2020-11-26,45.0523
2020-11-27,45.661
2020-11-28,45.661
2020-11-29,45.661
2020-11-30,48.3744
2020-12-01,47.8064
2020-12-02,45.4996
2020-12-03,46.2817
2020-12-04,44.7858
2020-12-05,44.7858
2020-12-06,44.7858
2020-12-07,43.8093
2020-12-08,45.5634
2020-12-09,44.2534
2020-12-10,44.2056
2020-12-11,44.608
2020-12-12,44.608
2020-12-13,44.608
2020-12-14,44.1268
2020-12-15,42.4322
2020-12-16,43.2936
2020-12-17,46.4196
2020-12-18,45.3637
2020-12-19,45.3637
2020-12-20,45.3637
2020-12-21,43.9419
2020-12-22,43.0785
2020-12-23,44.4727
2020-12-24,45.0365
2020-12-25,45.0365
2020-12-26,45.0365
2020-12-27,45.0365
2020-12-28,46.8744
2020-12-29,46.7301
2020-12-30,44.5721
2020-12-31,46.9082
2021-01-01,46.9082
2021-01-02,46.9082
2021-01-03,46.9082
2021-01-04,44.7348
2021-01-05,45.8984
2021-01-06,44.5672
2021-01-07,43.4007
2021-01-08,41.5935
2021-01-09,41.5935
2021-01-10,41.5935
2021-01-11,39.5444
2021-01-12,37.6709
2021-01-13,39.7842
2021-01-14,39.5688
2021-01-15,39.5196
2021-01-16,39.5196
2021-01-17,39.5196
2021-01-18,39.5196
2021-01-19,38.1227
2021-01-20,36.2176
2021-01-21,37.2073
2021-01-22,38.8179
2021-01-23,38.8179
2021-01-24,38.8179
2021-01-25,44.363
2021-01-26,47.7956
2021-01-27,51.8897
2021-01-28,46.1906
2021-01-29,43.4198
2021-01-30,43.4198
2021-01-31,43.4198
2021-02-01,43.1585
2021-02-02,42.3457
2021-02-03,41.3869
2021-02-04,41.0807
2021-02-05,41.5916
2021-02-06,41.5916
2021-02-07,41.5916
2021-02-08,40.9262
2021-02-09,40.694
2021-02-10,42.2862
2021-02-11,39.6833
2021-02-12,40.9701
2021-02-13,40.9701
2021-02-14,40.9701
2021-02-15,40.9701
2021-02-16,39.7691
2021-02-17,43.6164
2021-02-18,48.0199
2021-02-19,44.1661
2021-02-20,44.1661
2021-02-21,44.1661
2021-02-22,47.779
2021-02-23,47.8307
2021-02-24,46.2431
2021-02-25,46.5989
2021-02-26,44.2011
2021-02-27,44.2011
2021-02-28,44.2011
2021-03-01,43.6768
2021-03-02,44.6222
2021-03-03,44.9211
2021-03-04,46.036
2021-03-05,50.362
2021-03-06,50.362
2021-03-07,50.362
2021-03-08,50.7335
2021-03-09,49.6626
2021-03-10,51.6652
2021-03-11,50.3491
2021-03-12,53.9149
2021-03-13,53.9149
2021-03-14,53.9149
2021-03-15,52.1734
2021-03-16,53.034
2021-03-17,53.0854
2021-03-18,53.7397
2021-03-19,54.2153
2021-03-20,54.2153
2021-03-21,54.2153
2021-03-22,58.1246
2021-03-23,58.5876
2021-03-24,55.1793
2021-03-25,58.0323
2021-03-26,60.1407
2021-03-27,60.1407
2021-03-28,60.1407
2021-03-29,62.6001
2021-03-30,58.9868
2021-03-31,57.6561
2021-04-01,57.7418
2021-04-02,57.7418
2021-04-03,57.7418
2021-04-04,57.7418
2021-04-05,58.3956
2021-04-06,59.2222
2021-04-07,58.1219
2021-04-08,58.5543
2021-04-09,54.8536
2021-04-10,54.8536
2021-04-11,54.8536
2021-04-12,56.626
2021-04-13,55.6318
2021-04-14,54.142
2021-04-15,55.112
2021-04-16,56.049
2021-04-17,56.049
2021-04-18,56.049
2021-04-19,56.9062
2021-04-20,58.1603
2021-04-21,58.9213
2021-04-22,57.0105
2021-04-23,54.7856
2021-04-24,54.7856
2021-04-25,54.7856
2021-04-26,52.2191
2021-04-27,51.3016
2021-04-28,51.0919
2021-04-29,52.9944
2021-04-30,52.0257
2021-05-01,52.0257
2021-05-02,52.0257
2021-05-03,53.3627
2021-05-04,52.0536
2021-05-05,53.7429
2021-05-06,63.7347
2021-05-07,61.9349
2021-05-08,61.9349
2021-05-09,61.9349
2021-05-10,64.2064
2021-05-11,61.0366
2021-05-12,58.9628
2021-05-13,61.3276
2021-05-14,58.1867
2021-05-15,58.1867
2021-05-16,58.1867
2021-05-17,57.6028
2021-05-18,56.8518
2021-05-19,56.8518
2021-05-20,57.4455
2021-05-21,57.8314
2021-05-22,57.8314
2021-05-23,57.8314
2021-05-24,56.6504
2021-05-25,56.9686
2021-05-26,56.5089
2021-05-27,54.8306
2021-05-28,56.1408
2021-05-29,56.1408
2021-05-30,56.1408
2021-05-31,56.1408
2021-06-01,56.0456
2021-06-02,58.4275
2021-06-03,59.1059
2021-06-04,58.7639
2021-06-05,58.7639
2021-06-06,58.7639
2021-06-07,57.9999
2021-06-08,56.5144
2021-06-09,52.6839
2021-06-10,54.0492
2021-06-11,53.6012
2021-06-12,53.6012
2021-06-13,53.6012
2021-06-14,54.2457
2021-06-15,52.5389
2021-06-16,52.2445
2021-06-17,51.4168
2021-06-18,48.4323
2021-06-19,48.4323
2021-06-20,48.4323
2021-06-21,50.2746
2021-06-22,49.4863
2021-06-23,46.8997
2021-06-24,48.1208
2021-06-25,49.7053
2021-06-26,49.7053
2021-06-27,49.7053
2021-06-28,51.2152
2021-06-29,49.6725
2021-06-30,50.9463
2021-07-01,49.7734
2021-07-02,49.939
2021-07-03,49.939
2021-07-04,49.939
2021-07-05,49.939
2021-07-06,48.9703
2021-07-07,50.478
2021-07-08,49.8889
2021-07-09,50.866
2021-07-10,50.866
2021-07-11,50.866
2021-07-12,49.0634
2021-07-13,47.0025
2021-07-14,47.1906
2021-07-15,49.7021
2021-07-16,51.0134
2021-07-17,51.0134
2021-07-18,51.0134
2021-07-19,52.9017
2021-07-20,51.3746
2021-07-21,47.5959
2021-07-22,45.867
2021-07-23,48.2441
2021-07-24,48.2441
2021-07-25,48.2441
2021-07-26,47.6537
2021-07-27,49.2941
2021-07-28,46.7881
2021-07-29,47.1901
2021-07-30,48.2921
2021-07-31,48.2921
2021-08-01,48.2921
2021-08-02,48.5144
2021-08-03,49.2294
2021-08-04,43.9461
2021-08-05,45.8005
2021-08-06,48.3612
2021-08-07,48.3612
2021-08-08,48.3612
2021-08-09,49.5082
2021-08-10,51.6622
2021-08-11,52.5458
2021-08-12,52.3624
2021-08-13,56.0436
2021-08-14,56.0436
2021-08-15,56.0436
2021-08-16,57.3657
2021-08-17,60.0454
2021-08-18,54.5928
2021-08-19,56.5907
2021-08-20,56.3447
2021-08-21,56.3447
2021-08-22,56.3447
2021-08-23,54.8306
2021-08-24,52.3272
2021-08-25,49.1582
2021-08-26,46.9451
2021-08-27,47.1395
2021-08-28,47.1395
2021-08-29,47.1395
2021-08-30,46.7849
2021-08-31,48.6663
2021-09-01,49.1643
2021-09-02,49.736
2021-09-03,49.668
2021-09-04,49.668
2021-09-05,49.668
2021-09-06,49.668
2021-09-07,44.339
2021-09-08,48.7246
2021-09-09,48.5735
2021-09-10,47.7764
2021-09-11,47.7764
2021-09-12,47.7764
2021-09-13,49.9338
2021-09-14,50.8253
2021-09-15,51.464
2021-09-16,50.3148
2021-09-17,50.3822
2021-09-18,50.3822
2021-09-19,50.3822
2021-09-20,49.7882
2021-09-21,47.7004
2021-09-22,49.2872
2021-09-23,49.0423
2021-09-24,51.2953
2021-09-25,51.2953
2021-09-26,51.2953
2021-09-27,52.061
2021-09-28,52.061
2021-09-29,56.3958
2021-09-30,51.3016
2021-10-01,51.1285
2021-10-02,51.1285
2021-10-03,51.1285
2021-10-04,53.2811
2021-10-05,51.469
2021-10-06,52.7087
2021-10-07,48.3694
2021-10-08,47.0644
2021-10-09,47.0644
2021-10-10,47.0644
2021-10-11,47.3095
2021-10-12,46.0491
2021-10-13,44.0171
2021-10-14,45.7541
2021-10-15,44.6265
2021-10-16,44.6265
2021-10-17,44.6265
2021-10-18,43.6931
2021-10-19,43.7716
2021-10-20,45.7658
2021-10-21,44.7046
2021-10-22,46.4184
2021-10-23,46.4184
2021-10-24,46.4184
2021-10-25,45.1357
2021-10-26,44.7096
2021-10-27,43.7244
2021-10-28,45.3441
2021-10-29,44.033
2021-10-30,44.033
2021-10-31,44.033
2021-11-01,47.4961
2021-11-02,48.9033
2021-11-03,51.8273
2021-11-04,50.2482
2021-11-05,48.9913
2021-11-06,48.9913
2021-11-07,48.9913
2021-11-08,47.8937
2021-11-09,50.4499
2021-11-10,52.4772
2021-11-11,51.5001
2021-11-12,51.3479
2021-11-13,51.3479
2021-11-14,51.3479
2021-11-15,53.7846
2021-11-16,51.6142
2021-11-17,50.1561
2021-11-18,48.1708
2021-11-19,46.5088
2021-11-20,46.5088
2021-11-21,46.5088
2021-11-22,48.2779
2021-11-23,51.8253
2021-11-24,51.1653
2021-11-25,51.1653
2021-11-26,52.689
2021-11-27,52.689
2021-11-28,52.689
2021-11-29,53.474
2021-11-30,46.1418
2021-12-01,45.6812
2021-12-02,48.8506
2021-12-03,52.2754
2021-12-04,52.2754
2021-12-05,52.2754
2021-12-06,54.0024
2021-12-07,52.3142
2021-12-08,48.9575
2021-12-09,48.9895
2021-12-10,50.8661
2021-12-11,50.8661
2021-12-12,50.8661
2021-12-13,53.4486
2021-12-14,53.0794
2021-12-15,53.4723
2021-12-16,59.6083
2021-12-17,55.2142
2021-12-18,55.2142
2021-12-19,55.2142
2021-12-20,54.9621
2021-12-21,49.8951
2021-12-22,50.2537
2021-12-23,50.5074
2021-12-24,50.5074
2021-12-25,50.5074
2021-12-26,50.5074
2021-12-27,51.6134
2021-12-28,53.5148
2021-12-29,53.3263
2021-12-30,53.4394
2021-12-31,54.8266
2022-01-01,54.8266
2022-01-02,54.8266
2022-01-03,55.5535
2022-01-04,57.2768
2022-01-05,58.234
2022-01-06,58.9995
2022-01-07,60.6462
2022-01-08,60.6462
2022-01-09,60.6462
2022-01-10,61.5937
2022-01-11,60.0202
2022-01-12,59.2374
2022-01-13,60.4642
2022-01-14,62.2282
2022-01-15,62.2282
2022-01-16,62.2282
2022-01-17,62.2282
2022-01-18,60.0588
2022-01-19,58.5341
2022-01-20,56.7385
2022-01-21,58.0966
2022-01-22,58.0966
2022-01-23,58.0966
2022-01-24,56.5285
2022-01-25,56.49
2022-01-26,51.4548
2022-01-27,52.6178
2022-01-28,52.9017
2022-01-29,52.9017
2022-01-30,52.9017
2022-01-31,45.7763
2022-02-01,46.5345
2022-02-02,47.0671
2022-02-03,47.3384
2022-02-04,42.068
2022-02-05,42.068
2022-02-06,42.068
2022-02-07,42.7311
2022-02-08,42.5455
2022-02-09,42.4366
2022-02-10,48.9307
2022-02-11,49.7553
2022-02-12,49.7553
2022-02-13,49.7553
2022-02-14,52.4053
2022-02-15,51.9018
2022-02-16,51.0458
2022-02-17,52.6033
2022-02-18,56.0266
2022-02-19,56.0266
2022-02-20,56.0266
2022-02-21,56.0266
2022-02-22,56.1598
2022-02-23,57.1004
2022-02-24,48.8052
2022-02-25,53.7111
2022-02-26,53.7111
2022-02-27,53.7111
2022-02-28,50.6048
2022-03-01,49.0858
2022-03-02,49.813
2022-03-03,52.5902
2022-03-04,53.1221
2022-03-05,53.1221
2022-03-06,53.1221
2022-03-07,55.4488
2022-03-08,47.3247
2022-03-09,46.3901
2022-03-10,43.9803
2022-03-11,41.7736
2022-03-12,41.7736
2022-03-13,41.7736
2022-03-14,42.7974
2022-03-15,45.4517
2022-03-16,44.7293
2022-03-17,44.9305
2022-03-18,44.346
2022-03-19,44.346
2022-03-20,44.346
2022-03-21,44.8496
2022-03-22,45.2006
2022-03-23,46.554
2022-03-24,47.1214
2022-03-25,49.8242
2022-03-26,49.8242
2022-03-27,49.8242
2022-03-28,50.1823
2022-03-29,52.4153
2022-03-30,52.9545
2022-03-31,53.9844
2022-04-01,56.6049
2022-04-02,56.6049
2022-04-03,56.6049
2022-04-04,55.7255
2022-04-05,56.8354
2022-04-06,58.5378
2022-04-07,59.8108
2022-04-08,60.6993
2022-04-09,60.6993
2022-04-10,60.6993
2022-04-11,61.3311
2022-04-12,61.523
2022-04-13,61.545
2022-04-14,61.2559
2022-04-15,61.2559
2022-04-16,61.2559
2022-04-17,61.2559
2022-04-18,60.3036
2022-04-19,61.9059
2022-04-20,63.368
2022-04-21,65.0135
2022-04-22,63.5185
2022-04-23,63.5185
2022-04-24,63.5185
2022-04-25,63.2484
2022-04-26,59.5093
2022-04-27,61.2851
2022-04-28,62.5097
2022-04-29,58.7703
2022-04-30,58.7703
2022-05-01,58.7703
2022-05-02,55.1007
2022-05-03,53.869
2022-05-04,56.1023
2022-05-05,61.3387
2022-05-06,65.775
2022-05-07,65.775
2022-05-08,65.775
2022-05-09,68.4699
2022-05-10,63.8471
2022-05-11,62.3502
2022-05-12,63.2259
2022-05-13,63.3728
2022-05-14,63.3728
2022-05-15,63.3728
2022-05-16,63.6233
2022-05-17,64.0975
2022-05-18,53.4852
2022-05-19,50.7029
2022-05-20,50.1711
2022-05-21,50.1711
2022-05-22,50.1711
2022-05-23,51.6442
2022-05-24,55.3481
2022-05-25,54.6483
2022-05-26,54.0955
2022-05-27,53.9374
2022-05-28,53.9374
2022-05-29,53.9374
2022-05-30,53.9374
2022-05-31,54.9379
2022-06-01,53.2033
2022-06-02,51.3449
2022-06-03,50.4119
2022-06-04,50.4119
2022-06-05,50.4119
2022-06-06,51.8975
2022-06-07,53.0776
2022-06-08,52.9576
2022-06-09,52.2247
2022-06-10,54.2341
2022-06-11,54.2341
2022-06-12,54.2341
2022-06-13,52.4482
2022-06-14,51.1888
2022-06-15,49.9016
2022-06-16,49.5911
2022-06-17,49.2739
2022-06-18,49.2739
2022-06-19,49.2739
2022-06-20,49.2739
2022-06-21,52.4677
2022-06-22,50.142
2022-06-23,53.3293
2022-06-24,56.2243
2022-06-25,56.2243
2022-06-26,56.2243
2022-06-27,56.7007
2022-06-28,56.4623
2022-06-29,57.9848
2022-06-30,57.2121
2022-07-01,58.1193
2022-07-02,58.1193
2022-07-03,58.1193
2022-07-04,58.1193
2022-07-05,59.1179
2022-07-06,60.0824
2022-07-07,60.2642
2022-07-08,59.2711
2022-07-09,59.2711
2022-07-10,59.2711
2022-07-11,59.7853
2022-07-12,60.2823
2022-07-13,62.1749
2022-07-14,58.8547
2022-07-15,57.5884
2022-07-16,57.5884
2022-07-17,57.5884
2022-07-18,55.3642
2022-07-19,55.9352
2022-07-20,51.8206
2022-07-21,51.0917
2022-07-22,53.3543
2022-07-23,53.3543
2022-07-24,53.3543
2022-07-25,55.6199
2022-07-26,57.4249
2022-07-27,55.4102
2022-07-28,57.7123
2022-07-29,59.0859
2022-07-30,59.0859
2022-07-31,59.0859
2022-08-01,60.7255
2022-08-02,58.1671
2022-08-03,58.3548
2022-08-04,57.9364
2022-08-05,60.4904
2022-08-06,60.4904
2022-08-07,60.4904
2022-08-08,59.3897
2022-08-09,60.4647
2022-08-10,61.0998
2022-08-11,60.7092
2022-08-12,61.2009
2022-08-13,61.2009
2022-08-14,61.2009
2022-08-15,61.6968
2022-08-16,61.8065
2022-08-17,61.1898
2022-08-18,61.6094
2022-08-19,63.3407
2022-08-20,63.3407
2022-08-21,63.3407
2022-08-22,59.5054
2022-08-23,60.8371
2022-08-24,60.512
2022-08-25,59.561
2022-08-26,52.9697
2022-08-27,52.9697
2022-08-28,52.9697
2022-08-29,53.9239
2022-08-30,50.9251
2022-08-31,51.2887
2022-09-01,52.9531
2022-09-02,51.0291
2022-09-03,51.0291
2022-09-04,51.0291
2022-09-05,51.0291
2022-09-06,49.7722
2022-09-07,52.3153
2022-09-08,48.3219
2022-09-09,49.1977
2022-09-10,49.1977
2022-09-11,49.1977
2022-09-12,50.8111
2022-09-13,46.0624
2022-09-14,45.3162
2022-09-15,44.9035
2022-09-16,47.0739
2022-09-17,47.0739
2022-09-18,47.0739
2022-09-19,48.2147
2022-09-20,48.1878
2022-09-21,52.1581
2022-09-22,53.9333
2022-09-23,52.2987
2022-09-24,52.2987
2022-09-25,52.2987
2022-09-26,51.9841
2022-09-27,49.3863
2022-09-28,51.386
2022-09-29,48.1421
2022-09-30,43.7828
2022-10-01,43.7828
2022-10-02,43.7828
2022-10-03,47.5101
2022-10-04,50.0608
2022-10-05,49.5156
2022-10-06,45.401
2022-10-07,44.5929
2022-10-08,44.5929
2022-10-09,44.5929
2022-10-10,47.5637
2022-10-11,50.1227
2022-10-12,50.281
2022-10-13,52.7623
2022-10-14,50.0623
2022-10-15,50.0623
2022-10-16,50.0623
2022-10-17,50.5988
2022-10-18,53.3425
2022-10-19,53.5317
2022-10-20,49.3457
2022-10-21,50.4038
2022-10-22,50.4038
2022-10-23,50.4038
2022-10-24,52.3762
2022-10-25,54.2778
2022-10-26,53.7053
2022-10-27,56.5126
2022-10-28,59.249
2022-10-29,59.249
2022-10-30,59.249
2022-10-31,59.3013
2022-11-01,57.2007
2022-11-02,56.7746
2022-11-03,44.1469
2022-11-04,44.8507
2022-11-05,44.8507
2022-11-06,44.8507
2022-11-07,47.6395
2022-11-08,47.8874
2022-11-09,47.1416
2022-11-10,47.1822
2022-11-11,43.6515
2022-11-12,43.6515
2022-11-13,43.6515
2022-11-14,44.4525
2022-11-15,44.4353
2022-11-16,46.6348
2022-11-17,45.9948
2022-11-18,47.2361
2022-11-19,47.2361
2022-11-20,47.2361
2022-11-21,49.7103
2022-11-22,50.1536
2022-11-23,51.1259
2022-11-24,51.1259
2022-11-25,51.7146
2022-11-26,51.7146
2022-11-27,51.7146
2022-11-28,51.5374
2022-11-29,50.8171
2022-11-30,53.2452
2022-12-01,53.763
2022-12-02,55.0605
2022-12-03,55.0605
2022-12-04,55.0605
2022-12-05,53.869
2022-12-06,53.1747
2022-12-07,54.9345
2022-12-08,53.8369
2022-12-09,51.0865
2022-12-10,51.0865
2022-12-11,51.0865
2022-12-12,54.7188
2022-12-13,53.7951
2022-12-14,53.9221
2022-12-15,50.9966
2022-12-16,48.2652
2022-12-17,48.2652
2022-12-18,48.2652
2022-12-19,48.777
2022-12-20,47.6034
2022-12-21,49.5691
2022-12-22,49.2468
2022-12-23,50.4609
2022-12-24,50.4609
2022-12-25,50.4609
2022-12-26,50.4609
2022-12-27,51.6115
2022-12-28,49.3144
2022-12-29,48.724
2022-12-30,48.1751
2022-12-31,48.1751
2023-01-01,48.1751
2023-01-02,48.1751
2023-01-03,48.2538
2023-01-04,46.9276
2023-01-05,46.7552
2023-01-06,51.4694
2023-01-07,51.4694
2023-01-08,51.4694
2023-01-09,48.7977
2023-01-10,47.3022
2023-01-11,47.4872
2023-01-12,46.1001
2023-01-13,45.5308
2023-01-14,45.5308
2023-01-15,45.5308
2023-01-16,45.5308
2023-01-17,44.8622
2023-01-18,39.7126
2023-01-19,39.6731
2023-01-20,40.256
2023-01-21,40.256
2023-01-22,40.256
2023-01-23,39.8162
2023-01-24,41.0224
2023-01-25,42.1276
2023-01-26,40.9924
2023-01-27,41.2544
2023-01-28,41.2544
2023-01-29,41.2544
2023-01-30,42.862
2023-01-31,44.435
2023-02-01,43.6237
2023-02-02,42.0596
2023-02-03,42.0101
2023-02-04,42.0101
2023-02-05,42.0101
2023-02-06,46.5612
2023-02-07,43.985
2023-02-08,42.0773
2023-02-09,41.9128
2023-02-10,43.7337
2023-02-11,43.7337
2023-02-12,43.7337
2023-02-13,45.8955
2023-02-14,42.9745
2023-02-15,42.9266
2023-02-16,42.1012
2023-02-17,46.8861
2023-02-18,46.8861
2023-02-19,46.8861
2023-02-20,46.8861
2023-02-21,48.4042
2023-02-22,46.56
2023-02-23,46.5897
2023-02-24,45.2143
2023-02-25,45.2143
2023-02-26,45.2143
2023-02-27,44.7757
2023-02-28,42.3066
2023-03-01,40.6959
2023-03-02,41.9072
2023-03-03,41.2296
2023-03-04,41.2296
2023-03-05,41.2296
2023-03-06,40.6469
2023-03-07,39.3059
2023-03-08,39.9645
2023-03-09,38.5231
2023-03-10,37.9798
2023-03-11,37.9798
2023-03-12,37.9798
2023-03-13,39.4019
2023-03-14,40.8799
2023-03-15,43.1246
2023-03-16,42.3341
2023-03-17,41.7069
2023-03-18,41.7069
2023-03-19,41.7069
