,CFR US Equity
2020-08-31,47.6486
2020-09-01,47.906
2020-09-02,48.5484
2020-09-03,48.4796
2020-09-04,50.8312
2020-09-05,50.8312
2020-09-06,50.8312
2020-09-07,50.8312
2020-09-08,46.889
2020-09-09,46.6104
2020-09-10,45.9265
2020-09-11,45.6733
2020-09-12,45.6733
2020-09-13,45.6733
2020-09-14,47.0515
2020-09-15,45.7925
2020-09-16,46.9146
2020-09-17,46.6293
2020-09-18,46.4589
2020-09-19,46.4589
2020-09-20,46.4589
2020-09-21,42.1955
2020-09-22,41.0696
2020-09-23,40.3884
2020-09-24,40.1587
2020-09-25,40.8859
2020-09-26,40.8859
2020-09-27,40.8859
2020-09-28,44.1089
2020-09-29,42.3649
2020-09-30,43.4169
2020-10-01,43.1839
2020-10-02,45.0742
2020-10-03,45.0742
2020-10-04,45.0742
2020-10-05,48.0038
2020-10-06,49.178
2020-10-07,51.3315
2020-10-08,52.0367
2020-10-09,51.4229
2020-10-10,51.4229
2020-10-11,51.4229
2020-10-12,52.0354
2020-10-13,48.983
2020-10-14,47.3008
2020-10-15,50.4708
2020-10-16,50.1546
2020-10-17,50.1546
2020-10-18,50.1546
2020-10-19,47.8875
2020-10-20,49.2162
2020-10-21,49.5559
2020-10-22,52.8589
2020-10-23,54.7992
2020-10-24,54.7992
2020-10-25,54.7992
2020-10-26,50.7965
2020-10-27,47.2978
2020-10-28,47.4052
2020-10-29,50.2762
2020-10-30,52.1278
2020-10-31,52.1278
2020-11-01,52.1278
2020-11-02,54.0513
2020-11-03,57.2963
2020-11-04,49.6624
2020-11-05,53.2395
2020-11-06,51.8272
2020-11-07,51.8272
2020-11-08,51.8272
2020-11-09,60.7932
2020-11-10,61.8722
2020-11-11,58.5291
2020-11-12,57.0602
2020-11-13,58.7333
2020-11-14,58.7333
2020-11-15,58.7333
2020-11-16,61.2798
2020-11-17,61.3924
2020-11-18,60.0219
2020-11-19,60.072
2020-11-20,59.7515
2020-11-21,59.7515
2020-11-22,59.7515
2020-11-23,61.1347
2020-11-24,64.2976
2020-11-25,62.1964
2020-11-26,62.1964
2020-11-27,62.1964
2020-11-28,62.1964
2020-11-29,62.1964
2020-11-30,58.6674
2020-12-01,59.9925
2020-12-02,60.2124
2020-12-03,59.8832
2020-12-04,60.7781
2020-12-05,60.7781
2020-12-06,60.7781
2020-12-07,61.3499
2020-12-08,61.3654
2020-12-09,61.5413
2020-12-10,61.2267
2020-12-11,60.3884
2020-12-12,60.3884
2020-12-13,60.3884
2020-12-14,59.0865
2020-12-15,60.7308
2020-12-16,61.0651
2020-12-17,59.8174
2020-12-18,58.1115
2020-12-19,58.1115
2020-12-20,58.1115
2020-12-21,58.3962
2020-12-22,57.2577
2020-12-23,59.5086
2020-12-24,59.0107
2020-12-25,59.0107
2020-12-26,59.0107
2020-12-27,59.0107
2020-12-28,59.1722
2020-12-29,57.7738
2020-12-30,58.3948
2020-12-31,58.3336
2021-01-01,58.3336
2021-01-02,58.3336
2021-01-03,58.3336
2021-01-04,58.7584
2021-01-05,59.7853
2021-01-06,64.8446
2021-01-07,66.4176
2021-01-08,64.4816
2021-01-09,64.4816
2021-01-10,64.4816
2021-01-11,65.5884
2021-01-12,67.0808
2021-01-13,66.1737
2021-01-14,67.3288
2021-01-15,64.6349
2021-01-16,64.6349
2021-01-17,64.6349
2021-01-18,64.6349
2021-01-19,65.2919
2021-01-20,64.4496
2021-01-21,61.6124
2021-01-22,63.1201
2021-01-23,63.1201
2021-01-24,63.1201
2021-01-25,63.2524
2021-01-26,63.2816
2021-01-27,62.8169
2021-01-28,56.5337
2021-01-29,55.9911
2021-01-30,55.9911
2021-01-31,55.9911
2021-02-01,56.6198
2021-02-02,57.5946
2021-02-03,58.3666
2021-02-04,60.8844
2021-02-05,60.6689
2021-02-06,60.6689
2021-02-07,60.6689
2021-02-08,62.3951
2021-02-09,63.5229
2021-02-10,63.4165
2021-02-11,63.978
2021-02-12,65.1065
2021-02-13,65.1065
2021-02-14,65.1065
2021-02-15,65.1065
2021-02-16,67.7394
2021-02-17,64.7995
2021-02-18,62.7183
2021-02-19,65.5909
2021-02-20,65.5909
2021-02-21,65.5909
2021-02-22,67.0575
2021-02-23,68.1262
2021-02-24,69.975
2021-02-25,67.0046
2021-02-26,63.468
2021-02-27,63.468
2021-02-28,63.468
2021-03-01,66.1114
2021-03-02,63.2991
2021-03-03,64.9665
2021-03-04,65.1148
2021-03-05,67.436
2021-03-06,67.436
2021-03-07,67.436
2021-03-08,69.9362
2021-03-09,67.3812
2021-03-10,67.3885
2021-03-11,68.489
2021-03-12,70.5709
2021-03-13,70.5709
2021-03-14,70.5709
2021-03-15,69.4692
2021-03-16,66.461
2021-03-17,67.3432
2021-03-18,68.0176
2021-03-19,68.4452
2021-03-20,68.4452
2021-03-21,68.4452
2021-03-22,61.4956
2021-03-23,56.5084
2021-03-24,56.2288
2021-03-25,58.402
2021-03-26,59.8334
2021-03-27,59.8334
2021-03-28,59.8334
2021-03-29,55.1665
2021-03-30,56.9712
2021-03-31,55.2724
2021-04-01,56.4257
2021-04-02,56.4257
2021-04-03,56.4257
2021-04-04,56.4257
2021-04-05,56.1891
2021-04-06,55.3654
2021-04-07,54.88
2021-04-08,54.7617
2021-04-09,56.4229
2021-04-10,56.4229
2021-04-11,56.4229
2021-04-12,57.305
2021-04-13,54.5069
2021-04-14,56.7399
2021-04-15,57.9941
2021-04-16,59.6969
2021-04-17,59.6969
2021-04-18,59.6969
2021-04-19,59.5287
2021-04-20,55.7547
2021-04-21,57.2763
2021-04-22,55.8468
2021-04-23,59.0791
2021-04-24,59.0791
2021-04-25,59.0791
2021-04-26,60.1003
2021-04-27,60.9918
2021-04-28,61.0335
2021-04-29,64.4746
2021-04-30,61.6213
2021-05-01,61.6213
2021-05-02,61.6213
2021-05-03,62.8249
2021-05-04,64.5326
2021-05-05,64.1531
2021-05-06,64.4588
2021-05-07,63.6104
2021-05-08,63.6104
2021-05-09,63.6104
2021-05-10,60.9084
2021-05-11,60.0721
2021-05-12,57.8138
2021-05-13,61.3182
2021-05-14,62.3211
2021-05-15,62.3211
2021-05-16,62.3211
2021-05-17,62.4559
2021-05-18,59.3179
2021-05-19,58.4429
2021-05-20,58.0757
2021-05-21,59.6318
2021-05-22,59.6318
2021-05-23,59.6318
2021-05-24,57.8622
2021-05-25,54.4003
2021-05-26,55.4963
2021-05-27,56.9542
2021-05-28,57.0493
2021-05-29,57.0493
2021-05-30,57.0493
2021-05-31,57.0493
2021-06-01,58.3537
2021-06-02,57.797
2021-06-03,57.7292
2021-06-04,57.6872
2021-06-05,57.6872
2021-06-06,57.6872
2021-06-07,56.4407
2021-06-08,56.6608
2021-06-09,53.5658
2021-06-10,50.2629
2021-06-11,50.4596
2021-06-12,50.4596
2021-06-13,50.4596
2021-06-14,47.8182
2021-06-15,49.758
2021-06-16,50.3653
2021-06-17,43.2467
2021-06-18,41.1568
2021-06-19,41.1568
2021-06-20,41.1568
2021-06-21,46.6784
2021-06-22,46.4645
2021-06-23,46.1859
2021-06-24,48.0391
2021-06-25,50.4092
2021-06-26,50.4092
2021-06-27,50.4092
2021-06-28,47.6507
2021-06-29,46.45
2021-06-30,47.0094
2021-07-01,47.7241
2021-07-02,46.8283
2021-07-03,46.8283
2021-07-04,46.8283
2021-07-05,46.8283
2021-07-06,43.4441
2021-07-07,42.5852
2021-07-08,40.2582
2021-07-09,44.55
2021-07-10,44.55
2021-07-11,44.55
2021-07-12,45.2472
2021-07-13,43.7003
2021-07-14,43.1579
2021-07-15,44.5106
2021-07-16,42.0606
2021-07-17,42.0606
2021-07-18,42.0606
2021-07-19,38.42
2021-07-20,41.5642
2021-07-21,43.5772
2021-07-22,41.8125
2021-07-23,42.6287
2021-07-24,42.6287
2021-07-25,42.6287
2021-07-26,43.851
2021-07-27,43.5842
2021-07-28,45.8453
2021-07-29,47.2735
2021-07-30,46.676
2021-07-31,46.676
2021-08-01,46.676
2021-08-02,46.4867
2021-08-03,49.8947
2021-08-04,49.8095
2021-08-05,51.8312
2021-08-06,55.4194
2021-08-07,55.4194
2021-08-08,55.4194
2021-08-09,54.3579
2021-08-10,55.4031
2021-08-11,57.1916
2021-08-12,55.9941
2021-08-13,55.5848
2021-08-14,55.5848
2021-08-15,55.5848
2021-08-16,54.9372
2021-08-17,53.7276
2021-08-18,51.9007
2021-08-19,50.137
2021-08-20,52.505
2021-08-21,52.505
2021-08-22,52.505
2021-08-23,53.4224
2021-08-24,53.1538
2021-08-25,53.7227
2021-08-26,51.4958
2021-08-27,54.4322
2021-08-28,54.4322
2021-08-29,54.4322
2021-08-30,51.8099
2021-08-31,52.8967
2021-09-01,52.0826
2021-09-02,52.388
2021-09-03,52.4577
2021-09-04,52.4577
2021-09-05,52.4577
2021-09-06,52.4577
2021-09-07,51.5985
2021-09-08,50.4079
2021-09-09,50.1476
2021-09-10,48.5907
2021-09-11,48.5907
2021-09-12,48.5907
2021-09-13,50.0869
2021-09-14,48.6738
2021-09-15,51.2682
2021-09-16,49.9167
2021-09-17,49.1028
2021-09-18,49.1028
2021-09-19,49.1028
2021-09-20,46.6894
2021-09-21,45.8429
2021-09-22,49.1206
2021-09-23,55.2137
2021-09-24,57.1909
2021-09-25,57.1909
2021-09-26,57.1909
2021-09-27,61.1548
2021-09-28,58.7037
2021-09-29,59.1385
2021-09-30,56.0837
2021-10-01,59.2839
2021-10-02,59.2839
2021-10-03,59.2839
2021-10-04,58.6204
2021-10-05,58.6385
2021-10-06,58.283
2021-10-07,58.8752
2021-10-08,59.7522
2021-10-09,59.7522
2021-10-10,59.7522
2021-10-11,58.2711
2021-10-12,58.2288
2021-10-13,57.3822
2021-10-14,59.4004
2021-10-15,59.8842
2021-10-16,59.8842
2021-10-17,59.8842
2021-10-18,59.9459
2021-10-19,62.1258
2021-10-20,65.2043
2021-10-21,64.7414
2021-10-22,66.6822
2021-10-23,66.6822
2021-10-24,66.6822
2021-10-25,66.9684
2021-10-26,64.7966
2021-10-27,60.7657
2021-10-28,64.1107
2021-10-29,61.2387
2021-10-30,61.2387
2021-10-31,61.2387
2021-11-01,65.8245
2021-11-02,66.5421
2021-11-03,68.2976
2021-11-04,60.8646
2021-11-05,62.3221
2021-11-06,62.3221
2021-11-07,62.3221
2021-11-08,62.6585
2021-11-09,62.7098
2021-11-10,61.3766
2021-11-11,61.4242
2021-11-12,59.1263
2021-11-13,59.1263
2021-11-14,59.1263
2021-11-15,59.4351
2021-11-16,60.0851
2021-11-17,60.0718
2021-11-18,60.2625
2021-11-19,57.2706
2021-11-20,57.2706
2021-11-21,57.2706
2021-11-22,58.5926
2021-11-23,61.7507
2021-11-24,61.2889
2021-11-25,61.2889
2021-11-26,53.7004
2021-11-27,53.7004
2021-11-28,53.7004
2021-11-29,54.1098
2021-11-30,49.7987
2021-12-01,47.564
2021-12-02,51.638
2021-12-03,49.1603
2021-12-04,49.1603
2021-12-05,49.1603
2021-12-06,52.4084
2021-12-07,52.9481
2021-12-08,52.5858
2021-12-09,51.3384
2021-12-10,52.2065
2021-12-11,52.2065
2021-12-12,52.2065
2021-12-13,50.1205
2021-12-14,50.0424
2021-12-15,51.583
2021-12-16,51.7777
2021-12-17,48.2918
2021-12-18,48.2918
2021-12-19,48.2918
2021-12-20,45.6702
2021-12-21,49.3222
2021-12-22,49.099
2021-12-23,49.1981
2021-12-24,49.1981
2021-12-25,49.1981
2021-12-26,49.1981
2021-12-27,50.4265
2021-12-28,50.5973
2021-12-29,51.4222
2021-12-30,50.0558
2021-12-31,49.693
2022-01-01,49.693
2022-01-02,49.693
2022-01-03,52.6877
2022-01-04,54.3811
2022-01-05,52.7552
2022-01-06,56.9781
2022-01-07,58.4655
2022-01-08,58.4655
2022-01-09,58.4655
2022-01-10,59.8293
2022-01-11,62.0758
2022-01-12,62.9464
2022-01-13,64.0304
2022-01-14,64.1597
2022-01-15,64.1597
2022-01-16,64.1597
2022-01-17,64.1597
2022-01-18,61.1892
2022-01-19,55.6643
2022-01-20,52.7026
2022-01-21,51.5502
2022-01-22,51.5502
2022-01-23,51.5502
2022-01-24,51.3355
2022-01-25,50.7885
2022-01-26,50.4247
2022-01-27,55.2263
2022-01-28,58.807
2022-01-29,58.807
2022-01-30,58.807
2022-01-31,59.3208
2022-02-01,60.199
2022-02-02,58.8404
2022-02-03,56.6923
2022-02-04,58.6784
2022-02-05,58.6784
2022-02-06,58.6784
2022-02-07,59.3217
2022-02-08,61.7836
2022-02-09,60.6202
2022-02-10,60.6871
2022-02-11,61.15
2022-02-12,61.15
2022-02-13,61.15
2022-02-14,57.8903
2022-02-15,60.4647
2022-02-16,60.2245
2022-02-17,55.8424
2022-02-18,55.8673
2022-02-19,55.8673
2022-02-20,55.8673
2022-02-21,55.8673
2022-02-22,54.5855
2022-02-23,51.9366
2022-02-24,49.1379
2022-02-25,54.3045
2022-02-26,54.3045
2022-02-27,54.3045
2022-02-28,54.7757
2022-03-01,48.9595
2022-03-02,54.9077
2022-03-03,53.1063
2022-03-04,49.6595
2022-03-05,49.6595
2022-03-06,49.6595
2022-03-07,48.143
2022-03-08,48.4336
2022-03-09,51.836
2022-03-10,51.6229
2022-03-11,51.6962
2022-03-12,51.6962
2022-03-13,51.6962
2022-03-14,52.0423
2022-03-15,52.3875
2022-03-16,54.7179
2022-03-17,52.9256
2022-03-18,53.4414
2022-03-19,53.4414
2022-03-20,53.4414
2022-03-21,53.6577
2022-03-22,56.1629
2022-03-23,52.5945
2022-03-24,53.5764
2022-03-25,56.6754
2022-03-26,56.6754
2022-03-27,56.6754
2022-03-28,55.4059
2022-03-29,56.4569
2022-03-30,52.8329
2022-03-31,50.2625
2022-04-01,51.0956
2022-04-02,51.0956
2022-04-03,51.0956
2022-04-04,49.8318
2022-04-05,48.7928
2022-04-06,50.444
2022-04-07,50.9343
2022-04-08,51.5263
2022-04-09,51.5263
2022-04-10,51.5263
2022-04-11,51.6893
2022-04-12,49.6348
2022-04-13,51.7361
2022-04-14,51.0454
2022-04-15,51.0454
2022-04-16,51.0454
2022-04-17,51.0454
2022-04-18,51.8368
2022-04-19,54.13
2022-04-20,55.781
2022-04-21,52.6865
2022-04-22,49.4357
2022-04-23,49.4357
2022-04-24,49.4357
2022-04-25,48.989
2022-04-26,45.0041
2022-04-27,46.0668
2022-04-28,49.1104
2022-04-29,45.4537
2022-04-30,45.4537
2022-05-01,45.4537
2022-05-02,45.1563
2022-05-03,46.1812
2022-05-04,49.0543
2022-05-05,44.9412
2022-05-06,45.5148
2022-05-07,45.5148
2022-05-08,45.5148
2022-05-09,42.5865
2022-05-10,41.5488
2022-05-11,40.3173
2022-05-12,40.2933
2022-05-13,41.7281
2022-05-14,41.7281
2022-05-15,41.7281
2022-05-16,40.1378
2022-05-17,43.3603
2022-05-18,40.4012
2022-05-19,38.8813
2022-05-20,38.3413
2022-05-21,38.3413
2022-05-22,38.3413
2022-05-23,41.1734
2022-05-24,40.3938
2022-05-25,42.3857
2022-05-26,44.5732
2022-05-27,46.1647
2022-05-28,46.1647
2022-05-29,46.1647
2022-05-30,46.1647
2022-05-31,45.7888
2022-06-01,45.4201
2022-06-02,48.9877
2022-06-03,46.8043
2022-06-04,46.8043
2022-06-05,46.8043
2022-06-06,47.3186
2022-06-07,48.3828
2022-06-08,46.6092
2022-06-09,43.5752
2022-06-10,41.0109
2022-06-11,41.0109
2022-06-12,41.0109
2022-06-13,39.5299
2022-06-14,40.8674
2022-06-15,43.8355
2022-06-16,42.4323
2022-06-17,42.7482
2022-06-18,42.7482
2022-06-19,42.7482
2022-06-20,42.7482
2022-06-21,43.4412
2022-06-22,43.6563
2022-06-23,41.0224
2022-06-24,44.4552
2022-06-25,44.4552
2022-06-26,44.4552
2022-06-27,44.7598
2022-06-28,44.2442
2022-06-29,43.9274
2022-06-30,43.1355
2022-07-01,44.7444
2022-07-02,44.7444
2022-07-03,44.7444
2022-07-04,44.7444
2022-07-05,44.5029
2022-07-06,43.6463
2022-07-07,45.0977
2022-07-08,45.0198
2022-07-09,45.0198
2022-07-10,45.0198
2022-07-11,43.7307
2022-07-12,44.36
2022-07-13,44.4518
2022-07-14,43.5676
2022-07-15,47.1453
2022-07-16,47.1453
2022-07-17,47.1453
2022-07-18,47.2534
2022-07-19,50.1944
2022-07-20,51.194
2022-07-21,51.9715
2022-07-22,51.3443
2022-07-23,51.3443
2022-07-24,51.3443
2022-07-25,54.0916
2022-07-26,54.4354
2022-07-27,55.6679
2022-07-28,55.1716
2022-07-29,56.8091
2022-07-30,56.8091
2022-07-31,56.8091
2022-08-01,57.3664
2022-08-02,55.7275
2022-08-03,57.0071
2022-08-04,53.3034
2022-08-05,56.6742
2022-08-06,56.6742
2022-08-07,56.6742
2022-08-08,56.3328
2022-08-09,57.0239
2022-08-10,58.1959
2022-08-11,58.94
2022-08-12,60.7311
2022-08-13,60.7311
2022-08-14,60.7311
2022-08-15,61.9901
2022-08-16,63.423
2022-08-17,62.254
2022-08-18,62.5366
2022-08-19,60.8225
2022-08-20,60.8225
2022-08-21,60.8225
2022-08-22,57.7596
2022-08-23,57.02
2022-08-24,56.0943
2022-08-25,56.2007
2022-08-26,52.6806
2022-08-27,52.6806
2022-08-28,52.6806
2022-08-29,51.9114
2022-08-30,52.6529
2022-08-31,51.8499
2022-09-01,53.2907
2022-09-02,53.2655
2022-09-03,53.2655
2022-09-04,53.2655
2022-09-05,53.2655
2022-09-06,55.0449
2022-09-07,58.8562
2022-09-08,62.349
2022-09-09,62.7629
2022-09-10,62.7629
2022-09-11,62.7629
2022-09-12,63.5272
2022-09-13,58.7985
2022-09-14,61.0799
2022-09-15,61.3576
2022-09-16,57.1399
2022-09-17,57.1399
2022-09-18,57.1399
2022-09-19,59.6465
2022-09-20,58.6431
2022-09-21,58.185
2022-09-22,56.4329
2022-09-23,53.7494
2022-09-24,53.7494
2022-09-25,53.7494
2022-09-26,52.937
2022-09-27,50.4516
2022-09-28,52.1101
2022-09-29,50.9378
2022-09-30,49.3571
2022-10-01,49.3571
2022-10-02,49.3571
2022-10-03,52.7073
2022-10-04,57.3935
2022-10-05,57.0965
2022-10-06,56.2378
2022-10-07,54.7553
2022-10-08,54.7553
2022-10-09,54.7553
2022-10-10,54.893
2022-10-11,54.47
2022-10-12,54.2596
2022-10-13,60.1902
2022-10-14,59.8076
2022-10-15,59.8076
2022-10-16,59.8076
2022-10-17,61.2948
2022-10-18,62.9336
2022-10-19,58.8521
2022-10-20,54.215
2022-10-21,55.3584
2022-10-22,55.3584
2022-10-23,55.3584
2022-10-24,54.6067
2022-10-25,56.0527
2022-10-26,54.8478
2022-10-27,59.7475
2022-10-28,64.2781
2022-10-29,64.2781
2022-10-30,64.2781
2022-10-31,64.1087
2022-11-01,64.9916
2022-11-02,64.0771
2022-11-03,63.0271
2022-11-04,64.2148
2022-11-05,64.2148
2022-11-06,64.2148
2022-11-07,65.2636
2022-11-08,65.4496
2022-11-09,62.3533
2022-11-10,61.4588
2022-11-11,52.3331
2022-11-12,52.3331
2022-11-13,52.3331
2022-11-14,52.1372
2022-11-15,52.3299
2022-11-16,51.4198
2022-11-17,50.775
2022-11-18,51.7572
2022-11-19,51.7572
2022-11-20,51.7572
2022-11-21,52.3147
2022-11-22,54.246
2022-11-23,52.3534
2022-11-24,52.3534
2022-11-25,53.9639
2022-11-26,53.9639
2022-11-27,53.9639
2022-11-28,52.3653
2022-11-29,52.297
2022-11-30,52.0059
2022-12-01,48.2325
2022-12-02,48.5461
2022-12-03,48.5461
2022-12-04,48.5461
2022-12-05,45.4148
2022-12-06,45.795
2022-12-07,44.9804
2022-12-08,45.3588
2022-12-09,44.6151
2022-12-10,44.6151
2022-12-11,44.6151
2022-12-12,45.0357
2022-12-13,39.4043
2022-12-14,39.671
2022-12-15,37.7647
2022-12-16,36.0231
2022-12-17,36.0231
2022-12-18,36.0231
2022-12-19,37.195
2022-12-20,38.6687
2022-12-21,41.3981
2022-12-22,41.6372
2022-12-23,43.0451
2022-12-24,43.0451
2022-12-25,43.0451
2022-12-26,43.0451
2022-12-27,43.1489
2022-12-28,43.4686
2022-12-29,45.6586
2022-12-30,45.3959
2022-12-31,45.3959
2023-01-01,45.3959
2023-01-02,45.3959
2023-01-03,42.1792
2023-01-04,43.131
2023-01-05,44.3896
2023-01-06,47.4383
2023-01-07,47.4383
2023-01-08,47.4383
2023-01-09,44.5329
2023-01-10,45.1238
2023-01-11,45.8127
2023-01-12,48.2438
2023-01-13,50.4888
2023-01-14,50.4888
2023-01-15,50.4888
2023-01-16,50.4888
2023-01-17,49.9392
2023-01-18,43.9518
2023-01-19,44.8437
2023-01-20,47.6694
2023-01-21,47.6694
2023-01-22,47.6694
2023-01-23,50.2287
2023-01-24,50.1801
2023-01-25,49.8406
2023-01-26,46.1808
2023-01-27,42.2542
2023-01-28,42.2542
2023-01-29,42.2542
2023-01-30,41.3885
2023-01-31,45.4648
2023-02-01,44.6116
2023-02-02,43.3065
2023-02-03,44.962
2023-02-04,44.962
2023-02-05,44.962
2023-02-06,47.0359
2023-02-07,48.8035
2023-02-08,48.204
2023-02-09,47.7602
2023-02-10,47.4649
2023-02-11,47.4649
2023-02-12,47.4649
2023-02-13,47.601
2023-02-14,46.4516
2023-02-15,47.5115
2023-02-16,45.403
2023-02-17,47.4851
2023-02-18,47.4851
2023-02-19,47.4851
2023-02-20,47.4851
2023-02-21,45.0441
2023-02-22,43.7255
2023-02-23,45.3795
2023-02-24,48.4407
2023-02-25,48.4407
2023-02-26,48.4407
2023-02-27,49.4514
2023-02-28,49.5753
2023-03-01,50.8023
2023-03-02,49.2474
2023-03-03,50.0068
2023-03-04,50.0068
2023-03-05,50.0068
2023-03-06,48.0582
2023-03-07,45.448
2023-03-08,44.3387
2023-03-09,38.932
2023-03-10,37.9726
2023-03-11,37.9726
2023-03-12,37.9726
2023-03-13,29.3412
2023-03-14,37.0132
2023-03-15,34.5509
2023-03-16,36.3199
2023-03-17,34.502
2023-03-18,34.502
