,JAZZ US Equity
2022-01-26,49.2817
2022-01-27,50.8633
2022-01-28,51.7451
2022-01-29,51.7451
2022-01-30,51.7451
2022-01-31,53.7677
2022-02-01,55.1178
2022-02-02,55.0736
2022-02-03,54.059
2022-02-04,55.0669
2022-02-05,55.0669
2022-02-06,55.0669
2022-02-07,55.2121
2022-02-08,53.7923
2022-02-09,57.8648
2022-02-10,56.1004
2022-02-11,54.948
2022-02-12,54.948
2022-02-13,54.948
2022-02-14,55.222
2022-02-15,56.8512
2022-02-16,56.9412
2022-02-17,53.397
2022-02-18,50.7323
2022-02-19,50.7323
2022-02-20,50.7323
2022-02-21,50.7323
2022-02-22,48.7106
2022-02-23,47.6871
2022-02-24,48.0456
2022-02-25,51.9544
2022-02-26,51.9544
2022-02-27,51.9544
2022-02-28,50.4323
2022-03-01,49.7629
2022-03-02,60.9432
2022-03-03,60.7733
2022-03-04,61.6146
2022-03-05,61.6146
2022-03-06,61.6146
2022-03-07,61.2036
2022-03-08,60.8749
2022-03-09,61.1388
2022-03-10,61.8348
2022-03-11,61.3309
2022-03-12,61.3309
2022-03-13,61.3309
2022-03-14,60.5798
2022-03-15,61.1054
2022-03-16,63.3785
2022-03-17,62.4762
2022-03-18,61.5694
2022-03-19,61.5694
2022-03-20,61.5694
2022-03-21,63.6509
2022-03-22,63.2082
2022-03-23,62.1074
2022-03-24,62.8626
2022-03-25,63.5805
2022-03-26,63.5805
2022-03-27,63.5805
2022-03-28,60.7389
2022-03-29,60.7389
2022-03-30,59.9295
2022-03-31,57.9761
2022-04-01,60.4251
2022-04-02,60.4251
2022-04-03,60.4251
2022-04-04,61.7322
2022-04-05,63.2091
2022-04-06,63.4736
2022-04-07,66.8783
2022-04-08,63.5149
2022-04-09,63.5149
2022-04-10,63.5149
2022-04-11,57.8791
2022-04-12,58.4166
2022-04-13,59.352
2022-04-14,62.5261
2022-04-15,62.5261
2022-04-16,62.5261
2022-04-17,62.5261
2022-04-18,59.4414
2022-04-19,60.9879
2022-04-20,61.8767
2022-04-21,59.5225
2022-04-22,57.1801
2022-04-23,57.1801
2022-04-24,57.1801
2022-04-25,59.2242
2022-04-26,56.0424
2022-04-27,56.1032
2022-04-28,54.8556
2022-04-29,54.0128
2022-04-30,54.0128
2022-05-01,54.0128
2022-05-02,51.5465
2022-05-03,50.6453
2022-05-04,51.6237
2022-05-05,48.2379
2022-05-06,47.7912
2022-05-07,47.7912
2022-05-08,47.7912
2022-05-09,40.5737
2022-05-10,42.3792
2022-05-11,41.9761
2022-05-12,41.6285
2022-05-13,44.739
2022-05-14,44.739
2022-05-15,44.739
2022-05-16,45.2799
2022-05-17,49.2946
2022-05-18,46.0501
2022-05-19,47.5487
2022-05-20,46.8786
2022-05-21,46.8786
2022-05-22,46.8786
2022-05-23,44.8951
2022-05-24,43.3182
2022-05-25,47.1511
2022-05-26,50.2312
2022-05-27,49.198
2022-05-28,49.198
2022-05-29,49.198
2022-05-30,49.198
2022-05-31,48.3811
2022-06-01,46.9836
2022-06-02,49.3905
2022-06-03,49.8972
2022-06-04,49.8972
2022-06-05,49.8972
2022-06-06,48.2408
2022-06-07,51.874
2022-06-08,49.8596
2022-06-09,47.5678
2022-06-10,47.2137
2022-06-11,47.2137
2022-06-12,47.2137
2022-06-13,43.6647
2022-06-14,44.7336
2022-06-15,46.6705
2022-06-16,44.7499
2022-06-17,45.0043
2022-06-18,45.0043
2022-06-19,45.0043
2022-06-20,45.0043
2022-06-21,49.2915
2022-06-22,49.2468
2022-06-23,50.392
2022-06-24,52.158
2022-06-25,52.158
2022-06-26,52.158
2022-06-27,54.1447
2022-06-28,53.1109
2022-06-29,53.8155
2022-06-30,53.5553
2022-07-01,55.2005
2022-07-02,55.2005
2022-07-03,55.2005
2022-07-04,55.2005
2022-07-05,56.1141
2022-07-06,56.3663
2022-07-07,54.6289
2022-07-08,54.6289
2022-07-09,54.6289
2022-07-10,54.6289
2022-07-11,52.4695
2022-07-12,51.5769
2022-07-13,51.1862
2022-07-14,52.1052
2022-07-15,53.778
2022-07-16,53.778
2022-07-17,53.778
2022-07-18,52.3117
2022-07-19,54.6904
2022-07-20,52.3579
2022-07-21,53.9793
2022-07-22,53.2697
2022-07-23,53.2697
2022-07-24,53.2697
2022-07-25,53.3678
2022-07-26,54.0437
2022-07-27,54.9194
2022-07-28,53.137
2022-07-29,51.6357
2022-07-30,51.6357
2022-07-31,51.6357
2022-08-01,47.4883
2022-08-02,48.9337
2022-08-03,48.0614
2022-08-04,47.6662
2022-08-05,49.8845
2022-08-06,49.8845
2022-08-07,49.8845
2022-08-08,50.2183
2022-08-09,52.2759
2022-08-10,53.0006
2022-08-11,50.1534
2022-08-12,52.5025
2022-08-13,52.5025
2022-08-14,52.5025
2022-08-15,54.9693
2022-08-16,53.5753
2022-08-17,52.5723
2022-08-18,51.6348
2022-08-19,51.7196
2022-08-20,51.7196
2022-08-21,51.7196
2022-08-22,52.3678
2022-08-23,51.8019
2022-08-24,55.4877
2022-08-25,54.8227
2022-08-26,50.4882
2022-08-27,50.4882
2022-08-28,50.4882
2022-08-29,47.8004
2022-08-30,47.367
2022-08-31,50.0792
2022-09-01,51.698
2022-09-02,49.7357
2022-09-03,49.7357
2022-09-04,49.7357
2022-09-05,49.7357
2022-09-06,46.5322
2022-09-07,47.4991
2022-09-08,47.1383
2022-09-09,48.1433
2022-09-10,48.1433
2022-09-11,48.1433
2022-09-12,48.3355
2022-09-13,47.1055
2022-09-14,47.4729
2022-09-15,47.8281
2022-09-16,43.8334
2022-09-17,43.8334
2022-09-18,43.8334
2022-09-19,44.4272
2022-09-20,37.243
2022-09-21,34.6587
2022-09-22,33.2456
2022-09-23,31.8001
2022-09-24,31.8001
2022-09-25,31.8001
2022-09-26,31.6095
2022-09-27,31.2666
2022-09-28,33.7969
2022-09-29,37.3311
2022-09-30,38.1846
2022-10-01,38.1846
2022-10-02,38.1846
2022-10-03,40.2736
2022-10-04,43.0042
2022-10-05,41.6596
2022-10-06,44.0773
2022-10-07,41.8891
2022-10-08,41.8891
2022-10-09,41.8891
2022-10-10,40.3886
2022-10-11,40.4257
2022-10-12,38.9764
2022-10-13,42.1615
2022-10-14,41.2714
2022-10-15,41.2714
2022-10-16,41.2714
2022-10-17,43.4528
2022-10-18,43.0766
2022-10-19,41.2304
2022-10-20,39.5655
2022-10-21,44.2828
2022-10-22,44.2828
2022-10-23,44.2828
2022-10-24,44.1346
2022-10-25,46.5167
2022-10-26,47.9447
2022-10-27,49.5058
2022-10-28,51.4699
2022-10-29,51.4699
2022-10-30,51.4699
2022-10-31,51.3653
2022-11-01,52.7552
2022-11-02,50.7916
2022-11-03,52.1615
2022-11-04,53.2492
2022-11-05,53.2492
2022-11-06,53.2492
2022-11-07,52.3367
2022-11-08,50.0755
2022-11-09,47.956
2022-11-10,55.2253
2022-11-11,54.6273
2022-11-12,54.6273
2022-11-13,54.6273
2022-11-14,54.0621
2022-11-15,54.0539
2022-11-16,49.5841
2022-11-17,51.3227
2022-11-18,52.7808
2022-11-19,52.7808
2022-11-20,52.7808
2022-11-21,53.9446
2022-11-22,56.797
2022-11-23,55.2113
2022-11-24,55.2113
2022-11-25,56.3365
2022-11-26,56.3365
2022-11-27,56.3365
2022-11-28,56.9538
2022-11-29,58.0341
2022-11-30,58.831
2022-12-01,58.4936
2022-12-02,58.9609
2022-12-03,58.9609
2022-12-04,58.9609
2022-12-05,53.4547
2022-12-06,52.613
2022-12-07,53.4658
2022-12-08,52.6037
2022-12-09,54.0041
2022-12-10,54.0041
2022-12-11,54.0041
2022-12-12,54.4851
2022-12-13,54.1785
2022-12-14,57.9507
2022-12-15,53.9686
2022-12-16,57.1613
2022-12-17,57.1613
2022-12-18,57.1613
2022-12-19,56.0296
2022-12-20,55.7399
2022-12-21,57.363
2022-12-22,58.2722
2022-12-23,55.9118
2022-12-24,55.9118
2022-12-25,55.9118
2022-12-26,55.9118
2022-12-27,56.7899
2022-12-28,55.4266
2022-12-29,56.2797
2022-12-30,57.0941
2022-12-31,57.0941
2023-01-01,57.0941
2023-01-02,57.0941
2023-01-03,54.427
2023-01-04,57.3017
2023-01-05,56.3269
2023-01-06,55.7954
2023-01-07,55.7954
2023-01-08,55.7954
2023-01-09,50.7569
2023-01-10,50.6072
2023-01-11,52.3592
2023-01-12,54.4398
2023-01-13,53.3654
2023-01-14,53.3654
2023-01-15,53.3654
2023-01-16,53.3654
2023-01-17,52.78
2023-01-18,52.0101
2023-01-19,52.9875
2023-01-20,53.8654
2023-01-21,53.8654
2023-01-22,53.8654
2023-01-23,52.331
2023-01-24,50.2491
2023-01-25,52.0571
2023-01-26,51.4302
2023-01-27,52.2182
2023-01-28,52.2182
2023-01-29,52.2182
2023-01-30,50.5923
2023-01-31,53.0218
2023-02-01,53.9221
2023-02-02,52.6343
2023-02-03,51.9226
2023-02-04,51.9226
2023-02-05,51.9226
2023-02-06,49.63
2023-02-07,50.864
2023-02-08,47.7839
2023-02-09,46.9625
2023-02-10,46.954
2023-02-11,46.954
2023-02-12,46.954
2023-02-13,48.3404
2023-02-14,47.6645
2023-02-15,46.5162
2023-02-16,43.8765
2023-02-17,45.3407
2023-02-18,45.3407
2023-02-19,45.3407
2023-02-20,45.3407
2023-02-21,43.1048
2023-02-22,43.6248
2023-02-23,44.3549
2023-02-24,42.4001
2023-02-25,42.4001
2023-02-26,42.4001
2023-02-27,40.4007
2023-02-28,39.7068
2023-03-01,39.836
2023-03-02,44.1477
2023-03-03,46.008
2023-03-04,46.008
2023-03-05,46.008
2023-03-06,43.214
2023-03-07,40.3669
2023-03-08,41.2215
2023-03-09,39.6915
2023-03-10,37.1602
2023-03-11,37.1602
2023-03-12,37.1602
2023-03-13,37.1072
2023-03-14,38.5707
2023-03-15,38.2991
2023-03-16,40.937
2023-03-17,39.3821
2023-03-18,39.3821
