,JAZZ US Equity
,RSI_30D
2020-01-01,67.0187
2020-01-02,65.6685
2020-01-03,62.1052
2020-01-04,62.1052
2020-01-05,62.1052
2020-01-06,61.735
2020-01-07,59.4473
2020-01-08,59.2145
2020-01-09,60.6781
2020-01-10,61.7315
2020-01-11,61.7315
2020-01-12,61.7315
2020-01-13,60.4558
2020-01-14,64.4648
2020-01-15,66.4794
2020-01-16,64.7398
2020-01-17,63.9272
2020-01-18,63.9272
2020-01-19,63.9272
2020-01-20,63.9272
2020-01-21,62.869
2020-01-22,62.9777
2020-01-23,60.8734
2020-01-24,56.1163
2020-01-25,56.1163
2020-01-26,56.1163
2020-01-27,54.3003
2020-01-28,56.047
2020-01-29,56.8128
2020-01-30,54.8747
2020-01-31,52.4006
2020-02-01,52.4006
2020-02-02,52.4006
2020-02-03,50.227
2020-02-04,50.6389
2020-02-05,53.7284
2020-02-06,55.2359
2020-02-07,50.988
2020-02-08,50.988
2020-02-09,50.988
2020-02-10,51.9251
2020-02-11,52.9848
2020-02-12,51.3828
2020-02-13,50.0851
2020-02-14,48.8435
2020-02-15,48.8435
2020-02-16,48.8435
2020-02-17,48.8435
2020-02-18,44.5874
2020-02-19,45.5519
2020-02-20,43.4523
2020-02-21,42.7977
2020-02-22,42.7977
2020-02-23,42.7977
2020-02-24,39.2369
2020-02-25,36.3822
2020-02-26,29.7667
2020-02-27,28.0399
2020-02-28,29.8258
2020-02-29,29.8258
2020-03-01,29.8258
2020-03-02,40.6641
2020-03-03,35.3908
2020-03-04,43.0399
2020-03-05,42.71
2020-03-06,40.259
2020-03-07,40.259
2020-03-08,40.259
2020-03-09,36.0789
2020-03-10,37.7627
2020-03-11,35.7833
2020-03-12,34.4123
2020-03-13,39.1143
2020-03-14,39.1143
2020-03-15,39.1143
2020-03-16,34.571
2020-03-17,38.571
2020-03-18,38.6067
2020-03-19,38.1747
2020-03-20,35.0744
2020-03-21,35.0744
2020-03-22,35.0744
2020-03-23,32.4259
2020-03-24,37.0447
2020-03-25,37.056
2020-03-26,39.9007
2020-03-27,38.5643
2020-03-28,38.5643
2020-03-29,38.5643
2020-03-30,40.0158
2020-03-31,40.0934
2020-04-01,38.5947
2020-04-02,40.7668
2020-04-03,40.4706
2020-04-04,40.4706
2020-04-05,40.4706
2020-04-06,44.2829
2020-04-07,44.0539
2020-04-08,45.7681
2020-04-09,46.4058
2020-04-10,46.4058
2020-04-11,46.4058
2020-04-12,46.4058
2020-04-13,46.0477
2020-04-14,47.2146
2020-04-15,45.8054
2020-04-16,45.451
2020-04-17,47.5984
2020-04-18,47.5984
2020-04-19,47.5984
2020-04-20,46.4122
2020-04-21,43.82
2020-04-22,43.4522
2020-04-23,44.8126
2020-04-24,46.2152
2020-04-25,46.2152
2020-04-26,46.2152
2020-04-27,47.8921
2020-04-28,49.1595
2020-04-29,50.2627
2020-04-30,48.0414
2020-05-01,47.6938
2020-05-02,47.6938
2020-05-03,47.6938
2020-05-04,47.2332
2020-05-05,48.2434
2020-05-06,49.9487
2020-05-07,47.7792
2020-05-08,48.3757
2020-05-09,48.3757
2020-05-10,48.3757
2020-05-11,50.6605
2020-05-12,50.4107
2020-05-13,49.2852
2020-05-14,47.4097
2020-05-15,48.8845
2020-05-16,48.8845
2020-05-17,48.8845
2020-05-18,51.5975
2020-05-19,49.9729
2020-05-20,50.8038
2020-05-21,48.6713
2020-05-22,47.9367
2020-05-23,47.9367
2020-05-24,47.9367
2020-05-25,47.9367
2020-05-26,47.7768
2020-05-27,50.3523
2020-05-28,53.5126
2020-05-29,53.8105
2020-05-30,53.8105
2020-05-31,53.8105
2020-06-01,53.8394
2020-06-02,52.8147
2020-06-03,53.3475
2020-06-04,55.2345
2020-06-05,54.3438
2020-06-06,54.3438
2020-06-07,54.3438
2020-06-08,48.222
2020-06-09,49.3322
2020-06-10,49.0294
2020-06-11,45.0323
2020-06-12,44.4684
2020-06-13,44.4684
2020-06-14,44.4684
2020-06-15,48.2559
2020-06-16,48.9247
2020-06-17,48.2733
2020-06-18,48.4946
2020-06-19,50.5169
2020-06-20,50.5169
2020-06-21,50.5169
2020-06-22,49.7827
2020-06-23,50.5779
2020-06-24,47.3843
2020-06-25,48.1001
2020-06-26,46.7651
2020-06-27,46.7651
2020-06-28,46.7651
2020-06-29,47.906
2020-06-30,48.4358
2020-07-01,47.9512
2020-07-02,48.0543
2020-07-03,48.0543
2020-07-04,48.0543
2020-07-05,48.0543
2020-07-06,49.1338
2020-07-07,47.432
2020-07-08,46.5769
2020-07-09,45.1639
2020-07-10,46.0911
2020-07-11,46.0911
2020-07-12,46.0911
2020-07-13,45.3603
2020-07-14,46.8224
2020-07-15,48.5617
2020-07-16,47.8835
2020-07-17,47.4871
2020-07-18,47.4871
2020-07-19,47.4871
2020-07-20,47.4636
2020-07-21,45.533
2020-07-22,49.5723
2020-07-23,51.7212
2020-07-24,51.6219
2020-07-25,51.6219
2020-07-26,51.6219
2020-07-27,52.1447
2020-07-28,52.4667
2020-07-29,53.2237
2020-07-30,52.1973
2020-07-31,47.486
2020-08-01,47.486
2020-08-02,47.486
2020-08-03,50.5633
2020-08-04,49.3837
2020-08-05,57.6691
2020-08-06,60.4216
2020-08-07,59.5999
2020-08-08,59.5999
2020-08-09,59.5999
2020-08-10,59.7543
2020-08-11,56.6986
2020-08-12,54.7088
2020-08-13,56.5661
2020-08-14,57.2597
2020-08-15,57.2597
2020-08-16,57.2597
2020-08-17,57.2017
2020-08-18,55.9532
2020-08-19,56.9704
2020-08-20,57.1998
2020-08-21,56.4087
2020-08-22,56.4087
2020-08-23,56.4087
2020-08-24,56.129
2020-08-25,56.2159
2020-08-26,57.1242
2020-08-27,60.7204
2020-08-28,62.9793
2020-08-29,62.9793
2020-08-30,62.9793
2020-08-31,63.3369
2020-09-01,63.9627
2020-09-02,64.3781
2020-09-03,62.4732
2020-09-04,59.755
2020-09-05,59.755
2020-09-06,59.755
2020-09-07,59.755
2020-09-08,63.7814
2020-09-09,65.2381
2020-09-10,63.4227
2020-09-11,61.2083
2020-09-12,61.2083
2020-09-13,61.2083
2020-09-14,63.2895
2020-09-15,63.8945
2020-09-16,65.3212
2020-09-17,61.5159
2020-09-18,62.5094
2020-09-19,62.5094
2020-09-20,62.5094
2020-09-21,59.8429
2020-09-22,59.982
2020-09-23,58.9353
2020-09-24,58.9167
2020-09-25,59.9209
2020-09-26,59.9209
2020-09-27,59.9209
2020-09-28,61.1473
2020-09-29,59.4238
2020-09-30,61.2632
2020-10-01,62.2206
2020-10-02,61.5765
2020-10-03,61.5765
2020-10-04,61.5765
2020-10-05,62.2187
2020-10-06,58.4685
2020-10-07,60.1624
2020-10-08,66.5732
2020-10-09,66.8563
2020-10-10,66.8563
2020-10-11,66.8563
2020-10-12,66.1394
2020-10-13,63.6349
2020-10-14,63.6953
2020-10-15,61.9723
2020-10-16,61.537
2020-10-17,61.537
2020-10-18,61.537
2020-10-19,59.3794
2020-10-20,59.8326
2020-10-21,56.9854
2020-10-22,60.6838
2020-10-23,59.8381
2020-10-24,59.8381
2020-10-25,59.8381
2020-10-26,58.6165
2020-10-27,59.0264
2020-10-28,55.4716
2020-10-29,55.4787
2020-10-30,54.1243
2020-10-31,54.1243
2020-11-01,54.1243
2020-11-02,56.3917
2020-11-03,57.3606
2020-11-04,62.679
2020-11-05,58.4801
2020-11-06,55.4641
2020-11-07,55.4641
2020-11-08,55.4641
2020-11-09,53.5567
2020-11-10,56.2859
2020-11-11,54.0155
2020-11-12,52.4818
2020-11-13,53.5665
2020-11-14,53.5665
2020-11-15,53.5665
2020-11-16,52.8009
2020-11-17,52.9466
2020-11-18,51.1562
2020-11-19,51.0007
2020-11-20,50.5767
2020-11-21,50.5767
2020-11-22,50.5767
2020-11-23,51.4784
2020-11-24,50.3168
2020-11-25,49.5356
2020-11-26,49.5356
2020-11-27,50.6841
2020-11-28,50.6841
2020-11-29,50.6841
2020-11-30,48.6537
2020-12-01,50.5821
2020-12-02,51.6836
2020-12-03,56.2642
2020-12-04,56.0172
2020-12-05,56.0172
2020-12-06,56.0172
2020-12-07,54.0942
2020-12-08,54.4081
2020-12-09,52.0409
2020-12-10,52.539
2020-12-11,51.5651
2020-12-12,51.5651
2020-12-13,51.5651
2020-12-14,54.3426
2020-12-15,56.6819
2020-12-16,55.9472
2020-12-17,53.493
2020-12-18,54.7158
2020-12-19,54.7158
2020-12-20,54.7158
2020-12-21,54.305
2020-12-22,55.3239
2020-12-23,58.4555
2020-12-24,59.2804
2020-12-25,59.2804
2020-12-26,59.2804
2020-12-27,59.2804
2020-12-28,60.789
2020-12-29,61.1924
2020-12-30,63.7706
2020-12-31,64.0534
2021-01-01,64.0534
2021-01-02,64.0534
2021-01-03,64.0534
2021-01-04,59.4938
2021-01-05,60.7012
2021-01-06,61.6995
2021-01-07,60.6786
2021-01-08,59.2019
2021-01-09,59.2019
2021-01-10,59.2019
2021-01-11,59.5348
2021-01-12,59.0661
2021-01-13,60.1435
2021-01-14,62.0131
2021-01-15,63.2158
2021-01-16,63.2158
2021-01-17,63.2158
2021-01-18,63.2158
2021-01-19,62.4515
2021-01-20,62.6423
2021-01-21,60.9622
2021-01-22,62.912
2021-01-23,62.912
2021-01-24,62.912
2021-01-25,64.4001
2021-01-26,59.2008
2021-01-27,57.1671
2021-01-28,56.4978
2021-01-29,49.818
2021-01-30,49.818
2021-01-31,49.818
2021-02-01,49.6144
2021-02-02,51.2396
2021-02-03,46.6253
2021-02-04,45.9078
2021-02-05,51.0424
2021-02-06,51.0424
2021-02-07,51.0424
2021-02-08,56.7883
2021-02-09,57.6528
2021-02-10,55.7306
2021-02-11,56.817
2021-02-12,57.2083
2021-02-13,57.2083
2021-02-14,57.2083
2021-02-15,57.2083
2021-02-16,56.3956
2021-02-17,54.6716
2021-02-18,50.8379
2021-02-19,51.8908
2021-02-20,51.8908
2021-02-21,51.8908
2021-02-22,52.6041
2021-02-23,49.6364
2021-02-24,58.793
2021-02-25,56.9489
2021-02-26,55.1967
2021-02-27,55.1967
2021-02-28,55.1967
2021-03-01,55.5946
2021-03-02,53.618
2021-03-03,51.8426
2021-03-04,50.3487
2021-03-05,52.8077
2021-03-06,52.8077
2021-03-07,52.8077
2021-03-08,50.7867
2021-03-09,50.4458
2021-03-10,52.114
2021-03-11,52.8827
2021-03-12,54.2878
2021-03-13,54.2878
2021-03-14,54.2878
2021-03-15,57.0247
2021-03-16,56.512
2021-03-17,57.1811
2021-03-18,54.7468
2021-03-19,56.2361
2021-03-20,56.2361
2021-03-21,56.2361
2021-03-22,55.0239
2021-03-23,50.9687
2021-03-24,50.6001
2021-03-25,52.3526
2021-03-26,53.3735
2021-03-27,53.3735
2021-03-28,53.3735
2021-03-29,52.7753
2021-03-30,52.0843
2021-03-31,50.6715
2021-04-01,51.2075
2021-04-02,51.2075
2021-04-03,51.2075
2021-04-04,51.2075
2021-04-05,50.8699
2021-04-06,49.519
2021-04-07,48.9563
2021-04-08,48.2713
2021-04-09,48.6169
2021-04-10,48.6169
2021-04-11,48.6169
2021-04-12,49.2874
2021-04-13,50.0762
2021-04-14,52.3538
2021-04-15,53.7934
2021-04-16,54.1552
2021-04-17,54.1552
2021-04-18,54.1552
2021-04-19,52.6989
2021-04-20,53.3919
2021-04-21,54.6483
2021-04-22,52.6865
2021-04-23,52.0142
2021-04-24,52.0142
2021-04-25,52.0142
2021-04-26,51.0671
2021-04-27,49.0687
2021-04-28,50.6744
2021-04-29,51.1696
2021-04-30,50.0013
2021-05-01,50.0013
2021-05-02,50.0013
2021-05-03,50.6404
2021-05-04,46.5333
2021-05-05,54.7033
2021-05-06,56.0255
2021-05-07,57.1465
2021-05-08,57.1465
2021-05-09,57.1465
2021-05-10,58.1
2021-05-11,56.1321
2021-05-12,57.492
2021-05-13,58.9101
2021-05-14,59.5342
2021-05-15,59.5342
2021-05-16,59.5342
2021-05-17,57.4172
2021-05-18,55.9327
2021-05-19,56.0153
2021-05-20,58.2984
2021-05-21,59.2031
2021-05-22,59.2031
2021-05-23,59.2031
2021-05-24,58.2323
2021-05-25,57.0687
2021-05-26,57.5252
2021-05-27,55.1095
2021-05-28,56.8188
2021-05-29,56.8188
2021-05-30,56.8188
2021-05-31,56.8188
2021-06-01,54.5603
2021-06-02,52.9536
2021-06-03,52.6294
2021-06-04,52.7265
2021-06-05,52.7265
2021-06-06,52.7265
2021-06-07,55.0308
2021-06-08,56.8826
2021-06-09,58.9364
2021-06-10,61.6108
2021-06-11,61.7554
2021-06-12,61.7554
2021-06-13,61.7554
2021-06-14,61.9166
2021-06-15,58.8275
2021-06-16,56.6142
2021-06-17,53.5259
2021-06-18,53.1091
2021-06-19,53.1091
2021-06-20,53.1091
2021-06-21,53.0546
2021-06-22,53.121
2021-06-23,52.8118
2021-06-24,54.3742
2021-06-25,56.2514
2021-06-26,56.2514
2021-06-27,56.2514
2021-06-28,56.9348
2021-06-29,53.9601
2021-06-30,52.5974
2021-07-01,55.5544
2021-07-02,55.8121
2021-07-03,55.8121
2021-07-04,55.8121
2021-07-05,55.8121
2021-07-06,56.9659
2021-07-07,57.834
2021-07-08,57.0907
2021-07-09,57.6292
2021-07-10,57.6292
2021-07-11,57.6292
2021-07-12,58.2955
2021-07-13,55.8535
2021-07-14,53.5234
2021-07-15,51.4371
2021-07-16,48.5079
2021-07-17,48.5079
2021-07-18,48.5079
2021-07-19,45.0833
2021-07-20,48.7321
2021-07-21,50.0969
2021-07-22,47.5062
2021-07-23,47.6086
2021-07-24,47.6086
2021-07-25,47.6086
2021-07-26,47.0304
2021-07-27,47.4736
2021-07-28,48.2991
2021-07-29,44.8305
2021-07-30,43.9461
2021-07-31,43.9461
2021-08-01,43.9461
2021-08-02,45.1901
2021-08-03,46.0129
2021-08-04,34.0115
2021-08-05,31.6074
2021-08-06,33.1058
2021-08-07,33.1058
2021-08-08,33.1058
2021-08-09,33.9937
2021-08-10,31.0593
2021-08-11,31.4269
2021-08-12,32.0581
2021-08-13,30.4757
2021-08-14,30.4757
2021-08-15,30.4757
2021-08-16,29.6261
2021-08-17,28.64
2021-08-18,27.3713
2021-08-19,26.1538
2021-08-20,28.2082
2021-08-21,28.2082
2021-08-22,28.2082
2021-08-23,33.5334
2021-08-24,32.3462
2021-08-25,31.8488
2021-08-26,30.8499
2021-08-27,31.0347
2021-08-28,31.0347
2021-08-29,31.0347
2021-08-30,30.3198
2021-08-31,30.5038
2021-09-01,30.777
2021-09-02,34.5631
2021-09-03,35.8002
2021-09-04,35.8002
2021-09-05,35.8002
2021-09-06,35.8002
2021-09-07,34.7537
2021-09-08,34.7639
2021-09-09,34.4364
2021-09-10,34.6523
2021-09-11,34.6523
2021-09-12,34.6523
2021-09-13,34.9514
2021-09-14,35.0198
2021-09-15,33.9491
2021-09-16,33.0714
2021-09-17,34.838
2021-09-18,34.838
2021-09-19,34.838
2021-09-20,32.1236
2021-09-21,32.6686
2021-09-22,33.2114
2021-09-23,38.8233
2021-09-24,39.723
2021-09-25,39.723
2021-09-26,39.723
2021-09-27,38.6709
2021-09-28,38.1687
2021-09-29,37.1632
2021-09-30,36.2101
2021-10-01,36.0484
2021-10-02,36.0484
2021-10-03,36.0484
2021-10-04,34.2304
2021-10-05,35.2945
2021-10-06,44.6901
2021-10-07,46.1289
2021-10-08,44.2262
2021-10-09,44.2262
2021-10-10,44.2262
2021-10-11,44.8914
2021-10-12,43.6549
2021-10-13,43.3066
2021-10-14,45.8517
2021-10-15,49.0061
2021-10-16,49.0061
2021-10-17,49.0061
2021-10-18,48.7201
2021-10-19,51.8336
2021-10-20,53.1828
2021-10-21,51.8075
2021-10-22,52.3902
2021-10-23,52.3902
2021-10-24,52.3902
2021-10-25,50.4432
2021-10-26,46.0875
2021-10-27,43.5872
2021-10-28,43.537
2021-10-29,42.9166
2021-10-30,42.9166
2021-10-31,42.9166
2021-11-01,45.5691
2021-11-02,45.068
2021-11-03,46.6642
2021-11-04,44.0471
2021-11-05,45.4789
2021-11-06,45.4789
2021-11-07,45.4789
2021-11-08,44.1423
2021-11-09,43.16
2021-11-10,47.1705
2021-11-11,46.5181
2021-11-12,50.0
2021-11-13,50.0
2021-11-14,50.0
2021-11-15,49.7099
2021-11-16,48.6914
2021-11-17,44.8932
2021-11-18,42.9231
2021-11-19,41.5938
2021-11-20,41.5938
2021-11-21,41.5938
2021-11-22,42.5843
2021-11-23,42.7087
2021-11-24,42.5327
2021-11-25,42.5327
2021-11-26,38.9227
2021-11-27,38.9227
2021-11-28,38.9227
2021-11-29,37.8531
2021-11-30,36.2932
2021-12-01,37.6433
2021-12-02,39.2337
2021-12-03,37.6594
2021-12-04,37.6594
2021-12-05,37.6594
2021-12-06,38.9574
2021-12-07,41.2651
2021-12-08,43.5129
2021-12-09,41.3804
2021-12-10,41.1249
2021-12-11,41.1249
2021-12-12,41.1249
2021-12-13,42.0452
2021-12-14,40.0328
2021-12-15,41.0031
2021-12-16,43.7768
2021-12-17,44.5093
2021-12-18,44.5093
2021-12-19,44.5093
2021-12-20,45.675
2021-12-21,45.6177
2021-12-22,46.8698
2021-12-23,47.3536
2021-12-24,47.3536
2021-12-25,47.3536
2021-12-26,47.3536
2021-12-27,48.7526
2021-12-28,49.5918
2021-12-29,50.6229
2021-12-30,47.521
2021-12-31,46.7418
2022-01-01,46.7418
2022-01-02,46.7418
2022-01-03,50.2819
2022-01-04,49.0031
2022-01-05,49.1594
2022-01-06,51.9567
2022-01-07,53.4788
2022-01-08,53.4788
2022-01-09,53.4788
2022-01-10,62.2969
2022-01-11,64.1893
2022-01-12,59.7328
2022-01-13,58.4035
2022-01-14,58.8579
2022-01-15,58.8579
2022-01-16,58.8579
2022-01-17,58.8579
2022-01-18,57.4408
2022-01-19,55.5572
2022-01-20,54.2404
2022-01-21,52.2304
2022-01-22,52.2304
2022-01-23,52.2304
2022-01-24,51.3254
2022-01-25,47.6944
