,SCCO US Equity
2021-10-02,42.0269
2021-10-03,42.0269
2021-10-04,41.6441
2021-10-05,41.241
2021-10-06,41.1821
2021-10-07,45.4349
2021-10-08,45.9902
2021-10-09,45.9902
2021-10-10,45.9902
2021-10-11,46.725
2021-10-12,46.5698
2021-10-13,47.7861
2021-10-14,53.986
2021-10-15,58.67
2021-10-16,58.67
2021-10-17,58.67
2021-10-18,56.6506
2021-10-19,58.0086
2021-10-20,57.2403
2021-10-21,54.7697
2021-10-22,54.3919
2021-10-23,54.3919
2021-10-24,54.3919
2021-10-25,56.5335
2021-10-26,54.3311
2021-10-27,49.2912
2021-10-28,50.0408
2021-10-29,47.3269
2021-10-30,47.3269
2021-10-31,47.3269
2021-11-01,48.167
2021-11-02,47.6678
2021-11-03,46.0667
2021-11-04,45.799
2021-11-05,46.6367
2021-11-06,46.6367
2021-11-07,46.6367
2021-11-08,50.6645
2021-11-09,49.0741
2021-11-10,46.5886
2021-11-11,52.078
2021-11-12,53.1119
2021-11-13,53.1119
2021-11-14,53.1119
2021-11-15,50.532
2021-11-16,50.1997
2021-11-17,48.4903
2021-11-18,49.4125
2021-11-19,48.8907
2021-11-20,48.8907
2021-11-21,48.8907
2021-11-22,46.3725
2021-11-23,48.3902
2021-11-24,48.5033
2021-11-25,48.5033
2021-11-26,46.1271
2021-11-27,46.1271
2021-11-28,46.1271
2021-11-29,49.127
2021-11-30,47.5573
2021-12-01,45.9801
2021-12-02,48.0694
2021-12-03,47.3209
2021-12-04,47.3209
2021-12-05,47.3209
2021-12-06,48.2847
2021-12-07,49.9697
2021-12-08,50.7445
2021-12-09,52.0152
2021-12-10,50.9082
2021-12-11,50.9082
2021-12-12,50.9082
2021-12-13,49.3923
2021-12-14,49.0311
2021-12-15,45.5539
2021-12-16,47.7303
2021-12-17,47.7646
2021-12-18,47.7646
2021-12-19,47.7646
2021-12-20,46.2579
2021-12-21,49.389
2021-12-22,49.5893
2021-12-23,50.9939
2021-12-24,50.9939
2021-12-25,50.9939
2021-12-26,50.9939
2021-12-27,52.7921
2021-12-28,52.3446
2021-12-29,52.0162
2021-12-30,52.6142
2021-12-31,53.4375
2022-01-01,53.4375
2022-01-02,53.4375
2022-01-03,52.8439
2022-01-04,54.8666
2022-01-05,54.952
2022-01-06,54.7804
2022-01-07,57.8446
2022-01-08,57.8446
2022-01-09,57.8446
2022-01-10,56.7614
2022-01-11,60.1487
2022-01-12,64.438
2022-01-13,61.7727
2022-01-14,61.4125
2022-01-15,61.4125
2022-01-16,61.4125
2022-01-17,61.4125
2022-01-18,62.4129
2022-01-19,62.0799
2022-01-20,61.2016
2022-01-21,57.4302
2022-01-22,57.4302
2022-01-23,57.4302
2022-01-24,54.5678
2022-01-25,54.2183
2022-01-26,54.1585
2022-01-27,52.8717
2022-01-28,50.1738
2022-01-29,50.1738
2022-01-30,50.1738
2022-01-31,52.5361
2022-02-01,54.6748
2022-02-02,52.4974
2022-02-03,50.9195
2022-02-04,50.9733
2022-02-05,50.9733
2022-02-06,50.9733
2022-02-07,51.8112
2022-02-08,55.1712
2022-02-09,58.5447
2022-02-10,57.2879
2022-02-11,57.2264
2022-02-12,57.2264
2022-02-13,57.2264
2022-02-14,57.4502
2022-02-15,59.0647
2022-02-16,61.015
2022-02-17,58.0233
2022-02-18,58.5184
2022-02-19,58.5184
2022-02-20,58.5184
2022-02-21,58.5184
2022-02-22,57.0183
2022-02-23,55.6287
2022-02-24,55.2005
2022-02-25,59.6072
2022-02-26,59.6072
2022-02-27,59.6072
2022-02-28,60.4876
2022-03-01,63.8065
2022-03-02,65.147
2022-03-03,67.7973
2022-03-04,69.2268
2022-03-05,69.2268
2022-03-06,69.2268
2022-03-07,64.2318
2022-03-08,64.8537
2022-03-09,64.8996
2022-03-10,65.4023
2022-03-11,62.7435
2022-03-12,62.7435
2022-03-13,62.7435
2022-03-14,54.3125
2022-03-15,52.5274
2022-03-16,55.3323
2022-03-17,58.5574
2022-03-18,59.9666
2022-03-19,59.9666
2022-03-20,59.9666
2022-03-21,62.8953
2022-03-22,62.0111
2022-03-23,63.0647
2022-03-24,62.2591
2022-03-25,62.8461
2022-03-26,62.8461
2022-03-27,62.8461
2022-03-28,60.3734
2022-03-29,60.5683
2022-03-30,61.0463
2022-03-31,59.3403
2022-04-01,61.9937
2022-04-02,61.9937
2022-04-03,61.9937
2022-04-04,61.6818
2022-04-05,55.285
2022-04-06,53.2741
2022-04-07,53.9772
2022-04-08,54.5019
2022-04-09,54.5019
2022-04-10,54.5019
2022-04-11,54.0398
2022-04-12,53.7958
2022-04-13,55.4736
2022-04-14,52.5223
2022-04-15,52.5223
2022-04-16,52.5223
2022-04-17,52.5223
2022-04-18,53.1351
2022-04-19,52.2588
2022-04-20,50.8297
2022-04-21,45.5845
2022-04-22,43.0098
2022-04-23,43.0098
2022-04-24,43.0098
2022-04-25,40.8354
2022-04-26,38.424
2022-04-27,39.8313
2022-04-28,39.9649
2022-04-29,39.1445
2022-04-30,39.1445
2022-05-01,39.1445
2022-05-02,38.6942
2022-05-03,40.2755
2022-05-04,43.9237
2022-05-05,41.1216
2022-05-06,39.7972
2022-05-07,39.7972
2022-05-08,39.7972
2022-05-09,36.6608
2022-05-10,36.0116
2022-05-11,35.3637
2022-05-12,33.2055
2022-05-13,33.8481
2022-05-14,33.8481
2022-05-15,33.8481
2022-05-16,34.0718
2022-05-17,39.4403
2022-05-18,38.2839
2022-05-19,42.0415
2022-05-20,43.3433
2022-05-21,43.3433
2022-05-22,43.3433
2022-05-23,45.4316
2022-05-24,46.2946
2022-05-25,46.2946
2022-05-26,46.4941
2022-05-27,48.882
2022-05-28,48.882
2022-05-29,48.882
2022-05-30,48.882
2022-05-31,47.5212
2022-06-01,47.8431
2022-06-02,51.3829
2022-06-03,49.985
2022-06-04,49.985
2022-06-05,49.985
2022-06-06,50.9061
2022-06-07,52.0621
2022-06-08,49.6864
2022-06-09,46.6401
2022-06-10,45.3459
2022-06-11,45.3459
2022-06-12,45.3459
2022-06-13,42.4186
2022-06-14,41.8086
2022-06-15,42.532
2022-06-16,40.8027
2022-06-17,39.934
2022-06-18,39.934
2022-06-19,39.934
2022-06-20,39.934
2022-06-21,39.7821
2022-06-22,37.015
2022-06-23,33.7598
2022-06-24,37.1458
2022-06-25,37.1458
2022-06-26,37.1458
2022-06-27,37.2981
2022-06-28,37.7831
2022-06-29,37.3349
2022-06-30,35.6279
2022-07-01,36.1801
2022-07-02,36.1801
2022-07-03,36.1801
2022-07-04,36.1801
2022-07-05,33.9225
2022-07-06,35.5857
2022-07-07,39.898
2022-07-08,39.7869
2022-07-09,39.7869
2022-07-10,39.7869
2022-07-11,37.7325
2022-07-12,36.8067
2022-07-13,36.6811
2022-07-14,34.3577
2022-07-15,36.2113
2022-07-16,36.2113
2022-07-17,36.2113
2022-07-18,37.7447
2022-07-19,39.9332
2022-07-20,39.2646
2022-07-21,40.573
2022-07-22,39.2098
2022-07-23,39.2098
2022-07-24,39.2098
2022-07-25,41.2011
2022-07-26,40.7529
2022-07-27,40.1184
2022-07-28,39.579
2022-07-29,43.0362
2022-07-30,43.0362
2022-07-31,43.0362
2022-08-01,40.6904
2022-08-02,39.3381
2022-08-03,38.9505
2022-08-04,38.7589
2022-08-05,40.9193
2022-08-06,40.9193
2022-08-07,40.9193
2022-08-08,41.2549
2022-08-09,41.6359
2022-08-10,43.9659
2022-08-11,44.5292
2022-08-12,45.6225
2022-08-13,45.6225
2022-08-14,45.6225
2022-08-15,44.6801
2022-08-16,46.1007
2022-08-17,44.2577
2022-08-18,46.654
2022-08-19,45.0328
2022-08-20,45.0328
2022-08-21,45.0328
2022-08-22,43.9335
2022-08-23,47.1126
2022-08-24,46.8686
2022-08-25,49.3989
2022-08-26,50.6832
2022-08-27,50.6832
2022-08-28,50.6832
2022-08-29,47.9606
2022-08-30,44.5129
2022-08-31,43.826
2022-09-01,41.4336
2022-09-02,42.0496
2022-09-03,42.0496
2022-09-04,42.0496
2022-09-05,42.0496
2022-09-06,41.2639
2022-09-07,42.4557
2022-09-08,45.4697
2022-09-09,48.789
2022-09-10,48.789
2022-09-11,48.789
2022-09-12,49.3793
2022-09-13,47.2234
2022-09-14,45.1682
2022-09-15,45.0181
2022-09-16,44.8946
2022-09-17,44.8946
2022-09-18,44.8946
2022-09-19,47.0905
2022-09-20,46.2273
2022-09-21,43.1978
2022-09-22,43.6074
2022-09-23,40.5534
2022-09-24,40.5534
2022-09-25,40.5534
2022-09-26,39.6854
2022-09-27,41.3493
2022-09-28,43.4549
2022-09-29,43.6505
2022-09-30,43.731
2022-10-01,43.731
2022-10-02,43.731
2022-10-03,49.1787
2022-10-04,51.12
2022-10-05,50.6674
2022-10-06,50.085
2022-10-07,49.391
2022-10-08,49.391
2022-10-09,49.391
2022-10-10,48.605
2022-10-11,48.2619
2022-10-12,49.7865
2022-10-13,51.0704
2022-10-14,47.8679
2022-10-15,47.8679
2022-10-16,47.8679
2022-10-17,49.0591
2022-10-18,48.4495
2022-10-19,46.7911
2022-10-20,48.2804
2022-10-21,51.3812
2022-10-22,51.3812
2022-10-23,51.3812
2022-10-24,46.18
2022-10-25,48.9436
2022-10-26,52.0093
2022-10-27,50.5751
2022-10-28,48.5314
2022-10-29,48.5314
2022-10-30,48.5314
2022-10-31,48.3035
2022-11-01,53.2378
2022-11-02,49.9599
2022-11-03,50.5986
2022-11-04,57.8008
2022-11-05,57.8008
2022-11-06,57.8008
2022-11-07,56.7352
2022-11-08,58.6067
2022-11-09,57.3646
2022-11-10,60.6754
2022-11-11,64.7727
2022-11-12,64.7727
2022-11-13,64.7727
2022-11-14,64.8544
2022-11-15,65.0038
2022-11-16,62.7285
2022-11-17,61.4804
2022-11-18,60.5375
2022-11-19,60.5375
2022-11-20,60.5375
2022-11-21,59.2451
2022-11-22,61.6848
2022-11-23,61.479
2022-11-24,61.479
2022-11-25,60.5045
2022-11-26,60.5045
2022-11-27,60.5045
2022-11-28,58.5169
2022-11-29,60.4849
2022-11-30,62.323
2022-12-01,62.7892
2022-12-02,63.3333
2022-12-03,63.3333
2022-12-04,63.3333
2022-12-05,60.9301
2022-12-06,61.1822
2022-12-07,59.6796
2022-12-08,61.3705
2022-12-09,59.9341
2022-12-10,59.9341
2022-12-11,59.9341
2022-12-12,59.5871
2022-12-13,60.3249
2022-12-14,60.6024
2022-12-15,57.9351
2022-12-16,57.6912
2022-12-17,57.6912
2022-12-18,57.6912
2022-12-19,57.231
2022-12-20,58.5008
2022-12-21,60.1643
2022-12-22,58.6371
2022-12-23,58.921
2022-12-24,58.921
2022-12-25,58.921
2022-12-26,58.921
2022-12-27,60.4917
2022-12-28,58.19
2022-12-29,59.2358
2022-12-30,56.4351
2022-12-31,56.4351
2023-01-01,56.4351
2023-01-02,56.4351
2023-01-03,58.244
2023-01-04,60.4238
2023-01-05,62.4878
2023-01-06,65.4347
2023-01-07,65.4347
2023-01-08,65.4347
2023-01-09,67.2834
2023-01-10,69.7645
2023-01-11,71.2103
2023-01-12,72.9447
2023-01-13,73.9527
2023-01-14,73.9527
2023-01-15,73.9527
2023-01-16,73.9527
2023-01-17,70.649
2023-01-18,70.5108
2023-01-19,71.1938
2023-01-20,68.9571
2023-01-21,68.9571
2023-01-22,68.9571
2023-01-23,67.3403
2023-01-24,68.4328
2023-01-25,68.2914
2023-01-26,67.2039
2023-01-27,66.7475
2023-01-28,66.7475
2023-01-29,66.7475
2023-01-30,66.7581
2023-01-31,67.4251
2023-02-01,70.5417
2023-02-02,65.8785
2023-02-03,65.013
2023-02-04,65.013
2023-02-05,65.013
2023-02-06,63.4068
2023-02-07,63.2295
2023-02-08,62.5458
2023-02-09,62.595
2023-02-10,60.7972
2023-02-11,60.7972
2023-02-12,60.7972
2023-02-13,62.2732
2023-02-14,63.5545
2023-02-15,64.4842
2023-02-16,65.2091
2023-02-17,60.8017
2023-02-18,60.8017
2023-02-19,60.8017
2023-02-20,60.8017
2023-02-21,61.2229
2023-02-22,59.8711
2023-02-23,57.0066
2023-02-24,54.9525
2023-02-25,54.9525
2023-02-26,54.9525
2023-02-27,56.8869
2023-02-28,58.5716
2023-03-01,61.7665
2023-03-02,59.9959
2023-03-03,63.9438
2023-03-04,63.9438
2023-03-05,63.9438
2023-03-06,60.5756
2023-03-07,53.8423
2023-03-08,56.6213
2023-03-09,54.3362
2023-03-10,52.9783
2023-03-11,52.9783
2023-03-12,52.9783
2023-03-13,53.1904
2023-03-14,54.7791
2023-03-15,47.3164
2023-03-16,47.8911
2023-03-17,47.4155
2023-03-18,47.4155
2023-03-19,47.4155
