,NFG US Equity
,RSI_30D
2020-01-01,57.6356
2020-01-02,49.0479
2020-01-03,50.7112
2020-01-04,50.7112
2020-01-05,50.7112
2020-01-06,52.8624
2020-01-07,51.9707
2020-01-08,49.6455
2020-01-09,49.3321
2020-01-10,49.2402
2020-01-11,49.2402
2020-01-12,49.2402
2020-01-13,48.817
2020-01-14,48.817
2020-01-15,51.0195
2020-01-16,51.4128
2020-01-17,52.0598
2020-01-18,52.0598
2020-01-19,52.0598
2020-01-20,52.0598
2020-01-21,48.7533
2020-01-22,45.2678
2020-01-23,46.43
2020-01-24,42.1768
2020-01-25,42.1768
2020-01-26,42.1768
2020-01-27,39.6123
2020-01-28,40.5339
2020-01-29,38.8733
2020-01-30,37.6926
2020-01-31,43.9124
2020-02-01,43.9124
2020-02-02,43.9124
2020-02-03,41.3504
2020-02-04,44.9932
2020-02-05,50.0695
2020-02-06,45.5789
2020-02-07,43.7538
2020-02-08,43.7538
2020-02-09,43.7538
2020-02-10,42.657
2020-02-11,44.2629
2020-02-12,45.0196
2020-02-13,46.0953
2020-02-14,46.5759
2020-02-15,46.5759
2020-02-16,46.5759
2020-02-17,46.5759
2020-02-18,48.1306
2020-02-19,47.2193
2020-02-20,46.5268
2020-02-21,45.6876
2020-02-22,45.6876
2020-02-23,45.6876
2020-02-24,42.0388
2020-02-25,36.3181
2020-02-26,33.244
2020-02-27,30.9958
2020-02-28,29.4903
2020-02-29,29.4903
2020-03-01,29.4903
2020-03-02,36.749
2020-03-03,34.8055
2020-03-04,39.1632
2020-03-05,36.4632
2020-03-06,40.1953
2020-03-07,40.1953
2020-03-08,40.1953
2020-03-09,39.4697
2020-03-10,43.376
2020-03-11,39.8184
2020-03-12,34.8076
2020-03-13,40.5481
2020-03-14,40.5481
2020-03-15,40.5481
2020-03-16,39.8513
2020-03-17,49.9323
2020-03-18,40.8084
2020-03-19,39.068
2020-03-20,39.6259
2020-03-21,39.6259
2020-03-22,39.6259
2020-03-23,38.5768
2020-03-24,43.8155
2020-03-25,42.3362
2020-03-26,46.3638
2020-03-27,44.6386
2020-03-28,44.6386
2020-03-29,44.6386
2020-03-30,48.2682
2020-03-31,47.1235
2020-04-01,44.7901
2020-04-02,45.0582
2020-04-03,45.033
2020-04-04,45.033
2020-04-05,45.033
2020-04-06,47.0493
2020-04-07,47.517
2020-04-08,48.8586
2020-04-09,50.5057
2020-04-10,50.5057
2020-04-11,50.5057
2020-04-12,50.5057
2020-04-13,49.461
2020-04-14,50.2408
2020-04-15,51.3313
2020-04-16,51.8103
2020-04-17,53.9911
2020-04-18,53.9911
2020-04-19,53.9911
2020-04-20,53.156
2020-04-21,52.4511
2020-04-22,52.4976
2020-04-23,52.832
2020-04-24,54.6408
2020-04-25,54.6408
2020-04-26,54.6408
2020-04-27,56.9007
2020-04-28,55.9521
2020-04-29,56.7868
2020-04-30,52.0495
2020-05-01,51.0332
2020-05-02,51.0332
2020-05-03,51.0332
2020-05-04,48.6267
2020-05-05,49.9229
2020-05-06,48.3377
2020-05-07,51.6593
2020-05-08,53.7883
2020-05-09,53.7883
2020-05-10,53.7883
2020-05-11,53.2416
2020-05-12,51.1899
2020-05-13,51.4595
2020-05-14,50.1118
2020-05-15,49.9933
2020-05-16,49.9933
2020-05-17,49.9933
2020-05-18,52.6573
2020-05-19,50.5963
2020-05-20,52.0958
2020-05-21,52.8521
2020-05-22,53.0804
2020-05-23,53.0804
2020-05-24,53.0804
2020-05-25,53.0804
2020-05-26,54.8412
2020-05-27,54.5111
2020-05-28,54.8583
2020-05-29,52.7368
2020-05-30,52.7368
2020-05-31,52.7368
2020-06-01,53.6891
2020-06-02,53.7242
2020-06-03,54.4206
2020-06-04,53.7978
2020-06-05,53.4704
2020-06-06,53.4704
2020-06-07,53.4704
2020-06-08,57.6963
2020-06-09,56.0157
2020-06-10,53.6341
2020-06-11,49.2264
2020-06-12,50.6077
2020-06-13,50.6077
2020-06-14,50.6077
2020-06-15,49.439
2020-06-16,51.7795
2020-06-17,50.3113
2020-06-18,50.627
2020-06-19,49.0716
2020-06-20,49.0716
2020-06-21,49.0716
2020-06-22,48.2855
2020-06-23,48.2665
2020-06-24,48.4557
2020-06-25,47.7727
2020-06-26,47.4876
2020-06-27,47.4876
2020-06-28,47.4876
2020-06-29,50.0389
2020-06-30,52.873
2020-07-01,50.7013
2020-07-02,51.4237
2020-07-03,51.4237
2020-07-04,51.4237
2020-07-05,51.4237
2020-07-06,52.574
2020-07-07,53.7079
2020-07-08,51.2625
2020-07-09,48.0166
2020-07-10,48.7743
2020-07-11,48.7743
2020-07-12,48.7743
2020-07-13,48.4612
2020-07-14,49.5338
2020-07-15,50.3576
2020-07-16,50.4255
2020-07-17,50.5421
2020-07-18,50.5421
2020-07-19,50.5421
2020-07-20,48.5572
2020-07-21,51.0433
2020-07-22,51.3445
2020-07-23,53.001
2020-07-24,51.6863
2020-07-25,51.6863
2020-07-26,51.6863
2020-07-27,51.3568
2020-07-28,51.7241
2020-07-29,51.6703
2020-07-30,51.6425
2020-07-31,49.2842
2020-08-01,49.2842
2020-08-02,49.2842
2020-08-03,50.5871
2020-08-04,53.1794
2020-08-05,53.4572
2020-08-06,54.7453
2020-08-07,58.3247
2020-08-08,58.3247
2020-08-09,58.3247
2020-08-10,59.5575
2020-08-11,56.7543
2020-08-12,59.4578
2020-08-13,57.6241
2020-08-14,59.3599
2020-08-15,59.3599
2020-08-16,59.3599
2020-08-17,57.4817
2020-08-18,57.2184
2020-08-19,59.561
2020-08-20,57.1196
2020-08-21,55.8081
2020-08-22,55.8081
2020-08-23,55.8081
2020-08-24,58.0192
2020-08-25,57.6099
2020-08-26,55.694
2020-08-27,56.7094
2020-08-28,58.3551
2020-08-29,58.3551
2020-08-30,58.3551
2020-08-31,57.8095
2020-09-01,53.9536
2020-09-02,55.3661
2020-09-03,55.3373
2020-09-04,53.2741
2020-09-05,53.2741
2020-09-06,53.2741
2020-09-07,53.2741
2020-09-08,50.0816
2020-09-09,50.7487
2020-09-10,49.2305
2020-09-11,48.7364
2020-09-12,48.7364
2020-09-13,48.7364
2020-09-14,49.7254
2020-09-15,47.8422
2020-09-16,49.0236
2020-09-17,48.2431
2020-09-18,47.4084
2020-09-19,47.4084
2020-09-20,47.4084
2020-09-21,44.9926
2020-09-22,45.0549
2020-09-23,43.923
2020-09-24,45.7185
2020-09-25,47.4588
2020-09-26,47.4588
2020-09-27,47.4588
2020-09-28,48.645
2020-09-29,47.1469
2020-09-30,45.5974
2020-10-01,43.9176
2020-10-02,44.0192
2020-10-03,44.0192
2020-10-04,44.0192
2020-10-05,47.5571
2020-10-06,47.5571
2020-10-07,48.1737
2020-10-08,50.4271
2020-10-09,50.4898
2020-10-10,50.4898
2020-10-11,50.4898
2020-10-12,51.5985
2020-10-13,51.8218
2020-10-14,51.1249
2020-10-15,51.5629
2020-10-16,49.1446
2020-10-17,49.1446
2020-10-18,49.1446
2020-10-19,48.1958
2020-10-20,50.1857
2020-10-21,50.0083
2020-10-22,54.2269
2020-10-23,53.4492
2020-10-24,53.4492
2020-10-25,53.4492
2020-10-26,50.965
2020-10-27,48.887
2020-10-28,42.8435
2020-10-29,43.621
2020-10-30,44.1569
2020-10-31,44.1569
2020-11-01,44.1569
2020-11-02,45.7913
2020-11-03,48.8864
2020-11-04,47.4249
2020-11-05,45.9162
2020-11-06,40.2534
2020-11-07,40.2534
2020-11-08,40.2534
2020-11-09,42.8936
2020-11-10,49.1337
2020-11-11,50.8882
2020-11-12,47.9996
2020-11-13,51.2428
2020-11-14,51.2428
2020-11-15,51.2428
2020-11-16,52.0167
2020-11-17,52.9818
2020-11-18,51.018
2020-11-19,49.8303
2020-11-20,49.1865
2020-11-21,49.1865
2020-11-22,49.1865
2020-11-23,51.4944
2020-11-24,54.1566
2020-11-25,52.5561
2020-11-26,52.5561
2020-11-27,51.0483
2020-11-28,51.0483
2020-11-29,51.0483
2020-11-30,48.9337
2020-12-01,47.9678
2020-12-02,48.1307
2020-12-03,48.7396
2020-12-04,50.4359
2020-12-05,50.4359
2020-12-06,50.4359
2020-12-07,49.8578
2020-12-08,51.4477
2020-12-09,52.6789
2020-12-10,54.4453
2020-12-11,54.199
2020-12-12,54.199
2020-12-13,54.199
2020-12-14,52.6294
2020-12-15,55.3321
2020-12-16,54.3663
2020-12-17,53.8023
2020-12-18,52.9188
2020-12-19,52.9188
2020-12-20,52.9188
2020-12-21,48.94
2020-12-22,50.324
2020-12-23,50.6984
2020-12-24,50.728
2020-12-25,50.728
2020-12-26,50.728
2020-12-27,50.728
2020-12-28,49.3807
2020-12-29,48.3837
2020-12-30,48.4662
2020-12-31,49.072
2021-01-01,49.072
2021-01-02,49.072
2021-01-03,49.072
2021-01-04,49.4815
2021-01-05,52.5721
2021-01-06,57.9258
2021-01-07,57.9258
2021-01-08,55.6836
2021-01-09,55.6836
2021-01-10,55.6836
2021-01-11,56.1573
2021-01-12,57.857
2021-01-13,56.7556
2021-01-14,56.9253
2021-01-15,57.7259
2021-01-16,57.7259
2021-01-17,57.7259
2021-01-18,57.7259
2021-01-19,52.4986
