,WASH US Equity
2020-04-24,42.6243
2020-04-25,42.6243
2020-04-26,42.6243
2020-04-27,44.054
2020-04-28,46.1704
2020-04-29,47.964
2020-04-30,46.0887
2020-05-01,44.5507
2020-05-02,44.5507
2020-05-03,44.5507
2020-05-04,44.402
2020-05-05,42.7882
2020-05-06,42.0972
2020-05-07,42.2373
2020-05-08,43.8458
2020-05-09,43.8458
2020-05-10,43.8458
2020-05-11,42.2961
2020-05-12,40.1768
2020-05-13,39.1044
2020-05-14,39.0182
2020-05-15,38.6328
2020-05-16,38.6328
2020-05-17,38.6328
2020-05-18,41.567
2020-05-19,40.3599
2020-05-20,42.7257
2020-05-21,42.4334
2020-05-22,42.6026
2020-05-23,42.6026
2020-05-24,42.6026
2020-05-25,42.6026
2020-05-26,45.6284
2020-05-27,48.5419
2020-05-28,47.516
2020-05-29,46.179
2020-05-30,46.179
2020-05-31,46.179
2020-06-01,45.7577
2020-06-02,46.2811
2020-06-03,48.0631
2020-06-04,48.5765
2020-06-05,51.5198
2020-06-06,51.5198
2020-06-07,51.5198
2020-06-08,52.4824
2020-06-09,51.7144
2020-06-10,49.0297
2020-06-11,44.98
2020-06-12,46.2057
2020-06-13,46.2057
2020-06-14,46.2057
2020-06-15,45.9687
2020-06-16,49.0082
2020-06-17,47.3074
2020-06-18,47.7367
2020-06-19,47.6327
2020-06-20,47.6327
2020-06-21,47.6327
2020-06-22,47.918
2020-06-23,48.3461
2020-06-24,47.0966
2020-06-25,48.2149
2020-06-26,46.4106
2020-06-27,46.4106
2020-06-28,46.4106
2020-06-29,48.0273
2020-06-30,49.3826
2020-07-01,47.821
2020-07-02,47.5337
2020-07-03,47.5337
2020-07-04,47.5337
2020-07-05,47.5337
2020-07-06,47.3605
2020-07-07,45.4261
2020-07-08,44.8227
2020-07-09,42.8284
2020-07-10,45.0866
2020-07-11,45.0866
2020-07-12,45.0866
2020-07-13,46.3142
2020-07-14,46.035
2020-07-15,48.1958
2020-07-16,48.1586
2020-07-17,47.2324
2020-07-18,47.2324
2020-07-19,47.2324
2020-07-20,46.385
2020-07-21,54.2534
2020-07-22,53.1125
2020-07-23,53.5068
2020-07-24,51.9353
2020-07-25,51.9353
2020-07-26,51.9353
2020-07-27,50.3298
2020-07-28,50.7424
2020-07-29,51.9985
2020-07-30,50.6232
2020-07-31,51.5266
2020-08-01,51.5266
2020-08-02,51.5266
2020-08-03,51.7984
2020-08-04,51.0789
2020-08-05,52.1901
2020-08-06,52.6153
2020-08-07,55.989
2020-08-08,55.989
2020-08-09,55.989
2020-08-10,55.6843
2020-08-11,56.5314
2020-08-12,56.3087
2020-08-13,53.9398
2020-08-14,54.7518
2020-08-15,54.7518
2020-08-16,54.7518
2020-08-17,53.916
2020-08-18,52.0777
2020-08-19,52.2991
2020-08-20,50.6765
2020-08-21,49.8643
2020-08-22,49.8643
2020-08-23,49.8643
2020-08-24,52.1953
2020-08-25,51.7967
2020-08-26,49.8522
2020-08-27,51.3354
2020-08-28,50.7841
2020-08-29,50.7841
2020-08-30,50.7841
2020-08-31,49.8525
2020-09-01,49.5981
2020-09-02,50.5124
2020-09-03,50.5919
2020-09-04,51.4257
2020-09-05,51.4257
2020-09-06,51.4257
2020-09-07,51.4257
2020-09-08,50.1271
2020-09-09,49.3977
2020-09-10,49.17
2020-09-11,49.1115
2020-09-12,49.1115
2020-09-13,49.1115
2020-09-14,52.505
2020-09-15,50.7543
2020-09-16,51.0165
2020-09-17,50.5525
2020-09-18,49.6799
2020-09-19,49.6799
2020-09-20,49.6799
2020-09-21,44.6156
2020-09-22,43.5828
2020-09-23,41.8299
2020-09-24,42.8823
2020-09-25,43.6982
2020-09-26,43.6982
2020-09-27,43.6982
2020-09-28,45.1503
2020-09-29,45.0385
2020-09-30,44.2324
2020-10-01,44.5259
2020-10-02,47.1852
2020-10-03,47.1852
2020-10-04,47.1852
2020-10-05,50.3151
2020-10-06,50.9864
2020-10-07,54.1879
2020-10-08,55.8363
2020-10-09,54.8507
2020-10-10,54.8507
2020-10-11,54.8507
2020-10-12,55.6035
2020-10-13,51.064
2020-10-14,48.995
2020-10-15,52.0262
2020-10-16,52.0262
2020-10-17,52.0262
2020-10-18,52.0262
2020-10-19,51.2517
2020-10-20,54.5203
2020-10-21,54.6887
2020-10-22,57.9623
2020-10-23,59.2359
2020-10-24,59.2359
2020-10-25,59.2359
2020-10-26,59.6819
2020-10-27,54.885
2020-10-28,50.6439
2020-10-29,51.2287
2020-10-30,51.9577
2020-10-31,51.9577
2020-11-01,51.9577
2020-11-02,53.3452
2020-11-03,54.6986
2020-11-04,48.8626
2020-11-05,52.9828
2020-11-06,50.4543
2020-11-07,50.4543
2020-11-08,50.4543
2020-11-09,58.6429
2020-11-10,61.6861
2020-11-11,59.2648
2020-11-12,55.7388
2020-11-13,57.506
2020-11-14,57.506
2020-11-15,57.506
2020-11-16,61.5119
2020-11-17,61.6603
2020-11-18,59.2729
2020-11-19,58.8296
2020-11-20,59.0961
2020-11-21,59.0961
2020-11-22,59.0961
2020-11-23,60.3248
2020-11-24,63.8053
2020-11-25,61.9398
2020-11-26,61.9398
2020-11-27,60.6367
2020-11-28,60.6367
2020-11-29,60.6367
2020-11-30,57.0714
2020-12-01,58.1392
2020-12-02,60.4263
2020-12-03,60.7906
2020-12-04,62.5301
2020-12-05,62.5301
2020-12-06,62.5301
2020-12-07,63.5593
2020-12-08,64.3334
2020-12-09,64.4612
2020-12-10,64.665
2020-12-11,65.1958
2020-12-12,65.1958
2020-12-13,65.1958
2020-12-14,65.9455
2020-12-15,67.412
2020-12-16,66.4917
2020-12-17,66.1705
2020-12-18,63.8777
2020-12-19,63.8777
2020-12-20,63.8777
2020-12-21,61.5325
2020-12-22,59.3069
2020-12-23,61.1293
2020-12-24,60.8852
2020-12-25,60.8852
2020-12-26,60.8852
2020-12-27,60.8852
2020-12-28,62.503
2020-12-29,61.2212
2020-12-30,62.5177
2020-12-31,61.9112
2021-01-01,61.9112
2021-01-02,61.9112
2021-01-03,61.9112
2021-01-04,60.8927
2021-01-05,61.2133
2021-01-06,66.1304
2021-01-07,66.7302
2021-01-08,64.4573
2021-01-09,64.4573
2021-01-10,64.4573
2021-01-11,63.9887
2021-01-12,65.372
2021-01-13,63.0437
2021-01-14,64.7533
2021-01-15,62.0686
2021-01-16,62.0686
2021-01-17,62.0686
2021-01-18,62.0686
2021-01-19,61.8992
2021-01-20,60.5594
2021-01-21,58.4165
2021-01-22,59.9217
2021-01-23,59.9217
2021-01-24,59.9217
2021-01-25,58.5344
2021-01-26,55.8589
2021-01-27,51.7028
2021-01-28,53.8148
2021-01-29,51.7742
2021-01-30,51.7742
2021-01-31,51.7742
2021-02-01,52.2003
2021-02-02,54.4488
2021-02-03,52.8301
2021-02-04,55.9946
2021-02-05,55.9213
2021-02-06,55.9213
2021-02-07,55.9213
2021-02-08,56.7215
2021-02-09,58.1217
2021-02-10,56.4146
2021-02-11,54.7511
2021-02-12,55.4714
2021-02-13,55.4714
2021-02-14,55.4714
2021-02-15,55.4714
2021-02-16,56.6741
2021-02-17,56.7356
2021-02-18,55.1701
2021-02-19,56.3934
2021-02-20,56.3934
2021-02-21,56.3934
2021-02-22,59.5391
2021-02-23,59.7115
2021-02-24,61.9824
2021-02-25,61.02
2021-02-26,56.8163
2021-02-27,56.8163
2021-02-28,56.8163
2021-03-01,59.1527
2021-03-02,58.2705
2021-03-03,60.4172
2021-03-04,60.8483
2021-03-05,63.7732
2021-03-06,63.7732
2021-03-07,63.7732
2021-03-08,67.0591
2021-03-09,64.4443
2021-03-10,66.0968
2021-03-11,65.9601
2021-03-12,66.7705
2021-03-13,66.7705
2021-03-14,66.7705
2021-03-15,62.6808
2021-03-16,61.3172
2021-03-17,60.6985
2021-03-18,61.5349
2021-03-19,63.2654
2021-03-20,63.2654
2021-03-21,63.2654
2021-03-22,59.149
2021-03-23,55.093
2021-03-24,56.4008
2021-03-25,58.5442
2021-03-26,59.3899
2021-03-27,59.3899
2021-03-28,59.3899
2021-03-29,57.1183
2021-03-30,58.297
2021-03-31,57.0335
2021-04-01,57.6662
2021-04-02,57.6662
2021-04-03,57.6662
2021-04-04,57.6662
2021-04-05,58.509
2021-04-06,56.9691
2021-04-07,56.0964
2021-04-08,56.4415
2021-04-09,57.4602
2021-04-10,57.4602
2021-04-11,57.4602
2021-04-12,57.8451
2021-04-13,53.7691
2021-04-14,55.356
2021-04-15,54.6437
2021-04-16,55.4012
2021-04-17,55.4012
2021-04-18,55.4012
2021-04-19,54.8379
2021-04-20,50.941
2021-04-21,53.1372
2021-04-22,53.4332
2021-04-23,57.2993
2021-04-24,57.2993
2021-04-25,57.2993
2021-04-26,55.5293
2021-04-27,54.4894
2021-04-28,53.6435
2021-04-29,53.3254
2021-04-30,52.7283
2021-05-01,52.7283
2021-05-02,52.7283
2021-05-03,54.8008
2021-05-04,54.9084
2021-05-05,54.6124
2021-05-06,56.8854
2021-05-07,55.3685
2021-05-08,55.3685
2021-05-09,55.3685
2021-05-10,55.313
2021-05-11,52.5871
2021-05-12,50.9506
2021-05-13,56.0888
2021-05-14,56.7439
2021-05-15,56.7439
2021-05-16,56.7439
2021-05-17,57.7025
2021-05-18,55.6398
2021-05-19,55.3704
2021-05-20,54.3628
2021-05-21,56.5723
2021-05-22,56.5723
2021-05-23,56.5723
2021-05-24,55.2712
2021-05-25,51.4191
2021-05-26,55.175
2021-05-27,57.5627
2021-05-28,58.2845
2021-05-29,58.2845
2021-05-30,58.2845
2021-05-31,58.2845
2021-06-01,59.3757
2021-06-02,58.5561
2021-06-03,59.4252
2021-06-04,58.2735
2021-06-05,58.2735
2021-06-06,58.2735
2021-06-07,59.2499
2021-06-08,59.49
2021-06-09,56.7235
2021-06-10,55.4454
2021-06-11,54.6151
2021-06-12,54.6151
2021-06-13,54.6151
2021-06-14,54.3905
2021-06-15,55.2241
2021-06-16,56.8557
2021-06-17,53.7581
2021-06-18,45.4509
2021-06-19,45.4509
2021-06-20,45.4509
2021-06-21,49.7562
2021-06-22,47.5041
2021-06-23,47.1769
2021-06-24,49.0163
2021-06-25,48.8209
2021-06-26,48.8209
2021-06-27,48.8209
2021-06-28,48.2461
2021-06-29,47.954
2021-06-30,48.6782
2021-07-01,50.6382
2021-07-02,48.3233
2021-07-03,48.3233
2021-07-04,48.3233
2021-07-05,48.3233
2021-07-06,45.8214
2021-07-07,46.1561
2021-07-08,45.1571
2021-07-09,49.917
2021-07-10,49.917
2021-07-11,49.917
2021-07-12,50.2909
2021-07-13,48.3538
2021-07-14,48.238
2021-07-15,49.7564
2021-07-16,48.1283
2021-07-17,48.1283
2021-07-18,48.1283
2021-07-19,45.9551
2021-07-20,47.2266
2021-07-21,48.9262
2021-07-22,40.2744
2021-07-23,43.0478
2021-07-24,43.0478
2021-07-25,43.0478
2021-07-26,43.5664
2021-07-27,42.5996
2021-07-28,44.0772
2021-07-29,44.657
2021-07-30,45.4132
2021-07-31,45.4132
2021-08-01,45.4132
2021-08-02,45.166
2021-08-03,47.2926
2021-08-04,46.1515
2021-08-05,48.3411
2021-08-06,51.6409
2021-08-07,51.6409
2021-08-08,51.6409
2021-08-09,52.2034
2021-08-10,53.2843
2021-08-11,54.5393
2021-08-12,53.8293
2021-08-13,53.0135
2021-08-14,53.0135
2021-08-15,53.0135
2021-08-16,52.8323
2021-08-17,51.4041
2021-08-18,50.6065
2021-08-19,50.3718
2021-08-20,53.4959
2021-08-21,53.4959
2021-08-22,53.4959
2021-08-23,53.6397
2021-08-24,52.4652
2021-08-25,53.3951
2021-08-26,53.3368
2021-08-27,57.118
2021-08-28,57.118
2021-08-29,57.118
2021-08-30,53.4154
2021-08-31,55.0284
2021-09-01,54.1292
2021-09-02,55.5157
2021-09-03,55.4276
2021-09-04,55.4276
2021-09-05,55.4276
2021-09-06,55.4276
2021-09-07,53.1859
2021-09-08,49.7527
2021-09-09,49.2606
2021-09-10,46.2703
2021-09-11,46.2703
2021-09-12,46.2703
2021-09-13,47.345
2021-09-14,46.0739
2021-09-15,47.257
2021-09-16,45.6773
2021-09-17,49.8753
2021-09-18,49.8753
2021-09-19,49.8753
2021-09-20,46.4941
2021-09-21,46.1043
2021-09-22,47.2876
2021-09-23,50.8167
2021-09-24,52.3597
2021-09-25,52.3597
2021-09-26,52.3597
2021-09-27,56.328
2021-09-28,54.5961
2021-09-29,56.2974
2021-09-30,54.6287
2021-10-01,57.1343
2021-10-02,57.1343
2021-10-03,57.1343
2021-10-04,55.321
2021-10-05,55.1399
2021-10-06,55.5697
2021-10-07,57.7869
2021-10-08,58.093
2021-10-09,58.093
2021-10-10,58.093
2021-10-11,58.508
2021-10-12,57.8267
2021-10-13,57.7964
2021-10-14,59.1246
2021-10-15,56.9314
2021-10-16,56.9314
2021-10-17,56.9314
2021-10-18,56.3226
2021-10-19,56.5628
2021-10-20,58.1581
2021-10-21,56.3062
2021-10-22,57.1578
2021-10-23,57.1578
2021-10-24,57.1578
2021-10-25,58.0046
2021-10-26,59.1732
2021-10-27,52.8404
2021-10-28,54.8966
2021-10-29,54.8671
2021-10-30,54.8671
2021-10-31,54.8671
2021-11-01,57.3754
2021-11-02,55.1902
2021-11-03,58.7316
2021-11-04,57.898
2021-11-05,59.7753
2021-11-06,59.7753
2021-11-07,59.7753
2021-11-08,60.6722
2021-11-09,60.2929
2021-11-10,60.6534
2021-11-11,61.8952
2021-11-12,60.0347
2021-11-13,60.0347
2021-11-14,60.0347
2021-11-15,60.9455
2021-11-16,59.9362
2021-11-17,58.3695
2021-11-18,59.3973
2021-11-19,56.4483
2021-11-20,56.4483
2021-11-21,56.4483
2021-11-22,57.7737
2021-11-23,59.8206
2021-11-24,58.2134
2021-11-25,58.2134
2021-11-26,50.6818
2021-11-27,50.6818
2021-11-28,50.6818
2021-11-29,49.3213
2021-11-30,47.1626
2021-12-01,45.7657
2021-12-02,49.886
2021-12-03,48.0789
2021-12-04,48.0789
2021-12-05,48.0789
2021-12-06,50.2345
2021-12-07,49.3533
2021-12-08,49.3291
2021-12-09,48.7848
2021-12-10,48.0863
2021-12-11,48.0863
2021-12-12,48.0863
2021-12-13,47.2858
2021-12-14,47.5118
2021-12-15,50.3207
2021-12-16,53.7122
2021-12-17,51.042
2021-12-18,51.042
2021-12-19,51.042
2021-12-20,49.0009
2021-12-21,51.9922
2021-12-22,53.293
2021-12-23,53.9159
2021-12-24,53.9159
2021-12-25,53.9159
2021-12-26,53.9159
2021-12-27,55.019
2021-12-28,55.3872
2021-12-29,56.1074
2021-12-30,54.2374
2021-12-31,54.6811
2022-01-01,54.6811
2022-01-02,54.6811
2022-01-03,56.4058
2022-01-04,58.2795
2022-01-05,57.6779
2022-01-06,61.2894
2022-01-07,63.5202
2022-01-08,63.5202
2022-01-09,63.5202
2022-01-10,62.8362
2022-01-11,59.9727
2022-01-12,57.7349
2022-01-13,59.3262
2022-01-14,59.991
2022-01-15,59.991
2022-01-16,59.991
2022-01-17,59.991
2022-01-18,56.9229
2022-01-19,56.0221
2022-01-20,54.246
2022-01-21,55.3559
2022-01-22,55.3559
2022-01-23,55.3559
2022-01-24,57.7473
2022-01-25,55.765
2022-01-26,52.8138
2022-01-27,52.7598
2022-01-28,51.1113
2022-01-29,51.1113
2022-01-30,51.1113
2022-01-31,51.4968
2022-02-01,52.7558
2022-02-02,51.6519
2022-02-03,50.2843
2022-02-04,50.0884
2022-02-05,50.0884
2022-02-06,50.0884
2022-02-07,50.4593
2022-02-08,52.6439
2022-02-09,48.4502
2022-02-10,49.955
2022-02-11,48.7554
2022-02-12,48.7554
2022-02-13,48.7554
2022-02-14,47.6786
2022-02-15,49.2441
2022-02-16,49.7339
2022-02-17,46.8974
2022-02-18,48.462
2022-02-19,48.462
2022-02-20,48.462
2022-02-21,48.462
2022-02-22,46.5866
2022-02-23,44.1858
2022-02-24,42.5848
2022-02-25,46.6722
2022-02-26,46.6722
2022-02-27,46.6722
2022-02-28,44.8866
2022-03-01,40.2383
2022-03-02,44.4021
2022-03-03,45.1095
2022-03-04,43.9524
2022-03-05,43.9524
2022-03-06,43.9524
2022-03-07,42.31
2022-03-08,42.9797
2022-03-09,44.3441
2022-03-10,45.5274
2022-03-11,45.6386
2022-03-12,45.6386
2022-03-13,45.6386
2022-03-14,46.0093
2022-03-15,45.345
2022-03-16,46.8731
2022-03-17,46.5881
2022-03-18,45.2426
2022-03-19,45.2426
2022-03-20,45.2426
2022-03-21,45.9568
2022-03-22,47.8237
2022-03-23,43.6083
2022-03-24,44.5581
2022-03-25,48.4683
2022-03-26,48.4683
2022-03-27,48.4683
2022-03-28,47.3675
2022-03-29,49.4659
2022-03-30,46.3943
2022-03-31,45.3569
2022-04-01,44.8263
2022-04-02,44.8263
2022-04-03,44.8263
2022-04-04,43.9087
2022-04-05,42.5109
2022-04-06,41.8337
2022-04-07,37.835
2022-04-08,37.1245
2022-04-09,37.1245
2022-04-10,37.1245
2022-04-11,37.8953
2022-04-12,37.3394
2022-04-13,38.4465
2022-04-14,37.7988
2022-04-15,37.7988
2022-04-16,37.7988
2022-04-17,37.7988
2022-04-18,38.0148
2022-04-19,42.4918
2022-04-20,44.3779
2022-04-21,43.8235
2022-04-22,41.8094
2022-04-23,41.8094
2022-04-24,41.8094
2022-04-25,41.4014
2022-04-26,38.6899
2022-04-27,37.8425
2022-04-28,38.9073
2022-04-29,36.1128
2022-04-30,36.1128
2022-05-01,36.1128
2022-05-02,37.1115
2022-05-03,39.4544
2022-05-04,42.2767
2022-05-05,40.2882
2022-05-06,40.0865
2022-05-07,40.0865
2022-05-08,40.0865
2022-05-09,41.0034
2022-05-10,39.254
2022-05-11,39.0499
2022-05-12,39.1953
2022-05-13,38.4367
2022-05-14,38.4367
2022-05-15,38.4367
2022-05-16,38.3887
2022-05-17,42.2699
2022-05-18,39.8714
2022-05-19,37.574
2022-05-20,38.9567
2022-05-21,38.9567
2022-05-22,38.9567
2022-05-23,42.6239
2022-05-24,44.7614
2022-05-25,45.4934
2022-05-26,48.0038
2022-05-27,49.2865
2022-05-28,49.2865
2022-05-29,49.2865
2022-05-30,49.2865
2022-05-31,51.1702
2022-06-01,51.4571
2022-06-02,50.8085
2022-06-03,49.6071
2022-06-04,49.6071
2022-06-05,49.6071
2022-06-06,50.6593
2022-06-07,51.125
2022-06-08,50.0498
2022-06-09,46.6944
2022-06-10,44.649
2022-06-11,44.649
2022-06-12,44.649
2022-06-13,45.1667
2022-06-14,47.6323
2022-06-15,48.2588
2022-06-16,45.0873
2022-06-17,47.4048
2022-06-18,47.4048
2022-06-19,47.4048
2022-06-20,47.4048
2022-06-21,48.5599
2022-06-22,50.4063
2022-06-23,47.6191
2022-06-24,48.3498
2022-06-25,48.3498
2022-06-26,48.3498
2022-06-27,48.8949
2022-06-28,48.4284
2022-06-29,47.0356
2022-06-30,48.2466
2022-07-01,51.0579
2022-07-02,51.0579
2022-07-03,51.0579
2022-07-04,51.0579
2022-07-05,50.3916
2022-07-06,51.1825
2022-07-07,51.5817
2022-07-08,48.6007
2022-07-09,48.6007
2022-07-10,48.6007
2022-07-11,48.1376
2022-07-12,48.1376
2022-07-13,46.4787
2022-07-14,46.4112
2022-07-15,50.1222
2022-07-16,50.1222
2022-07-17,50.1222
2022-07-18,49.2666
2022-07-19,52.8728
2022-07-20,53.6592
2022-07-21,54.2514
2022-07-22,52.8917
2022-07-23,52.8917
2022-07-24,52.8917
2022-07-25,54.6391
2022-07-26,61.0487
2022-07-27,63.6239
2022-07-28,63.1441
2022-07-29,66.3193
2022-07-30,66.3193
2022-07-31,66.3193
2022-08-01,63.1741
2022-08-02,59.6003
2022-08-03,60.6018
2022-08-04,60.2425
2022-08-05,60.2056
2022-08-06,60.2056
2022-08-07,60.2056
2022-08-08,60.2056
2022-08-09,61.1733
2022-08-10,61.7306
2022-08-11,63.1724
2022-08-12,65.2726
2022-08-13,65.2726
2022-08-14,65.2726
2022-08-15,65.633
2022-08-16,65.5011
2022-08-17,65.7856
2022-08-18,64.2333
2022-08-19,61.8788
2022-08-20,61.8788
2022-08-21,61.8788
2022-08-22,57.9406
2022-08-23,56.4158
2022-08-24,55.2208
2022-08-25,55.9065
2022-08-26,52.0117
2022-08-27,52.0117
2022-08-28,52.0117
2022-08-29,48.7675
2022-08-30,48.6694
2022-08-31,46.2008
2022-09-01,45.7642
2022-09-02,45.7323
2022-09-03,45.7323
2022-09-04,45.7323
2022-09-05,45.7323
2022-09-06,42.5388
2022-09-07,41.8127
2022-09-08,44.1404
2022-09-09,45.5534
2022-09-10,45.5534
2022-09-11,45.5534
2022-09-12,45.7835
2022-09-13,42.3581
2022-09-14,41.547
2022-09-15,44.0791
2022-09-16,46.189
2022-09-17,46.189
2022-09-18,46.189
2022-09-19,48.5213
2022-09-20,47.7311
2022-09-21,47.6308
2022-09-22,44.9901
2022-09-23,43.7811
2022-09-24,43.7811
2022-09-25,43.7811
2022-09-26,43.1052
2022-09-27,40.4064
2022-09-28,41.2746
2022-09-29,39.1664
2022-09-30,37.819
2022-10-01,37.819
2022-10-02,37.819
2022-10-03,40.8904
2022-10-04,46.0284
2022-10-05,45.6062
2022-10-06,44.344
2022-10-07,41.3558
2022-10-08,41.3558
2022-10-09,41.3558
2022-10-10,41.9665
2022-10-11,42.0835
2022-10-12,41.3364
2022-10-13,47.7237
2022-10-14,46.0449
2022-10-15,46.0449
2022-10-16,46.0449
2022-10-17,47.7757
2022-10-18,47.5899
2022-10-19,47.2101
2022-10-20,43.2247
2022-10-21,45.9711
2022-10-22,45.9711
2022-10-23,45.9711
2022-10-24,48.5146
2022-10-25,49.0622
2022-10-26,43.389
2022-10-27,44.5063
2022-10-28,48.7816
2022-10-29,48.7816
2022-10-30,48.7816
2022-10-31,48.8695
2022-11-01,47.9329
2022-11-02,45.2677
2022-11-03,43.7525
2022-11-04,47.3954
2022-11-05,47.3954
2022-11-06,47.3954
2022-11-07,46.9687
2022-11-08,46.3748
2022-11-09,46.5655
2022-11-10,51.4996
2022-11-11,48.3292
2022-11-12,48.3292
2022-11-13,48.3292
2022-11-14,48.7869
2022-11-15,51.1645
2022-11-16,48.8726
2022-11-17,47.2629
2022-11-18,48.8624
2022-11-19,48.8624
2022-11-20,48.8624
2022-11-21,50.9774
2022-11-22,52.0432
2022-11-23,51.8102
2022-11-24,51.8102
2022-11-25,53.1134
2022-11-26,53.1134
2022-11-27,53.1134
2022-11-28,49.968
2022-11-29,50.557
2022-11-30,53.1386
2022-12-01,52.3059
2022-12-02,52.8248
2022-12-03,52.8248
2022-12-04,52.8248
2022-12-05,50.7215
2022-12-06,49.7266
2022-12-07,47.8972
2022-12-08,48.6304
2022-12-09,47.6195
2022-12-10,47.6195
2022-12-11,47.6195
2022-12-12,52.2542
2022-12-13,51.1287
2022-12-14,48.0306
2022-12-15,47.065
2022-12-16,45.821
2022-12-17,45.821
2022-12-18,45.821
2022-12-19,47.5009
2022-12-20,46.5241
2022-12-21,47.9392
2022-12-22,47.0983
2022-12-23,47.511
2022-12-24,47.511
2022-12-25,47.511
2022-12-26,47.511
2022-12-27,47.7058
2022-12-28,46.8368
2022-12-29,48.6713
2022-12-30,48.0092
2022-12-31,48.0092
2023-01-01,48.0092
2023-01-02,48.0092
2023-01-03,48.4924
2023-01-04,49.2247
2023-01-05,47.113
2023-01-06,51.8841
2023-01-07,51.8841
2023-01-08,51.8841
2023-01-09,48.5568
2023-01-10,49.545
2023-01-11,50.5592
2023-01-12,51.6587
2023-01-13,51.6904
2023-01-14,51.6904
2023-01-15,51.6904
2023-01-16,51.6904
2023-01-17,49.698
2023-01-18,46.9981
2023-01-19,47.5186
2023-01-20,48.461
2023-01-21,48.461
2023-01-22,48.461
2023-01-23,49.6052
2023-01-24,48.8572
2023-01-25,47.0233
2023-01-26,35.2702
2023-01-27,34.8313
2023-01-28,34.8313
2023-01-29,34.8313
2023-01-30,34.8313
2023-01-31,38.1268
2023-02-01,39.2665
2023-02-02,42.7691
2023-02-03,43.1849
2023-02-04,43.1849
2023-02-05,43.1849
2023-02-06,42.1138
2023-02-07,42.2149
2023-02-08,41.912
2023-02-09,42.5867
2023-02-10,42.6954
2023-02-11,42.6954
2023-02-12,42.6954
2023-02-13,43.1777
2023-02-14,42.4666
2023-02-15,44.7266
2023-02-16,43.1486
2023-02-17,44.389
2023-02-18,44.389
2023-02-19,44.389
2023-02-20,44.389
2023-02-21,42.4718
2023-02-22,41.9044
2023-02-23,41.6454
2023-02-24,39.4325
2023-02-25,39.4325
2023-02-26,39.4325
2023-02-27,38.5999
2023-02-28,38.0635
2023-03-01,38.5493
2023-03-02,38.5209
2023-03-03,38.2005
2023-03-04,38.2005
2023-03-05,38.2005
2023-03-06,37.4676
2023-03-07,34.8661
2023-03-08,35.36
2023-03-09,30.1151
2023-03-10,27.3033
2023-03-11,27.3033
2023-03-12,27.3033
2023-03-13,24.7666
2023-03-14,24.6466
2023-03-15,23.64
2023-03-16,31.8923
2023-03-17,28.6706
2023-03-18,28.6706
2023-03-19,28.6706
2023-03-20,30.7027
