,CNS US Equity
2023-03-19,39.7112
2023-03-20,37.9435
2023-03-21,41.15
2023-03-22,39.062
2023-03-23,37.2457
2023-03-24,37.8889
2023-03-25,37.8889
2023-03-26,37.8889
2023-03-27,38.6651
2023-03-28,38.4368
2023-03-29,39.1149
2023-03-30,40.5357
2023-03-31,44.5514
2023-04-01,44.5514
2023-04-02,44.5514
2023-04-03,43.295
2023-04-04,41.8481
2023-04-05,41.1662
2023-04-06,43.684
2023-04-07,43.684
2023-04-08,43.684
2023-04-09,43.684
2023-04-10,44.7664
2023-04-11,46.935
2023-04-12,42.5872
2023-04-13,42.1529
2023-04-14,40.8178
2023-04-15,40.8178
2023-04-16,40.8178
2023-04-17,43.2375
2023-04-18,42.774
2023-04-19,43.0794
2023-04-20,42.0879
2023-04-21,44.8182
2023-04-22,44.8182
2023-04-23,44.8182
2023-04-24,44.2823
2023-04-25,41.4109
2023-04-26,39.5195
2023-04-27,40.4153
2023-04-28,42.146
2023-04-29,42.146
2023-04-30,42.146
2023-05-01,41.6424
2023-05-02,38.9849
2023-05-03,37.165
2023-05-04,34.317
2023-05-05,36.2132
2023-05-06,36.2132
2023-05-07,36.2132
2023-05-08,35.2218
2023-05-09,35.0643
2023-05-10,37.5736
2023-05-11,36.7799
2023-05-12,37.2117
2023-05-13,37.2117
2023-05-14,37.2117
2023-05-15,37.7442
2023-05-16,37.3594
2023-05-17,41.109
2023-05-18,42.8038
2023-05-19,42.2237
2023-05-20,42.2237
2023-05-21,42.2237
2023-05-22,43.586
2023-05-23,41.778
2023-05-24,39.3235
2023-05-25,38.4901
2023-05-26,39.3762
2023-05-27,39.3762
2023-05-28,39.3762
2023-05-29,39.3762
2023-05-30,40.5649
2023-05-31,40.3403
2023-06-01,43.3093
2023-06-02,48.9551
2023-06-03,48.9551
2023-06-04,48.9551
2023-06-05,48.108
2023-06-06,50.8237
2023-06-07,52.6107
2023-06-08,54.5558
2023-06-09,51.6567
2023-06-10,51.6567
2023-06-11,51.6567
2023-06-12,50.2218
2023-06-13,50.9708
2023-06-14,50.6517
2023-06-15,54.0482
2023-06-16,53.2662
2023-06-17,53.2662
2023-06-18,53.2662
2023-06-19,53.2662
2023-06-20,51.5309
2023-06-21,49.5457
2023-06-22,46.7099
2023-06-23,43.4727
2023-06-24,43.4727
2023-06-25,43.4727
2023-06-26,44.5775
2023-06-27,45.7136
2023-06-28,45.4522
2023-06-29,48.9971
2023-06-30,48.477
2023-07-01,48.477
2023-07-02,48.477
2023-07-03,49.8535
2023-07-04,49.8535
2023-07-05,48.7751
2023-07-06,47.586
2023-07-07,48.8941
2023-07-08,48.8941
2023-07-09,48.8941
2023-07-10,48.2891
2023-07-11,49.4461
2023-07-12,55.6871
2023-07-13,58.6853
2023-07-14,57.8516
2023-07-15,57.8516
2023-07-16,57.8516
2023-07-17,57.2705
2023-07-18,59.5463
2023-07-19,60.9707
2023-07-20,59.7773
2023-07-21,59.4185
2023-07-22,59.4185
2023-07-23,59.4185
2023-07-24,60.7518
2023-07-25,60.6631
2023-07-26,61.8861
2023-07-27,59.2196
2023-07-28,56.149
2023-07-29,56.149
2023-07-30,56.149
2023-07-31,56.1812
2023-08-01,54.7263
2023-08-02,54.3106
2023-08-03,55.3114
2023-08-04,56.1823
2023-08-05,56.1823
2023-08-06,56.1823
2023-08-07,58.8692
2023-08-08,58.0957
2023-08-09,58.949
2023-08-10,59.032
2023-08-11,59.4087
2023-08-12,59.4087
2023-08-13,59.4087
2023-08-14,57.9308
2023-08-15,53.8008
2023-08-16,53.8781
2023-08-17,53.3242
2023-08-18,53.5506
2023-08-19,53.5506
2023-08-20,53.5506
2023-08-21,50.5312
2023-08-22,49.1311
2023-08-23,52.0718
2023-08-24,51.2001
2023-08-25,50.9288
2023-08-26,50.9288
2023-08-27,50.9288
2023-08-28,52.3441
2023-08-29,56.2038
2023-08-30,56.1793
2023-08-31,56.5129
2023-09-01,56.991
2023-09-02,56.991
2023-09-03,56.991
2023-09-04,56.991
2023-09-05,53.7074
2023-09-06,52.6612
2023-09-07,51.6684
2023-09-08,50.1188
2023-09-09,50.1188
2023-09-10,50.1188
2023-09-11,50.1664
2023-09-12,51.3191
2023-09-13,50.9886
2023-09-14,53.8276
2023-09-15,52.7477
2023-09-16,52.7477
2023-09-17,52.7477
2023-09-18,50.9177
2023-09-19,49.5891
2023-09-20,48.8429
2023-09-21,47.7042
2023-09-22,46.3199
2023-09-23,46.3199
2023-09-24,46.3199
2023-09-25,45.885
2023-09-26,43.8046
2023-09-27,43.2741
2023-09-28,49.1959
2023-09-29,50.7131
2023-09-30,50.7131
2023-10-01,50.7131
2023-10-02,49.0008
2023-10-03,43.9503
2023-10-04,44.0816
2023-10-05,46.1441
2023-10-06,44.2219
2023-10-07,44.2219
2023-10-08,44.2219
2023-10-09,44.7247
2023-10-10,41.3175
2023-10-11,40.9715
2023-10-12,38.4548
2023-10-13,37.3891
2023-10-14,37.3891
2023-10-15,37.3891
2023-10-16,37.319
2023-10-17,38.7457
2023-10-18,35.174
2023-10-19,33.0428
2023-10-20,31.5189
2023-10-21,31.5189
2023-10-22,31.5189
2023-10-23,31.2976
2023-10-24,31.0161
2023-10-25,29.6901
2023-10-26,32.2194
2023-10-27,31.3411
2023-10-28,31.3411
2023-10-29,31.3411
2023-10-30,33.8194
2023-10-31,35.6873
2023-11-01,37.596
2023-11-02,43.8634
2023-11-03,47.0496
2023-11-04,47.0496
2023-11-05,47.0496
2023-11-06,45.1977
2023-11-07,44.0873
2023-11-08,43.8274
2023-11-09,40.4285
2023-11-10,41.2676
2023-11-11,41.2676
2023-11-12,41.2676
2023-11-13,40.0824
2023-11-14,50.0962
2023-11-15,53.941
2023-11-16,53.1132
2023-11-17,52.4882
2023-11-18,52.4882
2023-11-19,52.4882
2023-11-20,51.6874
2023-11-21,48.7733
2023-11-22,49.4958
2023-11-23,49.4958
2023-11-24,49.4034
2023-11-25,49.4034
2023-11-26,49.4034
2023-11-27,49.1944
2023-11-28,50.552
2023-11-29,52.748
2023-11-30,53.0271
2023-12-01,56.7605
2023-12-02,56.7605
2023-12-03,56.7605
2023-12-04,57.7918
2023-12-05,57.165
2023-12-06,58.8788
2023-12-07,60.5735
2023-12-08,61.0349
2023-12-09,61.0349
2023-12-10,61.0349
2023-12-11,61.881
2023-12-12,63.1309
2023-12-13,66.8921
2023-12-14,73.3066
2023-12-15,73.237
2023-12-16,73.237
2023-12-17,73.237
2023-12-18,69.1418
2023-12-19,70.4271
2023-12-20,68.9632
2023-12-21,69.5879
2023-12-22,71.0119
2023-12-23,71.0119
2023-12-24,71.0119
2023-12-25,71.0119
2023-12-26,72.8415
2023-12-27,73.249
2023-12-28,72.8337
2023-12-29,69.3318
2023-12-30,69.3318
2023-12-31,69.3318
2024-01-01,69.3318
2024-01-02,69.8161
2024-01-03,62.3046
2024-01-04,61.1246
2024-01-05,56.2832
2024-01-06,56.2832
2024-01-07,56.2832
2024-01-08,56.9362
2024-01-09,55.9226
2024-01-10,57.2143
2024-01-11,54.3631
2024-01-12,54.2176
2024-01-13,54.2176
2024-01-14,54.2176
2024-01-15,54.2176
2024-01-16,54.0349
2024-01-17,52.3265
2024-01-18,50.9513
2024-01-19,52.8079
2024-01-20,52.8079
2024-01-21,52.8079
2024-01-22,54.9588
2024-01-23,54.5644
2024-01-24,54.3363
2024-01-25,56.807
2024-01-26,57.266
2024-01-27,57.266
2024-01-28,57.266
2024-01-29,59.2218
2024-01-30,59.7119
2024-01-31,55.9515
2024-02-01,56.7959
2024-02-02,54.9613
2024-02-03,54.9613
2024-02-04,54.9613
2024-02-05,51.2638
2024-02-06,51.8783
2024-02-07,53.1761
2024-02-08,53.3446
2024-02-09,54.589
2024-02-10,54.589
2024-02-11,54.589
2024-02-12,57.8752
2024-02-13,50.068
2024-02-14,52.0461
2024-02-15,55.1121
2024-02-16,55.7104
2024-02-17,55.7104
2024-02-18,55.7104
2024-02-19,55.7104
2024-02-20,55.2502
2024-02-21,54.6701
2024-02-22,55.4892
2024-02-23,55.5845
2024-02-24,55.5845
2024-02-25,55.5845
2024-02-26,56.1806
2024-02-27,56.5732
2024-02-28,55.2027
2024-02-29,57.7441
2024-03-01,57.8687
2024-03-02,57.8687
2024-03-03,57.8687
2024-03-04,58.7634
2024-03-05,60.1053
2024-03-06,60.8451
2024-03-07,61.5689
2024-03-08,61.1144
2024-03-09,61.1144
2024-03-10,61.1144
2024-03-11,59.7457
2024-03-12,55.8053
2024-03-13,54.432
2024-03-14,50.6543
2024-03-15,50.8916
2024-03-16,50.8916
2024-03-17,50.8916
2024-03-18,51.2209
2024-03-19,51.6272
2024-03-20,55.663
2024-03-21,59.8034
2024-03-22,58.2321
2024-03-23,58.2321
2024-03-24,58.2321
2024-03-25,56.7098
2024-03-26,54.7659
2024-03-27,58.1965
2024-03-28,59.5293
2024-03-29,59.5293
2024-03-30,59.5293
2024-03-31,59.5293
2024-04-01,55.6094
2024-04-02,52.8201
2024-04-03,53.7014
2024-04-04,52.8611
2024-04-05,52.2804
2024-04-06,52.2804
2024-04-07,52.2804
2024-04-08,54.6512
