,PLAY US Equity
2020-12-20,60.9083
2020-12-21,61.239
2020-12-22,62.0689
2020-12-23,62.9493
2020-12-24,63.6011
2020-12-25,63.6011
2020-12-26,63.6011
2020-12-27,63.6011
2020-12-28,62.1237
2020-12-29,62.952
2020-12-30,61.1422
2020-12-31,62.9973
2021-01-01,62.9973
2021-01-02,62.9973
2021-01-03,62.9973
2021-01-04,55.9489
2021-01-05,57.8919
2021-01-06,60.7012
2021-01-07,63.0735
2021-01-08,62.164
2021-01-09,62.164
2021-01-10,62.164
2021-01-11,63.5945
2021-01-12,65.3392
2021-01-13,64.0821
2021-01-14,64.147
2021-01-15,64.492
2021-01-16,64.492
2021-01-17,64.492
2021-01-18,64.492
2021-01-19,67.0291
2021-01-20,64.4687
2021-01-21,62.4134
2021-01-22,62.8355
2021-01-23,62.8355
2021-01-24,62.8355
2021-01-25,64.4224
2021-01-26,62.0945
2021-01-27,61.3004
2021-01-28,63.7014
2021-01-29,60.2541
2021-01-30,60.2541
2021-01-31,60.2541
2021-02-01,60.5795
2021-02-02,59.7435
2021-02-03,63.5624
2021-02-04,64.9315
2021-02-05,62.7771
2021-02-06,62.7771
2021-02-07,62.7771
2021-02-08,64.1942
2021-02-09,63.5081
2021-02-10,65.0537
2021-02-11,62.4498
2021-02-12,62.828
2021-02-13,62.828
2021-02-14,62.828
2021-02-15,62.828
2021-02-16,61.5886
2021-02-17,60.3569
2021-02-18,60.6043
2021-02-19,63.2298
2021-02-20,63.2298
2021-02-21,63.2298
2021-02-22,65.4115
2021-02-23,63.0057
2021-02-24,65.7575
2021-02-25,61.2139
2021-02-26,62.4333
2021-02-27,62.4333
2021-02-28,62.4333
2021-03-01,63.6282
2021-03-02,61.8179
2021-03-03,63.2987
2021-03-04,62.9674
2021-03-05,63.7043
2021-03-06,63.7043
2021-03-07,63.7043
2021-03-08,66.3269
2021-03-09,64.9894
2021-03-10,66.579
2021-03-11,66.7652
2021-03-12,67.7494
2021-03-13,67.7494
2021-03-14,67.7494
2021-03-15,67.2458
2021-03-16,64.5175
2021-03-17,66.2278
2021-03-18,64.189
2021-03-19,64.957
2021-03-20,64.957
2021-03-21,64.957
2021-03-22,63.3752
2021-03-23,57.7022
2021-03-24,57.8411
2021-03-25,64.1094
2021-03-26,65.2833
2021-03-27,65.2833
2021-03-28,65.2833
2021-03-29,61.1112
2021-03-30,62.0359
2021-03-31,62.3008
2021-04-01,57.7978
2021-04-02,57.7978
2021-04-03,57.7978
2021-04-04,57.7978
2021-04-05,56.1918
2021-04-06,56.7692
2021-04-07,56.3516
2021-04-08,56.55
2021-04-09,55.4891
2021-04-10,55.4891
2021-04-11,55.4891
2021-04-12,54.5348
2021-04-13,54.5172
2021-04-14,56.8826
2021-04-15,55.2337
2021-04-16,54.409
2021-04-17,54.409
2021-04-18,54.409
2021-04-19,52.7785
2021-04-20,54.0482
2021-04-21,57.4542
2021-04-22,57.9325
2021-04-23,58.4299
2021-04-24,58.4299
2021-04-25,58.4299
2021-04-26,58.016
2021-04-27,58.6651
2021-04-28,57.6609
2021-04-29,56.8596
2021-04-30,55.9318
2021-05-01,55.9318
2021-05-02,55.9318
2021-05-03,56.3087
2021-05-04,56.3255
2021-05-05,55.0551
2021-05-06,52.7221
2021-05-07,53.88
2021-05-08,53.88
2021-05-09,53.88
2021-05-10,49.3364
2021-05-11,50.1716
2021-05-12,45.9344
2021-05-13,49.0926
2021-05-14,52.0097
2021-05-15,52.0097
2021-05-16,52.0097
2021-05-17,52.9289
2021-05-18,50.1939
2021-05-19,49.3882
2021-05-20,47.7191
2021-05-21,47.0381
2021-05-22,47.0381
2021-05-23,47.0381
2021-05-24,47.6601
2021-05-25,46.7986
2021-05-26,49.1744
2021-05-27,48.9213
2021-05-28,49.2686
2021-05-29,49.2686
2021-05-30,49.2686
2021-05-31,49.2686
2021-06-01,50.1454
2021-06-02,50.9827
2021-06-03,46.7511
2021-06-04,47.5552
2021-06-05,47.5552
2021-06-06,47.5552
2021-06-07,49.3169
2021-06-08,56.3548
2021-06-09,55.3347
2021-06-10,52.1474
2021-06-11,50.0611
2021-06-12,50.0611
2021-06-13,50.0611
2021-06-14,49.0708
2021-06-15,47.3623
2021-06-16,48.5212
2021-06-17,45.5825
2021-06-18,45.0003
2021-06-19,45.0003
2021-06-20,45.0003
2021-06-21,47.0443
2021-06-22,48.0696
2021-06-23,47.0447
2021-06-24,49.3165
2021-06-25,47.1573
2021-06-26,47.1573
2021-06-27,47.1573
2021-06-28,46.6695
2021-06-29,45.7395
2021-06-30,47.2281
2021-07-01,47.5525
2021-07-02,46.1038
2021-07-03,46.1038
2021-07-04,46.1038
2021-07-05,46.1038
2021-07-06,44.3724
2021-07-07,41.6351
2021-07-08,40.4757
2021-07-09,44.8404
2021-07-10,44.8404
2021-07-11,44.8404
2021-07-12,46.1579
2021-07-13,44.8287
2021-07-14,42.8821
2021-07-15,41.5692
2021-07-16,40.293
2021-07-17,40.293
2021-07-18,40.293
2021-07-19,37.1107
2021-07-20,40.5865
2021-07-21,43.7298
2021-07-22,41.4228
2021-07-23,40.5403
2021-07-24,40.5403
2021-07-25,40.5403
2021-07-26,45.5331
2021-07-27,44.9481
2021-07-28,42.8806
2021-07-29,42.7502
2021-07-30,40.9715
2021-07-31,40.9715
2021-08-01,40.9715
2021-08-02,40.6168
2021-08-03,40.41
2021-08-04,39.7942
2021-08-05,42.4573
2021-08-06,44.322
2021-08-07,44.322
2021-08-08,44.322
2021-08-09,42.4752
2021-08-10,45.6411
2021-08-11,48.5692
2021-08-12,48.4167
2021-08-13,46.5721
2021-08-14,46.5721
2021-08-15,46.5721
2021-08-16,46.1842
2021-08-17,43.3942
2021-08-18,43.7025
2021-08-19,40.783
2021-08-20,41.6787
2021-08-21,41.6787
2021-08-22,41.6787
2021-08-23,44.9788
2021-08-24,47.612
2021-08-25,50.3649
2021-08-26,49.4984
2021-08-27,52.044
2021-08-28,52.044
2021-08-29,52.044
2021-08-30,49.3496
2021-08-31,50.7139
2021-09-01,50.8775
2021-09-02,50.2034
2021-09-03,49.1383
2021-09-04,49.1383
2021-09-05,49.1383
2021-09-06,49.1383
2021-09-07,47.424
2021-09-08,46.6276
2021-09-09,47.7745
2021-09-10,48.4754
2021-09-11,48.4754
2021-09-12,48.4754
2021-09-13,49.1809
2021-09-14,46.7578
2021-09-15,48.6256
2021-09-16,49.7338
2021-09-17,49.6316
2021-09-18,49.6316
2021-09-19,49.6316
2021-09-20,49.774
2021-09-21,48.723
2021-09-22,53.0509
2021-09-23,55.3226
2021-09-24,57.8403
2021-09-25,57.8403
2021-09-26,57.8403
2021-09-27,56.9008
2021-09-28,55.3999
2021-09-29,53.248
2021-09-30,51.8242
2021-10-01,56.7314
2021-10-02,56.7314
2021-10-03,56.7314
2021-10-04,54.6425
2021-10-05,54.9883
2021-10-06,55.6872
2021-10-07,54.5374
2021-10-08,50.4808
2021-10-09,50.4808
2021-10-10,50.4808
2021-10-11,50.399
2021-10-12,51.8834
2021-10-13,50.4077
2021-10-14,50.5582
2021-10-15,48.527
2021-10-16,48.527
2021-10-17,48.527
2021-10-18,48.061
2021-10-19,47.3387
2021-10-20,46.4322
2021-10-21,48.5463
2021-10-22,50.9937
2021-10-23,50.9937
2021-10-24,50.9937
2021-10-25,53.0186
2021-10-26,51.873
2021-10-27,50.4012
2021-10-28,48.9296
2021-10-29,48.7875
2021-10-30,48.7875
2021-10-31,48.7875
2021-11-01,50.6939
2021-11-02,48.5172
2021-11-03,51.5312
2021-11-04,49.9817
2021-11-05,54.3115
2021-11-06,54.3115
2021-11-07,54.3115
2021-11-08,51.646
2021-11-09,52.3982
2021-11-10,50.4464
2021-11-11,50.7153
2021-11-12,50.0653
2021-11-13,50.0653
2021-11-14,50.0653
2021-11-15,50.0474
2021-11-16,50.6689
2021-11-17,51.9246
2021-11-18,50.1634
2021-11-19,47.1089
2021-11-20,47.1089
2021-11-21,47.1089
2021-11-22,46.5569
2021-11-23,46.6378
2021-11-24,47.1956
2021-11-25,47.1956
2021-11-26,43.2145
2021-11-27,43.2145
2021-11-28,43.2145
2021-11-29,41.7264
2021-11-30,40.6631
2021-12-01,37.3262
2021-12-02,41.4472
2021-12-03,38.833
2021-12-04,38.833
2021-12-05,38.833
2021-12-06,43.6227
2021-12-07,44.4152
2021-12-08,49.2153
2021-12-09,46.706
2021-12-10,46.9176
2021-12-11,46.9176
2021-12-12,46.9176
2021-12-13,49.0429
2021-12-14,52.5145
2021-12-15,49.6321
2021-12-16,45.5999
2021-12-17,46.576
2021-12-18,46.576
2021-12-19,46.576
2021-12-20,46.063
2021-12-21,51.5926
2021-12-22,53.2291
2021-12-23,54.3431
2021-12-24,54.3431
2021-12-25,54.3431
2021-12-26,54.3431
2021-12-27,54.4429
2021-12-28,53.4164
2021-12-29,53.2332
2021-12-30,52.827
2021-12-31,52.6831
2022-01-01,52.6831
2022-01-02,52.6831
2022-01-03,53.8396
2022-01-04,54.8527
2022-01-05,52.1987
2022-01-06,52.1987
2022-01-07,52.3693
2022-01-08,52.3693
2022-01-09,52.3693
2022-01-10,52.8128
2022-01-11,52.7583
2022-01-12,52.7209
2022-01-13,51.5648
2022-01-14,51.5828
2022-01-15,51.5828
2022-01-16,51.5828
2022-01-17,51.5828
2022-01-18,46.6498
2022-01-19,47.1442
2022-01-20,45.6137
2022-01-21,44.4811
2022-01-22,44.4811
2022-01-23,44.4811
2022-01-24,47.2873
2022-01-25,47.9346
2022-01-26,46.1583
2022-01-27,45.1665
2022-01-28,47.5193
2022-01-29,47.5193
2022-01-30,47.5193
2022-01-31,48.4424
2022-02-01,49.7752
2022-02-02,48.4969
2022-02-03,48.655
2022-02-04,49.9276
2022-02-05,49.9276
2022-02-06,49.9276
2022-02-07,52.4605
2022-02-08,54.74
2022-02-09,55.3114
2022-02-10,56.0251
2022-02-11,55.9124
2022-02-12,55.9124
2022-02-13,55.9124
2022-02-14,56.3662
2022-02-15,60.7011
2022-02-16,62.5441
2022-02-17,59.0553
2022-02-18,59.1178
2022-02-19,59.1178
2022-02-20,59.1178
2022-02-21,59.1178
2022-02-22,56.9594
2022-02-23,55.603
2022-02-24,57.1193
2022-02-25,59.4075
2022-02-26,59.4075
2022-02-27,59.4075
2022-02-28,59.6896
2022-03-01,60.8922
2022-03-02,64.3109
2022-03-03,57.9124
2022-03-04,52.965
2022-03-05,52.965
2022-03-06,52.965
2022-03-07,44.0485
2022-03-08,46.0454
2022-03-09,49.4321
2022-03-10,50.3551
2022-03-11,50.6056
2022-03-12,50.6056
2022-03-13,50.6056
2022-03-14,49.74
2022-03-15,51.2915
2022-03-16,55.1994
2022-03-17,55.9309
2022-03-18,55.1104
2022-03-19,55.1104
2022-03-20,55.1104
2022-03-21,54.1621
2022-03-22,55.9901
2022-03-23,56.9169
2022-03-24,56.2455
2022-03-25,55.1849
2022-03-26,55.1849
2022-03-27,55.1849
2022-03-28,54.8115
2022-03-29,62.466
2022-03-30,62.8519
2022-03-31,61.4585
2022-04-01,60.0475
2022-04-02,60.0475
2022-04-03,60.0475
2022-04-04,57.7027
2022-04-05,56.9734
2022-04-06,51.1878
2022-04-07,49.8811
2022-04-08,48.4308
2022-04-09,48.4308
2022-04-10,48.4308
2022-04-11,51.4696
2022-04-12,51.7777
2022-04-13,55.3456
2022-04-14,55.4506
2022-04-15,55.4506
2022-04-16,55.4506
2022-04-17,55.4506
2022-04-18,57.4423
2022-04-19,58.7117
2022-04-20,58.15
2022-04-21,56.0989
2022-04-22,55.9761
2022-04-23,55.9761
2022-04-24,55.9761
2022-04-25,57.701
2022-04-26,54.6549
2022-04-27,53.7798
2022-04-28,54.8447
2022-04-29,52.8936
2022-04-30,52.8936
2022-05-01,52.8936
2022-05-02,53.9368
2022-05-03,54.6894
2022-05-04,55.7594
2022-05-05,50.3771
2022-05-06,51.3933
2022-05-07,51.3933
2022-05-08,51.3933
2022-05-09,44.6263
2022-05-10,45.6203
2022-05-11,43.7186
2022-05-12,43.6636
2022-05-13,44.6159
2022-05-14,44.6159
2022-05-15,44.6159
2022-05-16,42.7579
2022-05-17,44.6482
2022-05-18,41.9476
2022-05-19,41.4396
2022-05-20,40.4885
2022-05-21,40.4885
2022-05-22,40.4885
2022-05-23,40.3713
2022-05-24,36.3817
2022-05-25,40.6008
2022-05-26,46.5469
2022-05-27,47.0062
2022-05-28,47.0062
2022-05-29,47.0062
2022-05-30,47.0062
2022-05-31,46.4091
2022-06-01,46.4858
2022-06-02,46.6175
2022-06-03,43.869
2022-06-04,43.869
2022-06-05,43.869
2022-06-06,46.0879
2022-06-07,48.3892
2022-06-08,50.7903
2022-06-09,49.1121
2022-06-10,46.8456
2022-06-11,46.8456
2022-06-12,46.8456
2022-06-13,43.5943
2022-06-14,44.2066
2022-06-15,45.829
2022-06-16,42.5957
2022-06-17,44.0002
2022-06-18,44.0002
2022-06-19,44.0002
2022-06-20,44.0002
2022-06-21,42.5732
2022-06-22,43.3235
2022-06-23,42.5988
2022-06-24,46.6692
2022-06-25,46.6692
2022-06-26,46.6692
2022-06-27,45.8544
2022-06-28,44.4844
2022-06-29,44.6772
2022-06-30,43.6422
2022-07-01,44.8831
2022-07-02,44.8831
2022-07-03,44.8831
2022-07-04,44.8831
2022-07-05,45.431
2022-07-06,43.5311
2022-07-07,44.3202
2022-07-08,43.4496
2022-07-09,43.4496
2022-07-10,43.4496
2022-07-11,43.5802
2022-07-12,42.1805
2022-07-13,43.3549
2022-07-14,43.0074
2022-07-15,43.723
2022-07-16,43.723
2022-07-17,43.723
2022-07-18,45.6713
2022-07-19,47.8479
2022-07-20,48.5681
2022-07-21,48.2921
2022-07-22,47.5378
2022-07-23,47.5378
2022-07-24,47.5378
2022-07-25,48.0354
2022-07-26,46.8712
2022-07-27,49.3334
2022-07-28,51.5948
2022-07-29,52.0291
2022-07-30,52.0291
2022-07-31,52.0291
2022-08-01,52.8604
2022-08-02,54.5059
2022-08-03,55.5799
2022-08-04,55.108
2022-08-05,54.1913
2022-08-06,54.1913
2022-08-07,54.1913
2022-08-08,56.4675
2022-08-09,55.4217
2022-08-10,58.0542
2022-08-11,58.9775
2022-08-12,59.6082
2022-08-13,59.6082
2022-08-14,59.6082
2022-08-15,59.4702
2022-08-16,60.3913
2022-08-17,57.5463
2022-08-18,58.9048
2022-08-19,56.9797
2022-08-20,56.9797
2022-08-21,56.9797
2022-08-22,54.5398
2022-08-23,56.0124
2022-08-24,56.7156
2022-08-25,58.3239
2022-08-26,55.7963
2022-08-27,55.7963
2022-08-28,55.7963
2022-08-29,54.5187
2022-08-30,53.4363
2022-08-31,54.0126
2022-09-01,54.6417
2022-09-02,55.1301
2022-09-03,55.1301
2022-09-04,55.1301
2022-09-05,55.1301
2022-09-06,55.7869
2022-09-07,58.1773
2022-09-08,47.2837
2022-09-09,49.0911
2022-09-10,49.0911
2022-09-11,49.0911
2022-09-12,49.2017
2022-09-13,45.2759
2022-09-14,46.915
2022-09-15,47.2709
2022-09-16,47.256
2022-09-17,47.256
2022-09-18,47.256
2022-09-19,45.4057
2022-09-20,44.7245
2022-09-21,43.5036
2022-09-22,41.4385
2022-09-23,39.9476
2022-09-24,39.9476
2022-09-25,39.9476
2022-09-26,38.1419
2022-09-27,38.8713
2022-09-28,40.5756
2022-09-29,39.836
2022-09-30,39.2545
2022-10-01,39.2545
2022-10-02,39.2545
2022-10-03,39.8736
2022-10-04,43.6001
2022-10-05,42.8547
2022-10-06,42.1675
2022-10-07,41.784
2022-10-08,41.784
2022-10-09,41.784
2022-10-10,41.3058
2022-10-11,41.1839
2022-10-12,43.137
2022-10-13,45.528
2022-10-14,45.1692
2022-10-15,45.1692
2022-10-16,45.1692
2022-10-17,46.4782
2022-10-18,49.4505
2022-10-19,48.7044
2022-10-20,49.5122
2022-10-21,51.4044
2022-10-22,51.4044
2022-10-23,51.4044
2022-10-24,50.2707
2022-10-25,51.9813
2022-10-26,54.4403
2022-10-27,55.5394
2022-10-28,57.9073
2022-10-29,57.9073
2022-10-30,57.9073
2022-10-31,57.0223
2022-11-01,53.2351
2022-11-02,49.215
2022-11-03,51.5328
2022-11-04,52.4075
2022-11-05,52.4075
2022-11-06,52.4075
2022-11-07,51.1346
2022-11-08,51.2786
2022-11-09,49.6328
2022-11-10,55.7612
2022-11-11,54.755
2022-11-12,54.755
2022-11-13,54.755
2022-11-14,54.1447
2022-11-15,55.2728
2022-11-16,54.422
2022-11-17,54.5734
2022-11-18,54.5734
2022-11-19,54.5734
2022-11-20,54.5734
2022-11-21,51.7331
2022-11-22,50.8662
2022-11-23,51.3644
2022-11-24,51.3644
2022-11-25,53.3047
2022-11-26,53.3047
2022-11-27,53.3047
2022-11-28,54.4367
2022-11-29,53.8486
2022-11-30,54.6925
2022-12-01,53.6329
2022-12-02,53.3372
2022-12-03,53.3372
2022-12-04,53.3372
2022-12-05,49.3937
2022-12-06,47.3253
2022-12-07,42.5569
2022-12-08,45.7321
2022-12-09,45.1676
2022-12-10,45.1676
2022-12-11,45.1676
2022-12-12,47.4256
2022-12-13,47.0823
2022-12-14,46.8606
2022-12-15,44.9981
2022-12-16,43.97
2022-12-17,43.97
2022-12-18,43.97
2022-12-19,42.5819
2022-12-20,43.0469
2022-12-21,44.0546
2022-12-22,46.6654
2022-12-23,46.9327
2022-12-24,46.9327
2022-12-25,46.9327
2022-12-26,46.9327
2022-12-27,46.6505
2022-12-28,46.8865
2022-12-29,47.1766
2022-12-30,48.0809
2022-12-31,48.0809
2023-01-01,48.0809
2023-01-02,48.0809
2023-01-03,48.1554
2023-01-04,52.1755
2023-01-05,53.2994
2023-01-06,55.2613
2023-01-07,55.2613
2023-01-08,55.2613
2023-01-09,58.3227
2023-01-10,60.0242
2023-01-11,59.5135
2023-01-12,61.5952
2023-01-13,63.121
2023-01-14,63.121
2023-01-15,63.121
2023-01-16,63.121
2023-01-17,58.1569
2023-01-18,57.9324
2023-01-19,57.8554
2023-01-20,59.9304
2023-01-21,59.9304
2023-01-22,59.9304
2023-01-23,59.9665
2023-01-24,57.0687
2023-01-25,55.59
2023-01-26,56.8464
2023-01-27,57.8643
2023-01-28,57.8643
2023-01-29,57.8643
2023-01-30,57.7288
2023-01-31,61.1182
2023-02-01,62.4171
2023-02-02,63.0304
2023-02-03,63.4587
2023-02-04,63.4587
2023-02-05,63.4587
2023-02-06,62.1477
2023-02-07,63.1501
2023-02-08,60.4588
2023-02-09,60.6494
2023-02-10,59.434
2023-02-11,59.434
2023-02-12,59.434
2023-02-13,59.7999
2023-02-14,60.0895
2023-02-15,59.083
2023-02-16,58.9553
2023-02-17,56.2214
2023-02-18,56.2214
2023-02-19,56.2214
2023-02-20,56.2214
2023-02-21,51.1451
2023-02-22,52.041
2023-02-23,51.552
2023-02-24,49.5711
2023-02-25,49.5711
2023-02-26,49.5711
2023-02-27,48.1235
2023-02-28,48.7866
2023-03-01,48.5193
2023-03-02,50.4569
2023-03-03,52.6224
2023-03-04,52.6224
2023-03-05,52.6224
2023-03-06,48.9346
2023-03-07,46.7265
2023-03-08,47.0076
2023-03-09,42.9088
2023-03-10,39.6397
2023-03-11,39.6397
2023-03-12,39.6397
2023-03-13,36.4607
2023-03-14,35.6748
2023-03-15,36.5775
2023-03-16,39.9208
2023-03-17,38.3566
2023-03-18,38.3566
2023-03-19,38.3566
2023-03-20,42.8295
