,ALGT US Equity
2020-07-15,55.3908
2020-07-16,54.0152
2020-07-17,52.9283
2020-07-18,52.9283
2020-07-19,52.9283
2020-07-20,51.5634
2020-07-21,52.7504
2020-07-22,52.7545
2020-07-23,53.0044
2020-07-24,52.9161
2020-07-25,52.9161
2020-07-26,52.9161
2020-07-27,52.8604
2020-07-28,53.5681
2020-07-29,53.4495
2020-07-30,51.6745
2020-07-31,51.9446
2020-08-01,51.9446
2020-08-02,51.9446
2020-08-03,51.58
2020-08-04,52.8609
2020-08-05,53.6011
2020-08-06,54.9874
2020-08-07,55.0637
2020-08-08,55.0637
2020-08-09,55.0637
2020-08-10,55.6189
2020-08-11,57.0156
2020-08-12,55.6437
2020-08-13,54.4399
2020-08-14,54.6285
2020-08-15,54.6285
2020-08-16,54.6285
2020-08-17,53.2727
2020-08-18,53.6848
2020-08-19,53.5035
2020-08-20,53.5908
2020-08-21,52.6199
2020-08-22,52.6199
2020-08-23,52.6199
2020-08-24,57.7253
2020-08-25,57.2856
2020-08-26,56.5979
2020-08-27,61.2752
2020-08-28,61.9651
2020-08-29,61.9651
2020-08-30,61.9651
2020-08-31,58.6686
2020-09-01,58.6319
2020-09-02,60.6756
2020-09-03,59.9724
2020-09-04,60.9941
2020-09-05,60.9941
2020-09-06,60.9941
2020-09-07,60.9941
2020-09-08,61.4448
2020-09-09,60.8725
2020-09-10,61.1293
2020-09-11,60.0754
2020-09-12,60.0754
2020-09-13,60.0754
2020-09-14,61.9055
2020-09-15,62.9828
2020-09-16,64.8585
2020-09-17,61.6609
2020-09-18,58.4313
2020-09-19,58.4313
2020-09-20,58.4313
2020-09-21,52.6285
2020-09-22,52.9484
2020-09-23,52.0065
2020-09-24,49.4211
2020-09-25,50.8562
2020-09-26,50.8562
2020-09-27,50.8562
2020-09-28,52.9053
2020-09-29,49.0996
2020-09-30,48.3289
2020-10-01,47.3631
2020-10-02,48.3323
2020-10-03,48.3323
2020-10-04,48.3323
2020-10-05,47.1174
2020-10-06,44.2657
2020-10-07,46.7024
2020-10-08,50.1179
2020-10-09,51.6642
2020-10-10,51.6642
2020-10-11,51.6642
2020-10-12,53.6642
2020-10-13,53.4252
2020-10-14,54.2177
2020-10-15,54.9703
2020-10-16,54.8291
2020-10-17,54.8291
2020-10-18,54.8291
2020-10-19,56.2652
2020-10-20,57.3222
2020-10-21,55.8654
2020-10-22,60.453
2020-10-23,61.0596
2020-10-24,61.0596
2020-10-25,61.0596
2020-10-26,56.5246
2020-10-27,54.0603
2020-10-28,49.069
2020-10-29,55.9275
2020-10-30,54.3706
2020-10-31,54.3706
2020-11-01,54.3706
2020-11-02,52.5502
2020-11-03,53.6381
2020-11-04,52.9959
2020-11-05,55.9959
2020-11-06,55.4445
2020-11-07,55.4445
2020-11-08,55.4445
2020-11-09,61.5706
2020-11-10,61.853
2020-11-11,59.983
2020-11-12,57.3058
2020-11-13,60.6332
2020-11-14,60.6332
2020-11-15,60.6332
2020-11-16,63.1136
2020-11-17,61.704
2020-11-18,60.2528
2020-11-19,60.7829
2020-11-20,58.9503
2020-11-21,58.9503
2020-11-22,58.9503
2020-11-23,62.4627
2020-11-24,64.3811
2020-11-25,64.7197
2020-11-26,64.7197
2020-11-27,66.2941
2020-11-28,66.2941
2020-11-29,66.2941
2020-11-30,62.2432
2020-12-01,62.9918
2020-12-02,63.4725
2020-12-03,65.4445
2020-12-04,65.4221
2020-12-05,65.4221
2020-12-06,65.4221
2020-12-07,64.5219
2020-12-08,64.9233
2020-12-09,63.5357
2020-12-10,63.4469
2020-12-11,61.6122
2020-12-12,61.6122
2020-12-13,61.6122
2020-12-14,60.2816
2020-12-15,60.9474
2020-12-16,61.0251
2020-12-17,61.668
2020-12-18,61.1051
2020-12-19,61.1051
2020-12-20,61.1051
2020-12-21,60.5206
2020-12-22,60.9244
2020-12-23,62.7006
2020-12-24,62.5893
2020-12-25,62.5893
2020-12-26,62.5893
2020-12-27,62.5893
2020-12-28,63.2972
2020-12-29,63.4207
2020-12-30,65.4109
2020-12-31,66.6832
2021-01-01,66.6832
2021-01-02,66.6832
2021-01-03,66.6832
2021-01-04,57.0056
2021-01-05,59.1299
2021-01-06,62.4767
2021-01-07,63.1921
2021-01-08,61.0301
2021-01-09,61.0301
2021-01-10,61.0301
2021-01-11,60.3029
2021-01-12,60.9717
2021-01-13,61.0828
2021-01-14,64.2512
2021-01-15,58.3039
2021-01-16,58.3039
2021-01-17,58.3039
2021-01-18,58.3039
2021-01-19,57.8966
2021-01-20,60.2554
2021-01-21,59.6604
2021-01-22,60.1101
2021-01-23,60.1101
2021-01-24,60.1101
2021-01-25,58.5068
2021-01-26,58.126
2021-01-27,53.2483
2021-01-28,56.9213
2021-01-29,53.7841
2021-01-30,53.7841
2021-01-31,53.7841
2021-02-01,54.774
2021-02-02,56.2809
2021-02-03,58.4265
2021-02-04,66.2934
2021-02-05,63.4805
2021-02-06,63.4805
2021-02-07,63.4805
2021-02-08,62.9271
2021-02-09,62.54
2021-02-10,63.8986
2021-02-11,63.4711
2021-02-12,63.1306
2021-02-13,63.1306
2021-02-14,63.1306
2021-02-15,63.1306
2021-02-16,63.3401
2021-02-17,65.742
2021-02-18,67.3037
2021-02-19,70.4901
2021-02-20,70.4901
2021-02-21,70.4901
2021-02-22,71.5026
2021-02-23,69.995
2021-02-24,72.5982
2021-02-25,68.4934
2021-02-26,69.2511
2021-02-27,69.2511
2021-02-28,69.2511
2021-03-01,69.2511
2021-03-02,69.2511
2021-03-03,68.3981
2021-03-04,65.0762
2021-03-05,65.087
2021-03-06,65.087
2021-03-07,65.087
2021-03-08,68.6088
2021-03-09,68.6181
2021-03-10,65.02
2021-03-11,65.0594
2021-03-12,65.7445
2021-03-13,65.7445
2021-03-14,65.7445
2021-03-15,69.3799
2021-03-16,63.8808
2021-03-17,65.2432
2021-03-18,62.2622
2021-03-19,62.7828
2021-03-20,62.7828
2021-03-21,62.7828
2021-03-22,58.7906
2021-03-23,56.3389
2021-03-24,53.8987
2021-03-25,57.3623
2021-03-26,58.2738
2021-03-27,58.2738
2021-03-28,58.2738
2021-03-29,55.0142
2021-03-30,56.7371
2021-03-31,55.5234
2021-04-01,55.7155
2021-04-02,55.7155
2021-04-03,55.7155
2021-04-04,55.7155
2021-04-05,57.201
2021-04-06,57.6994
2021-04-07,57.1696
2021-04-08,57.3087
2021-04-09,57.8425
2021-04-10,57.8425
2021-04-11,57.8425
2021-04-12,56.4231
2021-04-13,56.0231
2021-04-14,56.166
2021-04-15,56.3327
2021-04-16,54.13
2021-04-17,54.13
2021-04-18,54.13
2021-04-19,53.8477
2021-04-20,49.1248
2021-04-21,52.0335
2021-04-22,49.5649
2021-04-23,52.3753
2021-04-24,52.3753
2021-04-25,52.3753
2021-04-26,52.2932
2021-04-27,51.8349
2021-04-28,50.1964
2021-04-29,50.3692
2021-04-30,50.4465
2021-05-01,50.4465
2021-05-02,50.4465
2021-05-03,50.4221
2021-05-04,48.2854
2021-05-05,49.7941
2021-05-06,44.9492
2021-05-07,46.4985
2021-05-08,46.4985
2021-05-09,46.4985
2021-05-10,44.6729
2021-05-11,46.5901
2021-05-12,43.2736
2021-05-13,46.6852
2021-05-14,49.0286
2021-05-15,49.0286
2021-05-16,49.0286
2021-05-17,49.0759
2021-05-18,46.6954
2021-05-19,46.2587
2021-05-20,45.4836
2021-05-21,44.7686
2021-05-22,44.7686
2021-05-23,44.7686
2021-05-24,46.8062
2021-05-25,46.175
2021-05-26,48.2241
2021-05-27,48.3288
2021-05-28,46.9089
2021-05-29,46.9089
2021-05-30,46.9089
2021-05-31,46.9089
2021-06-01,49.6598
2021-06-02,47.2008
2021-06-03,45.2161
2021-06-04,45.6903
2021-06-05,45.6903
2021-06-06,45.6903
2021-06-07,45.2493
2021-06-08,46.2399
2021-06-09,44.8889
2021-06-10,42.2082
2021-06-11,44.0818
2021-06-12,44.0818
2021-06-13,44.0818
2021-06-14,42.7949
2021-06-15,41.1939
2021-06-16,41.2034
2021-06-17,40.5574
2021-06-18,38.6662
2021-06-19,38.6662
2021-06-20,38.6662
2021-06-21,42.576
2021-06-22,41.4563
2021-06-23,40.9246
2021-06-24,40.7478
2021-06-25,38.3517
2021-06-26,38.3517
2021-06-27,38.3517
2021-06-28,38.8023
2021-06-29,38.5868
2021-06-30,40.4298
2021-07-01,42.2384
2021-07-02,41.3553
2021-07-03,41.3553
2021-07-04,41.3553
2021-07-05,41.3553
2021-07-06,39.9686
2021-07-07,39.2785
2021-07-08,39.0531
2021-07-09,41.1757
2021-07-10,41.1757
2021-07-11,41.1757
2021-07-12,41.566
2021-07-13,40.0223
2021-07-14,38.9644
2021-07-15,39.8912
2021-07-16,37.7434
2021-07-17,37.7434
2021-07-18,37.7434
2021-07-19,35.2485
2021-07-20,42.5048
2021-07-21,46.1593
2021-07-22,44.1552
2021-07-23,43.6561
2021-07-24,43.6561
2021-07-25,43.6561
2021-07-26,45.751
2021-07-27,45.0898
2021-07-28,44.9209
2021-07-29,46.9392
2021-07-30,44.5507
2021-07-31,44.5507
2021-08-01,44.5507
2021-08-02,43.986
2021-08-03,44.0156
2021-08-04,42.6647
2021-08-05,46.1342
2021-08-06,45.9427
2021-08-07,45.9427
2021-08-08,45.9427
2021-08-09,45.0014
2021-08-10,47.5408
2021-08-11,49.2107
2021-08-12,48.2356
2021-08-13,46.365
2021-08-14,46.365
2021-08-15,46.365
2021-08-16,46.3897
2021-08-17,44.6032
2021-08-18,43.9899
2021-08-19,40.5304
2021-08-20,40.7327
2021-08-21,40.7327
2021-08-22,40.7327
2021-08-23,44.3324
2021-08-24,45.4266
2021-08-25,46.817
2021-08-26,45.1864
2021-08-27,47.9037
2021-08-28,47.9037
2021-08-29,47.9037
2021-08-30,46.7505
2021-08-31,48.6356
2021-09-01,49.0827
2021-09-02,49.0592
2021-09-03,48.426
2021-09-04,48.426
2021-09-05,48.426
2021-09-06,48.426
2021-09-07,49.4487
2021-09-08,48.8178
2021-09-09,50.352
2021-09-10,46.9102
2021-09-11,46.9102
2021-09-12,46.9102
2021-09-13,49.8277
2021-09-14,48.4179
2021-09-15,49.3804
2021-09-16,50.4374
2021-09-17,50.7399
2021-09-18,50.7399
2021-09-19,50.7399
2021-09-20,50.2167
2021-09-21,47.8991
2021-09-22,51.3302
2021-09-23,53.7582
2021-09-24,55.7769
2021-09-25,55.7769
2021-09-26,55.7769
2021-09-27,56.3225
2021-09-28,54.4009
2021-09-29,52.9218
2021-09-30,49.6164
2021-10-01,52.8989
2021-10-02,52.8989
2021-10-03,52.8989
2021-10-04,52.8124
2021-10-05,52.1384
2021-10-06,50.9282
2021-10-07,48.8383
2021-10-08,47.6499
2021-10-09,47.6499
2021-10-10,47.6499
2021-10-11,47.484
2021-10-12,48.5147
2021-10-13,46.9414
2021-10-14,48.3087
2021-10-15,46.8516
2021-10-16,46.8516
2021-10-17,46.8516
2021-10-18,45.9621
2021-10-19,45.7049
2021-10-20,45.192
2021-10-21,45.3759
2021-10-22,43.7322
2021-10-23,43.7322
2021-10-24,43.7322
2021-10-25,43.6749
2021-10-26,42.1171
2021-10-27,41.2148
2021-10-28,39.2875
2021-10-29,39.4139
2021-10-30,39.4139
2021-10-31,39.4139
2021-11-01,41.8887
2021-11-02,42.8589
2021-11-03,45.9562
2021-11-04,44.4324
2021-11-05,50.383
2021-11-06,50.383
2021-11-07,50.383
2021-11-08,51.2012
2021-11-09,51.6337
2021-11-10,49.6627
2021-11-11,48.7787
2021-11-12,47.3299
2021-11-13,47.3299
2021-11-14,47.3299
2021-11-15,48.607
2021-11-16,48.7084
2021-11-17,48.3629
2021-11-18,46.5982
2021-11-19,45.5163
2021-11-20,45.5163
2021-11-21,45.5163
2021-11-22,47.0807
2021-11-23,47.0744
2021-11-24,47.2337
2021-11-25,47.2337
2021-11-26,40.8834
2021-11-27,40.8834
2021-11-28,40.8834
2021-11-29,41.4103
2021-11-30,40.3212
2021-12-01,35.8435
2021-12-02,45.5171
2021-12-03,43.6799
2021-12-04,43.6799
2021-12-05,43.6799
2021-12-06,48.8038
2021-12-07,49.2792
2021-12-08,52.7477
2021-12-09,52.1381
2021-12-10,49.3547
2021-12-11,49.3547
2021-12-12,49.3547
2021-12-13,46.6424
2021-12-14,45.7778
2021-12-15,46.4622
2021-12-16,43.643
2021-12-17,45.9947
2021-12-18,45.9947
2021-12-19,45.9947
2021-12-20,46.0204
2021-12-21,51.1293
2021-12-22,51.4963
2021-12-23,52.3894
2021-12-24,52.3894
2021-12-25,52.3894
2021-12-26,52.3894
2021-12-27,51.8853
2021-12-28,52.7286
2021-12-29,52.5601
2021-12-30,51.6688
2021-12-31,50.6316
2022-01-01,50.6316
2022-01-02,50.6316
2022-01-03,52.605
2022-01-04,53.6923
2022-01-05,45.4149
2022-01-06,46.1603
2022-01-07,46.477
2022-01-08,46.477
2022-01-09,46.477
2022-01-10,46.754
2022-01-11,48.9852
2022-01-12,48.8239
2022-01-13,51.1582
2022-01-14,50.4994
2022-01-15,50.4994
2022-01-16,50.4994
2022-01-17,50.4994
2022-01-18,48.346
2022-01-19,47.4798
2022-01-20,47.3065
2022-01-21,45.7033
2022-01-22,45.7033
2022-01-23,45.7033
2022-01-24,44.8139
2022-01-25,46.6074
2022-01-26,45.1106
2022-01-27,43.8275
2022-01-28,43.7167
2022-01-29,43.7167
2022-01-30,43.7167
2022-01-31,47.817
2022-02-01,49.0071
2022-02-02,46.627
2022-02-03,46.1116
2022-02-04,45.1542
2022-02-05,45.1542
2022-02-06,45.1542
2022-02-07,45.0933
2022-02-08,48.6602
2022-02-09,50.6137
2022-02-10,49.1303
2022-02-11,45.3562
2022-02-12,45.3562
2022-02-13,45.3562
2022-02-14,45.2736
2022-02-15,48.5176
2022-02-16,48.9304
2022-02-17,45.6019
2022-02-18,45.389
2022-02-19,45.389
2022-02-20,45.389
2022-02-21,45.389
2022-02-22,45.2449
2022-02-23,42.4888
2022-02-24,45.6959
2022-02-25,47.7502
2022-02-26,47.7502
2022-02-27,47.7502
2022-02-28,47.4206
2022-03-01,44.2059
2022-03-02,44.6283
2022-03-03,41.9244
2022-03-04,39.6569
2022-03-05,39.6569
2022-03-06,39.6569
2022-03-07,31.9776
2022-03-08,33.9271
2022-03-09,39.1445
2022-03-10,37.6039
2022-03-11,37.0774
2022-03-12,37.0774
2022-03-13,37.0774
2022-03-14,37.7601
2022-03-15,41.2101
2022-03-16,45.0252
2022-03-17,44.7534
2022-03-18,45.2096
2022-03-19,45.2096
2022-03-20,45.2096
2022-03-21,43.4324
2022-03-22,44.562
2022-03-23,44.4854
2022-03-24,44.7163
2022-03-25,45.7642
2022-03-26,45.7642
2022-03-27,45.7642
2022-03-28,46.0849
2022-03-29,47.9454
2022-03-30,47.6227
2022-03-31,48.5214
2022-04-01,47.4705
2022-04-02,47.4705
2022-04-03,47.4705
2022-04-04,47.4322
2022-04-05,46.6966
2022-04-06,44.5299
2022-04-07,42.8805
2022-04-08,41.3355
2022-04-09,41.3355
2022-04-10,41.3355
2022-04-11,42.1189
2022-04-12,43.223
2022-04-13,47.466
2022-04-14,48.1985
2022-04-15,48.1985
2022-04-16,48.1985
2022-04-17,48.1985
2022-04-18,48.2094
2022-04-19,51.1409
2022-04-20,51.614
2022-04-21,55.8268
2022-04-22,51.4274
2022-04-23,51.4274
2022-04-24,51.4274
2022-04-25,50.7806
2022-04-26,48.7555
2022-04-27,48.3089
2022-04-28,48.8715
2022-04-29,46.3857
2022-04-30,46.3857
2022-05-01,46.3857
2022-05-02,46.6805
2022-05-03,46.6707
2022-05-04,45.5833
2022-05-05,46.5076
2022-05-06,45.9776
2022-05-07,45.9776
2022-05-08,45.9776
2022-05-09,40.2914
2022-05-10,40.4088
2022-05-11,40.2622
2022-05-12,39.1638
2022-05-13,41.6657
2022-05-14,41.6657
2022-05-15,41.6657
2022-05-16,41.2564
2022-05-17,46.6309
2022-05-18,46.5716
2022-05-19,44.424
2022-05-20,42.0582
2022-05-21,42.0582
2022-05-22,42.0582
2022-05-23,42.8155
2022-05-24,38.4936
2022-05-25,40.2605
2022-05-26,46.3358
2022-05-27,48.8669
2022-05-28,48.8669
2022-05-29,48.8669
2022-05-30,48.8669
2022-05-31,47.9698
2022-06-01,46.315
2022-06-02,47.4742
2022-06-03,46.7237
2022-06-04,46.7237
2022-06-05,46.7237
2022-06-06,47.1075
2022-06-07,48.4249
2022-06-08,46.5265
2022-06-09,43.7208
2022-06-10,41.6511
2022-06-11,41.6511
2022-06-12,41.6511
2022-06-13,38.0879
2022-06-14,37.2898
2022-06-15,37.717
2022-06-16,34.9211
2022-06-17,36.6044
2022-06-18,36.6044
2022-06-19,36.6044
2022-06-20,36.6044
2022-06-21,35.2181
2022-06-22,36.0551
2022-06-23,37.8817
2022-06-24,41.2505
2022-06-25,41.2505
2022-06-26,41.2505
2022-06-27,39.3258
2022-06-28,38.8295
2022-06-29,37.8347
2022-06-30,37.596
2022-07-01,38.9361
2022-07-02,38.9361
2022-07-03,38.9361
2022-07-04,38.9361
2022-07-05,40.0949
2022-07-06,38.5405
2022-07-07,38.9066
2022-07-08,38.5465
2022-07-09,38.5465
2022-07-10,38.5465
2022-07-11,37.8412
2022-07-12,40.7287
2022-07-13,39.8744
2022-07-14,39.8168
2022-07-15,41.1178
2022-07-16,41.1178
2022-07-17,41.1178
2022-07-18,40.8705
2022-07-19,43.9761
2022-07-20,44.3036
2022-07-21,43.3902
2022-07-22,42.226
2022-07-23,42.226
2022-07-24,42.226
2022-07-25,42.4168
2022-07-26,39.947
2022-07-27,41.6605
2022-07-28,42.3583
2022-07-29,42.5816
2022-07-30,42.5816
2022-07-31,42.5816
2022-08-01,44.0493
2022-08-02,41.7543
2022-08-03,44.8837
2022-08-04,43.4095
2022-08-05,41.1961
2022-08-06,41.1961
2022-08-07,41.1961
2022-08-08,41.8538
2022-08-09,38.6462
2022-08-10,40.6735
2022-08-11,40.5773
2022-08-12,41.9691
2022-08-13,41.9691
2022-08-14,41.9691
2022-08-15,42.8431
2022-08-16,43.8722
2022-08-17,40.9182
2022-08-18,40.7126
2022-08-19,39.251
2022-08-20,39.251
2022-08-21,39.251
2022-08-22,37.2564
2022-08-23,36.8722
2022-08-24,37.3129
2022-08-25,39.3812
2022-08-26,38.2565
2022-08-27,38.2565
2022-08-28,38.2565
2022-08-29,37.3221
2022-08-30,39.4857
2022-08-31,38.3063
2022-09-01,38.3015
2022-09-02,37.8258
2022-09-03,37.8258
2022-09-04,37.8258
2022-09-05,37.8258
2022-09-06,37.6746
2022-09-07,39.1512
2022-09-08,39.9786
2022-09-09,41.5322
2022-09-10,41.5322
2022-09-11,41.5322
2022-09-12,43.0093
2022-09-13,40.5889
2022-09-14,40.5775
2022-09-15,40.1444
2022-09-16,36.998
2022-09-17,36.998
2022-09-18,36.998
2022-09-19,37.6192
2022-09-20,36.4302
2022-09-21,35.1328
2022-09-22,34.0279
2022-09-23,31.9358
2022-09-24,31.9358
2022-09-25,31.9358
2022-09-26,30.0862
2022-09-27,29.835
2022-09-28,33.0672
2022-09-29,31.2959
2022-09-30,30.5804
2022-10-01,30.5804
2022-10-02,30.5804
2022-10-03,31.8436
2022-10-04,37.5863
2022-10-05,35.7952
2022-10-06,34.242
2022-10-07,32.0195
2022-10-08,32.0195
2022-10-09,32.0195
2022-10-10,31.5601
2022-10-11,30.8881
2022-10-12,32.5059
2022-10-13,33.0144
2022-10-14,32.5076
2022-10-15,32.5076
2022-10-16,32.5076
2022-10-17,33.1844
2022-10-18,34.2445
2022-10-19,33.1058
2022-10-20,33.3626
2022-10-21,33.2015
2022-10-22,33.2015
2022-10-23,33.2015
2022-10-24,34.5299
2022-10-25,37.015
2022-10-26,38.2417
2022-10-27,39.054
2022-10-28,39.8158
2022-10-29,39.8158
2022-10-30,39.8158
2022-10-31,41.746
2022-11-01,42.0648
2022-11-02,39.9558
2022-11-03,42.4419
2022-11-04,41.8512
2022-11-05,41.8512
2022-11-06,41.8512
2022-11-07,45.4532
2022-11-08,43.5173
2022-11-09,42.7823
2022-11-10,46.1861
2022-11-11,48.247
2022-11-12,48.247
2022-11-13,48.247
2022-11-14,47.212
2022-11-15,50.4922
2022-11-16,48.0465
2022-11-17,46.2136
2022-11-18,46.9251
2022-11-19,46.9251
2022-11-20,46.9251
2022-11-21,47.8552
2022-11-22,46.2227
2022-11-23,48.9414
2022-11-24,48.9414
2022-11-25,49.1131
2022-11-26,49.1131
2022-11-27,49.1131
2022-11-28,47.3968
2022-11-29,48.7164
2022-11-30,50.6265
2022-12-01,50.1573
2022-12-02,50.0597
2022-12-03,50.0597
2022-12-04,50.0597
2022-12-05,46.9703
2022-12-06,45.6038
2022-12-07,42.6265
2022-12-08,42.2191
2022-12-09,43.213
2022-12-10,43.213
2022-12-11,43.213
2022-12-12,46.0487
2022-12-13,44.3122
2022-12-14,43.2456
2022-12-15,40.59
2022-12-16,41.5324
2022-12-17,41.5324
2022-12-18,41.5324
2022-12-19,40.5474
2022-12-20,39.2713
2022-12-21,40.9441
2022-12-22,39.1612
2022-12-23,40.7641
2022-12-24,40.7641
2022-12-25,40.7641
2022-12-26,40.7641
2022-12-27,40.408
2022-12-28,39.367
2022-12-29,43.4316
2022-12-30,43.5694
2022-12-31,43.5694
2023-01-01,43.5694
2023-01-02,43.5694
2023-01-03,44.6207
2023-01-04,49.3935
2023-01-05,48.9515
2023-01-06,50.0253
2023-01-07,50.0253
2023-01-08,50.0253
2023-01-09,51.6207
2023-01-10,53.7601
2023-01-11,52.5665
2023-01-12,54.3645
2023-01-13,52.745
2023-01-14,52.745
2023-01-15,52.745
2023-01-16,52.745
2023-01-17,53.8654
2023-01-18,53.2173
2023-01-19,54.2145
2023-01-20,57.3983
2023-01-21,57.3983
2023-01-22,57.3983
2023-01-23,55.6453
2023-01-24,55.5983
2023-01-25,56.1346
2023-01-26,56.0945
2023-01-27,57.6192
2023-01-28,57.6192
2023-01-29,57.6192
2023-01-30,56.5258
2023-01-31,57.2216
2023-02-01,55.4897
2023-02-02,66.8076
2023-02-03,65.2883
2023-02-04,65.2883
2023-02-05,65.2883
2023-02-06,61.6531
2023-02-07,63.0659
2023-02-08,60.3293
2023-02-09,58.4841
2023-02-10,56.0419
2023-02-11,56.0419
2023-02-12,56.0419
2023-02-13,57.0522
2023-02-14,58.6777
2023-02-15,62.7969
2023-02-16,60.9093
2023-02-17,60.6169
2023-02-18,60.6169
2023-02-19,60.6169
2023-02-20,60.6169
2023-02-21,58.1534
2023-02-22,58.924
2023-02-23,60.5215
2023-02-24,59.966
2023-02-25,59.966
2023-02-26,59.966
2023-02-27,60.0848
2023-02-28,60.8852
2023-03-01,61.2413
2023-03-02,61.5682
2023-03-03,61.9417
2023-03-04,61.9417
2023-03-05,61.9417
2023-03-06,58.6558
2023-03-07,60.3304
2023-03-08,60.6176
2023-03-09,57.6324
2023-03-10,53.6699
2023-03-11,53.6699
2023-03-12,53.6699
2023-03-13,49.895
2023-03-14,50.8024
2023-03-15,46.029
2023-03-16,46.8231
2023-03-17,43.4605
2023-03-18,43.4605
