,BY US Equity
,RSI_30D
2023-03-08,49.9205
2023-03-09,42.6627
2023-03-10,39.4916
2023-03-11,39.4916
2023-03-12,39.4916
2023-03-13,30.5156
2023-03-14,34.7191
2023-03-15,34.6207
2023-03-16,39.4203
2023-03-17,37.6551
2023-03-18,37.6551
2023-03-19,37.6551
2023-03-20,38.397
2023-03-21,42.2269
2023-03-22,39.9164
2023-03-23,39.5258
2023-03-24,42.7404
2023-03-25,42.7404
2023-03-26,42.7404
2023-03-27,44.0023
2023-03-28,44.4582
2023-03-29,43.9645
2023-03-30,42.2653
2023-03-31,44.5358
2023-04-01,44.5358
2023-04-02,44.5358
2023-04-03,43.9126
2023-04-04,41.4713
2023-04-05,40.1099
2023-04-06,38.8635
2023-04-07,38.8635
2023-04-08,38.8635
2023-04-09,38.8635
2023-04-10,39.4361
2023-04-11,40.2467
2023-04-12,38.9002
2023-04-13,39.6167
2023-04-14,38.2629
2023-04-15,38.2629
2023-04-16,38.2629
2023-04-17,40.0786
2023-04-18,38.2551
2023-04-19,39.8219
2023-04-20,39.1889
2023-04-21,38.8693
2023-04-22,38.8693
2023-04-23,38.8693
2023-04-24,38.706
2023-04-25,36.8638
2023-04-26,36.3579
2023-04-27,37.5179
2023-04-28,38.4732
2023-04-29,38.4732
2023-04-30,38.4732
2023-05-01,38.0434
2023-05-02,33.4438
2023-05-03,31.8057
2023-05-04,29.6589
2023-05-05,38.8669
2023-05-06,38.8669
2023-05-07,38.8669
2023-05-08,37.7444
2023-05-09,36.1724
2023-05-10,35.5032
2023-05-11,34.6814
2023-05-12,36.1514
2023-05-13,36.1514
2023-05-14,36.1514
2023-05-15,37.6041
2023-05-16,37.0461
2023-05-17,41.7932
2023-05-18,41.7166
2023-05-19,40.0833
2023-05-20,40.0833
2023-05-21,40.0833
2023-05-22,42.5716
2023-05-23,44.3391
2023-05-24,42.8155
2023-05-25,41.8754
2023-05-26,43.376
2023-05-27,43.376
2023-05-28,43.376
2023-05-29,43.376
2023-05-30,42.724
2023-05-31,41.3964
2023-06-01,42.351
2023-06-02,47.5503
2023-06-03,47.5503
2023-06-04,47.5503
2023-06-05,45.1893
2023-06-06,49.6674
2023-06-07,51.809
2023-06-08,50.2899
2023-06-09,48.7275
2023-06-10,48.7275
2023-06-11,48.7275
2023-06-12,48.142
2023-06-13,50.8475
2023-06-14,49.6799
2023-06-15,50.5928
2023-06-16,48.6368
2023-06-17,48.6368
2023-06-18,48.6368
2023-06-19,48.6368
2023-06-20,47.6211
2023-06-21,46.4503
2023-06-22,44.94
2023-06-23,45.1395
2023-06-24,45.1395
2023-06-25,45.1395
2023-06-26,44.0659
2023-06-27,45.0027
2023-06-28,44.7871
2023-06-29,46.2259
2023-06-30,45.0563
2023-07-01,45.0563
2023-07-02,45.0563
2023-07-03,46.9263
2023-07-04,46.9263
2023-07-05,46.2746
2023-07-06,45.2076
2023-07-07,46.0469
2023-07-08,46.0469
2023-07-09,46.0469
2023-07-10,45.9983
2023-07-11,46.2331
2023-07-12,48.5474
2023-07-13,50.4237
2023-07-14,49.8704
2023-07-15,49.8704
2023-07-16,49.8704
2023-07-17,50.5441
2023-07-18,53.7084
2023-07-19,55.6489
2023-07-20,54.3791
2023-07-21,53.4775
2023-07-22,53.4775
2023-07-23,53.4775
2023-07-24,56.3242
2023-07-25,55.1603
2023-07-26,57.818
2023-07-27,56.0982
2023-07-28,63.5489
2023-07-29,63.5489
2023-07-30,63.5489
2023-07-31,62.3715
2023-08-01,60.9691
2023-08-02,61.0069
2023-08-03,61.5081
2023-08-04,63.0573
2023-08-05,63.0573
2023-08-06,63.0573
2023-08-07,64.3652
2023-08-08,63.1446
2023-08-09,62.1815
2023-08-10,61.4703
2023-08-11,61.6764
2023-08-12,61.6764
2023-08-13,61.6764
2023-08-14,58.6884
2023-08-15,56.771
2023-08-16,56.341
2023-08-17,57.2033
2023-08-18,56.5613
2023-08-19,56.5613
2023-08-20,56.5613
2023-08-21,53.9315
2023-08-22,51.7392
2023-08-23,53.6362
2023-08-24,53.5153
2023-08-25,52.777
2023-08-26,52.777
2023-08-27,52.777
2023-08-28,54.819
2023-08-29,54.6902
2023-08-30,53.969
2023-08-31,54.6993
2023-09-01,57.8401
2023-09-02,57.8401
2023-09-03,57.8401
2023-09-04,57.8401
2023-09-05,55.8049
2023-09-06,52.6734
2023-09-07,51.1583
2023-09-08,51.3897
2023-09-09,51.3897
2023-09-10,51.3897
2023-09-11,50.4621
2023-09-12,50.1499
2023-09-13,48.1177
2023-09-14,49.7765
2023-09-15,49.3372
2023-09-16,49.3372
2023-09-17,49.3372
2023-09-18,46.4873
2023-09-19,45.7887
2023-09-20,46.4135
2023-09-21,46.1081
2023-09-22,44.241
2023-09-23,44.241
2023-09-24,44.241
2023-09-25,45.2762
2023-09-26,44.5429
2023-09-27,44.1729
2023-09-28,45.1163
2023-09-29,45.5918
2023-09-30,45.5918
2023-10-01,45.5918
2023-10-02,43.1427
2023-10-03,41.3294
2023-10-04,42.4144
2023-10-05,45.5398
2023-10-06,44.7664
2023-10-07,44.7664
2023-10-08,44.7664
2023-10-09,45.5634
2023-10-10,46.5212
2023-10-11,47.9426
2023-10-12,47.6515
2023-10-13,45.713
2023-10-14,45.713
2023-10-15,45.713
2023-10-16,46.8723
2023-10-17,47.8596
2023-10-18,45.7348
2023-10-19,45.2333
2023-10-20,41.4088
2023-10-21,41.4088
2023-10-22,41.4088
2023-10-23,41.1562
2023-10-24,40.5169
2023-10-25,39.9394
2023-10-26,43.8925
2023-10-27,41.7128
2023-10-28,41.7128
2023-10-29,41.7128
2023-10-30,44.4786
2023-10-31,44.0061
2023-11-01,45.7107
2023-11-02,49.1536
2023-11-03,52.9575
2023-11-04,52.9575
2023-11-05,52.9575
2023-11-06,54.0362
2023-11-07,52.4801
2023-11-08,50.6688
2023-11-09,47.7559
2023-11-10,48.8684
2023-11-11,48.8684
2023-11-12,48.8684
2023-11-13,49.2411
2023-11-14,57.5616
2023-11-15,58.6406
2023-11-16,55.9899
2023-11-17,57.3741
2023-11-18,57.3741
2023-11-19,57.3741
2023-11-20,56.4918
2023-11-21,52.8488
2023-11-22,53.5049
2023-11-23,53.5049
2023-11-24,53.927
2023-11-25,53.927
2023-11-26,53.927
2023-11-27,50.7285
2023-11-28,50.9844
2023-11-29,52.2044
2023-11-30,50.4937
2023-12-01,56.9703
2023-12-02,56.9703
2023-12-03,56.9703
2023-12-04,58.7796
2023-12-05,58.0086
2023-12-06,59.4105
2023-12-07,60.2442
2023-12-08,60.6864
2023-12-09,60.6864
2023-12-10,60.6864
2023-12-11,60.6864
2023-12-12,60.7383
2023-12-13,65.6233
2023-12-14,68.328
2023-12-15,66.4469
2023-12-16,66.4469
2023-12-17,66.4469
2023-12-18,66.3682
2023-12-19,68.4566
2023-12-20,66.0219
2023-12-21,67.1147
2023-12-22,67.6906
2023-12-23,67.6906
2023-12-24,67.6906
2023-12-25,67.6906
2023-12-26,68.4898
2023-12-27,67.2605
2023-12-28,67.0116
2023-12-29,62.9177
2023-12-30,62.9177
2023-12-31,62.9177
2024-01-01,62.9177
2024-01-02,62.6073
2024-01-03,59.3518
2024-01-04,59.5542
2024-01-05,59.0976
2024-01-06,59.0976
2024-01-07,59.0976
2024-01-08,59.1516
2024-01-09,57.3502
2024-01-10,57.5826
2024-01-11,56.1581
2024-01-12,54.7568
2024-01-13,54.7568
2024-01-14,54.7568
2024-01-15,54.7568
2024-01-16,51.5067
2024-01-17,51.8428
2024-01-18,52.3888
2024-01-19,55.0264
2024-01-20,55.0264
2024-01-21,55.0264
2024-01-22,58.6955
2024-01-23,56.6147
2024-01-24,59.0088
2024-01-25,58.3121
2024-01-26,52.4728
2024-01-27,52.4728
2024-01-28,52.4728
2024-01-29,53.644
2024-01-30,52.9688
2024-01-31,48.2565
2024-02-01,45.8913
2024-02-02,44.5991
2024-02-03,44.5991
2024-02-04,44.5991
2024-02-05,43.3315
2024-02-06,41.697
2024-02-07,41.145
2024-02-08,41.4367
2024-02-09,43.8815
2024-02-10,43.8815
2024-02-11,43.8815
2024-02-12,47.3586
2024-02-13,43.2534
2024-02-14,45.7188
2024-02-15,48.7319
2024-02-16,47.9225
2024-02-17,47.9225
2024-02-18,47.9225
2024-02-19,47.9225
2024-02-20,46.4849
2024-02-21,46.6688
2024-02-22,46.6688
2024-02-23,47.0582
2024-02-24,47.0582
2024-02-25,47.0582
2024-02-26,45.9025
2024-02-27,46.0396
2024-02-28,44.1308
2024-02-29,45.7524
2024-03-01,45.0467
2024-03-02,45.0467
2024-03-03,45.0467
2024-03-04,45.265
2024-03-05,47.7012
2024-03-06,46.9384
2024-03-07,47.66
2024-03-08,48.0255
2024-03-09,48.0255
2024-03-10,48.0255
2024-03-11,47.681
2024-03-12,46.3734
2024-03-13,45.5571
2024-03-14,42.5845
2024-03-15,42.8362
2024-03-16,42.8362
2024-03-17,42.8362
2024-03-18,40.6841
2024-03-19,41.8075
2024-03-20,47.6459
2024-03-21,48.8651
2024-03-22,46.4932
2024-03-23,46.4932
2024-03-24,46.4932
2024-03-25,46.7161
2024-03-26,45.2216
2024-03-27,52.9991
2024-03-28,53.6503
2024-03-29,53.6503
2024-03-30,53.6503
2024-03-31,53.6503
2024-04-01,49.7602
2024-04-02,48.2522
2024-04-03,47.0141
2024-04-04,47.5445
2024-04-05,47.3606
2024-04-06,47.3606
2024-04-07,47.3606
2024-04-08,49.3861
