,SIVBQ US Equity
,RSI_30D
2020-03-27,41.6235
2020-03-28,41.6235
2020-03-29,41.6235
2020-03-30,41.0675
2020-03-31,40.3316
2020-04-01,38.6444
2020-04-02,39.3415
2020-04-03,38.7818
2020-04-04,38.7818
2020-04-05,38.7818
2020-04-06,43.3931
2020-04-07,43.5648
2020-04-08,45.4262
2020-04-09,48.9414
2020-04-10,48.9414
2020-04-11,48.9414
2020-04-12,48.9414
2020-04-13,46.1927
2020-04-14,46.5282
2020-04-15,44.7492
2020-04-16,44.6571
2020-04-17,47.2676
2020-04-18,47.2676
2020-04-19,47.2676
2020-04-20,47.4714
2020-04-21,45.7583
2020-04-22,46.198
2020-04-23,46.9725
2020-04-24,49.7516
2020-04-25,49.7516
2020-04-26,49.7516
2020-04-27,51.4973
2020-04-28,51.6222
2020-04-29,53.2649
2020-04-30,51.4403
2020-05-01,49.6696
2020-05-02,49.6696
2020-05-03,49.6696
2020-05-04,49.141
2020-05-05,48.8177
2020-05-06,48.6358
2020-05-07,49.4875
2020-05-08,50.0096
2020-05-09,50.0096
2020-05-10,50.0096
2020-05-11,48.4576
2020-05-12,46.3492
2020-05-13,44.235
2020-05-14,47.5615
2020-05-15,47.4544
2020-05-16,47.4544
2020-05-17,47.4544
2020-05-18,50.882
2020-05-19,49.8883
2020-05-20,52.5011
2020-05-21,51.5414
2020-05-22,51.2178
2020-05-23,51.2178
2020-05-24,51.2178
2020-05-25,51.2178
2020-05-26,55.3095
2020-05-27,57.7425
2020-05-28,56.3017
2020-05-29,56.0888
2020-05-30,56.0888
2020-05-31,56.0888
2020-06-01,55.5924
2020-06-02,54.8393
2020-06-03,56.932
2020-06-04,57.5769
2020-06-05,59.9079
2020-06-06,59.9079
2020-06-07,59.9079
2020-06-08,60.0667
2020-06-09,59.5642
2020-06-10,56.0587
2020-06-11,51.5702
2020-06-12,52.5791
2020-06-13,52.5791
2020-06-14,52.5791
2020-06-15,54.3206
2020-06-16,55.3973
2020-06-17,54.7096
2020-06-18,55.0201
2020-06-19,55.2995
2020-06-20,55.2995
2020-06-21,55.2995
2020-06-22,54.7578
2020-06-23,54.8921
2020-06-24,51.4312
2020-06-25,53.1487
2020-06-26,50.2326
2020-06-27,50.2326
2020-06-28,50.2326
2020-06-29,50.9892
2020-06-30,53.0929
2020-07-01,50.6835
2020-07-02,51.1938
2020-07-03,51.1938
2020-07-04,51.1938
2020-07-05,51.1938
2020-07-06,52.4465
2020-07-07,50.9444
2020-07-08,51.4907
2020-07-09,49.2961
2020-07-10,51.9477
2020-07-11,51.9477
2020-07-12,51.9477
2020-07-13,52.5503
2020-07-14,50.8349
2020-07-15,53.9522
2020-07-16,53.7852
2020-07-17,53.046
2020-07-18,53.046
2020-07-19,53.046
2020-07-20,52.8417
2020-07-21,54.8368
2020-07-22,54.0167
2020-07-23,54.7576
2020-07-24,56.1585
2020-07-25,56.1585
2020-07-26,56.1585
2020-07-27,54.6605
2020-07-28,53.3528
2020-07-29,55.2722
2020-07-30,54.1885
2020-07-31,53.8446
2020-08-01,53.8446
2020-08-02,53.8446
2020-08-03,54.7549
2020-08-04,54.4628
2020-08-05,55.8762
2020-08-06,55.0433
2020-08-07,57.2482
2020-08-08,57.2482
2020-08-09,57.2482
2020-08-10,57.9872
2020-08-11,61.1956
2020-08-12,61.2244
2020-08-13,59.9281
2020-08-14,60.1296
2020-08-15,60.1296
2020-08-16,60.1296
