,HE US Equity
2020-07-23,48.3924
2020-07-24,47.7321
2020-07-25,47.7321
2020-07-26,47.7321
2020-07-27,45.6319
2020-07-28,48.1193
2020-07-29,48.5508
2020-07-30,46.9354
2020-07-31,46.0024
2020-08-01,46.0024
2020-08-02,46.0024
2020-08-03,45.3245
2020-08-04,44.2015
2020-08-05,42.3298
2020-08-06,42.7298
2020-08-07,46.8221
2020-08-08,46.8221
2020-08-09,46.8221
2020-08-10,46.5596
2020-08-11,44.7986
2020-08-12,46.4474
2020-08-13,45.3383
2020-08-14,45.5154
2020-08-15,45.5154
2020-08-16,45.5154
2020-08-17,44.589
2020-08-18,44.08
2020-08-19,44.9969
2020-08-20,43.3873
2020-08-21,42.7784
2020-08-22,42.7784
2020-08-23,42.7784
2020-08-24,45.3944
2020-08-25,44.8481
2020-08-26,42.5721
2020-08-27,43.6262
2020-08-28,43.7084
2020-08-29,43.7084
2020-08-30,43.7084
2020-08-31,44.5038
2020-09-01,42.4464
2020-09-02,44.0188
2020-09-03,43.652
2020-09-04,43.9594
2020-09-05,43.9594
2020-09-06,43.9594
2020-09-07,43.9594
2020-09-08,41.9634
2020-09-09,42.1017
2020-09-10,40.6006
2020-09-11,39.4998
2020-09-12,39.4998
2020-09-13,39.4998
2020-09-14,40.4334
2020-09-15,40.2643
2020-09-16,41.5295
2020-09-17,41.1687
2020-09-18,39.1624
2020-09-19,39.1624
2020-09-20,39.1624
2020-09-21,38.3484
2020-09-22,40.9917
2020-09-23,39.7916
2020-09-24,40.2705
2020-09-25,42.7311
2020-09-26,42.7311
2020-09-27,42.7311
2020-09-28,42.8348
2020-09-29,42.2025
2020-09-30,43.391
2020-10-01,43.3491
2020-10-02,46.8542
2020-10-03,46.8542
2020-10-04,46.8542
2020-10-05,48.8866
2020-10-06,51.0588
2020-10-07,50.2425
2020-10-08,50.6743
2020-10-09,49.6344
2020-10-10,49.6344
2020-10-11,49.6344
2020-10-12,51.6389
2020-10-13,48.8433
2020-10-14,47.1747
2020-10-15,48.1419
2020-10-16,47.9984
2020-10-17,47.9984
2020-10-18,47.9984
2020-10-19,45.8306
2020-10-20,47.9454
2020-10-21,48.6198
2020-10-22,51.8466
2020-10-23,52.1812
2020-10-24,52.1812
2020-10-25,52.1812
2020-10-26,50.2216
2020-10-27,49.9155
2020-10-28,42.011
2020-10-29,41.4047
2020-10-30,44.1659
2020-10-31,44.1659
2020-11-01,44.1659
2020-11-02,47.086
2020-11-03,50.6877
2020-11-04,46.7834
2020-11-05,45.1351
2020-11-06,45.6751
2020-11-07,45.6751
2020-11-08,45.6751
2020-11-09,55.0249
2020-11-10,60.5821
2020-11-11,58.6125
2020-11-12,57.0329
2020-11-13,58.9408
2020-11-14,58.9408
2020-11-15,58.9408
2020-11-16,61.3501
2020-11-17,59.6724
2020-11-18,57.886
2020-11-19,57.0687
2020-11-20,55.7005
2020-11-21,55.7005
2020-11-22,55.7005
2020-11-23,56.0247
2020-11-24,59.9655
2020-11-25,58.01
2020-11-26,58.01
2020-11-27,54.7426
2020-11-28,54.7426
2020-11-29,54.7426
2020-11-30,52.3869
2020-12-01,53.1217
2020-12-02,53.7421
2020-12-03,51.8493
2020-12-04,52.4373
2020-12-05,52.4373
2020-12-06,52.4373
2020-12-07,53.789
2020-12-08,54.4585
2020-12-09,56.304
2020-12-10,57.0304
2020-12-11,57.0894
2020-12-12,57.0894
2020-12-13,57.0894
2020-12-14,53.3372
2020-12-15,55.9396
2020-12-16,54.265
2020-12-17,52.6007
2020-12-18,49.5565
2020-12-19,49.5565
2020-12-20,49.5565
2020-12-21,47.9477
2020-12-22,47.5097
2020-12-23,46.3827
2020-12-24,46.7457
2020-12-25,46.7457
2020-12-26,46.7457
2020-12-27,46.7457
2020-12-28,47.6982
2020-12-29,47.529
2020-12-30,47.9111
2020-12-31,49.7654
2021-01-01,49.7654
2021-01-02,49.7654
2021-01-03,49.7654
2021-01-04,47.312
2021-01-05,46.8617
2021-01-06,52.4442
2021-01-07,48.531
2021-01-08,46.0872
2021-01-09,46.0872
2021-01-10,46.0872
2021-01-11,45.6955
2021-01-12,45.0556
2021-01-13,45.5439
2021-01-14,43.9283
2021-01-15,46.4959
2021-01-16,46.4959
2021-01-17,46.4959
2021-01-18,46.4959
2021-01-19,46.8293
2021-01-20,48.2019
2021-01-21,45.6018
2021-01-22,48.1647
2021-01-23,48.1647
2021-01-24,48.1647
2021-01-25,47.6341
2021-01-26,45.7441
2021-01-27,46.4265
2021-01-28,44.901
2021-01-29,43.6079
2021-01-30,43.6079
2021-01-31,43.6079
2021-02-01,45.3934
2021-02-02,45.5915
2021-02-03,46.2767
2021-02-04,46.6447
2021-02-05,47.7955
2021-02-06,47.7955
2021-02-07,47.7955
2021-02-08,47.3054
2021-02-09,47.3484
2021-02-10,51.368
2021-02-11,49.1878
2021-02-12,50.4149
2021-02-13,50.4149
2021-02-14,50.4149
2021-02-15,50.4149
2021-02-16,50.4548
2021-02-17,50.0794
2021-02-18,51.1654
2021-02-19,51.6674
2021-02-20,51.6674
2021-02-21,51.6674
2021-02-22,52.134
2021-02-23,53.0295
2021-02-24,50.4475
2021-02-25,51.6
2021-02-26,52.6943
2021-02-27,52.6943
2021-02-28,52.6943
2021-03-01,54.5238
2021-03-02,54.7344
2021-03-03,57.5793
2021-03-04,58.315
2021-03-05,61.6132
2021-03-06,61.6132
2021-03-07,61.6132
2021-03-08,66.2568
2021-03-09,65.6128
2021-03-10,66.6468
2021-03-11,65.3286
2021-03-12,68.9545
2021-03-13,68.9545
2021-03-14,68.9545
2021-03-15,71.6213
2021-03-16,69.143
2021-03-17,68.835
2021-03-18,72.1121
2021-03-19,72.6564
2021-03-20,72.6564
2021-03-21,72.6564
2021-03-22,69.7878
2021-03-23,70.465
2021-03-24,71.0934
2021-03-25,71.4288
2021-03-26,74.4735
2021-03-27,74.4735
2021-03-28,74.4735
2021-03-29,74.9597
2021-03-30,74.0737
2021-03-31,73.5973
2021-04-01,74.0387
2021-04-02,74.0387
2021-04-03,74.0387
2021-04-04,74.0387
2021-04-05,70.8424
2021-04-06,69.7521
2021-04-07,64.609
2021-04-08,63.231
2021-04-09,62.6778
2021-04-10,62.6778
2021-04-11,62.6778
2021-04-12,63.1777
2021-04-13,62.4091
2021-04-14,62.2622
2021-04-15,63.1594
2021-04-16,63.1076
2021-04-17,63.1076
2021-04-18,63.1076
2021-04-19,64.4918
2021-04-20,64.2748
2021-04-21,64.9756
2021-04-22,62.2305
2021-04-23,61.8521
2021-04-24,61.8521
2021-04-25,61.8521
2021-04-26,61.0293
2021-04-27,59.6076
2021-04-28,60.4507
2021-04-29,61.7437
2021-04-30,62.2403
2021-05-01,62.2403
2021-05-02,62.2403
2021-05-03,62.7407
2021-05-04,64.5459
2021-05-05,60.1405
2021-05-06,61.9436
2021-05-07,67.1311
2021-05-08,67.1311
2021-05-09,67.1311
2021-05-10,67.5567
2021-05-11,61.8603
2021-05-12,59.9125
2021-05-13,61.9098
2021-05-14,62.2049
2021-05-15,62.2049
2021-05-16,62.2049
2021-05-17,61.0788
2021-05-18,60.7819
2021-05-19,60.4753
2021-05-20,59.9025
2021-05-21,61.0139
2021-05-22,61.0139
2021-05-23,61.0139
2021-05-24,59.0559
2021-05-25,54.8713
2021-05-26,55.1421
2021-05-27,53.1621
2021-05-28,55.1456
2021-05-29,55.1456
2021-05-30,55.1456
2021-05-31,55.1456
2021-06-01,54.1028
2021-06-02,55.0226
2021-06-03,55.9751
2021-06-04,56.2546
2021-06-05,56.2546
2021-06-06,56.2546
2021-06-07,56.0967
2021-06-08,56.3922
2021-06-09,60.1204
2021-06-10,60.6023
2021-06-11,61.9204
2021-06-12,61.9204
2021-06-13,61.9204
2021-06-14,59.0803
2021-06-15,59.5031
2021-06-16,56.0198
2021-06-17,54.4735
2021-06-18,47.3915
2021-06-19,47.3915
2021-06-20,47.3915
2021-06-21,51.6189
2021-06-22,49.7146
2021-06-23,46.8968
2021-06-24,48.5677
2021-06-25,51.1284
2021-06-26,51.1284
2021-06-27,51.1284
2021-06-28,49.9969
2021-06-29,47.4498
2021-06-30,49.1446
2021-07-01,50.1123
2021-07-02,49.6433
2021-07-03,49.6433
2021-07-04,49.6433
2021-07-05,49.6433
2021-07-06,49.3644
2021-07-07,49.4064
2021-07-08,47.688
2021-07-09,50.1642
2021-07-10,50.1642
2021-07-11,50.1642
2021-07-12,50.2901
2021-07-13,47.0519
2021-07-14,48.145
2021-07-15,52.8934
2021-07-16,51.812
2021-07-17,51.812
2021-07-18,51.812
2021-07-19,50.5375
2021-07-20,52.9328
2021-07-21,50.6022
2021-07-22,50.6811
2021-07-23,52.6731
2021-07-24,52.6731
2021-07-25,52.6731
2021-07-26,52.7891
2021-07-27,54.6303
2021-07-28,54.8202
2021-07-29,55.131
2021-07-30,52.8283
2021-07-31,52.8283
2021-08-01,52.8283
2021-08-02,54.5516
2021-08-03,54.79
2021-08-04,53.2489
2021-08-05,54.6909
2021-08-06,54.5417
2021-08-07,54.5417
2021-08-08,54.5417
2021-08-09,55.1741
2021-08-10,55.5155
2021-08-11,57.2421
2021-08-12,57.3673
2021-08-13,58.2942
2021-08-14,58.2942
2021-08-15,58.2942
2021-08-16,59.8141
2021-08-17,60.2194
2021-08-18,59.1621
2021-08-19,59.4222
2021-08-20,59.5997
2021-08-21,59.5997
2021-08-22,59.5997
2021-08-23,57.7699
2021-08-24,54.3195
2021-08-25,52.6353
2021-08-26,51.3296
2021-08-27,52.6504
2021-08-28,52.6504
2021-08-29,52.6504
2021-08-30,52.8093
2021-08-31,52.205
2021-09-01,53.3105
2021-09-02,54.1875
2021-09-03,48.8484
2021-09-04,48.8484
2021-09-05,48.8484
2021-09-06,48.8484
2021-09-07,43.4371
2021-09-08,48.677
2021-09-09,47.6975
2021-09-10,42.7786
2021-09-11,42.7786
2021-09-12,42.7786
2021-09-13,40.8979
2021-09-14,41.9539
2021-09-15,44.5665
2021-09-16,42.8454
2021-09-17,42.1188
2021-09-18,42.1188
2021-09-19,42.1188
2021-09-20,40.9467
2021-09-21,40.833
2021-09-22,41.8906
2021-09-23,41.3672
2021-09-24,42.9001
2021-09-25,42.9001
2021-09-26,42.9001
2021-09-27,44.5119
2021-09-28,44.0681
2021-09-29,45.855
2021-09-30,42.2749
2021-10-01,43.9316
2021-10-02,43.9316
2021-10-03,43.9316
2021-10-04,47.9974
2021-10-05,46.841
2021-10-06,45.8735
2021-10-07,44.0345
2021-10-08,42.3596
2021-10-09,42.3596
2021-10-10,42.3596
2021-10-11,37.5008
2021-10-12,39.7769
2021-10-13,41.519
2021-10-14,46.8091
2021-10-15,51.943
2021-10-16,51.943
2021-10-17,51.943
2021-10-18,47.128
2021-10-19,48.1821
2021-10-20,50.0935
2021-10-21,48.1501
2021-10-22,48.9693
2021-10-23,48.9693
2021-10-24,48.9693
2021-10-25,46.8796
2021-10-26,45.8013
2021-10-27,45.8416
2021-10-28,45.9247
2021-10-29,45.4199
2021-10-30,45.4199
2021-10-31,45.4199
2021-11-01,48.1971
2021-11-02,46.2778
2021-11-03,49.7789
2021-11-04,48.1557
2021-11-05,48.8614
2021-11-06,48.8614
2021-11-07,48.8614
2021-11-08,44.6042
2021-11-09,44.9297
2021-11-10,46.8674
2021-11-11,45.1223
2021-11-12,44.484
2021-11-13,44.484
2021-11-14,44.484
2021-11-15,46.9363
2021-11-16,45.1152
2021-11-17,44.7425
2021-11-18,42.6231
2021-11-19,43.7852
2021-11-20,43.7852
2021-11-21,43.7852
2021-11-22,46.9808
2021-11-23,47.3827
2021-11-24,46.6872
2021-11-25,46.6872
2021-11-26,42.8201
2021-11-27,42.8201
2021-11-28,42.8201
2021-11-29,45.1493
2021-11-30,41.0419
2021-12-01,43.9
2021-12-02,45.6783
2021-12-03,45.5829
2021-12-04,45.5829
2021-12-05,45.5829
2021-12-06,49.4765
2021-12-07,48.3069
2021-12-08,50.3535
2021-12-09,49.8689
2021-12-10,50.5373
2021-12-11,50.5373
2021-12-12,50.5373
2021-12-13,52.0345
2021-12-14,53.3921
2021-12-15,56.0313
2021-12-16,55.9115
2021-12-17,49.0087
2021-12-18,49.0087
2021-12-19,49.0087
2021-12-20,49.5818
2021-12-21,49.9923
2021-12-22,50.5132
2021-12-23,49.2742
2021-12-24,49.2742
2021-12-25,49.2742
2021-12-26,49.2742
2021-12-27,50.6342
2021-12-28,52.6059
2021-12-29,53.3165
2021-12-30,53.7605
2021-12-31,53.3567
2022-01-01,53.3567
2022-01-02,53.3567
2022-01-03,52.3399
2022-01-04,54.9676
2022-01-05,55.0022
2022-01-06,55.5336
2022-01-07,57.5723
2022-01-08,57.5723
2022-01-09,57.5723
2022-01-10,56.8412
2022-01-11,55.1654
2022-01-12,53.8774
2022-01-13,55.22
2022-01-14,54.3114
2022-01-15,54.3114
2022-01-16,54.3114
2022-01-17,54.3114
2022-01-18,54.0355
2022-01-19,53.3809
2022-01-20,55.3398
2022-01-21,54.1391
2022-01-22,54.1391
2022-01-23,54.1391
2022-01-24,53.7052
2022-01-25,53.0695
2022-01-26,51.0502
2022-01-27,49.6088
2022-01-28,52.6009
2022-01-29,52.6009
2022-01-30,52.6009
2022-01-31,55.3053
2022-02-01,52.4889
2022-02-02,55.6435
2022-02-03,53.5108
2022-02-04,52.4056
2022-02-05,52.4056
2022-02-06,52.4056
2022-02-07,52.5677
2022-02-08,53.9867
2022-02-09,54.7076
2022-02-10,49.696
2022-02-11,49.0732
2022-02-12,49.0732
2022-02-13,49.0732
2022-02-14,48.9463
2022-02-15,43.8963
2022-02-16,43.0765
2022-02-17,45.7208
2022-02-18,47.08
2022-02-19,47.08
2022-02-20,47.08
2022-02-21,47.08
2022-02-22,47.3878
2022-02-23,46.5009
2022-02-24,44.0216
2022-02-25,51.1748
2022-02-26,51.1748
2022-02-27,51.1748
2022-02-28,50.3525
2022-03-01,48.0335
2022-03-02,50.1739
2022-03-03,53.3202
2022-03-04,54.214
2022-03-05,54.214
2022-03-06,54.214
2022-03-07,55.568
2022-03-08,55.0209
2022-03-09,51.4725
2022-03-10,53.9512
2022-03-11,51.9039
2022-03-12,51.9039
2022-03-13,51.9039
2022-03-14,50.8863
2022-03-15,53.2063
2022-03-16,52.7377
2022-03-17,52.6577
2022-03-18,50.7093
2022-03-19,50.7093
2022-03-20,50.7093
2022-03-21,51.3928
2022-03-22,51.5472
2022-03-23,48.293
2022-03-24,47.9114
2022-03-25,50.9957
2022-03-26,50.9957
2022-03-27,50.9957
2022-03-28,52.7256
2022-03-29,54.2862
2022-03-30,55.4191
2022-03-31,53.9075
2022-04-01,57.5678
2022-04-02,57.5678
2022-04-03,57.5678
2022-04-04,53.8857
2022-04-05,54.4613
2022-04-06,57.3749
2022-04-07,56.0557
2022-04-08,56.8888
2022-04-09,56.8888
2022-04-10,56.8888
2022-04-11,56.7177
2022-04-12,57.2827
2022-04-13,57.1918
2022-04-14,58.1195
2022-04-15,58.1195
2022-04-16,58.1195
2022-04-17,58.1195
2022-04-18,56.4782
2022-04-19,57.6104
2022-04-20,59.6789
2022-04-21,58.5167
2022-04-22,54.9642
2022-04-23,54.9642
2022-04-24,54.9642
2022-04-25,53.3963
2022-04-26,51.6602
2022-04-27,50.6219
2022-04-28,51.0292
2022-04-29,45.5149
2022-04-30,45.5149
2022-05-01,45.5149
2022-05-02,43.9243
2022-05-03,46.2882
2022-05-04,50.0244
2022-05-05,47.2947
2022-05-06,48.5765
2022-05-07,48.5765
2022-05-08,48.5765
2022-05-09,49.5104
2022-05-10,47.2722
2022-05-11,48.0055
2022-05-12,49.348
2022-05-13,49.9967
2022-05-14,49.9967
2022-05-15,49.9967
2022-05-16,50.9523
2022-05-17,48.9398
2022-05-18,50.9442
2022-05-19,51.3274
2022-05-20,50.9977
2022-05-21,50.9977
2022-05-22,50.9977
2022-05-23,50.7447
2022-05-24,51.3274
2022-05-25,53.5214
2022-05-26,56.0634
2022-05-27,57.6029
2022-05-28,57.6029
2022-05-29,57.6029
2022-05-30,57.6029
2022-05-31,55.095
2022-06-01,53.4456
2022-06-02,54.0988
2022-06-03,54.1379
2022-06-04,54.1379
2022-06-05,54.1379
2022-06-06,56.1869
2022-06-07,56.5281
2022-06-08,54.5742
2022-06-09,50.0548
2022-06-10,51.4548
2022-06-11,51.4548
2022-06-12,51.4548
2022-06-13,43.2327
2022-06-14,39.3795
2022-06-15,40.5016
2022-06-16,38.4561
2022-06-17,38.2165
2022-06-18,38.2165
2022-06-19,38.2165
2022-06-20,38.2165
2022-06-21,38.7864
2022-06-22,40.3196
2022-06-23,40.8016
2022-06-24,47.0015
2022-06-25,47.0015
2022-06-26,47.0015
2022-06-27,48.2396
2022-06-28,48.3497
2022-06-29,47.4788
2022-06-30,48.4018
2022-07-01,52.4038
2022-07-02,52.4038
2022-07-03,52.4038
2022-07-04,52.4038
2022-07-05,47.2161
2022-07-06,48.7358
2022-07-07,46.9253
2022-07-08,46.0863
2022-07-09,46.0863
2022-07-10,46.0863
2022-07-11,45.9604
2022-07-12,46.6391
2022-07-13,45.6183
2022-07-14,45.5517
2022-07-15,45.6747
2022-07-16,45.6747
2022-07-17,45.6747
2022-07-18,45.5329
2022-07-19,47.7968
2022-07-20,45.0694
2022-07-21,44.4139
2022-07-22,45.5774
2022-07-23,45.5774
2022-07-24,45.5774
2022-07-25,49.73
2022-07-26,50.786
2022-07-27,51.315
2022-07-28,55.194
2022-07-29,55.2279
2022-07-30,55.2279
2022-07-31,55.2279
2022-08-01,55.7809
2022-08-02,56.0267
2022-08-03,55.7519
2022-08-04,55.9011
2022-08-05,55.9395
2022-08-06,55.9395
2022-08-07,55.9395
2022-08-08,54.6587
2022-08-09,54.946
2022-08-10,54.8433
2022-08-11,54.7375
2022-08-12,58.771
2022-08-13,58.771
2022-08-14,58.771
2022-08-15,60.2661
2022-08-16,61.3886
2022-08-17,59.4124
2022-08-18,56.7144
2022-08-19,56.555
2022-08-20,56.555
2022-08-21,56.555
2022-08-22,50.8835
2022-08-23,49.1541
2022-08-24,46.9127
2022-08-25,47.9777
2022-08-26,44.861
2022-08-27,44.861
2022-08-28,44.861
2022-08-29,45.005
2022-08-30,42.5164
2022-08-31,41.0707
2022-09-01,42.9763
2022-09-02,41.2688
2022-09-03,41.2688
2022-09-04,41.2688
2022-09-05,41.2688
2022-09-06,39.1139
2022-09-07,44.4485
2022-09-08,45.2024
2022-09-09,46.5271
2022-09-10,46.5271
2022-09-11,46.5271
2022-09-12,47.7042
2022-09-13,43.6206
2022-09-14,42.5347
2022-09-15,40.0832
2022-09-16,40.9632
2022-09-17,40.9632
2022-09-18,40.9632
2022-09-19,44.5128
2022-09-20,42.4658
2022-09-21,40.7162
2022-09-22,40.2869
2022-09-23,39.5476
2022-09-24,39.5476
2022-09-25,39.5476
2022-09-26,37.6701
2022-09-27,34.8956
2022-09-28,38.0427
2022-09-29,35.2196
2022-09-30,33.3855
2022-10-01,33.3855
2022-10-02,33.3855
2022-10-03,37.0382
2022-10-04,40.3035
2022-10-05,38.2033
2022-10-06,35.4411
2022-10-07,34.3285
2022-10-08,34.3285
2022-10-09,34.3285
2022-10-10,35.4572
2022-10-11,37.3276
2022-10-12,35.4938
2022-10-13,39.7997
2022-10-14,38.3815
2022-10-15,38.3815
2022-10-16,38.3815
2022-10-17,42.3853
2022-10-18,45.1123
2022-10-19,43.8248
2022-10-20,42.3774
2022-10-21,44.9287
2022-10-22,44.9287
2022-10-23,44.9287
2022-10-24,44.5208
2022-10-25,47.0385
2022-10-26,47.4648
2022-10-27,47.7136
2022-10-28,50.9287
2022-10-29,50.9287
2022-10-30,50.9287
2022-10-31,51.4197
2022-11-01,50.7096
2022-11-02,49.782
2022-11-03,49.0395
2022-11-04,50.9927
2022-11-05,50.9927
2022-11-06,50.9927
2022-11-07,49.2906
2022-11-08,51.4632
2022-11-09,50.9471
2022-11-10,56.3781
2022-11-11,55.2897
2022-11-12,55.2897
2022-11-13,55.2897
2022-11-14,53.228
2022-11-15,54.1943
2022-11-16,53.8327
2022-11-17,53.1326
2022-11-18,55.1717
2022-11-19,55.1717
2022-11-20,55.1717
2022-11-21,56.2626
2022-11-22,57.3904
2022-11-23,58.0454
2022-11-24,58.0454
2022-11-25,59.5466
2022-11-26,59.5466
2022-11-27,59.5466
2022-11-28,59.3114
2022-11-29,56.9456
2022-11-30,59.468
2022-12-01,57.904
2022-12-02,59.6703
2022-12-03,59.6703
2022-12-04,59.6703
2022-12-05,57.2602
2022-12-06,56.9258
2022-12-07,56.9258
2022-12-08,58.0334
2022-12-09,57.9928
2022-12-10,57.9928
2022-12-11,57.9928
2022-12-12,59.4597
2022-12-13,58.6128
2022-12-14,57.7197
2022-12-15,55.1928
2022-12-16,54.2662
2022-12-17,54.2662
2022-12-18,54.2662
2022-12-19,53.7386
2022-12-20,55.2614
2022-12-21,58.1444
2022-12-22,57.1597
2022-12-23,58.7011
2022-12-24,58.7011
2022-12-25,58.7011
2022-12-26,58.7011
2022-12-27,60.2705
2022-12-28,58.6306
2022-12-29,59.8819
2022-12-30,58.1511
2022-12-31,58.1511
2023-01-01,58.1511
2023-01-02,58.1511
2023-01-03,58.4378
2023-01-04,60.9883
2023-01-05,56.9383
2023-01-06,59.341
2023-01-07,59.341
2023-01-08,59.341
2023-01-09,58.5385
2023-01-10,56.3399
2023-01-11,57.1873
2023-01-12,57.5972
2023-01-13,57.9814
2023-01-14,57.9814
2023-01-15,57.9814
2023-01-16,57.9814
2023-01-17,55.5933
2023-01-18,53.2027
2023-01-19,52.1234
2023-01-20,51.9216
2023-01-21,51.9216
2023-01-22,51.9216
2023-01-23,52.8655
2023-01-24,53.73
2023-01-25,54.1835
2023-01-26,53.6845
2023-01-27,54.3176
2023-01-28,54.3176
2023-01-29,54.3176
2023-01-30,53.5136
2023-01-31,56.638
2023-02-01,59.3578
2023-02-02,60.6189
2023-02-03,60.3132
2023-02-04,60.3132
2023-02-05,60.3132
2023-02-06,59.6905
2023-02-07,60.4301
2023-02-08,57.9172
2023-02-09,52.3782
2023-02-10,54.7314
2023-02-11,54.7314
2023-02-12,54.7314
2023-02-13,56.8991
2023-02-14,51.6556
2023-02-15,50.9178
2023-02-16,50.1379
2023-02-17,53.5251
2023-02-18,53.5251
2023-02-19,53.5251
2023-02-20,53.5251
2023-02-21,51.2919
2023-02-22,50.8646
2023-02-23,50.5084
2023-02-24,47.924
2023-02-25,47.924
2023-02-26,47.924
2023-02-27,47.5856
2023-02-28,47.7552
2023-03-01,44.3416
2023-03-02,46.7389
2023-03-03,46.48
2023-03-04,46.48
2023-03-05,46.48
2023-03-06,44.8288
2023-03-07,42.8014
2023-03-08,44.7619
2023-03-09,43.5682
2023-03-10,38.1239
2023-03-11,38.1239
2023-03-12,38.1239
2023-03-13,35.2979
2023-03-14,40.4507
2023-03-15,40.0218
2023-03-16,42.3155
2023-03-17,41.4116
2023-03-18,41.4116
