,LLY US Equity
,RSI_30D
2020-01-01,74.368
2020-01-02,75.0365
2020-01-03,73.9115
2020-01-04,73.9115
2020-01-05,73.9115
2020-01-06,74.3545
2020-01-07,74.5822
2020-01-08,75.6559
2020-01-09,77.469
2020-01-10,78.9924
2020-01-11,78.9924
2020-01-12,78.9924
2020-01-13,79.6361
2020-01-14,80.7463
2020-01-15,81.034
2020-01-16,81.2358
2020-01-17,76.3756
2020-01-18,76.3756
2020-01-19,76.3756
2020-01-20,76.3756
2020-01-21,77.382
2020-01-22,77.8588
2020-01-23,76.9551
2020-01-24,71.6915
2020-01-25,71.6915
2020-01-26,71.6915
2020-01-27,69.9341
2020-01-28,70.8579
2020-01-29,71.4874
2020-01-30,73.9163
2020-01-31,67.3745
2020-02-01,67.3745
2020-02-02,67.3745
2020-02-03,68.6623
2020-02-04,70.8014
2020-02-05,73.7695
2020-02-06,73.6704
2020-02-07,71.8926
2020-02-08,71.8926
2020-02-09,71.8926
2020-02-10,70.1224
2020-02-11,67.708
2020-02-12,66.3206
2020-02-13,64.5185
2020-02-14,63.2718
2020-02-15,63.2718
2020-02-16,63.2718
2020-02-17,63.2718
2020-02-18,63.0678
2020-02-19,62.7256
2020-02-20,64.0378
2020-02-21,64.0825
2020-02-22,64.0825
2020-02-23,64.0825
2020-02-24,56.9569
2020-02-25,52.688
2020-02-26,50.0267
2020-02-27,44.6416
2020-02-28,41.3919
2020-02-29,41.3919
2020-03-01,41.3919
2020-03-02,49.6984
2020-03-03,47.0949
2020-03-04,56.4817
2020-03-05,56.2459
2020-03-06,57.2964
2020-03-07,57.2964
2020-03-08,57.2964
2020-03-09,51.6733
2020-03-10,55.9364
2020-03-11,54.8655
2020-03-12,44.3541
2020-03-13,53.199
2020-03-14,53.199
2020-03-15,53.199
2020-03-16,47.3703
2020-03-17,54.5039
2020-03-18,54.4431
2020-03-19,49.2769
2020-03-20,44.5969
2020-03-21,44.5969
2020-03-22,44.5969
2020-03-23,43.2649
2020-03-24,45.2056
2020-03-25,44.8133
2020-03-26,50.6061
2020-03-27,50.5
2020-03-28,50.5
2020-03-29,50.5
2020-03-30,52.3632
2020-03-31,52.4828
2020-04-01,51.3861
2020-04-02,53.8827
2020-04-03,52.6588
2020-04-04,52.6588
2020-04-05,52.6588
2020-04-06,53.5042
2020-04-07,53.6228
2020-04-08,55.5103
2020-04-09,55.2477
2020-04-10,55.2477
2020-04-11,55.2477
2020-04-12,55.2477
2020-04-13,54.5342
2020-04-14,57.4382
2020-04-15,57.4676
2020-04-16,58.9554
2020-04-17,59.9992
2020-04-18,59.9992
2020-04-19,59.9992
2020-04-20,60.2037
2020-04-21,57.111
2020-04-22,58.837
2020-04-23,60.159
2020-04-24,61.3552
2020-04-25,61.3552
2020-04-26,61.3552
2020-04-27,60.3309
2020-04-28,57.898
2020-04-29,56.6309
2020-04-30,56.3211
2020-05-01,55.7087
2020-05-02,55.7087
2020-05-03,55.7087
2020-05-04,55.4924
2020-05-05,57.7288
2020-05-06,56.9518
2020-05-07,54.62
2020-05-08,54.898
2020-05-09,54.898
2020-05-10,54.898
2020-05-11,57.4171
2020-05-12,56.876
2020-05-13,56.9821
2020-05-14,57.5967
2020-05-15,58.0397
2020-05-16,58.0397
2020-05-17,58.0397
2020-05-18,57.1174
2020-05-19,56.2008
2020-05-20,53.6762
2020-05-21,53.0888
2020-05-22,52.3085
2020-05-23,52.3085
2020-05-24,52.3085
2020-05-25,52.3085
2020-05-26,50.1308
2020-05-27,48.651
2020-05-28,51.8701
2020-05-29,53.278
2020-05-30,53.278
2020-05-31,53.278
2020-06-01,52.9298
2020-06-02,53.8104
2020-06-03,52.8457
2020-06-04,51.5377
2020-06-05,50.4725
2020-06-06,50.4725
2020-06-07,50.4725
2020-06-08,50.4725
2020-06-09,50.4131
2020-06-10,51.7866
2020-06-11,46.8216
2020-06-12,46.462
2020-06-13,46.462
2020-06-14,46.462
2020-06-15,45.1211
2020-06-16,58.6751
2020-06-17,56.2527
2020-06-18,56.7954
2020-06-19,56.0564
2020-06-20,56.0564
2020-06-21,56.0564
2020-06-22,56.3217
2020-06-23,55.5663
2020-06-24,54.0068
2020-06-25,57.1468
2020-06-26,57.1261
2020-06-27,57.1261
2020-06-28,57.1261
2020-06-29,57.0475
2020-06-30,57.844
2020-07-01,57.1828
2020-07-02,57.5083
2020-07-03,57.5083
2020-07-04,57.5083
2020-07-05,57.5083
2020-07-06,59.2077
2020-07-07,59.0944
2020-07-08,60.4266
2020-07-09,58.2179
2020-07-10,55.7857
2020-07-11,55.7857
2020-07-12,55.7857
2020-07-13,54.8046
2020-07-14,55.9321
2020-07-15,56.9022
2020-07-16,56.5332
2020-07-17,57.1465
2020-07-18,57.1465
2020-07-19,57.1465
2020-07-20,57.8388
2020-07-21,56.3223
2020-07-22,55.9213
2020-07-23,53.0987
2020-07-24,51.4951
2020-07-25,51.4951
2020-07-26,51.4951
2020-07-27,52.2189
2020-07-28,53.8155
2020-07-29,53.0479
2020-07-30,46.3927
2020-07-31,44.6
2020-08-01,44.6
2020-08-02,44.6
2020-08-03,46.6083
2020-08-04,48.1412
2020-08-05,47.7811
2020-08-06,46.7457
2020-08-07,46.7865
2020-08-08,46.7865
2020-08-09,46.7865
2020-08-10,46.8456
2020-08-11,45.0928
2020-08-12,46.7622
2020-08-13,45.7456
2020-08-14,45.4654
2020-08-15,45.4654
2020-08-16,45.4654
2020-08-17,46.778
2020-08-18,48.1934
2020-08-19,47.515
2020-08-20,46.7267
2020-08-21,45.0343
2020-08-22,45.0343
2020-08-23,45.0343
2020-08-24,45.2905
2020-08-25,45.4524
2020-08-26,45.0901
2020-08-27,44.8349
2020-08-28,43.4061
2020-08-29,43.4061
2020-08-30,43.4061
2020-08-31,44.583
2020-09-01,43.6091
2020-09-02,46.1222
2020-09-03,45.6267
2020-09-04,47.6994
2020-09-05,47.6994
2020-09-06,47.6994
2020-09-07,47.6994
2020-09-08,46.1585
2020-09-09,48.9924
2020-09-10,43.8332
2020-09-11,45.755
2020-09-12,45.755
2020-09-13,45.755
2020-09-14,46.6735
2020-09-15,47.7596
2020-09-16,48.6412
2020-09-17,50.1351
2020-09-18,51.7689
2020-09-19,51.7689
2020-09-20,51.7689
2020-09-21,48.8563
2020-09-22,47.6324
2020-09-23,47.5857
2020-09-24,46.6394
2020-09-25,48.185
2020-09-26,48.185
2020-09-27,48.185
2020-09-28,46.1261
2020-09-29,44.4523
2020-09-30,46.3777
2020-10-01,43.1023
2020-10-02,44.1094
2020-10-03,44.1094
2020-10-04,44.1094
2020-10-05,45.6457
2020-10-06,43.4696
2020-10-07,48.3874
2020-10-08,52.4128
2020-10-09,55.1093
2020-10-10,55.1093
2020-10-11,55.1093
2020-10-12,52.916
2020-10-13,49.1798
2020-10-14,47.8948
2020-10-15,46.5888
2020-10-16,46.0782
2020-10-17,46.0782
2020-10-18,46.0782
2020-10-19,43.5919
2020-10-20,44.3313
2020-10-21,42.6618
2020-10-22,42.9929
2020-10-23,43.7151
2020-10-24,43.7151
2020-10-25,43.7151
2020-10-26,43.1879
2020-10-27,36.6066
2020-10-28,36.2624
2020-10-29,37.5392
2020-10-30,36.2723
2020-10-31,36.2723
2020-11-01,36.2723
2020-11-02,37.4939
2020-11-03,37.0853
2020-11-04,51.8041
2020-11-05,49.7069
2020-11-06,47.8907
2020-11-07,47.8907
2020-11-08,47.8907
2020-11-09,47.6252
2020-11-10,50.5509
2020-11-11,49.3377
2020-11-12,47.3739
2020-11-13,48.3344
2020-11-14,48.3344
2020-11-15,48.3344
2020-11-16,47.1539
2020-11-17,47.6051
2020-11-18,46.9056
2020-11-19,49.3282
2020-11-20,50.8185
2020-11-21,50.8185
2020-11-22,50.8185
2020-11-23,49.297
2020-11-24,50.4036
2020-11-25,50.2916
2020-11-26,50.2916
2020-11-27,52.2605
2020-11-28,52.2605
2020-11-29,52.2605
2020-11-30,50.8734
2020-12-01,50.8032
2020-12-02,50.4832
2020-12-03,49.6343
2020-12-04,53.0129
2020-12-05,53.0129
2020-12-06,53.0129
2020-12-07,52.1539
2020-12-08,53.5742
2020-12-09,59.3507
2020-12-10,61.0783
2020-12-11,60.2309
2020-12-12,60.2309
2020-12-13,60.2309
2020-12-14,58.3722
2020-12-15,63.5702
2020-12-16,65.7191
2020-12-17,65.9798
2020-12-18,64.8973
2020-12-19,64.8973
2020-12-20,64.8973
2020-12-21,62.6332
2020-12-22,60.9049
2020-12-23,59.876
2020-12-24,60.5323
2020-12-25,60.5323
2020-12-26,60.5323
2020-12-27,60.5323
2020-12-28,60.3938
2020-12-29,60.4406
2020-12-30,60.6991
2020-12-31,61.7978
2021-01-01,61.7978
2021-01-02,61.7978
2021-01-03,61.7978
2021-01-04,58.6993
2021-01-05,59.2186
2021-01-06,57.3976
2021-01-07,58.3968
2021-01-08,58.7809
2021-01-09,58.7809
2021-01-10,58.7809
2021-01-11,68.8121
