,BMY US Equity
,RSI_30D
2020-01-01,70.7341
2020-01-02,68.9078
2020-01-03,66.4242
2020-01-04,66.4242
2020-01-05,66.4242
2020-01-06,66.8654
2020-01-07,68.8753
2020-01-08,68.5583
2020-01-09,71.6266
2020-01-10,70.6399
2020-01-11,70.6399
2020-01-12,70.6399
2020-01-13,72.2912
2020-01-14,72.7902
2020-01-15,73.0328
2020-01-16,73.3834
2020-01-17,73.0885
2020-01-18,73.0885
2020-01-19,73.0885
2020-01-20,73.0885
2020-01-21,74.3504
2020-01-22,74.3504
2020-01-23,71.5197
2020-01-24,60.0706
2020-01-25,60.0706
2020-01-26,60.0706
2020-01-27,58.4282
2020-01-28,61.0843
2020-01-29,58.7408
2020-01-30,57.6147
2020-01-31,54.7831
2020-02-01,54.7831
2020-02-02,54.7831
2020-02-03,56.4067
2020-02-04,58.1583
2020-02-05,61.1175
2020-02-06,64.1629
2020-02-07,61.3641
2020-02-08,61.3641
2020-02-09,61.3641
2020-02-10,62.672
2020-02-11,62.8298
2020-02-12,62.8501
2020-02-13,59.744
2020-02-14,60.4041
2020-02-15,60.4041
2020-02-16,60.4041
2020-02-17,60.4041
2020-02-18,59.3635
2020-02-19,58.1599
2020-02-20,56.3859
2020-02-21,57.5275
2020-02-22,57.5275
2020-02-23,57.5275
2020-02-24,52.4065
2020-02-25,47.5765
2020-02-26,47.3299
2020-02-27,41.8147
2020-02-28,40.7757
2020-02-29,40.7757
2020-03-01,40.7757
2020-03-02,44.3
2020-03-03,41.9975
2020-03-04,47.6293
2020-03-05,45.6581
2020-03-06,45.2822
2020-03-07,45.2822
2020-03-08,45.2822
2020-03-09,40.4747
2020-03-10,41.1334
2020-03-11,38.7975
2020-03-12,33.5748
2020-03-13,38.6634
2020-03-14,38.6634
2020-03-15,38.6634
2020-03-16,33.9967
2020-03-17,39.7725
2020-03-18,35.608
2020-03-19,34.2123
2020-03-20,33.8432
2020-03-21,33.8432
2020-03-22,33.8432
2020-03-23,32.0111
2020-03-24,37.0194
2020-03-25,37.2048
2020-03-26,41.8702
2020-03-27,42.6904
2020-03-28,42.6904
2020-03-29,42.6904
2020-03-30,45.0662
2020-03-31,46.9845
2020-04-01,45.8556
2020-04-02,47.0668
2020-04-03,47.5294
2020-04-04,47.5294
2020-04-05,47.5294
2020-04-06,50.7829
2020-04-07,49.4676
2020-04-08,51.2842
2020-04-09,52.1541
2020-04-10,52.1541
2020-04-11,52.1541
2020-04-12,52.1541
2020-04-13,52.1675
2020-04-14,53.6695
2020-04-15,52.7816
2020-04-16,52.9206
2020-04-17,54.365
2020-04-18,54.365
2020-04-19,54.365
2020-04-20,55.8212
2020-04-21,54.0215
2020-04-22,54.4949
2020-04-23,54.5234
