,LRCX US Equity
2020-05-05,47.2757
2020-05-06,47.5436
2020-05-07,48.023
2020-05-08,50.7195
2020-05-09,50.7195
2020-05-10,50.7195
2020-05-11,50.2385
2020-05-12,49.2852
2020-05-13,48.1082
2020-05-14,51.3208
2020-05-15,48.7465
2020-05-16,48.7465
2020-05-17,48.7465
2020-05-18,49.6045
2020-05-19,50.2457
2020-05-20,51.689
2020-05-21,50.0359
2020-05-22,50.1053
2020-05-23,50.1053
2020-05-24,50.1053
2020-05-25,50.1053
2020-05-26,50.9412
2020-05-27,52.4796
2020-05-28,50.9062
2020-05-29,52.0038
2020-05-30,52.0038
2020-05-31,52.0038
2020-06-01,51.534
2020-06-02,51.6161
2020-06-03,54.1454
2020-06-04,54.9273
2020-06-05,56.9347
2020-06-06,56.9347
2020-06-07,56.9347
2020-06-08,55.5017
2020-06-09,56.2385
2020-06-10,56.03
2020-06-11,52.3506
2020-06-12,52.7065
2020-06-13,52.7065
2020-06-14,52.7065
2020-06-15,53.8361
2020-06-16,56.3686
2020-06-17,57.6563
2020-06-18,57.8146
2020-06-19,57.8864
2020-06-20,57.8864
2020-06-21,57.8864
2020-06-22,57.2255
2020-06-23,57.8466
2020-06-24,55.5345
2020-06-25,56.7307
2020-06-26,54.4895
2020-06-27,54.4895
2020-06-28,54.4895
2020-06-29,55.5598
2020-06-30,58.1319
2020-07-01,56.7767
2020-07-02,57.8344
2020-07-03,57.8344
2020-07-04,57.8344
2020-07-05,57.8344
2020-07-06,59.6821
2020-07-07,58.0304
2020-07-08,59.0113
2020-07-09,59.3374
2020-07-10,60.0453
2020-07-11,60.0453
2020-07-12,60.0453
2020-07-13,59.3263
2020-07-14,60.8496
2020-07-15,60.1081
2020-07-16,60.3999
2020-07-17,60.6492
2020-07-18,60.6492
2020-07-19,60.6492
2020-07-20,61.9816
2020-07-21,62.555
2020-07-22,63.4173
2020-07-23,61.3065
2020-07-24,58.7292
2020-07-25,58.7292
2020-07-26,58.7292
2020-07-27,61.031
2020-07-28,58.531
2020-07-29,60.6971
2020-07-30,63.6224
2020-07-31,63.2429
2020-08-01,63.2429
2020-08-02,63.2429
2020-08-03,63.9283
2020-08-04,64.5003
2020-08-05,64.0592
2020-08-06,62.383
2020-08-07,60.821
2020-08-08,60.821
2020-08-09,60.821
2020-08-10,61.4385
2020-08-11,59.4672
2020-08-12,61.8162
2020-08-13,60.5112
2020-08-14,59.5347
2020-08-15,59.5347
2020-08-16,59.5347
2020-08-17,60.5935
2020-08-18,59.2636
2020-08-19,58.5619
2020-08-20,54.7075
2020-08-21,53.3646
2020-08-22,53.3646
2020-08-23,53.3646
2020-08-24,52.7242
2020-08-25,53.0804
2020-08-26,52.8854
2020-08-27,50.0724
2020-08-28,52.4319
2020-08-29,52.4319
2020-08-30,52.4319
2020-08-31,48.7438
2020-09-01,49.8111
2020-09-02,54.9071
2020-09-03,49.8958
2020-09-04,48.0919
2020-09-05,48.0919
2020-09-06,48.0919
2020-09-07,48.0919
2020-09-08,42.3648
2020-09-09,42.0563
2020-09-10,41.4695
2020-09-11,40.859
2020-09-12,40.859
2020-09-13,40.859
2020-09-14,43.646
2020-09-15,44.4772
2020-09-16,44.0312
2020-09-17,43.8925
2020-09-18,44.2304
2020-09-19,44.2304
2020-09-20,44.2304
2020-09-21,46.1987
2020-09-22,47.1278
2020-09-23,46.7539
2020-09-24,49.284
2020-09-25,50.0342
2020-09-26,50.0342
2020-09-27,50.0342
2020-09-28,51.5504
2020-09-29,52.1215
2020-09-30,50.5895
2020-10-01,52.3824
2020-10-02,49.7459
2020-10-03,49.7459
2020-10-04,49.7459
2020-10-05,52.9261
2020-10-06,52.6076
2020-10-07,53.7116
2020-10-08,55.8567
2020-10-09,57.396
2020-10-10,57.396
2020-10-11,57.396
2020-10-12,58.9029
2020-10-13,59.7156
2020-10-14,59.7247
2020-10-15,59.9851
2020-10-16,56.7975
2020-10-17,56.7975
2020-10-18,56.7975
2020-10-19,56.3883
2020-10-20,56.3883
2020-10-21,57.1138
2020-10-22,54.4677
2020-10-23,53.2553
2020-10-24,53.2553
2020-10-25,53.2553
2020-10-26,51.4338
2020-10-27,50.3574
2020-10-28,48.9816
2020-10-29,52.8621
2020-10-30,49.8107
2020-10-31,49.8107
2020-11-01,49.8107
2020-11-02,52.0809
2020-11-03,56.5672
2020-11-04,58.5772
2020-11-05,62.1547
2020-11-06,63.777
2020-11-07,63.777
2020-11-08,63.777
2020-11-09,64.8774
2020-11-10,62.4706
2020-11-11,65.0435
2020-11-12,63.4969
2020-11-13,64.7264
2020-11-14,64.7264
2020-11-15,64.7264
2020-11-16,66.6479
2020-11-17,64.5842
2020-11-18,64.1375
2020-11-19,65.2786
2020-11-20,64.1186
2020-11-21,64.1186
2020-11-22,64.1186
2020-11-23,66.4255
2020-11-24,65.7593
2020-11-25,65.8117
2020-11-26,65.8117
2020-11-27,67.2987
2020-11-28,67.2987
2020-11-29,67.2987
2020-11-30,66.1161
2020-12-01,68.3397
2020-12-02,69.916
2020-12-03,70.5518
2020-12-04,72.5225
2020-12-05,72.5225
2020-12-06,72.5225
2020-12-07,73.5248
2020-12-08,74.0085
2020-12-09,68.6066
2020-12-10,67.5539
2020-12-11,67.7694
2020-12-12,67.7694
2020-12-13,67.7694
2020-12-14,67.7936
2020-12-15,68.2963
2020-12-16,67.6586
2020-12-17,65.4459
2020-12-18,63.8361
2020-12-19,63.8361
2020-12-20,63.8361
2020-12-21,64.2265
2020-12-22,62.2936
2020-12-23,60.5467
2020-12-24,62.2784
2020-12-25,62.2784
2020-12-26,62.2784
2020-12-27,62.2784
2020-12-28,61.0032
2020-12-29,60.1379
2020-12-30,62.2952
2020-12-31,58.7292
2021-01-01,58.7292
2021-01-02,58.7292
2021-01-03,58.7292
2021-01-04,59.8515
2021-01-05,62.8557
2021-01-06,63.1901
2021-01-07,66.1133
2021-01-08,62.4503
2021-01-09,62.4503
2021-01-10,62.4503
2021-01-11,64.7864
2021-01-12,67.59
2021-01-13,64.9269
2021-01-14,68.9152
2021-01-15,66.3557
2021-01-16,66.3557
2021-01-17,66.3557
2021-01-18,66.3557
2021-01-19,70.0051
2021-01-20,66.1185
2021-01-21,66.2541
2021-01-22,66.1758
2021-01-23,66.1758
2021-01-24,66.1758
2021-01-25,66.6444
2021-01-26,63.1497
2021-01-27,55.6314
2021-01-28,54.2652
2021-01-29,50.3713
2021-01-30,50.3713
2021-01-31,50.3713
2021-02-01,52.9815
2021-02-02,55.0258
2021-02-03,53.1077
2021-02-04,55.1993
2021-02-05,53.6093
2021-02-06,53.6093
2021-02-07,53.6093
2021-02-08,56.6527
2021-02-09,55.8785
2021-02-10,56.4574
2021-02-11,61.1903
2021-02-12,62.665
2021-02-13,62.665
2021-02-14,62.665
2021-02-15,62.665
2021-02-16,63.2481
2021-02-17,62.1986
2021-02-18,60.7549
2021-02-19,63.0072
2021-02-20,63.0072
2021-02-21,63.0072
2021-02-22,57.9085
2021-02-23,57.1042
2021-02-24,60.8455
2021-02-25,53.858
2021-02-26,55.9349
2021-02-27,55.9349
2021-02-28,55.9349
2021-03-01,59.0227
2021-03-02,55.7689
2021-03-03,53.134
2021-03-04,50.6272
2021-03-05,52.5773
2021-03-06,52.5773
2021-03-07,52.5773
2021-03-08,47.9051
2021-03-09,51.9147
2021-03-10,49.5228
2021-03-11,51.091
2021-03-12,50.0719
2021-03-13,50.0719
2021-03-14,50.0719
2021-03-15,51.2082
2021-03-16,52.3149
2021-03-17,52.8645
2021-03-18,51.4092
2021-03-19,51.7212
2021-03-20,51.7212
2021-03-21,51.7212
2021-03-22,53.4651
2021-03-23,51.7602
2021-03-24,52.5656
2021-03-25,52.0712
2021-03-26,55.6088
2021-03-27,55.6088
2021-03-28,55.6088
2021-03-29,54.0205
2021-03-30,54.2406
2021-03-31,56.3986
2021-04-01,60.1733
2021-04-02,60.1733
2021-04-03,60.1733
2021-04-04,60.1733
2021-04-05,61.8409
2021-04-06,60.8214
2021-04-07,61.3209
2021-04-08,62.0533
2021-04-09,61.2722
2021-04-10,61.2722
2021-04-11,61.2722
2021-04-12,59.7512
2021-04-13,59.0684
2021-04-14,58.4714
2021-04-15,59.3174
2021-04-16,58.53
2021-04-17,58.53
2021-04-18,58.53
2021-04-19,55.6301
2021-04-20,54.5239
2021-04-21,57.3684
2021-04-22,54.0577
2021-04-23,55.3501
2021-04-24,55.3501
2021-04-25,55.3501
2021-04-26,56.8697
2021-04-27,57.0347
2021-04-28,56.1473
2021-04-29,56.447
2021-04-30,53.7754
2021-05-01,53.7754
2021-05-02,53.7754
2021-05-03,53.3666
2021-05-04,51.9725
2021-05-05,52.5244
2021-05-06,53.2836
2021-05-07,54.8046
2021-05-08,54.8046
2021-05-09,54.8046
2021-05-10,49.2247
2021-05-11,49.9399
2021-05-12,46.0407
2021-05-13,49.2328
2021-05-14,51.2462
2021-05-15,51.2462
2021-05-16,51.2462
2021-05-17,50.019
2021-05-18,49.2107
2021-05-19,51.1691
2021-05-20,53.7721
2021-05-21,52.288
2021-05-22,52.288
2021-05-23,52.288
2021-05-24,54.4067
2021-05-25,54.9835
2021-05-26,54.6924
2021-05-27,55.4938
2021-05-28,55.9306
2021-05-29,55.9306
2021-05-30,55.9306
2021-05-31,55.9306
2021-06-01,55.82
2021-06-02,55.8129
2021-06-03,53.9508
2021-06-04,56.1864
2021-06-05,56.1864
2021-06-06,56.1864
2021-06-07,55.3706
2021-06-08,53.6777
2021-06-09,53.1938
2021-06-10,54.0216
2021-06-11,54.1897
2021-06-12,54.1897
2021-06-13,54.1897
2021-06-14,55.2175
2021-06-15,54.3683
2021-06-16,53.6277
2021-06-17,53.7706
2021-06-18,49.6427
2021-06-19,49.6427
2021-06-20,49.6427
2021-06-21,50.5065
2021-06-22,50.9693
2021-06-23,51.3301
2021-06-24,52.9231
2021-06-25,52.174
2021-06-26,52.174
2021-06-27,52.174
2021-06-28,54.5734
2021-06-29,55.2524
2021-06-30,55.0603
2021-07-01,52.0328
2021-07-02,51.7606
2021-07-03,51.7606
2021-07-04,51.7606
2021-07-05,51.7606
2021-07-06,50.1715
2021-07-07,48.8208
2021-07-08,47.6145
2021-07-09,48.7952
2021-07-10,48.7952
2021-07-11,48.7952
2021-07-12,50.9051
2021-07-13,50.776
2021-07-14,49.5976
2021-07-15,48.3763
2021-07-16,44.8172
2021-07-17,44.8172
2021-07-18,44.8172
2021-07-19,45.3848
2021-07-20,48.2078
2021-07-21,53.0686
2021-07-22,52.8441
2021-07-23,53.5131
2021-07-24,53.5131
2021-07-25,53.5131
2021-07-26,53.532
2021-07-27,50.3951
2021-07-28,52.4065
2021-07-29,49.8183
2021-07-30,52.6186
2021-07-31,52.6186
2021-08-01,52.6186
2021-08-02,53.2845
2021-08-03,53.8529
2021-08-04,54.5087
2021-08-05,53.7446
2021-08-06,54.1161
2021-08-07,54.1161
2021-08-08,54.1161
2021-08-09,52.6961
2021-08-10,48.5729
2021-08-11,47.1577
2021-08-12,43.3774
2021-08-13,42.9361
2021-08-14,42.9361
2021-08-15,42.9361
2021-08-16,44.5294
2021-08-17,43.0763
2021-08-18,41.7248
2021-08-19,43.2084
2021-08-20,41.6044
2021-08-21,41.6044
2021-08-22,41.6044
2021-08-23,45.0662
2021-08-24,45.3004
2021-08-25,45.8952
2021-08-26,45.3483
2021-08-27,49.7397
2021-08-28,49.7397
2021-08-29,49.7397
2021-08-30,49.4683
2021-08-31,48.9212
2021-09-01,48.0471
2021-09-02,48.4854
2021-09-03,50.1015
2021-09-04,50.1015
2021-09-05,50.1015
2021-09-06,50.1015
2021-09-07,46.9979
2021-09-08,45.3956
2021-09-09,47.3339
2021-09-10,48.1842
2021-09-11,48.1842
2021-09-12,48.1842
2021-09-13,50.1562
2021-09-14,49.1986
2021-09-15,50.6774
2021-09-16,51.4719
2021-09-17,50.152
2021-09-18,50.152
2021-09-19,50.152
2021-09-20,46.7121
2021-09-21,46.0794
2021-09-22,48.9629
2021-09-23,51.0485
2021-09-24,51.0335
2021-09-25,51.0335
2021-09-26,51.0335
2021-09-27,52.0763
2021-09-28,46.5438
2021-09-29,43.6586
2021-09-30,43.9778
2021-10-01,44.0936
2021-10-02,44.0936
2021-10-03,44.0936
2021-10-04,41.122
2021-10-05,42.3047
2021-10-06,41.6777
2021-10-07,42.5418
2021-10-08,41.6582
2021-10-09,41.6582
2021-10-10,41.6582
2021-10-11,42.1588
2021-10-12,41.2499
2021-10-13,40.8683
2021-10-14,45.9978
2021-10-15,45.3984
2021-10-16,45.3984
2021-10-17,45.3984
2021-10-18,46.2836
2021-10-19,46.7334
2021-10-20,45.7419
2021-10-21,43.9189
2021-10-22,44.22
2021-10-23,44.22
2021-10-24,44.22
2021-10-25,43.3498
2021-10-26,42.7964
2021-10-27,43.9399
2021-10-28,46.8365
2021-10-29,46.3582
2021-10-30,46.3582
2021-10-31,46.3582
2021-11-01,48.4606
2021-11-02,48.7949
2021-11-03,50.4051
2021-11-04,54.0249
2021-11-05,56.3163
2021-11-06,56.3163
2021-11-07,56.3163
2021-11-08,55.9093
2021-11-09,58.2661
2021-11-10,54.4815
2021-11-11,55.9353
2021-11-12,57.8216
2021-11-13,57.8216
2021-11-14,57.8216
2021-11-15,58.8151
2021-11-16,59.4912
2021-11-17,58.5883
2021-11-18,59.4941
2021-11-19,60.9798
2021-11-20,60.9798
2021-11-21,60.9798
2021-11-22,61.3507
2021-11-23,63.721
2021-11-24,63.5748
2021-11-25,63.5748
2021-11-26,58.6349
2021-11-27,58.6349
2021-11-28,58.6349
2021-11-29,64.4868
2021-11-30,64.3183
2021-12-01,66.1326
2021-12-02,58.8852
2021-12-03,58.8747
2021-12-04,58.8747
2021-12-05,58.8747
2021-12-06,59.7722
2021-12-07,64.8064
2021-12-08,65.7128
2021-12-09,62.6135
2021-12-10,63.4146
2021-12-11,63.4146
2021-12-12,63.4146
2021-12-13,59.2209
2021-12-14,58.4082
2021-12-15,60.7743
2021-12-16,56.0321
2021-12-17,55.6678
2021-12-18,55.6678
2021-12-19,55.6678
2021-12-20,54.2686
2021-12-21,57.2875
2021-12-22,58.3419
2021-12-23,59.2983
2021-12-24,59.2983
2021-12-25,59.2983
2021-12-26,59.2983
2021-12-27,62.249
2021-12-28,60.8981
2021-12-29,62.1381
2021-12-30,60.5672
2021-12-31,60.6674
2022-01-01,60.6674
2022-01-02,60.6674
2022-01-03,61.4471
2022-01-04,58.8719
2022-01-05,55.2772
2022-01-06,56.6471
2022-01-07,51.3881
2022-01-08,51.3881
2022-01-09,51.3881
2022-01-10,50.6426
2022-01-11,51.9296
2022-01-12,53.7627
2022-01-13,53.8252
2022-01-14,59.2752
2022-01-15,59.2752
2022-01-16,59.2752
2022-01-17,59.2752
2022-01-18,51.8091
2022-01-19,47.3991
2022-01-20,44.8869
2022-01-21,43.4528
2022-01-22,43.4528
2022-01-23,43.4528
2022-01-24,45.5318
2022-01-25,42.1709
2022-01-26,43.2596
2022-01-27,39.49
2022-01-28,40.2503
2022-01-29,40.2503
2022-01-30,40.2503
2022-01-31,43.8473
2022-02-01,43.8047
2022-02-02,46.4741
2022-02-03,44.2313
2022-02-04,43.3206
2022-02-05,43.3206
2022-02-06,43.3206
2022-02-07,42.5996
2022-02-08,43.2242
2022-02-09,47.0015
2022-02-10,45.7314
2022-02-11,42.4394
2022-02-12,42.4394
2022-02-13,42.4394
2022-02-14,42.2824
2022-02-15,46.4719
2022-02-16,46.2425
2022-02-17,45.1764
2022-02-18,44.1467
2022-02-19,44.1467
2022-02-20,44.1467
2022-02-21,44.1467
2022-02-22,43.1626
2022-02-23,41.5459
2022-02-24,44.1066
2022-02-25,45.3538
2022-02-26,45.3538
2022-02-27,45.3538
2022-02-28,44.1827
2022-03-01,42.2056
2022-03-02,43.8869
2022-03-03,42.8786
2022-03-04,41.2256
2022-03-05,41.2256
2022-03-06,41.2256
2022-03-07,38.0876
2022-03-08,38.2496
2022-03-09,41.7313
2022-03-10,39.9793
2022-03-11,38.8393
2022-03-12,38.8393
2022-03-13,38.8393
2022-03-14,37.6703
2022-03-15,39.9161
2022-03-16,43.5533
2022-03-17,44.9239
2022-03-18,46.9861
2022-03-19,46.9861
2022-03-20,46.9861
2022-03-21,46.2258
2022-03-22,47.3474
2022-03-23,45.7741
2022-03-24,48.6008
2022-03-25,48.4558
2022-03-26,48.4558
2022-03-27,48.4558
2022-03-28,48.7372
2022-03-29,50.0536
2022-03-30,47.8264
2022-03-31,46.6716
2022-04-01,45.412
2022-04-02,45.412
2022-04-03,45.412
2022-04-04,46.6492
2022-04-05,43.4319
2022-04-06,42.9072
2022-04-07,43.5737
2022-04-08,42.4144
2022-04-09,42.4144
2022-04-10,42.4144
2022-04-11,40.887
2022-04-12,40.0637
2022-04-13,40.8527
2022-04-14,39.284
2022-04-15,39.284
2022-04-16,39.284
2022-04-17,39.284
2022-04-18,41.323
2022-04-19,42.5219
2022-04-20,42.838
2022-04-21,41.5882
2022-04-22,40.9281
2022-04-23,40.9281
2022-04-24,40.9281
2022-04-25,42.8816
2022-04-26,40.8621
2022-04-27,40.8165
2022-04-28,44.8253
2022-04-29,42.7982
2022-04-30,42.7982
2022-05-01,42.7982
2022-05-02,44.6721
2022-05-03,45.4988
2022-05-04,48.2067
2022-05-05,45.41
2022-05-06,45.0703
2022-05-07,45.0703
2022-05-08,45.0703
2022-05-09,41.8149
2022-05-10,43.4424
2022-05-11,42.2257
2022-05-12,44.0257
2022-05-13,48.0139
2022-05-14,48.0139
2022-05-15,48.0139
2022-05-16,46.9749
2022-05-17,50.4714
2022-05-18,46.7485
2022-05-19,46.2063
2022-05-20,46.4453
2022-05-21,46.4453
2022-05-22,46.4453
2022-05-23,47.5572
2022-05-24,46.2237
2022-05-25,48.246
2022-05-26,50.7415
2022-05-27,53.1003
2022-05-28,53.1003
2022-05-29,53.1003
2022-05-30,53.1003
2022-05-31,51.8071
2022-06-01,50.1693
2022-06-02,52.0957
2022-06-03,51.0099
2022-06-04,51.0099
2022-06-05,51.0099
2022-06-06,51.2669
2022-06-07,52.0859
2022-06-08,50.6976
2022-06-09,48.4893
2022-06-10,46.36
2022-06-11,46.36
2022-06-12,46.36
2022-06-13,43.5221
2022-06-14,44.067
2022-06-15,44.5778
2022-06-16,41.0372
2022-06-17,41.1957
2022-06-18,41.1957
2022-06-19,41.1957
2022-06-20,41.1957
2022-06-21,43.0508
2022-06-22,42.2976
2022-06-23,42.1381
2022-06-24,45.7065
2022-06-25,45.7065
2022-06-26,45.7065
2022-06-27,45.6619
2022-06-28,44.37
2022-06-29,43.1424
2022-06-30,43.0435
2022-07-01,39.7617
2022-07-02,39.7617
2022-07-03,39.7617
2022-07-04,39.7617
2022-07-05,39.164
2022-07-06,39.6165
2022-07-07,43.0934
2022-07-08,43.1284
2022-07-09,43.1284
2022-07-10,43.1284
2022-07-11,41.7203
2022-07-12,42.2513
2022-07-13,43.2013
2022-07-14,44.3292
2022-07-15,45.5248
2022-07-16,45.5248
2022-07-17,45.5248
2022-07-18,45.0164
2022-07-19,48.5749
2022-07-20,51.0763
2022-07-21,52.5271
2022-07-22,50.8114
2022-07-23,50.8114
2022-07-24,50.8114
2022-07-25,49.9031
2022-07-26,48.5014
2022-07-27,51.3285
2022-07-28,53.5592
2022-07-29,55.4619
2022-07-30,55.4619
2022-07-31,55.4619
2022-08-01,55.7378
2022-08-02,55.7144
2022-08-03,58.3696
2022-08-04,59.1919
2022-08-05,57.251
2022-08-06,57.251
2022-08-07,57.251
2022-08-08,55.5953
2022-08-09,49.8553
2022-08-10,53.0474
2022-08-11,53.3492
2022-08-12,55.8221
2022-08-13,55.8221
2022-08-14,55.8221
2022-08-15,55.6344
2022-08-16,54.6216
2022-08-17,52.7854
2022-08-18,53.4917
2022-08-19,49.8537
2022-08-20,49.8537
2022-08-21,49.8537
2022-08-22,47.421
2022-08-23,48.2902
2022-08-24,48.1666
2022-08-25,50.2488
2022-08-26,47.0446
2022-08-27,47.0446
2022-08-28,47.0446
2022-08-29,45.9755
2022-08-30,45.7474
2022-08-31,45.1532
2022-09-01,44.4186
2022-09-02,44.1868
2022-09-03,44.1868
2022-09-04,44.1868
2022-09-05,44.1868
2022-09-06,43.7415
2022-09-07,44.6183
2022-09-08,45.8121
2022-09-09,47.7046
2022-09-10,47.7046
2022-09-11,47.7046
2022-09-12,47.1939
2022-09-13,43.6916
2022-09-14,43.9112
2022-09-15,42.7889
2022-09-16,42.2227
2022-09-17,42.2227
2022-09-18,42.2227
2022-09-19,42.2227
2022-09-20,41.4139
2022-09-21,40.7548
2022-09-22,39.1508
2022-09-23,38.3231
2022-09-24,38.3231
2022-09-25,38.3231
2022-09-26,37.1416
2022-09-27,38.277
2022-09-28,39.3435
2022-09-29,37.8272
2022-09-30,37.2189
2022-10-01,37.2189
2022-10-02,37.2189
2022-10-03,42.2211
2022-10-04,44.3424
2022-10-05,44.2319
2022-10-06,43.8692
2022-10-07,40.4854
2022-10-08,40.4854
2022-10-09,40.4854
2022-10-10,37.3288
2022-10-11,34.5909
2022-10-12,34.2538
2022-10-13,37.6583
2022-10-14,34.7833
2022-10-15,34.7833
2022-10-16,34.7833
2022-10-17,34.8775
2022-10-18,36.2238
2022-10-19,37.8298
2022-10-20,42.6352
2022-10-21,44.9267
2022-10-22,44.9267
2022-10-23,44.9267
2022-10-24,45.7074
2022-10-25,46.695
2022-10-26,47.6533
2022-10-27,48.242
2022-10-28,50.9224
2022-10-29,50.9224
2022-10-30,50.9224
2022-10-31,50.7887
2022-11-01,52.0637
2022-11-02,49.2049
2022-11-03,48.8658
2022-11-04,53.0307
2022-11-05,53.0307
2022-11-06,53.0307
2022-11-07,55.2577
2022-11-08,56.6215
2022-11-09,54.515
2022-11-10,61.0324
2022-11-11,62.6521
2022-11-12,62.6521
2022-11-13,62.6521
2022-11-14,59.3217
2022-11-15,60.4081
2022-11-16,55.0514
2022-11-17,55.7154
2022-11-18,55.066
2022-11-19,55.066
2022-11-20,55.066
2022-11-21,54.1079
2022-11-22,54.7875
2022-11-23,55.5078
2022-11-24,55.5078
2022-11-25,54.2473
2022-11-26,54.2473
2022-11-27,54.2473
2022-11-28,52.7245
2022-11-29,52.5448
2022-11-30,56.4879
2022-12-01,55.0464
2022-12-02,54.1994
2022-12-03,54.1994
2022-12-04,54.1994
2022-12-05,53.4114
2022-12-06,51.946
2022-12-07,52.116
2022-12-08,53.6449
2022-12-09,52.8631
2022-12-10,52.8631
2022-12-11,52.8631
2022-12-12,54.8621
2022-12-13,56.6706
2022-12-14,55.3489
2022-12-15,51.7522
2022-12-16,51.4187
2022-12-17,51.4187
2022-12-18,51.4187
2022-12-19,50.5944
2022-12-20,50.382
2022-12-21,52.0288
2022-12-22,46.1812
2022-12-23,46.6627
2022-12-24,46.6627
2022-12-25,46.6627
2022-12-26,46.6627
2022-12-27,45.7262
2022-12-28,45.3501
2022-12-29,48.2955
2022-12-30,48.2487
2022-12-31,48.2487
2023-01-01,48.2487
2023-01-02,48.2487
2023-01-03,47.3299
2023-01-04,48.7042
2023-01-05,47.8495
2023-01-06,52.3668
2023-01-07,52.3668
2023-01-08,52.3668
2023-01-09,53.426
2023-01-10,54.3328
2023-01-11,55.1642
2023-01-12,56.0001
2023-01-13,56.5304
2023-01-14,56.5304
2023-01-15,56.5304
2023-01-16,56.5304
2023-01-17,56.0148
2023-01-18,55.2179
2023-01-19,52.7558
2023-01-20,55.6821
2023-01-21,55.6821
2023-01-22,55.6821
2023-01-23,58.3063
2023-01-24,57.6724
2023-01-25,57.8026
2023-01-26,59.1531
2023-01-27,56.1943
2023-01-28,56.1943
2023-01-29,56.1943
2023-01-30,55.3753
2023-01-31,58.5335
2023-02-01,62.4004
2023-02-02,63.6536
2023-02-03,61.3404
2023-02-04,61.3404
2023-02-05,61.3404
2023-02-06,59.7588
2023-02-07,61.2878
2023-02-08,58.4235
2023-02-09,57.9864
2023-02-10,56.0762
2023-02-11,56.0762
2023-02-12,56.0762
2023-02-13,56.8162
2023-02-14,57.6424
2023-02-15,58.2123
2023-02-16,54.6755
2023-02-17,53.6668
2023-02-18,53.6668
2023-02-19,53.6668
2023-02-20,53.6668
2023-02-21,50.7024
2023-02-22,50.5279
2023-02-23,51.8569
2023-02-24,50.6854
2023-02-25,50.6854
2023-02-26,50.6854
2023-02-27,51.3736
2023-02-28,51.9322
2023-03-01,52.7673
2023-03-02,52.5863
2023-03-03,52.8833
2023-03-04,52.8833
2023-03-05,52.8833
2023-03-06,51.5963
2023-03-07,50.497
2023-03-08,53.054
2023-03-09,52.4179
2023-03-10,50.1343
2023-03-11,50.1343
2023-03-12,50.1343
2023-03-13,49.778
2023-03-14,53.3179
2023-03-15,51.9154
2023-03-16,56.6999
2023-03-17,55.3179
2023-03-18,55.3179
