,ITMG IJ Equity,ITMG IJ Equity,ITMG IJ Equity,ITMG IJ Equity,ITMG IJ Equity
2013-09-21,8765.0,8805.0,8710.0,8805.0,517500.0
2013-09-22,8765.0,8805.0,8710.0,8805.0,517500.0
2013-09-23,8860.0,8860.0,8534.0,8670.0,590000.0
2013-09-24,8792.0,8792.0,8467.0,8616.0,543000.0
2013-09-25,8128.0,8318.0,7965.0,8020.0,756500.0
2013-09-26,8020.0,8101.0,7708.0,7735.0,1333000.0
2013-09-27,7749.0,7871.0,7424.0,7451.0,1338000.0
2013-09-28,7749.0,7871.0,7424.0,7451.0,1338000.0
2013-09-29,7749.0,7871.0,7424.0,7451.0,1338000.0
2013-09-30,7437.0,7437.0,6868.0,7126.0,2120000.0
2013-10-01,6990.0,7044.0,6855.0,6909.0,1941000.0
2013-10-02,7044.0,7234.0,7017.0,7085.0,1646000.0
2013-10-03,7234.0,7586.0,7207.0,7478.0,2197500.0
2013-10-04,7532.0,7600.0,7396.0,7518.0,873000.0
2013-10-05,7532.0,7600.0,7396.0,7518.0,873000.0
2013-10-06,7532.0,7600.0,7396.0,7518.0,873000.0
2013-10-07,7586.0,7708.0,7424.0,7424.0,1270500.0
2013-10-08,7424.0,7559.0,7342.0,7559.0,574000.0
2013-10-09,7532.0,7993.0,7437.0,7938.0,1565500.0
2013-10-10,7965.0,8128.0,7925.0,8128.0,838000.0
2013-10-11,8155.0,8860.0,8128.0,8819.0,2599000.0
2013-10-12,8155.0,8860.0,8128.0,8819.0,2599000.0
2013-10-13,8155.0,8860.0,8128.0,8819.0,2599000.0
2013-10-14,8155.0,8860.0,8128.0,8819.0,2599000.0
2013-10-15,8155.0,8860.0,8128.0,8819.0,2599000.0
2013-10-16,8819.0,8914.0,8805.0,8860.0,1330000.0
2013-10-17,8927.0,9171.0,8900.0,9158.0,1826500.0
2013-10-18,9198.0,9198.0,9103.0,9198.0,392000.0
2013-10-19,9198.0,9198.0,9103.0,9198.0,392000.0
2013-10-20,9198.0,9198.0,9103.0,9198.0,392000.0
2013-10-21,9212.0,9212.0,9117.0,9130.0,503000.0
2013-10-22,8887.0,8954.0,8670.0,8941.0,597000.0
2013-10-23,8941.0,8941.0,8805.0,8819.0,372000.0
2013-10-24,8683.0,8683.0,8182.0,8534.0,937500.0
2013-10-25,8561.0,8683.0,8534.0,8534.0,2063000.0
2013-10-26,8561.0,8683.0,8534.0,8534.0,2063000.0
2013-10-27,8561.0,8683.0,8534.0,8534.0,2063000.0
2013-10-28,8670.0,8683.0,8480.0,8589.0,657500.0
2013-10-29,8670.0,8683.0,8318.0,8399.0,953500.0
2013-10-30,8459.0,8571.0,8375.0,8571.0,879000.0
2013-10-31,8403.0,8417.0,8333.0,8375.0,367000.0
2013-11-01,8347.0,8403.0,8291.0,8319.0,577000.0
2013-11-02,8347.0,8403.0,8291.0,8319.0,577000.0
2013-11-03,8347.0,8403.0,8291.0,8319.0,577000.0
2013-11-04,8263.0,8333.0,8095.0,8109.0,551500.0
2013-11-05,8263.0,8333.0,8095.0,8109.0,551500.0
2013-11-06,8067.0,8319.0,7997.0,8207.0,928500.0
2013-11-07,8207.0,8431.0,8207.0,8291.0,1309000.0
2013-11-08,8277.0,8389.0,8235.0,8319.0,827500.0
2013-11-09,8277.0,8389.0,8235.0,8319.0,827500.0
2013-11-10,8277.0,8389.0,8235.0,8319.0,827500.0
2013-11-11,8431.0,8711.0,8263.0,8557.0,1901000.0
2013-11-12,8711.0,9117.0,8655.0,8963.0,3527000.0
2013-11-13,8837.0,9005.0,8655.0,8823.0,787000.0
2013-11-14,8851.0,9215.0,8823.0,9075.0,1742000.0
2013-11-15,9173.0,9285.0,9075.0,9075.0,1357000.0
2013-11-16,9173.0,9285.0,9075.0,9075.0,1357000.0
2013-11-17,9173.0,9285.0,9075.0,9075.0,1357000.0
2013-11-18,9047.0,9131.0,8585.0,8739.0,1647000.0
2013-11-19,8739.0,8753.0,8403.0,8529.0,1005000.0
2013-11-20,8529.0,8529.0,8151.0,8151.0,1101500.0
2013-11-21,8109.0,8221.0,8067.0,8151.0,1405000.0
2013-11-22,8291.0,8305.0,8221.0,8221.0,954500.0
2013-11-23,8291.0,8305.0,8221.0,8221.0,954500.0
2013-11-24,8291.0,8305.0,8221.0,8221.0,954500.0
2013-11-25,8263.0,8585.0,8263.0,8571.0,1585000.0
2013-11-26,8585.0,8641.0,8151.0,8151.0,2471000.0
2013-11-27,8067.0,8263.0,8067.0,8123.0,703500.0
2013-11-28,8123.0,8207.0,7759.0,7885.0,1060500.0
2013-11-29,7927.0,8207.0,7885.0,8039.0,1051000.0
2013-11-30,7927.0,8207.0,7885.0,8039.0,1051000.0
2013-12-01,7927.0,8207.0,7885.0,8039.0,1051000.0
2013-12-02,8207.0,8319.0,8095.0,8165.0,532500.0
2013-12-03,8291.0,8291.0,8123.0,8193.0,714000.0
2013-12-04,8193.0,8571.0,8165.0,8445.0,1433500.0
2013-12-05,8459.0,8529.0,8277.0,8305.0,491500.0
2013-12-06,8263.0,8333.0,8067.0,8081.0,608000.0
2013-12-07,8263.0,8333.0,8067.0,8081.0,608000.0
2013-12-08,8263.0,8333.0,8067.0,8081.0,608000.0
2013-12-09,8179.0,8179.0,7997.0,8011.0,401500.0
2013-12-10,8095.0,8151.0,8081.0,8109.0,989500.0
2013-12-11,8053.0,8095.0,7815.0,8011.0,1156500.0
2013-12-12,7871.0,7885.0,7759.0,7787.0,927500.0
2013-12-13,7745.0,7913.0,7745.0,7815.0,858000.0
2013-12-14,7745.0,7913.0,7745.0,7815.0,858000.0
2013-12-15,7745.0,7913.0,7745.0,7815.0,858000.0
2013-12-16,7829.0,7871.0,7605.0,7661.0,522000.0
2013-12-17,7787.0,7955.0,7703.0,7815.0,523000.0
2013-12-18,7955.0,8193.0,7815.0,8151.0,1004000.0
2013-12-19,8235.0,8403.0,8011.0,8151.0,1189500.0
2013-12-20,7843.0,8347.0,7843.0,8347.0,1763500.0
2013-12-21,7843.0,8347.0,7843.0,8347.0,1763500.0
2013-12-22,7843.0,8347.0,7843.0,8347.0,1763500.0
2013-12-23,8151.0,8207.0,7997.0,8011.0,565500.0
2013-12-24,8011.0,8081.0,7899.0,7955.0,334500.0
2013-12-25,8011.0,8081.0,7899.0,7955.0,334500.0
2013-12-26,8011.0,8081.0,7899.0,7955.0,334500.0
2013-12-27,7899.0,7927.0,7759.0,7759.0,842000.0
2013-12-28,7899.0,7927.0,7759.0,7759.0,842000.0
2013-12-29,7899.0,7927.0,7759.0,7759.0,842000.0
2013-12-30,7731.0,7983.0,7717.0,7983.0,376000.0
2013-12-31,7731.0,7983.0,7717.0,7983.0,376000.0
2014-01-01,7731.0,7983.0,7717.0,7983.0,376000.0
2014-01-02,7983.0,8039.0,7843.0,7871.0,825500.0
2014-01-03,7801.0,7801.0,7605.0,7605.0,786000.0
2014-01-04,7801.0,7801.0,7605.0,7605.0,786000.0
2014-01-05,7801.0,7801.0,7605.0,7605.0,786000.0
2014-01-06,7591.0,7591.0,7416.0,7437.0,806900.0
2014-01-07,7437.0,7465.0,7030.0,7156.0,1256100.0
2014-01-08,7156.0,7387.0,7156.0,7338.0,851700.0
2014-01-09,7324.0,7409.0,7177.0,7198.0,1121700.0
2014-01-10,7296.0,7366.0,7149.0,7198.0,1367500.0
2014-01-11,7296.0,7366.0,7149.0,7198.0,1367500.0
2014-01-12,7296.0,7366.0,7149.0,7198.0,1367500.0
2014-01-13,7352.0,7352.0,7156.0,7184.0,1152500.0
2014-01-14,7352.0,7352.0,7156.0,7184.0,1152500.0
2014-01-15,7170.0,7254.0,7016.0,7030.0,2591500.0
2014-01-16,7226.0,7226.0,7002.0,7002.0,2518000.0
2014-01-17,7002.0,7114.0,6960.0,7037.0,1511600.0
2014-01-18,7002.0,7114.0,6960.0,7037.0,1511600.0
2014-01-19,7002.0,7114.0,6960.0,7037.0,1511600.0
2014-01-20,7072.0,7198.0,7058.0,7135.0,1576500.0
2014-01-21,7163.0,7254.0,7156.0,7226.0,2033000.0
2014-01-22,7282.0,7535.0,7205.0,7521.0,2025700.0
2014-01-23,7556.0,7766.0,7507.0,7717.0,2310000.0
2014-01-24,7689.0,7689.0,7423.0,7528.0,1127500.0
2014-01-25,7689.0,7689.0,7423.0,7528.0,1127500.0
2014-01-26,7689.0,7689.0,7423.0,7528.0,1127500.0
2014-01-27,7282.0,7338.0,7072.0,7184.0,1240200.0
2014-01-28,7142.0,7254.0,7086.0,7212.0,1052100.0
2014-01-29,7282.0,7416.0,7170.0,7352.0,692400.0
2014-01-30,7198.0,7563.0,7156.0,7507.0,1438300.0
2014-01-31,7198.0,7563.0,7156.0,7507.0,1438300.0
2014-02-01,7198.0,7563.0,7156.0,7507.0,1438300.0
2014-02-02,7198.0,7563.0,7156.0,7507.0,1438300.0
2014-02-03,7563.0,7563.0,7345.0,7380.0,494400.0
2014-02-04,7212.0,7380.0,7184.0,7247.0,667600.0
2014-02-05,7352.0,7507.0,7310.0,7500.0,796300.0
2014-02-06,7430.0,7703.0,7430.0,7703.0,1271700.0
2014-02-07,7752.0,7899.0,7752.0,7871.0,1428000.0
2014-02-08,7752.0,7899.0,7752.0,7871.0,1428000.0
2014-02-09,7752.0,7899.0,7752.0,7871.0,1428000.0
2014-02-10,7955.0,7997.0,7668.0,7843.0,1093000.0
2014-02-11,7759.0,7787.0,7598.0,7633.0,1121700.0
2014-02-12,7633.0,7703.0,7633.0,7647.0,601300.0
2014-02-13,7675.0,7843.0,7661.0,7703.0,691800.0
2014-02-14,7703.0,7759.0,7563.0,7619.0,716800.0
2014-02-15,7703.0,7759.0,7563.0,7619.0,716800.0
2014-02-16,7703.0,7759.0,7563.0,7619.0,716800.0
2014-02-17,7619.0,7633.0,7521.0,7577.0,756500.0
2014-02-18,7591.0,7633.0,7507.0,7535.0,495200.0
2014-02-19,7479.0,7549.0,7437.0,7479.0,941900.0
2014-02-20,7479.0,7661.0,7472.0,7556.0,1730400.0
2014-02-21,7563.0,7640.0,7465.0,7465.0,959300.0
2014-02-22,7563.0,7640.0,7465.0,7465.0,959300.0
2014-02-23,7563.0,7640.0,7465.0,7465.0,959300.0
2014-02-24,7451.0,7528.0,7268.0,7268.0,1420800.0
2014-02-25,7275.0,7345.0,7107.0,7107.0,1920700.0
2014-02-26,7114.0,7163.0,7030.0,7037.0,1539100.0
2014-02-27,7030.0,7212.0,7030.0,7170.0,1075000.0
2014-02-28,7170.0,7282.0,7065.0,7282.0,1953700.0
2014-03-01,7170.0,7282.0,7065.0,7282.0,1953700.0
2014-03-02,7170.0,7282.0,7065.0,7282.0,1953700.0
2014-03-03,7142.0,7142.0,7072.0,7114.0,887600.0
2014-03-04,7086.0,7282.0,7079.0,7247.0,2738700.0
2014-03-05,7310.0,7324.0,7191.0,7219.0,1256100.0
2014-03-06,7170.0,7254.0,7100.0,7135.0,2359800.0
2014-03-07,7142.0,7163.0,7093.0,7093.0,1091900.0
2014-03-08,7142.0,7163.0,7093.0,7093.0,1091900.0
2014-03-09,7142.0,7163.0,7093.0,7093.0,1091900.0
2014-03-10,7114.0,7128.0,7051.0,7065.0,975000.0
2014-03-11,7058.0,7107.0,7009.0,7086.0,1174400.0
2014-03-12,7072.0,7072.0,6890.0,6890.0,2184400.0
2014-03-13,6946.0,6988.0,6897.0,6974.0,1342000.0
2014-03-14,6918.0,6918.0,6806.0,6806.0,1801400.0
2014-03-15,6918.0,6918.0,6806.0,6806.0,1801400.0
2014-03-16,6918.0,6918.0,6806.0,6806.0,1801400.0
2014-03-17,6806.0,6883.0,6743.0,6778.0,2370000.0
2014-03-18,6778.0,6834.0,6638.0,6638.0,3509400.0
2014-03-19,6652.0,6757.0,6603.0,6617.0,1768400.0
2014-03-20,6603.0,6603.0,6302.0,6309.0,2952000.0
2014-03-21,6386.0,6722.0,6260.0,6722.0,2387800.0
2014-03-22,6386.0,6722.0,6260.0,6722.0,2387800.0
2014-03-23,6386.0,6722.0,6260.0,6722.0,2387800.0
2014-03-24,6666.0,6722.0,6526.0,6694.0,1288600.0
2014-03-25,6652.0,6659.0,6589.0,6617.0,897100.0
2014-03-26,6589.0,6680.0,6589.0,6680.0,977500.0
2014-03-27,6659.0,6834.0,6659.0,6778.0,1575600.0
2014-03-28,6834.0,6911.0,6813.0,6820.0,1560200.0
2014-03-29,6834.0,6911.0,6813.0,6820.0,1560200.0
2014-03-30,6834.0,6911.0,6813.0,6820.0,1560200.0
2014-03-31,6834.0,6911.0,6813.0,6820.0,1560200.0
2014-04-01,6876.0,6946.0,6869.0,6932.0,1304800.0
2014-04-02,6932.0,7030.0,6841.0,6960.0,3065200.0
2014-04-03,6988.0,6988.0,6876.0,6904.0,1221300.0
2014-04-04,6911.0,6925.0,6743.0,6771.0,786100.0
2014-04-05,6911.0,6925.0,6743.0,6771.0,786100.0
2014-04-06,6911.0,6925.0,6743.0,6771.0,786100.0
2014-04-07,6722.0,6827.0,6708.0,6806.0,1026500.0
2014-04-08,6813.0,6883.0,6799.0,6813.0,1793800.0
2014-04-09,6813.0,6883.0,6799.0,6813.0,1793800.0
2014-04-10,6820.0,6848.0,6743.0,6841.0,1715600.0
2014-04-11,6778.0,7114.0,6771.0,7114.0,3277100.0
2014-04-12,6778.0,7114.0,6771.0,7114.0,3277100.0
2014-04-13,6778.0,7114.0,6771.0,7114.0,3277100.0
2014-04-14,7100.0,7198.0,7058.0,7093.0,1334100.0
2014-04-15,7114.0,7142.0,6960.0,6974.0,1001300.0
2014-04-16,7030.0,7142.0,6981.0,7086.0,941000.0
2014-04-17,7086.0,7135.0,7051.0,7093.0,907300.0
2014-04-18,7086.0,7135.0,7051.0,7093.0,907300.0
2014-04-19,7086.0,7135.0,7051.0,7093.0,907300.0
2014-04-20,7086.0,7135.0,7051.0,7093.0,907300.0
2014-04-21,7128.0,7135.0,7107.0,7107.0,369200.0
2014-04-22,7128.0,7282.0,7079.0,7275.0,2383500.0
2014-04-23,7254.0,7465.0,7226.0,7465.0,2989300.0
2014-04-24,7423.0,7486.0,7324.0,7359.0,1465400.0
2014-04-25,7303.0,7423.0,7289.0,7345.0,906000.0
2014-04-26,7303.0,7423.0,7289.0,7345.0,906000.0
2014-04-27,7303.0,7423.0,7289.0,7345.0,906000.0
2014-04-28,7310.0,7345.0,7191.0,7205.0,1226400.0
2014-04-29,7242.0,7293.0,7235.0,7242.0,723900.0
2014-04-30,7220.0,7417.0,7220.0,7417.0,2052900.0
2014-05-01,7220.0,7417.0,7220.0,7417.0,2052900.0
2014-05-02,7307.0,7409.0,7242.0,7278.0,678300.0
2014-05-03,7307.0,7409.0,7242.0,7278.0,678300.0
2014-05-04,7307.0,7409.0,7242.0,7278.0,678300.0
2014-05-05,7278.0,7373.0,7249.0,7300.0,424600.0
2014-05-06,7278.0,7380.0,7249.0,7329.0,567000.0
2014-05-07,7278.0,7358.0,7264.0,7278.0,614600.0
2014-05-08,7278.0,7336.0,7249.0,7278.0,378300.0
2014-05-09,7278.0,7278.0,7256.0,7256.0,433600.0
2014-05-10,7278.0,7278.0,7256.0,7256.0,433600.0
2014-05-11,7278.0,7278.0,7256.0,7256.0,433600.0
2014-05-12,7278.0,7620.0,7278.0,7591.0,2206500.0
2014-05-13,7686.0,7860.0,7664.0,7853.0,3549800.0
2014-05-14,7846.0,7846.0,7700.0,7773.0,2988700.0
2014-05-15,7846.0,7846.0,7700.0,7773.0,2988700.0
2014-05-16,7773.0,7853.0,7693.0,7853.0,1989900.0
2014-05-17,7773.0,7853.0,7693.0,7853.0,1989900.0
2014-05-18,7773.0,7853.0,7693.0,7853.0,1989900.0
2014-05-19,7853.0,7970.0,7810.0,7962.0,2320800.0
2014-05-20,7948.0,7991.0,7860.0,7897.0,1539300.0
2014-05-21,7970.0,8166.0,7933.0,8152.0,1319800.0
2014-05-22,8224.0,8443.0,8086.0,8443.0,1670900.0
2014-05-23,8443.0,8719.0,8334.0,8639.0,1572500.0
2014-05-24,8443.0,8719.0,8334.0,8639.0,1572500.0
2014-05-25,8443.0,8719.0,8334.0,8639.0,1572500.0
2014-05-26,8676.0,8697.0,8537.0,8574.0,316900.0
2014-05-27,8676.0,8697.0,8537.0,8574.0,316900.0
2014-05-28,8421.0,8588.0,8421.0,8581.0,800600.0
2014-05-29,8421.0,8588.0,8421.0,8581.0,800600.0
2014-05-30,8588.0,8807.0,8341.0,8341.0,2780200.0
2014-05-31,8588.0,8807.0,8341.0,8341.0,2780200.0
2014-06-01,8588.0,8807.0,8341.0,8341.0,2780200.0
2014-06-02,8443.0,8683.0,8355.0,8661.0,1366600.0
2014-06-03,8734.0,8734.0,8668.0,8734.0,1292500.0
2014-06-04,8734.0,8763.0,8494.0,8617.0,449000.0
2014-06-05,8676.0,8697.0,8530.0,8617.0,464600.0
2014-06-06,8647.0,8661.0,8559.0,8617.0,732000.0
2014-06-07,8647.0,8661.0,8559.0,8617.0,732000.0
2014-06-08,8647.0,8661.0,8559.0,8617.0,732000.0
2014-06-09,8632.0,8632.0,8210.0,8297.0,357800.0
2014-06-10,8297.0,8355.0,8224.0,8297.0,786400.0
2014-06-11,8304.0,8304.0,8057.0,8122.0,1138200.0
2014-06-12,8108.0,8181.0,8021.0,8093.0,1037600.0
2014-06-13,8093.0,8173.0,8028.0,8064.0,613000.0
2014-06-14,8093.0,8173.0,8028.0,8064.0,613000.0
2014-06-15,8093.0,8173.0,8028.0,8064.0,613000.0
2014-06-16,8064.0,8093.0,7904.0,7911.0,386200.0
2014-06-17,7911.0,8050.0,7911.0,8013.0,663700.0
2014-06-18,7977.0,8239.0,7977.0,8173.0,1012700.0
2014-06-19,8195.0,8232.0,7919.0,7919.0,634200.0
2014-06-20,7991.0,7991.0,7802.0,7853.0,742700.0
2014-06-21,7991.0,7991.0,7802.0,7853.0,742700.0
2014-06-22,7991.0,7991.0,7802.0,7853.0,742700.0
2014-06-23,7860.0,7919.0,7802.0,7802.0,280300.0
2014-06-24,7788.0,7948.0,7722.0,7948.0,352900.0
2014-06-25,7948.0,8006.0,7846.0,7948.0,317500.0
2014-06-26,7846.0,7984.0,7715.0,7977.0,489400.0
2014-06-27,7875.0,7977.0,7788.0,7904.0,453400.0
2014-06-28,7875.0,7977.0,7788.0,7904.0,453400.0
2014-06-29,7875.0,7977.0,7788.0,7904.0,453400.0
2014-06-30,7890.0,7904.0,7810.0,7860.0,282600.0
2014-07-01,7802.0,7860.0,7671.0,7722.0,708100.0
2014-07-02,7729.0,7839.0,7671.0,7802.0,738200.0
2014-07-03,7802.0,7860.0,7744.0,7846.0,471500.0
2014-07-04,7846.0,7941.0,7839.0,7890.0,364800.0
2014-07-05,7846.0,7941.0,7839.0,7890.0,364800.0
2014-07-06,7846.0,7941.0,7839.0,7890.0,364800.0
2014-07-07,7948.0,8035.0,7860.0,7933.0,908000.0
2014-07-08,7904.0,7948.0,7788.0,7788.0,824300.0
2014-07-09,7904.0,7948.0,7788.0,7788.0,824300.0
2014-07-10,7919.0,7919.0,7628.0,7686.0,1312200.0
2014-07-11,7642.0,7744.0,7482.0,7569.0,953700.0
2014-07-12,7642.0,7744.0,7482.0,7569.0,953700.0
2014-07-13,7642.0,7744.0,7482.0,7569.0,953700.0
2014-07-14,7569.0,7591.0,7315.0,7351.0,1595000.0
2014-07-15,7336.0,7431.0,7235.0,7293.0,2243900.0
2014-07-16,7278.0,7409.0,7278.0,7380.0,1998700.0
2014-07-17,7417.0,7446.0,7307.0,7307.0,1287000.0
2014-07-18,7307.0,7380.0,7307.0,7373.0,697200.0
2014-07-19,7307.0,7380.0,7307.0,7373.0,697200.0
2014-07-20,7307.0,7380.0,7307.0,7373.0,697200.0
2014-07-21,7366.0,7489.0,7358.0,7453.0,984900.0
2014-07-22,7497.0,7511.0,7278.0,7285.0,1228000.0
2014-07-23,7395.0,7482.0,7351.0,7351.0,791300.0
2014-07-24,7336.0,7700.0,7285.0,7693.0,1861600.0
2014-07-25,7700.0,7715.0,7577.0,7613.0,1174300.0
2014-07-26,7700.0,7715.0,7577.0,7613.0,1174300.0
2014-07-27,7700.0,7715.0,7577.0,7613.0,1174300.0
2014-07-28,7700.0,7715.0,7577.0,7613.0,1174300.0
2014-07-29,7700.0,7715.0,7577.0,7613.0,1174300.0
2014-07-30,7700.0,7715.0,7577.0,7613.0,1174300.0
2014-07-31,7700.0,7715.0,7577.0,7613.0,1174300.0
2014-08-01,7700.0,7715.0,7577.0,7613.0,1174300.0
2014-08-02,7700.0,7715.0,7577.0,7613.0,1174300.0
2014-08-03,7700.0,7715.0,7577.0,7613.0,1174300.0
2014-08-04,7584.0,8166.0,7504.0,8166.0,3031600.0
2014-08-05,8050.0,8130.0,7941.0,7948.0,1248600.0
2014-08-06,8021.0,8122.0,7860.0,8122.0,896600.0
2014-08-07,8079.0,8254.0,7970.0,8152.0,1590400.0
2014-08-08,8152.0,8195.0,7977.0,7991.0,362100.0
2014-08-09,8152.0,8195.0,7977.0,7991.0,362100.0
2014-08-10,8152.0,8195.0,7977.0,7991.0,362100.0
2014-08-11,8006.0,8064.0,7868.0,7977.0,495400.0
2014-08-12,8079.0,8079.0,7977.0,7977.0,332300.0
2014-08-13,8021.0,8181.0,8006.0,8152.0,1440900.0
2014-08-14,8181.0,8385.0,8181.0,8370.0,1354000.0
2014-08-15,8385.0,8574.0,8385.0,8508.0,940200.0
2014-08-16,8385.0,8574.0,8385.0,8508.0,940200.0
2014-08-17,8385.0,8574.0,8385.0,8508.0,940200.0
2014-08-18,8443.0,8574.0,8443.0,8523.0,1121600.0
2014-08-19,8501.0,8552.0,8486.0,8494.0,717700.0
2014-08-20,8494.0,8545.0,8494.0,8516.0,1023900.0
2014-08-21,8530.0,8530.0,8297.0,8297.0,1413400.0
2014-08-22,8304.0,8326.0,8079.0,8079.0,1233600.0
2014-08-23,8304.0,8326.0,8079.0,8079.0,1233600.0
2014-08-24,8304.0,8326.0,8079.0,8079.0,1233600.0
2014-08-25,8079.0,8254.0,8013.0,8210.0,429000.0
2014-08-26,8312.0,8312.0,8122.0,8122.0,652500.0
2014-08-27,8122.0,8385.0,8122.0,8297.0,1596000.0
2014-08-28,8297.0,8406.0,8283.0,8341.0,964600.0
2014-08-29,8348.0,8399.0,8203.0,8203.0,1350600.0
2014-08-30,8348.0,8399.0,8203.0,8203.0,1350600.0
2014-08-31,8348.0,8399.0,8203.0,8203.0,1350600.0
2014-09-01,8326.0,8385.0,8290.0,8377.0,465500.0
2014-09-02,8254.0,8443.0,8254.0,8370.0,626800.0
2014-09-03,8297.0,8581.0,8297.0,8523.0,989900.0
2014-09-04,8530.0,8588.0,8479.0,8501.0,607500.0
2014-09-05,8326.0,8501.0,8326.0,8385.0,319300.0
2014-09-06,8326.0,8501.0,8326.0,8385.0,319300.0
2014-09-07,8326.0,8501.0,8326.0,8385.0,319300.0
2014-09-08,8385.0,8443.0,8370.0,8414.0,599800.0
2014-09-09,8414.0,8414.0,8028.0,8050.0,721400.0
2014-09-10,8006.0,8006.0,7613.0,7642.0,1287800.0
2014-09-11,7649.0,7795.0,7511.0,7584.0,948200.0
2014-09-12,7628.0,7773.0,7577.0,7773.0,738200.0
2014-09-13,7628.0,7773.0,7577.0,7773.0,738200.0
2014-09-14,7628.0,7773.0,7577.0,7773.0,738200.0
2014-09-15,7628.0,7722.0,7577.0,7577.0,326300.0
2014-09-16,7584.0,7933.0,7584.0,7911.0,803800.0
2014-09-17,7984.0,8006.0,7890.0,7955.0,525400.0
2014-09-18,8006.0,8006.0,7795.0,7795.0,465600.0
2014-09-19,7860.0,7897.0,7817.0,7890.0,603500.0
2014-09-20,7860.0,7897.0,7817.0,7890.0,603500.0
2014-09-21,7860.0,7897.0,7817.0,7890.0,603500.0
2014-09-22,7831.0,8006.0,7831.0,8006.0,428700.0
2014-09-23,7897.0,7933.0,7715.0,7715.0,660100.0
2014-09-24,7657.0,7759.0,7657.0,7657.0,347200.0
2014-09-25,7795.0,7795.0,7657.0,7759.0,433500.0
2014-09-26,7628.0,7628.0,7300.0,7322.0,1613200.0
2014-09-27,7628.0,7628.0,7300.0,7322.0,1613200.0
2014-09-28,7628.0,7628.0,7300.0,7322.0,1613200.0
2014-09-29,7351.0,7540.0,7351.0,7540.0,614300.0
2014-09-30,7511.0,7569.0,7395.0,7562.0,421300.0
2014-10-01,7540.0,7598.0,7511.0,7584.0,239300.0
2014-10-02,7540.0,7773.0,7511.0,7686.0,1390300.0
2014-10-03,7759.0,7875.0,7613.0,7875.0,674600.0
2014-10-04,7759.0,7875.0,7613.0,7875.0,674600.0
2014-10-05,7759.0,7875.0,7613.0,7875.0,674600.0
2014-10-06,7831.0,7860.0,7715.0,7751.0,454200.0
2014-10-07,7715.0,7802.0,7715.0,7715.0,246300.0
2014-10-08,7628.0,7773.0,7577.0,7671.0,365400.0
2014-10-09,7700.0,7766.0,7424.0,7424.0,694600.0
2014-10-10,7278.0,7351.0,7162.0,7169.0,994500.0
2014-10-11,7278.0,7351.0,7162.0,7169.0,994500.0
2014-10-12,7278.0,7351.0,7162.0,7169.0,994500.0
2014-10-13,7118.0,7118.0,6681.0,6681.0,2372100.0
2014-10-14,6667.0,6718.0,6485.0,6492.0,2790800.0
2014-10-15,6463.0,6499.0,5692.0,5735.0,11659900.0
2014-10-16,5677.0,5968.0,5633.0,5859.0,7909300.0
2014-10-17,5968.0,6070.0,5677.0,5677.0,11035000.0
2014-10-18,5968.0,6070.0,5677.0,5677.0,11035000.0
2014-10-19,5968.0,6070.0,5677.0,5677.0,11035000.0
2014-10-20,5823.0,5946.0,5743.0,5823.0,5271300.0
2014-10-21,5764.0,5866.0,5764.0,5844.0,2817800.0
2014-10-22,5910.0,6216.0,5881.0,6136.0,6215500.0
2014-10-23,6114.0,6310.0,6114.0,6259.0,2919700.0
2014-10-24,6317.0,6317.0,6194.0,6303.0,3051200.0
2014-10-25,6317.0,6317.0,6194.0,6303.0,3051200.0
2014-10-26,6317.0,6317.0,6194.0,6303.0,3051200.0
2014-10-27,6332.0,6390.0,6267.0,6317.0,1772800.0
2014-10-28,6288.0,6288.0,6041.0,6172.0,2200300.0
2014-10-29,6230.0,6376.0,6216.0,6361.0,3786600.0
2014-10-30,6438.0,6438.0,6361.0,6407.0,2610900.0
2014-10-31,6445.0,6499.0,6407.0,6491.0,1568500.0
2014-11-01,6445.0,6499.0,6407.0,6491.0,1568500.0
2014-11-02,6445.0,6499.0,6407.0,6491.0,1568500.0
2014-11-03,6530.0,6530.0,6177.0,6177.0,2295700.0
2014-11-04,6223.0,6223.0,6039.0,6055.0,2149100.0
2014-11-05,6047.0,6170.0,6047.0,6093.0,1888300.0
2014-11-06,6131.0,6193.0,6039.0,6047.0,3496100.0
2014-11-07,6101.0,6124.0,6047.0,6101.0,1353700.0
2014-11-08,6101.0,6124.0,6047.0,6101.0,1353700.0
2014-11-09,6101.0,6124.0,6047.0,6101.0,1353700.0
2014-11-10,6009.0,6154.0,5978.0,6039.0,901500.0
2014-11-11,6070.0,6177.0,6070.0,6154.0,2674400.0
2014-11-12,6177.0,6193.0,5917.0,5955.0,3304600.0
2014-11-13,5947.0,5947.0,5579.0,5579.0,4532800.0
2014-11-14,5518.0,5556.0,5319.0,5411.0,5922400.0
2014-11-15,5518.0,5556.0,5319.0,5411.0,5922400.0
2014-11-16,5518.0,5556.0,5319.0,5411.0,5922400.0
2014-11-17,5457.0,5664.0,5434.0,5625.0,3843300.0
2014-11-18,5579.0,5702.0,5533.0,5648.0,3546800.0
2014-11-19,5648.0,5733.0,5618.0,5625.0,3537800.0
2014-11-20,5579.0,5625.0,5518.0,5549.0,2303100.0
2014-11-21,5579.0,5595.0,5549.0,5556.0,1345800.0
2014-11-22,5579.0,5595.0,5549.0,5556.0,1345800.0
