,ITMG IJ Equity,ITMG IJ Equity,ITMG IJ Equity,ITMG IJ Equity,ITMG IJ Equity
2010-03-16,7102.0,7392.0,7048.0,7349.0,2868000.0
2010-03-17,7425.0,7812.0,7425.0,7780.0,2733000.0
2010-03-18,7812.0,7963.0,7812.0,7909.0,1830500.0
2010-03-19,7920.0,8124.0,7834.0,7834.0,2357500.0
2010-03-20,7920.0,8124.0,7834.0,7834.0,2357500.0
2010-03-21,7920.0,8124.0,7834.0,7834.0,2357500.0
2010-03-22,7748.0,7791.0,7683.0,7704.0,1186000.0
2010-03-23,7791.0,7941.0,7672.0,7801.0,1786000.0
2010-03-24,7812.0,7973.0,7812.0,7963.0,1050000.0
2010-03-25,7963.0,8017.0,7855.0,8017.0,1117500.0
2010-03-26,8038.0,8339.0,8038.0,8286.0,2272000.0
2010-03-27,8038.0,8339.0,8038.0,8286.0,2272000.0
2010-03-28,8038.0,8339.0,8038.0,8286.0,2272000.0
2010-03-29,8286.0,8555.0,8221.0,8307.0,1053000.0
2010-03-30,8350.0,8522.0,8350.0,8382.0,848000.0
2010-03-31,8372.0,8555.0,8167.0,8189.0,1671000.0
2010-04-01,8199.0,8404.0,8199.0,8286.0,853000.0
2010-04-02,8199.0,8404.0,8199.0,8286.0,853000.0
2010-04-03,8199.0,8404.0,8199.0,8286.0,853000.0
2010-04-04,8199.0,8404.0,8199.0,8286.0,853000.0
2010-04-05,8329.0,8393.0,8199.0,8339.0,867500.0
2010-04-06,8372.0,8501.0,8221.0,8243.0,1268500.0
2010-04-07,8307.0,8350.0,8253.0,8307.0,703000.0
2010-04-08,8307.0,8307.0,8124.0,8156.0,1057500.0
2010-04-09,8232.0,8275.0,8070.0,8124.0,1106000.0
2010-04-10,8232.0,8275.0,8070.0,8124.0,1106000.0
2010-04-11,8232.0,8275.0,8070.0,8124.0,1106000.0
2010-04-12,8178.0,8253.0,8113.0,8221.0,515500.0
2010-04-13,8243.0,8243.0,8178.0,8221.0,143000.0
2010-04-14,8178.0,8243.0,8178.0,8189.0,587500.0
2010-04-15,8243.0,8458.0,8243.0,8447.0,1413500.0
2010-04-16,8447.0,8555.0,8447.0,8490.0,1219500.0
2010-04-17,8447.0,8555.0,8447.0,8490.0,1219500.0
2010-04-18,8447.0,8555.0,8447.0,8490.0,1219500.0
2010-04-19,8178.0,8361.0,8156.0,8221.0,1881000.0
2010-04-20,8286.0,8350.0,8243.0,8253.0,1079000.0
2010-04-21,8286.0,8318.0,8232.0,8243.0,833000.0
2010-04-22,8243.0,8339.0,8189.0,8339.0,718500.0
2010-04-23,8350.0,8393.0,8286.0,8372.0,426000.0
2010-04-24,8350.0,8393.0,8286.0,8372.0,426000.0
2010-04-25,8350.0,8393.0,8286.0,8372.0,426000.0
2010-04-26,8447.0,8479.0,8436.0,8447.0,614500.0
2010-04-27,8447.0,8705.0,8447.0,8673.0,1985500.0
2010-04-28,8587.0,8684.0,8544.0,8576.0,1935500.0
2010-04-29,8608.0,8737.0,8565.0,8587.0,1423500.0
2010-04-30,8739.0,8739.0,8650.0,8684.0,1442000.0
2010-05-01,8739.0,8739.0,8650.0,8684.0,1442000.0
2010-05-02,8739.0,8739.0,8650.0,8684.0,1442000.0
2010-05-03,8728.0,8739.0,8573.0,8628.0,601500.0
2010-05-04,8695.0,8695.0,8584.0,8595.0,843000.0
2010-05-05,8473.0,8484.0,8117.0,8150.0,2045000.0
2010-05-06,8150.0,8239.0,7894.0,8006.0,2060000.0
2010-05-07,7783.0,7828.0,7561.0,7628.0,2595500.0
2010-05-08,7783.0,7828.0,7561.0,7628.0,2595500.0
2010-05-09,7783.0,7828.0,7561.0,7628.0,2595500.0
2010-05-10,7783.0,8095.0,7783.0,8039.0,2404500.0
2010-05-11,8117.0,8272.0,8061.0,8106.0,5882500.0
2010-05-12,8117.0,8217.0,8106.0,8183.0,723500.0
2010-05-13,8117.0,8217.0,8106.0,8183.0,723500.0
2010-05-14,8195.0,8484.0,8195.0,8439.0,2217500.0
2010-05-15,8195.0,8484.0,8195.0,8439.0,2217500.0
2010-05-16,8195.0,8484.0,8195.0,8439.0,2217500.0
2010-05-17,8384.0,8384.0,8206.0,8361.0,1101500.0
2010-05-18,8339.0,8406.0,8195.0,8206.0,1170500.0
2010-05-19,8117.0,8128.0,7639.0,7739.0,2162000.0
2010-05-20,7783.0,8006.0,7416.0,7583.0,2981000.0
2010-05-21,7205.0,7249.0,7005.0,7149.0,2688000.0
2010-05-22,7205.0,7249.0,7005.0,7149.0,2688000.0
2010-05-23,7205.0,7249.0,7005.0,7149.0,2688000.0
2010-05-24,7205.0,7294.0,6871.0,6871.0,2453000.0
2010-05-25,6827.0,6894.0,6638.0,6716.0,1384000.0
2010-05-26,6782.0,7394.0,6782.0,7394.0,1414500.0
2010-05-27,7327.0,7805.0,7027.0,7594.0,2460500.0
2010-05-28,7327.0,7805.0,7027.0,7594.0,2460500.0
2010-05-29,7327.0,7805.0,7027.0,7594.0,2460500.0
2010-05-30,7327.0,7805.0,7027.0,7594.0,2460500.0
2010-05-31,7628.0,8172.0,7628.0,8006.0,2628500.0
2010-06-01,8006.0,8006.0,7861.0,7905.0,1559500.0
2010-06-02,7905.0,8106.0,7739.0,7783.0,1267500.0
2010-06-03,7894.0,8006.0,7672.0,7705.0,1733500.0
2010-06-04,7705.0,7828.0,7639.0,7817.0,506500.0
2010-06-05,7705.0,7828.0,7639.0,7817.0,506500.0
2010-06-06,7705.0,7828.0,7639.0,7817.0,506500.0
2010-06-07,7550.0,7750.0,7383.0,7694.0,1147000.0
2010-06-08,7783.0,7883.0,7561.0,7605.0,709500.0
2010-06-09,7672.0,7761.0,7628.0,7761.0,215000.0
2010-06-10,7783.0,7894.0,7772.0,7894.0,727500.0
2010-06-11,8006.0,8050.0,7917.0,7917.0,481000.0
2010-06-12,8006.0,8050.0,7917.0,7917.0,481000.0
2010-06-13,8006.0,8050.0,7917.0,7917.0,481000.0
2010-06-14,7939.0,8028.0,7894.0,7939.0,276500.0
2010-06-15,7950.0,8106.0,7950.0,8028.0,706500.0
2010-06-16,8072.0,8306.0,8072.0,8250.0,1228500.0
2010-06-17,8284.0,8550.0,8284.0,8528.0,1456500.0
2010-06-18,8561.0,8673.0,8450.0,8606.0,838000.0
2010-06-19,8561.0,8673.0,8450.0,8606.0,838000.0
2010-06-20,8561.0,8673.0,8450.0,8606.0,838000.0
2010-06-21,8684.0,8773.0,8550.0,8550.0,1083500.0
2010-06-22,8606.0,8673.0,8561.0,8561.0,597000.0
2010-06-23,8561.0,8584.0,8406.0,8584.0,390000.0
2010-06-24,8650.0,8662.0,8417.0,8450.0,284000.0
2010-06-25,8450.0,8506.0,8350.0,8406.0,207500.0
2010-06-26,8450.0,8506.0,8350.0,8406.0,207500.0
2010-06-27,8450.0,8506.0,8350.0,8406.0,207500.0
2010-06-28,8350.0,8561.0,8350.0,8561.0,304500.0
2010-06-29,8561.0,8561.0,8228.0,8384.0,846500.0
2010-06-30,8117.0,8428.0,8117.0,8261.0,531500.0
2010-07-01,8228.0,8384.0,8172.0,8384.0,499500.0
2010-07-02,8339.0,8339.0,8239.0,8250.0,130500.0
2010-07-03,8339.0,8339.0,8239.0,8250.0,130500.0
2010-07-04,8339.0,8339.0,8239.0,8250.0,130500.0
2010-07-05,8272.0,8306.0,8206.0,8228.0,422000.0
2010-07-06,8228.0,8384.0,8228.0,8384.0,448500.0
2010-07-07,8384.0,8595.0,8350.0,8550.0,1104000.0
2010-07-08,8628.0,8650.0,8484.0,8484.0,940000.0
2010-07-09,8484.0,8639.0,8484.0,8639.0,888000.0
2010-07-10,8484.0,8639.0,8484.0,8639.0,888000.0
2010-07-11,8484.0,8639.0,8484.0,8639.0,888000.0
2010-07-12,8561.0,8717.0,8428.0,8428.0,387000.0
2010-07-13,8473.0,8673.0,8450.0,8461.0,555500.0
2010-07-14,8561.0,8617.0,8539.0,8584.0,210000.0
2010-07-15,8539.0,8539.0,8295.0,8395.0,976000.0
2010-07-16,8395.0,8539.0,8395.0,8495.0,531000.0
2010-07-17,8395.0,8539.0,8395.0,8495.0,531000.0
2010-07-18,8395.0,8539.0,8395.0,8495.0,531000.0
2010-07-19,8450.0,8473.0,8350.0,8372.0,250000.0
2010-07-20,8450.0,8517.0,8384.0,8406.0,307000.0
2010-07-21,8384.0,8528.0,8384.0,8528.0,692500.0
2010-07-22,8528.0,8628.0,8528.0,8528.0,833500.0
2010-07-23,8584.0,8706.0,8561.0,8573.0,494500.0
2010-07-24,8584.0,8706.0,8561.0,8573.0,494500.0
2010-07-25,8584.0,8706.0,8561.0,8573.0,494500.0
2010-07-26,8628.0,8650.0,8417.0,8417.0,545500.0
2010-07-27,8539.0,8595.0,8473.0,8539.0,838500.0
2010-07-28,8539.0,8550.0,8473.0,8484.0,203500.0
2010-07-29,8495.0,8495.0,8384.0,8406.0,657500.0
2010-07-30,8406.0,8539.0,8339.0,8339.0,785500.0
2010-07-31,8406.0,8539.0,8339.0,8339.0,785500.0
2010-08-01,8406.0,8539.0,8339.0,8339.0,785500.0
2010-08-02,8339.0,8517.0,8339.0,8461.0,405500.0
2010-08-03,8517.0,8584.0,8361.0,8384.0,1096500.0
2010-08-04,8384.0,8561.0,8384.0,8561.0,423000.0
2010-08-05,8606.0,8606.0,8517.0,8584.0,309500.0
2010-08-06,8606.0,8606.0,8473.0,8606.0,259500.0
2010-08-07,8606.0,8606.0,8473.0,8606.0,259500.0
2010-08-08,8606.0,8606.0,8473.0,8606.0,259500.0
2010-08-09,8606.0,8706.0,8606.0,8706.0,1138500.0
2010-08-10,8739.0,8739.0,8539.0,8628.0,289500.0
2010-08-11,8628.0,8650.0,8384.0,8473.0,355500.0
2010-08-12,8350.0,8528.0,8339.0,8473.0,765000.0
2010-08-13,8473.0,8595.0,8473.0,8595.0,479000.0
2010-08-14,8473.0,8595.0,8473.0,8595.0,479000.0
2010-08-15,8473.0,8595.0,8473.0,8595.0,479000.0
2010-08-16,8639.0,8684.0,8584.0,8595.0,650500.0
2010-08-17,8639.0,8684.0,8584.0,8595.0,650500.0
2010-08-18,8595.0,8773.0,8595.0,8773.0,860000.0
2010-08-19,8773.0,8839.0,8695.0,8784.0,693000.0
2010-08-20,8784.0,8951.0,8762.0,8917.0,1313500.0
2010-08-21,8784.0,8951.0,8762.0,8917.0,1313500.0
2010-08-22,8784.0,8951.0,8762.0,8917.0,1313500.0
2010-08-23,8917.0,8995.0,8917.0,8995.0,451000.0
2010-08-24,9017.0,9117.0,8862.0,8962.0,877500.0
2010-08-25,8895.0,8984.0,8828.0,8895.0,1113000.0
2010-08-26,8895.0,8940.0,8739.0,8895.0,594500.0
2010-08-27,8895.0,8895.0,8828.0,8884.0,399000.0
2010-08-28,8895.0,8895.0,8828.0,8884.0,399000.0
2010-08-29,8895.0,8895.0,8828.0,8884.0,399000.0
2010-08-30,8895.0,8951.0,8884.0,8951.0,384000.0
2010-08-31,8917.0,8928.0,8695.0,8717.0,1192500.0
2010-09-01,8717.0,8739.0,8695.0,8739.0,808500.0
2010-09-02,8406.0,8406.0,8128.0,8250.0,11596000.0
2010-09-03,8295.0,8584.0,8295.0,8450.0,6267000.0
2010-09-04,8295.0,8584.0,8295.0,8450.0,6267000.0
2010-09-05,8295.0,8584.0,8295.0,8450.0,6267000.0
2010-09-06,8395.0,8539.0,8395.0,8506.0,2242000.0
2010-09-07,8517.0,8539.0,8417.0,8495.0,1401500.0
2010-09-08,8517.0,8539.0,8417.0,8495.0,1401500.0
2010-09-09,8517.0,8539.0,8417.0,8495.0,1401500.0
2010-09-10,8517.0,8539.0,8417.0,8495.0,1401500.0
2010-09-11,8517.0,8539.0,8417.0,8495.0,1401500.0
2010-09-12,8517.0,8539.0,8417.0,8495.0,1401500.0
2010-09-13,8517.0,8539.0,8417.0,8495.0,1401500.0
2010-09-14,8517.0,8539.0,8417.0,8495.0,1401500.0
2010-09-15,8561.0,8673.0,8517.0,8528.0,4135000.0
2010-09-16,8606.0,8628.0,8539.0,8584.0,1494000.0
2010-09-17,8584.0,8650.0,8539.0,8595.0,2597500.0
2010-09-18,8584.0,8650.0,8539.0,8595.0,2597500.0
2010-09-19,8584.0,8650.0,8539.0,8595.0,2597500.0
2010-09-20,8573.0,8573.0,8384.0,8495.0,1530500.0
2010-09-21,8495.0,8673.0,8461.0,8650.0,2258000.0
2010-09-22,8662.0,8917.0,8662.0,8739.0,3008500.0
2010-09-23,8739.0,8828.0,8650.0,8728.0,1100500.0
2010-09-24,8728.0,8917.0,8728.0,8851.0,3753000.0
2010-09-25,8728.0,8917.0,8728.0,8851.0,3753000.0
2010-09-26,8728.0,8917.0,8728.0,8851.0,3753000.0
2010-09-27,8940.0,9051.0,8940.0,8973.0,3121000.0
2010-09-28,8973.0,9284.0,8940.0,9206.0,4829000.0
2010-09-29,9319.0,9409.0,9103.0,9398.0,2181000.0
2010-09-30,9398.0,9443.0,9296.0,9432.0,1635000.0
2010-10-01,9432.0,9523.0,9273.0,9432.0,727500.0
2010-10-02,9432.0,9523.0,9273.0,9432.0,727500.0
2010-10-03,9432.0,9523.0,9273.0,9432.0,727500.0
2010-10-04,9432.0,9511.0,9307.0,9387.0,689500.0
2010-10-05,9455.0,9477.0,9375.0,9477.0,774000.0
2010-10-06,9523.0,9885.0,9523.0,9783.0,2584500.0
2010-10-07,9897.0,9897.0,9659.0,9795.0,996500.0
2010-10-08,9749.0,9885.0,9704.0,9806.0,1148000.0
2010-10-09,9749.0,9885.0,9704.0,9806.0,1148000.0
2010-10-10,9749.0,9885.0,9704.0,9806.0,1148000.0
2010-10-11,9897.0,10033.0,9636.0,9681.0,881500.0
2010-10-12,9613.0,9727.0,9523.0,9670.0,855000.0
2010-10-13,9749.0,9897.0,9749.0,9897.0,1436500.0
2010-10-14,9919.0,10226.0,9919.0,10226.0,1195000.0
2010-10-15,10226.0,10838.0,10226.0,10770.0,750000.0
2010-10-16,10226.0,10838.0,10226.0,10770.0,750000.0
2010-10-17,10226.0,10838.0,10226.0,10770.0,750000.0
2010-10-18,10804.0,10883.0,10169.0,10328.0,908000.0
2010-10-19,10328.0,10634.0,10214.0,10316.0,435000.0
2010-10-20,10146.0,10146.0,9953.0,10044.0,1625500.0
2010-10-21,10135.0,10702.0,10135.0,10543.0,1806000.0
2010-10-22,10611.0,11359.0,10611.0,11223.0,2395000.0
2010-10-23,10611.0,11359.0,10611.0,11223.0,2395000.0
2010-10-24,10611.0,11359.0,10611.0,11223.0,2395000.0
2010-10-25,11337.0,11348.0,11212.0,11314.0,729000.0
2010-10-26,11337.0,11337.0,10951.0,11110.0,1045000.0
2010-10-27,11132.0,11132.0,10611.0,10781.0,823500.0
2010-10-28,10781.0,10781.0,10464.0,10520.0,843500.0
2010-10-29,10520.0,10520.0,10169.0,10248.0,1702500.0
2010-10-30,10520.0,10520.0,10169.0,10248.0,1702500.0
2010-10-31,10520.0,10520.0,10169.0,10248.0,1702500.0
2010-11-01,10362.0,10430.0,10248.0,10328.0,1030000.0
2010-11-02,10362.0,10713.0,10362.0,10713.0,1509500.0
2010-11-03,10736.0,10872.0,10543.0,10543.0,1440500.0
2010-11-04,10600.0,10770.0,10600.0,10758.0,1012000.0
2010-11-05,10860.0,11450.0,10860.0,11450.0,2375500.0
2010-11-06,10860.0,11450.0,10860.0,11450.0,2375500.0
2010-11-07,10860.0,11450.0,10860.0,11450.0,2375500.0
2010-11-08,11382.0,11563.0,11223.0,11563.0,2828500.0
2010-11-09,11563.0,12538.0,11563.0,12470.0,1621500.0
2010-11-10,12470.0,12470.0,11881.0,12130.0,1364500.0
2010-11-11,12130.0,12232.0,11813.0,11835.0,1630000.0
2010-11-12,11722.0,11722.0,11189.0,11314.0,2685500.0
2010-11-13,11722.0,11722.0,11189.0,11314.0,2685500.0
2010-11-14,11722.0,11722.0,11189.0,11314.0,2685500.0
2010-11-15,11269.0,11291.0,11212.0,11269.0,886000.0
2010-11-16,11269.0,11337.0,11132.0,11234.0,959500.0
2010-11-17,11269.0,11337.0,11132.0,11234.0,959500.0
2010-11-18,11223.0,11586.0,11155.0,11575.0,1008000.0
2010-11-19,11677.0,11790.0,11631.0,11733.0,1025500.0
2010-11-20,11677.0,11790.0,11631.0,11733.0,1025500.0
2010-11-21,11677.0,11790.0,11631.0,11733.0,1025500.0
2010-11-22,11677.0,11677.0,11393.0,11518.0,1368000.0
2010-11-23,11450.0,11450.0,11189.0,11212.0,1283000.0
2010-11-24,11212.0,11450.0,11008.0,11234.0,884000.0
2010-11-25,11337.0,11699.0,11337.0,11620.0,1466000.0
2010-11-26,11677.0,11745.0,11450.0,11507.0,821000.0
2010-11-27,11677.0,11745.0,11450.0,11507.0,821000.0
2010-11-28,11677.0,11745.0,11450.0,11507.0,821000.0
2010-11-29,11507.0,11507.0,11337.0,11427.0,335000.0
2010-11-30,11371.0,11371.0,11019.0,11121.0,2207000.0
2010-12-01,11121.0,11132.0,10430.0,10634.0,4219500.0
2010-12-02,10679.0,10883.0,10622.0,10826.0,3306000.0
2010-12-03,11019.0,11042.0,10566.0,10611.0,1641500.0
2010-12-04,11019.0,11042.0,10566.0,10611.0,1641500.0
2010-12-05,11019.0,11042.0,10566.0,10611.0,1641500.0
2010-12-06,10656.0,10996.0,10656.0,10996.0,2095000.0
2010-12-07,10656.0,10996.0,10656.0,10996.0,2095000.0
2010-12-08,11008.0,11688.0,11008.0,11677.0,3822500.0
2010-12-09,11688.0,12017.0,11620.0,11960.0,2836500.0
2010-12-10,12017.0,12017.0,11790.0,11869.0,1189500.0
2010-12-11,12017.0,12017.0,11790.0,11869.0,1189500.0
2010-12-12,12017.0,12017.0,11790.0,11869.0,1189500.0
2010-12-13,11790.0,11790.0,11575.0,11665.0,1266000.0
2010-12-14,11665.0,11699.0,11314.0,11495.0,1586000.0
2010-12-15,11541.0,11654.0,11382.0,11563.0,1451500.0
2010-12-16,11563.0,11575.0,11269.0,11291.0,1548500.0
2010-12-17,11314.0,11563.0,10656.0,11563.0,1208000.0
2010-12-18,11314.0,11563.0,10656.0,11563.0,1208000.0
2010-12-19,11314.0,11563.0,10656.0,11563.0,1208000.0
2010-12-20,11541.0,11722.0,11529.0,11563.0,452000.0
2010-12-21,11586.0,12005.0,11541.0,11858.0,1017000.0
2010-12-22,11903.0,12017.0,11699.0,11699.0,869000.0
2010-12-23,11699.0,11699.0,11359.0,11416.0,945500.0
2010-12-24,11699.0,11699.0,11359.0,11416.0,945500.0
2010-12-25,11699.0,11699.0,11359.0,11416.0,945500.0
2010-12-26,11699.0,11699.0,11359.0,11416.0,945500.0
2010-12-27,11450.0,11767.0,11337.0,11756.0,1019000.0
2010-12-28,11790.0,11790.0,11541.0,11586.0,705000.0
2010-12-29,11586.0,11586.0,11541.0,11552.0,725000.0
2010-12-30,11563.0,11563.0,11507.0,11507.0,1415500.0
2010-12-31,11563.0,11563.0,11507.0,11507.0,1415500.0
2011-01-01,11563.0,11563.0,11507.0,11507.0,1415500.0
2011-01-02,11563.0,11563.0,11507.0,11507.0,1415500.0
2011-01-03,11507.0,12334.0,11495.0,12311.0,2713500.0
2011-01-04,12357.0,13139.0,12357.0,12810.0,2653500.0
2011-01-05,12810.0,12924.0,12243.0,12878.0,2115000.0
2011-01-06,12901.0,12924.0,12538.0,12584.0,1356500.0
2011-01-07,12470.0,12470.0,11869.0,12130.0,1659500.0
2011-01-08,12470.0,12470.0,11869.0,12130.0,1659500.0
2011-01-09,12470.0,12470.0,11869.0,12130.0,1659500.0
2011-01-10,12130.0,12130.0,11677.0,11790.0,2236500.0
2011-01-11,11903.0,11994.0,11790.0,11835.0,1975000.0
2011-01-12,11903.0,12527.0,11903.0,12379.0,1769500.0
2011-01-13,12470.0,12912.0,12470.0,12629.0,1500000.0
2011-01-14,12629.0,12629.0,12062.0,12096.0,2012000.0
2011-01-15,12629.0,12629.0,12062.0,12096.0,2012000.0
2011-01-16,12629.0,12629.0,12062.0,12096.0,2012000.0
2011-01-17,12096.0,12107.0,11541.0,11745.0,3467000.0
2011-01-18,11733.0,11903.0,11563.0,11711.0,1931000.0
2011-01-19,11677.0,11733.0,11541.0,11552.0,2641000.0
2011-01-20,11552.0,11552.0,11019.0,11076.0,2119500.0
2011-01-21,10974.0,10974.0,9908.0,10860.0,5408000.0
2011-01-22,10974.0,10974.0,9908.0,10860.0,5408000.0
2011-01-23,10974.0,10974.0,9908.0,10860.0,5408000.0
2011-01-24,10860.0,10860.0,10271.0,10441.0,3070000.0
2011-01-25,10498.0,11132.0,10498.0,10838.0,3699500.0
2011-01-26,10770.0,11269.0,10656.0,11200.0,2111500.0
2011-01-27,11155.0,11699.0,11030.0,11200.0,3431000.0
2011-01-28,11087.0,11314.0,10804.0,10883.0,1546000.0
2011-01-29,11087.0,11314.0,10804.0,10883.0,1546000.0
2011-01-30,11087.0,11314.0,10804.0,10883.0,1546000.0
2011-01-31,10770.0,10770.0,10486.0,10498.0,2074000.0
2011-02-01,10656.0,10860.0,10656.0,10702.0,1267000.0
2011-02-02,10962.0,10962.0,10554.0,10747.0,769000.0
2011-02-03,10962.0,10962.0,10554.0,10747.0,769000.0
2011-02-04,10792.0,10951.0,10702.0,10758.0,825000.0
2011-02-05,10792.0,10951.0,10702.0,10758.0,825000.0
2011-02-06,10792.0,10951.0,10702.0,10758.0,825000.0
2011-02-07,10826.0,10883.0,10554.0,10577.0,1407500.0
2011-02-08,10577.0,10679.0,10452.0,10509.0,1589500.0
2011-02-09,10464.0,10588.0,10328.0,10384.0,1209500.0
2011-02-10,10384.0,10384.0,10112.0,10124.0,2425500.0
2011-02-11,10090.0,10124.0,9897.0,10033.0,3124500.0
2011-02-12,10090.0,10124.0,9897.0,10033.0,3124500.0
2011-02-13,10090.0,10124.0,9897.0,10033.0,3124500.0
2011-02-14,10146.0,10282.0,10101.0,10248.0,1717500.0
2011-02-15,10146.0,10282.0,10101.0,10248.0,1717500.0
2011-02-16,10248.0,10294.0,10112.0,10180.0,1569000.0
2011-02-17,10226.0,10543.0,10158.0,10509.0,2092500.0
2011-02-18,10634.0,10770.0,10554.0,10702.0,2349500.0
2011-02-19,10634.0,10770.0,10554.0,10702.0,2349500.0
2011-02-20,10634.0,10770.0,10554.0,10702.0,2349500.0
2011-02-21,10543.0,11030.0,10543.0,10872.0,2117500.0
2011-02-22,10770.0,10770.0,10543.0,10566.0,1355500.0
2011-02-23,10520.0,11019.0,10520.0,11019.0,2227000.0
2011-02-24,10928.0,10928.0,10430.0,10452.0,3628500.0
2011-02-25,10464.0,10486.0,10158.0,10248.0,2770500.0
2011-02-26,10464.0,10486.0,10158.0,10248.0,2770500.0
2011-02-27,10464.0,10486.0,10158.0,10248.0,2770500.0
2011-02-28,10248.0,10384.0,10124.0,10362.0,1682500.0
