,UNTR IJ Equity,UNTR IJ Equity,UNTR IJ Equity,UNTR IJ Equity,UNTR IJ Equity
2010-03-22,8465.0,8512.0,8298.0,8346.0,2314278.0
2010-03-23,8393.0,8489.0,8251.0,8275.0,4043486.0
2010-03-24,8393.0,8703.0,8346.0,8679.0,11665521.0
2010-03-25,8703.0,9012.0,8655.0,8988.0,13363525.0
2010-03-26,9035.0,9059.0,8774.0,8893.0,4757011.0
2010-03-27,9035.0,9059.0,8774.0,8893.0,4757011.0
2010-03-28,9035.0,9059.0,8774.0,8893.0,4757011.0
2010-03-29,8964.0,8964.0,8703.0,8869.0,2966436.0
2010-03-30,8917.0,8917.0,8774.0,8893.0,1312638.0
2010-03-31,8869.0,8869.0,8584.0,8726.0,3886427.0
2010-04-01,8798.0,8893.0,8679.0,8845.0,4464736.0
2010-04-02,8798.0,8893.0,8679.0,8845.0,4464736.0
2010-04-03,8798.0,8893.0,8679.0,8845.0,4464736.0
2010-04-04,8798.0,8893.0,8679.0,8845.0,4464736.0
2010-04-05,8940.0,9273.0,8940.0,9249.0,8400569.0
2010-04-06,9249.0,9487.0,9083.0,9202.0,3956115.0
2010-04-07,9202.0,9440.0,9202.0,9226.0,5704565.0
2010-04-08,9131.0,9131.0,8869.0,8940.0,5428932.0
2010-04-09,8940.0,8940.0,8774.0,8821.0,5007161.0
2010-04-10,8940.0,8940.0,8774.0,8821.0,5007161.0
2010-04-11,8940.0,8940.0,8774.0,8821.0,5007161.0
2010-04-12,8845.0,8940.0,8798.0,8940.0,3323199.0
2010-04-13,8940.0,8940.0,8798.0,8845.0,2679882.0
2010-04-14,8869.0,9059.0,8821.0,8988.0,2854103.0
2010-04-15,9083.0,9249.0,9083.0,9131.0,7861264.0
2010-04-16,9154.0,9321.0,9059.0,9249.0,5082570.0
2010-04-17,9154.0,9321.0,9059.0,9249.0,5082570.0
2010-04-18,9154.0,9321.0,9059.0,9249.0,5082570.0
2010-04-19,8940.0,9154.0,8893.0,9107.0,4288435.0
2010-04-20,9249.0,9321.0,9178.0,9321.0,3467256.0
2010-04-21,9392.0,9463.0,9297.0,9416.0,3178102.0
2010-04-22,9368.0,9463.0,9226.0,9463.0,2458335.0
2010-04-23,9463.0,9511.0,9392.0,9440.0,1349042.0
2010-04-24,9463.0,9511.0,9392.0,9440.0,1349042.0
2010-04-25,9463.0,9511.0,9392.0,9440.0,1349042.0
2010-04-26,9511.0,9559.0,9416.0,9463.0,2741769.0
2010-04-27,9463.0,9511.0,9392.0,9440.0,2893107.0
2010-04-28,9226.0,9487.0,9202.0,9297.0,5101293.0
2010-04-29,9249.0,9416.0,9226.0,9321.0,2980478.0
2010-04-30,9249.0,9321.0,9059.0,9273.0,9250871.0
2010-05-01,9249.0,9321.0,9059.0,9273.0,9250871.0
2010-05-02,9249.0,9321.0,9059.0,9273.0,9250871.0
2010-05-03,9273.0,9321.0,9131.0,9178.0,2606033.0
2010-05-04,9226.0,9249.0,9035.0,9131.0,3729368.0
2010-05-05,9035.0,9035.0,8536.0,8560.0,12425852.0
2010-05-06,8512.0,8512.0,7965.0,8346.0,18000922.0
2010-05-07,7989.0,8227.0,7847.0,8061.0,12392048.0
2010-05-08,7989.0,8227.0,7847.0,8061.0,12392048.0
2010-05-09,7989.0,8227.0,7847.0,8061.0,12392048.0
2010-05-10,8203.0,8869.0,8203.0,8869.0,9102653.0
2010-05-11,8869.0,8893.0,8655.0,8750.0,7738009.0
2010-05-12,8750.0,8893.0,8703.0,8798.0,3049126.0
2010-05-13,8750.0,8893.0,8703.0,8798.0,3049126.0
2010-05-14,8798.0,8845.0,8726.0,8726.0,3379886.0
2010-05-15,8798.0,8845.0,8726.0,8726.0,3379886.0
2010-05-16,8798.0,8845.0,8726.0,8726.0,3379886.0
2010-05-17,8655.0,8655.0,8441.0,8560.0,3615994.0
2010-05-18,8584.0,8655.0,8536.0,8607.0,2232108.0
2010-05-19,8512.0,8512.0,8061.0,8084.0,5484579.0
2010-05-20,8084.0,8227.0,7751.0,7847.0,13491460.0
2010-05-21,7609.0,7799.0,7442.0,7799.0,14171702.0
2010-05-22,7609.0,7799.0,7442.0,7799.0,14171702.0
2010-05-23,7609.0,7799.0,7442.0,7799.0,14171702.0
2010-05-24,7942.0,8108.0,7728.0,7823.0,6962596.0
2010-05-25,7609.0,7751.0,7585.0,7609.0,7987639.0
2010-05-26,7728.0,8084.0,7728.0,7942.0,5169941.0
2010-05-27,7894.0,8489.0,7799.0,8417.0,7407249.0
2010-05-28,7894.0,8489.0,7799.0,8417.0,7407249.0
2010-05-29,7894.0,8489.0,7799.0,8417.0,7407249.0
2010-05-30,7894.0,8489.0,7799.0,8417.0,7407249.0
2010-05-31,8441.0,8821.0,8441.0,8726.0,8562308.0
2010-06-01,8655.0,8679.0,8346.0,8393.0,2755811.0
2010-06-02,8417.0,8560.0,8179.0,8203.0,4517262.0
2010-06-03,8370.0,8655.0,8370.0,8607.0,5871505.0
2010-06-04,8607.0,8703.0,8512.0,8631.0,3648758.0
2010-06-05,8607.0,8703.0,8512.0,8631.0,3648758.0
2010-06-06,8607.0,8703.0,8512.0,8631.0,3648758.0
2010-06-07,8179.0,8584.0,8132.0,8512.0,4489179.0
2010-06-08,8560.0,8703.0,8465.0,8512.0,2884786.0
2010-06-09,8512.0,8655.0,8465.0,8560.0,1440053.0
2010-06-10,8560.0,8584.0,8370.0,8417.0,3254031.0
2010-06-11,8560.0,8774.0,8560.0,8726.0,7956435.0
2010-06-12,8560.0,8774.0,8560.0,8726.0,7956435.0
2010-06-13,8560.0,8774.0,8560.0,8726.0,7956435.0
2010-06-14,8821.0,8964.0,8821.0,8940.0,4520383.0
2010-06-15,9027.0,9052.0,8955.0,9003.0,4425731.0
2010-06-16,9100.0,9197.0,8882.0,9003.0,2648158.0
2010-06-17,9003.0,9052.0,8906.0,9003.0,2969557.0
2010-06-18,9052.0,9173.0,9003.0,9100.0,2729288.0
2010-06-19,9052.0,9173.0,9003.0,9100.0,2729288.0
2010-06-20,9052.0,9173.0,9003.0,9100.0,2729288.0
2010-06-21,9197.0,9487.0,9197.0,9342.0,8235709.0
2010-06-22,9318.0,9439.0,9294.0,9318.0,3195784.0
2010-06-23,9269.0,9390.0,9245.0,9366.0,2370445.0
2010-06-24,9463.0,9463.0,9294.0,9342.0,1378165.0
2010-06-25,9245.0,9415.0,9100.0,9390.0,2175941.0
2010-06-26,9245.0,9415.0,9100.0,9390.0,2175941.0
2010-06-27,9245.0,9415.0,9100.0,9390.0,2175941.0
2010-06-28,9415.0,9536.0,9342.0,9366.0,1543025.0
2010-06-29,9415.0,9439.0,8955.0,9100.0,3242069.0
2010-06-30,8955.0,9076.0,8834.0,9076.0,6006201.0
2010-07-01,9076.0,9076.0,8834.0,8931.0,3012722.0
2010-07-02,8906.0,9003.0,8761.0,8785.0,3061088.0
2010-07-03,8906.0,9003.0,8761.0,8785.0,3061088.0
2010-07-04,8906.0,9003.0,8761.0,8785.0,3061088.0
2010-07-05,8785.0,8955.0,8785.0,8858.0,891907.0
2010-07-06,8713.0,9052.0,8713.0,9052.0,1460855.0
2010-07-07,9052.0,9052.0,8882.0,8906.0,2691323.0
2010-07-08,9052.0,9124.0,9027.0,9100.0,2954475.0
2010-07-09,9100.0,9124.0,9027.0,9076.0,1761972.0
2010-07-10,9100.0,9124.0,9027.0,9076.0,1761972.0
2010-07-11,9100.0,9124.0,9027.0,9076.0,1761972.0
2010-07-12,9148.0,9173.0,8955.0,9027.0,1291315.0
2010-07-13,9052.0,9100.0,8931.0,9100.0,2738129.0
2010-07-14,9197.0,9245.0,9148.0,9221.0,3748090.0
2010-07-15,9197.0,9342.0,9148.0,9342.0,5448694.0
2010-07-16,9342.0,9342.0,9269.0,9342.0,1545626.0
2010-07-17,9342.0,9342.0,9269.0,9342.0,1545626.0
2010-07-18,9342.0,9342.0,9269.0,9342.0,1545626.0
2010-07-19,9294.0,9342.0,9197.0,9342.0,2248750.0
2010-07-20,9390.0,9439.0,9342.0,9439.0,2205065.0
2010-07-21,9439.0,9560.0,9415.0,9536.0,4299876.0
2010-07-22,9487.0,9560.0,9245.0,9318.0,2680922.0
2010-07-23,9439.0,9657.0,9439.0,9632.0,5242229.0
2010-07-24,9439.0,9657.0,9439.0,9632.0,5242229.0
2010-07-25,9439.0,9657.0,9439.0,9632.0,5242229.0
2010-07-26,9681.0,9681.0,9511.0,9536.0,3044446.0
2010-07-27,9560.0,9705.0,9560.0,9681.0,3633676.0
2010-07-28,9729.0,9826.0,9632.0,9632.0,2938353.0
2010-07-29,9632.0,9729.0,9608.0,9705.0,2670521.0
2010-07-30,9705.0,9778.0,9657.0,9753.0,3726247.0
2010-07-31,9705.0,9778.0,9657.0,9753.0,3726247.0
2010-08-01,9705.0,9778.0,9657.0,9753.0,3726247.0
2010-08-02,9753.0,9778.0,9439.0,9463.0,3682562.0
2010-08-03,9511.0,9560.0,9100.0,9197.0,5785695.0
2010-08-04,9197.0,9342.0,9100.0,9197.0,7389047.0
2010-08-05,9197.0,9608.0,9197.0,9560.0,3331520.0
2010-08-06,9632.0,9705.0,9487.0,9487.0,4333680.0
2010-08-07,9632.0,9705.0,9487.0,9487.0,4333680.0
2010-08-08,9632.0,9705.0,9487.0,9487.0,4333680.0
2010-08-09,9487.0,9608.0,9463.0,9536.0,994359.0
2010-08-10,9463.0,9487.0,9318.0,9463.0,3705445.0
2010-08-11,9415.0,9415.0,9221.0,9269.0,3450614.0
2010-08-12,9197.0,9197.0,9027.0,9100.0,9161420.0
2010-08-13,9100.0,9197.0,9003.0,9197.0,6060808.0
2010-08-14,9100.0,9197.0,9003.0,9197.0,6060808.0
2010-08-15,9100.0,9197.0,9003.0,9197.0,6060808.0
2010-08-16,9100.0,9269.0,9076.0,9269.0,2100532.0
2010-08-17,9100.0,9269.0,9076.0,9269.0,2100532.0
2010-08-18,9269.0,9269.0,9124.0,9173.0,2632556.0
2010-08-19,9197.0,9221.0,9148.0,9173.0,2608633.0
2010-08-20,9148.0,9148.0,9003.0,9052.0,4817338.0
2010-08-21,9148.0,9148.0,9003.0,9052.0,4817338.0
2010-08-22,9148.0,9148.0,9003.0,9052.0,4817338.0
2010-08-23,9003.0,9100.0,8931.0,9100.0,5691043.0
2010-08-24,9100.0,9197.0,8906.0,9052.0,7196104.0
2010-08-25,9003.0,9148.0,8955.0,9148.0,5057087.0
2010-08-26,9173.0,9197.0,9027.0,9100.0,3290435.0
2010-08-27,9052.0,9100.0,8906.0,8979.0,4076249.0
2010-08-28,9052.0,9100.0,8906.0,8979.0,4076249.0
2010-08-29,9052.0,9100.0,8906.0,8979.0,4076249.0
2010-08-30,9124.0,9124.0,8955.0,8979.0,1820219.0
2010-08-31,8906.0,8979.0,8834.0,8906.0,2794296.0
2010-09-01,8906.0,9197.0,8906.0,9197.0,4547426.0
2010-09-02,9294.0,9318.0,9027.0,9124.0,3148458.0
2010-09-03,9173.0,9245.0,9124.0,9173.0,2976317.0
2010-09-04,9173.0,9245.0,9124.0,9173.0,2976317.0
2010-09-05,9173.0,9245.0,9124.0,9173.0,2976317.0
2010-09-06,9197.0,9390.0,9197.0,9366.0,4197424.0
2010-09-07,9390.0,9511.0,9390.0,9487.0,6502861.0
2010-09-08,9390.0,9511.0,9390.0,9487.0,6502861.0
2010-09-09,9390.0,9511.0,9390.0,9487.0,6502861.0
2010-09-10,9390.0,9511.0,9390.0,9487.0,6502861.0
2010-09-11,9390.0,9511.0,9390.0,9487.0,6502861.0
2010-09-12,9390.0,9511.0,9390.0,9487.0,6502861.0
2010-09-13,9390.0,9511.0,9390.0,9487.0,6502861.0
2010-09-14,9390.0,9511.0,9390.0,9487.0,6502861.0
2010-09-15,9536.0,10092.0,9536.0,10092.0,13974078.0
2010-09-16,10092.0,10092.0,9705.0,9729.0,5128856.0
2010-09-17,9778.0,10092.0,9778.0,9971.0,3429812.0
2010-09-18,9778.0,10092.0,9778.0,9971.0,3429812.0
2010-09-19,9778.0,10092.0,9778.0,9971.0,3429812.0
2010-09-20,9971.0,9971.0,9560.0,9608.0,3897868.0
2010-09-21,9681.0,9850.0,9390.0,9487.0,7761932.0
2010-09-22,9536.0,9705.0,9463.0,9584.0,2878546.0
2010-09-23,9681.0,9729.0,9511.0,9705.0,4287915.0
2010-09-24,9632.0,9826.0,9536.0,9778.0,4195344.0
2010-09-25,9632.0,9826.0,9536.0,9778.0,4195344.0
2010-09-26,9632.0,9826.0,9536.0,9778.0,4195344.0
2010-09-27,9874.0,9996.0,9826.0,9923.0,3405369.0
2010-09-28,9874.0,10092.0,9802.0,9923.0,5296836.0
2010-09-29,9971.0,10068.0,9899.0,9923.0,3737689.0
2010-09-30,9923.0,10020.0,9753.0,9899.0,2708485.0
2010-10-01,9947.0,9971.0,9874.0,9923.0,2556107.0
2010-10-02,9947.0,9971.0,9874.0,9923.0,2556107.0
2010-10-03,9947.0,9971.0,9874.0,9923.0,2556107.0
2010-10-04,9971.0,10262.0,9971.0,10262.0,7526864.0
2010-10-05,10213.0,10213.0,9923.0,10020.0,2975277.0
2010-10-06,10165.0,10310.0,10020.0,10141.0,4511022.0
2010-10-07,10141.0,10334.0,10068.0,10165.0,3311758.0
2010-10-08,10068.0,10068.0,9874.0,9923.0,5183982.0
2010-10-09,10068.0,10068.0,9874.0,9923.0,5183982.0
2010-10-10,10068.0,10068.0,9874.0,9923.0,5183982.0
2010-10-11,9923.0,9996.0,9778.0,9899.0,4416890.0
2010-10-12,9850.0,10020.0,9850.0,9923.0,3955075.0
2010-10-13,10068.0,10238.0,9899.0,9996.0,3941553.0
2010-10-14,10141.0,10189.0,9947.0,9996.0,3359603.0
2010-10-15,9971.0,9971.0,9826.0,9923.0,4881306.0
2010-10-16,9971.0,9971.0,9826.0,9923.0,4881306.0
2010-10-17,9971.0,9971.0,9826.0,9923.0,4881306.0
2010-10-18,9923.0,9923.0,9802.0,9874.0,2900908.0
2010-10-19,9923.0,9996.0,9826.0,9996.0,1889907.0
2010-10-20,9899.0,9923.0,9826.0,9899.0,2843181.0
2010-10-21,9971.0,10068.0,9874.0,9923.0,2076609.0
2010-10-22,10068.0,10117.0,9923.0,10068.0,1505581.0
2010-10-23,10068.0,10117.0,9923.0,10068.0,1505581.0
2010-10-24,10068.0,10117.0,9923.0,10068.0,1505581.0
2010-10-25,10117.0,10238.0,10044.0,10238.0,2044365.0
2010-10-26,10238.0,10310.0,10092.0,10213.0,2625275.0
2010-10-27,10213.0,10334.0,10165.0,10310.0,2946154.0
2010-10-28,10388.0,10827.0,10388.0,10681.0,3785535.0
2010-10-29,10632.0,10851.0,10388.0,10827.0,2309077.0
2010-10-30,10632.0,10851.0,10388.0,10827.0,2309077.0
2010-10-31,10632.0,10851.0,10388.0,10827.0,2309077.0
2010-11-01,10876.0,10973.0,10608.0,10754.0,2156699.0
2010-11-02,10754.0,10754.0,10534.0,10534.0,1624675.0
2010-11-03,10705.0,10851.0,10534.0,10632.0,2140577.0
2010-11-04,10827.0,10949.0,10730.0,10949.0,1841021.0
2010-11-05,11071.0,11120.0,11022.0,11047.0,848742.0
2010-11-06,11071.0,11120.0,11022.0,11047.0,848742.0
2010-11-07,11071.0,11120.0,11022.0,11047.0,848742.0
2010-11-08,11047.0,11607.0,10973.0,11486.0,2868144.0
2010-11-09,11632.0,12241.0,11607.0,12241.0,2201944.0
2010-11-10,12290.0,12290.0,11583.0,11778.0,5615114.0
2010-11-11,11851.0,11851.0,11217.0,11437.0,3924391.0
2010-11-12,11559.0,11559.0,10925.0,11022.0,3851062.0
2010-11-13,11559.0,11559.0,10925.0,11022.0,3851062.0
2010-11-14,11559.0,11559.0,10925.0,11022.0,3851062.0
2010-11-15,11022.0,11022.0,10754.0,10925.0,3500020.0
2010-11-16,10925.0,11339.0,10925.0,11339.0,2103133.0
2010-11-17,10925.0,11339.0,10925.0,11339.0,2103133.0
2010-11-18,11339.0,11364.0,11071.0,11169.0,2774533.0
2010-11-19,11242.0,12729.0,11242.0,12510.0,6627676.0
2010-11-20,11242.0,12729.0,11242.0,12510.0,6627676.0
2010-11-21,11242.0,12729.0,11242.0,12510.0,6627676.0
2010-11-22,12510.0,12510.0,11973.0,12241.0,5465336.0
2010-11-23,12241.0,12241.0,11851.0,11900.0,2905589.0
2010-11-24,11876.0,11876.0,11656.0,11803.0,2798456.0
2010-11-25,11803.0,11949.0,11705.0,11827.0,4750250.0
2010-11-26,11803.0,11851.0,11705.0,11754.0,2159299.0
2010-11-27,11803.0,11851.0,11705.0,11754.0,2159299.0
2010-11-28,11803.0,11851.0,11705.0,11754.0,2159299.0
2010-11-29,11169.0,11510.0,11169.0,11461.0,3400688.0
2010-11-30,11510.0,11607.0,11193.0,11217.0,5278634.0
2010-12-01,11339.0,11583.0,11217.0,11583.0,2215466.0
2010-12-02,11705.0,12022.0,11705.0,11778.0,3930632.0
2010-12-03,11851.0,11998.0,11705.0,11754.0,3557747.0
2010-12-04,11851.0,11998.0,11705.0,11754.0,3557747.0
2010-12-05,11851.0,11998.0,11705.0,11754.0,3557747.0
2010-12-06,11827.0,11900.0,11632.0,11705.0,1458775.0
2010-12-07,11827.0,11900.0,11632.0,11705.0,1458775.0
2010-12-08,11705.0,11900.0,11656.0,11705.0,2469257.0
2010-12-09,11778.0,11900.0,11656.0,11656.0,2391247.0
2010-12-10,11583.0,11705.0,11534.0,11583.0,1263752.0
2010-12-11,11583.0,11705.0,11534.0,11583.0,1263752.0
2010-12-12,11583.0,11705.0,11534.0,11583.0,1263752.0
2010-12-13,11632.0,11705.0,11534.0,11559.0,1675641.0
2010-12-14,11656.0,11705.0,11510.0,11705.0,1637677.0
2010-12-15,11705.0,11705.0,11510.0,11681.0,2074009.0
2010-12-16,11681.0,11681.0,11217.0,11266.0,4103293.0
2010-12-17,11217.0,11266.0,10827.0,11217.0,5017563.0
2010-12-18,11217.0,11266.0,10827.0,11217.0,5017563.0
2010-12-19,11217.0,11266.0,10827.0,11217.0,5017563.0
2010-12-20,11217.0,11217.0,11095.0,11169.0,4400248.0
2010-12-21,11120.0,11437.0,11047.0,11339.0,3408489.0
2010-12-22,11339.0,11559.0,11120.0,11437.0,2135376.0
2010-12-23,11461.0,11461.0,11169.0,11266.0,1388047.0
2010-12-24,11461.0,11461.0,11169.0,11266.0,1388047.0
2010-12-25,11461.0,11461.0,11169.0,11266.0,1388047.0
2010-12-26,11461.0,11461.0,11169.0,11266.0,1388047.0
2010-12-27,11217.0,11364.0,11169.0,11242.0,779574.0
2010-12-28,11242.0,11754.0,11242.0,11437.0,1865984.0
2010-12-29,11510.0,11607.0,11364.0,11510.0,2116654.0
2010-12-30,11559.0,11705.0,11437.0,11607.0,3367404.0
2010-12-31,11559.0,11705.0,11437.0,11607.0,3367404.0
2011-01-01,11559.0,11705.0,11437.0,11607.0,3367404.0
2011-01-02,11559.0,11705.0,11437.0,11607.0,3367404.0
2011-01-03,11681.0,11876.0,11681.0,11851.0,3913470.0
2011-01-04,11876.0,12388.0,11851.0,12315.0,4963476.0
2011-01-05,12315.0,12412.0,11998.0,12388.0,3194224.0
2011-01-06,12437.0,12973.0,12412.0,12632.0,5751891.0
2011-01-07,12583.0,12583.0,11705.0,11998.0,5442974.0
2011-01-08,12583.0,12583.0,11705.0,11998.0,5442974.0
2011-01-09,12583.0,12583.0,11705.0,11998.0,5442974.0
2011-01-10,11900.0,11900.0,11071.0,11095.0,6294836.0
2011-01-11,11144.0,11290.0,10242.0,10681.0,15135898.0
2011-01-12,10730.0,10973.0,10681.0,10925.0,22286756.0
2011-01-13,11022.0,11169.0,10851.0,10949.0,15250311.0
2011-01-14,10949.0,10949.0,10754.0,10803.0,8822859.0
2011-01-15,10949.0,10949.0,10754.0,10803.0,8822859.0
2011-01-16,10949.0,10949.0,10754.0,10803.0,8822859.0
2011-01-17,10803.0,10900.0,10730.0,10827.0,4820459.0
2011-01-18,10827.0,11022.0,10778.0,10925.0,2740729.0
2011-01-19,10925.0,10925.0,10705.0,10900.0,12116415.0
2011-01-20,10876.0,10876.0,10413.0,10486.0,8831701.0
2011-01-21,10242.0,10242.0,9657.0,9974.0,14865985.0
2011-01-22,10242.0,10242.0,9657.0,9974.0,14865985.0
2011-01-23,10242.0,10242.0,9657.0,9974.0,14865985.0
2011-01-24,9949.0,9974.0,9657.0,9852.0,7431692.0
2011-01-25,9949.0,10754.0,9949.0,10559.0,8028204.0
2011-01-26,10559.0,10949.0,10510.0,10949.0,7347442.0
2011-01-27,11022.0,11120.0,10803.0,10876.0,7916911.0
2011-01-28,10876.0,10900.0,10583.0,10705.0,4061688.0
2011-01-29,10876.0,10900.0,10583.0,10705.0,4061688.0
2011-01-30,10876.0,10900.0,10583.0,10705.0,4061688.0
2011-01-31,10608.0,10608.0,10193.0,10413.0,6158580.0
2011-02-01,10413.0,10608.0,10388.0,10510.0,4617114.0
2011-02-02,10608.0,10973.0,10461.0,10973.0,7241350.0
2011-02-03,10608.0,10973.0,10461.0,10973.0,7241350.0
2011-02-04,10973.0,11071.0,10900.0,11071.0,2575869.0
2011-02-05,10973.0,11071.0,10900.0,11071.0,2575869.0
2011-02-06,10973.0,11071.0,10900.0,11071.0,2575869.0
2011-02-07,11169.0,11290.0,11144.0,11242.0,5710286.0
2011-02-08,11364.0,11437.0,10949.0,11144.0,4434052.0
2011-02-09,11071.0,11071.0,10778.0,10925.0,3572309.0
2011-02-10,10778.0,10827.0,10388.0,10803.0,6740009.0
2011-02-11,10803.0,11022.0,10534.0,10998.0,4686803.0
2011-02-12,10803.0,11022.0,10534.0,10998.0,4686803.0
2011-02-13,10803.0,11022.0,10534.0,10998.0,4686803.0
2011-02-14,11022.0,11315.0,11022.0,11315.0,3586351.0
2011-02-15,11022.0,11315.0,11022.0,11315.0,3586351.0
2011-02-16,11217.0,11290.0,11022.0,11217.0,2604473.0
2011-02-17,11217.0,11412.0,11095.0,11169.0,2622155.0
2011-02-18,11266.0,11510.0,11169.0,11266.0,7158140.0
2011-02-19,11266.0,11510.0,11169.0,11266.0,7158140.0
2011-02-20,11266.0,11510.0,11169.0,11266.0,7158140.0
2011-02-21,11266.0,11486.0,11120.0,11437.0,2410489.0
2011-02-22,11217.0,11486.0,11144.0,11290.0,4683162.0
2011-02-23,11193.0,11364.0,11120.0,11169.0,5429452.0
