,PAMP AR Equity
2013-01-14,-30.6468
2013-01-15,-30.6468
2013-01-16,-30.6468
2013-01-17,-30.6468
2013-01-18,-30.6468
2013-01-19,-30.6468
2013-01-20,-30.6468
2013-01-21,-30.6468
2013-01-22,-30.6468
2013-01-23,-30.6468
2013-01-24,-30.6468
2013-01-25,-30.6468
2013-01-26,-30.6468
2013-01-27,-30.6468
2013-01-28,-30.6468
2013-01-29,-30.6468
2013-01-30,-30.6468
2013-01-31,-30.6468
2013-02-01,-30.6468
2013-02-02,-30.6468
2013-02-03,-30.6468
2013-02-04,-30.6468
2013-02-05,-30.6468
2013-02-06,-30.6468
2013-02-07,-30.6468
2013-02-08,-30.6468
2013-02-09,-30.6468
2013-02-10,-30.6468
2013-02-11,-30.6468
2013-02-12,-30.6468
2013-02-13,-30.6468
2013-02-14,-30.6468
2013-02-15,-30.6468
2013-02-16,-30.6468
2013-02-17,-30.6468
2013-02-18,-30.6468
2013-02-19,-30.6468
2013-02-20,-30.6468
2013-02-21,-30.6468
2013-02-22,-30.6468
2013-02-23,-30.6468
2013-02-24,-30.6468
2013-02-25,-30.6468
2013-02-26,-30.6468
2013-02-27,-30.6468
2013-02-28,-30.6468
2013-03-01,-30.6468
2013-03-02,-30.6468
2013-03-03,-30.6468
2013-03-04,-30.6468
2013-03-05,-30.6468
2013-03-06,-30.6468
2013-03-07,-30.6468
2013-03-08,-30.6468
2013-03-09,-30.6468
2013-03-10,-30.6468
2013-03-11,-30.6468
2013-03-12,-30.6468
2013-03-13,-30.6468
2013-03-14,-30.6468
2013-03-15,-30.6468
2013-03-16,-30.6468
2013-03-17,-30.6468
2013-03-18,-30.6468
2013-03-19,-30.6468
2013-03-20,-30.6468
2013-03-21,-30.6468
2013-03-22,-30.6468
2013-03-23,-30.6468
2013-03-24,-30.6468
2013-03-25,-30.6468
2013-03-26,-30.6468
2013-03-27,-30.6468
2013-03-28,-30.6468
2013-03-29,-30.6468
2013-03-30,-30.6468
2013-03-31,-51.9132
2013-04-01,-51.9132
2013-04-02,-51.9132
2013-04-03,-51.9132
2013-04-04,-51.9132
2013-04-05,-51.9132
2013-04-06,-51.9132
2013-04-07,-51.9132
2013-04-08,-51.9132
2013-04-09,-51.9132
2013-04-10,-51.9132
2013-04-11,-51.9132
2013-04-12,-51.9132
2013-04-13,-51.9132
2013-04-14,-51.9132
2013-04-15,-51.9132
2013-04-16,-51.9132
2013-04-17,-51.9132
2013-04-18,-51.9132
2013-04-19,-51.9132
2013-04-20,-51.9132
2013-04-21,-51.9132
2013-04-22,-51.9132
2013-04-23,-51.9132
2013-04-24,-51.9132
2013-04-25,-51.9132
2013-04-26,-51.9132
2013-04-27,-51.9132
2013-04-28,-51.9132
2013-04-29,-51.9132
2013-04-30,-51.9132
2013-05-01,-51.9132
2013-05-02,-51.9132
2013-05-03,-51.9132
2013-05-04,-51.9132
2013-05-05,-51.9132
2013-05-06,-51.9132
2013-05-07,-51.9132
2013-05-08,-51.9132
2013-05-09,-51.9132
2013-05-10,-51.9132
2013-05-11,-51.9132
2013-05-12,-51.9132
2013-05-13,-51.9132
2013-05-14,-51.9132
2013-05-15,-51.9132
2013-05-16,-51.9132
2013-05-17,-51.9132
2013-05-18,-51.9132
2013-05-19,-51.9132
2013-05-20,-51.9132
2013-05-21,-51.9132
2013-05-22,-51.9132
2013-05-23,-51.9132
2013-05-24,-51.9132
2013-05-25,-51.9132
2013-05-26,-51.9132
2013-05-27,-51.9132
2013-05-28,-51.9132
2013-05-29,-51.9132
2013-05-30,-51.9132
2013-05-31,-51.9132
2013-06-01,-51.9132
2013-06-02,-51.9132
2013-06-03,-51.9132
2013-06-04,-51.9132
2013-06-05,-51.9132
2013-06-06,-51.9132
2013-06-07,-51.9132
2013-06-08,-51.9132
2013-06-09,-51.9132
2013-06-10,-51.9132
2013-06-11,-51.9132
2013-06-12,-51.9132
2013-06-13,-51.9132
2013-06-14,-51.9132
2013-06-15,-51.9132
2013-06-16,-51.9132
2013-06-17,-51.9132
2013-06-18,-51.9132
2013-06-19,-51.9132
2013-06-20,-51.9132
2013-06-21,-51.9132
2013-06-22,-51.9132
2013-06-23,-51.9132
2013-06-24,-51.9132
2013-06-25,-51.9132
2013-06-26,-51.9132
2013-06-27,-51.9132
2013-06-28,-51.9132
2013-06-29,-51.9132
2013-06-30,1.8676
2013-07-01,1.8676
2013-07-02,1.8676
2013-07-03,1.8676
2013-07-04,1.8676
2013-07-05,1.8676
2013-07-06,1.8676
2013-07-07,1.8676
2013-07-08,1.8676
2013-07-09,1.8676
2013-07-10,1.8676
2013-07-11,1.8676
2013-07-12,1.8676
2013-07-13,1.8676
2013-07-14,1.8676
2013-07-15,1.8676
2013-07-16,1.8676
2013-07-17,1.8676
2013-07-18,1.8676
2013-07-19,1.8676
2013-07-20,1.8676
2013-07-21,1.8676
2013-07-22,1.8676
2013-07-23,1.8676
2013-07-24,1.8676
2013-07-25,1.8676
2013-07-26,1.8676
2013-07-27,1.8676
2013-07-28,1.8676
2013-07-29,1.8676
2013-07-30,1.8676
2013-07-31,1.8676
2013-08-01,1.8676
2013-08-02,1.8676
2013-08-03,1.8676
2013-08-04,1.8676
2013-08-05,1.8676
2013-08-06,1.8676
2013-08-07,1.8676
2013-08-08,1.8676
2013-08-09,1.8676
2013-08-10,1.8676
2013-08-11,1.8676
2013-08-12,1.8676
2013-08-13,1.8676
2013-08-14,1.8676
2013-08-15,1.8676
2013-08-16,1.8676
2013-08-17,1.8676
2013-08-18,1.8676
2013-08-19,1.8676
2013-08-20,1.8676
2013-08-21,1.8676
2013-08-22,1.8676
2013-08-23,1.8676
2013-08-24,1.8676
2013-08-25,1.8676
2013-08-26,1.8676
2013-08-27,1.8676
2013-08-28,1.8676
2013-08-29,1.8676
2013-08-30,1.8676
2013-08-31,1.8676
2013-09-01,1.8676
2013-09-02,1.8676
2013-09-03,1.8676
2013-09-04,1.8676
2013-09-05,1.8676
2013-09-06,1.8676
2013-09-07,1.8676
2013-09-08,1.8676
2013-09-09,1.8676
2013-09-10,1.8676
2013-09-11,1.8676
2013-09-12,1.8676
2013-09-13,1.8676
2013-09-14,1.8676
2013-09-15,1.8676
2013-09-16,1.8676
2013-09-17,1.8676
2013-09-18,1.8676
2013-09-19,1.8676
2013-09-20,1.8676
2013-09-21,1.8676
2013-09-22,1.8676
2013-09-23,1.8676
2013-09-24,1.8676
2013-09-25,1.8676
2013-09-26,1.8676
2013-09-27,1.8676
2013-09-28,1.8676
2013-09-29,1.8676
2013-09-30,5.4664
2013-10-01,5.4664
2013-10-02,5.4664
2013-10-03,5.4664
2013-10-04,5.4664
2013-10-05,5.4664
2013-10-06,5.4664
2013-10-07,5.4664
2013-10-08,5.4664
2013-10-09,5.4664
2013-10-10,5.4664
2013-10-11,5.4664
2013-10-12,5.4664
2013-10-13,5.4664
2013-10-14,5.4664
2013-10-15,5.4664
2013-10-16,5.4664
2013-10-17,5.4664
2013-10-18,5.4664
2013-10-19,5.4664
2013-10-20,5.4664
2013-10-21,5.4664
2013-10-22,5.4664
2013-10-23,5.4664
2013-10-24,5.4664
2013-10-25,5.4664
2013-10-26,5.4664
2013-10-27,5.4664
2013-10-28,5.4664
2013-10-29,5.4664
2013-10-30,5.4664
2013-10-31,5.4664
2013-11-01,5.4664
2013-11-02,5.4664
2013-11-03,5.4664
2013-11-04,5.4664
2013-11-05,5.4664
2013-11-06,5.4664
2013-11-07,5.4664
2013-11-08,5.4664
2013-11-09,5.4664
2013-11-10,5.4664
2013-11-11,5.4664
2013-11-12,5.4664
2013-11-13,5.4664
2013-11-14,5.4664
2013-11-15,5.4664
2013-11-16,5.4664
2013-11-17,5.4664
2013-11-18,5.4664
2013-11-19,5.4664
2013-11-20,5.4664
2013-11-21,5.4664
2013-11-22,5.4664
2013-11-23,5.4664
2013-11-24,5.4664
2013-11-25,5.4664
2013-11-26,5.4664
2013-11-27,5.4664
2013-11-28,5.4664
2013-11-29,5.4664
2013-11-30,5.4664
2013-12-01,5.4664
2013-12-02,5.4664
2013-12-03,5.4664
2013-12-04,5.4664
2013-12-05,5.4664
2013-12-06,5.4664
2013-12-07,5.4664
2013-12-08,5.4664
2013-12-09,5.4664
2013-12-10,5.4664
2013-12-11,5.4664
2013-12-12,5.4664
2013-12-13,5.4664
2013-12-14,5.4664
2013-12-15,5.4664
2013-12-16,5.4664
2013-12-17,5.4664
2013-12-18,5.4664
2013-12-19,5.4664
2013-12-20,5.4664
2013-12-21,5.4664
2013-12-22,5.4664
2013-12-23,5.4664
2013-12-24,5.4664
2013-12-25,5.4664
2013-12-26,5.4664
2013-12-27,5.4664
2013-12-28,5.4664
2013-12-29,5.4664
2013-12-30,5.4664
2013-12-31,14.6733
2014-01-01,14.6733
2014-01-02,14.6733
2014-01-03,14.6733
2014-01-04,14.6733
2014-01-05,14.6733
2014-01-06,14.6733
2014-01-07,14.6733
2014-01-08,14.6733
2014-01-09,14.6733
2014-01-10,14.6733
2014-01-11,14.6733
2014-01-12,14.6733
2014-01-13,14.6733
2014-01-14,14.6733
2014-01-15,14.6733
2014-01-16,14.6733
2014-01-17,14.6733
2014-01-18,14.6733
2014-01-19,14.6733
2014-01-20,14.6733
2014-01-21,14.6733
2014-01-22,14.6733
2014-01-23,14.6733
2014-01-24,14.6733
2014-01-25,14.6733
2014-01-26,14.6733
2014-01-27,14.6733
2014-01-28,14.6733
2014-01-29,14.6733
2014-01-30,14.6733
2014-01-31,14.6733
2014-02-01,14.6733
2014-02-02,14.6733
2014-02-03,14.6733
2014-02-04,14.6733
2014-02-05,14.6733
2014-02-06,14.6733
2014-02-07,14.6733
2014-02-08,14.6733
2014-02-09,14.6733
2014-02-10,14.6733
2014-02-11,14.6733
2014-02-12,14.6733
2014-02-13,14.6733
2014-02-14,14.6733
2014-02-15,14.6733
2014-02-16,14.6733
2014-02-17,14.6733
2014-02-18,14.6733
2014-02-19,14.6733
2014-02-20,14.6733
2014-02-21,14.6733
2014-02-22,14.6733
2014-02-23,14.6733
2014-02-24,14.6733
2014-02-25,14.6733
2014-02-26,14.6733
2014-02-27,14.6733
2014-02-28,14.6733
2014-03-01,14.6733
2014-03-02,14.6733
2014-03-03,14.6733
2014-03-04,14.6733
2014-03-05,14.6733
2014-03-06,14.6733
2014-03-07,14.6733
2014-03-08,14.6733
2014-03-09,14.6733
2014-03-10,14.6733
2014-03-11,14.6733
2014-03-12,14.6733
2014-03-13,14.6733
2014-03-14,14.6733
2014-03-15,14.6733
2014-03-16,14.6733
2014-03-17,14.6733
2014-03-18,14.6733
2014-03-19,14.6733
2014-03-20,14.6733
2014-03-21,14.6733
2014-03-22,14.6733
2014-03-23,14.6733
2014-03-24,14.6733
2014-03-25,14.6733
2014-03-26,14.6733
2014-03-27,14.6733
2014-03-28,14.6733
2014-03-29,14.6733
2014-03-30,14.6733
2014-03-31,17.9953
2014-04-01,17.9953
2014-04-02,17.9953
2014-04-03,17.9953
2014-04-04,17.9953
2014-04-05,17.9953
2014-04-06,17.9953
2014-04-07,17.9953
2014-04-08,17.9953
2014-04-09,17.9953
2014-04-10,17.9953
2014-04-11,17.9953
2014-04-12,17.9953
2014-04-13,17.9953
2014-04-14,17.9953
2014-04-15,17.9953
2014-04-16,17.9953
2014-04-17,17.9953
2014-04-18,17.9953
2014-04-19,17.9953
2014-04-20,17.9953
2014-04-21,17.9953
2014-04-22,17.9953
2014-04-23,17.9953
2014-04-24,17.9953
2014-04-25,17.9953
2014-04-26,17.9953
2014-04-27,17.9953
2014-04-28,17.9953
2014-04-29,17.9953
2014-04-30,17.9953
2014-05-01,17.9953
2014-05-02,17.9953
2014-05-03,17.9953
2014-05-04,17.9953
2014-05-05,17.9953
2014-05-06,17.9953
2014-05-07,17.9953
2014-05-08,17.9953
2014-05-09,17.9953
2014-05-10,17.9953
2014-05-11,17.9953
2014-05-12,17.9953
2014-05-13,17.9953
2014-05-14,17.9953
2014-05-15,17.9953
2014-05-16,17.9953
2014-05-17,17.9953
2014-05-18,17.9953
2014-05-19,17.9953
2014-05-20,17.9953
2014-05-21,17.9953
2014-05-22,17.9953
2014-05-23,17.9953
2014-05-24,17.9953
2014-05-25,17.9953
2014-05-26,17.9953
2014-05-27,17.9953
2014-05-28,17.9953
2014-05-29,17.9953
2014-05-30,17.9953
2014-05-31,17.9953
2014-06-01,17.9953
2014-06-02,17.9953
2014-06-03,17.9953
2014-06-04,17.9953
2014-06-05,17.9953
2014-06-06,17.9953
2014-06-07,17.9953
2014-06-08,17.9953
2014-06-09,17.9953
2014-06-10,17.9953
2014-06-11,17.9953
2014-06-12,17.9953
2014-06-13,17.9953
2014-06-14,17.9953
2014-06-15,17.9953
2014-06-16,17.9953
2014-06-17,17.9953
2014-06-18,17.9953
2014-06-19,17.9953
2014-06-20,17.9953
2014-06-21,17.9953
2014-06-22,17.9953
2014-06-23,17.9953
2014-06-24,17.9953
2014-06-25,17.9953
2014-06-26,17.9953
2014-06-27,17.9953
2014-06-28,17.9953
2014-06-29,17.9953
2014-06-30,-15.271
2014-07-01,-15.271
2014-07-02,-15.271
2014-07-03,-15.271
2014-07-04,-15.271
2014-07-05,-15.271
2014-07-06,-15.271
2014-07-07,-15.271
2014-07-08,-15.271
2014-07-09,-15.271
2014-07-10,-15.271
2014-07-11,-15.271
2014-07-12,-15.271
2014-07-13,-15.271
2014-07-14,-15.271
2014-07-15,-15.271
2014-07-16,-15.271
2014-07-17,-15.271
2014-07-18,-15.271
2014-07-19,-15.271
2014-07-20,-15.271
2014-07-21,-15.271
2014-07-22,-15.271
2014-07-23,-15.271
2014-07-24,-15.271
2014-07-25,-15.271
2014-07-26,-15.271
2014-07-27,-15.271
2014-07-28,-15.271
2014-07-29,-15.271
2014-07-30,-15.271
2014-07-31,-15.271
2014-08-01,-15.271
2014-08-02,-15.271
2014-08-03,-15.271
2014-08-04,-15.271
2014-08-05,-15.271
2014-08-06,-15.271
2014-08-07,-15.271
2014-08-08,-15.271
2014-08-09,-15.271
2014-08-10,-15.271
2014-08-11,-15.271
2014-08-12,-15.271
2014-08-13,-15.271
2014-08-14,-15.271
2014-08-15,-15.271
2014-08-16,-15.271
2014-08-17,-15.271
2014-08-18,-15.271
2014-08-19,-15.271
2014-08-20,-15.271
2014-08-21,-15.271
2014-08-22,-15.271
2014-08-23,-15.271
2014-08-24,-15.271
2014-08-25,-15.271
2014-08-26,-15.271
2014-08-27,-15.271
2014-08-28,-15.271
2014-08-29,-15.271
2014-08-30,-15.271
2014-08-31,-15.271
2014-09-01,-15.271
2014-09-02,-15.271
2014-09-03,-15.271
2014-09-04,-15.271
2014-09-05,-15.271
2014-09-06,-15.271
2014-09-07,-15.271
2014-09-08,-15.271
2014-09-09,-15.271
2014-09-10,-15.271
2014-09-11,-15.271
2014-09-12,-15.271
2014-09-13,-15.271
2014-09-14,-15.271
2014-09-15,-15.271
2014-09-16,-15.271
2014-09-17,-15.271
2014-09-18,-15.271
2014-09-19,-15.271
2014-09-20,-15.271
2014-09-21,-15.271
2014-09-22,-15.271
2014-09-23,-15.271
2014-09-24,-15.271
2014-09-25,-15.271
2014-09-26,-15.271
2014-09-27,-15.271
2014-09-28,-15.271
2014-09-29,-15.271
2014-09-30,-3.7974
2014-10-01,-3.7974
2014-10-02,-3.7974
2014-10-03,-3.7974
2014-10-04,-3.7974
2014-10-05,-3.7974
2014-10-06,-3.7974
2014-10-07,-3.7974
2014-10-08,-3.7974
2014-10-09,-3.7974
2014-10-10,-3.7974
2014-10-11,-3.7974
2014-10-12,-3.7974
2014-10-13,-3.7974
2014-10-14,-3.7974
2014-10-15,-3.7974
2014-10-16,-3.7974
2014-10-17,-3.7974
2014-10-18,-3.7974
2014-10-19,-3.7974
2014-10-20,-3.7974
2014-10-21,-3.7974
2014-10-22,-3.7974
2014-10-23,-3.7974
2014-10-24,-3.7974
2014-10-25,-3.7974
2014-10-26,-3.7974
2014-10-27,-3.7974
2014-10-28,-3.7974
2014-10-29,-3.7974
2014-10-30,-3.7974
2014-10-31,-3.7974
2014-11-01,-3.7974
2014-11-02,-3.7974
2014-11-03,-3.7974
2014-11-04,-3.7974
2014-11-05,-3.7974
2014-11-06,-3.7974
2014-11-07,-3.7974
2014-11-08,-3.7974
2014-11-09,-3.7974
2014-11-10,-3.7974
2014-11-11,-3.7974
2014-11-12,-3.7974
2014-11-13,-3.7974
2014-11-14,-3.7974
2014-11-15,-3.7974
2014-11-16,-3.7974
2014-11-17,-3.7974
2014-11-18,-3.7974
2014-11-19,-3.7974
2014-11-20,-3.7974
2014-11-21,-3.7974
2014-11-22,-3.7974
2014-11-23,-3.7974
2014-11-24,-3.7974
2014-11-25,-3.7974
2014-11-26,-3.7974
2014-11-27,-3.7974
2014-11-28,-3.7974
2014-11-29,-3.7974
2014-11-30,-3.7974
2014-12-01,-3.7974
2014-12-02,-3.7974
2014-12-03,-3.7974
2014-12-04,-3.7974
2014-12-05,-3.7974
2014-12-06,-3.7974
2014-12-07,-3.7974
2014-12-08,-3.7974
2014-12-09,-3.7974
2014-12-10,-3.7974
2014-12-11,-3.7974
2014-12-12,-3.7974
2014-12-13,-3.7974
2014-12-14,-3.7974
2014-12-15,-3.7974
2014-12-16,-3.7974
2014-12-17,-3.7974
2014-12-18,-3.7974
2014-12-19,-3.7974
2014-12-20,-3.7974
2014-12-21,-3.7974
2014-12-22,-3.7974
2014-12-23,-3.7974
2014-12-24,-3.7974
2014-12-25,-3.7974
2014-12-26,-3.7974
2014-12-27,-3.7974
2014-12-28,-3.7974
2014-12-29,-3.7974
2014-12-30,-3.7974
2014-12-31,29.6123
2015-01-01,29.6123
2015-01-02,29.6123
2015-01-03,29.6123
2015-01-04,29.6123
2015-01-05,29.6123
2015-01-06,29.6123
2015-01-07,29.6123
2015-01-08,29.6123
2015-01-09,29.6123
2015-01-10,29.6123
2015-01-11,29.6123
2015-01-12,29.6123
2015-01-13,29.6123
2015-01-14,29.6123
2015-01-15,29.6123
2015-01-16,29.6123
2015-01-17,29.6123
2015-01-18,29.6123
2015-01-19,29.6123
2015-01-20,29.6123
2015-01-21,29.6123
2015-01-22,29.6123
2015-01-23,29.6123
2015-01-24,29.6123
2015-01-25,29.6123
2015-01-26,29.6123
2015-01-27,29.6123
2015-01-28,29.6123
2015-01-29,29.6123
2015-01-30,29.6123
2015-01-31,29.6123
2015-02-01,29.6123
2015-02-02,29.6123
2015-02-03,29.6123
2015-02-04,29.6123
2015-02-05,29.6123
2015-02-06,29.6123
2015-02-07,29.6123
2015-02-08,29.6123
2015-02-09,29.6123
2015-02-10,29.6123
2015-02-11,29.6123
2015-02-12,29.6123
2015-02-13,29.6123
2015-02-14,29.6123
2015-02-15,29.6123
2015-02-16,29.6123
2015-02-17,29.6123
2015-02-18,29.6123
2015-02-19,29.6123
2015-02-20,29.6123
2015-02-21,29.6123
2015-02-22,29.6123
2015-02-23,29.6123
2015-02-24,29.6123
2015-02-25,29.6123
2015-02-26,29.6123
2015-02-27,29.6123
2015-02-28,29.6123
2015-03-01,29.6123
2015-03-02,29.6123
2015-03-03,29.6123
2015-03-04,29.6123
2015-03-05,29.6123
2015-03-06,29.6123
2015-03-07,29.6123
2015-03-08,29.6123
2015-03-09,29.6123
2015-03-10,29.6123
2015-03-11,29.6123
2015-03-12,29.6123
2015-03-13,29.6123
2015-03-14,29.6123
2015-03-15,29.6123
2015-03-16,29.6123
2015-03-17,29.6123
2015-03-18,29.6123
2015-03-19,29.6123
2015-03-20,29.6123
2015-03-21,29.6123
2015-03-22,29.6123
2015-03-23,29.6123
2015-03-24,29.6123
2015-03-25,29.6123
2015-03-26,29.6123
2015-03-27,29.6123
2015-03-28,29.6123
2015-03-29,29.6123
2015-03-30,29.6123
2015-03-31,73.3812
2015-04-01,73.3812
2015-04-02,73.3812
2015-04-03,73.3812
2015-04-04,73.3812
2015-04-05,73.3812
2015-04-06,73.3812
2015-04-07,73.3812
2015-04-08,73.3812
2015-04-09,73.3812
2015-04-10,73.3812
2015-04-11,73.3812
2015-04-12,73.3812
2015-04-13,73.3812
2015-04-14,73.3812
2015-04-15,73.3812
2015-04-16,73.3812
2015-04-17,73.3812
2015-04-18,73.3812
2015-04-19,73.3812
2015-04-20,73.3812
2015-04-21,73.3812
2015-04-22,73.3812
2015-04-23,73.3812
2015-04-24,73.3812
2015-04-25,73.3812
2015-04-26,73.3812
2015-04-27,73.3812
2015-04-28,73.3812
2015-04-29,73.3812
2015-04-30,73.3812
2015-05-01,73.3812
2015-05-02,73.3812
2015-05-03,73.3812
2015-05-04,73.3812
2015-05-05,73.3812
2015-05-06,73.3812
2015-05-07,73.3812
2015-05-08,73.3812
2015-05-09,73.3812
2015-05-10,73.3812
2015-05-11,73.3812
2015-05-12,73.3812
2015-05-13,73.3812
2015-05-14,73.3812
2015-05-15,73.3812
2015-05-16,73.3812
2015-05-17,73.3812
2015-05-18,73.3812
2015-05-19,73.3812
2015-05-20,73.3812
2015-05-21,73.3812
2015-05-22,73.3812
2015-05-23,73.3812
2015-05-24,73.3812
2015-05-25,73.3812
2015-05-26,73.3812
2015-05-27,73.3812
2015-05-28,73.3812
2015-05-29,73.3812
2015-05-30,73.3812
2015-05-31,73.3812
2015-06-01,73.3812
2015-06-02,73.3812
2015-06-03,73.3812
2015-06-04,73.3812
2015-06-05,73.3812
2015-06-06,73.3812
2015-06-07,73.3812
2015-06-08,73.3812
2015-06-09,73.3812
2015-06-10,73.3812
2015-06-11,73.3812
2015-06-12,73.3812
2015-06-13,73.3812
2015-06-14,73.3812
2015-06-15,73.3812
2015-06-16,73.3812
2015-06-17,73.3812
2015-06-18,73.3812
2015-06-19,73.3812
2015-06-20,73.3812
2015-06-21,73.3812
2015-06-22,73.3812
2015-06-23,73.3812
2015-06-24,73.3812
2015-06-25,73.3812
2015-06-26,73.3812
2015-06-27,73.3812
2015-06-28,73.3812
2015-06-29,73.3812
2015-06-30,59.7022
2015-07-01,59.7022
2015-07-02,59.7022
2015-07-03,59.7022
2015-07-04,59.7022
2015-07-05,59.7022
2015-07-06,59.7022
2015-07-07,59.7022
2015-07-08,59.7022
2015-07-09,59.7022
2015-07-10,59.7022
2015-07-11,59.7022
2015-07-12,59.7022
2015-07-13,59.7022
2015-07-14,59.7022
2015-07-15,59.7022
2015-07-16,59.7022
2015-07-17,59.7022
2015-07-18,59.7022
2015-07-19,59.7022
2015-07-20,59.7022
2015-07-21,59.7022
2015-07-22,59.7022
2015-07-23,59.7022
2015-07-24,59.7022
2015-07-25,59.7022
2015-07-26,59.7022
2015-07-27,59.7022
2015-07-28,59.7022
2015-07-29,59.7022
2015-07-30,59.7022
2015-07-31,59.7022
2015-08-01,59.7022
2015-08-02,59.7022
2015-08-03,59.7022
2015-08-04,59.7022
2015-08-05,59.7022
2015-08-06,59.7022
2015-08-07,59.7022
2015-08-08,59.7022
2015-08-09,59.7022
2015-08-10,59.7022
2015-08-11,59.7022
2015-08-12,59.7022
2015-08-13,59.7022
2015-08-14,59.7022
2015-08-15,59.7022
2015-08-16,59.7022
2015-08-17,59.7022
2015-08-18,59.7022
2015-08-19,59.7022
2015-08-20,59.7022
2015-08-21,59.7022
2015-08-22,59.7022
2015-08-23,59.7022
2015-08-24,59.7022
2015-08-25,59.7022
2015-08-26,59.7022
2015-08-27,59.7022
2015-08-28,59.7022
2015-08-29,59.7022
2015-08-30,59.7022
2015-08-31,59.7022
2015-09-01,59.7022
2015-09-02,59.7022
2015-09-03,59.7022
2015-09-04,59.7022
2015-09-05,59.7022
2015-09-06,59.7022
2015-09-07,59.7022
2015-09-08,59.7022
2015-09-09,59.7022
2015-09-10,59.7022
2015-09-11,59.7022
2015-09-12,59.7022
2015-09-13,59.7022
2015-09-14,59.7022
2015-09-15,59.7022
2015-09-16,59.7022
2015-09-17,59.7022
2015-09-18,59.7022
2015-09-19,59.7022
2015-09-20,59.7022
2015-09-21,59.7022
2015-09-22,59.7022
2015-09-23,59.7022
2015-09-24,59.7022
2015-09-25,59.7022
2015-09-26,59.7022
2015-09-27,59.7022
2015-09-28,59.7022
2015-09-29,59.7022
2015-09-30,56.5332
2015-10-01,56.5332
2015-10-02,56.5332
2015-10-03,56.5332
2015-10-04,56.5332
2015-10-05,56.5332
2015-10-06,56.5332
2015-10-07,56.5332
2015-10-08,56.5332
2015-10-09,56.5332
2015-10-10,56.5332
2015-10-11,56.5332
2015-10-12,56.5332
2015-10-13,56.5332
2015-10-14,56.5332
2015-10-15,56.5332
2015-10-16,56.5332
2015-10-17,56.5332
2015-10-18,56.5332
2015-10-19,56.5332
2015-10-20,56.5332
2015-10-21,56.5332
2015-10-22,56.5332
2015-10-23,56.5332
2015-10-24,56.5332
2015-10-25,56.5332
2015-10-26,56.5332
2015-10-27,56.5332
2015-10-28,56.5332
2015-10-29,56.5332
2015-10-30,56.5332
2015-10-31,56.5332
2015-11-01,56.5332
2015-11-02,56.5332
2015-11-03,56.5332
2015-11-04,56.5332
2015-11-05,56.5332
2015-11-06,56.5332
2015-11-07,56.5332
2015-11-08,56.5332
2015-11-09,56.5332
2015-11-10,56.5332
2015-11-11,56.5332
2015-11-12,56.5332
2015-11-13,56.5332
2015-11-14,56.5332
2015-11-15,56.5332
2015-11-16,56.5332
2015-11-17,56.5332
2015-11-18,56.5332
2015-11-19,56.5332
2015-11-20,56.5332
2015-11-21,56.5332
2015-11-22,56.5332
2015-11-23,56.5332
2015-11-24,56.5332
2015-11-25,56.5332
2015-11-26,56.5332
2015-11-27,56.5332
2015-11-28,56.5332
2015-11-29,56.5332
2015-11-30,56.5332
2015-12-01,56.5332
2015-12-02,56.5332
2015-12-03,56.5332
2015-12-04,56.5332
2015-12-05,56.5332
2015-12-06,56.5332
2015-12-07,56.5332
2015-12-08,56.5332
2015-12-09,56.5332
2015-12-10,56.5332
2015-12-11,56.5332
2015-12-12,56.5332
2015-12-13,56.5332
2015-12-14,56.5332
2015-12-15,56.5332
2015-12-16,56.5332
2015-12-17,56.5332
2015-12-18,56.5332
2015-12-19,56.5332
2015-12-20,56.5332
2015-12-21,56.5332
2015-12-22,56.5332
2015-12-23,56.5332
2015-12-24,56.5332
2015-12-25,56.5332
2015-12-26,56.5332
2015-12-27,56.5332
2015-12-28,56.5332
2015-12-29,56.5332
2015-12-30,56.5332
2015-12-31,61.8542
2016-01-01,61.8542
2016-01-02,61.8542
2016-01-03,61.8542
2016-01-04,61.8542
2016-01-05,61.8542
2016-01-06,61.8542
2016-01-07,61.8542
2016-01-08,61.8542
2016-01-09,61.8542
2016-01-10,61.8542
2016-01-11,61.8542
2016-01-12,61.8542
2016-01-13,61.8542
2016-01-14,61.8542
2016-01-15,61.8542
2016-01-16,61.8542
2016-01-17,61.8542
2016-01-18,61.8542
2016-01-19,61.8542
2016-01-20,61.8542
2016-01-21,61.8542
2016-01-22,61.8542
2016-01-23,61.8542
2016-01-24,61.8542
2016-01-25,61.8542
2016-01-26,61.8542
2016-01-27,61.8542
2016-01-28,61.8542
2016-01-29,61.8542
2016-01-30,61.8542
2016-01-31,61.8542
2016-02-01,61.8542
2016-02-02,61.8542
2016-02-03,61.8542
2016-02-04,61.8542
2016-02-05,61.8542
2016-02-06,61.8542
2016-02-07,61.8542
2016-02-08,61.8542
2016-02-09,61.8542
2016-02-10,61.8542
2016-02-11,61.8542
2016-02-12,61.8542
2016-02-13,61.8542
2016-02-14,61.8542
2016-02-15,61.8542
2016-02-16,61.8542
2016-02-17,61.8542
2016-02-18,61.8542
2016-02-19,61.8542
2016-02-20,61.8542
2016-02-21,61.8542
2016-02-22,61.8542
2016-02-23,61.8542
2016-02-24,61.8542
2016-02-25,61.8542
2016-02-26,61.8542
2016-02-27,61.8542
2016-02-28,61.8542
2016-02-29,61.8542
2016-03-01,61.8542
2016-03-02,61.8542
