,GGAL AR Equity
2010-11-23,14.6831
2010-11-24,14.6831
2010-11-25,14.6831
2010-11-26,14.6831
2010-11-27,14.6831
2010-11-28,14.6831
2010-11-29,14.6831
2010-11-30,14.6831
2010-12-01,14.6831
2010-12-02,14.6831
2010-12-03,14.6831
2010-12-04,14.6831
2010-12-05,14.6831
2010-12-06,14.6831
2010-12-07,14.6831
2010-12-08,14.6831
2010-12-09,14.6831
2010-12-10,14.6831
2010-12-11,14.6831
2010-12-12,14.6831
2010-12-13,14.6831
2010-12-14,14.6831
2010-12-15,14.6831
2010-12-16,14.6831
2010-12-17,14.6831
2010-12-18,14.6831
2010-12-19,14.6831
2010-12-20,14.6831
2010-12-21,14.6831
2010-12-22,14.6831
2010-12-23,14.6831
2010-12-24,14.6831
2010-12-25,14.6831
2010-12-26,14.6831
2010-12-27,14.6831
2010-12-28,14.6831
2010-12-29,14.6831
2010-12-30,14.6831
2010-12-31,21.2347
2011-01-01,21.2347
2011-01-02,21.2347
2011-01-03,21.2347
2011-01-04,21.2347
2011-01-05,21.2347
2011-01-06,21.2347
2011-01-07,21.2347
2011-01-08,21.2347
2011-01-09,21.2347
2011-01-10,21.2347
2011-01-11,21.2347
2011-01-12,21.2347
2011-01-13,21.2347
2011-01-14,21.2347
2011-01-15,21.2347
2011-01-16,21.2347
2011-01-17,21.2347
2011-01-18,21.2347
2011-01-19,21.2347
2011-01-20,21.2347
2011-01-21,21.2347
2011-01-22,21.2347
2011-01-23,21.2347
2011-01-24,21.2347
2011-01-25,21.2347
2011-01-26,21.2347
2011-01-27,21.2347
2011-01-28,21.2347
2011-01-29,21.2347
2011-01-30,21.2347
2011-01-31,21.2347
2011-02-01,21.2347
2011-02-02,21.2347
2011-02-03,21.2347
2011-02-04,21.2347
2011-02-05,21.2347
2011-02-06,21.2347
2011-02-07,21.2347
2011-02-08,21.2347
2011-02-09,21.2347
2011-02-10,21.2347
2011-02-11,21.2347
2011-02-12,21.2347
2011-02-13,21.2347
2011-02-14,21.2347
2011-02-15,21.2347
2011-02-16,21.2347
2011-02-17,21.2347
2011-02-18,21.2347
2011-02-19,21.2347
2011-02-20,21.2347
2011-02-21,21.2347
2011-02-22,21.2347
2011-02-23,21.2347
2011-02-24,21.2347
2011-02-25,21.2347
2011-02-26,21.2347
2011-02-27,21.2347
2011-02-28,21.2347
2011-03-01,21.2347
2011-03-02,21.2347
2011-03-03,21.2347
2011-03-04,21.2347
2011-03-05,21.2347
2011-03-06,21.2347
2011-03-07,21.2347
2011-03-08,21.2347
2011-03-09,21.2347
2011-03-10,21.2347
2011-03-11,21.2347
2011-03-12,21.2347
2011-03-13,21.2347
2011-03-14,21.2347
2011-03-15,21.2347
2011-03-16,21.2347
2011-03-17,21.2347
2011-03-18,21.2347
2011-03-19,21.2347
2011-03-20,21.2347
2011-03-21,21.2347
2011-03-22,21.2347
2011-03-23,21.2347
2011-03-24,21.2347
2011-03-25,21.2347
2011-03-26,21.2347
2011-03-27,21.2347
2011-03-28,21.2347
2011-03-29,21.2347
2011-03-30,21.2347
2011-03-31,28.6706
2011-04-01,28.6706
2011-04-02,28.6706
2011-04-03,28.6706
2011-04-04,28.6706
2011-04-05,28.6706
2011-04-06,28.6706
2011-04-07,28.6706
2011-04-08,28.6706
2011-04-09,28.6706
2011-04-10,28.6706
2011-04-11,28.6706
2011-04-12,28.6706
2011-04-13,28.6706
2011-04-14,28.6706
2011-04-15,28.6706
2011-04-16,28.6706
2011-04-17,28.6706
2011-04-18,28.6706
2011-04-19,28.6706
2011-04-20,28.6706
2011-04-21,28.6706
2011-04-22,28.6706
2011-04-23,28.6706
2011-04-24,28.6706
2011-04-25,28.6706
2011-04-26,28.6706
2011-04-27,28.6706
2011-04-28,28.6706
2011-04-29,28.6706
2011-04-30,28.6706
2011-05-01,28.6706
2011-05-02,28.6706
2011-05-03,28.6706
2011-05-04,28.6706
2011-05-05,28.6706
2011-05-06,28.6706
2011-05-07,28.6706
2011-05-08,28.6706
2011-05-09,28.6706
2011-05-10,28.6706
2011-05-11,28.6706
2011-05-12,28.6706
2011-05-13,28.6706
2011-05-14,28.6706
2011-05-15,28.6706
2011-05-16,28.6706
2011-05-17,28.6706
2011-05-18,28.6706
2011-05-19,28.6706
2011-05-20,28.6706
2011-05-21,28.6706
2011-05-22,28.6706
2011-05-23,28.6706
2011-05-24,28.6706
2011-05-25,28.6706
2011-05-26,28.6706
2011-05-27,28.6706
2011-05-28,28.6706
2011-05-29,28.6706
2011-05-30,28.6706
2011-05-31,28.6706
2011-06-01,28.6706
2011-06-02,28.6706
2011-06-03,28.6706
2011-06-04,28.6706
2011-06-05,28.6706
2011-06-06,28.6706
2011-06-07,28.6706
2011-06-08,28.6706
2011-06-09,28.6706
2011-06-10,28.6706
2011-06-11,28.6706
2011-06-12,28.6706
2011-06-13,28.6706
2011-06-14,28.6706
2011-06-15,28.6706
2011-06-16,28.6706
2011-06-17,28.6706
2011-06-18,28.6706
2011-06-19,28.6706
2011-06-20,28.6706
2011-06-21,28.6706
2011-06-22,28.6706
2011-06-23,28.6706
2011-06-24,28.6706
2011-06-25,28.6706
2011-06-26,28.6706
2011-06-27,28.6706
2011-06-28,28.6706
2011-06-29,28.6706
2011-06-30,36.4689
2011-07-01,36.4689
2011-07-02,36.4689
2011-07-03,36.4689
2011-07-04,36.4689
2011-07-05,36.4689
2011-07-06,36.4689
2011-07-07,36.4689
2011-07-08,36.4689
2011-07-09,36.4689
2011-07-10,36.4689
2011-07-11,36.4689
2011-07-12,36.4689
2011-07-13,36.4689
2011-07-14,36.4689
2011-07-15,36.4689
2011-07-16,36.4689
2011-07-17,36.4689
2011-07-18,36.4689
2011-07-19,36.4689
2011-07-20,36.4689
2011-07-21,36.4689
2011-07-22,36.4689
2011-07-23,36.4689
2011-07-24,36.4689
2011-07-25,36.4689
2011-07-26,36.4689
2011-07-27,36.4689
2011-07-28,36.4689
2011-07-29,36.4689
2011-07-30,36.4689
2011-07-31,36.4689
2011-08-01,36.4689
2011-08-02,36.4689
2011-08-03,36.4689
2011-08-04,36.4689
2011-08-05,36.4689
2011-08-06,36.4689
2011-08-07,36.4689
2011-08-08,36.4689
2011-08-09,36.4689
2011-08-10,36.4689
2011-08-11,36.4689
2011-08-12,36.4689
2011-08-13,36.4689
2011-08-14,36.4689
2011-08-15,36.4689
2011-08-16,36.4689
2011-08-17,36.4689
2011-08-18,36.4689
2011-08-19,36.4689
2011-08-20,36.4689
2011-08-21,36.4689
2011-08-22,36.4689
2011-08-23,36.4689
2011-08-24,36.4689
2011-08-25,36.4689
2011-08-26,36.4689
2011-08-27,36.4689
2011-08-28,36.4689
2011-08-29,36.4689
2011-08-30,36.4689
2011-08-31,36.4689
2011-09-01,36.4689
2011-09-02,36.4689
2011-09-03,36.4689
2011-09-04,36.4689
2011-09-05,36.4689
2011-09-06,36.4689
2011-09-07,36.4689
2011-09-08,36.4689
2011-09-09,36.4689
2011-09-10,36.4689
2011-09-11,36.4689
2011-09-12,36.4689
2011-09-13,36.4689
2011-09-14,36.4689
2011-09-15,36.4689
2011-09-16,36.4689
2011-09-17,36.4689
2011-09-18,36.4689
2011-09-19,36.4689
2011-09-20,36.4689
2011-09-21,36.4689
2011-09-22,36.4689
2011-09-23,36.4689
2011-09-24,36.4689
2011-09-25,36.4689
2011-09-26,36.4689
2011-09-27,36.4689
2011-09-28,36.4689
2011-09-29,36.4689
2011-09-30,37.9597
2011-10-01,37.9597
2011-10-02,37.9597
2011-10-03,37.9597
2011-10-04,37.9597
2011-10-05,37.9597
2011-10-06,37.9597
2011-10-07,37.9597
2011-10-08,37.9597
2011-10-09,37.9597
2011-10-10,37.9597
2011-10-11,37.9597
2011-10-12,37.9597
2011-10-13,37.9597
2011-10-14,37.9597
2011-10-15,37.9597
2011-10-16,37.9597
2011-10-17,37.9597
2011-10-18,37.9597
2011-10-19,37.9597
2011-10-20,37.9597
2011-10-21,37.9597
2011-10-22,37.9597
2011-10-23,37.9597
2011-10-24,37.9597
2011-10-25,37.9597
2011-10-26,37.9597
2011-10-27,37.9597
2011-10-28,37.9597
2011-10-29,37.9597
2011-10-30,37.9597
2011-10-31,37.9597
2011-11-01,37.9597
2011-11-02,37.9597
2011-11-03,37.9597
2011-11-04,37.9597
2011-11-05,37.9597
2011-11-06,37.9597
2011-11-07,37.9597
2011-11-08,37.9597
2011-11-09,37.9597
2011-11-10,37.9597
2011-11-11,37.9597
2011-11-12,37.9597
2011-11-13,37.9597
2011-11-14,37.9597
2011-11-15,37.9597
2011-11-16,37.9597
2011-11-17,37.9597
2011-11-18,37.9597
2011-11-19,37.9597
2011-11-20,37.9597
2011-11-21,37.9597
2011-11-22,37.9597
2011-11-23,37.9597
2011-11-24,37.9597
2011-11-25,37.9597
2011-11-26,37.9597
2011-11-27,37.9597
2011-11-28,37.9597
2011-11-29,37.9597
2011-11-30,37.9597
2011-12-01,37.9597
2011-12-02,37.9597
2011-12-03,37.9597
2011-12-04,37.9597
2011-12-05,37.9597
2011-12-06,37.9597
2011-12-07,37.9597
2011-12-08,37.9597
2011-12-09,37.9597
2011-12-10,37.9597
2011-12-11,37.9597
2011-12-12,37.9597
2011-12-13,37.9597
2011-12-14,37.9597
2011-12-15,37.9597
2011-12-16,37.9597
2011-12-17,37.9597
2011-12-18,37.9597
2011-12-19,37.9597
2011-12-20,37.9597
2011-12-21,37.9597
2011-12-22,37.9597
2011-12-23,37.9597
2011-12-24,37.9597
2011-12-25,37.9597
2011-12-26,37.9597
2011-12-27,37.9597
2011-12-28,37.9597
2011-12-29,37.9597
2011-12-30,37.9597
2011-12-31,43.3281
2012-01-01,43.3281
2012-01-02,43.3281
2012-01-03,43.3281
2012-01-04,43.3281
2012-01-05,43.3281
2012-01-06,43.3281
2012-01-07,43.3281
2012-01-08,43.3281
2012-01-09,43.3281
2012-01-10,43.3281
2012-01-11,43.3281
2012-01-12,43.3281
2012-01-13,43.3281
2012-01-14,43.3281
2012-01-15,43.3281
2012-01-16,43.3281
2012-01-17,43.3281
2012-01-18,43.3281
2012-01-19,43.3281
2012-01-20,43.3281
2012-01-21,43.3281
2012-01-22,43.3281
2012-01-23,43.3281
2012-01-24,43.3281
2012-01-25,43.3281
2012-01-26,43.3281
2012-01-27,43.3281
2012-01-28,43.3281
2012-01-29,43.3281
2012-01-30,43.3281
2012-01-31,43.3281
2012-02-01,43.3281
2012-02-02,43.3281
2012-02-03,43.3281
2012-02-04,43.3281
2012-02-05,43.3281
2012-02-06,43.3281
2012-02-07,43.3281
2012-02-08,43.3281
2012-02-09,43.3281
2012-02-10,43.3281
2012-02-11,43.3281
2012-02-12,43.3281
2012-02-13,43.3281
2012-02-14,43.3281
2012-02-15,43.3281
2012-02-16,43.3281
2012-02-17,43.3281
2012-02-18,43.3281
2012-02-19,43.3281
2012-02-20,43.3281
2012-02-21,43.3281
2012-02-22,43.3281
2012-02-23,43.3281
2012-02-24,43.3281
2012-02-25,43.3281
2012-02-26,43.3281
2012-02-27,43.3281
2012-02-28,43.3281
2012-02-29,43.3281
2012-03-01,43.3281
2012-03-02,43.3281
2012-03-03,43.3281
2012-03-04,43.3281
2012-03-05,43.3281
2012-03-06,43.3281
2012-03-07,43.3281
2012-03-08,43.3281
2012-03-09,43.3281
2012-03-10,43.3281
2012-03-11,43.3281
2012-03-12,43.3281
2012-03-13,43.3281
2012-03-14,43.3281
2012-03-15,43.3281
2012-03-16,43.3281
2012-03-17,43.3281
2012-03-18,43.3281
2012-03-19,43.3281
2012-03-20,43.3281
2012-03-21,43.3281
2012-03-22,43.3281
2012-03-23,43.3281
2012-03-24,43.3281
2012-03-25,43.3281
2012-03-26,43.3281
2012-03-27,43.3281
2012-03-28,43.3281
2012-03-29,43.3281
2012-03-30,43.3281
2012-03-31,41.9078
2012-04-01,41.9078
2012-04-02,41.9078
2012-04-03,41.9078
2012-04-04,41.9078
2012-04-05,41.9078
2012-04-06,41.9078
2012-04-07,41.9078
2012-04-08,41.9078
2012-04-09,41.9078
2012-04-10,41.9078
2012-04-11,41.9078
2012-04-12,41.9078
2012-04-13,41.9078
2012-04-14,41.9078
2012-04-15,41.9078
2012-04-16,41.9078
2012-04-17,41.9078
2012-04-18,41.9078
2012-04-19,41.9078
2012-04-20,41.9078
2012-04-21,41.9078
2012-04-22,41.9078
2012-04-23,41.9078
2012-04-24,41.9078
2012-04-25,41.9078
2012-04-26,41.9078
2012-04-27,41.9078
2012-04-28,41.9078
2012-04-29,41.9078
2012-04-30,41.9078
2012-05-01,41.9078
2012-05-02,41.9078
2012-05-03,41.9078
2012-05-04,41.9078
2012-05-05,41.9078
2012-05-06,41.9078
2012-05-07,41.9078
2012-05-08,41.9078
2012-05-09,41.9078
2012-05-10,41.9078
2012-05-11,41.9078
2012-05-12,41.9078
2012-05-13,41.9078
2012-05-14,41.9078
2012-05-15,41.9078
2012-05-16,41.9078
2012-05-17,41.9078
2012-05-18,41.9078
2012-05-19,41.9078
2012-05-20,41.9078
2012-05-21,41.9078
2012-05-22,41.9078
2012-05-23,41.9078
2012-05-24,41.9078
2012-05-25,41.9078
2012-05-26,41.9078
2012-05-27,41.9078
2012-05-28,41.9078
2012-05-29,41.9078
2012-05-30,41.9078
2012-05-31,41.9078
2012-06-01,41.9078
2012-06-02,41.9078
2012-06-03,41.9078
2012-06-04,41.9078
2012-06-05,41.9078
2012-06-06,41.9078
2012-06-07,41.9078
2012-06-08,41.9078
2012-06-09,41.9078
2012-06-10,41.9078
2012-06-11,41.9078
2012-06-12,41.9078
2012-06-13,41.9078
2012-06-14,41.9078
2012-06-15,41.9078
2012-06-16,41.9078
2012-06-17,41.9078
2012-06-18,41.9078
2012-06-19,41.9078
2012-06-20,41.9078
2012-06-21,41.9078
2012-06-22,41.9078
2012-06-23,41.9078
2012-06-24,41.9078
2012-06-25,41.9078
2012-06-26,41.9078
2012-06-27,41.9078
2012-06-28,41.9078
2012-06-29,41.9078
2012-06-30,41.5155
2012-07-01,41.5155
2012-07-02,41.5155
2012-07-03,41.5155
2012-07-04,41.5155
2012-07-05,41.5155
2012-07-06,41.5155
2012-07-07,41.5155
2012-07-08,41.5155
2012-07-09,41.5155
2012-07-10,41.5155
2012-07-11,41.5155
2012-07-12,41.5155
2012-07-13,41.5155
2012-07-14,41.5155
2012-07-15,41.5155
2012-07-16,41.5155
2012-07-17,41.5155
2012-07-18,41.5155
2012-07-19,41.5155
2012-07-20,41.5155
2012-07-21,41.5155
2012-07-22,41.5155
2012-07-23,41.5155
2012-07-24,41.5155
2012-07-25,41.5155
2012-07-26,41.5155
2012-07-27,41.5155
2012-07-28,41.5155
2012-07-29,41.5155
2012-07-30,41.5155
2012-07-31,41.5155
2012-08-01,41.5155
2012-08-02,41.5155
2012-08-03,41.5155
2012-08-04,41.5155
2012-08-05,41.5155
2012-08-06,41.5155
2012-08-07,41.5155
2012-08-08,41.5155
2012-08-09,41.5155
2012-08-10,41.5155
2012-08-11,41.5155
2012-08-12,41.5155
2012-08-13,41.5155
2012-08-14,41.5155
2012-08-15,41.5155
2012-08-16,41.5155
2012-08-17,41.5155
2012-08-18,41.5155
2012-08-19,41.5155
2012-08-20,41.5155
2012-08-21,41.5155
2012-08-22,41.5155
2012-08-23,41.5155
2012-08-24,41.5155
2012-08-25,41.5155
2012-08-26,41.5155
2012-08-27,41.5155
2012-08-28,41.5155
2012-08-29,41.5155
2012-08-30,41.5155
2012-08-31,41.5155
2012-09-01,41.5155
2012-09-02,41.5155
2012-09-03,41.5155
2012-09-04,41.5155
2012-09-05,41.5155
2012-09-06,41.5155
2012-09-07,41.5155
2012-09-08,41.5155
2012-09-09,41.5155
2012-09-10,41.5155
2012-09-11,41.5155
2012-09-12,41.5155
2012-09-13,41.5155
2012-09-14,41.5155
2012-09-15,41.5155
2012-09-16,41.5155
2012-09-17,41.5155
2012-09-18,41.5155
2012-09-19,41.5155
2012-09-20,41.5155
2012-09-21,41.5155
2012-09-22,41.5155
2012-09-23,41.5155
2012-09-24,41.5155
2012-09-25,41.5155
2012-09-26,41.5155
2012-09-27,41.5155
2012-09-28,41.5155
2012-09-29,41.5155
2012-09-30,38.4918
2012-10-01,38.4918
2012-10-02,38.4918
2012-10-03,38.4918
2012-10-04,38.4918
2012-10-05,38.4918
2012-10-06,38.4918
2012-10-07,38.4918
2012-10-08,38.4918
2012-10-09,38.4918
2012-10-10,38.4918
2012-10-11,38.4918
2012-10-12,38.4918
2012-10-13,38.4918
2012-10-14,38.4918
2012-10-15,38.4918
2012-10-16,38.4918
2012-10-17,38.4918
2012-10-18,38.4918
2012-10-19,38.4918
2012-10-20,38.4918
2012-10-21,38.4918
2012-10-22,38.4918
2012-10-23,38.4918
2012-10-24,38.4918
2012-10-25,38.4918
2012-10-26,38.4918
2012-10-27,38.4918
2012-10-28,38.4918
2012-10-29,38.4918
2012-10-30,38.4918
2012-10-31,38.4918
2012-11-01,38.4918
2012-11-02,38.4918
2012-11-03,38.4918
2012-11-04,38.4918
2012-11-05,38.4918
2012-11-06,38.4918
2012-11-07,38.4918
2012-11-08,38.4918
2012-11-09,38.4918
2012-11-10,38.4918
2012-11-11,38.4918
2012-11-12,38.4918
2012-11-13,38.4918
2012-11-14,38.4918
2012-11-15,38.4918
2012-11-16,38.4918
2012-11-17,38.4918
2012-11-18,38.4918
2012-11-19,38.4918
2012-11-20,38.4918
2012-11-21,38.4918
2012-11-22,38.4918
2012-11-23,38.4918
2012-11-24,38.4918
2012-11-25,38.4918
2012-11-26,38.4918
2012-11-27,38.4918
2012-11-28,38.4918
2012-11-29,38.4918
2012-11-30,38.4918
2012-12-01,38.4918
2012-12-02,38.4918
2012-12-03,38.4918
2012-12-04,38.4918
2012-12-05,38.4918
2012-12-06,38.4918
2012-12-07,38.4918
2012-12-08,38.4918
2012-12-09,38.4918
2012-12-10,38.4918
2012-12-11,38.4918
2012-12-12,38.4918
2012-12-13,38.4918
2012-12-14,38.4918
2012-12-15,38.4918
2012-12-16,38.4918
2012-12-17,38.4918
2012-12-18,38.4918
2012-12-19,38.4918
2012-12-20,38.4918
2012-12-21,38.4918
2012-12-22,38.4918
2012-12-23,38.4918
2012-12-24,38.4918
2012-12-25,38.4918
2012-12-26,38.4918
2012-12-27,38.4918
2012-12-28,38.4918
2012-12-29,38.4918
2012-12-30,38.4918
2012-12-31,37.1663
2013-01-01,37.1663
2013-01-02,37.1663
2013-01-03,37.1663
2013-01-04,37.1663
2013-01-05,37.1663
2013-01-06,37.1663
2013-01-07,37.1663
2013-01-08,37.1663
2013-01-09,37.1663
2013-01-10,37.1663
2013-01-11,37.1663
2013-01-12,37.1663
2013-01-13,37.1663
2013-01-14,37.1663
2013-01-15,37.1663
2013-01-16,37.1663
2013-01-17,37.1663
2013-01-18,37.1663
2013-01-19,37.1663
2013-01-20,37.1663
2013-01-21,37.1663
2013-01-22,37.1663
2013-01-23,37.1663
2013-01-24,37.1663
2013-01-25,37.1663
2013-01-26,37.1663
2013-01-27,37.1663
2013-01-28,37.1663
2013-01-29,37.1663
2013-01-30,37.1663
2013-01-31,37.1663
2013-02-01,37.1663
2013-02-02,37.1663
2013-02-03,37.1663
2013-02-04,37.1663
2013-02-05,37.1663
2013-02-06,37.1663
2013-02-07,37.1663
2013-02-08,37.1663
2013-02-09,37.1663
2013-02-10,37.1663
2013-02-11,37.1663
2013-02-12,37.1663
2013-02-13,37.1663
2013-02-14,37.1663
2013-02-15,37.1663
2013-02-16,37.1663
2013-02-17,37.1663
2013-02-18,37.1663
2013-02-19,37.1663
2013-02-20,37.1663
2013-02-21,37.1663
2013-02-22,37.1663
2013-02-23,37.1663
2013-02-24,37.1663
2013-02-25,37.1663
2013-02-26,37.1663
2013-02-27,37.1663
2013-02-28,37.1663
2013-03-01,37.1663
2013-03-02,37.1663
2013-03-03,37.1663
2013-03-04,37.1663
2013-03-05,37.1663
2013-03-06,37.1663
2013-03-07,37.1663
2013-03-08,37.1663
