,TGSU2 AR Equity
2016-05-14,-15.5855
2016-05-15,-15.5855
2016-05-16,-15.5855
2016-05-17,-15.5855
2016-05-18,-15.5855
2016-05-19,-15.5855
2016-05-20,-15.5855
2016-05-21,-15.5855
2016-05-22,-15.5855
2016-05-23,-15.5855
2016-05-24,-15.5855
2016-05-25,-15.5855
2016-05-26,-15.5855
2016-05-27,-15.5855
2016-05-28,-15.5855
2016-05-29,-15.5855
2016-05-30,-15.5855
2016-05-31,-15.5855
2016-06-01,-15.5855
2016-06-02,-15.5855
2016-06-03,-15.5855
2016-06-04,-15.5855
2016-06-05,-15.5855
2016-06-06,-15.5855
2016-06-07,-15.5855
2016-06-08,-15.5855
2016-06-09,-15.5855
2016-06-10,-15.5855
2016-06-11,-15.5855
2016-06-12,-15.5855
2016-06-13,-15.5855
2016-06-14,-15.5855
2016-06-15,-15.5855
2016-06-16,-15.5855
2016-06-17,-15.5855
2016-06-18,-15.5855
2016-06-19,-15.5855
2016-06-20,-15.5855
2016-06-21,-15.5855
2016-06-22,-15.5855
2016-06-23,-15.5855
2016-06-24,-15.5855
2016-06-25,-15.5855
2016-06-26,-15.5855
2016-06-27,-15.5855
2016-06-28,-15.5855
2016-06-29,-15.5855
2016-06-30,-0.7454
2016-07-01,-0.7454
2016-07-02,-0.7454
2016-07-03,-0.7454
2016-07-04,-0.7454
2016-07-05,-0.7454
2016-07-06,-0.7454
2016-07-07,-0.7454
2016-07-08,-0.7454
2016-07-09,-0.7454
2016-07-10,-0.7454
2016-07-11,-0.7454
2016-07-12,-0.7454
2016-07-13,-0.7454
2016-07-14,-0.7454
2016-07-15,-0.7454
2016-07-16,-0.7454
2016-07-17,-0.7454
2016-07-18,-0.7454
2016-07-19,-0.7454
2016-07-20,-0.7454
2016-07-21,-0.7454
2016-07-22,-0.7454
2016-07-23,-0.7454
2016-07-24,-0.7454
2016-07-25,-0.7454
2016-07-26,-0.7454
2016-07-27,-0.7454
2016-07-28,-0.7454
2016-07-29,-0.7454
2016-07-30,-0.7454
2016-07-31,-0.7454
2016-08-01,-0.7454
2016-08-02,-0.7454
2016-08-03,-0.7454
2016-08-04,-0.7454
2016-08-05,-0.7454
2016-08-06,-0.7454
2016-08-07,-0.7454
2016-08-08,-0.7454
2016-08-09,-0.7454
2016-08-10,-0.7454
2016-08-11,-0.7454
2016-08-12,-0.7454
2016-08-13,-0.7454
2016-08-14,-0.7454
2016-08-15,-0.7454
2016-08-16,-0.7454
2016-08-17,-0.7454
2016-08-18,-0.7454
2016-08-19,-0.7454
2016-08-20,-0.7454
2016-08-21,-0.7454
2016-08-22,-0.7454
2016-08-23,-0.7454
2016-08-24,-0.7454
2016-08-25,-0.7454
2016-08-26,-0.7454
2016-08-27,-0.7454
2016-08-28,-0.7454
2016-08-29,-0.7454
2016-08-30,-0.7454
2016-08-31,-0.7454
2016-09-01,-0.7454
2016-09-02,-0.7454
2016-09-03,-0.7454
2016-09-04,-0.7454
2016-09-05,-0.7454
2016-09-06,-0.7454
2016-09-07,-0.7454
2016-09-08,-0.7454
2016-09-09,-0.7454
2016-09-10,-0.7454
2016-09-11,-0.7454
2016-09-12,-0.7454
2016-09-13,-0.7454
2016-09-14,-0.7454
2016-09-15,-0.7454
2016-09-16,-0.7454
2016-09-17,-0.7454
2016-09-18,-0.7454
2016-09-19,-0.7454
2016-09-20,-0.7454
2016-09-21,-0.7454
2016-09-22,-0.7454
2016-09-23,-0.7454
2016-09-24,-0.7454
2016-09-25,-0.7454
2016-09-26,-0.7454
2016-09-27,-0.7454
2016-09-28,-0.7454
2016-09-29,-0.7454
2016-09-30,15.6964
2016-10-01,15.6964
2016-10-02,15.6964
2016-10-03,15.6964
2016-10-04,15.6964
2016-10-05,15.6964
2016-10-06,15.6964
2016-10-07,15.6964
2016-10-08,15.6964
2016-10-09,15.6964
2016-10-10,15.6964
2016-10-11,15.6964
2016-10-12,15.6964
2016-10-13,15.6964
2016-10-14,15.6964
2016-10-15,15.6964
2016-10-16,15.6964
2016-10-17,15.6964
2016-10-18,15.6964
2016-10-19,15.6964
2016-10-20,15.6964
2016-10-21,15.6964
2016-10-22,15.6964
2016-10-23,15.6964
2016-10-24,15.6964
2016-10-25,15.6964
2016-10-26,15.6964
2016-10-27,15.6964
2016-10-28,15.6964
2016-10-29,15.6964
2016-10-30,15.6964
2016-10-31,15.6964
2016-11-01,15.6964
2016-11-02,15.6964
2016-11-03,15.6964
2016-11-04,15.6964
2016-11-05,15.6964
2016-11-06,15.6964
2016-11-07,15.6964
2016-11-08,15.6964
2016-11-09,15.6964
2016-11-10,15.6964
2016-11-11,15.6964
2016-11-12,15.6964
2016-11-13,15.6964
2016-11-14,15.6964
2016-11-15,15.6964
2016-11-16,15.6964
2016-11-17,15.6964
2016-11-18,15.6964
2016-11-19,15.6964
2016-11-20,15.6964
2016-11-21,15.6964
2016-11-22,15.6964
2016-11-23,15.6964
2016-11-24,15.6964
2016-11-25,15.6964
2016-11-26,15.6964
2016-11-27,15.6964
2016-11-28,15.6964
2016-11-29,15.6964
2016-11-30,15.6964
2016-12-01,15.6964
2016-12-02,15.6964
2016-12-03,15.6964
2016-12-04,15.6964
2016-12-05,15.6964
2016-12-06,15.6964
2016-12-07,15.6964
2016-12-08,15.6964
2016-12-09,15.6964
2016-12-10,15.6964
2016-12-11,15.6964
2016-12-12,15.6964
2016-12-13,15.6964
2016-12-14,15.6964
2016-12-15,15.6964
2016-12-16,15.6964
2016-12-17,15.6964
2016-12-18,15.6964
2016-12-19,15.6964
2016-12-20,15.6964
2016-12-21,15.6964
2016-12-22,15.6964
2016-12-23,15.6964
2016-12-24,15.6964
2016-12-25,15.6964
2016-12-26,15.6964
2016-12-27,15.6964
2016-12-28,15.6964
2016-12-29,15.6964
2016-12-30,15.6964
2016-12-31,44.0891
2017-01-01,44.0891
2017-01-02,44.0891
2017-01-03,44.0891
2017-01-04,44.0891
2017-01-05,44.0891
2017-01-06,44.0891
2017-01-07,44.0891
2017-01-08,44.0891
2017-01-09,44.0891
2017-01-10,44.0891
2017-01-11,44.0891
2017-01-12,44.0891
2017-01-13,44.0891
2017-01-14,44.0891
2017-01-15,44.0891
2017-01-16,44.0891
2017-01-17,44.0891
2017-01-18,44.0891
2017-01-19,44.0891
2017-01-20,44.0891
2017-01-21,44.0891
2017-01-22,44.0891
2017-01-23,44.0891
2017-01-24,44.0891
2017-01-25,44.0891
2017-01-26,44.0891
2017-01-27,44.0891
2017-01-28,44.0891
2017-01-29,44.0891
2017-01-30,44.0891
2017-01-31,44.0891
2017-02-01,44.0891
2017-02-02,44.0891
2017-02-03,44.0891
2017-02-04,44.0891
2017-02-05,44.0891
2017-02-06,44.0891
2017-02-07,44.0891
2017-02-08,44.0891
2017-02-09,44.0891
2017-02-10,44.0891
2017-02-11,44.0891
2017-02-12,44.0891
2017-02-13,44.0891
2017-02-14,44.0891
2017-02-15,44.0891
2017-02-16,44.0891
2017-02-17,44.0891
2017-02-18,44.0891
2017-02-19,44.0891
2017-02-20,44.0891
2017-02-21,44.0891
2017-02-22,44.0891
2017-02-23,44.0891
2017-02-24,44.0891
2017-02-25,44.0891
2017-02-26,44.0891
2017-02-27,44.0891
2017-02-28,44.0891
2017-03-01,44.0891
2017-03-02,44.0891
2017-03-03,44.0891
2017-03-04,44.0891
2017-03-05,44.0891
2017-03-06,44.0891
2017-03-07,44.0891
2017-03-08,44.0891
2017-03-09,44.0891
2017-03-10,44.0891
2017-03-11,44.0891
2017-03-12,44.0891
2017-03-13,44.0891
2017-03-14,44.0891
2017-03-15,44.0891
2017-03-16,44.0891
2017-03-17,44.0891
2017-03-18,44.0891
2017-03-19,44.0891
2017-03-20,44.0891
2017-03-21,44.0891
2017-03-22,44.0891
2017-03-23,44.0891
2017-03-24,44.0891
2017-03-25,44.0891
2017-03-26,44.0891
2017-03-27,44.0891
2017-03-28,44.0891
2017-03-29,44.0891
2017-03-30,44.0891
2017-03-31,69.5948
2017-04-01,69.5948
2017-04-02,69.5948
2017-04-03,69.5948
2017-04-04,69.5948
2017-04-05,69.5948
2017-04-06,69.5948
2017-04-07,69.5948
2017-04-08,69.5948
2017-04-09,69.5948
2017-04-10,69.5948
2017-04-11,69.5948
2017-04-12,69.5948
2017-04-13,69.5948
2017-04-14,69.5948
2017-04-15,69.5948
2017-04-16,69.5948
2017-04-17,69.5948
2017-04-18,69.5948
2017-04-19,69.5948
2017-04-20,69.5948
2017-04-21,69.5948
2017-04-22,69.5948
2017-04-23,69.5948
2017-04-24,69.5948
2017-04-25,69.5948
2017-04-26,69.5948
2017-04-27,69.5948
2017-04-28,69.5948
2017-04-29,69.5948
2017-04-30,69.5948
2017-05-01,69.5948
2017-05-02,69.5948
2017-05-03,69.5948
2017-05-04,69.5948
2017-05-05,69.5948
2017-05-06,69.5948
2017-05-07,69.5948
2017-05-08,69.5948
2017-05-09,69.5948
2017-05-10,69.5948
2017-05-11,69.5948
2017-05-12,69.5948
2017-05-13,69.5948
2017-05-14,69.5948
2017-05-15,69.5948
2017-05-16,69.5948
2017-05-17,69.5948
2017-05-18,69.5948
2017-05-19,69.5948
2017-05-20,69.5948
2017-05-21,69.5948
2017-05-22,69.5948
2017-05-23,69.5948
2017-05-24,69.5948
2017-05-25,69.5948
2017-05-26,69.5948
2017-05-27,69.5948
2017-05-28,69.5948
2017-05-29,69.5948
2017-05-30,69.5948
2017-05-31,69.5948
2017-06-01,69.5948
2017-06-02,69.5948
2017-06-03,69.5948
2017-06-04,69.5948
2017-06-05,69.5948
2017-06-06,69.5948
2017-06-07,69.5948
2017-06-08,69.5948
2017-06-09,69.5948
2017-06-10,69.5948
2017-06-11,69.5948
2017-06-12,69.5948
2017-06-13,69.5948
2017-06-14,69.5948
2017-06-15,69.5948
2017-06-16,69.5948
2017-06-17,69.5948
2017-06-18,69.5948
2017-06-19,69.5948
2017-06-20,69.5948
2017-06-21,69.5948
2017-06-22,69.5948
2017-06-23,69.5948
2017-06-24,69.5948
2017-06-25,69.5948
2017-06-26,69.5948
2017-06-27,69.5948
2017-06-28,69.5948
2017-06-29,69.5948
2017-06-30,66.6798
2017-07-01,66.6798
2017-07-02,66.6798
2017-07-03,66.6798
2017-07-04,66.6798
2017-07-05,66.6798
2017-07-06,66.6798
2017-07-07,66.6798
2017-07-08,66.6798
2017-07-09,66.6798
2017-07-10,66.6798
2017-07-11,66.6798
2017-07-12,66.6798
2017-07-13,66.6798
2017-07-14,66.6798
2017-07-15,66.6798
2017-07-16,66.6798
2017-07-17,66.6798
2017-07-18,66.6798
2017-07-19,66.6798
2017-07-20,66.6798
2017-07-21,66.6798
2017-07-22,66.6798
2017-07-23,66.6798
2017-07-24,66.6798
2017-07-25,66.6798
2017-07-26,66.6798
2017-07-27,66.6798
2017-07-28,66.6798
2017-07-29,66.6798
2017-07-30,66.6798
2017-07-31,66.6798
2017-08-01,66.6798
2017-08-02,66.6798
2017-08-03,66.6798
2017-08-04,66.6798
2017-08-05,66.6798
2017-08-06,66.6798
2017-08-07,66.6798
2017-08-08,66.6798
2017-08-09,66.6798
2017-08-10,66.6798
2017-08-11,66.6798
2017-08-12,66.6798
2017-08-13,66.6798
2017-08-14,66.6798
2017-08-15,66.6798
2017-08-16,66.6798
2017-08-17,66.6798
2017-08-18,66.6798
2017-08-19,66.6798
2017-08-20,66.6798
2017-08-21,66.6798
2017-08-22,66.6798
2017-08-23,66.6798
2017-08-24,66.6798
2017-08-25,66.6798
2017-08-26,66.6798
2017-08-27,66.6798
2017-08-28,66.6798
2017-08-29,66.6798
2017-08-30,66.6798
2017-08-31,66.6798
2017-09-01,66.6798
2017-09-02,66.6798
2017-09-03,66.6798
2017-09-04,66.6798
2017-09-05,66.6798
2017-09-06,66.6798
2017-09-07,66.6798
2017-09-08,66.6798
2017-09-09,66.6798
2017-09-10,66.6798
2017-09-11,66.6798
2017-09-12,66.6798
2017-09-13,66.6798
2017-09-14,66.6798
2017-09-15,66.6798
2017-09-16,66.6798
2017-09-17,66.6798
2017-09-18,66.6798
2017-09-19,66.6798
2017-09-20,66.6798
2017-09-21,66.6798
2017-09-22,66.6798
2017-09-23,66.6798
2017-09-24,66.6798
2017-09-25,66.6798
2017-09-26,66.6798
2017-09-27,66.6798
2017-09-28,66.6798
2017-09-29,66.6798
2017-09-30,71.1643
2017-10-01,71.1643
2017-10-02,71.1643
2017-10-03,71.1643
2017-10-04,71.1643
2017-10-05,71.1643
2017-10-06,71.1643
2017-10-07,71.1643
2017-10-08,71.1643
2017-10-09,71.1643
2017-10-10,71.1643
2017-10-11,71.1643
2017-10-12,71.1643
2017-10-13,71.1643
2017-10-14,71.1643
2017-10-15,71.1643
2017-10-16,71.1643
2017-10-17,71.1643
2017-10-18,71.1643
2017-10-19,71.1643
2017-10-20,71.1643
2017-10-21,71.1643
2017-10-22,71.1643
2017-10-23,71.1643
2017-10-24,71.1643
2017-10-25,71.1643
2017-10-26,71.1643
2017-10-27,71.1643
2017-10-28,71.1643
2017-10-29,71.1643
2017-10-30,71.1643
2017-10-31,71.1643
2017-11-01,71.1643
2017-11-02,71.1643
2017-11-03,71.1643
2017-11-04,71.1643
2017-11-05,71.1643
2017-11-06,71.1643
2017-11-07,71.1643
2017-11-08,71.1643
2017-11-09,71.1643
2017-11-10,71.1643
2017-11-11,71.1643
2017-11-12,71.1643
2017-11-13,71.1643
2017-11-14,71.1643
2017-11-15,71.1643
2017-11-16,71.1643
2017-11-17,71.1643
2017-11-18,71.1643
2017-11-19,71.1643
2017-11-20,71.1643
2017-11-21,71.1643
2017-11-22,71.1643
2017-11-23,71.1643
2017-11-24,71.1643
2017-11-25,71.1643
2017-11-26,71.1643
2017-11-27,71.1643
2017-11-28,71.1643
2017-11-29,71.1643
2017-11-30,71.1643
2017-12-01,71.1643
2017-12-02,71.1643
2017-12-03,71.1643
2017-12-04,71.1643
2017-12-05,71.1643
2017-12-06,71.1643
2017-12-07,71.1643
2017-12-08,71.1643
2017-12-09,71.1643
2017-12-10,71.1643
2017-12-11,71.1643
2017-12-12,71.1643
2017-12-13,71.1643
2017-12-14,71.1643
2017-12-15,71.1643
2017-12-16,71.1643
2017-12-17,71.1643
2017-12-18,71.1643
2017-12-19,71.1643
2017-12-20,71.1643
2017-12-21,71.1643
2017-12-22,71.1643
2017-12-23,71.1643
2017-12-24,71.1643
2017-12-25,71.1643
2017-12-26,71.1643
2017-12-27,71.1643
2017-12-28,71.1643
2017-12-29,71.1643
2017-12-30,71.1643
2017-12-31,41.3666
2018-01-01,41.3666
2018-01-02,41.3666
2018-01-03,41.3666
2018-01-04,41.3666
2018-01-05,41.3666
2018-01-06,41.3666
2018-01-07,41.3666
2018-01-08,41.3666
2018-01-09,41.3666
2018-01-10,41.3666
2018-01-11,41.3666
2018-01-12,41.3666
2018-01-13,41.3666
2018-01-14,41.3666
2018-01-15,41.3666
2018-01-16,41.3666
2018-01-17,41.3666
2018-01-18,41.3666
2018-01-19,41.3666
2018-01-20,41.3666
2018-01-21,41.3666
2018-01-22,41.3666
2018-01-23,41.3666
2018-01-24,41.3666
2018-01-25,41.3666
2018-01-26,41.3666
2018-01-27,41.3666
2018-01-28,41.3666
2018-01-29,41.3666
2018-01-30,41.3666
2018-01-31,41.3666
2018-02-01,41.3666
2018-02-02,41.3666
2018-02-03,41.3666
2018-02-04,41.3666
2018-02-05,41.3666
2018-02-06,41.3666
2018-02-07,41.3666
2018-02-08,41.3666
2018-02-09,41.3666
2018-02-10,41.3666
2018-02-11,41.3666
2018-02-12,41.3666
2018-02-13,41.3666
2018-02-14,41.3666
2018-02-15,41.3666
2018-02-16,41.3666
2018-02-17,41.3666
2018-02-18,41.3666
2018-02-19,41.3666
2018-02-20,41.3666
2018-02-21,41.3666
2018-02-22,41.3666
2018-02-23,41.3666
2018-02-24,41.3666
2018-02-25,41.3666
2018-02-26,41.3666
2018-02-27,41.3666
2018-02-28,41.3666
2018-03-01,41.3666
2018-03-02,41.3666
2018-03-03,41.3666
2018-03-04,41.3666
2018-03-05,41.3666
2018-03-06,41.3666
2018-03-07,41.3666
2018-03-08,41.3666
2018-03-09,41.3666
2018-03-10,41.3666
2018-03-11,41.3666
2018-03-12,41.3666
2018-03-13,41.3666
2018-03-14,41.3666
2018-03-15,41.3666
2018-03-16,41.3666
2018-03-17,41.3666
2018-03-18,41.3666
2018-03-19,41.3666
2018-03-20,41.3666
2018-03-21,41.3666
2018-03-22,41.3666
2018-03-23,41.3666
2018-03-24,41.3666
2018-03-25,41.3666
2018-03-26,41.3666
2018-03-27,41.3666
2018-03-28,41.3666
2018-03-29,41.3666
2018-03-30,41.3666
2018-03-31,144.195
2018-04-01,144.195
2018-04-02,144.195
2018-04-03,144.195
2018-04-04,144.195
2018-04-05,144.195
2018-04-06,144.195
2018-04-07,144.195
2018-04-08,144.195
2018-04-09,144.195
2018-04-10,144.195
2018-04-11,144.195
2018-04-12,144.195
2018-04-13,144.195
2018-04-14,144.195
2018-04-15,144.195
2018-04-16,144.195
2018-04-17,144.195
2018-04-18,144.195
2018-04-19,144.195
2018-04-20,144.195
2018-04-21,144.195
2018-04-22,144.195
2018-04-23,144.195
2018-04-24,144.195
2018-04-25,144.195
2018-04-26,144.195
2018-04-27,144.195
2018-04-28,144.195
2018-04-29,144.195
2018-04-30,144.195
2018-05-01,144.195
2018-05-02,144.195
2018-05-03,144.195
2018-05-04,144.195
2018-05-05,144.195
2018-05-06,144.195
2018-05-07,144.195
2018-05-08,144.195
2018-05-09,144.195
2018-05-10,144.195
2018-05-11,144.195
2018-05-12,144.195
2018-05-13,144.195
2018-05-14,144.195
2018-05-15,144.195
2018-05-16,144.195
2018-05-17,144.195
2018-05-18,144.195
2018-05-19,144.195
2018-05-20,144.195
2018-05-21,144.195
2018-05-22,144.195
2018-05-23,144.195
2018-05-24,144.195
2018-05-25,144.195
2018-05-26,144.195
2018-05-27,144.195
2018-05-28,144.195
2018-05-29,144.195
2018-05-30,144.195
2018-05-31,144.195
2018-06-01,144.195
2018-06-02,144.195
2018-06-03,144.195
2018-06-04,144.195
2018-06-05,144.195
2018-06-06,144.195
2018-06-07,144.195
2018-06-08,144.195
2018-06-09,144.195
2018-06-10,144.195
2018-06-11,144.195
2018-06-12,144.195
2018-06-13,144.195
2018-06-14,144.195
2018-06-15,144.195
2018-06-16,144.195
2018-06-17,144.195
2018-06-18,144.195
2018-06-19,144.195
2018-06-20,144.195
2018-06-21,144.195
2018-06-22,144.195
2018-06-23,144.195
2018-06-24,144.195
2018-06-25,144.195
2018-06-26,144.195
2018-06-27,144.195
2018-06-28,144.195
2018-06-29,144.195
2018-06-30,141.7484
2018-07-01,141.7484
2018-07-02,141.7484
2018-07-03,141.7484
2018-07-04,141.7484
2018-07-05,141.7484
2018-07-06,141.7484
2018-07-07,141.7484
2018-07-08,141.7484
2018-07-09,141.7484
2018-07-10,141.7484
2018-07-11,141.7484
2018-07-12,141.7484
2018-07-13,141.7484
2018-07-14,141.7484
2018-07-15,141.7484
2018-07-16,141.7484
2018-07-17,141.7484
2018-07-18,141.7484
2018-07-19,141.7484
2018-07-20,141.7484
2018-07-21,141.7484
2018-07-22,141.7484
2018-07-23,141.7484
2018-07-24,141.7484
2018-07-25,141.7484
2018-07-26,141.7484
2018-07-27,141.7484
2018-07-28,141.7484
2018-07-29,141.7484
2018-07-30,141.7484
2018-07-31,141.7484
2018-08-01,141.7484
2018-08-02,141.7484
2018-08-03,141.7484
2018-08-04,141.7484
2018-08-05,141.7484
2018-08-06,141.7484
2018-08-07,141.7484
2018-08-08,141.7484
2018-08-09,141.7484
2018-08-10,141.7484
2018-08-11,141.7484
2018-08-12,141.7484
2018-08-13,141.7484
2018-08-14,141.7484
2018-08-15,141.7484
2018-08-16,141.7484
2018-08-17,141.7484
2018-08-18,141.7484
2018-08-19,141.7484
2018-08-20,141.7484
2018-08-21,141.7484
2018-08-22,141.7484
2018-08-23,141.7484
2018-08-24,141.7484
2018-08-25,141.7484
2018-08-26,141.7484
2018-08-27,141.7484
2018-08-28,141.7484
2018-08-29,141.7484
2018-08-30,141.7484
2018-08-31,141.7484
2018-09-01,141.7484
2018-09-02,141.7484
2018-09-03,141.7484
2018-09-04,141.7484
2018-09-05,141.7484
2018-09-06,141.7484
2018-09-07,141.7484
2018-09-08,141.7484
2018-09-09,141.7484
2018-09-10,141.7484
2018-09-11,141.7484
2018-09-12,141.7484
2018-09-13,141.7484
2018-09-14,141.7484
2018-09-15,141.7484
2018-09-16,141.7484
2018-09-17,141.7484
2018-09-18,141.7484
2018-09-19,141.7484
2018-09-20,141.7484
2018-09-21,141.7484
2018-09-22,141.7484
2018-09-23,141.7484
2018-09-24,141.7484
2018-09-25,141.7484
2018-09-26,141.7484
2018-09-27,141.7484
2018-09-28,141.7484
2018-09-29,141.7484
2018-09-30,187.2746
2018-10-01,187.2746
2018-10-02,187.2746
2018-10-03,187.2746
2018-10-04,187.2746
2018-10-05,187.2746
2018-10-06,187.2746
2018-10-07,187.2746
2018-10-08,187.2746
2018-10-09,187.2746
2018-10-10,187.2746
2018-10-11,187.2746
2018-10-12,187.2746
2018-10-13,187.2746
2018-10-14,187.2746
2018-10-15,187.2746
2018-10-16,187.2746
2018-10-17,187.2746
2018-10-18,187.2746
2018-10-19,187.2746
2018-10-20,187.2746
2018-10-21,187.2746
2018-10-22,187.2746
2018-10-23,187.2746
2018-10-24,187.2746
2018-10-25,187.2746
2018-10-26,187.2746
2018-10-27,187.2746
2018-10-28,187.2746
2018-10-29,187.2746
2018-10-30,187.2746
2018-10-31,187.2746
2018-11-01,187.2746
2018-11-02,187.2746
2018-11-03,187.2746
2018-11-04,187.2746
2018-11-05,187.2746
2018-11-06,187.2746
2018-11-07,187.2746
2018-11-08,187.2746
2018-11-09,187.2746
2018-11-10,187.2746
2018-11-11,187.2746
2018-11-12,187.2746
2018-11-13,187.2746
2018-11-14,187.2746
2018-11-15,187.2746
2018-11-16,187.2746
2018-11-17,187.2746
2018-11-18,187.2746
2018-11-19,187.2746
2018-11-20,187.2746
2018-11-21,187.2746
2018-11-22,187.2746
2018-11-23,187.2746
2018-11-24,187.2746
2018-11-25,187.2746
2018-11-26,187.2746
2018-11-27,187.2746
2018-11-28,187.2746
2018-11-29,187.2746
2018-11-30,187.2746
2018-12-01,187.2746
2018-12-02,187.2746
2018-12-03,187.2746
2018-12-04,187.2746
2018-12-05,187.2746
2018-12-06,187.2746
2018-12-07,187.2746
2018-12-08,187.2746
2018-12-09,187.2746
2018-12-10,187.2746
2018-12-11,187.2746
2018-12-12,187.2746
2018-12-13,187.2746
2018-12-14,187.2746
2018-12-15,187.2746
2018-12-16,187.2746
2018-12-17,187.2746
2018-12-18,187.2746
2018-12-19,187.2746
2018-12-20,187.2746
2018-12-21,187.2746
2018-12-22,187.2746
2018-12-23,187.2746
2018-12-24,187.2746
2018-12-25,187.2746
2018-12-26,187.2746
2018-12-27,187.2746
2018-12-28,187.2746
2018-12-29,187.2746
2018-12-30,187.2746
2018-12-31,46.1953
2019-01-01,46.1953
2019-01-02,46.1953
2019-01-03,46.1953
2019-01-04,46.1953
2019-01-05,46.1953
2019-01-06,46.1953
2019-01-07,46.1953
2019-01-08,46.1953
2019-01-09,46.1953
2019-01-10,46.1953
2019-01-11,46.1953
2019-01-12,46.1953
2019-01-13,46.1953
2019-01-14,46.1953
2019-01-15,46.1953
2019-01-16,46.1953
2019-01-17,46.1953
2019-01-18,46.1953
2019-01-19,46.1953
2019-01-20,46.1953
2019-01-21,46.1953
2019-01-22,46.1953
2019-01-23,46.1953
2019-01-24,46.1953
2019-01-25,46.1953
2019-01-26,46.1953
2019-01-27,46.1953
2019-01-28,46.1953
2019-01-29,46.1953
2019-01-30,46.1953
2019-01-31,46.1953
2019-02-01,46.1953
2019-02-02,46.1953
2019-02-03,46.1953
2019-02-04,46.1953
2019-02-05,46.1953
2019-02-06,46.1953
2019-02-07,46.1953
2019-02-08,46.1953
2019-02-09,46.1953
2019-02-10,46.1953
2019-02-11,46.1953
2019-02-12,46.1953
2019-02-13,46.1953
2019-02-14,46.1953
2019-02-15,46.1953
2019-02-16,46.1953
2019-02-17,46.1953
2019-02-18,46.1953
2019-02-19,46.1953
2019-02-20,46.1953
2019-02-21,46.1953
2019-02-22,46.1953
2019-02-23,46.1953
2019-02-24,46.1953
2019-02-25,46.1953
2019-02-26,46.1953
2019-02-27,46.1953
2019-02-28,46.1953
2019-03-01,46.1953
2019-03-02,46.1953
2019-03-03,46.1953
2019-03-04,46.1953
2019-03-05,46.1953
2019-03-06,46.1953
2019-03-07,46.1953
2019-03-08,46.1953
2019-03-09,46.1953
2019-03-10,46.1953
2019-03-11,46.1953
2019-03-12,46.1953
2019-03-13,46.1953
2019-03-14,46.1953
2019-03-15,46.1953
2019-03-16,46.1953
2019-03-17,46.1953
2019-03-18,46.1953
2019-03-19,46.1953
2019-03-20,46.1953
2019-03-21,46.1953
2019-03-22,46.1953
2019-03-23,46.1953
2019-03-24,46.1953
2019-03-25,46.1953
2019-03-26,46.1953
2019-03-27,46.1953
2019-03-28,46.1953
2019-03-29,46.1953
2019-03-30,46.1953
2019-03-31,82.6765
2019-04-01,82.6765
2019-04-02,82.6765
2019-04-03,82.6765
2019-04-04,82.6765
2019-04-05,82.6765
2019-04-06,82.6765
2019-04-07,82.6765
2019-04-08,82.6765
2019-04-09,82.6765
2019-04-10,82.6765
2019-04-11,82.6765
2019-04-12,82.6765
2019-04-13,82.6765
2019-04-14,82.6765
2019-04-15,82.6765
2019-04-16,82.6765
2019-04-17,82.6765
2019-04-18,82.6765
2019-04-19,82.6765
2019-04-20,82.6765
2019-04-21,82.6765
2019-04-22,82.6765
2019-04-23,82.6765
2019-04-24,82.6765
2019-04-25,82.6765
2019-04-26,82.6765
2019-04-27,82.6765
2019-04-28,82.6765
2019-04-29,82.6765
2019-04-30,82.6765
2019-05-01,82.6765
2019-05-02,82.6765
2019-05-03,82.6765
2019-05-04,82.6765
2019-05-05,82.6765
2019-05-06,82.6765
2019-05-07,82.6765
2019-05-08,82.6765
2019-05-09,82.6765
2019-05-10,82.6765
2019-05-11,82.6765
2019-05-12,82.6765
2019-05-13,82.6765
2019-05-14,82.6765
2019-05-15,82.6765
2019-05-16,82.6765
2019-05-17,82.6765
2019-05-18,82.6765
2019-05-19,82.6765
2019-05-20,82.6765
2019-05-21,82.6765
2019-05-22,82.6765
2019-05-23,82.6765
2019-05-24,82.6765
2019-05-25,82.6765
2019-05-26,82.6765
2019-05-27,82.6765
2019-05-28,82.6765
2019-05-29,82.6765
2019-05-30,82.6765
2019-05-31,82.6765
2019-06-01,82.6765
2019-06-02,82.6765
2019-06-03,82.6765
2019-06-04,82.6765
2019-06-05,82.6765
2019-06-06,82.6765
2019-06-07,82.6765
2019-06-08,82.6765
2019-06-09,82.6765
2019-06-10,82.6765
2019-06-11,82.6765
2019-06-12,82.6765
2019-06-13,82.6765
2019-06-14,82.6765
2019-06-15,82.6765
2019-06-16,82.6765
2019-06-17,82.6765
2019-06-18,82.6765
2019-06-19,82.6765
2019-06-20,82.6765
2019-06-21,82.6765
2019-06-22,82.6765
2019-06-23,82.6765
2019-06-24,82.6765
2019-06-25,82.6765
2019-06-26,82.6765
2019-06-27,82.6765
2019-06-28,82.6765
2019-06-29,82.6765
2019-06-30,102.4746
2019-07-01,102.4746
2019-07-02,102.4746
2019-07-03,102.4746
2019-07-04,102.4746
2019-07-05,102.4746
2019-07-06,102.4746
2019-07-07,102.4746
2019-07-08,102.4746
2019-07-09,102.4746
2019-07-10,102.4746
2019-07-11,102.4746
2019-07-12,102.4746
2019-07-13,102.4746
2019-07-14,102.4746
2019-07-15,102.4746
2019-07-16,102.4746
2019-07-17,102.4746
2019-07-18,102.4746
