,1928 HK Equity
2016-06-17,23.7928
2016-06-18,23.7928
2016-06-19,23.7928
2016-06-20,23.7928
2016-06-21,23.7928
2016-06-22,23.7928
2016-06-23,23.7928
2016-06-24,23.7928
2016-06-25,23.7928
2016-06-26,23.7928
2016-06-27,23.7928
2016-06-28,23.7928
2016-06-29,23.7928
2016-06-30,27.0529
2016-07-01,27.0529
2016-07-02,27.0529
2016-07-03,27.0529
2016-07-04,27.0529
2016-07-05,27.0529
2016-07-06,27.0529
2016-07-07,27.0529
2016-07-08,27.0529
2016-07-09,27.0529
2016-07-10,27.0529
2016-07-11,27.0529
2016-07-12,27.0529
2016-07-13,27.0529
2016-07-14,27.0529
2016-07-15,27.0529
2016-07-16,27.0529
2016-07-17,27.0529
2016-07-18,27.0529
2016-07-19,27.0529
2016-07-20,27.0529
2016-07-21,27.0529
2016-07-22,27.0529
2016-07-23,27.0529
2016-07-24,27.0529
2016-07-25,27.0529
2016-07-26,27.0529
2016-07-27,27.0529
2016-07-28,27.0529
2016-07-29,27.0529
2016-07-30,27.0529
2016-07-31,27.0529
2016-08-01,27.0529
2016-08-02,27.0529
2016-08-03,27.0529
2016-08-04,27.0529
2016-08-05,27.0529
2016-08-06,27.0529
2016-08-07,27.0529
2016-08-08,27.0529
2016-08-09,27.0529
2016-08-10,27.0529
2016-08-11,27.0529
2016-08-12,27.0529
2016-08-13,27.0529
2016-08-14,27.0529
2016-08-15,27.0529
2016-08-16,27.0529
2016-08-17,27.0529
2016-08-18,27.0529
2016-08-19,27.0529
2016-08-20,27.0529
2016-08-21,27.0529
2016-08-22,27.0529
2016-08-23,27.0529
2016-08-24,27.0529
2016-08-25,27.0529
2016-08-26,27.0529
2016-08-27,27.0529
2016-08-28,27.0529
2016-08-29,27.0529
2016-08-30,27.0529
2016-08-31,27.0529
2016-09-01,27.0529
2016-09-02,27.0529
2016-09-03,27.0529
2016-09-04,27.0529
2016-09-05,27.0529
2016-09-06,27.0529
2016-09-07,27.0529
2016-09-08,27.0529
2016-09-09,27.0529
2016-09-10,27.0529
2016-09-11,27.0529
2016-09-12,27.0529
2016-09-13,27.0529
2016-09-14,27.0529
2016-09-15,27.0529
2016-09-16,27.0529
2016-09-17,27.0529
2016-09-18,27.0529
2016-09-19,27.0529
2016-09-20,27.0529
2016-09-21,27.0529
2016-09-22,27.0529
2016-09-23,27.0529
2016-09-24,27.0529
2016-09-25,27.0529
2016-09-26,27.0529
2016-09-27,27.0529
2016-09-28,27.0529
2016-09-29,27.0529
2016-09-30,27.0529
2016-10-01,27.0529
2016-10-02,27.0529
2016-10-03,27.0529
2016-10-04,27.0529
2016-10-05,27.0529
2016-10-06,27.0529
2016-10-07,27.0529
2016-10-08,27.0529
2016-10-09,27.0529
2016-10-10,27.0529
2016-10-11,27.0529
2016-10-12,27.0529
2016-10-13,27.0529
2016-10-14,27.0529
2016-10-15,27.0529
2016-10-16,27.0529
2016-10-17,27.0529
2016-10-18,27.0529
2016-10-19,27.0529
2016-10-20,27.0529
2016-10-21,27.0529
2016-10-22,27.0529
2016-10-23,27.0529
2016-10-24,27.0529
2016-10-25,27.0529
2016-10-26,27.0529
2016-10-27,27.0529
2016-10-28,27.0529
2016-10-29,27.0529
2016-10-30,27.0529
2016-10-31,27.0529
2016-11-01,27.0529
2016-11-02,27.0529
2016-11-03,27.0529
2016-11-04,27.0529
2016-11-05,27.0529
2016-11-06,27.0529
2016-11-07,27.0529
2016-11-08,27.0529
2016-11-09,27.0529
2016-11-10,27.0529
2016-11-11,27.0529
2016-11-12,27.0529
2016-11-13,27.0529
2016-11-14,27.0529
2016-11-15,27.0529
2016-11-16,27.0529
2016-11-17,27.0529
2016-11-18,27.0529
2016-11-19,27.0529
2016-11-20,27.0529
2016-11-21,27.0529
2016-11-22,27.0529
2016-11-23,27.0529
2016-11-24,27.0529
2016-11-25,27.0529
2016-11-26,27.0529
2016-11-27,27.0529
2016-11-28,27.0529
2016-11-29,27.0529
2016-11-30,27.0529
2016-12-01,27.0529
2016-12-02,27.0529
2016-12-03,27.0529
2016-12-04,27.0529
2016-12-05,27.0529
2016-12-06,27.0529
2016-12-07,27.0529
2016-12-08,27.0529
2016-12-09,27.0529
2016-12-10,27.0529
2016-12-11,27.0529
2016-12-12,27.0529
2016-12-13,27.0529
2016-12-14,27.0529
2016-12-15,27.0529
2016-12-16,27.0529
2016-12-17,27.0529
2016-12-18,27.0529
2016-12-19,27.0529
2016-12-20,27.0529
2016-12-21,27.0529
2016-12-22,27.0529
2016-12-23,27.0529
2016-12-24,27.0529
2016-12-25,27.0529
2016-12-26,27.0529
2016-12-27,27.0529
2016-12-28,27.0529
2016-12-29,27.0529
2016-12-30,27.0529
2016-12-31,22.5714
2017-01-01,22.5714
2017-01-02,22.5714
2017-01-03,22.5714
2017-01-04,22.5714
2017-01-05,22.5714
2017-01-06,22.5714
2017-01-07,22.5714
2017-01-08,22.5714
2017-01-09,22.5714
2017-01-10,22.5714
2017-01-11,22.5714
2017-01-12,22.5714
2017-01-13,22.5714
2017-01-14,22.5714
2017-01-15,22.5714
2017-01-16,22.5714
2017-01-17,22.5714
2017-01-18,22.5714
2017-01-19,22.5714
2017-01-20,22.5714
2017-01-21,22.5714
2017-01-22,22.5714
2017-01-23,22.5714
2017-01-24,22.5714
2017-01-25,22.5714
2017-01-26,22.5714
2017-01-27,22.5714
2017-01-28,22.5714
2017-01-29,22.5714
2017-01-30,22.5714
2017-01-31,22.5714
2017-02-01,22.5714
2017-02-02,22.5714
2017-02-03,22.5714
2017-02-04,22.5714
2017-02-05,22.5714
2017-02-06,22.5714
2017-02-07,22.5714
2017-02-08,22.5714
2017-02-09,22.5714
2017-02-10,22.5714
2017-02-11,22.5714
2017-02-12,22.5714
2017-02-13,22.5714
2017-02-14,22.5714
2017-02-15,22.5714
2017-02-16,22.5714
2017-02-17,22.5714
2017-02-18,22.5714
2017-02-19,22.5714
2017-02-20,22.5714
2017-02-21,22.5714
2017-02-22,22.5714
2017-02-23,22.5714
2017-02-24,22.5714
2017-02-25,22.5714
2017-02-26,22.5714
2017-02-27,22.5714
2017-02-28,22.5714
2017-03-01,22.5714
2017-03-02,22.5714
2017-03-03,22.5714
2017-03-04,22.5714
2017-03-05,22.5714
2017-03-06,22.5714
2017-03-07,22.5714
2017-03-08,22.5714
2017-03-09,22.5714
2017-03-10,22.5714
2017-03-11,22.5714
2017-03-12,22.5714
2017-03-13,22.5714
2017-03-14,22.5714
2017-03-15,22.5714
2017-03-16,22.5714
2017-03-17,22.5714
2017-03-18,22.5714
2017-03-19,22.5714
2017-03-20,22.5714
2017-03-21,22.5714
2017-03-22,22.5714
2017-03-23,22.5714
2017-03-24,22.5714
2017-03-25,22.5714
2017-03-26,22.5714
2017-03-27,22.5714
2017-03-28,22.5714
2017-03-29,22.5714
2017-03-30,22.5714
2017-03-31,22.5714
2017-04-01,22.5714
2017-04-02,22.5714
2017-04-03,22.5714
2017-04-04,22.5714
2017-04-05,22.5714
2017-04-06,22.5714
2017-04-07,22.5714
2017-04-08,22.5714
2017-04-09,22.5714
2017-04-10,22.5714
2017-04-11,22.5714
2017-04-12,22.5714
2017-04-13,22.5714
2017-04-14,22.5714
2017-04-15,22.5714
2017-04-16,22.5714
2017-04-17,22.5714
2017-04-18,22.5714
2017-04-19,22.5714
2017-04-20,22.5714
2017-04-21,22.5714
2017-04-22,22.5714
2017-04-23,22.5714
2017-04-24,22.5714
2017-04-25,22.5714
2017-04-26,22.5714
2017-04-27,22.5714
2017-04-28,22.5714
2017-04-29,22.5714
2017-04-30,22.5714
2017-05-01,22.5714
2017-05-02,22.5714
2017-05-03,22.5714
2017-05-04,22.5714
2017-05-05,22.5714
2017-05-06,22.5714
2017-05-07,22.5714
2017-05-08,22.5714
2017-05-09,22.5714
2017-05-10,22.5714
2017-05-11,22.5714
2017-05-12,22.5714
2017-05-13,22.5714
2017-05-14,22.5714
2017-05-15,22.5714
2017-05-16,22.5714
2017-05-17,22.5714
2017-05-18,22.5714
2017-05-19,22.5714
2017-05-20,22.5714
2017-05-21,22.5714
2017-05-22,22.5714
2017-05-23,22.5714
2017-05-24,22.5714
2017-05-25,22.5714
2017-05-26,22.5714
2017-05-27,22.5714
2017-05-28,22.5714
2017-05-29,22.5714
2017-05-30,22.5714
2017-05-31,22.5714
2017-06-01,22.5714
2017-06-02,22.5714
2017-06-03,22.5714
2017-06-04,22.5714
2017-06-05,22.5714
2017-06-06,22.5714
2017-06-07,22.5714
2017-06-08,22.5714
2017-06-09,22.5714
2017-06-10,22.5714
2017-06-11,22.5714
2017-06-12,22.5714
2017-06-13,22.5714
2017-06-14,22.5714
2017-06-15,22.5714
2017-06-16,22.5714
2017-06-17,22.5714
2017-06-18,22.5714
2017-06-19,22.5714
2017-06-20,22.5714
2017-06-21,22.5714
2017-06-22,22.5714
2017-06-23,22.5714
2017-06-24,22.5714
2017-06-25,22.5714
2017-06-26,22.5714
2017-06-27,22.5714
2017-06-28,22.5714
2017-06-29,22.5714
2017-06-30,34.0818
2017-07-01,34.0818
2017-07-02,34.0818
2017-07-03,34.0818
2017-07-04,34.0818
2017-07-05,34.0818
2017-07-06,34.0818
2017-07-07,34.0818
2017-07-08,34.0818
2017-07-09,34.0818
2017-07-10,34.0818
2017-07-11,34.0818
2017-07-12,34.0818
2017-07-13,34.0818
2017-07-14,34.0818
2017-07-15,34.0818
2017-07-16,34.0818
2017-07-17,34.0818
2017-07-18,34.0818
2017-07-19,34.0818
2017-07-20,34.0818
2017-07-21,34.0818
2017-07-22,34.0818
2017-07-23,34.0818
2017-07-24,34.0818
2017-07-25,34.0818
2017-07-26,34.0818
2017-07-27,34.0818
2017-07-28,34.0818
2017-07-29,34.0818
2017-07-30,34.0818
2017-07-31,34.0818
2017-08-01,34.0818
2017-08-02,34.0818
2017-08-03,34.0818
2017-08-04,34.0818
2017-08-05,34.0818
2017-08-06,34.0818
2017-08-07,34.0818
2017-08-08,34.0818
2017-08-09,34.0818
2017-08-10,34.0818
2017-08-11,34.0818
2017-08-12,34.0818
2017-08-13,34.0818
2017-08-14,34.0818
2017-08-15,34.0818
2017-08-16,34.0818
2017-08-17,34.0818
2017-08-18,34.0818
2017-08-19,34.0818
2017-08-20,34.0818
2017-08-21,34.0818
2017-08-22,34.0818
2017-08-23,34.0818
2017-08-24,34.0818
2017-08-25,34.0818
2017-08-26,34.0818
2017-08-27,34.0818
2017-08-28,34.0818
2017-08-29,34.0818
2017-08-30,34.0818
2017-08-31,34.0818
2017-09-01,34.0818
2017-09-02,34.0818
2017-09-03,34.0818
2017-09-04,34.0818
2017-09-05,34.0818
2017-09-06,34.0818
2017-09-07,34.0818
2017-09-08,34.0818
2017-09-09,34.0818
2017-09-10,34.0818
2017-09-11,34.0818
2017-09-12,34.0818
2017-09-13,34.0818
2017-09-14,34.0818
2017-09-15,34.0818
2017-09-16,34.0818
2017-09-17,34.0818
2017-09-18,34.0818
2017-09-19,34.0818
2017-09-20,34.0818
2017-09-21,34.0818
2017-09-22,34.0818
2017-09-23,34.0818
2017-09-24,34.0818
2017-09-25,34.0818
2017-09-26,34.0818
2017-09-27,34.0818
2017-09-28,34.0818
2017-09-29,34.0818
2017-09-30,34.0818
2017-10-01,34.0818
2017-10-02,34.0818
2017-10-03,34.0818
2017-10-04,34.0818
2017-10-05,34.0818
2017-10-06,34.0818
2017-10-07,34.0818
2017-10-08,34.0818
2017-10-09,34.0818
2017-10-10,34.0818
2017-10-11,34.0818
2017-10-12,34.0818
2017-10-13,34.0818
2017-10-14,34.0818
2017-10-15,34.0818
2017-10-16,34.0818
2017-10-17,34.0818
2017-10-18,34.0818
2017-10-19,34.0818
2017-10-20,34.0818
2017-10-21,34.0818
2017-10-22,34.0818
2017-10-23,34.0818
2017-10-24,34.0818
2017-10-25,34.0818
2017-10-26,34.0818
2017-10-27,34.0818
2017-10-28,34.0818
2017-10-29,34.0818
2017-10-30,34.0818
2017-10-31,34.0818
2017-11-01,34.0818
2017-11-02,34.0818
2017-11-03,34.0818
2017-11-04,34.0818
2017-11-05,34.0818
2017-11-06,34.0818
2017-11-07,34.0818
2017-11-08,34.0818
2017-11-09,34.0818
2017-11-10,34.0818
2017-11-11,34.0818
2017-11-12,34.0818
2017-11-13,34.0818
2017-11-14,34.0818
2017-11-15,34.0818
2017-11-16,34.0818
2017-11-17,34.0818
2017-11-18,34.0818
2017-11-19,34.0818
2017-11-20,34.0818
2017-11-21,34.0818
2017-11-22,34.0818
2017-11-23,34.0818
2017-11-24,34.0818
2017-11-25,34.0818
2017-11-26,34.0818
2017-11-27,34.0818
2017-11-28,34.0818
2017-11-29,34.0818
2017-11-30,34.0818
2017-12-01,34.0818
2017-12-02,34.0818
2017-12-03,34.0818
2017-12-04,34.0818
2017-12-05,34.0818
2017-12-06,34.0818
2017-12-07,34.0818
2017-12-08,34.0818
2017-12-09,34.0818
2017-12-10,34.0818
2017-12-11,34.0818
2017-12-12,34.0818
2017-12-13,34.0818
2017-12-14,34.0818
2017-12-15,34.0818
2017-12-16,34.0818
2017-12-17,34.0818
2017-12-18,34.0818
2017-12-19,34.0818
2017-12-20,34.0818
2017-12-21,34.0818
2017-12-22,34.0818
2017-12-23,34.0818
2017-12-24,34.0818
2017-12-25,34.0818
2017-12-26,34.0818
2017-12-27,34.0818
2017-12-28,34.0818
2017-12-29,34.0818
2017-12-30,34.0818
2017-12-31,33.5883
2018-01-01,33.5883
2018-01-02,33.5883
2018-01-03,33.5883
2018-01-04,33.5883
2018-01-05,33.5883
2018-01-06,33.5883
2018-01-07,33.5883
2018-01-08,33.5883
2018-01-09,33.5883
2018-01-10,33.5883
2018-01-11,33.5883
2018-01-12,33.5883
2018-01-13,33.5883
2018-01-14,33.5883
2018-01-15,33.5883
2018-01-16,33.5883
2018-01-17,33.5883
2018-01-18,33.5883
2018-01-19,33.5883
2018-01-20,33.5883
2018-01-21,33.5883
2018-01-22,33.5883
2018-01-23,33.5883
2018-01-24,33.5883
2018-01-25,33.5883
2018-01-26,33.5883
2018-01-27,33.5883
2018-01-28,33.5883
2018-01-29,33.5883
2018-01-30,33.5883
2018-01-31,33.5883
2018-02-01,33.5883
2018-02-02,33.5883
2018-02-03,33.5883
2018-02-04,33.5883
2018-02-05,33.5883
2018-02-06,33.5883
2018-02-07,33.5883
2018-02-08,33.5883
2018-02-09,33.5883
2018-02-10,33.5883
2018-02-11,33.5883
2018-02-12,33.5883
2018-02-13,33.5883
2018-02-14,33.5883
2018-02-15,33.5883
2018-02-16,33.5883
2018-02-17,33.5883
2018-02-18,33.5883
2018-02-19,33.5883
2018-02-20,33.5883
2018-02-21,33.5883
2018-02-22,33.5883
2018-02-23,33.5883
2018-02-24,33.5883
2018-02-25,33.5883
2018-02-26,33.5883
2018-02-27,33.5883
2018-02-28,33.5883
2018-03-01,33.5883
2018-03-02,33.5883
2018-03-03,33.5883
2018-03-04,33.5883
2018-03-05,33.5883
2018-03-06,33.5883
2018-03-07,33.5883
2018-03-08,33.5883
2018-03-09,33.5883
2018-03-10,33.5883
2018-03-11,33.5883
2018-03-12,33.5883
2018-03-13,33.5883
2018-03-14,33.5883
2018-03-15,33.5883
2018-03-16,33.5883
2018-03-17,33.5883
2018-03-18,33.5883
2018-03-19,33.5883
2018-03-20,33.5883
2018-03-21,33.5883
2018-03-22,33.5883
2018-03-23,33.5883
2018-03-24,33.5883
2018-03-25,33.5883
2018-03-26,33.5883
2018-03-27,33.5883
2018-03-28,33.5883
2018-03-29,33.5883
2018-03-30,33.5883
2018-03-31,33.5883
2018-04-01,33.5883
2018-04-02,33.5883
2018-04-03,33.5883
2018-04-04,33.5883
2018-04-05,33.5883
2018-04-06,33.5883
2018-04-07,33.5883
2018-04-08,33.5883
2018-04-09,33.5883
2018-04-10,33.5883
2018-04-11,33.5883
2018-04-12,33.5883
2018-04-13,33.5883
2018-04-14,33.5883
2018-04-15,33.5883
2018-04-16,33.5883
2018-04-17,33.5883
2018-04-18,33.5883
2018-04-19,33.5883
2018-04-20,33.5883
2018-04-21,33.5883
2018-04-22,33.5883
2018-04-23,33.5883
2018-04-24,33.5883
2018-04-25,33.5883
2018-04-26,33.5883
2018-04-27,33.5883
2018-04-28,33.5883
2018-04-29,33.5883
2018-04-30,33.5883
2018-05-01,33.5883
2018-05-02,33.5883
2018-05-03,33.5883
2018-05-04,33.5883
2018-05-05,33.5883
2018-05-06,33.5883
2018-05-07,33.5883
2018-05-08,33.5883
2018-05-09,33.5883
2018-05-10,33.5883
2018-05-11,33.5883
2018-05-12,33.5883
2018-05-13,33.5883
2018-05-14,33.5883
2018-05-15,33.5883
2018-05-16,33.5883
2018-05-17,33.5883
2018-05-18,33.5883
2018-05-19,33.5883
2018-05-20,33.5883
2018-05-21,33.5883
2018-05-22,33.5883
2018-05-23,33.5883
2018-05-24,33.5883
2018-05-25,33.5883
2018-05-26,33.5883
2018-05-27,33.5883
2018-05-28,33.5883
2018-05-29,33.5883
2018-05-30,33.5883
2018-05-31,33.5883
2018-06-01,33.5883
2018-06-02,33.5883
2018-06-03,33.5883
2018-06-04,33.5883
2018-06-05,33.5883
2018-06-06,33.5883
2018-06-07,33.5883
2018-06-08,33.5883
2018-06-09,33.5883
2018-06-10,33.5883
2018-06-11,33.5883
2018-06-12,33.5883
2018-06-13,33.5883
2018-06-14,33.5883
2018-06-15,33.5883
2018-06-16,33.5883
2018-06-17,33.5883
2018-06-18,33.5883
2018-06-19,33.5883
2018-06-20,33.5883
2018-06-21,33.5883
2018-06-22,33.5883
2018-06-23,33.5883
2018-06-24,33.5883
2018-06-25,33.5883
2018-06-26,33.5883
2018-06-27,33.5883
2018-06-28,33.5883
2018-06-29,33.5883
2018-06-30,53.5734
2018-07-01,53.5734
2018-07-02,53.5734
2018-07-03,53.5734
2018-07-04,53.5734
2018-07-05,53.5734
2018-07-06,53.5734
2018-07-07,53.5734
2018-07-08,53.5734
2018-07-09,53.5734
2018-07-10,53.5734
2018-07-11,53.5734
2018-07-12,53.5734
2018-07-13,53.5734
2018-07-14,53.5734
2018-07-15,53.5734
2018-07-16,53.5734
2018-07-17,53.5734
2018-07-18,53.5734
2018-07-19,53.5734
2018-07-20,53.5734
2018-07-21,53.5734
2018-07-22,53.5734
2018-07-23,53.5734
2018-07-24,53.5734
2018-07-25,53.5734
2018-07-26,53.5734
2018-07-27,53.5734
2018-07-28,53.5734
2018-07-29,53.5734
2018-07-30,53.5734
2018-07-31,53.5734
2018-08-01,53.5734
2018-08-02,53.5734
2018-08-03,53.5734
2018-08-04,53.5734
2018-08-05,53.5734
2018-08-06,53.5734
2018-08-07,53.5734
2018-08-08,53.5734
2018-08-09,53.5734
2018-08-10,53.5734
2018-08-11,53.5734
2018-08-12,53.5734
2018-08-13,53.5734
2018-08-14,53.5734
2018-08-15,53.5734
2018-08-16,53.5734
2018-08-17,53.5734
2018-08-18,53.5734
2018-08-19,53.5734
2018-08-20,53.5734
2018-08-21,53.5734
2018-08-22,53.5734
2018-08-23,53.5734
2018-08-24,53.5734
2018-08-25,53.5734
2018-08-26,53.5734
2018-08-27,53.5734
2018-08-28,53.5734
2018-08-29,53.5734
2018-08-30,53.5734
2018-08-31,53.5734
2018-09-01,53.5734
2018-09-02,53.5734
2018-09-03,53.5734
2018-09-04,53.5734
2018-09-05,53.5734
2018-09-06,53.5734
2018-09-07,53.5734
2018-09-08,53.5734
2018-09-09,53.5734
2018-09-10,53.5734
2018-09-11,53.5734
2018-09-12,53.5734
2018-09-13,53.5734
2018-09-14,53.5734
2018-09-15,53.5734
2018-09-16,53.5734
2018-09-17,53.5734
2018-09-18,53.5734
2018-09-19,53.5734
2018-09-20,53.5734
2018-09-21,53.5734
2018-09-22,53.5734
2018-09-23,53.5734
2018-09-24,53.5734
2018-09-25,53.5734
2018-09-26,53.5734
2018-09-27,53.5734
2018-09-28,53.5734
2018-09-29,53.5734
2018-09-30,53.5734
2018-10-01,53.5734
2018-10-02,53.5734
2018-10-03,53.5734
2018-10-04,53.5734
2018-10-05,53.5734
2018-10-06,53.5734
2018-10-07,53.5734
2018-10-08,53.5734
2018-10-09,53.5734
2018-10-10,53.5734
2018-10-11,53.5734
2018-10-12,53.5734
2018-10-13,53.5734
2018-10-14,53.5734
2018-10-15,53.5734
2018-10-16,53.5734
2018-10-17,53.5734
2018-10-18,53.5734
2018-10-19,53.5734
2018-10-20,53.5734
2018-10-21,53.5734
2018-10-22,53.5734
2018-10-23,53.5734
2018-10-24,53.5734
2018-10-25,53.5734
2018-10-26,53.5734
2018-10-27,53.5734
2018-10-28,53.5734
2018-10-29,53.5734
2018-10-30,53.5734
2018-10-31,53.5734
2018-11-01,53.5734
2018-11-02,53.5734
2018-11-03,53.5734
2018-11-04,53.5734
2018-11-05,53.5734
2018-11-06,53.5734
2018-11-07,53.5734
2018-11-08,53.5734
2018-11-09,53.5734
2018-11-10,53.5734
2018-11-11,53.5734
2018-11-12,53.5734
2018-11-13,53.5734
2018-11-14,53.5734
2018-11-15,53.5734
2018-11-16,53.5734
2018-11-17,53.5734
2018-11-18,53.5734
2018-11-19,53.5734
2018-11-20,53.5734
2018-11-21,53.5734
2018-11-22,53.5734
2018-11-23,53.5734
2018-11-24,53.5734
2018-11-25,53.5734
2018-11-26,53.5734
2018-11-27,53.5734
2018-11-28,53.5734
2018-11-29,53.5734
2018-11-30,53.5734
2018-12-01,53.5734
2018-12-02,53.5734
2018-12-03,53.5734
2018-12-04,53.5734
2018-12-05,53.5734
2018-12-06,53.5734
2018-12-07,53.5734
2018-12-08,53.5734
2018-12-09,53.5734
2018-12-10,53.5734
2018-12-11,53.5734
2018-12-12,53.5734
2018-12-13,53.5734
2018-12-14,53.5734
2018-12-15,53.5734
2018-12-16,53.5734
2018-12-17,53.5734
2018-12-18,53.5734
2018-12-19,53.5734
2018-12-20,53.5734
2018-12-21,53.5734
2018-12-22,53.5734
2018-12-23,53.5734
2018-12-24,53.5734
2018-12-25,53.5734
2018-12-26,53.5734
2018-12-27,53.5734
2018-12-28,53.5734
2018-12-29,53.5734
2018-12-30,53.5734
2018-12-31,41.9135
2019-01-01,41.9135
2019-01-02,41.9135
2019-01-03,41.9135
2019-01-04,41.9135
2019-01-05,41.9135
2019-01-06,41.9135
2019-01-07,41.9135
2019-01-08,41.9135
2019-01-09,41.9135
2019-01-10,41.9135
2019-01-11,41.9135
2019-01-12,41.9135
2019-01-13,41.9135
2019-01-14,41.9135
2019-01-15,41.9135
2019-01-16,41.9135
2019-01-17,41.9135
2019-01-18,41.9135
2019-01-19,41.9135
2019-01-20,41.9135
2019-01-21,41.9135
2019-01-22,41.9135
2019-01-23,41.9135
2019-01-24,41.9135
2019-01-25,41.9135
2019-01-26,41.9135
2019-01-27,41.9135
2019-01-28,41.9135
2019-01-29,41.9135
2019-01-30,41.9135
2019-01-31,41.9135
2019-02-01,41.9135
2019-02-02,41.9135
2019-02-03,41.9135
2019-02-04,41.9135
2019-02-05,41.9135
2019-02-06,41.9135
2019-02-07,41.9135
2019-02-08,41.9135
2019-02-09,41.9135
2019-02-10,41.9135
2019-02-11,41.9135
2019-02-12,41.9135
2019-02-13,41.9135
2019-02-14,41.9135
2019-02-15,41.9135
2019-02-16,41.9135
2019-02-17,41.9135
2019-02-18,41.9135
2019-02-19,41.9135
2019-02-20,41.9135
2019-02-21,41.9135
2019-02-22,41.9135
2019-02-23,41.9135
2019-02-24,41.9135
2019-02-25,41.9135
2019-02-26,41.9135
2019-02-27,41.9135
2019-02-28,41.9135
2019-03-01,41.9135
2019-03-02,41.9135
2019-03-03,41.9135
2019-03-04,41.9135
2019-03-05,41.9135
2019-03-06,41.9135
2019-03-07,41.9135
2019-03-08,41.9135
2019-03-09,41.9135
2019-03-10,41.9135
2019-03-11,41.9135
2019-03-12,41.9135
2019-03-13,41.9135
2019-03-14,41.9135
2019-03-15,41.9135
2019-03-16,41.9135
2019-03-17,41.9135
2019-03-18,41.9135
2019-03-19,41.9135
2019-03-20,41.9135
2019-03-21,41.9135
2019-03-22,41.9135
2019-03-23,41.9135
2019-03-24,41.9135
2019-03-25,41.9135
2019-03-26,41.9135
2019-03-27,41.9135
2019-03-28,41.9135
2019-03-29,41.9135
2019-03-30,41.9135
2019-03-31,41.9135
2019-04-01,41.9135
2019-04-02,41.9135
2019-04-03,41.9135
2019-04-04,41.9135
2019-04-05,41.9135
2019-04-06,41.9135
2019-04-07,41.9135
2019-04-08,41.9135
2019-04-09,41.9135
2019-04-10,41.9135
2019-04-11,41.9135
2019-04-12,41.9135
2019-04-13,41.9135
2019-04-14,41.9135
2019-04-15,41.9135
2019-04-16,41.9135
2019-04-17,41.9135
2019-04-18,41.9135
2019-04-19,41.9135
2019-04-20,41.9135
2019-04-21,41.9135
2019-04-22,41.9135
2019-04-23,41.9135
2019-04-24,41.9135
2019-04-25,41.9135
2019-04-26,41.9135
2019-04-27,41.9135
2019-04-28,41.9135
2019-04-29,41.9135
2019-04-30,41.9135
2019-05-01,41.9135
2019-05-02,41.9135
2019-05-03,41.9135
2019-05-04,41.9135
2019-05-05,41.9135
2019-05-06,41.9135
2019-05-07,41.9135
2019-05-08,41.9135
2019-05-09,41.9135
2019-05-10,41.9135
2019-05-11,41.9135
2019-05-12,41.9135
2019-05-13,41.9135
2019-05-14,41.9135
2019-05-15,41.9135
2019-05-16,41.9135
2019-05-17,41.9135
2019-05-18,41.9135
2019-05-19,41.9135
2019-05-20,41.9135
2019-05-21,41.9135
2019-05-22,41.9135
2019-05-23,41.9135
2019-05-24,41.9135
2019-05-25,41.9135
2019-05-26,41.9135
2019-05-27,41.9135
2019-05-28,41.9135
2019-05-29,41.9135
2019-05-30,41.9135
2019-05-31,41.9135
2019-06-01,41.9135
2019-06-02,41.9135
2019-06-03,41.9135
2019-06-04,41.9135
2019-06-05,41.9135
2019-06-06,41.9135
2019-06-07,41.9135
2019-06-08,41.9135
2019-06-09,41.9135
2019-06-10,41.9135
2019-06-11,41.9135
2019-06-12,41.9135
2019-06-13,41.9135
2019-06-14,41.9135
2019-06-15,41.9135
2019-06-16,41.9135
2019-06-17,41.9135
2019-06-18,41.9135
2019-06-19,41.9135
2019-06-20,41.9135
2019-06-21,41.9135
2019-06-22,41.9135
2019-06-23,41.9135
2019-06-24,41.9135
2019-06-25,41.9135
2019-06-26,41.9135
2019-06-27,41.9135
2019-06-28,41.9135
2019-06-29,41.9135
2019-06-30,56.4324
2019-07-01,56.4324
2019-07-02,56.4324
2019-07-03,56.4324
2019-07-04,56.4324
2019-07-05,56.4324
2019-07-06,56.4324
2019-07-07,56.4324
2019-07-08,56.4324
2019-07-09,56.4324
2019-07-10,56.4324
2019-07-11,56.4324
2019-07-12,56.4324
2019-07-13,56.4324
2019-07-14,56.4324
2019-07-15,56.4324
2019-07-16,56.4324
2019-07-17,56.4324
2019-07-18,56.4324
2019-07-19,56.4324
2019-07-20,56.4324
2019-07-21,56.4324
2019-07-22,56.4324
2019-07-23,56.4324
2019-07-24,56.4324
2019-07-25,56.4324
2019-07-26,56.4324
2019-07-27,56.4324
2019-07-28,56.4324
2019-07-29,56.4324
2019-07-30,56.4324
2019-07-31,56.4324
2019-08-01,56.4324
2019-08-02,56.4324
2019-08-03,56.4324
2019-08-04,56.4324
2019-08-05,56.4324
2019-08-06,56.4324
2019-08-07,56.4324
2019-08-08,56.4324
2019-08-09,56.4324
2019-08-10,56.4324
2019-08-11,56.4324
2019-08-12,56.4324
2019-08-13,56.4324
2019-08-14,56.4324
2019-08-15,56.4324
2019-08-16,56.4324
2019-08-17,56.4324
2019-08-18,56.4324
2019-08-19,56.4324
2019-08-20,56.4324
2019-08-21,56.4324
2019-08-22,56.4324
2019-08-23,56.4324
2019-08-24,56.4324
2019-08-25,56.4324
