,RAY Index,RAY Index,RAY Index,RAY Index,RAY Index
1990-01-02,197.28,200.33,196.57,200.241,
1990-01-03,200.33,200.87,199.68,200.116,
1990-01-04,200.11,200.11,197.3,198.646,
1990-01-05,198.56,198.56,196.5,196.85,
1990-01-06,198.56,198.56,196.5,196.85,
1990-01-07,198.56,198.56,196.5,196.85,
1990-01-08,196.9,197.65,196.12,197.525,
1990-01-09,197.5,197.66,195.5,195.549,
1990-01-10,195.5,195.51,192.78,194.112,
1990-01-11,194.03,195.32,194.03,194.645,
1990-01-12,194.5,194.5,189.78,190.094,
1990-01-13,194.5,194.5,189.78,190.094,
1990-01-14,194.5,194.5,189.78,190.094,
1990-01-15,189.95,189.95,188.04,188.314,
1990-01-16,188.24,190.06,186.33,190.154,
1990-01-17,190.05,190.85,188.16,188.679,
1990-01-18,188.56,188.73,186.87,188.837,
1990-01-19,188.71,189.88,188.71,189.479,
1990-01-20,188.71,189.88,188.71,189.479,
1990-01-21,188.71,189.88,188.71,189.479,
1990-01-22,189.35,189.66,184.86,185.048,
1990-01-23,184.9,185.82,183.81,185.043,
1990-01-24,185.12,185.12,181.04,184.324,
1990-01-25,184.1,185.08,181.97,182.332,
1990-01-26,182.2,183.22,179.71,181.782,
1990-01-27,182.2,183.22,179.71,181.782,
1990-01-28,182.2,183.22,179.71,181.782,
1990-01-29,181.64,182.33,179.55,181.232,
1990-01-30,181.02,181.16,178.15,179.615,
1990-01-31,179.42,182.51,179.42,182.696,
1990-02-01,182.51,182.93,181.97,182.838,
1990-02-02,182.61,184.55,182.3,184.21,
1990-02-03,182.61,184.55,182.3,184.21,
1990-02-04,182.61,184.55,182.3,184.21,
1990-02-05,184.01,184.71,183.85,184.819,
1990-02-06,184.24,184.25,182.87,183.752,
1990-02-07,183.58,185.57,182.16,185.761,
1990-02-08,185.57,186.87,184.95,185.603,
1990-02-09,185.38,186.23,185.22,185.995,
1990-02-10,185.38,186.23,185.22,185.995,
1990-02-11,185.38,186.23,185.22,185.995,
1990-02-12,185.81,185.81,184.06,184.264,
1990-02-13,184.07,184.58,182.98,184.536,
1990-02-14,184.35,185.4,184.18,184.983,
1990-02-15,184.8,186.41,184.67,186.529,
1990-02-16,186.33,186.72,185.28,185.581,
1990-02-17,186.33,186.72,185.28,185.581,
1990-02-18,186.33,186.72,185.28,185.581,
1990-02-19,186.33,186.72,185.28,185.581,
1990-02-20,185.37,185.37,182.07,183.088,
1990-02-21,182.89,182.89,181.03,182.773,
1990-02-22,182.53,184.22,181.84,182.059,
1990-02-23,181.84,181.84,179.98,181.063,
1990-02-24,181.84,181.84,179.98,181.063,
1990-02-25,181.84,181.84,179.98,181.063,
1990-02-26,180.9,182.85,180.88,183.001,
1990-02-27,182.85,184.53,182.83,184.019,
1990-02-28,183.82,185.41,183.77,185.026,
1990-03-01,184.85,186.06,184.46,185.565,
1990-03-02,185.34,186.95,185.34,187.149,
1990-03-03,185.34,186.95,185.34,187.149,
1990-03-04,185.34,186.95,185.34,187.149,
1990-03-05,186.95,187.33,186.0,186.452,
1990-03-06,186.15,188.11,186.02,188.45,
1990-03-07,188.1,188.61,187.46,188.058,
1990-03-08,187.75,189.54,187.75,189.719,
1990-03-09,189.43,189.44,187.88,188.695,
1990-03-10,189.43,189.44,187.88,188.695,
1990-03-11,189.43,189.44,187.88,188.695,
1990-03-12,188.41,188.89,187.61,189.033,
1990-03-13,188.76,188.79,187.25,187.764,
1990-03-14,187.5,188.22,187.01,188.222,
1990-03-15,187.92,188.84,187.92,188.733,
1990-03-16,188.47,190.3,188.47,190.519,
1990-03-17,188.47,190.3,188.47,190.519,
1990-03-18,188.47,190.3,188.47,190.519,
1990-03-19,190.3,191.15,188.89,191.346,
1990-03-20,191.07,191.49,189.81,190.29,
1990-03-21,190.1,190.43,189.22,189.544,
1990-03-22,189.28,189.28,186.11,187.269,
1990-03-23,187.07,188.05,187.07,188.178,
1990-03-24,187.07,188.05,187.07,188.178,
1990-03-25,187.07,188.05,187.07,188.178,
1990-03-26,187.91,189.14,187.91,188.461,
1990-03-27,188.16,189.93,187.82,190.061,
1990-03-28,189.93,190.28,189.41,190.301,
1990-03-29,190.05,190.06,188.95,189.675,
1990-03-30,189.41,189.69,188.15,189.359,
1990-03-31,189.41,189.69,188.15,189.359,
1990-04-01,189.41,189.69,188.15,189.359,
1990-04-02,189.14,189.14,187.25,188.641,
1990-04-03,188.39,190.87,188.39,191.107,
1990-04-04,190.85,191.14,189.35,189.855,
1990-04-05,189.63,190.36,189.32,189.626,
1990-04-06,189.35,189.8,188.49,189.131,
1990-04-07,189.35,189.8,188.49,189.131,
1990-04-08,189.35,189.8,188.49,189.131,
1990-04-09,188.86,189.69,188.8,189.631,
1990-04-10,189.41,189.95,189.08,190.018,
1990-04-11,189.82,190.29,189.58,190.083,
1990-04-12,189.89,191.31,189.89,191.444,
1990-04-13,189.89,191.31,189.89,191.444,
1990-04-14,189.89,191.31,189.89,191.444,
1990-04-15,189.89,191.31,189.89,191.444,
1990-04-16,191.18,192.62,191.14,191.656,
1990-04-17,191.4,191.52,190.11,191.575,
1990-04-18,191.31,191.59,189.05,189.55,
1990-04-19,189.29,189.29,187.68,188.151,
1990-04-20,187.89,188.09,185.58,186.534,
1990-04-21,187.89,188.09,185.58,186.534,
1990-04-22,187.89,188.09,185.58,186.534,
1990-04-23,186.34,186.34,183.63,184.417,
1990-04-24,184.11,185.06,183.44,183.987,
1990-04-25,183.69,184.84,183.69,184.841,
1990-04-26,184.53,185.27,183.91,185.157,
1990-04-27,184.87,185.15,182.82,183.143,
1990-04-28,184.87,185.15,182.82,183.143,
1990-04-29,184.87,185.15,182.82,183.143,
1990-04-30,182.94,183.91,182.28,183.981,
1990-05-01,183.76,184.79,183.76,184.776,
1990-05-02,184.54,185.61,184.49,185.859,
1990-05-03,185.61,186.94,185.61,186.469,
1990-05-04,186.22,187.65,186.09,187.873,
1990-05-05,186.22,187.65,186.09,187.873,
1990-05-06,186.22,187.65,186.09,187.873,
1990-05-07,187.63,188.99,187.56,188.918,
1990-05-08,188.72,189.43,188.57,189.653,
1990-05-09,189.42,189.86,188.89,189.909,
1990-05-10,189.76,190.88,189.76,190.666,
1990-05-11,190.4,194.52,190.39,194.612,
1990-05-12,190.4,194.52,190.39,194.612,
1990-05-13,190.4,194.52,190.39,194.612,
1990-05-14,194.45,197.58,194.45,196.147,
1990-05-15,195.96,196.07,195.06,196.044,
1990-05-16,195.77,195.9,194.56,195.853,
1990-05-17,195.63,197.0,195.63,196.273,
1990-05-18,196.0,196.19,195.15,196.441,
1990-05-19,196.0,196.19,195.15,196.441,
1990-05-20,196.0,196.19,195.15,196.441,
1990-05-21,196.19,198.39,195.85,198.319,
1990-05-22,198.04,199.4,197.3,198.662,
1990-05-23,198.39,198.94,197.78,199.158,
1990-05-24,198.94,199.12,198.35,199.011,
1990-05-25,198.71,198.71,196.72,197.062,
1990-05-26,198.71,198.71,196.72,197.062,
1990-05-27,198.71,198.71,196.72,197.062,
1990-05-28,198.71,198.71,196.72,197.062,
1990-05-29,196.82,199.63,196.82,199.811,
1990-05-30,199.63,200.39,199.34,199.844,
1990-05-31,199.74,200.22,199.44,200.132,
1990-06-01,199.84,201.02,199.84,201.237,
1990-06-02,199.84,201.02,199.84,201.237,
1990-06-03,199.84,201.02,199.84,201.237,
1990-06-04,201.02,203.43,200.72,203.561,
1990-06-05,203.27,203.96,202.51,203.246,
1990-06-06,203.01,203.01,201.99,202.533,
1990-06-07,202.26,202.75,200.67,201.64,
1990-06-08,201.34,201.46,198.68,199.435,
1990-06-09,201.34,201.46,198.68,199.435,
1990-06-10,201.34,201.46,198.68,199.435,
1990-06-11,199.14,200.53,198.61,200.791,
1990-06-12,200.53,203.22,200.34,203.082,
1990-06-13,202.86,203.33,202.14,202.609,
1990-06-14,202.47,202.47,200.74,201.537,
1990-06-15,201.31,201.35,200.3,201.406,
1990-06-16,201.31,201.35,200.3,201.406,
1990-06-17,201.31,201.35,200.3,201.406,
1990-06-18,201.2,201.2,198.14,198.428,
1990-06-19,198.14,198.97,197.65,199.076,
1990-06-20,198.77,199.46,198.04,199.245,
1990-06-21,198.95,199.75,198.22,199.865,
1990-06-22,199.61,200.91,197.4,197.693,
1990-06-23,199.61,200.91,197.4,197.693,
1990-06-24,199.61,200.91,197.4,197.693,
1990-06-25,197.4,197.8,195.52,195.908,
1990-06-26,195.68,197.44,195.37,195.685,
1990-06-27,195.47,197.14,195.02,197.051,
1990-06-28,196.86,198.19,196.86,198.385,
1990-06-29,198.19,198.92,198.08,198.695,
1990-06-30,198.19,198.92,198.08,198.695,
1990-07-01,198.19,198.92,198.08,198.695,
1990-07-02,198.52,199.18,198.24,199.446,
1990-07-03,199.17,199.64,199.11,199.675,
1990-07-04,199.17,199.64,199.11,199.675,
1990-07-05,199.47,199.47,196.96,197.563,
1990-07-06,197.33,198.85,196.8,198.891,
1990-07-07,197.33,198.85,196.8,198.891,
1990-07-08,197.33,198.85,196.8,198.891,
1990-07-09,198.65,199.41,198.47,199.337,
1990-07-10,199.14,199.23,197.66,197.96,
1990-07-11,197.66,199.96,197.64,200.148,
1990-07-12,199.96,202.12,199.73,202.304,
1990-07-13,202.11,204.16,202.11,203.17,
1990-07-14,202.11,204.16,202.11,203.17,
1990-07-15,202.11,204.16,202.11,203.17,
1990-07-16,203.07,204.24,203.07,203.953,
1990-07-17,203.85,204.08,201.81,203.18,
1990-07-18,202.97,202.97,200.52,201.341,
1990-07-19,201.2,201.52,199.57,201.673,
1990-07-20,201.51,202.15,199.64,199.882,
1990-07-21,201.51,202.15,199.64,199.882,
1990-07-22,201.51,202.15,199.64,199.882,
1990-07-23,199.66,199.66,193.75,196.229,
1990-07-24,196.06,196.41,194.06,196.371,
1990-07-25,196.2,197.06,195.81,197.046,
1990-07-26,196.91,197.16,195.54,196.577,
1990-07-27,196.44,196.44,194.61,195.255,
1990-07-28,196.44,196.44,194.61,195.255,
1990-07-29,196.44,196.44,194.61,195.255,
1990-07-30,195.12,195.8,193.7,195.924,
1990-07-31,195.8,196.69,194.99,196.109,
1990-08-01,196.01,196.53,194.87,195.755,
1990-08-02,195.66,195.66,192.58,193.366,
1990-08-03,193.3,193.3,185.99,189.882,
1990-08-04,193.3,193.3,185.99,189.882,
1990-08-05,193.3,193.3,185.99,189.882,
1990-08-06,189.51,189.51,182.97,183.595,
1990-08-07,183.48,185.64,182.66,183.894,
1990-08-08,183.77,186.11,183.75,185.973,
1990-08-09,185.84,187.15,185.6,187.1,
1990-08-10,186.91,186.91,183.98,184.787,
1990-08-11,186.91,186.91,183.98,184.787,
1990-08-12,186.91,186.91,183.98,184.787,
1990-08-13,184.62,184.65,182.91,186.186,
1990-08-14,186.02,187.14,182.91,186.556,
1990-08-15,186.47,187.8,186.47,187.062,
1990-08-16,186.93,186.93,182.81,182.93,
1990-08-17,182.82,182.82,178.36,180.181,
1990-08-18,182.82,182.82,178.36,180.181,
1990-08-19,182.82,182.82,178.36,180.181,
1990-08-20,180.0,180.77,179.53,180.122,
1990-08-21,180.01,180.01,174.75,176.507,
1990-08-22,176.38,177.57,173.54,173.666,
1990-08-23,173.54,173.54,167.88,168.168,
1990-08-24,168.04,170.53,167.9,170.655,
1990-08-25,168.04,170.53,167.9,170.655,
1990-08-26,168.04,170.53,167.9,170.655,
1990-08-27,170.52,176.84,170.52,176.17,
1990-08-28,176.09,176.55,175.56,176.273,
1990-08-29,176.16,178.36,175.92,177.667,
1990-08-30,177.6,177.8,174.7,175.19,
1990-08-31,175.06,176.82,174.1,176.915,
1990-09-01,175.06,176.82,174.1,176.915,
1990-09-02,175.06,176.82,174.1,176.915,
1990-09-03,175.06,176.82,174.1,176.915,
1990-09-04,176.82,177.02,175.11,177.106,
1990-09-05,177.02,177.84,176.21,177.852,
1990-09-06,177.76,177.76,175.27,175.957,
1990-09-07,175.83,177.57,175.45,177.476,
1990-09-08,175.83,177.57,175.45,177.476,
1990-09-09,175.83,177.57,175.45,177.476,
1990-09-10,177.35,178.98,176.28,176.779,
1990-09-11,176.71,176.93,175.62,176.485,
1990-09-12,176.33,177.02,175.63,177.079,
1990-09-13,177.02,177.02,174.77,175.086,
1990-09-14,174.98,174.98,172.99,174.014,
1990-09-15,174.98,174.98,172.99,174.014,
1990-09-16,174.98,174.98,172.99,174.014,
1990-09-17,173.94,174.38,173.09,174.384,
1990-09-18,174.31,174.66,172.59,174.629,
1990-09-19,174.56,174.91,173.52,173.671,
1990-09-20,173.65,173.65,170.5,170.895,
1990-09-21,170.83,171.13,169.1,170.623,
1990-09-22,170.83,171.13,169.1,170.623,
1990-09-23,170.83,171.13,169.1,170.623,
1990-09-24,170.57,170.57,166.3,166.85,
1990-09-25,166.79,168.62,166.61,168.685,
1990-09-26,168.62,168.62,166.05,166.921,
1990-09-27,166.87,168.05,163.64,164.493,
1990-09-28,164.46,167.11,161.89,167.106,
1990-09-29,164.46,167.11,161.89,167.106,
1990-09-30,164.46,167.11,161.89,167.106,
1990-10-01,167.6,171.79,167.11,171.891,
1990-10-02,171.79,174.36,171.79,172.218,
1990-10-03,172.13,172.44,169.83,170.176,
1990-10-04,170.07,170.83,168.6,170.612,
1990-10-05,170.56,171.34,167.19,169.909,
1990-10-06,170.56,171.34,167.19,169.909,
1990-10-07,170.56,171.34,167.19,169.909,
1990-10-08,169.84,171.58,169.84,170.922,
1990-10-09,170.84,170.84,166.44,166.534,
1990-10-10,166.44,166.78,163.44,163.949,
1990-10-11,163.88,164.36,160.66,161.222,
1990-10-12,161.1,163.86,160.97,163.448,
1990-10-13,161.1,163.86,160.97,163.448,
1990-10-14,161.1,163.86,160.97,163.448,
1990-10-15,163.4,165.61,161.86,165.097,
1990-10-16,165.01,165.48,162.41,162.8,
1990-10-17,162.75,163.98,162.2,162.811,
1990-10-18,162.74,166.4,162.74,166.464,
1990-10-19,166.4,169.69,166.4,169.567,
1990-10-20,166.4,169.69,166.4,169.567,
1990-10-21,166.4,169.69,166.4,169.567,
1990-10-22,169.68,171.39,168.79,170.9,
1990-10-23,170.85,171.04,169.71,169.948,
1990-10-24,169.82,170.27,169.01,169.98,
1990-10-25,169.89,170.42,168.48,168.837,
1990-10-26,168.74,168.74,165.87,165.968,
1990-10-27,168.74,168.74,165.87,165.968,
1990-10-28,168.74,168.74,165.87,165.968,
1990-10-29,165.87,167.1,163.81,164.39,
1990-10-30,164.33,165.29,163.02,165.293,
1990-10-31,165.21,166.07,164.52,165.353,
1990-11-01,165.29,166.82,164.2,166.779,
1990-11-02,166.75,169.36,166.72,169.409,
1990-11-03,166.75,169.36,166.72,169.409,
1990-11-04,166.75,169.36,166.72,169.409,
1990-11-05,169.35,170.84,169.3,170.878,
1990-11-06,170.83,171.01,169.49,169.637,
1990-11-07,169.61,169.61,166.66,166.888,
1990-11-08,166.8,168.53,166.48,167.629,
1990-11-09,167.53,170.64,167.53,170.721,
1990-11-10,167.53,170.64,167.53,170.721,
1990-11-11,167.53,170.64,167.53,170.721,
1990-11-12,170.64,174.03,170.64,174.052,
1990-11-13,173.95,174.02,172.96,173.415,
1990-11-14,173.28,175.31,173.07,174.879,
1990-11-15,174.81,174.81,172.79,173.328,
1990-11-16,173.21,173.95,172.17,173.208,
1990-11-17,173.21,173.95,172.17,173.208,
1990-11-18,173.21,173.95,172.17,173.208,
1990-11-19,173.22,174.29,173.22,174.275,
1990-11-20,174.25,174.25,172.24,172.386,
1990-11-21,172.24,172.48,170.76,172.566,
1990-11-22,172.24,172.48,170.76,172.566,
1990-11-23,172.47,172.98,172.01,172.125,
1990-11-24,172.47,172.98,172.01,172.125,
1990-11-25,172.47,172.98,172.01,172.125,
1990-11-26,172.04,172.66,170.21,172.658,
1990-11-27,172.66,173.83,172.36,173.753,
1990-11-28,173.66,174.76,173.53,173.829,
1990-11-29,173.79,173.79,172.4,173.132,
1990-11-30,173.08,176.17,172.52,175.957,
1990-12-01,173.08,176.17,172.52,175.957,
1990-12-02,173.08,176.17,172.52,175.957,
1990-12-03,175.97,177.48,175.97,177.155,
1990-12-04,177.11,178.44,176.27,178.478,
1990-12-05,178.35,180.55,178.09,180.617,
1990-12-06,180.55,182.83,179.78,180.209,
1990-12-07,180.12,180.17,178.68,179.506,
1990-12-08,180.12,180.17,178.68,179.506,
1990-12-09,180.12,180.17,178.68,179.506,
1990-12-10,179.43,179.97,178.66,179.964,
1990-12-11,179.97,179.97,178.39,178.864,
1990-12-12,178.78,180.58,178.77,180.579,
1990-12-13,180.58,180.84,180.0,180.394,
1990-12-14,180.34,180.34,178.11,178.973,
1990-12-15,180.34,180.34,178.11,178.973,
1990-12-16,180.34,180.34,178.11,178.973,
1990-12-17,178.89,178.89,177.6,178.385,
1990-12-18,178.33,180.53,178.22,180.568,
1990-12-19,180.48,180.94,180.25,180.688,
1990-12-20,180.72,181.09,179.12,180.867,
1990-12-21,180.81,181.83,180.81,181.515,
1990-12-22,180.81,181.83,180.81,181.515,
1990-12-23,180.81,181.83,180.81,181.515,
1990-12-24,181.49,181.49,180.3,180.682,
1990-12-25,181.49,181.49,180.3,180.682,
1990-12-26,180.59,181.46,180.59,181.189,
1990-12-27,181.11,181.22,179.93,180.083,
1990-12-28,179.97,180.06,179.34,180.062,
1990-12-29,179.97,180.06,179.34,180.062,
1990-12-30,179.97,180.06,179.34,180.062,
1990-12-31,180.06,180.86,179.38,180.818,
1991-01-01,180.06,180.86,179.38,180.818,
1991-01-02,180.86,180.97,178.98,178.995,
1991-01-03,178.98,179.0,176.63,176.719,
1991-01-04,176.64,176.8,175.21,176.327,
1991-01-05,176.64,176.8,175.21,176.327,
1991-01-06,176.64,176.8,175.21,176.327,
1991-01-07,176.26,176.26,173.2,173.252,
1991-01-08,173.2,173.69,172.36,172.833,
1991-01-09,172.78,175.8,170.97,171.221,
1991-01-10,171.17,172.78,171.17,172.865,
1991-01-11,172.76,173.13,172.37,173.061,
1991-01-12,172.76,173.13,172.37,173.061,
1991-01-13,172.76,173.13,172.37,173.061,
1991-01-14,173.13,173.13,169.82,171.363,
1991-01-15,171.39,171.99,171.07,171.983,
1991-01-16,171.99,173.91,171.72,173.671,
1991-01-17,173.62,179.78,173.62,179.773,
1991-01-18,179.77,181.64,179.26,181.499,
1991-01-19,179.77,181.64,179.26,181.499,
1991-01-20,179.77,181.64,179.26,181.499,
1991-01-21,181.63,181.63,179.99,181.379,
1991-01-22,181.31,181.43,179.86,180.154,
1991-01-23,180.1,181.51,179.94,181.232,
1991-01-24,181.21,184.16,181.21,183.867,
1991-01-25,183.8,185.02,183.7,184.602,
1991-01-26,183.8,185.02,183.7,184.602,
1991-01-27,183.8,185.02,183.7,184.602,
1991-01-28,184.61,185.37,184.49,184.798,
1991-01-29,184.79,184.91,183.96,184.934,
1991-01-30,184.9,187.75,184.84,187.737,
1991-01-31,187.74,189.48,187.57,189.539,
1991-02-01,189.48,190.28,188.0,189.381,
1991-02-02,189.48,190.28,188.0,189.381,
1991-02-03,189.48,190.28,188.0,189.381,
1991-02-04,189.38,192.63,189.35,192.326,
1991-02-05,192.43,194.47,192.08,194.242,
1991-02-06,194.29,197.72,193.43,197.715,
1991-02-07,197.72,200.26,196.33,196.817,
1991-02-08,196.79,198.14,196.48,198.118,
1991-02-09,196.79,198.14,196.48,198.118,
1991-02-10,196.79,198.14,196.48,198.118,
1991-02-11,198.13,202.93,198.13,202.881,
1991-02-12,202.92,203.9,201.53,201.596,
1991-02-13,201.53,203.51,201.12,203.442,
1991-02-14,203.37,204.07,200.38,201.047,
1991-02-15,201.03,203.68,201.03,203.447,
1991-02-16,201.03,203.68,201.03,203.447,
1991-02-17,201.03,203.68,201.03,203.447,
1991-02-18,201.03,203.68,201.03,203.447,
1991-02-19,203.52,203.92,202.56,203.774,
1991-02-20,203.72,203.72,201.16,201.613,
1991-02-21,201.5,202.28,201.26,201.553,
1991-02-22,201.49,204.54,201.15,201.988,
1991-02-23,201.49,204.54,201.15,201.988,
1991-02-24,201.49,204.54,201.15,201.988,
1991-02-25,201.99,204.31,201.76,202.783,
1991-02-26,201.76,202.79,200.18,200.573,
1991-02-27,200.5,203.22,200.5,202.99,
1991-02-28,202.98,204.17,202.28,202.941,
1991-03-01,202.94,204.75,201.35,204.737,
1991-03-02,202.94,204.75,201.35,204.737,
1991-03-03,202.94,204.75,201.35,204.737,
1991-03-04,204.74,205.76,204.25,204.612,
1991-03-05,204.55,209.08,204.55,208.526,
1991-03-06,208.53,210.17,207.85,208.259,
1991-03-07,208.29,208.91,207.94,208.297,
1991-03-08,208.19,209.55,207.65,207.813,
1991-03-09,208.19,209.55,207.65,207.813,
1991-03-10,208.19,209.55,207.65,207.813,
1991-03-11,207.71,207.71,206.34,206.594,
1991-03-12,206.57,207.03,204.63,204.841,
1991-03-13,204.8,207.15,204.79,207.176,
1991-03-14,207.15,209.18,206.05,206.909,
1991-03-15,206.79,207.32,205.15,206.528,
1991-03-16,206.79,207.32,205.15,206.528,
1991-03-17,206.79,207.32,205.15,206.528,
1991-03-18,206.61,206.85,204.68,205.962,
1991-03-19,205.95,205.95,203.2,203.224,
1991-03-20,203.2,204.3,202.77,203.975,
1991-03-21,203.91,205.5,203.29,203.496,
1991-03-22,203.41,204.06,202.83,203.779,
1991-03-23,203.41,204.06,202.83,203.779,
1991-03-24,203.41,204.06,202.83,203.779,
1991-03-25,203.74,205.85,203.72,205.195,
1991-03-26,205.15,208.65,205.05,208.7,
1991-03-27,208.64,209.93,208.23,208.619,
1991-03-28,208.56,209.15,208.18,208.488,
1991-03-29,208.56,209.15,208.18,208.488,
1991-03-30,208.56,209.15,208.18,208.488,
1991-03-31,208.56,209.15,208.18,208.488,
1991-04-01,208.53,208.53,206.13,206.632,
1991-04-02,206.6,210.85,206.6,210.807,
1991-04-03,210.85,212.13,210.73,210.85,
1991-04-04,210.92,212.36,209.97,211.395,
1991-04-05,211.35,212.02,208.69,209.321,
1991-04-06,211.35,212.02,208.69,209.321,
1991-04-07,211.35,212.02,208.69,209.321,
1991-04-08,209.24,210.68,208.84,210.654,
1991-04-09,210.67,210.88,208.0,208.248,
1991-04-10,208.22,208.81,207.0,207.949,
1991-04-11,207.89,211.13,207.89,210.382,
1991-04-12,210.32,212.05,210.04,211.662,
1991-04-13,210.32,212.05,210.04,211.662,
1991-04-14,210.32,212.05,210.04,211.662,
1991-04-15,211.66,212.5,210.87,212.015,
1991-04-16,212.0,215.31,211.39,215.254,
1991-04-17,215.31,217.32,215.31,217.034,
1991-04-18,216.99,217.16,215.78,216.0,
1991-04-19,215.91,215.91,213.48,213.714,
1991-04-20,215.91,215.91,213.48,213.714,
1991-04-21,215.91,215.91,213.48,213.714,
1991-04-22,213.71,213.71,211.31,211.64,
1991-04-23,211.72,212.98,211.01,212.01,
1991-04-24,212.02,212.6,211.27,212.565,
1991-04-25,212.54,212.62,210.56,210.867,
1991-04-26,210.88,211.06,209.54,210.622,
1991-04-27,210.88,211.06,209.54,210.622,
1991-04-28,210.88,211.06,209.54,210.622,
1991-04-29,210.62,211.45,207.8,207.818,
1991-04-30,207.8,209.67,207.08,208.265,
1991-05-01,208.31,210.92,208.24,210.932,
1991-05-02,210.92,211.98,210.92,211.253,
1991-05-03,211.27,211.52,210.53,211.466,
1991-05-04,211.27,211.52,210.53,211.466,
1991-05-05,211.27,211.52,210.53,211.466,
1991-05-06,211.52,211.52,209.98,211.003,
1991-05-07,211.11,211.52,209.78,209.789,
1991-05-08,209.78,210.61,209.24,210.268,
1991-05-09,210.3,212.79,210.3,212.669,
1991-05-10,212.69,213.07,209.0,209.065,
1991-05-11,212.69,213.07,209.0,209.065,
1991-05-12,212.69,213.07,209.0,209.065,
1991-05-13,209.05,209.72,208.52,209.424,
1991-05-14,209.5,209.5,206.5,206.79,
1991-05-15,206.84,207.07,203.5,204.699,
1991-05-16,204.75,206.81,204.75,206.643,
1991-05-17,206.67,206.99,205.35,206.664,
1991-05-18,206.67,206.99,205.35,206.664,
1991-05-19,206.67,206.99,205.35,206.664,
1991-05-20,206.79,207.31,206.11,206.588,
1991-05-21,206.64,208.81,206.64,208.172,
1991-05-22,208.2,208.86,207.91,208.706,
1991-05-23,208.79,209.76,207.76,208.374,
1991-05-24,208.45,209.95,208.45,209.669,
1991-05-25,208.45,209.95,208.45,209.669,
1991-05-26,208.45,209.95,208.45,209.669,
1991-05-27,208.45,209.95,208.45,209.669,
1991-05-28,209.7,211.95,209.65,211.863,
1991-05-29,211.93,212.94,211.75,212.467,
1991-05-30,212.57,215.29,212.46,214.639,
1991-05-31,214.76,216.23,213.87,216.103,
1991-06-01,214.76,216.23,213.87,216.103,
1991-06-02,214.76,216.23,213.87,216.103,
1991-06-03,216.23,216.23,214.89,215.39,
1991-06-04,215.46,215.46,213.99,215.309,
1991-06-05,215.36,215.62,213.97,214.062,
1991-06-06,214.14,214.52,213.16,213.278,
1991-06-07,213.38,213.38,210.88,211.237,
1991-06-08,213.38,213.38,210.88,211.237,
1991-06-09,213.38,213.38,210.88,211.237,
1991-06-10,211.31,211.39,210.44,210.66,
1991-06-11,210.69,212.19,210.69,211.656,
1991-06-12,211.76,211.76,208.43,209.332,
1991-06-13,209.44,210.02,209.15,209.822,
1991-06-14,209.92,212.3,209.92,212.173,
1991-06-15,209.92,212.3,209.92,212.173,
1991-06-16,209.92,212.3,209.92,212.173,
1991-06-17,212.29,212.31,211.3,211.242,
1991-06-18,211.3,212.1,210.22,210.409,
1991-06-19,210.52,210.52,208.12,208.428,
1991-06-20,208.52,208.92,207.82,208.488,
1991-06-21,208.62,209.63,208.62,209.495,
1991-06-22,208.62,209.63,208.62,209.495,
1991-06-23,208.62,209.63,208.62,209.495,
1991-06-24,209.63,209.63,205.85,205.804,
1991-06-25,205.92,206.79,205.11,205.418,
1991-06-26,205.52,206.31,204.37,205.723,
1991-06-27,205.81,207.37,205.81,207.252,
1991-06-28,207.37,207.37,204.29,205.766,
1991-06-29,207.37,207.37,204.29,205.766,
1991-06-30,207.37,207.37,204.29,205.766,
1991-07-01,205.92,209.34,205.92,209.212,
1991-07-02,209.34,209.34,208.73,208.983,
1991-07-03,209.12,209.12,206.42,206.849,
1991-07-04,209.12,209.12,206.42,206.849,
1991-07-05,206.99,207.94,206.45,207.22,
1991-07-06,206.99,207.94,206.45,207.22,
1991-07-07,206.99,207.94,206.45,207.22,
1991-07-08,207.37,209.32,205.84,208.994,
1991-07-09,209.32,209.87,208.39,208.646,
1991-07-10,208.76,210.83,208.5,208.64,
1991-07-11,208.74,209.66,208.67,209.304,
1991-07-12,209.39,211.49,208.89,210.916,
1991-07-13,209.39,211.49,208.89,210.916,
1991-07-14,209.39,211.49,208.89,210.916,
1991-07-15,211.0,212.5,211.0,212.168,
1991-07-16,212.26,212.57,211.63,211.77,
1991-07-17,211.89,212.48,211.69,211.651,
1991-07-18,211.73,213.79,211.73,213.67,
1991-07-19,213.79,214.05,212.99,213.169,
1991-07-20,213.79,214.05,212.99,213.169,
1991-07-21,213.79,214.05,212.99,213.169,
1991-07-22,213.29,213.42,211.99,212.424,
1991-07-23,212.54,213.39,210.65,210.529,
1991-07-24,210.65,210.99,209.94,209.952,
1991-07-25,210.04,211.3,209.89,211.161,
1991-07-26,211.3,211.79,210.79,211.291,
1991-07-27,211.3,211.79,210.79,211.291,
1991-07-28,211.3,211.79,210.79,211.291,
1991-07-29,211.4,212.49,211.16,212.385,
1991-07-30,212.49,214.4,212.49,214.22,
1991-07-31,214.34,215.19,214.19,215.08,
1991-08-01,215.19,215.24,214.52,214.802,
1991-08-02,214.89,216.09,214.53,214.982,
1991-08-03,214.89,216.09,214.53,214.982,
1991-08-04,214.89,216.09,214.53,214.982,
1991-08-05,215.08,215.08,213.69,213.806,
1991-08-06,213.9,216.6,213.45,216.457,
