,SPX Index,SPX Index,SPX Index,SPX Index,SPX Index
2006-09-03,1303.8,1312.03,1303.8,1311.01,910612702.0
2006-09-04,1303.8,1312.03,1303.8,1311.01,910612702.0
2006-09-05,1310.94,1314.67,1308.82,1313.25,1099157831.0
2006-09-06,1313.04,1313.04,1299.28,1300.26,1174458010.0
2006-09-07,1300.21,1301.25,1292.13,1294.02,1235836680.0
2006-09-08,1294.02,1300.14,1294.02,1298.92,1044394991.0
2006-09-09,1294.02,1300.14,1294.02,1298.92,1044394991.0
2006-09-10,1294.02,1300.14,1294.02,1298.92,1044394991.0
2006-09-11,1298.86,1302.36,1290.93,1299.54,1290267524.0
2006-09-12,1299.53,1314.28,1299.53,1313.11,1471748816.0
2006-09-13,1312.74,1319.92,1311.12,1318.07,1339284372.0
2006-09-14,1318.0,1318.0,1313.25,1316.28,1203387941.0
2006-09-15,1316.28,1324.65,1316.28,1319.87,1949648339.0
2006-09-16,1316.28,1324.65,1316.28,1319.87,1949648339.0
2006-09-17,1316.28,1324.65,1316.28,1319.87,1949648339.0
2006-09-18,1319.85,1324.87,1318.16,1321.18,1219474602.0
2006-09-19,1321.17,1322.04,1312.17,1318.31,1313198286.0
2006-09-20,1318.28,1328.53,1318.28,1325.18,1447278418.0
2006-09-21,1324.89,1328.19,1315.45,1318.03,1384725009.0
2006-09-22,1318.03,1318.03,1310.94,1314.78,1166290694.0
2006-09-23,1318.03,1318.03,1310.94,1314.78,1166290694.0
2006-09-24,1318.03,1318.03,1310.94,1314.78,1166290694.0
2006-09-25,1314.78,1329.35,1311.58,1326.37,1421453472.0
2006-09-26,1326.35,1336.6,1325.3,1336.34,1433698473.0
2006-09-27,1336.12,1340.08,1333.54,1336.59,1443049534.0
2006-09-28,1336.56,1340.28,1333.75,1339.15,1227995030.0
2006-09-29,1339.15,1339.88,1335.64,1335.85,1115313478.0
2006-09-30,1339.15,1339.88,1335.64,1335.85,1115313478.0
2006-10-01,1339.15,1339.88,1335.64,1335.85,1115313478.0
2006-10-02,1335.82,1338.54,1330.28,1331.32,1102389781.0
2006-10-03,1331.32,1338.31,1327.1,1334.11,1347896738.0
2006-10-04,1333.81,1350.22,1331.48,1350.22,1494077897.0
2006-10-05,1349.84,1353.79,1347.75,1353.22,1393058442.0
2006-10-06,1353.22,1353.22,1344.21,1349.58,1293820604.0
2006-10-07,1353.22,1353.22,1344.21,1349.58,1293820604.0
2006-10-08,1353.22,1353.22,1344.21,1349.58,1293820604.0
2006-10-09,1349.58,1352.69,1346.55,1350.66,1005918797.0
2006-10-10,1350.62,1354.23,1348.6,1353.42,1260231938.0
2006-10-11,1353.28,1353.97,1343.57,1349.95,1351865467.0
2006-10-12,1349.94,1363.76,1349.94,1362.83,1348114319.0
2006-10-13,1362.82,1366.63,1360.5,1365.62,1259615342.0
2006-10-14,1362.82,1366.63,1360.5,1365.62,1259615342.0
2006-10-15,1362.82,1366.63,1360.5,1365.62,1259615342.0
2006-10-16,1365.61,1370.2,1364.48,1369.06,1153433796.0
2006-10-17,1369.05,1369.05,1356.87,1364.05,1261787045.0
2006-10-18,1363.93,1372.87,1360.95,1365.96,1444888038.0
2006-10-19,1365.95,1368.09,1362.06,1366.96,1408481006.0
2006-10-20,1366.94,1368.66,1362.1,1368.6,1454685903.0
2006-10-21,1366.94,1368.66,1362.1,1368.6,1454685903.0
2006-10-22,1366.94,1368.66,1362.1,1368.6,1454685903.0
2006-10-23,1368.58,1377.4,1363.94,1377.02,1291740547.0
2006-10-24,1377.02,1377.78,1372.42,1377.38,1367437134.0
2006-10-25,1377.36,1383.61,1376.0,1382.23,1491250168.0
2006-10-26,1382.21,1389.45,1379.47,1389.09,1361792248.0
2006-10-27,1388.89,1388.89,1375.85,1377.34,1306832413.0
2006-10-28,1388.89,1388.89,1375.85,1377.34,1306832413.0
2006-10-29,1388.89,1388.89,1375.85,1377.34,1306832413.0
2006-10-30,1377.3,1381.22,1373.46,1377.93,1190808445.0
2006-10-31,1377.93,1381.21,1372.19,1377.94,1377823700.0
2006-11-01,1377.76,1381.95,1366.26,1367.81,1353595654.0
2006-11-02,1367.44,1368.39,1362.21,1367.34,1269757132.0
2006-11-03,1367.31,1371.68,1360.98,1364.3,1153073216.0
2006-11-04,1367.31,1371.68,1360.98,1364.3,1153073216.0
2006-11-05,1367.31,1371.68,1360.98,1364.3,1153073216.0
2006-11-06,1364.27,1381.4,1364.27,1379.78,1170788752.0
2006-11-07,1379.75,1388.19,1379.19,1382.84,1268141497.0
2006-11-08,1382.5,1388.61,1376.29,1385.72,1374137499.0
2006-11-09,1385.43,1388.92,1377.31,1378.33,1493992221.0
2006-11-10,1378.33,1381.04,1375.6,1380.9,1119381531.0
2006-11-11,1378.33,1381.04,1375.6,1380.9,1119381531.0
2006-11-12,1378.33,1381.04,1375.6,1380.9,1119381531.0
2006-11-13,1380.58,1387.61,1378.8,1384.42,1075198511.0
2006-11-14,1384.36,1394.49,1379.07,1393.22,1296109262.0
2006-11-15,1392.91,1401.35,1392.13,1396.57,1323333885.0
2006-11-16,1396.53,1403.76,1396.53,1399.76,1249756322.0
2006-11-17,1399.76,1401.21,1394.55,1401.2,1316327145.0
2006-11-18,1399.76,1401.21,1394.55,1401.2,1316327145.0
2006-11-19,1399.76,1401.21,1394.55,1401.2,1316327145.0
2006-11-20,1401.17,1404.37,1397.85,1400.5,1168593651.0
2006-11-21,1400.43,1403.49,1399.99,1402.81,1158885695.0
2006-11-22,1402.69,1407.89,1402.26,1406.09,1029383655.0
2006-11-23,1402.69,1407.89,1402.26,1406.09,1029383655.0
2006-11-24,1405.94,1405.94,1399.25,1400.95,393540674.0
2006-11-25,1405.94,1405.94,1399.25,1400.95,393540674.0
2006-11-26,1405.94,1405.94,1399.25,1400.95,393540674.0
2006-11-27,1400.95,1400.95,1381.44,1381.9,1244837177.0
2006-11-28,1381.61,1387.91,1377.83,1386.72,1266117638.0
2006-11-29,1386.11,1401.14,1386.11,1399.48,1237890707.0
2006-11-30,1399.47,1406.3,1393.83,1400.63,1796121689.0
2006-12-01,1400.63,1402.46,1385.93,1396.71,1289870539.0
2006-12-02,1400.63,1402.46,1385.93,1396.71,1289870539.0
2006-12-03,1400.63,1402.46,1385.93,1396.71,1289870539.0
2006-12-04,1396.67,1411.23,1396.67,1409.12,1182002701.0
2006-12-05,1409.1,1415.27,1408.78,1414.76,1231958647.0
2006-12-06,1414.4,1415.93,1411.05,1412.9,1244253102.0
2006-12-07,1412.86,1418.27,1406.8,1407.29,1220466626.0
2006-12-08,1407.27,1414.09,1403.67,1409.84,1139562582.0
2006-12-09,1407.27,1414.09,1403.67,1409.84,1139562582.0
2006-12-10,1407.27,1414.09,1403.67,1409.84,1139562582.0
2006-12-11,1409.81,1415.6,1408.56,1413.04,1067910436.0
2006-12-12,1413.0,1413.78,1404.75,1411.56,1262673182.0
2006-12-13,1411.32,1416.64,1411.05,1413.21,1160989170.0
2006-12-14,1413.16,1427.23,1413.16,1425.49,1275424620.0
2006-12-15,1425.48,1431.63,1425.48,1427.09,1865209639.0
2006-12-16,1425.48,1431.63,1425.48,1427.09,1865209639.0
2006-12-17,1425.48,1431.63,1425.48,1427.09,1865209639.0
2006-12-18,1427.08,1431.81,1420.65,1422.48,1236390570.0
2006-12-19,1422.42,1428.3,1414.88,1425.55,1267514771.0
2006-12-20,1425.51,1429.05,1423.51,1423.53,1076424024.0
2006-12-21,1423.2,1426.4,1415.9,1418.3,1076916906.0
2006-12-22,1418.1,1418.82,1410.28,1410.77,794239810.0
2006-12-23,1418.1,1418.82,1410.28,1410.77,794239810.0
2006-12-24,1418.1,1418.82,1410.28,1410.77,794239810.0
2006-12-25,1418.1,1418.82,1410.28,1410.77,794239810.0
2006-12-26,1410.75,1417.91,1410.45,1416.9,601203821.0
2006-12-27,1416.63,1427.72,1416.63,1426.84,751276378.0
2006-12-28,1426.77,1427.26,1422.05,1424.73,673693276.0
2006-12-29,1424.71,1427.0,1416.72,1418.3,794977521.0
2006-12-30,1424.71,1427.0,1416.72,1418.3,794977521.0
2006-12-31,1424.71,1427.0,1416.72,1418.3,794977521.0
2007-01-01,1424.71,1427.0,1416.72,1418.3,794977521.0
2007-01-02,1424.71,1427.0,1416.72,1418.3,794977521.0
2007-01-03,1418.03,1429.42,1407.86,1416.6,1643580577.0
2007-01-04,1416.6,1421.84,1408.22,1418.34,1417203637.0
2007-01-05,1418.34,1418.34,1405.75,1409.71,1376476143.0
2007-01-06,1418.34,1418.34,1405.75,1409.71,1376476143.0
2007-01-07,1418.34,1418.34,1405.75,1409.71,1376476143.0
2007-01-08,1409.26,1414.98,1403.97,1412.84,1253913335.0
2007-01-09,1412.84,1415.61,1405.42,1412.11,1404418409.0
2007-01-10,1411.94,1415.99,1404.33,1414.85,1335208578.0
2007-01-11,1414.84,1427.12,1414.84,1423.83,1372751891.0
2007-01-12,1423.82,1431.23,1422.58,1430.73,1312316564.0
2007-01-13,1423.82,1431.23,1422.58,1430.73,1312316564.0
2007-01-14,1423.82,1431.23,1422.58,1430.73,1312316564.0
2007-01-15,1423.82,1431.23,1422.58,1430.73,1312316564.0
2007-01-16,1430.73,1433.93,1428.62,1431.9,1279073283.0
2007-01-17,1431.77,1435.27,1428.57,1430.62,1349652809.0
2007-01-18,1430.59,1433.3,1424.21,1426.37,1391518290.0
2007-01-19,1426.35,1431.57,1425.19,1430.5,1413724564.0
2007-01-20,1426.35,1431.57,1425.19,1430.5,1413724564.0
2007-01-21,1426.35,1431.57,1425.19,1430.5,1413724564.0
2007-01-22,1430.47,1431.39,1420.4,1422.96,1255137385.0
2007-01-23,1422.95,1431.33,1421.66,1427.99,1324109764.0
2007-01-24,1427.96,1440.14,1427.96,1440.13,1362136633.0
2007-01-25,1440.12,1440.69,1422.34,1423.9,1442742150.0
2007-01-26,1423.9,1427.27,1416.96,1422.18,1250471730.0
2007-01-27,1423.9,1427.27,1416.96,1422.18,1250471730.0
2007-01-28,1423.9,1427.27,1416.96,1422.18,1250471730.0
2007-01-29,1422.03,1426.94,1418.46,1420.62,1243948225.0
2007-01-30,1420.61,1428.82,1420.61,1428.82,1212605988.0
2007-01-31,1428.65,1441.61,1424.78,1438.24,1395549701.0
2007-02-01,1437.9,1446.64,1437.9,1445.94,1381872729.0
2007-02-02,1445.94,1449.33,1444.49,1448.39,1126939396.0
2007-02-03,1445.94,1449.33,1444.49,1448.39,1126939396.0
2007-02-04,1445.94,1449.33,1444.49,1448.39,1126939396.0
2007-02-05,1448.33,1449.38,1443.85,1446.99,1090703940.0
2007-02-06,1446.98,1450.19,1443.4,1448.0,1180620526.0
2007-02-07,1447.41,1452.99,1446.44,1450.02,1187909145.0
2007-02-08,1449.99,1450.45,1442.81,1448.31,1187968668.0
2007-02-09,1448.25,1452.45,1433.44,1438.06,1242178810.0
2007-02-10,1448.25,1452.45,1433.44,1438.06,1242178810.0
2007-02-11,1448.25,1452.45,1433.44,1438.06,1242178810.0
2007-02-12,1438.0,1439.11,1431.44,1433.37,973949580.0
2007-02-13,1433.22,1444.41,1433.22,1444.26,1092227703.0
2007-02-14,1443.91,1457.65,1443.91,1455.3,1173747222.0
2007-02-15,1455.15,1457.97,1453.19,1456.81,1060063681.0
2007-02-16,1456.77,1456.77,1451.57,1455.54,1183270335.0
2007-02-17,1456.77,1456.77,1451.57,1455.54,1183270335.0
2007-02-18,1456.77,1456.77,1451.57,1455.54,1183270335.0
2007-02-19,1456.77,1456.77,1451.57,1455.54,1183270335.0
2007-02-20,1455.53,1460.53,1449.2,1459.68,1041492722.0
2007-02-21,1459.6,1459.6,1452.02,1457.63,1110499093.0
2007-02-22,1457.29,1461.57,1450.51,1456.38,1140934860.0
2007-02-23,1456.22,1456.22,1448.36,1451.19,1142513036.0
2007-02-24,1456.22,1456.22,1448.36,1451.19,1142513036.0
2007-02-25,1456.22,1456.22,1448.36,1451.19,1142513036.0
2007-02-26,1451.04,1456.95,1445.48,1449.38,1237015360.0
2007-02-27,1449.25,1449.25,1389.42,1399.04,1934838233.0
2007-02-28,1398.64,1415.89,1396.65,1406.82,1829388426.0
2007-03-01,1406.8,1409.46,1380.87,1403.17,1836182963.0
2007-03-02,1403.16,1403.4,1386.87,1387.17,1521438354.0
2007-03-03,1403.16,1403.4,1386.87,1387.17,1521438354.0
2007-03-04,1403.16,1403.4,1386.87,1387.17,1521438354.0
2007-03-05,1387.11,1391.86,1373.97,1374.12,1458897224.0
2007-03-06,1374.06,1397.9,1374.06,1395.41,1448972929.0
2007-03-07,1395.02,1401.16,1390.64,1391.97,1328123410.0
2007-03-08,1391.88,1407.93,1391.88,1401.89,1289610358.0
2007-03-09,1401.89,1410.15,1397.3,1402.85,1187105116.0
2007-03-10,1401.89,1410.15,1397.3,1402.85,1187105116.0
2007-03-11,1401.89,1410.15,1397.3,1402.85,1187105116.0
2007-03-12,1402.8,1409.34,1398.4,1406.6,1210365241.0
2007-03-13,1406.23,1406.23,1377.71,1377.95,1601493214.0
2007-03-14,1377.86,1388.09,1363.98,1387.17,1705416427.0
2007-03-15,1387.11,1395.73,1385.16,1392.28,1199016283.0
2007-03-16,1392.28,1397.51,1383.63,1386.95,1793303219.0
2007-03-17,1392.28,1397.51,1383.63,1386.95,1793303219.0
2007-03-18,1392.28,1397.51,1383.63,1386.95,1793303219.0
2007-03-19,1386.95,1403.2,1386.95,1402.06,1085084329.0
2007-03-20,1402.04,1411.53,1400.7,1410.94,1180495606.0
2007-03-21,1410.92,1437.77,1409.75,1435.04,1397461878.0
2007-03-22,1435.04,1437.66,1429.88,1434.54,1284818384.0
2007-03-23,1434.54,1438.89,1433.21,1436.11,1120756288.0
2007-03-24,1434.54,1438.89,1433.21,1436.11,1120756288.0
2007-03-25,1434.54,1438.89,1433.21,1436.11,1120756288.0
2007-03-26,1436.11,1437.65,1423.28,1437.5,1186037151.0
2007-03-27,1437.49,1437.49,1425.54,1428.61,1145287110.0
2007-03-28,1428.35,1428.35,1414.07,1417.23,1278700907.0
2007-03-29,1417.17,1426.24,1413.27,1422.53,1227811900.0
2007-03-30,1422.52,1429.22,1408.9,1420.86,1256602496.0
2007-03-31,1422.52,1429.22,1408.9,1420.86,1256602496.0
2007-04-01,1422.52,1429.22,1408.9,1420.86,1256602496.0
2007-04-02,1420.83,1425.49,1416.37,1424.55,1231568901.0
2007-04-03,1424.27,1440.57,1424.27,1437.77,1230499575.0
2007-04-04,1437.75,1440.16,1435.08,1439.37,1098420020.0
2007-04-05,1438.94,1444.88,1436.67,1443.76,977485352.0
2007-04-06,1438.94,1444.88,1436.67,1443.76,977485352.0
2007-04-07,1438.94,1444.88,1436.67,1443.76,977485352.0
2007-04-08,1438.94,1444.88,1436.67,1443.76,977485352.0
2007-04-09,1443.77,1448.1,1443.28,1444.61,1021575196.0
2007-04-10,1444.58,1448.73,1443.99,1448.39,1065909794.0
2007-04-11,1448.23,1448.39,1436.15,1438.87,1264642201.0
2007-04-12,1438.87,1448.02,1433.91,1447.8,1192820479.0
2007-04-13,1447.8,1453.11,1444.15,1452.85,1206281386.0
2007-04-14,1447.8,1453.11,1444.15,1452.85,1206281386.0
2007-04-15,1447.8,1453.11,1444.15,1452.85,1206281386.0
2007-04-16,1452.84,1468.62,1452.84,1468.47,1239463306.0
2007-04-17,1468.47,1474.35,1467.15,1471.48,1318504012.0
2007-04-18,1471.47,1476.57,1466.41,1472.5,1451828911.0
2007-04-19,1472.48,1474.23,1464.47,1470.73,1395045915.0
2007-04-20,1470.69,1484.74,1470.69,1484.35,1774429631.0
2007-04-21,1470.69,1484.74,1470.69,1484.35,1774429631.0
2007-04-22,1470.69,1484.74,1470.69,1484.35,1774429631.0
2007-04-23,1483.62,1487.32,1480.19,1480.93,1222038872.0
2007-04-24,1481.39,1483.82,1473.74,1480.41,1425626014.0
2007-04-25,1480.28,1496.59,1480.28,1495.42,1553022142.0
2007-04-26,1494.88,1498.02,1491.17,1494.25,1466344257.0
2007-04-27,1494.21,1497.32,1488.67,1494.07,1263901188.0
2007-04-28,1494.21,1497.32,1488.67,1494.07,1263901188.0
2007-04-29,1494.21,1497.32,1488.67,1494.07,1263901188.0
2007-04-30,1494.75,1497.16,1482.29,1482.37,1345530373.0
2007-05-01,1483.0,1487.27,1476.7,1486.3,1456852601.0
2007-05-02,1486.13,1499.1,1486.13,1495.92,1284277223.0
2007-05-03,1495.56,1503.34,1495.56,1502.39,1264657765.0
2007-05-04,1502.35,1510.34,1501.8,1505.62,1420681140.0
2007-05-05,1502.35,1510.34,1501.8,1505.62,1420681140.0
2007-05-06,1502.35,1510.34,1501.8,1505.62,1420681140.0
2007-05-07,1505.57,1511.0,1505.54,1509.48,1025923970.0
2007-05-08,1509.36,1509.36,1500.66,1507.72,1191195679.0
2007-05-09,1507.32,1513.8,1503.77,1512.58,1294149806.0
2007-05-10,1512.33,1512.33,1491.42,1491.47,1260901280.0
2007-05-11,1491.47,1506.24,1491.47,1505.85,1120056929.0
2007-05-12,1491.47,1506.24,1491.47,1505.85,1120056929.0
2007-05-13,1491.47,1506.24,1491.47,1505.85,1120056929.0
2007-05-14,1505.76,1510.9,1498.34,1503.15,1156602610.0
2007-05-15,1503.11,1514.83,1500.43,1501.19,1366179554.0
2007-05-16,1500.75,1514.15,1500.75,1514.14,1264605971.0
2007-05-17,1514.01,1517.14,1509.29,1512.75,1184418910.0
2007-05-18,1512.74,1522.75,1512.74,1522.75,1400763594.0
2007-05-19,1512.74,1522.75,1512.74,1522.75,1400763594.0
2007-05-20,1512.74,1522.75,1512.74,1522.75,1400763594.0
2007-05-21,1522.75,1529.87,1522.71,1525.1,1202173369.0
2007-05-22,1525.1,1529.24,1522.05,1524.12,1125297548.0
2007-05-23,1524.09,1532.43,1521.9,1522.28,1263101343.0
2007-05-24,1522.1,1529.31,1505.18,1507.51,1470966193.0
2007-05-25,1507.5,1517.41,1507.5,1515.73,979558024.0
2007-05-26,1507.5,1517.41,1507.5,1515.73,979558024.0
2007-05-27,1507.5,1517.41,1507.5,1515.73,979558024.0
2007-05-28,1507.5,1517.41,1507.5,1515.73,979558024.0
2007-05-29,1515.55,1521.8,1512.02,1518.11,1164194472.0
2007-05-30,1517.6,1530.23,1510.06,1530.23,1271305333.0
2007-05-31,1530.19,1535.56,1528.26,1530.62,1471599367.0
2007-06-01,1530.62,1540.56,1530.62,1536.34,1158237600.0
2007-06-02,1530.62,1540.56,1530.62,1536.34,1158237600.0
2007-06-03,1530.62,1540.56,1530.62,1536.34,1158237600.0
2007-06-04,1536.28,1540.53,1532.31,1539.18,1063078455.0
2007-06-05,1539.12,1539.12,1525.62,1530.95,1329070263.0
2007-06-06,1530.57,1530.57,1514.13,1517.38,1276019795.0
2007-06-07,1517.36,1517.36,1490.37,1490.72,1607736326.0
2007-06-08,1490.71,1507.76,1487.41,1507.67,1311831083.0
2007-06-09,1490.71,1507.76,1487.41,1507.67,1311831083.0
2007-06-10,1490.71,1507.76,1487.41,1507.67,1311831083.0
2007-06-11,1507.64,1515.53,1503.35,1509.12,1073590076.0
2007-06-12,1509.12,1511.33,1492.97,1493.0,1315300418.0
2007-06-13,1492.65,1515.7,1492.65,1515.67,1337947733.0
2007-06-14,1515.58,1526.45,1515.58,1522.97,1180101974.0
2007-06-15,1522.97,1538.71,1522.97,1532.91,1781266770.0
2007-06-16,1522.97,1538.71,1522.97,1532.91,1781266770.0
2007-06-17,1522.97,1538.71,1522.97,1532.91,1781266770.0
2007-06-18,1532.9,1535.44,1529.31,1531.05,1011106852.0
2007-06-19,1531.02,1535.85,1525.67,1533.71,1208767550.0
2007-06-20,1533.68,1537.32,1512.36,1512.84,1351760137.0
2007-06-21,1512.5,1522.9,1504.75,1522.19,1333839937.0
2007-06-22,1522.19,1522.19,1500.74,1502.56,1926744135.0
2007-06-23,1522.19,1522.19,1500.74,1502.56,1926744135.0
2007-06-24,1522.19,1522.19,1500.74,1502.56,1926744135.0
2007-06-25,1502.56,1514.29,1492.68,1497.74,1372773659.0
2007-06-26,1497.68,1506.12,1490.54,1492.89,1383113146.0
2007-06-27,1492.62,1506.8,1484.18,1506.35,1396110850.0
2007-06-28,1506.32,1514.84,1503.41,1505.71,1227105302.0
2007-06-29,1505.7,1517.53,1493.61,1503.35,1411399543.0
2007-06-30,1505.7,1517.53,1493.61,1503.35,1411399543.0
2007-07-01,1505.7,1517.53,1493.61,1503.35,1411399543.0
2007-07-02,1504.66,1519.45,1504.66,1519.43,1088202924.0
2007-07-03,1519.12,1526.01,1519.12,1524.87,617180616.0
2007-07-04,1519.12,1526.01,1519.12,1524.87,617180616.0
2007-07-05,1524.86,1526.57,1517.72,1525.4,1151736026.0
2007-07-06,1524.96,1532.4,1520.47,1530.44,998170075.0
2007-07-07,1524.96,1532.4,1520.47,1530.44,998170075.0
2007-07-08,1524.96,1532.4,1520.47,1530.44,998170075.0
2007-07-09,1530.43,1534.26,1527.45,1531.85,1128453708.0
2007-07-10,1531.85,1531.85,1510.01,1510.12,1435601732.0
2007-07-11,1509.93,1519.34,1506.1,1518.76,1253798010.0
2007-07-12,1518.74,1547.92,1518.74,1547.7,1454980476.0
2007-07-13,1547.68,1555.1,1544.85,1552.5,1094823665.0
2007-07-14,1547.68,1555.1,1544.85,1552.5,1094823665.0
2007-07-15,1547.68,1555.1,1544.85,1552.5,1094823665.0
2007-07-16,1552.5,1555.9,1546.69,1549.52,1083822668.0
2007-07-17,1549.52,1555.32,1547.74,1549.37,1292178955.0
2007-07-18,1549.2,1549.2,1533.67,1546.17,1531010407.0
2007-07-19,1546.13,1555.2,1546.13,1553.08,1358096138.0
2007-07-20,1553.19,1553.19,1529.2,1534.1,1759938186.0
2007-07-21,1553.19,1553.19,1529.2,1534.1,1759938186.0
2007-07-22,1553.19,1553.19,1529.2,1534.1,1759938186.0
2007-07-23,1534.06,1547.23,1534.06,1541.57,1254559432.0
2007-07-24,1541.57,1541.57,1508.62,1511.04,1653266166.0
2007-07-25,1511.03,1524.31,1503.73,1518.09,1625367788.0
2007-07-26,1518.09,1518.09,1465.3,1482.67,2270280824.0
2007-07-27,1482.44,1488.53,1458.95,1458.95,1844725394.0
2007-07-28,1482.44,1488.53,1458.95,1458.95,1844725394.0
2007-07-29,1482.44,1488.53,1458.95,1458.95,1844725394.0
2007-07-30,1458.93,1477.88,1454.32,1473.91,1641463967.0
2007-07-31,1473.9,1488.3,1454.25,1455.28,1806966505.0
2007-08-01,1455.18,1468.38,1439.59,1465.81,1966917806.0
2007-08-02,1465.46,1476.43,1460.58,1472.2,1546550965.0
2007-08-03,1472.18,1473.23,1432.8,1433.06,1723205800.0
2007-08-04,1472.18,1473.23,1432.8,1433.06,1723205800.0
2007-08-05,1472.18,1473.23,1432.8,1433.06,1723205800.0
2007-08-06,1433.04,1467.67,1427.39,1467.67,1798178001.0
2007-08-07,1467.62,1488.3,1455.8,1476.71,1771277875.0
2007-08-08,1476.22,1503.89,1476.22,1497.49,1943675741.0
2007-08-09,1497.21,1497.21,1453.09,1453.09,2113044529.0
2007-08-10,1453.09,1462.02,1429.74,1453.64,1954986654.0
2007-08-11,1453.09,1462.02,1429.74,1453.64,1954986654.0
2007-08-12,1453.09,1462.02,1429.74,1453.64,1954986654.0
2007-08-13,1453.42,1466.29,1451.54,1452.92,1360747192.0
2007-08-14,1452.87,1456.74,1426.2,1426.54,1443987140.0
2007-08-15,1426.15,1440.78,1404.36,1406.7,1596030251.0
2007-08-16,1406.64,1415.97,1370.6,1411.27,2406294471.0
2007-08-17,1411.26,1450.33,1411.26,1445.94,2066034709.0
2007-08-18,1411.26,1450.33,1411.26,1445.94,2066034709.0
2007-08-19,1411.26,1450.33,1411.26,1445.94,2066034709.0
2007-08-20,1445.94,1451.75,1430.54,1445.55,1230706946.0
2007-08-21,1445.55,1455.32,1439.76,1447.12,1138768176.0
2007-08-22,1447.03,1464.86,1447.03,1464.07,1173753085.0
2007-08-23,1464.05,1472.06,1453.88,1462.5,1123038436.0
2007-08-24,1462.34,1479.4,1460.54,1479.37,978869293.0
2007-08-25,1462.34,1479.4,1460.54,1479.37,978869293.0
2007-08-26,1462.34,1479.4,1460.54,1479.37,978869293.0
2007-08-27,1479.36,1479.36,1465.98,1466.79,882575784.0
2007-08-28,1466.72,1466.72,1432.01,1432.36,1191784469.0
2007-08-29,1432.01,1463.76,1432.01,1463.76,1152798148.0
2007-08-30,1463.67,1468.43,1451.25,1457.64,1103508321.0
2007-08-31,1457.61,1481.47,1457.61,1473.99,1185565505.0
2007-09-01,1457.61,1481.47,1457.61,1473.99,1185565505.0
2007-09-02,1457.61,1481.47,1457.61,1473.99,1185565505.0
2007-09-03,1457.61,1481.47,1457.61,1473.99,1185565505.0
2007-09-04,1473.96,1496.4,1472.15,1489.42,1216824338.0
2007-09-05,1488.76,1488.76,1466.34,1472.29,1191293310.0
2007-09-06,1472.03,1481.49,1467.41,1478.55,1073391033.0
2007-09-07,1478.55,1478.55,1449.07,1453.55,1245321131.0
2007-09-08,1478.55,1478.55,1449.07,1453.55,1245321131.0
2007-09-09,1478.55,1478.55,1449.07,1453.55,1245321131.0
2007-09-10,1453.5,1462.25,1439.29,1451.7,1125438009.0
2007-09-11,1451.69,1472.48,1451.69,1471.49,1100953430.0
2007-09-12,1471.1,1479.5,1465.75,1471.56,1113772462.0
2007-09-13,1471.47,1489.58,1471.47,1483.95,1069373063.0
2007-09-14,1483.95,1485.99,1473.18,1484.25,1037645510.0
2007-09-15,1483.95,1485.99,1473.18,1484.25,1037645510.0
2007-09-16,1483.95,1485.99,1473.18,1484.25,1037645510.0
2007-09-17,1484.24,1484.24,1471.82,1476.65,914830881.0
2007-09-18,1476.63,1519.89,1476.63,1519.78,1413831586.0
2007-09-19,1519.75,1538.74,1519.75,1529.03,1388524998.0
2007-09-20,1528.69,1529.14,1516.42,1518.75,1073296975.0
2007-09-21,1518.75,1530.89,1518.75,1525.75,1925388379.0
2007-09-22,1518.75,1530.89,1518.75,1525.75,1925388379.0
2007-09-23,1518.75,1530.89,1518.75,1525.75,1925388379.0
2007-09-24,1525.75,1530.18,1516.15,1517.74,1167267630.0
2007-09-25,1516.34,1518.27,1507.13,1517.22,1138167699.0
2007-09-26,1518.62,1529.39,1518.62,1525.42,1114403448.0
2007-09-27,1527.32,1532.46,1525.81,1531.38,927490066.0
2007-09-28,1531.24,1533.74,1521.99,1526.75,1044485989.0
2007-09-29,1531.24,1533.74,1521.99,1526.75,1044485989.0
2007-09-30,1531.24,1533.74,1521.99,1526.75,1044485989.0
2007-10-01,1527.29,1549.02,1527.25,1547.04,1120419130.0
2007-10-02,1546.96,1548.01,1540.37,1546.63,978557803.0
2007-10-03,1545.8,1545.84,1536.34,1539.6,1003894012.0
2007-10-04,1539.91,1544.02,1537.63,1542.84,851485480.0
2007-10-05,1543.84,1561.91,1543.84,1557.59,1003222747.0
2007-10-06,1543.84,1561.91,1543.84,1557.59,1003222747.0
2007-10-07,1543.84,1561.91,1543.84,1557.59,1003222747.0
2007-10-08,1556.51,1556.51,1549.0,1552.58,717382554.0
2007-10-09,1553.18,1565.26,1551.82,1565.15,989597719.0
2007-10-10,1564.98,1565.42,1555.46,1562.47,919057716.0
2007-10-11,1564.72,1576.09,1546.72,1554.41,1263271206.0
2007-10-12,1555.41,1563.03,1554.09,1561.8,920491415.0
2007-10-13,1555.41,1563.03,1554.09,1561.8,920491415.0
2007-10-14,1555.41,1563.03,1554.09,1561.8,920491415.0
2007-10-15,1562.25,1564.74,1540.81,1548.71,1087826525.0
2007-10-16,1547.81,1547.81,1536.29,1538.53,1151190578.0
2007-10-17,1544.44,1550.66,1526.01,1541.24,1317553844.0
2007-10-18,1539.29,1542.79,1531.76,1540.08,1101757404.0
2007-10-19,1540.0,1540.0,1500.26,1500.63,1630486827.0
