,NXT LN Equity
2013-03-24,200.118
2013-03-25,200.118
2013-03-26,200.118
2013-03-27,200.118
2013-03-28,200.118
2013-03-29,200.118
2013-03-30,200.118
2013-03-31,200.118
2013-04-01,200.118
2013-04-02,200.118
2013-04-03,200.118
2013-04-04,200.118
2013-04-05,200.118
2013-04-06,200.118
2013-04-07,200.118
2013-04-08,200.118
2013-04-09,200.118
2013-04-10,200.118
2013-04-11,200.118
2013-04-12,200.118
2013-04-13,200.118
2013-04-14,200.118
2013-04-15,200.118
2013-04-16,200.118
2013-04-17,200.118
2013-04-18,200.118
2013-04-19,200.118
2013-04-20,200.118
2013-04-21,200.118
2013-04-22,200.118
2013-04-23,200.118
2013-04-24,200.118
2013-04-25,200.118
2013-04-26,200.118
2013-04-27,200.118
2013-04-28,200.118
2013-04-29,200.118
2013-04-30,200.118
2013-05-01,200.118
2013-05-02,200.118
2013-05-03,200.118
2013-05-04,200.118
2013-05-05,200.118
2013-05-06,200.118
2013-05-07,200.118
2013-05-08,200.118
2013-05-09,200.118
2013-05-10,200.118
2013-05-11,200.118
2013-05-12,200.118
2013-05-13,200.118
2013-05-14,200.118
2013-05-15,200.118
2013-05-16,200.118
2013-05-17,200.118
2013-05-18,200.118
2013-05-19,200.118
2013-05-20,200.118
2013-05-21,200.118
2013-05-22,200.118
2013-05-23,200.118
2013-05-24,200.118
2013-05-25,200.118
2013-05-26,200.118
2013-05-27,200.118
2013-05-28,200.118
2013-05-29,200.118
2013-05-30,200.118
2013-05-31,200.118
2013-06-01,200.118
2013-06-02,200.118
2013-06-03,200.118
2013-06-04,200.118
2013-06-05,200.118
2013-06-06,200.118
2013-06-07,200.118
2013-06-08,200.118
2013-06-09,200.118
2013-06-10,200.118
2013-06-11,200.118
2013-06-12,200.118
2013-06-13,200.118
2013-06-14,200.118
2013-06-15,200.118
2013-06-16,200.118
2013-06-17,200.118
2013-06-18,200.118
2013-06-19,200.118
2013-06-20,200.118
2013-06-21,200.118
2013-06-22,200.118
2013-06-23,200.118
2013-06-24,200.118
2013-06-25,200.118
2013-06-26,200.118
2013-06-27,200.118
2013-06-28,200.118
2013-06-29,200.118
2013-06-30,200.118
2013-07-01,200.118
2013-07-02,200.118
2013-07-03,200.118
2013-07-04,200.118
2013-07-05,200.118
2013-07-06,200.118
2013-07-07,200.118
2013-07-08,200.118
2013-07-09,200.118
2013-07-10,200.118
2013-07-11,200.118
2013-07-12,200.118
2013-07-13,200.118
2013-07-14,200.118
2013-07-15,200.118
2013-07-16,200.118
2013-07-17,200.118
2013-07-18,200.118
2013-07-19,200.118
2013-07-20,200.118
2013-07-21,200.118
2013-07-22,200.118
2013-07-23,200.118
2013-07-24,200.118
2013-07-25,200.118
2013-07-26,200.118
2013-07-27,200.118
2013-07-28,200.118
2013-07-29,200.118
2013-07-30,200.118
2013-07-31,305.6625
2013-08-01,305.6625
2013-08-02,305.6625
2013-08-03,305.6625
2013-08-04,305.6625
2013-08-05,305.6625
2013-08-06,305.6625
2013-08-07,305.6625
2013-08-08,305.6625
2013-08-09,305.6625
2013-08-10,305.6625
2013-08-11,305.6625
2013-08-12,305.6625
2013-08-13,305.6625
2013-08-14,305.6625
2013-08-15,305.6625
2013-08-16,305.6625
2013-08-17,305.6625
2013-08-18,305.6625
2013-08-19,305.6625
2013-08-20,305.6625
2013-08-21,305.6625
2013-08-22,305.6625
2013-08-23,305.6625
2013-08-24,305.6625
2013-08-25,305.6625
2013-08-26,305.6625
2013-08-27,305.6625
2013-08-28,305.6625
2013-08-29,305.6625
2013-08-30,305.6625
2013-08-31,305.6625
2013-09-01,305.6625
2013-09-02,305.6625
2013-09-03,305.6625
2013-09-04,305.6625
2013-09-05,305.6625
2013-09-06,305.6625
2013-09-07,305.6625
2013-09-08,305.6625
2013-09-09,305.6625
2013-09-10,305.6625
2013-09-11,305.6625
2013-09-12,305.6625
2013-09-13,305.6625
2013-09-14,305.6625
2013-09-15,305.6625
2013-09-16,305.6625
2013-09-17,305.6625
2013-09-18,305.6625
2013-09-19,305.6625
2013-09-20,305.6625
2013-09-21,305.6625
2013-09-22,305.6625
2013-09-23,305.6625
2013-09-24,305.6625
2013-09-25,305.6625
2013-09-26,305.6625
2013-09-27,305.6625
2013-09-28,305.6625
2013-09-29,305.6625
2013-09-30,305.6625
2013-10-01,305.6625
2013-10-02,305.6625
2013-10-03,305.6625
2013-10-04,305.6625
2013-10-05,305.6625
2013-10-06,305.6625
2013-10-07,305.6625
2013-10-08,305.6625
2013-10-09,305.6625
2013-10-10,305.6625
2013-10-11,305.6625
2013-10-12,305.6625
2013-10-13,305.6625
2013-10-14,305.6625
2013-10-15,305.6625
2013-10-16,305.6625
2013-10-17,305.6625
2013-10-18,305.6625
2013-10-19,305.6625
2013-10-20,305.6625
2013-10-21,305.6625
2013-10-22,305.6625
2013-10-23,305.6625
2013-10-24,305.6625
2013-10-25,305.6625
2013-10-26,305.6625
2013-10-27,305.6625
2013-10-28,305.6625
2013-10-29,305.6625
2013-10-30,305.6625
2013-10-31,305.6625
2013-11-01,305.6625
2013-11-02,305.6625
2013-11-03,305.6625
2013-11-04,305.6625
2013-11-05,305.6625
2013-11-06,305.6625
2013-11-07,305.6625
2013-11-08,305.6625
2013-11-09,305.6625
2013-11-10,305.6625
2013-11-11,305.6625
2013-11-12,305.6625
2013-11-13,305.6625
2013-11-14,305.6625
2013-11-15,305.6625
2013-11-16,305.6625
2013-11-17,305.6625
2013-11-18,305.6625
2013-11-19,305.6625
2013-11-20,305.6625
2013-11-21,305.6625
2013-11-22,305.6625
2013-11-23,305.6625
2013-11-24,305.6625
2013-11-25,305.6625
2013-11-26,305.6625
2013-11-27,305.6625
2013-11-28,305.6625
2013-11-29,305.6625
2013-11-30,305.6625
2013-12-01,305.6625
2013-12-02,305.6625
2013-12-03,305.6625
2013-12-04,305.6625
2013-12-05,305.6625
2013-12-06,305.6625
2013-12-07,305.6625
2013-12-08,305.6625
2013-12-09,305.6625
2013-12-10,305.6625
2013-12-11,305.6625
2013-12-12,305.6625
2013-12-13,305.6625
2013-12-14,305.6625
2013-12-15,305.6625
2013-12-16,305.6625
2013-12-17,305.6625
2013-12-18,305.6625
2013-12-19,305.6625
2013-12-20,305.6625
2013-12-21,305.6625
2013-12-22,305.6625
2013-12-23,305.6625
2013-12-24,305.6625
2013-12-25,305.6625
2013-12-26,305.6625
2013-12-27,305.6625
2013-12-28,305.6625
2013-12-29,305.6625
2013-12-30,305.6625
2013-12-31,305.6625
2014-01-01,305.6625
2014-01-02,305.6625
2014-01-03,305.6625
2014-01-04,305.6625
2014-01-05,305.6625
2014-01-06,305.6625
2014-01-07,305.6625
2014-01-08,305.6625
2014-01-09,305.6625
2014-01-10,305.6625
2014-01-11,305.6625
2014-01-12,305.6625
2014-01-13,305.6625
2014-01-14,305.6625
2014-01-15,305.6625
2014-01-16,305.6625
2014-01-17,305.6625
2014-01-18,305.6625
2014-01-19,305.6625
2014-01-20,305.6625
2014-01-21,305.6625
2014-01-22,305.6625
2014-01-23,305.6625
2014-01-24,305.6625
2014-01-25,193.4266
2014-01-26,193.4266
2014-01-27,193.4266
2014-01-28,193.4266
2014-01-29,193.4266
2014-01-30,193.4266
2014-01-31,193.4266
2014-02-01,193.4266
2014-02-02,193.4266
2014-02-03,193.4266
2014-02-04,193.4266
2014-02-05,193.4266
2014-02-06,193.4266
2014-02-07,193.4266
2014-02-08,193.4266
2014-02-09,193.4266
2014-02-10,193.4266
2014-02-11,193.4266
2014-02-12,193.4266
2014-02-13,193.4266
2014-02-14,193.4266
2014-02-15,193.4266
2014-02-16,193.4266
2014-02-17,193.4266
2014-02-18,193.4266
2014-02-19,193.4266
2014-02-20,193.4266
2014-02-21,193.4266
2014-02-22,193.4266
2014-02-23,193.4266
2014-02-24,193.4266
2014-02-25,193.4266
2014-02-26,193.4266
2014-02-27,193.4266
2014-02-28,193.4266
2014-03-01,193.4266
2014-03-02,193.4266
2014-03-03,193.4266
2014-03-04,193.4266
2014-03-05,193.4266
2014-03-06,193.4266
2014-03-07,193.4266
2014-03-08,193.4266
2014-03-09,193.4266
2014-03-10,193.4266
2014-03-11,193.4266
2014-03-12,193.4266
2014-03-13,193.4266
2014-03-14,193.4266
2014-03-15,193.4266
2014-03-16,193.4266
2014-03-17,193.4266
2014-03-18,193.4266
2014-03-19,193.4266
2014-03-20,193.4266
2014-03-21,193.4266
2014-03-22,193.4266
2014-03-23,193.4266
2014-03-24,193.4266
2014-03-25,193.4266
2014-03-26,193.4266
2014-03-27,193.4266
2014-03-28,193.4266
2014-03-29,193.4266
2014-03-30,193.4266
2014-03-31,193.4266
2014-04-01,193.4266
2014-04-02,193.4266
2014-04-03,193.4266
2014-04-04,193.4266
2014-04-05,193.4266
2014-04-06,193.4266
2014-04-07,193.4266
2014-04-08,193.4266
2014-04-09,193.4266
2014-04-10,193.4266
2014-04-11,193.4266
2014-04-12,193.4266
2014-04-13,193.4266
2014-04-14,193.4266
2014-04-15,193.4266
2014-04-16,193.4266
2014-04-17,193.4266
2014-04-18,193.4266
2014-04-19,193.4266
2014-04-20,193.4266
2014-04-21,193.4266
2014-04-22,193.4266
2014-04-23,193.4266
2014-04-24,193.4266
2014-04-25,193.4266
2014-04-26,193.4266
2014-04-27,193.4266
2014-04-28,193.4266
2014-04-29,193.4266
2014-04-30,193.4266
2014-05-01,193.4266
2014-05-02,193.4266
2014-05-03,193.4266
2014-05-04,193.4266
2014-05-05,193.4266
2014-05-06,193.4266
2014-05-07,193.4266
2014-05-08,193.4266
2014-05-09,193.4266
2014-05-10,193.4266
2014-05-11,193.4266
2014-05-12,193.4266
2014-05-13,193.4266
2014-05-14,193.4266
2014-05-15,193.4266
2014-05-16,193.4266
2014-05-17,193.4266
2014-05-18,193.4266
2014-05-19,193.4266
2014-05-20,193.4266
2014-05-21,193.4266
2014-05-22,193.4266
2014-05-23,193.4266
2014-05-24,193.4266
2014-05-25,193.4266
2014-05-26,193.4266
2014-05-27,193.4266
2014-05-28,193.4266
2014-05-29,193.4266
2014-05-30,193.4266
2014-05-31,193.4266
2014-06-01,193.4266
2014-06-02,193.4266
2014-06-03,193.4266
2014-06-04,193.4266
2014-06-05,193.4266
2014-06-06,193.4266
2014-06-07,193.4266
2014-06-08,193.4266
2014-06-09,193.4266
2014-06-10,193.4266
2014-06-11,193.4266
2014-06-12,193.4266
2014-06-13,193.4266
2014-06-14,193.4266
2014-06-15,193.4266
2014-06-16,193.4266
2014-06-17,193.4266
2014-06-18,193.4266
2014-06-19,193.4266
2014-06-20,193.4266
2014-06-21,193.4266
2014-06-22,193.4266
2014-06-23,193.4266
2014-06-24,193.4266
2014-06-25,193.4266
2014-06-26,193.4266
2014-06-27,193.4266
2014-06-28,193.4266
2014-06-29,193.4266
2014-06-30,193.4266
2014-07-01,193.4266
2014-07-02,193.4266
2014-07-03,193.4266
2014-07-04,193.4266
2014-07-05,193.4266
2014-07-06,193.4266
2014-07-07,193.4266
2014-07-08,193.4266
2014-07-09,193.4266
2014-07-10,193.4266
2014-07-11,193.4266
2014-07-12,193.4266
2014-07-13,193.4266
2014-07-14,193.4266
2014-07-15,193.4266
2014-07-16,193.4266
2014-07-17,193.4266
2014-07-18,193.4266
2014-07-19,193.4266
2014-07-20,193.4266
2014-07-21,193.4266
2014-07-22,193.4266
2014-07-23,193.4266
2014-07-24,193.4266
2014-07-25,193.4266
2014-07-26,193.4266
2014-07-27,193.4266
2014-07-28,193.4266
2014-07-29,193.4266
2014-07-30,193.4266
2014-07-31,370.7683
2014-08-01,370.7683
2014-08-02,370.7683
2014-08-03,370.7683
2014-08-04,370.7683
2014-08-05,370.7683
2014-08-06,370.7683
2014-08-07,370.7683
2014-08-08,370.7683
2014-08-09,370.7683
2014-08-10,370.7683
2014-08-11,370.7683
2014-08-12,370.7683
2014-08-13,370.7683
2014-08-14,370.7683
2014-08-15,370.7683
2014-08-16,370.7683
2014-08-17,370.7683
2014-08-18,370.7683
2014-08-19,370.7683
2014-08-20,370.7683
2014-08-21,370.7683
2014-08-22,370.7683
2014-08-23,370.7683
2014-08-24,370.7683
2014-08-25,370.7683
2014-08-26,370.7683
2014-08-27,370.7683
2014-08-28,370.7683
2014-08-29,370.7683
2014-08-30,370.7683
2014-08-31,370.7683
2014-09-01,370.7683
2014-09-02,370.7683
2014-09-03,370.7683
2014-09-04,370.7683
2014-09-05,370.7683
2014-09-06,370.7683
2014-09-07,370.7683
2014-09-08,370.7683
2014-09-09,370.7683
2014-09-10,370.7683
2014-09-11,370.7683
2014-09-12,370.7683
2014-09-13,370.7683
2014-09-14,370.7683
2014-09-15,370.7683
2014-09-16,370.7683
2014-09-17,370.7683
2014-09-18,370.7683
2014-09-19,370.7683
2014-09-20,370.7683
2014-09-21,370.7683
2014-09-22,370.7683
2014-09-23,370.7683
2014-09-24,370.7683
2014-09-25,370.7683
2014-09-26,370.7683
2014-09-27,370.7683
2014-09-28,370.7683
2014-09-29,370.7683
2014-09-30,370.7683
2014-10-01,370.7683
2014-10-02,370.7683
2014-10-03,370.7683
2014-10-04,370.7683
2014-10-05,370.7683
2014-10-06,370.7683
2014-10-07,370.7683
2014-10-08,370.7683
2014-10-09,370.7683
2014-10-10,370.7683
2014-10-11,370.7683
2014-10-12,370.7683
2014-10-13,370.7683
2014-10-14,370.7683
2014-10-15,370.7683
2014-10-16,370.7683
2014-10-17,370.7683
2014-10-18,370.7683
2014-10-19,370.7683
2014-10-20,370.7683
2014-10-21,370.7683
2014-10-22,370.7683
2014-10-23,370.7683
2014-10-24,370.7683
2014-10-25,370.7683
2014-10-26,370.7683
2014-10-27,370.7683
2014-10-28,370.7683
2014-10-29,370.7683
2014-10-30,370.7683
2014-10-31,370.7683
2014-11-01,370.7683
2014-11-02,370.7683
2014-11-03,370.7683
2014-11-04,370.7683
2014-11-05,370.7683
2014-11-06,370.7683
2014-11-07,370.7683
2014-11-08,370.7683
2014-11-09,370.7683
2014-11-10,370.7683
2014-11-11,370.7683
2014-11-12,370.7683
2014-11-13,370.7683
2014-11-14,370.7683
2014-11-15,370.7683
2014-11-16,370.7683
2014-11-17,370.7683
2014-11-18,370.7683
2014-11-19,370.7683
2014-11-20,370.7683
2014-11-21,370.7683
2014-11-22,370.7683
2014-11-23,370.7683
2014-11-24,370.7683
2014-11-25,370.7683
2014-11-26,370.7683
2014-11-27,370.7683
2014-11-28,370.7683
2014-11-29,370.7683
2014-11-30,370.7683
2014-12-01,370.7683
2014-12-02,370.7683
2014-12-03,370.7683
2014-12-04,370.7683
2014-12-05,370.7683
2014-12-06,370.7683
2014-12-07,370.7683
2014-12-08,370.7683
2014-12-09,370.7683
2014-12-10,370.7683
2014-12-11,370.7683
2014-12-12,370.7683
2014-12-13,370.7683
2014-12-14,370.7683
2014-12-15,370.7683
2014-12-16,370.7683
2014-12-17,370.7683
2014-12-18,370.7683
2014-12-19,370.7683
2014-12-20,370.7683
2014-12-21,370.7683
2014-12-22,370.7683
2014-12-23,370.7683
2014-12-24,370.7683
2014-12-25,370.7683
2014-12-26,370.7683
2014-12-27,370.7683
2014-12-28,370.7683
2014-12-29,370.7683
2014-12-30,370.7683
2014-12-31,370.7683
2015-01-01,370.7683
2015-01-02,370.7683
2015-01-03,370.7683
2015-01-04,370.7683
2015-01-05,370.7683
2015-01-06,370.7683
2015-01-07,370.7683
2015-01-08,370.7683
2015-01-09,370.7683
2015-01-10,370.7683
2015-01-11,370.7683
2015-01-12,370.7683
2015-01-13,370.7683
2015-01-14,370.7683
2015-01-15,370.7683
2015-01-16,370.7683
2015-01-17,370.7683
2015-01-18,370.7683
2015-01-19,370.7683
2015-01-20,370.7683
2015-01-21,370.7683
2015-01-22,370.7683
2015-01-23,370.7683
2015-01-24,208.7457
2015-01-25,208.7457
2015-01-26,208.7457
2015-01-27,208.7457
2015-01-28,208.7457
2015-01-29,208.7457
2015-01-30,208.7457
2015-01-31,208.7457
2015-02-01,208.7457
2015-02-02,208.7457
2015-02-03,208.7457
2015-02-04,208.7457
2015-02-05,208.7457
2015-02-06,208.7457
2015-02-07,208.7457
2015-02-08,208.7457
2015-02-09,208.7457
2015-02-10,208.7457
2015-02-11,208.7457
2015-02-12,208.7457
2015-02-13,208.7457
2015-02-14,208.7457
2015-02-15,208.7457
2015-02-16,208.7457
2015-02-17,208.7457
2015-02-18,208.7457
2015-02-19,208.7457
2015-02-20,208.7457
2015-02-21,208.7457
2015-02-22,208.7457
2015-02-23,208.7457
2015-02-24,208.7457
2015-02-25,208.7457
2015-02-26,208.7457
2015-02-27,208.7457
2015-02-28,208.7457
2015-03-01,208.7457
2015-03-02,208.7457
2015-03-03,208.7457
2015-03-04,208.7457
2015-03-05,208.7457
2015-03-06,208.7457
2015-03-07,208.7457
2015-03-08,208.7457
2015-03-09,208.7457
2015-03-10,208.7457
2015-03-11,208.7457
2015-03-12,208.7457
2015-03-13,208.7457
2015-03-14,208.7457
2015-03-15,208.7457
2015-03-16,208.7457
2015-03-17,208.7457
2015-03-18,208.7457
2015-03-19,208.7457
2015-03-20,208.7457
2015-03-21,208.7457
2015-03-22,208.7457
2015-03-23,208.7457
2015-03-24,208.7457
2015-03-25,208.7457
2015-03-26,208.7457
2015-03-27,208.7457
2015-03-28,208.7457
2015-03-29,208.7457
2015-03-30,208.7457
2015-03-31,208.7457
2015-04-01,208.7457
2015-04-02,208.7457
2015-04-03,208.7457
2015-04-04,208.7457
2015-04-05,208.7457
2015-04-06,208.7457
2015-04-07,208.7457
2015-04-08,208.7457
2015-04-09,208.7457
2015-04-10,208.7457
2015-04-11,208.7457
2015-04-12,208.7457
2015-04-13,208.7457
2015-04-14,208.7457
2015-04-15,208.7457
2015-04-16,208.7457
2015-04-17,208.7457
2015-04-18,208.7457
2015-04-19,208.7457
2015-04-20,208.7457
2015-04-21,208.7457
2015-04-22,208.7457
2015-04-23,208.7457
2015-04-24,208.7457
2015-04-25,208.7457
2015-04-26,208.7457
2015-04-27,208.7457
2015-04-28,208.7457
2015-04-29,208.7457
2015-04-30,208.7457
2015-05-01,208.7457
2015-05-02,208.7457
2015-05-03,208.7457
2015-05-04,208.7457
2015-05-05,208.7457
2015-05-06,208.7457
2015-05-07,208.7457
2015-05-08,208.7457
2015-05-09,208.7457
2015-05-10,208.7457
2015-05-11,208.7457
2015-05-12,208.7457
2015-05-13,208.7457
2015-05-14,208.7457
2015-05-15,208.7457
2015-05-16,208.7457
2015-05-17,208.7457
2015-05-18,208.7457
2015-05-19,208.7457
2015-05-20,208.7457
2015-05-21,208.7457
2015-05-22,208.7457
2015-05-23,208.7457
2015-05-24,208.7457
2015-05-25,208.7457
2015-05-26,208.7457
2015-05-27,208.7457
2015-05-28,208.7457
2015-05-29,208.7457
2015-05-30,208.7457
2015-05-31,208.7457
2015-06-01,208.7457
2015-06-02,208.7457
2015-06-03,208.7457
2015-06-04,208.7457
2015-06-05,208.7457
2015-06-06,208.7457
2015-06-07,208.7457
2015-06-08,208.7457
2015-06-09,208.7457
2015-06-10,208.7457
2015-06-11,208.7457
2015-06-12,208.7457
2015-06-13,208.7457
2015-06-14,208.7457
2015-06-15,208.7457
2015-06-16,208.7457
2015-06-17,208.7457
2015-06-18,208.7457
2015-06-19,208.7457
2015-06-20,208.7457
2015-06-21,208.7457
2015-06-22,208.7457
2015-06-23,208.7457
2015-06-24,208.7457
2015-06-25,208.7457
2015-06-26,208.7457
2015-06-27,208.7457
2015-06-28,208.7457
2015-06-29,208.7457
2015-06-30,208.7457
2015-07-01,208.7457
2015-07-02,208.7457
2015-07-03,208.7457
2015-07-04,208.7457
2015-07-05,208.7457
2015-07-06,208.7457
2015-07-07,208.7457
2015-07-08,208.7457
2015-07-09,208.7457
2015-07-10,208.7457
2015-07-11,208.7457
2015-07-12,208.7457
2015-07-13,208.7457
2015-07-14,208.7457
2015-07-15,208.7457
2015-07-16,208.7457
2015-07-17,208.7457
2015-07-18,208.7457
2015-07-19,208.7457
2015-07-20,208.7457
2015-07-21,208.7457
2015-07-22,208.7457
2015-07-23,208.7457
2015-07-24,208.7457
2015-07-25,208.7457
2015-07-26,208.7457
2015-07-27,208.7457
2015-07-28,208.7457
2015-07-29,208.7457
2015-07-30,208.7457
2015-07-31,305.7009
2015-08-01,305.7009
2015-08-02,305.7009
2015-08-03,305.7009
2015-08-04,305.7009
2015-08-05,305.7009
2015-08-06,305.7009
2015-08-07,305.7009
2015-08-08,305.7009
2015-08-09,305.7009
2015-08-10,305.7009
2015-08-11,305.7009
2015-08-12,305.7009
2015-08-13,305.7009
2015-08-14,305.7009
2015-08-15,305.7009
2015-08-16,305.7009
2015-08-17,305.7009
2015-08-18,305.7009
2015-08-19,305.7009
2015-08-20,305.7009
2015-08-21,305.7009
2015-08-22,305.7009
2015-08-23,305.7009
2015-08-24,305.7009
2015-08-25,305.7009
2015-08-26,305.7009
2015-08-27,305.7009
2015-08-28,305.7009
2015-08-29,305.7009
2015-08-30,305.7009
2015-08-31,305.7009
2015-09-01,305.7009
2015-09-02,305.7009
2015-09-03,305.7009
2015-09-04,305.7009
2015-09-05,305.7009
2015-09-06,305.7009
2015-09-07,305.7009
2015-09-08,305.7009
2015-09-09,305.7009
2015-09-10,305.7009
2015-09-11,305.7009
2015-09-12,305.7009
2015-09-13,305.7009
2015-09-14,305.7009
2015-09-15,305.7009
2015-09-16,305.7009
2015-09-17,305.7009
2015-09-18,305.7009
2015-09-19,305.7009
2015-09-20,305.7009
2015-09-21,305.7009
2015-09-22,305.7009
2015-09-23,305.7009
2015-09-24,305.7009
2015-09-25,305.7009
2015-09-26,305.7009
2015-09-27,305.7009
2015-09-28,305.7009
2015-09-29,305.7009
2015-09-30,305.7009
2015-10-01,305.7009
2015-10-02,305.7009
2015-10-03,305.7009
2015-10-04,305.7009
2015-10-05,305.7009
2015-10-06,305.7009
2015-10-07,305.7009
2015-10-08,305.7009
2015-10-09,305.7009
2015-10-10,305.7009
2015-10-11,305.7009
2015-10-12,305.7009
2015-10-13,305.7009
2015-10-14,305.7009
2015-10-15,305.7009
2015-10-16,305.7009
2015-10-17,305.7009
2015-10-18,305.7009
2015-10-19,305.7009
2015-10-20,305.7009
2015-10-21,305.7009
2015-10-22,305.7009
2015-10-23,305.7009
2015-10-24,305.7009
2015-10-25,305.7009
2015-10-26,305.7009
2015-10-27,305.7009
2015-10-28,305.7009
2015-10-29,305.7009
2015-10-30,305.7009
2015-10-31,305.7009
2015-11-01,305.7009
2015-11-02,305.7009
2015-11-03,305.7009
2015-11-04,305.7009
2015-11-05,305.7009
2015-11-06,305.7009
2015-11-07,305.7009
2015-11-08,305.7009
2015-11-09,305.7009
2015-11-10,305.7009
2015-11-11,305.7009
2015-11-12,305.7009
2015-11-13,305.7009
2015-11-14,305.7009
2015-11-15,305.7009
2015-11-16,305.7009
2015-11-17,305.7009
2015-11-18,305.7009
2015-11-19,305.7009
2015-11-20,305.7009
2015-11-21,305.7009
2015-11-22,305.7009
2015-11-23,305.7009
2015-11-24,305.7009
2015-11-25,305.7009
2015-11-26,305.7009
2015-11-27,305.7009
2015-11-28,305.7009
2015-11-29,305.7009
2015-11-30,305.7009
2015-12-01,305.7009
2015-12-02,305.7009
2015-12-03,305.7009
2015-12-04,305.7009
2015-12-05,305.7009
2015-12-06,305.7009
2015-12-07,305.7009
2015-12-08,305.7009
2015-12-09,305.7009
2015-12-10,305.7009
2015-12-11,305.7009
2015-12-12,305.7009
2015-12-13,305.7009
2015-12-14,305.7009
2015-12-15,305.7009
2015-12-16,305.7009
2015-12-17,305.7009
2015-12-18,305.7009
2015-12-19,305.7009
2015-12-20,305.7009
2015-12-21,305.7009
2015-12-22,305.7009
2015-12-23,305.7009
2015-12-24,305.7009
2015-12-25,305.7009
2015-12-26,305.7009
2015-12-27,305.7009
2015-12-28,305.7009
2015-12-29,305.7009
2015-12-30,305.7009
2015-12-31,305.7009
2016-01-01,305.7009
2016-01-02,305.7009
2016-01-03,305.7009
2016-01-04,305.7009
2016-01-05,305.7009
2016-01-06,305.7009
2016-01-07,305.7009
2016-01-08,305.7009
2016-01-09,305.7009
2016-01-10,305.7009
2016-01-11,305.7009
2016-01-12,305.7009
2016-01-13,305.7009
2016-01-14,305.7009
2016-01-15,305.7009
2016-01-16,305.7009
2016-01-17,305.7009
2016-01-18,305.7009
2016-01-19,305.7009
2016-01-20,305.7009
2016-01-21,305.7009
2016-01-22,305.7009
2016-01-23,305.7009
2016-01-24,305.7009
2016-01-25,305.7009
2016-01-26,305.7009
2016-01-27,305.7009
2016-01-28,305.7009
2016-01-29,305.7009
2016-01-30,210.4134
2016-01-31,210.4134
2016-02-01,210.4134
2016-02-02,210.4134
2016-02-03,210.4134
2016-02-04,210.4134
2016-02-05,210.4134
2016-02-06,210.4134
2016-02-07,210.4134
2016-02-08,210.4134
2016-02-09,210.4134
2016-02-10,210.4134
2016-02-11,210.4134
2016-02-12,210.4134
2016-02-13,210.4134
2016-02-14,210.4134
2016-02-15,210.4134
2016-02-16,210.4134
2016-02-17,210.4134
2016-02-18,210.4134
2016-02-19,210.4134
2016-02-20,210.4134
2016-02-21,210.4134
2016-02-22,210.4134
2016-02-23,210.4134
2016-02-24,210.4134
2016-02-25,210.4134
2016-02-26,210.4134
2016-02-27,210.4134
2016-02-28,210.4134
2016-02-29,210.4134
2016-03-01,210.4134
2016-03-02,210.4134
2016-03-03,210.4134
2016-03-04,210.4134
2016-03-05,210.4134
2016-03-06,210.4134
2016-03-07,210.4134
2016-03-08,210.4134
2016-03-09,210.4134
2016-03-10,210.4134
2016-03-11,210.4134
2016-03-12,210.4134
2016-03-13,210.4134
2016-03-14,210.4134
2016-03-15,210.4134
2016-03-16,210.4134
2016-03-17,210.4134
2016-03-18,210.4134
2016-03-19,210.4134
2016-03-20,210.4134
2016-03-21,210.4134
2016-03-22,210.4134
2016-03-23,210.4134
2016-03-24,210.4134
2016-03-25,210.4134
2016-03-26,210.4134
2016-03-27,210.4134
2016-03-28,210.4134
2016-03-29,210.4134
2016-03-30,210.4134
2016-03-31,210.4134
2016-04-01,210.4134
2016-04-02,210.4134
2016-04-03,210.4134
2016-04-04,210.4134
2016-04-05,210.4134
2016-04-06,210.4134
2016-04-07,210.4134
2016-04-08,210.4134
2016-04-09,210.4134
2016-04-10,210.4134
2016-04-11,210.4134
2016-04-12,210.4134
2016-04-13,210.4134
2016-04-14,210.4134
2016-04-15,210.4134
2016-04-16,210.4134
2016-04-17,210.4134
2016-04-18,210.4134
2016-04-19,210.4134
2016-04-20,210.4134
2016-04-21,210.4134
2016-04-22,210.4134
2016-04-23,210.4134
2016-04-24,210.4134
2016-04-25,210.4134
2016-04-26,210.4134
2016-04-27,210.4134
2016-04-28,210.4134
2016-04-29,210.4134
2016-04-30,210.4134
2016-05-01,210.4134
2016-05-02,210.4134
2016-05-03,210.4134
2016-05-04,210.4134
2016-05-05,210.4134
2016-05-06,210.4134
2016-05-07,210.4134
2016-05-08,210.4134
2016-05-09,210.4134
2016-05-10,210.4134
2016-05-11,210.4134
2016-05-12,210.4134
2016-05-13,210.4134
2016-05-14,210.4134
2016-05-15,210.4134
2016-05-16,210.4134
2016-05-17,210.4134
2016-05-18,210.4134
2016-05-19,210.4134
2016-05-20,210.4134
2016-05-21,210.4134
2016-05-22,210.4134
2016-05-23,210.4134
2016-05-24,210.4134
2016-05-25,210.4134
2016-05-26,210.4134
2016-05-27,210.4134
2016-05-28,210.4134
2016-05-29,210.4134
2016-05-30,210.4134
2016-05-31,210.4134
2016-06-01,210.4134
2016-06-02,210.4134
2016-06-03,210.4134
2016-06-04,210.4134
2016-06-05,210.4134
2016-06-06,210.4134
2016-06-07,210.4134
2016-06-08,210.4134
2016-06-09,210.4134
2016-06-10,210.4134
2016-06-11,210.4134
