,KAZ LN Equity
2016-03-12,-0.9959
2016-03-13,-0.9959
2016-03-14,-0.9959
2016-03-15,-0.9959
2016-03-16,-0.9959
2016-03-17,-0.9959
2016-03-18,-0.9959
2016-03-19,-0.9959
2016-03-20,-0.9959
2016-03-21,-0.9959
2016-03-22,-0.9959
2016-03-23,-0.9959
2016-03-24,-0.9959
2016-03-25,-0.9959
2016-03-26,-0.9959
2016-03-27,-0.9959
2016-03-28,-0.9959
2016-03-29,-0.9959
2016-03-30,-0.9959
2016-03-31,-0.9959
2016-04-01,-0.9959
2016-04-02,-0.9959
2016-04-03,-0.9959
2016-04-04,-0.9959
2016-04-05,-0.9959
2016-04-06,-0.9959
2016-04-07,-0.9959
2016-04-08,-0.9959
2016-04-09,-0.9959
2016-04-10,-0.9959
2016-04-11,-0.9959
2016-04-12,-0.9959
2016-04-13,-0.9959
2016-04-14,-0.9959
2016-04-15,-0.9959
2016-04-16,-0.9959
2016-04-17,-0.9959
2016-04-18,-0.9959
2016-04-19,-0.9959
2016-04-20,-0.9959
2016-04-21,-0.9959
2016-04-22,-0.9959
2016-04-23,-0.9959
2016-04-24,-0.9959
2016-04-25,-0.9959
2016-04-26,-0.9959
2016-04-27,-0.9959
2016-04-28,-0.9959
2016-04-29,-0.9959
2016-04-30,-0.9959
2016-05-01,-0.9959
2016-05-02,-0.9959
2016-05-03,-0.9959
2016-05-04,-0.9959
2016-05-05,-0.9959
2016-05-06,-0.9959
2016-05-07,-0.9959
2016-05-08,-0.9959
2016-05-09,-0.9959
2016-05-10,-0.9959
2016-05-11,-0.9959
2016-05-12,-0.9959
2016-05-13,-0.9959
2016-05-14,-0.9959
2016-05-15,-0.9959
2016-05-16,-0.9959
2016-05-17,-0.9959
2016-05-18,-0.9959
2016-05-19,-0.9959
2016-05-20,-0.9959
2016-05-21,-0.9959
2016-05-22,-0.9959
2016-05-23,-0.9959
2016-05-24,-0.9959
2016-05-25,-0.9959
2016-05-26,-0.9959
2016-05-27,-0.9959
2016-05-28,-0.9959
2016-05-29,-0.9959
2016-05-30,-0.9959
2016-05-31,-0.9959
2016-06-01,-0.9959
2016-06-02,-0.9959
2016-06-03,-0.9959
2016-06-04,-0.9959
2016-06-05,-0.9959
2016-06-06,-0.9959
2016-06-07,-0.9959
2016-06-08,-0.9959
2016-06-09,-0.9959
2016-06-10,-0.9959
2016-06-11,-0.9959
2016-06-12,-0.9959
2016-06-13,-0.9959
2016-06-14,-0.9959
2016-06-15,-0.9959
2016-06-16,-0.9959
2016-06-17,-0.9959
2016-06-18,-0.9959
2016-06-19,-0.9959
2016-06-20,-0.9959
2016-06-21,-0.9959
2016-06-22,-0.9959
2016-06-23,-0.9959
2016-06-24,-0.9959
2016-06-25,-0.9959
2016-06-26,-0.9959
2016-06-27,-0.9959
2016-06-28,-0.9959
2016-06-29,-0.9959
2016-06-30,6.1334
2016-07-01,6.1334
2016-07-02,6.1334
2016-07-03,6.1334
2016-07-04,6.1334
2016-07-05,6.1334
2016-07-06,6.1334
2016-07-07,6.1334
2016-07-08,6.1334
2016-07-09,6.1334
2016-07-10,6.1334
2016-07-11,6.1334
2016-07-12,6.1334
2016-07-13,6.1334
2016-07-14,6.1334
2016-07-15,6.1334
2016-07-16,6.1334
2016-07-17,6.1334
2016-07-18,6.1334
2016-07-19,6.1334
2016-07-20,6.1334
2016-07-21,6.1334
2016-07-22,6.1334
2016-07-23,6.1334
2016-07-24,6.1334
2016-07-25,6.1334
2016-07-26,6.1334
2016-07-27,6.1334
2016-07-28,6.1334
2016-07-29,6.1334
2016-07-30,6.1334
2016-07-31,6.1334
2016-08-01,6.1334
2016-08-02,6.1334
2016-08-03,6.1334
2016-08-04,6.1334
2016-08-05,6.1334
2016-08-06,6.1334
2016-08-07,6.1334
2016-08-08,6.1334
2016-08-09,6.1334
2016-08-10,6.1334
2016-08-11,6.1334
2016-08-12,6.1334
2016-08-13,6.1334
2016-08-14,6.1334
2016-08-15,6.1334
2016-08-16,6.1334
2016-08-17,6.1334
2016-08-18,6.1334
2016-08-19,6.1334
2016-08-20,6.1334
2016-08-21,6.1334
2016-08-22,6.1334
2016-08-23,6.1334
2016-08-24,6.1334
2016-08-25,6.1334
2016-08-26,6.1334
2016-08-27,6.1334
2016-08-28,6.1334
2016-08-29,6.1334
2016-08-30,6.1334
2016-08-31,6.1334
2016-09-01,6.1334
2016-09-02,6.1334
2016-09-03,6.1334
2016-09-04,6.1334
2016-09-05,6.1334
2016-09-06,6.1334
2016-09-07,6.1334
2016-09-08,6.1334
2016-09-09,6.1334
2016-09-10,6.1334
2016-09-11,6.1334
2016-09-12,6.1334
2016-09-13,6.1334
2016-09-14,6.1334
2016-09-15,6.1334
2016-09-16,6.1334
2016-09-17,6.1334
2016-09-18,6.1334
2016-09-19,6.1334
2016-09-20,6.1334
2016-09-21,6.1334
2016-09-22,6.1334
2016-09-23,6.1334
2016-09-24,6.1334
2016-09-25,6.1334
2016-09-26,6.1334
2016-09-27,6.1334
2016-09-28,6.1334
2016-09-29,6.1334
2016-09-30,6.1334
2016-10-01,6.1334
2016-10-02,6.1334
2016-10-03,6.1334
2016-10-04,6.1334
2016-10-05,6.1334
2016-10-06,6.1334
2016-10-07,6.1334
2016-10-08,6.1334
2016-10-09,6.1334
2016-10-10,6.1334
2016-10-11,6.1334
2016-10-12,6.1334
2016-10-13,6.1334
2016-10-14,6.1334
2016-10-15,6.1334
2016-10-16,6.1334
2016-10-17,6.1334
2016-10-18,6.1334
2016-10-19,6.1334
2016-10-20,6.1334
2016-10-21,6.1334
2016-10-22,6.1334
2016-10-23,6.1334
2016-10-24,6.1334
2016-10-25,6.1334
2016-10-26,6.1334
2016-10-27,6.1334
2016-10-28,6.1334
2016-10-29,6.1334
2016-10-30,6.1334
2016-10-31,6.1334
2016-11-01,6.1334
2016-11-02,6.1334
2016-11-03,6.1334
2016-11-04,6.1334
2016-11-05,6.1334
2016-11-06,6.1334
2016-11-07,6.1334
2016-11-08,6.1334
2016-11-09,6.1334
2016-11-10,6.1334
2016-11-11,6.1334
2016-11-12,6.1334
2016-11-13,6.1334
2016-11-14,6.1334
2016-11-15,6.1334
2016-11-16,6.1334
2016-11-17,6.1334
2016-11-18,6.1334
2016-11-19,6.1334
2016-11-20,6.1334
2016-11-21,6.1334
2016-11-22,6.1334
2016-11-23,6.1334
2016-11-24,6.1334
2016-11-25,6.1334
2016-11-26,6.1334
2016-11-27,6.1334
2016-11-28,6.1334
2016-11-29,6.1334
2016-11-30,6.1334
2016-12-01,6.1334
2016-12-02,6.1334
2016-12-03,6.1334
2016-12-04,6.1334
2016-12-05,6.1334
2016-12-06,6.1334
2016-12-07,6.1334
2016-12-08,6.1334
2016-12-09,6.1334
2016-12-10,6.1334
2016-12-11,6.1334
2016-12-12,6.1334
2016-12-13,6.1334
2016-12-14,6.1334
2016-12-15,6.1334
2016-12-16,6.1334
2016-12-17,6.1334
2016-12-18,6.1334
2016-12-19,6.1334
2016-12-20,6.1334
2016-12-21,6.1334
2016-12-22,6.1334
2016-12-23,6.1334
2016-12-24,6.1334
2016-12-25,6.1334
2016-12-26,6.1334
2016-12-27,6.1334
2016-12-28,6.1334
2016-12-29,6.1334
2016-12-30,6.1334
2016-12-31,41.5493
2017-01-01,41.5493
2017-01-02,41.5493
2017-01-03,41.5493
2017-01-04,41.5493
2017-01-05,41.5493
2017-01-06,41.5493
2017-01-07,41.5493
2017-01-08,41.5493
2017-01-09,41.5493
2017-01-10,41.5493
2017-01-11,41.5493
2017-01-12,41.5493
2017-01-13,41.5493
2017-01-14,41.5493
2017-01-15,41.5493
2017-01-16,41.5493
2017-01-17,41.5493
2017-01-18,41.5493
2017-01-19,41.5493
2017-01-20,41.5493
2017-01-21,41.5493
2017-01-22,41.5493
2017-01-23,41.5493
2017-01-24,41.5493
2017-01-25,41.5493
2017-01-26,41.5493
2017-01-27,41.5493
2017-01-28,41.5493
2017-01-29,41.5493
2017-01-30,41.5493
2017-01-31,41.5493
2017-02-01,41.5493
2017-02-02,41.5493
2017-02-03,41.5493
2017-02-04,41.5493
2017-02-05,41.5493
2017-02-06,41.5493
2017-02-07,41.5493
2017-02-08,41.5493
2017-02-09,41.5493
2017-02-10,41.5493
2017-02-11,41.5493
2017-02-12,41.5493
2017-02-13,41.5493
2017-02-14,41.5493
2017-02-15,41.5493
2017-02-16,41.5493
2017-02-17,41.5493
2017-02-18,41.5493
2017-02-19,41.5493
2017-02-20,41.5493
2017-02-21,41.5493
2017-02-22,41.5493
2017-02-23,41.5493
2017-02-24,41.5493
2017-02-25,41.5493
2017-02-26,41.5493
2017-02-27,41.5493
2017-02-28,41.5493
2017-03-01,41.5493
2017-03-02,41.5493
2017-03-03,41.5493
2017-03-04,41.5493
2017-03-05,41.5493
2017-03-06,41.5493
2017-03-07,41.5493
2017-03-08,41.5493
2017-03-09,41.5493
2017-03-10,41.5493
2017-03-11,41.5493
2017-03-12,41.5493
2017-03-13,41.5493
2017-03-14,41.5493
2017-03-15,41.5493
2017-03-16,41.5493
2017-03-17,41.5493
2017-03-18,41.5493
2017-03-19,41.5493
2017-03-20,41.5493
2017-03-21,41.5493
2017-03-22,41.5493
2017-03-23,41.5493
2017-03-24,41.5493
2017-03-25,41.5493
2017-03-26,41.5493
2017-03-27,41.5493
2017-03-28,41.5493
2017-03-29,41.5493
2017-03-30,41.5493
2017-03-31,41.5493
2017-04-01,41.5493
2017-04-02,41.5493
2017-04-03,41.5493
2017-04-04,41.5493
2017-04-05,41.5493
2017-04-06,41.5493
2017-04-07,41.5493
2017-04-08,41.5493
2017-04-09,41.5493
2017-04-10,41.5493
2017-04-11,41.5493
2017-04-12,41.5493
2017-04-13,41.5493
2017-04-14,41.5493
2017-04-15,41.5493
2017-04-16,41.5493
2017-04-17,41.5493
2017-04-18,41.5493
2017-04-19,41.5493
2017-04-20,41.5493
2017-04-21,41.5493
2017-04-22,41.5493
2017-04-23,41.5493
2017-04-24,41.5493
2017-04-25,41.5493
2017-04-26,41.5493
2017-04-27,41.5493
2017-04-28,41.5493
2017-04-29,41.5493
2017-04-30,41.5493
2017-05-01,41.5493
2017-05-02,41.5493
2017-05-03,41.5493
2017-05-04,41.5493
2017-05-05,41.5493
2017-05-06,41.5493
2017-05-07,41.5493
2017-05-08,41.5493
2017-05-09,41.5493
2017-05-10,41.5493
2017-05-11,41.5493
2017-05-12,41.5493
2017-05-13,41.5493
2017-05-14,41.5493
2017-05-15,41.5493
2017-05-16,41.5493
2017-05-17,41.5493
2017-05-18,41.5493
2017-05-19,41.5493
2017-05-20,41.5493
2017-05-21,41.5493
2017-05-22,41.5493
2017-05-23,41.5493
2017-05-24,41.5493
2017-05-25,41.5493
2017-05-26,41.5493
2017-05-27,41.5493
2017-05-28,41.5493
2017-05-29,41.5493
2017-05-30,41.5493
2017-05-31,41.5493
2017-06-01,41.5493
2017-06-02,41.5493
2017-06-03,41.5493
2017-06-04,41.5493
2017-06-05,41.5493
2017-06-06,41.5493
2017-06-07,41.5493
2017-06-08,41.5493
2017-06-09,41.5493
2017-06-10,41.5493
2017-06-11,41.5493
2017-06-12,41.5493
2017-06-13,41.5493
2017-06-14,41.5493
2017-06-15,41.5493
2017-06-16,41.5493
2017-06-17,41.5493
2017-06-18,41.5493
2017-06-19,41.5493
2017-06-20,41.5493
2017-06-21,41.5493
2017-06-22,41.5493
2017-06-23,41.5493
2017-06-24,41.5493
2017-06-25,41.5493
2017-06-26,41.5493
2017-06-27,41.5493
2017-06-28,41.5493
2017-06-29,41.5493
2017-06-30,47.4548
2017-07-01,47.4548
2017-07-02,47.4548
2017-07-03,47.4548
2017-07-04,47.4548
2017-07-05,47.4548
2017-07-06,47.4548
2017-07-07,47.4548
2017-07-08,47.4548
2017-07-09,47.4548
2017-07-10,47.4548
2017-07-11,47.4548
2017-07-12,47.4548
2017-07-13,47.4548
2017-07-14,47.4548
2017-07-15,47.4548
2017-07-16,47.4548
2017-07-17,47.4548
2017-07-18,47.4548
2017-07-19,47.4548
2017-07-20,47.4548
2017-07-21,47.4548
2017-07-22,47.4548
2017-07-23,47.4548
2017-07-24,47.4548
2017-07-25,47.4548
2017-07-26,47.4548
2017-07-27,47.4548
2017-07-28,47.4548
2017-07-29,47.4548
2017-07-30,47.4548
2017-07-31,47.4548
2017-08-01,47.4548
2017-08-02,47.4548
2017-08-03,47.4548
2017-08-04,47.4548
2017-08-05,47.4548
2017-08-06,47.4548
2017-08-07,47.4548
2017-08-08,47.4548
2017-08-09,47.4548
2017-08-10,47.4548
2017-08-11,47.4548
2017-08-12,47.4548
2017-08-13,47.4548
2017-08-14,47.4548
2017-08-15,47.4548
2017-08-16,47.4548
2017-08-17,47.4548
2017-08-18,47.4548
2017-08-19,47.4548
2017-08-20,47.4548
2017-08-21,47.4548
2017-08-22,47.4548
2017-08-23,47.4548
2017-08-24,47.4548
2017-08-25,47.4548
2017-08-26,47.4548
2017-08-27,47.4548
2017-08-28,47.4548
2017-08-29,47.4548
2017-08-30,47.4548
2017-08-31,47.4548
2017-09-01,47.4548
2017-09-02,47.4548
2017-09-03,47.4548
2017-09-04,47.4548
2017-09-05,47.4548
2017-09-06,47.4548
2017-09-07,47.4548
2017-09-08,47.4548
2017-09-09,47.4548
2017-09-10,47.4548
2017-09-11,47.4548
2017-09-12,47.4548
2017-09-13,47.4548
2017-09-14,47.4548
2017-09-15,47.4548
2017-09-16,47.4548
2017-09-17,47.4548
2017-09-18,47.4548
2017-09-19,47.4548
2017-09-20,47.4548
2017-09-21,47.4548
2017-09-22,47.4548
2017-09-23,47.4548
2017-09-24,47.4548
2017-09-25,47.4548
2017-09-26,47.4548
2017-09-27,47.4548
2017-09-28,47.4548
2017-09-29,47.4548
2017-09-30,47.4548
2017-10-01,47.4548
2017-10-02,47.4548
2017-10-03,47.4548
2017-10-04,47.4548
2017-10-05,47.4548
2017-10-06,47.4548
2017-10-07,47.4548
2017-10-08,47.4548
2017-10-09,47.4548
2017-10-10,47.4548
2017-10-11,47.4548
2017-10-12,47.4548
2017-10-13,47.4548
2017-10-14,47.4548
2017-10-15,47.4548
2017-10-16,47.4548
2017-10-17,47.4548
2017-10-18,47.4548
2017-10-19,47.4548
2017-10-20,47.4548
2017-10-21,47.4548
2017-10-22,47.4548
2017-10-23,47.4548
2017-10-24,47.4548
2017-10-25,47.4548
2017-10-26,47.4548
2017-10-27,47.4548
2017-10-28,47.4548
2017-10-29,47.4548
2017-10-30,47.4548
2017-10-31,47.4548
2017-11-01,47.4548
2017-11-02,47.4548
2017-11-03,47.4548
2017-11-04,47.4548
2017-11-05,47.4548
2017-11-06,47.4548
2017-11-07,47.4548
2017-11-08,47.4548
2017-11-09,47.4548
2017-11-10,47.4548
2017-11-11,47.4548
2017-11-12,47.4548
2017-11-13,47.4548
2017-11-14,47.4548
2017-11-15,47.4548
2017-11-16,47.4548
2017-11-17,47.4548
2017-11-18,47.4548
2017-11-19,47.4548
2017-11-20,47.4548
2017-11-21,47.4548
2017-11-22,47.4548
2017-11-23,47.4548
2017-11-24,47.4548
2017-11-25,47.4548
2017-11-26,47.4548
2017-11-27,47.4548
2017-11-28,47.4548
2017-11-29,47.4548
2017-11-30,47.4548
2017-12-01,47.4548
2017-12-02,47.4548
2017-12-03,47.4548
2017-12-04,47.4548
2017-12-05,47.4548
2017-12-06,47.4548
2017-12-07,47.4548
2017-12-08,47.4548
2017-12-09,47.4548
2017-12-10,47.4548
2017-12-11,47.4548
2017-12-12,47.4548
2017-12-13,47.4548
2017-12-14,47.4548
2017-12-15,47.4548
2017-12-16,47.4548
2017-12-17,47.4548
2017-12-18,47.4548
2017-12-19,47.4548
2017-12-20,47.4548
2017-12-21,47.4548
2017-12-22,47.4548
2017-12-23,47.4548
2017-12-24,47.4548
2017-12-25,47.4548
2017-12-26,47.4548
2017-12-27,47.4548
2017-12-28,47.4548
2017-12-29,47.4548
2017-12-30,47.4548
2017-12-31,58.5079
2018-01-01,58.5079
2018-01-02,58.5079
2018-01-03,58.5079
2018-01-04,58.5079
2018-01-05,58.5079
2018-01-06,58.5079
2018-01-07,58.5079
2018-01-08,58.5079
2018-01-09,58.5079
2018-01-10,58.5079
2018-01-11,58.5079
2018-01-12,58.5079
2018-01-13,58.5079
2018-01-14,58.5079
2018-01-15,58.5079
2018-01-16,58.5079
2018-01-17,58.5079
2018-01-18,58.5079
2018-01-19,58.5079
2018-01-20,58.5079
2018-01-21,58.5079
2018-01-22,58.5079
2018-01-23,58.5079
2018-01-24,58.5079
2018-01-25,58.5079
2018-01-26,58.5079
2018-01-27,58.5079
2018-01-28,58.5079
2018-01-29,58.5079
2018-01-30,58.5079
2018-01-31,58.5079
2018-02-01,58.5079
2018-02-02,58.5079
2018-02-03,58.5079
2018-02-04,58.5079
2018-02-05,58.5079
2018-02-06,58.5079
2018-02-07,58.5079
2018-02-08,58.5079
2018-02-09,58.5079
2018-02-10,58.5079
2018-02-11,58.5079
2018-02-12,58.5079
2018-02-13,58.5079
2018-02-14,58.5079
2018-02-15,58.5079
2018-02-16,58.5079
2018-02-17,58.5079
2018-02-18,58.5079
2018-02-19,58.5079
2018-02-20,58.5079
2018-02-21,58.5079
2018-02-22,58.5079
2018-02-23,58.5079
2018-02-24,58.5079
2018-02-25,58.5079
2018-02-26,58.5079
2018-02-27,58.5079
2018-02-28,58.5079
2018-03-01,58.5079
2018-03-02,58.5079
2018-03-03,58.5079
2018-03-04,58.5079
2018-03-05,58.5079
2018-03-06,58.5079
2018-03-07,58.5079
2018-03-08,58.5079
2018-03-09,58.5079
2018-03-10,58.5079
2018-03-11,58.5079
2018-03-12,58.5079
2018-03-13,58.5079
2018-03-14,58.5079
2018-03-15,58.5079
2018-03-16,58.5079
2018-03-17,58.5079
2018-03-18,58.5079
2018-03-19,58.5079
2018-03-20,58.5079
2018-03-21,58.5079
2018-03-22,58.5079
2018-03-23,58.5079
2018-03-24,58.5079
2018-03-25,58.5079
2018-03-26,58.5079
2018-03-27,58.5079
2018-03-28,58.5079
2018-03-29,58.5079
2018-03-30,58.5079
2018-03-31,58.5079
2018-04-01,58.5079
2018-04-02,58.5079
2018-04-03,58.5079
2018-04-04,58.5079
2018-04-05,58.5079
2018-04-06,58.5079
2018-04-07,58.5079
2018-04-08,58.5079
2018-04-09,58.5079
2018-04-10,58.5079
2018-04-11,58.5079
2018-04-12,58.5079
2018-04-13,58.5079
2018-04-14,58.5079
2018-04-15,58.5079
2018-04-16,58.5079
2018-04-17,58.5079
2018-04-18,58.5079
2018-04-19,58.5079
2018-04-20,58.5079
2018-04-21,58.5079
2018-04-22,58.5079
2018-04-23,58.5079
2018-04-24,58.5079
2018-04-25,58.5079
2018-04-26,58.5079
2018-04-27,58.5079
2018-04-28,58.5079
2018-04-29,58.5079
2018-04-30,58.5079
2018-05-01,58.5079
2018-05-02,58.5079
2018-05-03,58.5079
2018-05-04,58.5079
2018-05-05,58.5079
2018-05-06,58.5079
2018-05-07,58.5079
2018-05-08,58.5079
2018-05-09,58.5079
2018-05-10,58.5079
2018-05-11,58.5079
2018-05-12,58.5079
2018-05-13,58.5079
2018-05-14,58.5079
2018-05-15,58.5079
2018-05-16,58.5079
2018-05-17,58.5079
2018-05-18,58.5079
2018-05-19,58.5079
2018-05-20,58.5079
2018-05-21,58.5079
2018-05-22,58.5079
2018-05-23,58.5079
2018-05-24,58.5079
2018-05-25,58.5079
2018-05-26,58.5079
2018-05-27,58.5079
2018-05-28,58.5079
2018-05-29,58.5079
2018-05-30,58.5079
2018-05-31,58.5079
2018-06-01,58.5079
2018-06-02,58.5079
2018-06-03,58.5079
2018-06-04,58.5079
2018-06-05,58.5079
2018-06-06,58.5079
2018-06-07,58.5079
2018-06-08,58.5079
2018-06-09,58.5079
2018-06-10,58.5079
2018-06-11,58.5079
2018-06-12,58.5079
2018-06-13,58.5079
2018-06-14,58.5079
2018-06-15,58.5079
2018-06-16,58.5079
2018-06-17,58.5079
2018-06-18,58.5079
2018-06-19,58.5079
2018-06-20,58.5079
2018-06-21,58.5079
2018-06-22,58.5079
2018-06-23,58.5079
2018-06-24,58.5079
2018-06-25,58.5079
2018-06-26,58.5079
2018-06-27,58.5079
2018-06-28,58.5079
2018-06-29,58.5079
2018-06-30,52.9267
2018-07-01,52.9267
2018-07-02,52.9267
2018-07-03,52.9267
2018-07-04,52.9267
2018-07-05,52.9267
2018-07-06,52.9267
2018-07-07,52.9267
2018-07-08,52.9267
2018-07-09,52.9267
2018-07-10,52.9267
2018-07-11,52.9267
2018-07-12,52.9267
2018-07-13,52.9267
2018-07-14,52.9267
2018-07-15,52.9267
2018-07-16,52.9267
2018-07-17,52.9267
2018-07-18,52.9267
2018-07-19,52.9267
2018-07-20,52.9267
2018-07-21,52.9267
2018-07-22,52.9267
2018-07-23,52.9267
2018-07-24,52.9267
2018-07-25,52.9267
2018-07-26,52.9267
2018-07-27,52.9267
2018-07-28,52.9267
2018-07-29,52.9267
2018-07-30,52.9267
2018-07-31,52.9267
2018-08-01,52.9267
2018-08-02,52.9267
2018-08-03,52.9267
2018-08-04,52.9267
2018-08-05,52.9267
2018-08-06,52.9267
2018-08-07,52.9267
2018-08-08,52.9267
2018-08-09,52.9267
2018-08-10,52.9267
2018-08-11,52.9267
2018-08-12,52.9267
2018-08-13,52.9267
2018-08-14,52.9267
2018-08-15,52.9267
2018-08-16,52.9267
2018-08-17,52.9267
2018-08-18,52.9267
2018-08-19,52.9267
2018-08-20,52.9267
2018-08-21,52.9267
2018-08-22,52.9267
2018-08-23,52.9267
2018-08-24,52.9267
2018-08-25,52.9267
2018-08-26,52.9267
2018-08-27,52.9267
2018-08-28,52.9267
2018-08-29,52.9267
2018-08-30,52.9267
2018-08-31,52.9267
2018-09-01,52.9267
2018-09-02,52.9267
2018-09-03,52.9267
2018-09-04,52.9267
2018-09-05,52.9267
2018-09-06,52.9267
2018-09-07,52.9267
2018-09-08,52.9267
2018-09-09,52.9267
2018-09-10,52.9267
2018-09-11,52.9267
2018-09-12,52.9267
2018-09-13,52.9267
2018-09-14,52.9267
2018-09-15,52.9267
2018-09-16,52.9267
2018-09-17,52.9267
2018-09-18,52.9267
2018-09-19,52.9267
2018-09-20,52.9267
2018-09-21,52.9267
2018-09-22,52.9267
2018-09-23,52.9267
2018-09-24,52.9267
2018-09-25,52.9267
2018-09-26,52.9267
2018-09-27,52.9267
2018-09-28,52.9267
2018-09-29,52.9267
2018-09-30,52.9267
2018-10-01,52.9267
2018-10-02,52.9267
2018-10-03,52.9267
2018-10-04,52.9267
2018-10-05,52.9267
2018-10-06,52.9267
2018-10-07,52.9267
2018-10-08,52.9267
2018-10-09,52.9267
2018-10-10,52.9267
2018-10-11,52.9267
2018-10-12,52.9267
2018-10-13,52.9267
2018-10-14,52.9267
2018-10-15,52.9267
2018-10-16,52.9267
2018-10-17,52.9267
2018-10-18,52.9267
2018-10-19,52.9267
2018-10-20,52.9267
2018-10-21,52.9267
2018-10-22,52.9267
2018-10-23,52.9267
2018-10-24,52.9267
2018-10-25,52.9267
2018-10-26,52.9267
2018-10-27,52.9267
2018-10-28,52.9267
2018-10-29,52.9267
2018-10-30,52.9267
2018-10-31,52.9267
2018-11-01,52.9267
2018-11-02,52.9267
2018-11-03,52.9267
2018-11-04,52.9267
2018-11-05,52.9267
2018-11-06,52.9267
2018-11-07,52.9267
2018-11-08,52.9267
2018-11-09,52.9267
2018-11-10,52.9267
2018-11-11,52.9267
2018-11-12,52.9267
2018-11-13,52.9267
2018-11-14,52.9267
2018-11-15,52.9267
2018-11-16,52.9267
2018-11-17,52.9267
2018-11-18,52.9267
2018-11-19,52.9267
2018-11-20,52.9267
2018-11-21,52.9267
2018-11-22,52.9267
2018-11-23,52.9267
2018-11-24,52.9267
2018-11-25,52.9267
2018-11-26,52.9267
2018-11-27,52.9267
2018-11-28,52.9267
2018-11-29,52.9267
2018-11-30,52.9267
2018-12-01,52.9267
2018-12-02,52.9267
2018-12-03,52.9267
2018-12-04,52.9267
2018-12-05,52.9267
2018-12-06,52.9267
2018-12-07,52.9267
2018-12-08,52.9267
2018-12-09,52.9267
2018-12-10,52.9267
2018-12-11,52.9267
2018-12-12,52.9267
2018-12-13,52.9267
2018-12-14,52.9267
2018-12-15,52.9267
2018-12-16,52.9267
2018-12-17,52.9267
2018-12-18,52.9267
2018-12-19,52.9267
2018-12-20,52.9267
2018-12-21,52.9267
2018-12-22,52.9267
2018-12-23,52.9267
2018-12-24,52.9267
2018-12-25,52.9267
2018-12-26,52.9267
2018-12-27,52.9267
2018-12-28,52.9267
2018-12-29,52.9267
2018-12-30,52.9267
2018-12-31,49.8778
2019-01-01,49.8778
2019-01-02,49.8778
2019-01-03,49.8778
2019-01-04,49.8778
2019-01-05,49.8778
2019-01-06,49.8778
2019-01-07,49.8778
2019-01-08,49.8778
2019-01-09,49.8778
2019-01-10,49.8778
2019-01-11,49.8778
2019-01-12,49.8778
2019-01-13,49.8778
2019-01-14,49.8778
2019-01-15,49.8778
2019-01-16,49.8778
2019-01-17,49.8778
2019-01-18,49.8778
2019-01-19,49.8778
2019-01-20,49.8778
2019-01-21,49.8778
2019-01-22,49.8778
2019-01-23,49.8778
2019-01-24,49.8778
2019-01-25,49.8778
2019-01-26,49.8778
2019-01-27,49.8778
2019-01-28,49.8778
2019-01-29,49.8778
2019-01-30,49.8778
2019-01-31,49.8778
2019-02-01,49.8778
2019-02-02,49.8778
2019-02-03,49.8778
2019-02-04,49.8778
2019-02-05,49.8778
2019-02-06,49.8778
2019-02-07,49.8778
2019-02-08,49.8778
2019-02-09,49.8778
2019-02-10,49.8778
2019-02-11,49.8778
2019-02-12,49.8778
2019-02-13,49.8778
2019-02-14,49.8778
2019-02-15,49.8778
2019-02-16,49.8778
2019-02-17,49.8778
2019-02-18,49.8778
2019-02-19,49.8778
2019-02-20,49.8778
2019-02-21,49.8778
2019-02-22,49.8778
2019-02-23,49.8778
2019-02-24,49.8778
2019-02-25,49.8778
2019-02-26,49.8778
2019-02-27,49.8778
2019-02-28,49.8778
2019-03-01,49.8778
2019-03-02,49.8778
2019-03-03,49.8778
2019-03-04,49.8778
2019-03-05,49.8778
2019-03-06,49.8778
2019-03-07,49.8778
2019-03-08,49.8778
2019-03-09,49.8778
2019-03-10,49.8778
2019-03-11,49.8778
2019-03-12,49.8778
2019-03-13,49.8778
2019-03-14,49.8778
2019-03-15,49.8778
2019-03-16,49.8778
2019-03-17,49.8778
2019-03-18,49.8778
2019-03-19,49.8778
2019-03-20,49.8778
2019-03-21,49.8778
2019-03-22,49.8778
2019-03-23,49.8778
2019-03-24,49.8778
2019-03-25,49.8778
2019-03-26,49.8778
2019-03-27,49.8778
2019-03-28,49.8778
2019-03-29,49.8778
2019-03-30,49.8778
2019-03-31,49.8778
2019-04-01,49.8778
2019-04-02,49.8778
2019-04-03,49.8778
2019-04-04,49.8778
2019-04-05,49.8778
2019-04-06,49.8778
2019-04-07,49.8778
2019-04-08,49.8778
2019-04-09,49.8778
2019-04-10,49.8778
2019-04-11,49.8778
2019-04-12,49.8778
2019-04-13,49.8778
2019-04-14,49.8778
2019-04-15,49.8778
2019-04-16,49.8778
2019-04-17,49.8778
2019-04-18,49.8778
2019-04-19,49.8778
2019-04-20,49.8778
2019-04-21,49.8778
2019-04-22,49.8778
2019-04-23,49.8778
2019-04-24,49.8778
2019-04-25,49.8778
2019-04-26,49.8778
2019-04-27,49.8778
2019-04-28,49.8778
2019-04-29,49.8778
2019-04-30,49.8778
2019-05-01,49.8778
2019-05-02,49.8778
2019-05-03,49.8778
2019-05-04,49.8778
2019-05-05,49.8778
2019-05-06,49.8778
2019-05-07,49.8778
2019-05-08,49.8778
2019-05-09,49.8778
2019-05-10,49.8778
2019-05-11,49.8778
