,DNLM LN Equity
2010-12-15,48.2125
2010-12-16,48.2125
2010-12-17,48.2125
2010-12-18,48.2125
2010-12-19,48.2125
2010-12-20,48.2125
2010-12-21,48.2125
2010-12-22,48.2125
2010-12-23,48.2125
2010-12-24,48.2125
2010-12-25,48.2125
2010-12-26,48.2125
2010-12-27,48.2125
2010-12-28,48.2125
2010-12-29,48.2125
2010-12-30,48.2125
2010-12-31,48.2125
2011-01-01,41.0728
2011-01-02,41.0728
2011-01-03,41.0728
2011-01-04,41.0728
2011-01-05,41.0728
2011-01-06,41.0728
2011-01-07,41.0728
2011-01-08,41.0728
2011-01-09,41.0728
2011-01-10,41.0728
2011-01-11,41.0728
2011-01-12,41.0728
2011-01-13,41.0728
2011-01-14,41.0728
2011-01-15,41.0728
2011-01-16,41.0728
2011-01-17,41.0728
2011-01-18,41.0728
2011-01-19,41.0728
2011-01-20,41.0728
2011-01-21,41.0728
2011-01-22,41.0728
2011-01-23,41.0728
2011-01-24,41.0728
2011-01-25,41.0728
2011-01-26,41.0728
2011-01-27,41.0728
2011-01-28,41.0728
2011-01-29,41.0728
2011-01-30,41.0728
2011-01-31,41.0728
2011-02-01,41.0728
2011-02-02,41.0728
2011-02-03,41.0728
2011-02-04,41.0728
2011-02-05,41.0728
2011-02-06,41.0728
2011-02-07,41.0728
2011-02-08,41.0728
2011-02-09,41.0728
2011-02-10,41.0728
2011-02-11,41.0728
2011-02-12,41.0728
2011-02-13,41.0728
2011-02-14,41.0728
2011-02-15,41.0728
2011-02-16,41.0728
2011-02-17,41.0728
2011-02-18,41.0728
2011-02-19,41.0728
2011-02-20,41.0728
2011-02-21,41.0728
2011-02-22,41.0728
2011-02-23,41.0728
2011-02-24,41.0728
2011-02-25,41.0728
2011-02-26,41.0728
2011-02-27,41.0728
2011-02-28,41.0728
2011-03-01,41.0728
2011-03-02,41.0728
2011-03-03,41.0728
2011-03-04,41.0728
2011-03-05,41.0728
2011-03-06,41.0728
2011-03-07,41.0728
2011-03-08,41.0728
2011-03-09,41.0728
2011-03-10,41.0728
2011-03-11,41.0728
2011-03-12,41.0728
2011-03-13,41.0728
2011-03-14,41.0728
2011-03-15,41.0728
2011-03-16,41.0728
2011-03-17,41.0728
2011-03-18,41.0728
2011-03-19,41.0728
2011-03-20,41.0728
2011-03-21,41.0728
2011-03-22,41.0728
2011-03-23,41.0728
2011-03-24,41.0728
2011-03-25,41.0728
2011-03-26,41.0728
2011-03-27,41.0728
2011-03-28,41.0728
2011-03-29,41.0728
2011-03-30,41.0728
2011-03-31,41.0728
2011-04-01,41.0728
2011-04-02,41.0728
2011-04-03,41.0728
2011-04-04,41.0728
2011-04-05,41.0728
2011-04-06,41.0728
2011-04-07,41.0728
2011-04-08,41.0728
2011-04-09,41.0728
2011-04-10,41.0728
2011-04-11,41.0728
2011-04-12,41.0728
2011-04-13,41.0728
2011-04-14,41.0728
2011-04-15,41.0728
2011-04-16,41.0728
2011-04-17,41.0728
2011-04-18,41.0728
2011-04-19,41.0728
2011-04-20,41.0728
2011-04-21,41.0728
2011-04-22,41.0728
2011-04-23,41.0728
2011-04-24,41.0728
2011-04-25,41.0728
2011-04-26,41.0728
2011-04-27,41.0728
2011-04-28,41.0728
2011-04-29,41.0728
2011-04-30,41.0728
2011-05-01,41.0728
2011-05-02,41.0728
2011-05-03,41.0728
2011-05-04,41.0728
2011-05-05,41.0728
2011-05-06,41.0728
2011-05-07,41.0728
2011-05-08,41.0728
2011-05-09,41.0728
2011-05-10,41.0728
2011-05-11,41.0728
2011-05-12,41.0728
2011-05-13,41.0728
2011-05-14,41.0728
2011-05-15,41.0728
2011-05-16,41.0728
2011-05-17,41.0728
2011-05-18,41.0728
2011-05-19,41.0728
2011-05-20,41.0728
2011-05-21,41.0728
2011-05-22,41.0728
2011-05-23,41.0728
2011-05-24,41.0728
2011-05-25,41.0728
2011-05-26,41.0728
2011-05-27,41.0728
2011-05-28,41.0728
2011-05-29,41.0728
2011-05-30,41.0728
2011-05-31,41.0728
2011-06-01,41.0728
2011-06-02,41.0728
2011-06-03,41.0728
2011-06-04,41.0728
2011-06-05,41.0728
2011-06-06,41.0728
2011-06-07,41.0728
2011-06-08,41.0728
2011-06-09,41.0728
2011-06-10,41.0728
2011-06-11,41.0728
2011-06-12,41.0728
2011-06-13,41.0728
2011-06-14,41.0728
2011-06-15,41.0728
2011-06-16,41.0728
2011-06-17,41.0728
2011-06-18,41.0728
2011-06-19,41.0728
2011-06-20,41.0728
2011-06-21,41.0728
2011-06-22,41.0728
2011-06-23,41.0728
2011-06-24,41.0728
2011-06-25,41.0728
2011-06-26,41.0728
2011-06-27,41.0728
2011-06-28,41.0728
2011-06-29,41.0728
2011-06-30,41.0728
2011-07-01,41.0728
2011-07-02,44.3377
2011-07-03,44.3377
2011-07-04,44.3377
2011-07-05,44.3377
2011-07-06,44.3377
2011-07-07,44.3377
2011-07-08,44.3377
2011-07-09,44.3377
2011-07-10,44.3377
2011-07-11,44.3377
2011-07-12,44.3377
2011-07-13,44.3377
2011-07-14,44.3377
2011-07-15,44.3377
2011-07-16,44.3377
2011-07-17,44.3377
2011-07-18,44.3377
2011-07-19,44.3377
2011-07-20,44.3377
2011-07-21,44.3377
2011-07-22,44.3377
2011-07-23,44.3377
2011-07-24,44.3377
2011-07-25,44.3377
2011-07-26,44.3377
2011-07-27,44.3377
2011-07-28,44.3377
2011-07-29,44.3377
2011-07-30,44.3377
2011-07-31,44.3377
2011-08-01,44.3377
2011-08-02,44.3377
2011-08-03,44.3377
2011-08-04,44.3377
2011-08-05,44.3377
2011-08-06,44.3377
2011-08-07,44.3377
2011-08-08,44.3377
2011-08-09,44.3377
2011-08-10,44.3377
2011-08-11,44.3377
2011-08-12,44.3377
2011-08-13,44.3377
2011-08-14,44.3377
2011-08-15,44.3377
2011-08-16,44.3377
2011-08-17,44.3377
2011-08-18,44.3377
2011-08-19,44.3377
2011-08-20,44.3377
2011-08-21,44.3377
2011-08-22,44.3377
2011-08-23,44.3377
2011-08-24,44.3377
2011-08-25,44.3377
2011-08-26,44.3377
2011-08-27,44.3377
2011-08-28,44.3377
2011-08-29,44.3377
2011-08-30,44.3377
2011-08-31,44.3377
2011-09-01,44.3377
2011-09-02,44.3377
2011-09-03,44.3377
2011-09-04,44.3377
2011-09-05,44.3377
2011-09-06,44.3377
2011-09-07,44.3377
2011-09-08,44.3377
2011-09-09,44.3377
2011-09-10,44.3377
2011-09-11,44.3377
2011-09-12,44.3377
2011-09-13,44.3377
2011-09-14,44.3377
2011-09-15,44.3377
2011-09-16,44.3377
2011-09-17,44.3377
2011-09-18,44.3377
2011-09-19,44.3377
2011-09-20,44.3377
2011-09-21,44.3377
2011-09-22,44.3377
2011-09-23,44.3377
2011-09-24,44.3377
2011-09-25,44.3377
2011-09-26,44.3377
2011-09-27,44.3377
2011-09-28,44.3377
2011-09-29,44.3377
2011-09-30,44.3377
2011-10-01,44.3377
2011-10-02,44.3377
2011-10-03,44.3377
2011-10-04,44.3377
2011-10-05,44.3377
2011-10-06,44.3377
2011-10-07,44.3377
2011-10-08,44.3377
2011-10-09,44.3377
2011-10-10,44.3377
2011-10-11,44.3377
2011-10-12,44.3377
2011-10-13,44.3377
2011-10-14,44.3377
2011-10-15,44.3377
2011-10-16,44.3377
2011-10-17,44.3377
2011-10-18,44.3377
2011-10-19,44.3377
2011-10-20,44.3377
2011-10-21,44.3377
2011-10-22,44.3377
2011-10-23,44.3377
2011-10-24,44.3377
2011-10-25,44.3377
2011-10-26,44.3377
2011-10-27,44.3377
2011-10-28,44.3377
2011-10-29,44.3377
2011-10-30,44.3377
2011-10-31,44.3377
2011-11-01,44.3377
2011-11-02,44.3377
2011-11-03,44.3377
2011-11-04,44.3377
2011-11-05,44.3377
2011-11-06,44.3377
2011-11-07,44.3377
2011-11-08,44.3377
2011-11-09,44.3377
2011-11-10,44.3377
2011-11-11,44.3377
2011-11-12,44.3377
2011-11-13,44.3377
2011-11-14,44.3377
2011-11-15,44.3377
2011-11-16,44.3377
2011-11-17,44.3377
2011-11-18,44.3377
2011-11-19,44.3377
2011-11-20,44.3377
2011-11-21,44.3377
2011-11-22,44.3377
2011-11-23,44.3377
2011-11-24,44.3377
2011-11-25,44.3377
2011-11-26,44.3377
2011-11-27,44.3377
2011-11-28,44.3377
2011-11-29,44.3377
2011-11-30,44.3377
2011-12-01,44.3377
2011-12-02,44.3377
2011-12-03,44.3377
2011-12-04,44.3377
2011-12-05,44.3377
2011-12-06,44.3377
2011-12-07,44.3377
2011-12-08,44.3377
2011-12-09,44.3377
2011-12-10,44.3377
2011-12-11,44.3377
2011-12-12,44.3377
2011-12-13,44.3377
2011-12-14,44.3377
2011-12-15,44.3377
2011-12-16,44.3377
2011-12-17,44.3377
2011-12-18,44.3377
2011-12-19,44.3377
2011-12-20,44.3377
2011-12-21,44.3377
2011-12-22,44.3377
2011-12-23,44.3377
2011-12-24,44.3377
2011-12-25,44.3377
2011-12-26,44.3377
2011-12-27,44.3377
2011-12-28,44.3377
2011-12-29,44.3377
2011-12-30,44.3377
2011-12-31,39.4736
2012-01-01,39.4736
2012-01-02,39.4736
2012-01-03,39.4736
2012-01-04,39.4736
2012-01-05,39.4736
2012-01-06,39.4736
2012-01-07,39.4736
2012-01-08,39.4736
2012-01-09,39.4736
2012-01-10,39.4736
2012-01-11,39.4736
2012-01-12,39.4736
2012-01-13,39.4736
2012-01-14,39.4736
2012-01-15,39.4736
2012-01-16,39.4736
2012-01-17,39.4736
2012-01-18,39.4736
2012-01-19,39.4736
2012-01-20,39.4736
2012-01-21,39.4736
2012-01-22,39.4736
2012-01-23,39.4736
2012-01-24,39.4736
2012-01-25,39.4736
2012-01-26,39.4736
2012-01-27,39.4736
2012-01-28,39.4736
2012-01-29,39.4736
2012-01-30,39.4736
2012-01-31,39.4736
2012-02-01,39.4736
2012-02-02,39.4736
2012-02-03,39.4736
2012-02-04,39.4736
2012-02-05,39.4736
2012-02-06,39.4736
2012-02-07,39.4736
2012-02-08,39.4736
2012-02-09,39.4736
2012-02-10,39.4736
2012-02-11,39.4736
2012-02-12,39.4736
2012-02-13,39.4736
2012-02-14,39.4736
2012-02-15,39.4736
2012-02-16,39.4736
2012-02-17,39.4736
2012-02-18,39.4736
2012-02-19,39.4736
2012-02-20,39.4736
2012-02-21,39.4736
2012-02-22,39.4736
2012-02-23,39.4736
2012-02-24,39.4736
2012-02-25,39.4736
2012-02-26,39.4736
2012-02-27,39.4736
2012-02-28,39.4736
2012-02-29,39.4736
2012-03-01,39.4736
2012-03-02,39.4736
2012-03-03,39.4736
2012-03-04,39.4736
2012-03-05,39.4736
2012-03-06,39.4736
2012-03-07,39.4736
2012-03-08,39.4736
2012-03-09,39.4736
2012-03-10,39.4736
2012-03-11,39.4736
2012-03-12,39.4736
2012-03-13,39.4736
2012-03-14,39.4736
2012-03-15,39.4736
2012-03-16,39.4736
2012-03-17,39.4736
2012-03-18,39.4736
2012-03-19,39.4736
2012-03-20,39.4736
2012-03-21,39.4736
2012-03-22,39.4736
2012-03-23,39.4736
2012-03-24,39.4736
2012-03-25,39.4736
2012-03-26,39.4736
2012-03-27,39.4736
2012-03-28,39.4736
2012-03-29,39.4736
2012-03-30,39.4736
2012-03-31,39.4736
2012-04-01,39.4736
2012-04-02,39.4736
2012-04-03,39.4736
2012-04-04,39.4736
2012-04-05,39.4736
2012-04-06,39.4736
2012-04-07,39.4736
2012-04-08,39.4736
2012-04-09,39.4736
2012-04-10,39.4736
2012-04-11,39.4736
2012-04-12,39.4736
2012-04-13,39.4736
2012-04-14,39.4736
2012-04-15,39.4736
2012-04-16,39.4736
2012-04-17,39.4736
2012-04-18,39.4736
2012-04-19,39.4736
2012-04-20,39.4736
2012-04-21,39.4736
2012-04-22,39.4736
2012-04-23,39.4736
2012-04-24,39.4736
2012-04-25,39.4736
2012-04-26,39.4736
2012-04-27,39.4736
2012-04-28,39.4736
2012-04-29,39.4736
2012-04-30,39.4736
2012-05-01,39.4736
2012-05-02,39.4736
2012-05-03,39.4736
2012-05-04,39.4736
2012-05-05,39.4736
2012-05-06,39.4736
2012-05-07,39.4736
2012-05-08,39.4736
2012-05-09,39.4736
2012-05-10,39.4736
2012-05-11,39.4736
2012-05-12,39.4736
2012-05-13,39.4736
2012-05-14,39.4736
2012-05-15,39.4736
2012-05-16,39.4736
2012-05-17,39.4736
2012-05-18,39.4736
2012-05-19,39.4736
2012-05-20,39.4736
2012-05-21,39.4736
2012-05-22,39.4736
2012-05-23,39.4736
2012-05-24,39.4736
2012-05-25,39.4736
2012-05-26,39.4736
2012-05-27,39.4736
2012-05-28,39.4736
2012-05-29,39.4736
2012-05-30,39.4736
2012-05-31,39.4736
2012-06-01,39.4736
2012-06-02,39.4736
2012-06-03,39.4736
2012-06-04,39.4736
2012-06-05,39.4736
2012-06-06,39.4736
2012-06-07,39.4736
2012-06-08,39.4736
2012-06-09,39.4736
2012-06-10,39.4736
2012-06-11,39.4736
2012-06-12,39.4736
2012-06-13,39.4736
2012-06-14,39.4736
2012-06-15,39.4736
2012-06-16,39.4736
2012-06-17,39.4736
2012-06-18,39.4736
2012-06-19,39.4736
2012-06-20,39.4736
2012-06-21,39.4736
2012-06-22,39.4736
2012-06-23,39.4736
2012-06-24,39.4736
2012-06-25,39.4736
2012-06-26,39.4736
2012-06-27,39.4736
2012-06-28,39.4736
2012-06-29,39.4736
2012-06-30,39.1068
2012-07-01,39.1068
2012-07-02,39.1068
2012-07-03,39.1068
2012-07-04,39.1068
2012-07-05,39.1068
2012-07-06,39.1068
2012-07-07,39.1068
2012-07-08,39.1068
2012-07-09,39.1068
2012-07-10,39.1068
2012-07-11,39.1068
2012-07-12,39.1068
2012-07-13,39.1068
2012-07-14,39.1068
2012-07-15,39.1068
2012-07-16,39.1068
2012-07-17,39.1068
2012-07-18,39.1068
2012-07-19,39.1068
2012-07-20,39.1068
2012-07-21,39.1068
2012-07-22,39.1068
2012-07-23,39.1068
2012-07-24,39.1068
2012-07-25,39.1068
2012-07-26,39.1068
2012-07-27,39.1068
2012-07-28,39.1068
2012-07-29,39.1068
2012-07-30,39.1068
2012-07-31,39.1068
2012-08-01,39.1068
2012-08-02,39.1068
2012-08-03,39.1068
2012-08-04,39.1068
2012-08-05,39.1068
2012-08-06,39.1068
2012-08-07,39.1068
2012-08-08,39.1068
2012-08-09,39.1068
2012-08-10,39.1068
2012-08-11,39.1068
2012-08-12,39.1068
2012-08-13,39.1068
2012-08-14,39.1068
2012-08-15,39.1068
2012-08-16,39.1068
2012-08-17,39.1068
2012-08-18,39.1068
2012-08-19,39.1068
2012-08-20,39.1068
2012-08-21,39.1068
2012-08-22,39.1068
2012-08-23,39.1068
2012-08-24,39.1068
2012-08-25,39.1068
2012-08-26,39.1068
2012-08-27,39.1068
2012-08-28,39.1068
2012-08-29,39.1068
2012-08-30,39.1068
2012-08-31,39.1068
2012-09-01,39.1068
2012-09-02,39.1068
2012-09-03,39.1068
2012-09-04,39.1068
2012-09-05,39.1068
2012-09-06,39.1068
2012-09-07,39.1068
2012-09-08,39.1068
2012-09-09,39.1068
2012-09-10,39.1068
2012-09-11,39.1068
2012-09-12,39.1068
2012-09-13,39.1068
2012-09-14,39.1068
2012-09-15,39.1068
2012-09-16,39.1068
2012-09-17,39.1068
2012-09-18,39.1068
2012-09-19,39.1068
2012-09-20,39.1068
2012-09-21,39.1068
2012-09-22,39.1068
2012-09-23,39.1068
2012-09-24,39.1068
2012-09-25,39.1068
2012-09-26,39.1068
2012-09-27,39.1068
2012-09-28,39.1068
2012-09-29,39.1068
2012-09-30,39.1068
2012-10-01,39.1068
2012-10-02,39.1068
2012-10-03,39.1068
2012-10-04,39.1068
2012-10-05,39.1068
2012-10-06,39.1068
2012-10-07,39.1068
2012-10-08,39.1068
2012-10-09,39.1068
2012-10-10,39.1068
2012-10-11,39.1068
2012-10-12,39.1068
2012-10-13,39.1068
2012-10-14,39.1068
2012-10-15,39.1068
2012-10-16,39.1068
2012-10-17,39.1068
2012-10-18,39.1068
2012-10-19,39.1068
2012-10-20,39.1068
2012-10-21,39.1068
2012-10-22,39.1068
2012-10-23,39.1068
2012-10-24,39.1068
2012-10-25,39.1068
2012-10-26,39.1068
2012-10-27,39.1068
2012-10-28,39.1068
2012-10-29,39.1068
2012-10-30,39.1068
2012-10-31,39.1068
2012-11-01,39.1068
2012-11-02,39.1068
2012-11-03,39.1068
2012-11-04,39.1068
2012-11-05,39.1068
2012-11-06,39.1068
2012-11-07,39.1068
2012-11-08,39.1068
2012-11-09,39.1068
2012-11-10,39.1068
2012-11-11,39.1068
2012-11-12,39.1068
2012-11-13,39.1068
2012-11-14,39.1068
2012-11-15,39.1068
2012-11-16,39.1068
2012-11-17,39.1068
2012-11-18,39.1068
2012-11-19,39.1068
2012-11-20,39.1068
2012-11-21,39.1068
2012-11-22,39.1068
2012-11-23,39.1068
2012-11-24,39.1068
2012-11-25,39.1068
2012-11-26,39.1068
2012-11-27,39.1068
2012-11-28,39.1068
2012-11-29,39.1068
2012-11-30,39.1068
2012-12-01,39.1068
2012-12-02,39.1068
2012-12-03,39.1068
2012-12-04,39.1068
2012-12-05,39.1068
2012-12-06,39.1068
2012-12-07,39.1068
2012-12-08,39.1068
2012-12-09,39.1068
2012-12-10,39.1068
2012-12-11,39.1068
2012-12-12,39.1068
2012-12-13,39.1068
2012-12-14,39.1068
2012-12-15,39.1068
2012-12-16,39.1068
2012-12-17,39.1068
2012-12-18,39.1068
2012-12-19,39.1068
2012-12-20,39.1068
2012-12-21,39.1068
2012-12-22,39.1068
2012-12-23,39.1068
2012-12-24,39.1068
2012-12-25,39.1068
2012-12-26,39.1068
2012-12-27,39.1068
2012-12-28,39.1068
2012-12-29,44.9645
2012-12-30,44.9645
2012-12-31,44.9645
2013-01-01,44.9645
2013-01-02,44.9645
2013-01-03,44.9645
2013-01-04,44.9645
2013-01-05,44.9645
2013-01-06,44.9645
2013-01-07,44.9645
2013-01-08,44.9645
2013-01-09,44.9645
2013-01-10,44.9645
2013-01-11,44.9645
2013-01-12,44.9645
2013-01-13,44.9645
2013-01-14,44.9645
2013-01-15,44.9645
2013-01-16,44.9645
2013-01-17,44.9645
2013-01-18,44.9645
2013-01-19,44.9645
2013-01-20,44.9645
2013-01-21,44.9645
2013-01-22,44.9645
2013-01-23,44.9645
2013-01-24,44.9645
2013-01-25,44.9645
2013-01-26,44.9645
2013-01-27,44.9645
2013-01-28,44.9645
2013-01-29,44.9645
2013-01-30,44.9645
2013-01-31,44.9645
2013-02-01,44.9645
2013-02-02,44.9645
2013-02-03,44.9645
2013-02-04,44.9645
2013-02-05,44.9645
2013-02-06,44.9645
2013-02-07,44.9645
2013-02-08,44.9645
2013-02-09,44.9645
2013-02-10,44.9645
2013-02-11,44.9645
2013-02-12,44.9645
2013-02-13,44.9645
2013-02-14,44.9645
2013-02-15,44.9645
2013-02-16,44.9645
2013-02-17,44.9645
2013-02-18,44.9645
2013-02-19,44.9645
2013-02-20,44.9645
2013-02-21,44.9645
2013-02-22,44.9645
2013-02-23,44.9645
2013-02-24,44.9645
2013-02-25,44.9645
2013-02-26,44.9645
2013-02-27,44.9645
2013-02-28,44.9645
2013-03-01,44.9645
2013-03-02,44.9645
2013-03-03,44.9645
2013-03-04,44.9645
2013-03-05,44.9645
2013-03-06,44.9645
2013-03-07,44.9645
2013-03-08,44.9645
