,MONY LN Equity
2013-03-09,13.5584
2013-03-10,13.5584
2013-03-11,13.5584
2013-03-12,13.5584
2013-03-13,13.5584
2013-03-14,13.5584
2013-03-15,13.5584
2013-03-16,13.5584
2013-03-17,13.5584
2013-03-18,13.5584
2013-03-19,13.5584
2013-03-20,13.5584
2013-03-21,13.5584
2013-03-22,13.5584
2013-03-23,13.5584
2013-03-24,13.5584
2013-03-25,13.5584
2013-03-26,13.5584
2013-03-27,13.5584
2013-03-28,13.5584
2013-03-29,13.5584
2013-03-30,13.5584
2013-03-31,13.5584
2013-04-01,13.5584
2013-04-02,13.5584
2013-04-03,13.5584
2013-04-04,13.5584
2013-04-05,13.5584
2013-04-06,13.5584
2013-04-07,13.5584
2013-04-08,13.5584
2013-04-09,13.5584
2013-04-10,13.5584
2013-04-11,13.5584
2013-04-12,13.5584
2013-04-13,13.5584
2013-04-14,13.5584
2013-04-15,13.5584
2013-04-16,13.5584
2013-04-17,13.5584
2013-04-18,13.5584
2013-04-19,13.5584
2013-04-20,13.5584
2013-04-21,13.5584
2013-04-22,13.5584
2013-04-23,13.5584
2013-04-24,13.5584
2013-04-25,13.5584
2013-04-26,13.5584
2013-04-27,13.5584
2013-04-28,13.5584
2013-04-29,13.5584
2013-04-30,13.5584
2013-05-01,13.5584
2013-05-02,13.5584
2013-05-03,13.5584
2013-05-04,13.5584
2013-05-05,13.5584
2013-05-06,13.5584
2013-05-07,13.5584
2013-05-08,13.5584
2013-05-09,13.5584
2013-05-10,13.5584
2013-05-11,13.5584
2013-05-12,13.5584
2013-05-13,13.5584
2013-05-14,13.5584
2013-05-15,13.5584
2013-05-16,13.5584
2013-05-17,13.5584
2013-05-18,13.5584
2013-05-19,13.5584
2013-05-20,13.5584
2013-05-21,13.5584
2013-05-22,13.5584
2013-05-23,13.5584
2013-05-24,13.5584
2013-05-25,13.5584
2013-05-26,13.5584
2013-05-27,13.5584
2013-05-28,13.5584
2013-05-29,13.5584
2013-05-30,13.5584
2013-05-31,13.5584
2013-06-01,13.5584
2013-06-02,13.5584
2013-06-03,13.5584
2013-06-04,13.5584
2013-06-05,13.5584
2013-06-06,13.5584
2013-06-07,13.5584
2013-06-08,13.5584
2013-06-09,13.5584
2013-06-10,13.5584
2013-06-11,13.5584
2013-06-12,13.5584
2013-06-13,13.5584
2013-06-14,13.5584
2013-06-15,13.5584
2013-06-16,13.5584
2013-06-17,13.5584
2013-06-18,13.5584
2013-06-19,13.5584
2013-06-20,13.5584
2013-06-21,13.5584
2013-06-22,13.5584
2013-06-23,13.5584
2013-06-24,13.5584
2013-06-25,13.5584
2013-06-26,13.5584
2013-06-27,13.5584
2013-06-28,13.5584
2013-06-29,13.5584
2013-06-30,21.8273
2013-07-01,21.8273
2013-07-02,21.8273
2013-07-03,21.8273
2013-07-04,21.8273
2013-07-05,21.8273
2013-07-06,21.8273
2013-07-07,21.8273
2013-07-08,21.8273
2013-07-09,21.8273
2013-07-10,21.8273
2013-07-11,21.8273
2013-07-12,21.8273
2013-07-13,21.8273
2013-07-14,21.8273
2013-07-15,21.8273
2013-07-16,21.8273
2013-07-17,21.8273
2013-07-18,21.8273
2013-07-19,21.8273
2013-07-20,21.8273
2013-07-21,21.8273
2013-07-22,21.8273
2013-07-23,21.8273
2013-07-24,21.8273
2013-07-25,21.8273
2013-07-26,21.8273
2013-07-27,21.8273
2013-07-28,21.8273
2013-07-29,21.8273
2013-07-30,21.8273
2013-07-31,21.8273
2013-08-01,21.8273
2013-08-02,21.8273
2013-08-03,21.8273
2013-08-04,21.8273
2013-08-05,21.8273
2013-08-06,21.8273
2013-08-07,21.8273
2013-08-08,21.8273
2013-08-09,21.8273
2013-08-10,21.8273
2013-08-11,21.8273
2013-08-12,21.8273
2013-08-13,21.8273
2013-08-14,21.8273
2013-08-15,21.8273
2013-08-16,21.8273
2013-08-17,21.8273
2013-08-18,21.8273
2013-08-19,21.8273
2013-08-20,21.8273
2013-08-21,21.8273
2013-08-22,21.8273
2013-08-23,21.8273
2013-08-24,21.8273
2013-08-25,21.8273
2013-08-26,21.8273
2013-08-27,21.8273
2013-08-28,21.8273
2013-08-29,21.8273
2013-08-30,21.8273
2013-08-31,21.8273
2013-09-01,21.8273
2013-09-02,21.8273
2013-09-03,21.8273
2013-09-04,21.8273
2013-09-05,21.8273
2013-09-06,21.8273
2013-09-07,21.8273
2013-09-08,21.8273
2013-09-09,21.8273
2013-09-10,21.8273
2013-09-11,21.8273
2013-09-12,21.8273
2013-09-13,21.8273
2013-09-14,21.8273
2013-09-15,21.8273
2013-09-16,21.8273
2013-09-17,21.8273
2013-09-18,21.8273
2013-09-19,21.8273
2013-09-20,21.8273
2013-09-21,21.8273
2013-09-22,21.8273
2013-09-23,21.8273
2013-09-24,21.8273
2013-09-25,21.8273
2013-09-26,21.8273
2013-09-27,21.8273
2013-09-28,21.8273
2013-09-29,21.8273
2013-09-30,21.8273
2013-10-01,21.8273
2013-10-02,21.8273
2013-10-03,21.8273
2013-10-04,21.8273
2013-10-05,21.8273
2013-10-06,21.8273
2013-10-07,21.8273
2013-10-08,21.8273
2013-10-09,21.8273
2013-10-10,21.8273
2013-10-11,21.8273
2013-10-12,21.8273
2013-10-13,21.8273
2013-10-14,21.8273
2013-10-15,21.8273
2013-10-16,21.8273
2013-10-17,21.8273
2013-10-18,21.8273
2013-10-19,21.8273
2013-10-20,21.8273
2013-10-21,21.8273
2013-10-22,21.8273
2013-10-23,21.8273
2013-10-24,21.8273
2013-10-25,21.8273
2013-10-26,21.8273
2013-10-27,21.8273
2013-10-28,21.8273
2013-10-29,21.8273
2013-10-30,21.8273
2013-10-31,21.8273
2013-11-01,21.8273
2013-11-02,21.8273
2013-11-03,21.8273
2013-11-04,21.8273
2013-11-05,21.8273
2013-11-06,21.8273
2013-11-07,21.8273
2013-11-08,21.8273
2013-11-09,21.8273
2013-11-10,21.8273
2013-11-11,21.8273
2013-11-12,21.8273
2013-11-13,21.8273
2013-11-14,21.8273
2013-11-15,21.8273
2013-11-16,21.8273
2013-11-17,21.8273
2013-11-18,21.8273
2013-11-19,21.8273
2013-11-20,21.8273
2013-11-21,21.8273
2013-11-22,21.8273
2013-11-23,21.8273
2013-11-24,21.8273
2013-11-25,21.8273
2013-11-26,21.8273
2013-11-27,21.8273
2013-11-28,21.8273
2013-11-29,21.8273
2013-11-30,21.8273
2013-12-01,21.8273
2013-12-02,21.8273
2013-12-03,21.8273
2013-12-04,21.8273
2013-12-05,21.8273
2013-12-06,21.8273
2013-12-07,21.8273
2013-12-08,21.8273
2013-12-09,21.8273
2013-12-10,21.8273
2013-12-11,21.8273
2013-12-12,21.8273
2013-12-13,21.8273
2013-12-14,21.8273
2013-12-15,21.8273
2013-12-16,21.8273
2013-12-17,21.8273
2013-12-18,21.8273
2013-12-19,21.8273
2013-12-20,21.8273
2013-12-21,21.8273
2013-12-22,21.8273
2013-12-23,21.8273
2013-12-24,21.8273
2013-12-25,21.8273
2013-12-26,21.8273
2013-12-27,21.8273
2013-12-28,21.8273
2013-12-29,21.8273
2013-12-30,21.8273
2013-12-31,20.7853
2014-01-01,20.7853
2014-01-02,20.7853
2014-01-03,20.7853
2014-01-04,20.7853
2014-01-05,20.7853
2014-01-06,20.7853
2014-01-07,20.7853
2014-01-08,20.7853
2014-01-09,20.7853
2014-01-10,20.7853
2014-01-11,20.7853
2014-01-12,20.7853
2014-01-13,20.7853
2014-01-14,20.7853
2014-01-15,20.7853
2014-01-16,20.7853
2014-01-17,20.7853
2014-01-18,20.7853
2014-01-19,20.7853
2014-01-20,20.7853
2014-01-21,20.7853
2014-01-22,20.7853
2014-01-23,20.7853
2014-01-24,20.7853
2014-01-25,20.7853
2014-01-26,20.7853
2014-01-27,20.7853
2014-01-28,20.7853
2014-01-29,20.7853
2014-01-30,20.7853
2014-01-31,20.7853
2014-02-01,20.7853
2014-02-02,20.7853
2014-02-03,20.7853
2014-02-04,20.7853
2014-02-05,20.7853
2014-02-06,20.7853
2014-02-07,20.7853
2014-02-08,20.7853
2014-02-09,20.7853
2014-02-10,20.7853
2014-02-11,20.7853
2014-02-12,20.7853
2014-02-13,20.7853
2014-02-14,20.7853
2014-02-15,20.7853
2014-02-16,20.7853
2014-02-17,20.7853
2014-02-18,20.7853
2014-02-19,20.7853
2014-02-20,20.7853
2014-02-21,20.7853
2014-02-22,20.7853
2014-02-23,20.7853
2014-02-24,20.7853
2014-02-25,20.7853
2014-02-26,20.7853
2014-02-27,20.7853
2014-02-28,20.7853
2014-03-01,20.7853
2014-03-02,20.7853
2014-03-03,20.7853
2014-03-04,20.7853
2014-03-05,20.7853
2014-03-06,20.7853
2014-03-07,20.7853
2014-03-08,20.7853
2014-03-09,20.7853
2014-03-10,20.7853
2014-03-11,20.7853
2014-03-12,20.7853
2014-03-13,20.7853
2014-03-14,20.7853
2014-03-15,20.7853
2014-03-16,20.7853
2014-03-17,20.7853
2014-03-18,20.7853
2014-03-19,20.7853
2014-03-20,20.7853
2014-03-21,20.7853
2014-03-22,20.7853
2014-03-23,20.7853
2014-03-24,20.7853
2014-03-25,20.7853
2014-03-26,20.7853
2014-03-27,20.7853
2014-03-28,20.7853
2014-03-29,20.7853
2014-03-30,20.7853
2014-03-31,20.7853
2014-04-01,20.7853
2014-04-02,20.7853
2014-04-03,20.7853
2014-04-04,20.7853
2014-04-05,20.7853
2014-04-06,20.7853
2014-04-07,20.7853
2014-04-08,20.7853
2014-04-09,20.7853
2014-04-10,20.7853
2014-04-11,20.7853
2014-04-12,20.7853
2014-04-13,20.7853
2014-04-14,20.7853
2014-04-15,20.7853
2014-04-16,20.7853
2014-04-17,20.7853
2014-04-18,20.7853
2014-04-19,20.7853
2014-04-20,20.7853
2014-04-21,20.7853
2014-04-22,20.7853
2014-04-23,20.7853
2014-04-24,20.7853
2014-04-25,20.7853
2014-04-26,20.7853
2014-04-27,20.7853
2014-04-28,20.7853
2014-04-29,20.7853
2014-04-30,20.7853
2014-05-01,20.7853
2014-05-02,20.7853
2014-05-03,20.7853
2014-05-04,20.7853
2014-05-05,20.7853
2014-05-06,20.7853
2014-05-07,20.7853
2014-05-08,20.7853
2014-05-09,20.7853
2014-05-10,20.7853
2014-05-11,20.7853
2014-05-12,20.7853
2014-05-13,20.7853
2014-05-14,20.7853
2014-05-15,20.7853
2014-05-16,20.7853
2014-05-17,20.7853
2014-05-18,20.7853
2014-05-19,20.7853
2014-05-20,20.7853
2014-05-21,20.7853
2014-05-22,20.7853
2014-05-23,20.7853
2014-05-24,20.7853
2014-05-25,20.7853
2014-05-26,20.7853
2014-05-27,20.7853
2014-05-28,20.7853
2014-05-29,20.7853
2014-05-30,20.7853
2014-05-31,20.7853
2014-06-01,20.7853
2014-06-02,20.7853
2014-06-03,20.7853
2014-06-04,20.7853
2014-06-05,20.7853
2014-06-06,20.7853
2014-06-07,20.7853
2014-06-08,20.7853
2014-06-09,20.7853
2014-06-10,20.7853
2014-06-11,20.7853
2014-06-12,20.7853
2014-06-13,20.7853
2014-06-14,20.7853
2014-06-15,20.7853
2014-06-16,20.7853
2014-06-17,20.7853
2014-06-18,20.7853
2014-06-19,20.7853
2014-06-20,20.7853
2014-06-21,20.7853
2014-06-22,20.7853
2014-06-23,20.7853
2014-06-24,20.7853
2014-06-25,20.7853
2014-06-26,20.7853
2014-06-27,20.7853
2014-06-28,20.7853
2014-06-29,20.7853
2014-06-30,32.2518
2014-07-01,32.2518
2014-07-02,32.2518
2014-07-03,32.2518
2014-07-04,32.2518
2014-07-05,32.2518
2014-07-06,32.2518
2014-07-07,32.2518
2014-07-08,32.2518
2014-07-09,32.2518
2014-07-10,32.2518
2014-07-11,32.2518
2014-07-12,32.2518
2014-07-13,32.2518
2014-07-14,32.2518
2014-07-15,32.2518
2014-07-16,32.2518
2014-07-17,32.2518
2014-07-18,32.2518
2014-07-19,32.2518
2014-07-20,32.2518
2014-07-21,32.2518
2014-07-22,32.2518
2014-07-23,32.2518
2014-07-24,32.2518
2014-07-25,32.2518
2014-07-26,32.2518
2014-07-27,32.2518
2014-07-28,32.2518
2014-07-29,32.2518
2014-07-30,32.2518
2014-07-31,32.2518
2014-08-01,32.2518
2014-08-02,32.2518
2014-08-03,32.2518
2014-08-04,32.2518
2014-08-05,32.2518
2014-08-06,32.2518
2014-08-07,32.2518
2014-08-08,32.2518
2014-08-09,32.2518
2014-08-10,32.2518
2014-08-11,32.2518
2014-08-12,32.2518
2014-08-13,32.2518
2014-08-14,32.2518
2014-08-15,32.2518
2014-08-16,32.2518
2014-08-17,32.2518
2014-08-18,32.2518
2014-08-19,32.2518
2014-08-20,32.2518
2014-08-21,32.2518
2014-08-22,32.2518
2014-08-23,32.2518
2014-08-24,32.2518
2014-08-25,32.2518
2014-08-26,32.2518
2014-08-27,32.2518
2014-08-28,32.2518
2014-08-29,32.2518
2014-08-30,32.2518
2014-08-31,32.2518
2014-09-01,32.2518
2014-09-02,32.2518
2014-09-03,32.2518
2014-09-04,32.2518
2014-09-05,32.2518
2014-09-06,32.2518
2014-09-07,32.2518
2014-09-08,32.2518
2014-09-09,32.2518
2014-09-10,32.2518
2014-09-11,32.2518
2014-09-12,32.2518
2014-09-13,32.2518
2014-09-14,32.2518
2014-09-15,32.2518
2014-09-16,32.2518
2014-09-17,32.2518
2014-09-18,32.2518
2014-09-19,32.2518
2014-09-20,32.2518
2014-09-21,32.2518
2014-09-22,32.2518
2014-09-23,32.2518
2014-09-24,32.2518
2014-09-25,32.2518
2014-09-26,32.2518
2014-09-27,32.2518
2014-09-28,32.2518
2014-09-29,32.2518
2014-09-30,32.2518
2014-10-01,32.2518
2014-10-02,32.2518
2014-10-03,32.2518
2014-10-04,32.2518
2014-10-05,32.2518
2014-10-06,32.2518
2014-10-07,32.2518
2014-10-08,32.2518
2014-10-09,32.2518
2014-10-10,32.2518
2014-10-11,32.2518
2014-10-12,32.2518
2014-10-13,32.2518
2014-10-14,32.2518
2014-10-15,32.2518
2014-10-16,32.2518
2014-10-17,32.2518
2014-10-18,32.2518
2014-10-19,32.2518
2014-10-20,32.2518
2014-10-21,32.2518
2014-10-22,32.2518
2014-10-23,32.2518
2014-10-24,32.2518
2014-10-25,32.2518
2014-10-26,32.2518
2014-10-27,32.2518
2014-10-28,32.2518
2014-10-29,32.2518
2014-10-30,32.2518
2014-10-31,32.2518
2014-11-01,32.2518
2014-11-02,32.2518
2014-11-03,32.2518
2014-11-04,32.2518
2014-11-05,32.2518
2014-11-06,32.2518
2014-11-07,32.2518
2014-11-08,32.2518
2014-11-09,32.2518
2014-11-10,32.2518
2014-11-11,32.2518
2014-11-12,32.2518
2014-11-13,32.2518
2014-11-14,32.2518
2014-11-15,32.2518
2014-11-16,32.2518
2014-11-17,32.2518
2014-11-18,32.2518
2014-11-19,32.2518
2014-11-20,32.2518
2014-11-21,32.2518
2014-11-22,32.2518
2014-11-23,32.2518
2014-11-24,32.2518
2014-11-25,32.2518
2014-11-26,32.2518
2014-11-27,32.2518
2014-11-28,32.2518
2014-11-29,32.2518
2014-11-30,32.2518
2014-12-01,32.2518
2014-12-02,32.2518
2014-12-03,32.2518
2014-12-04,32.2518
2014-12-05,32.2518
2014-12-06,32.2518
2014-12-07,32.2518
2014-12-08,32.2518
2014-12-09,32.2518
2014-12-10,32.2518
2014-12-11,32.2518
2014-12-12,32.2518
2014-12-13,32.2518
2014-12-14,32.2518
2014-12-15,32.2518
2014-12-16,32.2518
2014-12-17,32.2518
2014-12-18,32.2518
2014-12-19,32.2518
2014-12-20,32.2518
2014-12-21,32.2518
2014-12-22,32.2518
2014-12-23,32.2518
2014-12-24,32.2518
2014-12-25,32.2518
2014-12-26,32.2518
2014-12-27,32.2518
2014-12-28,32.2518
2014-12-29,32.2518
2014-12-30,32.2518
2014-12-31,37.4751
2015-01-01,37.4751
2015-01-02,37.4751
2015-01-03,37.4751
2015-01-04,37.4751
2015-01-05,37.4751
2015-01-06,37.4751
2015-01-07,37.4751
2015-01-08,37.4751
2015-01-09,37.4751
2015-01-10,37.4751
2015-01-11,37.4751
2015-01-12,37.4751
2015-01-13,37.4751
2015-01-14,37.4751
2015-01-15,37.4751
2015-01-16,37.4751
2015-01-17,37.4751
2015-01-18,37.4751
2015-01-19,37.4751
2015-01-20,37.4751
2015-01-21,37.4751
2015-01-22,37.4751
2015-01-23,37.4751
2015-01-24,37.4751
2015-01-25,37.4751
2015-01-26,37.4751
2015-01-27,37.4751
2015-01-28,37.4751
2015-01-29,37.4751
2015-01-30,37.4751
2015-01-31,37.4751
2015-02-01,37.4751
2015-02-02,37.4751
2015-02-03,37.4751
2015-02-04,37.4751
2015-02-05,37.4751
2015-02-06,37.4751
2015-02-07,37.4751
2015-02-08,37.4751
2015-02-09,37.4751
2015-02-10,37.4751
2015-02-11,37.4751
2015-02-12,37.4751
2015-02-13,37.4751
2015-02-14,37.4751
2015-02-15,37.4751
2015-02-16,37.4751
2015-02-17,37.4751
2015-02-18,37.4751
2015-02-19,37.4751
2015-02-20,37.4751
2015-02-21,37.4751
2015-02-22,37.4751
2015-02-23,37.4751
2015-02-24,37.4751
2015-02-25,37.4751
2015-02-26,37.4751
2015-02-27,37.4751
2015-02-28,37.4751
2015-03-01,37.4751
2015-03-02,37.4751
2015-03-03,37.4751
2015-03-04,37.4751
2015-03-05,37.4751
2015-03-06,37.4751
2015-03-07,37.4751
2015-03-08,37.4751
2015-03-09,37.4751
2015-03-10,37.4751
2015-03-11,37.4751
2015-03-12,37.4751
2015-03-13,37.4751
2015-03-14,37.4751
2015-03-15,37.4751
2015-03-16,37.4751
2015-03-17,37.4751
2015-03-18,37.4751
2015-03-19,37.4751
2015-03-20,37.4751
2015-03-21,37.4751
2015-03-22,37.4751
2015-03-23,37.4751
2015-03-24,37.4751
2015-03-25,37.4751
2015-03-26,37.4751
2015-03-27,37.4751
2015-03-28,37.4751
2015-03-29,37.4751
2015-03-30,37.4751
2015-03-31,37.4751
2015-04-01,37.4751
2015-04-02,37.4751
2015-04-03,37.4751
2015-04-04,37.4751
2015-04-05,37.4751
2015-04-06,37.4751
2015-04-07,37.4751
2015-04-08,37.4751
2015-04-09,37.4751
2015-04-10,37.4751
2015-04-11,37.4751
2015-04-12,37.4751
2015-04-13,37.4751
2015-04-14,37.4751
2015-04-15,37.4751
2015-04-16,37.4751
2015-04-17,37.4751
2015-04-18,37.4751
2015-04-19,37.4751
2015-04-20,37.4751
2015-04-21,37.4751
2015-04-22,37.4751
2015-04-23,37.4751
2015-04-24,37.4751
2015-04-25,37.4751
2015-04-26,37.4751
2015-04-27,37.4751
2015-04-28,37.4751
2015-04-29,37.4751
2015-04-30,37.4751
2015-05-01,37.4751
2015-05-02,37.4751
2015-05-03,37.4751
2015-05-04,37.4751
2015-05-05,37.4751
2015-05-06,37.4751
2015-05-07,37.4751
2015-05-08,37.4751
2015-05-09,37.4751
2015-05-10,37.4751
2015-05-11,37.4751
2015-05-12,37.4751
2015-05-13,37.4751
2015-05-14,37.4751
2015-05-15,37.4751
2015-05-16,37.4751
2015-05-17,37.4751
2015-05-18,37.4751
2015-05-19,37.4751
2015-05-20,37.4751
2015-05-21,37.4751
2015-05-22,37.4751
2015-05-23,37.4751
2015-05-24,37.4751
2015-05-25,37.4751
2015-05-26,37.4751
2015-05-27,37.4751
2015-05-28,37.4751
2015-05-29,37.4751
2015-05-30,37.4751
2015-05-31,37.4751
2015-06-01,37.4751
2015-06-02,37.4751
2015-06-03,37.4751
2015-06-04,37.4751
2015-06-05,37.4751
2015-06-06,37.4751
2015-06-07,37.4751
2015-06-08,37.4751
2015-06-09,37.4751
2015-06-10,37.4751
2015-06-11,37.4751
2015-06-12,37.4751
2015-06-13,37.4751
2015-06-14,37.4751
2015-06-15,37.4751
2015-06-16,37.4751
2015-06-17,37.4751
2015-06-18,37.4751
2015-06-19,37.4751
2015-06-20,37.4751
2015-06-21,37.4751
2015-06-22,37.4751
2015-06-23,37.4751
2015-06-24,37.4751
2015-06-25,37.4751
2015-06-26,37.4751
2015-06-27,37.4751
2015-06-28,37.4751
2015-06-29,37.4751
2015-06-30,45.0137
2015-07-01,45.0137
2015-07-02,45.0137
2015-07-03,45.0137
2015-07-04,45.0137
2015-07-05,45.0137
2015-07-06,45.0137
2015-07-07,45.0137
2015-07-08,45.0137
2015-07-09,45.0137
2015-07-10,45.0137
2015-07-11,45.0137
2015-07-12,45.0137
2015-07-13,45.0137
2015-07-14,45.0137
2015-07-15,45.0137
2015-07-16,45.0137
2015-07-17,45.0137
2015-07-18,45.0137
2015-07-19,45.0137
2015-07-20,45.0137
2015-07-21,45.0137
2015-07-22,45.0137
2015-07-23,45.0137
2015-07-24,45.0137
2015-07-25,45.0137
2015-07-26,45.0137
2015-07-27,45.0137
2015-07-28,45.0137
2015-07-29,45.0137
2015-07-30,45.0137
2015-07-31,45.0137
2015-08-01,45.0137
2015-08-02,45.0137
2015-08-03,45.0137
2015-08-04,45.0137
2015-08-05,45.0137
2015-08-06,45.0137
2015-08-07,45.0137
2015-08-08,45.0137
2015-08-09,45.0137
2015-08-10,45.0137
2015-08-11,45.0137
2015-08-12,45.0137
2015-08-13,45.0137
2015-08-14,45.0137
2015-08-15,45.0137
2015-08-16,45.0137
2015-08-17,45.0137
2015-08-18,45.0137
2015-08-19,45.0137
2015-08-20,45.0137
2015-08-21,45.0137
2015-08-22,45.0137
2015-08-23,45.0137
2015-08-24,45.0137
2015-08-25,45.0137
2015-08-26,45.0137
2015-08-27,45.0137
2015-08-28,45.0137
2015-08-29,45.0137
2015-08-30,45.0137
2015-08-31,45.0137
2015-09-01,45.0137
2015-09-02,45.0137
2015-09-03,45.0137
2015-09-04,45.0137
2015-09-05,45.0137
2015-09-06,45.0137
2015-09-07,45.0137
2015-09-08,45.0137
2015-09-09,45.0137
2015-09-10,45.0137
2015-09-11,45.0137
2015-09-12,45.0137
2015-09-13,45.0137
2015-09-14,45.0137
2015-09-15,45.0137
2015-09-16,45.0137
2015-09-17,45.0137
2015-09-18,45.0137
2015-09-19,45.0137
2015-09-20,45.0137
2015-09-21,45.0137
2015-09-22,45.0137
2015-09-23,45.0137
2015-09-24,45.0137
2015-09-25,45.0137
2015-09-26,45.0137
2015-09-27,45.0137
2015-09-28,45.0137
2015-09-29,45.0137
2015-09-30,45.0137
2015-10-01,45.0137
2015-10-02,45.0137
2015-10-03,45.0137
2015-10-04,45.0137
2015-10-05,45.0137
2015-10-06,45.0137
2015-10-07,45.0137
2015-10-08,45.0137
2015-10-09,45.0137
2015-10-10,45.0137
2015-10-11,45.0137
2015-10-12,45.0137
2015-10-13,45.0137
2015-10-14,45.0137
2015-10-15,45.0137
2015-10-16,45.0137
2015-10-17,45.0137
2015-10-18,45.0137
2015-10-19,45.0137
2015-10-20,45.0137
2015-10-21,45.0137
2015-10-22,45.0137
2015-10-23,45.0137
2015-10-24,45.0137
2015-10-25,45.0137
2015-10-26,45.0137
2015-10-27,45.0137
2015-10-28,45.0137
2015-10-29,45.0137
2015-10-30,45.0137
2015-10-31,45.0137
2015-11-01,45.0137
2015-11-02,45.0137
2015-11-03,45.0137
2015-11-04,45.0137
2015-11-05,45.0137
2015-11-06,45.0137
2015-11-07,45.0137
2015-11-08,45.0137
2015-11-09,45.0137
2015-11-10,45.0137
2015-11-11,45.0137
2015-11-12,45.0137
2015-11-13,45.0137
2015-11-14,45.0137
2015-11-15,45.0137
2015-11-16,45.0137
2015-11-17,45.0137
2015-11-18,45.0137
2015-11-19,45.0137
2015-11-20,45.0137
2015-11-21,45.0137
2015-11-22,45.0137
2015-11-23,45.0137
2015-11-24,45.0137
2015-11-25,45.0137
2015-11-26,45.0137
2015-11-27,45.0137
2015-11-28,45.0137
2015-11-29,45.0137
2015-11-30,45.0137
2015-12-01,45.0137
2015-12-02,45.0137
2015-12-03,45.0137
2015-12-04,45.0137
2015-12-05,45.0137
2015-12-06,45.0137
2015-12-07,45.0137
2015-12-08,45.0137
2015-12-09,45.0137
2015-12-10,45.0137
2015-12-11,45.0137
2015-12-12,45.0137
2015-12-13,45.0137
2015-12-14,45.0137
2015-12-15,45.0137
2015-12-16,45.0137
2015-12-17,45.0137
2015-12-18,45.0137
2015-12-19,45.0137
2015-12-20,45.0137
2015-12-21,45.0137
2015-12-22,45.0137
2015-12-23,45.0137
2015-12-24,45.0137
2015-12-25,45.0137
2015-12-26,45.0137
2015-12-27,45.0137
2015-12-28,45.0137
2015-12-29,45.0137
2015-12-30,45.0137
2015-12-31,40.4157
2016-01-01,40.4157
2016-01-02,40.4157
2016-01-03,40.4157
2016-01-04,40.4157
2016-01-05,40.4157
2016-01-06,40.4157
2016-01-07,40.4157
2016-01-08,40.4157
2016-01-09,40.4157
2016-01-10,40.4157
2016-01-11,40.4157
2016-01-12,40.4157
2016-01-13,40.4157
2016-01-14,40.4157
2016-01-15,40.4157
2016-01-16,40.4157
2016-01-17,40.4157
2016-01-18,40.4157
2016-01-19,40.4157
2016-01-20,40.4157
2016-01-21,40.4157
2016-01-22,40.4157
2016-01-23,40.4157
2016-01-24,40.4157
2016-01-25,40.4157
2016-01-26,40.4157
2016-01-27,40.4157
2016-01-28,40.4157
2016-01-29,40.4157
2016-01-30,40.4157
2016-01-31,40.4157
2016-02-01,40.4157
2016-02-02,40.4157
2016-02-03,40.4157
2016-02-04,40.4157
2016-02-05,40.4157
2016-02-06,40.4157
2016-02-07,40.4157
2016-02-08,40.4157
2016-02-09,40.4157
2016-02-10,40.4157
2016-02-11,40.4157
2016-02-12,40.4157
2016-02-13,40.4157
2016-02-14,40.4157
2016-02-15,40.4157
2016-02-16,40.4157
2016-02-17,40.4157
2016-02-18,40.4157
2016-02-19,40.4157
2016-02-20,40.4157
2016-02-21,40.4157
2016-02-22,40.4157
2016-02-23,40.4157
2016-02-24,40.4157
2016-02-25,40.4157
2016-02-26,40.4157
2016-02-27,40.4157
2016-02-28,40.4157
2016-02-29,40.4157
2016-03-01,40.4157
2016-03-02,40.4157
2016-03-03,40.4157
2016-03-04,40.4157
2016-03-05,40.4157
2016-03-06,40.4157
2016-03-07,40.4157
2016-03-08,40.4157
2016-03-09,40.4157
2016-03-10,40.4157
2016-03-11,40.4157
2016-03-12,40.4157
2016-03-13,40.4157
2016-03-14,40.4157
2016-03-15,40.4157
2016-03-16,40.4157
2016-03-17,40.4157
2016-03-18,40.4157
2016-03-19,40.4157
2016-03-20,40.4157
2016-03-21,40.4157
2016-03-22,40.4157
2016-03-23,40.4157
2016-03-24,40.4157
2016-03-25,40.4157
2016-03-26,40.4157
2016-03-27,40.4157
2016-03-28,40.4157
2016-03-29,40.4157
2016-03-30,40.4157
2016-03-31,40.4157
2016-04-01,40.4157
2016-04-02,40.4157
2016-04-03,40.4157
2016-04-04,40.4157
2016-04-05,40.4157
2016-04-06,40.4157
2016-04-07,40.4157
2016-04-08,40.4157
2016-04-09,40.4157
2016-04-10,40.4157
2016-04-11,40.4157
2016-04-12,40.4157
2016-04-13,40.4157
2016-04-14,40.4157
2016-04-15,40.4157
2016-04-16,40.4157
2016-04-17,40.4157
2016-04-18,40.4157
2016-04-19,40.4157
2016-04-20,40.4157
2016-04-21,40.4157
2016-04-22,40.4157
2016-04-23,40.4157
2016-04-24,40.4157
2016-04-25,40.4157
2016-04-26,40.4157
2016-04-27,40.4157
2016-04-28,40.4157
2016-04-29,40.4157
2016-04-30,40.4157
2016-05-01,40.4157
2016-05-02,40.4157
2016-05-03,40.4157
2016-05-04,40.4157
2016-05-05,40.4157
2016-05-06,40.4157
2016-05-07,40.4157
2016-05-08,40.4157
2016-05-09,40.4157
2016-05-10,40.4157
2016-05-11,40.4157
2016-05-12,40.4157
2016-05-13,40.4157
2016-05-14,40.4157
2016-05-15,40.4157
2016-05-16,40.4157
