,SMWH LN Equity
2010-12-30,36.8984
2010-12-31,36.8984
2011-01-01,36.8984
2011-01-02,36.8984
2011-01-03,36.8984
2011-01-04,36.8984
2011-01-05,36.8984
2011-01-06,36.8984
2011-01-07,36.8984
2011-01-08,36.8984
2011-01-09,36.8984
2011-01-10,36.8984
2011-01-11,36.8984
2011-01-12,36.8984
2011-01-13,36.8984
2011-01-14,36.8984
2011-01-15,36.8984
2011-01-16,36.8984
2011-01-17,36.8984
2011-01-18,36.8984
2011-01-19,36.8984
2011-01-20,36.8984
2011-01-21,36.8984
2011-01-22,36.8984
2011-01-23,36.8984
2011-01-24,36.8984
2011-01-25,36.8984
2011-01-26,36.8984
2011-01-27,36.8984
2011-01-28,36.8984
2011-01-29,36.8984
2011-01-30,36.8984
2011-01-31,36.8984
2011-02-01,36.8984
2011-02-02,36.8984
2011-02-03,36.8984
2011-02-04,36.8984
2011-02-05,36.8984
2011-02-06,36.8984
2011-02-07,36.8984
2011-02-08,36.8984
2011-02-09,36.8984
2011-02-10,36.8984
2011-02-11,36.8984
2011-02-12,36.8984
2011-02-13,36.8984
2011-02-14,36.8984
2011-02-15,36.8984
2011-02-16,36.8984
2011-02-17,36.8984
2011-02-18,36.8984
2011-02-19,36.8984
2011-02-20,36.8984
2011-02-21,36.8984
2011-02-22,36.8984
2011-02-23,36.8984
2011-02-24,36.8984
2011-02-25,36.8984
2011-02-26,36.8984
2011-02-27,36.8984
2011-02-28,40.0
2011-03-01,40.0
2011-03-02,40.0
2011-03-03,40.0
2011-03-04,40.0
2011-03-05,40.0
2011-03-06,40.0
2011-03-07,40.0
2011-03-08,40.0
2011-03-09,40.0
2011-03-10,40.0
2011-03-11,40.0
2011-03-12,40.0
2011-03-13,40.0
2011-03-14,40.0
2011-03-15,40.0
2011-03-16,40.0
2011-03-17,40.0
2011-03-18,40.0
2011-03-19,40.0
2011-03-20,40.0
2011-03-21,40.0
2011-03-22,40.0
2011-03-23,40.0
2011-03-24,40.0
2011-03-25,40.0
2011-03-26,40.0
2011-03-27,40.0
2011-03-28,40.0
2011-03-29,40.0
2011-03-30,40.0
2011-03-31,40.0
2011-04-01,40.0
2011-04-02,40.0
2011-04-03,40.0
2011-04-04,40.0
2011-04-05,40.0
2011-04-06,40.0
2011-04-07,40.0
2011-04-08,40.0
2011-04-09,40.0
2011-04-10,40.0
2011-04-11,40.0
2011-04-12,40.0
2011-04-13,40.0
2011-04-14,40.0
2011-04-15,40.0
2011-04-16,40.0
2011-04-17,40.0
2011-04-18,40.0
2011-04-19,40.0
2011-04-20,40.0
2011-04-21,40.0
2011-04-22,40.0
2011-04-23,40.0
2011-04-24,40.0
2011-04-25,40.0
2011-04-26,40.0
2011-04-27,40.0
2011-04-28,40.0
2011-04-29,40.0
2011-04-30,40.0
2011-05-01,40.0
2011-05-02,40.0
2011-05-03,40.0
2011-05-04,40.0
2011-05-05,40.0
2011-05-06,40.0
2011-05-07,40.0
2011-05-08,40.0
2011-05-09,40.0
2011-05-10,40.0
2011-05-11,40.0
2011-05-12,40.0
2011-05-13,40.0
2011-05-14,40.0
2011-05-15,40.0
2011-05-16,40.0
2011-05-17,40.0
2011-05-18,40.0
2011-05-19,40.0
2011-05-20,40.0
2011-05-21,40.0
2011-05-22,40.0
2011-05-23,40.0
2011-05-24,40.0
2011-05-25,40.0
2011-05-26,40.0
2011-05-27,40.0
2011-05-28,40.0
2011-05-29,40.0
2011-05-30,40.0
2011-05-31,40.0
2011-06-01,40.0
2011-06-02,40.0
2011-06-03,40.0
2011-06-04,40.0
2011-06-05,40.0
2011-06-06,40.0
2011-06-07,40.0
2011-06-08,40.0
2011-06-09,40.0
2011-06-10,40.0
2011-06-11,40.0
2011-06-12,40.0
2011-06-13,40.0
2011-06-14,40.0
2011-06-15,40.0
2011-06-16,40.0
2011-06-17,40.0
2011-06-18,40.0
2011-06-19,40.0
2011-06-20,40.0
2011-06-21,40.0
2011-06-22,40.0
2011-06-23,40.0
2011-06-24,40.0
2011-06-25,40.0
2011-06-26,40.0
2011-06-27,40.0
2011-06-28,40.0
2011-06-29,40.0
2011-06-30,40.0
2011-07-01,40.0
2011-07-02,40.0
2011-07-03,40.0
2011-07-04,40.0
2011-07-05,40.0
2011-07-06,40.0
2011-07-07,40.0
2011-07-08,40.0
2011-07-09,40.0
2011-07-10,40.0
2011-07-11,40.0
2011-07-12,40.0
2011-07-13,40.0
2011-07-14,40.0
2011-07-15,40.0
2011-07-16,40.0
2011-07-17,40.0
2011-07-18,40.0
2011-07-19,40.0
2011-07-20,40.0
2011-07-21,40.0
2011-07-22,40.0
2011-07-23,40.0
2011-07-24,40.0
2011-07-25,40.0
2011-07-26,40.0
2011-07-27,40.0
2011-07-28,40.0
2011-07-29,40.0
2011-07-30,40.0
2011-07-31,40.0
2011-08-01,40.0
2011-08-02,40.0
2011-08-03,40.0
2011-08-04,40.0
2011-08-05,40.0
2011-08-06,40.0
2011-08-07,40.0
2011-08-08,40.0
2011-08-09,40.0
2011-08-10,40.0
2011-08-11,40.0
2011-08-12,40.0
2011-08-13,40.0
2011-08-14,40.0
2011-08-15,40.0
2011-08-16,40.0
2011-08-17,40.0
2011-08-18,40.0
2011-08-19,40.0
2011-08-20,40.0
2011-08-21,40.0
2011-08-22,40.0
2011-08-23,40.0
2011-08-24,40.0
2011-08-25,40.0
2011-08-26,40.0
2011-08-27,40.0
2011-08-28,40.0
2011-08-29,40.0
2011-08-30,40.0
2011-08-31,42.6901
2011-09-01,42.6901
2011-09-02,42.6901
2011-09-03,42.6901
2011-09-04,42.6901
2011-09-05,42.6901
2011-09-06,42.6901
2011-09-07,42.6901
2011-09-08,42.6901
2011-09-09,42.6901
2011-09-10,42.6901
2011-09-11,42.6901
2011-09-12,42.6901
2011-09-13,42.6901
2011-09-14,42.6901
2011-09-15,42.6901
2011-09-16,42.6901
2011-09-17,42.6901
2011-09-18,42.6901
2011-09-19,42.6901
2011-09-20,42.6901
2011-09-21,42.6901
2011-09-22,42.6901
2011-09-23,42.6901
2011-09-24,42.6901
2011-09-25,42.6901
2011-09-26,42.6901
2011-09-27,42.6901
2011-09-28,42.6901
2011-09-29,42.6901
2011-09-30,42.6901
2011-10-01,42.6901
2011-10-02,42.6901
2011-10-03,42.6901
2011-10-04,42.6901
2011-10-05,42.6901
2011-10-06,42.6901
2011-10-07,42.6901
2011-10-08,42.6901
2011-10-09,42.6901
2011-10-10,42.6901
2011-10-11,42.6901
2011-10-12,42.6901
2011-10-13,42.6901
2011-10-14,42.6901
2011-10-15,42.6901
2011-10-16,42.6901
2011-10-17,42.6901
2011-10-18,42.6901
2011-10-19,42.6901
2011-10-20,42.6901
2011-10-21,42.6901
2011-10-22,42.6901
2011-10-23,42.6901
2011-10-24,42.6901
2011-10-25,42.6901
2011-10-26,42.6901
2011-10-27,42.6901
2011-10-28,42.6901
2011-10-29,42.6901
2011-10-30,42.6901
2011-10-31,42.6901
2011-11-01,42.6901
2011-11-02,42.6901
2011-11-03,42.6901
2011-11-04,42.6901
2011-11-05,42.6901
2011-11-06,42.6901
2011-11-07,42.6901
2011-11-08,42.6901
2011-11-09,42.6901
2011-11-10,42.6901
2011-11-11,42.6901
2011-11-12,42.6901
2011-11-13,42.6901
2011-11-14,42.6901
2011-11-15,42.6901
2011-11-16,42.6901
2011-11-17,42.6901
2011-11-18,42.6901
2011-11-19,42.6901
2011-11-20,42.6901
2011-11-21,42.6901
2011-11-22,42.6901
2011-11-23,42.6901
2011-11-24,42.6901
2011-11-25,42.6901
2011-11-26,42.6901
2011-11-27,42.6901
2011-11-28,42.6901
2011-11-29,42.6901
2011-11-30,42.6901
2011-12-01,42.6901
2011-12-02,42.6901
2011-12-03,42.6901
2011-12-04,42.6901
2011-12-05,42.6901
2011-12-06,42.6901
2011-12-07,42.6901
2011-12-08,42.6901
2011-12-09,42.6901
2011-12-10,42.6901
2011-12-11,42.6901
2011-12-12,42.6901
2011-12-13,42.6901
2011-12-14,42.6901
2011-12-15,42.6901
2011-12-16,42.6901
2011-12-17,42.6901
2011-12-18,42.6901
2011-12-19,42.6901
2011-12-20,42.6901
2011-12-21,42.6901
2011-12-22,42.6901
2011-12-23,42.6901
2011-12-24,42.6901
2011-12-25,42.6901
2011-12-26,42.6901
2011-12-27,42.6901
2011-12-28,42.6901
2011-12-29,42.6901
2011-12-30,42.6901
2011-12-31,42.6901
2012-01-01,42.6901
2012-01-02,42.6901
2012-01-03,42.6901
2012-01-04,42.6901
2012-01-05,42.6901
2012-01-06,42.6901
2012-01-07,42.6901
2012-01-08,42.6901
2012-01-09,42.6901
2012-01-10,42.6901
2012-01-11,42.6901
2012-01-12,42.6901
2012-01-13,42.6901
2012-01-14,42.6901
2012-01-15,42.6901
2012-01-16,42.6901
2012-01-17,42.6901
2012-01-18,42.6901
2012-01-19,42.6901
2012-01-20,42.6901
2012-01-21,42.6901
2012-01-22,42.6901
2012-01-23,42.6901
2012-01-24,42.6901
2012-01-25,42.6901
2012-01-26,42.6901
2012-01-27,42.6901
2012-01-28,42.6901
2012-01-29,42.6901
2012-01-30,42.6901
2012-01-31,42.6901
2012-02-01,42.6901
2012-02-02,42.6901
2012-02-03,42.6901
2012-02-04,42.6901
2012-02-05,42.6901
2012-02-06,42.6901
2012-02-07,42.6901
2012-02-08,42.6901
2012-02-09,42.6901
2012-02-10,42.6901
2012-02-11,42.6901
2012-02-12,42.6901
2012-02-13,42.6901
2012-02-14,42.6901
2012-02-15,42.6901
2012-02-16,42.6901
2012-02-17,42.6901
2012-02-18,42.6901
2012-02-19,42.6901
2012-02-20,42.6901
2012-02-21,42.6901
2012-02-22,42.6901
2012-02-23,42.6901
2012-02-24,42.6901
2012-02-25,42.6901
2012-02-26,42.6901
2012-02-27,42.6901
2012-02-28,42.6901
2012-02-29,44.5748
2012-03-01,44.5748
2012-03-02,44.5748
2012-03-03,44.5748
2012-03-04,44.5748
2012-03-05,44.5748
2012-03-06,44.5748
2012-03-07,44.5748
2012-03-08,44.5748
2012-03-09,44.5748
2012-03-10,44.5748
2012-03-11,44.5748
2012-03-12,44.5748
2012-03-13,44.5748
2012-03-14,44.5748
2012-03-15,44.5748
2012-03-16,44.5748
2012-03-17,44.5748
2012-03-18,44.5748
2012-03-19,44.5748
2012-03-20,44.5748
2012-03-21,44.5748
2012-03-22,44.5748
2012-03-23,44.5748
2012-03-24,44.5748
2012-03-25,44.5748
2012-03-26,44.5748
2012-03-27,44.5748
2012-03-28,44.5748
2012-03-29,44.5748
2012-03-30,44.5748
2012-03-31,44.5748
2012-04-01,44.5748
2012-04-02,44.5748
2012-04-03,44.5748
2012-04-04,44.5748
2012-04-05,44.5748
2012-04-06,44.5748
2012-04-07,44.5748
2012-04-08,44.5748
2012-04-09,44.5748
2012-04-10,44.5748
2012-04-11,44.5748
2012-04-12,44.5748
2012-04-13,44.5748
2012-04-14,44.5748
2012-04-15,44.5748
2012-04-16,44.5748
2012-04-17,44.5748
2012-04-18,44.5748
2012-04-19,44.5748
2012-04-20,44.5748
2012-04-21,44.5748
2012-04-22,44.5748
2012-04-23,44.5748
2012-04-24,44.5748
2012-04-25,44.5748
2012-04-26,44.5748
2012-04-27,44.5748
2012-04-28,44.5748
2012-04-29,44.5748
2012-04-30,44.5748
2012-05-01,44.5748
2012-05-02,44.5748
2012-05-03,44.5748
2012-05-04,44.5748
2012-05-05,44.5748
2012-05-06,44.5748
2012-05-07,44.5748
2012-05-08,44.5748
2012-05-09,44.5748
2012-05-10,44.5748
2012-05-11,44.5748
2012-05-12,44.5748
2012-05-13,44.5748
2012-05-14,44.5748
2012-05-15,44.5748
2012-05-16,44.5748
2012-05-17,44.5748
2012-05-18,44.5748
2012-05-19,44.5748
2012-05-20,44.5748
2012-05-21,44.5748
2012-05-22,44.5748
2012-05-23,44.5748
2012-05-24,44.5748
2012-05-25,44.5748
2012-05-26,44.5748
2012-05-27,44.5748
2012-05-28,44.5748
2012-05-29,44.5748
2012-05-30,44.5748
2012-05-31,44.5748
2012-06-01,44.5748
2012-06-02,44.5748
2012-06-03,44.5748
2012-06-04,44.5748
2012-06-05,44.5748
2012-06-06,44.5748
2012-06-07,44.5748
2012-06-08,44.5748
2012-06-09,44.5748
2012-06-10,44.5748
2012-06-11,44.5748
2012-06-12,44.5748
2012-06-13,44.5748
2012-06-14,44.5748
2012-06-15,44.5748
2012-06-16,44.5748
2012-06-17,44.5748
2012-06-18,44.5748
2012-06-19,44.5748
2012-06-20,44.5748
2012-06-21,44.5748
2012-06-22,44.5748
2012-06-23,44.5748
2012-06-24,44.5748
2012-06-25,44.5748
2012-06-26,44.5748
2012-06-27,44.5748
2012-06-28,44.5748
2012-06-29,44.5748
2012-06-30,44.5748
2012-07-01,44.5748
2012-07-02,44.5748
2012-07-03,44.5748
2012-07-04,44.5748
2012-07-05,44.5748
2012-07-06,44.5748
2012-07-07,44.5748
2012-07-08,44.5748
2012-07-09,44.5748
2012-07-10,44.5748
2012-07-11,44.5748
2012-07-12,44.5748
2012-07-13,44.5748
2012-07-14,44.5748
2012-07-15,44.5748
2012-07-16,44.5748
2012-07-17,44.5748
2012-07-18,44.5748
2012-07-19,44.5748
2012-07-20,44.5748
2012-07-21,44.5748
2012-07-22,44.5748
2012-07-23,44.5748
2012-07-24,44.5748
2012-07-25,44.5748
2012-07-26,44.5748
2012-07-27,44.5748
2012-07-28,44.5748
2012-07-29,44.5748
2012-07-30,44.5748
2012-07-31,44.5748
2012-08-01,44.5748
2012-08-02,44.5748
2012-08-03,44.5748
2012-08-04,44.5748
2012-08-05,44.5748
2012-08-06,44.5748
2012-08-07,44.5748
2012-08-08,44.5748
2012-08-09,44.5748
2012-08-10,44.5748
2012-08-11,44.5748
2012-08-12,44.5748
2012-08-13,44.5748
2012-08-14,44.5748
2012-08-15,44.5748
2012-08-16,44.5748
2012-08-17,44.5748
2012-08-18,44.5748
2012-08-19,44.5748
2012-08-20,44.5748
2012-08-21,44.5748
2012-08-22,44.5748
2012-08-23,44.5748
2012-08-24,44.5748
2012-08-25,44.5748
2012-08-26,44.5748
2012-08-27,44.5748
2012-08-28,44.5748
2012-08-29,44.5748
2012-08-30,44.5748
2012-08-31,63.745
2012-09-01,63.745
2012-09-02,63.745
2012-09-03,63.745
2012-09-04,63.745
2012-09-05,63.745
2012-09-06,63.745
2012-09-07,63.745
2012-09-08,63.745
2012-09-09,63.745
2012-09-10,63.745
2012-09-11,63.745
2012-09-12,63.745
2012-09-13,63.745
2012-09-14,63.745
2012-09-15,63.745
2012-09-16,63.745
2012-09-17,63.745
2012-09-18,63.745
2012-09-19,63.745
2012-09-20,63.745
2012-09-21,63.745
2012-09-22,63.745
2012-09-23,63.745
2012-09-24,63.745
2012-09-25,63.745
2012-09-26,63.745
2012-09-27,63.745
2012-09-28,63.745
2012-09-29,63.745
2012-09-30,63.745
2012-10-01,63.745
2012-10-02,63.745
2012-10-03,63.745
2012-10-04,63.745
2012-10-05,63.745
2012-10-06,63.745
2012-10-07,63.745
2012-10-08,63.745
2012-10-09,63.745
2012-10-10,63.745
2012-10-11,63.745
2012-10-12,63.745
2012-10-13,63.745
2012-10-14,63.745
2012-10-15,63.745
2012-10-16,63.745
2012-10-17,63.745
2012-10-18,63.745
2012-10-19,63.745
2012-10-20,63.745
2012-10-21,63.745
2012-10-22,63.745
2012-10-23,63.745
2012-10-24,63.745
2012-10-25,63.745
2012-10-26,63.745
2012-10-27,63.745
2012-10-28,63.745
2012-10-29,63.745
2012-10-30,63.745
2012-10-31,63.745
2012-11-01,63.745
2012-11-02,63.745
2012-11-03,63.745
2012-11-04,63.745
2012-11-05,63.745
2012-11-06,63.745
2012-11-07,63.745
2012-11-08,63.745
2012-11-09,63.745
2012-11-10,63.745
2012-11-11,63.745
2012-11-12,63.745
2012-11-13,63.745
2012-11-14,63.745
2012-11-15,63.745
2012-11-16,63.745
2012-11-17,63.745
2012-11-18,63.745
2012-11-19,63.745
2012-11-20,63.745
2012-11-21,63.745
2012-11-22,63.745
2012-11-23,63.745
2012-11-24,63.745
2012-11-25,63.745
2012-11-26,63.745
2012-11-27,63.745
2012-11-28,63.745
2012-11-29,63.745
2012-11-30,63.745
2012-12-01,63.745
2012-12-02,63.745
2012-12-03,63.745
2012-12-04,63.745
2012-12-05,63.745
2012-12-06,63.745
2012-12-07,63.745
2012-12-08,63.745
2012-12-09,63.745
2012-12-10,63.745
2012-12-11,63.745
2012-12-12,63.745
2012-12-13,63.745
2012-12-14,63.745
2012-12-15,63.745
2012-12-16,63.745
2012-12-17,63.745
2012-12-18,63.745
2012-12-19,63.745
2012-12-20,63.745
2012-12-21,63.745
2012-12-22,63.745
2012-12-23,63.745
2012-12-24,63.745
2012-12-25,63.745
2012-12-26,63.745
2012-12-27,63.745
2012-12-28,63.745
2012-12-29,63.745
2012-12-30,63.745
2012-12-31,63.745
2013-01-01,63.745
2013-01-02,63.745
2013-01-03,63.745
2013-01-04,63.745
2013-01-05,63.745
2013-01-06,63.745
2013-01-07,63.745
2013-01-08,63.745
2013-01-09,63.745
2013-01-10,63.745
2013-01-11,63.745
2013-01-12,63.745
2013-01-13,63.745
2013-01-14,63.745
2013-01-15,63.745
2013-01-16,63.745
2013-01-17,63.745
2013-01-18,63.745
2013-01-19,63.745
2013-01-20,63.745
2013-01-21,63.745
2013-01-22,63.745
2013-01-23,63.745
2013-01-24,63.745
2013-01-25,63.745
2013-01-26,63.745
2013-01-27,63.745
2013-01-28,63.745
2013-01-29,63.745
2013-01-30,63.745
2013-01-31,63.745
2013-02-01,63.745
2013-02-02,63.745
2013-02-03,63.745
2013-02-04,63.745
2013-02-05,63.745
2013-02-06,63.745
2013-02-07,63.745
2013-02-08,63.745
2013-02-09,63.745
2013-02-10,63.745
2013-02-11,63.745
2013-02-12,63.745
2013-02-13,63.745
2013-02-14,63.745
2013-02-15,63.745
2013-02-16,63.745
2013-02-17,63.745
2013-02-18,63.745
2013-02-19,63.745
2013-02-20,63.745
2013-02-21,63.745
2013-02-22,63.745
2013-02-23,63.745
2013-02-24,63.745
2013-02-25,63.745
2013-02-26,63.745
2013-02-27,63.745
2013-02-28,57.7778
2013-03-01,57.7778
2013-03-02,57.7778
2013-03-03,57.7778
2013-03-04,57.7778
2013-03-05,57.7778
2013-03-06,57.7778
2013-03-07,57.7778
2013-03-08,57.7778
2013-03-09,57.7778
2013-03-10,57.7778
2013-03-11,57.7778
2013-03-12,57.7778
2013-03-13,57.7778
2013-03-14,57.7778
2013-03-15,57.7778
2013-03-16,57.7778
2013-03-17,57.7778
2013-03-18,57.7778
2013-03-19,57.7778
2013-03-20,57.7778
2013-03-21,57.7778
2013-03-22,57.7778
2013-03-23,57.7778
2013-03-24,57.7778
2013-03-25,57.7778
2013-03-26,57.7778
2013-03-27,57.7778
2013-03-28,57.7778
2013-03-29,57.7778
2013-03-30,57.7778
2013-03-31,57.7778
2013-04-01,57.7778
2013-04-02,57.7778
2013-04-03,57.7778
2013-04-04,57.7778
2013-04-05,57.7778
2013-04-06,57.7778
2013-04-07,57.7778
2013-04-08,57.7778
