,PFC LN Equity
2010-07-12,86.3116
2010-07-13,86.3116
2010-07-14,86.3116
2010-07-15,86.3116
2010-07-16,86.3116
2010-07-17,86.3116
2010-07-18,86.3116
2010-07-19,86.3116
2010-07-20,86.3116
2010-07-21,86.3116
2010-07-22,86.3116
2010-07-23,86.3116
2010-07-24,86.3116
2010-07-25,86.3116
2010-07-26,86.3116
2010-07-27,86.3116
2010-07-28,86.3116
2010-07-29,86.3116
2010-07-30,86.3116
2010-07-31,86.3116
2010-08-01,86.3116
2010-08-02,86.3116
2010-08-03,86.3116
2010-08-04,86.3116
2010-08-05,86.3116
2010-08-06,86.3116
2010-08-07,86.3116
2010-08-08,86.3116
2010-08-09,86.3116
2010-08-10,86.3116
2010-08-11,86.3116
2010-08-12,86.3116
2010-08-13,86.3116
2010-08-14,86.3116
2010-08-15,86.3116
2010-08-16,86.3116
2010-08-17,86.3116
2010-08-18,86.3116
2010-08-19,86.3116
2010-08-20,86.3116
2010-08-21,86.3116
2010-08-22,86.3116
2010-08-23,86.3116
2010-08-24,86.3116
2010-08-25,86.3116
2010-08-26,86.3116
2010-08-27,86.3116
2010-08-28,86.3116
2010-08-29,86.3116
2010-08-30,86.3116
2010-08-31,86.3116
2010-09-01,86.3116
2010-09-02,86.3116
2010-09-03,86.3116
2010-09-04,86.3116
2010-09-05,86.3116
2010-09-06,86.3116
2010-09-07,86.3116
2010-09-08,86.3116
2010-09-09,86.3116
2010-09-10,86.3116
2010-09-11,86.3116
2010-09-12,86.3116
2010-09-13,86.3116
2010-09-14,86.3116
2010-09-15,86.3116
2010-09-16,86.3116
2010-09-17,86.3116
2010-09-18,86.3116
2010-09-19,86.3116
2010-09-20,86.3116
2010-09-21,86.3116
2010-09-22,86.3116
2010-09-23,86.3116
2010-09-24,86.3116
2010-09-25,86.3116
2010-09-26,86.3116
2010-09-27,86.3116
2010-09-28,86.3116
2010-09-29,86.3116
2010-09-30,86.3116
2010-10-01,86.3116
2010-10-02,86.3116
2010-10-03,86.3116
2010-10-04,86.3116
2010-10-05,86.3116
2010-10-06,86.3116
2010-10-07,86.3116
2010-10-08,86.3116
2010-10-09,86.3116
2010-10-10,86.3116
2010-10-11,86.3116
2010-10-12,86.3116
2010-10-13,86.3116
2010-10-14,86.3116
2010-10-15,86.3116
2010-10-16,86.3116
2010-10-17,86.3116
2010-10-18,86.3116
2010-10-19,86.3116
2010-10-20,86.3116
2010-10-21,86.3116
2010-10-22,86.3116
2010-10-23,86.3116
2010-10-24,86.3116
2010-10-25,86.3116
2010-10-26,86.3116
2010-10-27,86.3116
2010-10-28,86.3116
2010-10-29,86.3116
2010-10-30,86.3116
2010-10-31,86.3116
2010-11-01,86.3116
2010-11-02,86.3116
2010-11-03,86.3116
2010-11-04,86.3116
2010-11-05,86.3116
2010-11-06,86.3116
2010-11-07,86.3116
2010-11-08,86.3116
2010-11-09,86.3116
2010-11-10,86.3116
2010-11-11,86.3116
2010-11-12,86.3116
2010-11-13,86.3116
2010-11-14,86.3116
2010-11-15,86.3116
2010-11-16,86.3116
2010-11-17,86.3116
2010-11-18,86.3116
2010-11-19,86.3116
2010-11-20,86.3116
2010-11-21,86.3116
2010-11-22,86.3116
2010-11-23,86.3116
2010-11-24,86.3116
2010-11-25,86.3116
2010-11-26,86.3116
2010-11-27,86.3116
2010-11-28,86.3116
2010-11-29,86.3116
2010-11-30,86.3116
2010-12-01,86.3116
2010-12-02,86.3116
2010-12-03,86.3116
2010-12-04,86.3116
2010-12-05,86.3116
2010-12-06,86.3116
2010-12-07,86.3116
2010-12-08,86.3116
2010-12-09,86.3116
2010-12-10,86.3116
2010-12-11,86.3116
2010-12-12,86.3116
2010-12-13,86.3116
2010-12-14,86.3116
2010-12-15,86.3116
2010-12-16,86.3116
2010-12-17,86.3116
2010-12-18,86.3116
2010-12-19,86.3116
2010-12-20,86.3116
2010-12-21,86.3116
2010-12-22,86.3116
2010-12-23,86.3116
2010-12-24,86.3116
2010-12-25,86.3116
2010-12-26,86.3116
2010-12-27,86.3116
2010-12-28,86.3116
2010-12-29,86.3116
2010-12-30,86.3116
2010-12-31,69.7037
2011-01-01,69.7037
2011-01-02,69.7037
2011-01-03,69.7037
2011-01-04,69.7037
2011-01-05,69.7037
2011-01-06,69.7037
2011-01-07,69.7037
2011-01-08,69.7037
2011-01-09,69.7037
2011-01-10,69.7037
2011-01-11,69.7037
2011-01-12,69.7037
2011-01-13,69.7037
2011-01-14,69.7037
2011-01-15,69.7037
2011-01-16,69.7037
2011-01-17,69.7037
2011-01-18,69.7037
2011-01-19,69.7037
2011-01-20,69.7037
2011-01-21,69.7037
2011-01-22,69.7037
2011-01-23,69.7037
2011-01-24,69.7037
2011-01-25,69.7037
2011-01-26,69.7037
2011-01-27,69.7037
2011-01-28,69.7037
2011-01-29,69.7037
2011-01-30,69.7037
2011-01-31,69.7037
2011-02-01,69.7037
2011-02-02,69.7037
2011-02-03,69.7037
2011-02-04,69.7037
2011-02-05,69.7037
2011-02-06,69.7037
2011-02-07,69.7037
2011-02-08,69.7037
2011-02-09,69.7037
2011-02-10,69.7037
2011-02-11,69.7037
2011-02-12,69.7037
2011-02-13,69.7037
2011-02-14,69.7037
2011-02-15,69.7037
2011-02-16,69.7037
2011-02-17,69.7037
2011-02-18,69.7037
2011-02-19,69.7037
2011-02-20,69.7037
2011-02-21,69.7037
2011-02-22,69.7037
2011-02-23,69.7037
2011-02-24,69.7037
2011-02-25,69.7037
2011-02-26,69.7037
2011-02-27,69.7037
2011-02-28,69.7037
2011-03-01,69.7037
2011-03-02,69.7037
2011-03-03,69.7037
2011-03-04,69.7037
2011-03-05,69.7037
2011-03-06,69.7037
2011-03-07,69.7037
2011-03-08,69.7037
2011-03-09,69.7037
2011-03-10,69.7037
2011-03-11,69.7037
2011-03-12,69.7037
2011-03-13,69.7037
2011-03-14,69.7037
2011-03-15,69.7037
2011-03-16,69.7037
2011-03-17,69.7037
2011-03-18,69.7037
2011-03-19,69.7037
2011-03-20,69.7037
2011-03-21,69.7037
2011-03-22,69.7037
2011-03-23,69.7037
2011-03-24,69.7037
2011-03-25,69.7037
2011-03-26,69.7037
2011-03-27,69.7037
2011-03-28,69.7037
2011-03-29,69.7037
2011-03-30,69.7037
2011-03-31,69.7037
2011-04-01,69.7037
2011-04-02,69.7037
2011-04-03,69.7037
2011-04-04,69.7037
2011-04-05,69.7037
2011-04-06,69.7037
2011-04-07,69.7037
2011-04-08,69.7037
2011-04-09,69.7037
2011-04-10,69.7037
2011-04-11,69.7037
2011-04-12,69.7037
2011-04-13,69.7037
2011-04-14,69.7037
2011-04-15,69.7037
2011-04-16,69.7037
2011-04-17,69.7037
2011-04-18,69.7037
2011-04-19,69.7037
2011-04-20,69.7037
2011-04-21,69.7037
2011-04-22,69.7037
2011-04-23,69.7037
2011-04-24,69.7037
2011-04-25,69.7037
2011-04-26,69.7037
2011-04-27,69.7037
2011-04-28,69.7037
2011-04-29,69.7037
2011-04-30,69.7037
2011-05-01,69.7037
2011-05-02,69.7037
2011-05-03,69.7037
2011-05-04,69.7037
2011-05-05,69.7037
2011-05-06,69.7037
2011-05-07,69.7037
2011-05-08,69.7037
2011-05-09,69.7037
2011-05-10,69.7037
2011-05-11,69.7037
2011-05-12,69.7037
2011-05-13,69.7037
2011-05-14,69.7037
2011-05-15,69.7037
2011-05-16,69.7037
2011-05-17,69.7037
2011-05-18,69.7037
2011-05-19,69.7037
2011-05-20,69.7037
2011-05-21,69.7037
2011-05-22,69.7037
2011-05-23,69.7037
2011-05-24,69.7037
2011-05-25,69.7037
2011-05-26,69.7037
2011-05-27,69.7037
2011-05-28,69.7037
2011-05-29,69.7037
2011-05-30,69.7037
2011-05-31,69.7037
2011-06-01,69.7037
2011-06-02,69.7037
2011-06-03,69.7037
2011-06-04,69.7037
2011-06-05,69.7037
2011-06-06,69.7037
2011-06-07,69.7037
2011-06-08,69.7037
2011-06-09,69.7037
2011-06-10,69.7037
2011-06-11,69.7037
2011-06-12,69.7037
2011-06-13,69.7037
2011-06-14,69.7037
2011-06-15,69.7037
2011-06-16,69.7037
2011-06-17,69.7037
2011-06-18,69.7037
2011-06-19,69.7037
2011-06-20,69.7037
2011-06-21,69.7037
2011-06-22,69.7037
2011-06-23,69.7037
2011-06-24,69.7037
2011-06-25,69.7037
2011-06-26,69.7037
2011-06-27,69.7037
2011-06-28,69.7037
2011-06-29,69.7037
2011-06-30,62.303
2011-07-01,62.303
2011-07-02,62.303
2011-07-03,62.303
2011-07-04,62.303
2011-07-05,62.303
2011-07-06,62.303
2011-07-07,62.303
2011-07-08,62.303
2011-07-09,62.303
2011-07-10,62.303
2011-07-11,62.303
2011-07-12,62.303
2011-07-13,62.303
2011-07-14,62.303
2011-07-15,62.303
2011-07-16,62.303
2011-07-17,62.303
2011-07-18,62.303
2011-07-19,62.303
2011-07-20,62.303
2011-07-21,62.303
2011-07-22,62.303
2011-07-23,62.303
2011-07-24,62.303
2011-07-25,62.303
2011-07-26,62.303
2011-07-27,62.303
2011-07-28,62.303
2011-07-29,62.303
2011-07-30,62.303
2011-07-31,62.303
2011-08-01,62.303
2011-08-02,62.303
2011-08-03,62.303
2011-08-04,62.303
2011-08-05,62.303
2011-08-06,62.303
2011-08-07,62.303
2011-08-08,62.303
2011-08-09,62.303
2011-08-10,62.303
2011-08-11,62.303
2011-08-12,62.303
2011-08-13,62.303
2011-08-14,62.303
2011-08-15,62.303
2011-08-16,62.303
2011-08-17,62.303
2011-08-18,62.303
2011-08-19,62.303
2011-08-20,62.303
2011-08-21,62.303
2011-08-22,62.303
2011-08-23,62.303
2011-08-24,62.303
2011-08-25,62.303
2011-08-26,62.303
2011-08-27,62.303
2011-08-28,62.303
2011-08-29,62.303
2011-08-30,62.303
2011-08-31,62.303
2011-09-01,62.303
2011-09-02,62.303
2011-09-03,62.303
2011-09-04,62.303
2011-09-05,62.303
2011-09-06,62.303
2011-09-07,62.303
2011-09-08,62.303
2011-09-09,62.303
2011-09-10,62.303
2011-09-11,62.303
2011-09-12,62.303
2011-09-13,62.303
2011-09-14,62.303
2011-09-15,62.303
2011-09-16,62.303
2011-09-17,62.303
2011-09-18,62.303
2011-09-19,62.303
2011-09-20,62.303
2011-09-21,62.303
2011-09-22,62.303
2011-09-23,62.303
2011-09-24,62.303
2011-09-25,62.303
2011-09-26,62.303
2011-09-27,62.303
2011-09-28,62.303
2011-09-29,62.303
2011-09-30,62.303
2011-10-01,62.303
2011-10-02,62.303
2011-10-03,62.303
2011-10-04,62.303
2011-10-05,62.303
2011-10-06,62.303
2011-10-07,62.303
2011-10-08,62.303
2011-10-09,62.303
2011-10-10,62.303
2011-10-11,62.303
2011-10-12,62.303
2011-10-13,62.303
2011-10-14,62.303
2011-10-15,62.303
2011-10-16,62.303
2011-10-17,62.303
2011-10-18,62.303
2011-10-19,62.303
2011-10-20,62.303
2011-10-21,62.303
2011-10-22,62.303
2011-10-23,62.303
2011-10-24,62.303
2011-10-25,62.303
2011-10-26,62.303
2011-10-27,62.303
2011-10-28,62.303
2011-10-29,62.303
2011-10-30,62.303
2011-10-31,62.303
2011-11-01,62.303
2011-11-02,62.303
2011-11-03,62.303
2011-11-04,62.303
2011-11-05,62.303
2011-11-06,62.303
2011-11-07,62.303
2011-11-08,62.303
2011-11-09,62.303
2011-11-10,62.303
2011-11-11,62.303
2011-11-12,62.303
2011-11-13,62.303
2011-11-14,62.303
2011-11-15,62.303
2011-11-16,62.303
2011-11-17,62.303
2011-11-18,62.303
2011-11-19,62.303
2011-11-20,62.303
2011-11-21,62.303
2011-11-22,62.303
2011-11-23,62.303
2011-11-24,62.303
2011-11-25,62.303
2011-11-26,62.303
2011-11-27,62.303
2011-11-28,62.303
2011-11-29,62.303
2011-11-30,62.303
2011-12-01,62.303
2011-12-02,62.303
2011-12-03,62.303
2011-12-04,62.303
2011-12-05,62.303
2011-12-06,62.303
2011-12-07,62.303
2011-12-08,62.303
2011-12-09,62.303
2011-12-10,62.303
2011-12-11,62.303
2011-12-12,62.303
2011-12-13,62.303
2011-12-14,62.303
2011-12-15,62.303
2011-12-16,62.303
2011-12-17,62.303
2011-12-18,62.303
2011-12-19,62.303
2011-12-20,62.303
2011-12-21,62.303
2011-12-22,62.303
2011-12-23,62.303
2011-12-24,62.303
2011-12-25,62.303
2011-12-26,62.303
2011-12-27,62.303
2011-12-28,62.303
2011-12-29,62.303
2011-12-30,62.303
2011-12-31,57.1894
2012-01-01,57.1894
2012-01-02,57.1894
2012-01-03,57.1894
2012-01-04,57.1894
2012-01-05,57.1894
2012-01-06,57.1894
2012-01-07,57.1894
2012-01-08,57.1894
2012-01-09,57.1894
2012-01-10,57.1894
2012-01-11,57.1894
2012-01-12,57.1894
2012-01-13,57.1894
2012-01-14,57.1894
2012-01-15,57.1894
2012-01-16,57.1894
2012-01-17,57.1894
2012-01-18,57.1894
2012-01-19,57.1894
2012-01-20,57.1894
2012-01-21,57.1894
2012-01-22,57.1894
2012-01-23,57.1894
2012-01-24,57.1894
2012-01-25,57.1894
2012-01-26,57.1894
2012-01-27,57.1894
2012-01-28,57.1894
2012-01-29,57.1894
2012-01-30,57.1894
2012-01-31,57.1894
2012-02-01,57.1894
2012-02-02,57.1894
2012-02-03,57.1894
2012-02-04,57.1894
2012-02-05,57.1894
2012-02-06,57.1894
2012-02-07,57.1894
2012-02-08,57.1894
2012-02-09,57.1894
2012-02-10,57.1894
2012-02-11,57.1894
2012-02-12,57.1894
2012-02-13,57.1894
2012-02-14,57.1894
2012-02-15,57.1894
2012-02-16,57.1894
2012-02-17,57.1894
2012-02-18,57.1894
2012-02-19,57.1894
2012-02-20,57.1894
2012-02-21,57.1894
2012-02-22,57.1894
2012-02-23,57.1894
2012-02-24,57.1894
2012-02-25,57.1894
2012-02-26,57.1894
2012-02-27,57.1894
2012-02-28,57.1894
2012-02-29,57.1894
2012-03-01,57.1894
2012-03-02,57.1894
2012-03-03,57.1894
2012-03-04,57.1894
2012-03-05,57.1894
2012-03-06,57.1894
2012-03-07,57.1894
2012-03-08,57.1894
2012-03-09,57.1894
2012-03-10,57.1894
2012-03-11,57.1894
2012-03-12,57.1894
2012-03-13,57.1894
2012-03-14,57.1894
2012-03-15,57.1894
2012-03-16,57.1894
2012-03-17,57.1894
2012-03-18,57.1894
2012-03-19,57.1894
2012-03-20,57.1894
2012-03-21,57.1894
2012-03-22,57.1894
2012-03-23,57.1894
2012-03-24,57.1894
2012-03-25,57.1894
2012-03-26,57.1894
2012-03-27,57.1894
2012-03-28,57.1894
2012-03-29,57.1894
2012-03-30,57.1894
2012-03-31,57.1894
2012-04-01,57.1894
2012-04-02,57.1894
2012-04-03,57.1894
2012-04-04,57.1894
2012-04-05,57.1894
2012-04-06,57.1894
2012-04-07,57.1894
2012-04-08,57.1894
2012-04-09,57.1894
2012-04-10,57.1894
2012-04-11,57.1894
2012-04-12,57.1894
2012-04-13,57.1894
2012-04-14,57.1894
2012-04-15,57.1894
2012-04-16,57.1894
2012-04-17,57.1894
2012-04-18,57.1894
2012-04-19,57.1894
2012-04-20,57.1894
2012-04-21,57.1894
2012-04-22,57.1894
2012-04-23,57.1894
2012-04-24,57.1894
2012-04-25,57.1894
2012-04-26,57.1894
2012-04-27,57.1894
2012-04-28,57.1894
2012-04-29,57.1894
2012-04-30,57.1894
2012-05-01,57.1894
2012-05-02,57.1894
2012-05-03,57.1894
2012-05-04,57.1894
2012-05-05,57.1894
2012-05-06,57.1894
2012-05-07,57.1894
2012-05-08,57.1894
2012-05-09,57.1894
2012-05-10,57.1894
2012-05-11,57.1894
2012-05-12,57.1894
2012-05-13,57.1894
2012-05-14,57.1894
2012-05-15,57.1894
2012-05-16,57.1894
2012-05-17,57.1894
2012-05-18,57.1894
2012-05-19,57.1894
2012-05-20,57.1894
2012-05-21,57.1894
2012-05-22,57.1894
2012-05-23,57.1894
2012-05-24,57.1894
2012-05-25,57.1894
2012-05-26,57.1894
2012-05-27,57.1894
2012-05-28,57.1894
2012-05-29,57.1894
2012-05-30,57.1894
2012-05-31,57.1894
2012-06-01,57.1894
2012-06-02,57.1894
2012-06-03,57.1894
2012-06-04,57.1894
2012-06-05,57.1894
2012-06-06,57.1894
2012-06-07,57.1894
2012-06-08,57.1894
2012-06-09,57.1894
2012-06-10,57.1894
2012-06-11,57.1894
2012-06-12,57.1894
2012-06-13,57.1894
2012-06-14,57.1894
2012-06-15,57.1894
2012-06-16,57.1894
2012-06-17,57.1894
2012-06-18,57.1894
2012-06-19,57.1894
2012-06-20,57.1894
2012-06-21,57.1894
2012-06-22,57.1894
2012-06-23,57.1894
2012-06-24,57.1894
2012-06-25,57.1894
2012-06-26,57.1894
2012-06-27,57.1894
2012-06-28,57.1894
2012-06-29,57.1894
2012-06-30,56.4393
2012-07-01,56.4393
2012-07-02,56.4393
2012-07-03,56.4393
2012-07-04,56.4393
2012-07-05,56.4393
2012-07-06,56.4393
2012-07-07,56.4393
2012-07-08,56.4393
2012-07-09,56.4393
2012-07-10,56.4393
2012-07-11,56.4393
2012-07-12,56.4393
2012-07-13,56.4393
2012-07-14,56.4393
2012-07-15,56.4393
2012-07-16,56.4393
2012-07-17,56.4393
2012-07-18,56.4393
2012-07-19,56.4393
2012-07-20,56.4393
2012-07-21,56.4393
2012-07-22,56.4393
2012-07-23,56.4393
2012-07-24,56.4393
2012-07-25,56.4393
2012-07-26,56.4393
2012-07-27,56.4393
2012-07-28,56.4393
2012-07-29,56.4393
2012-07-30,56.4393
2012-07-31,56.4393
2012-08-01,56.4393
2012-08-02,56.4393
2012-08-03,56.4393
2012-08-04,56.4393
2012-08-05,56.4393
2012-08-06,56.4393
2012-08-07,56.4393
2012-08-08,56.4393
2012-08-09,56.4393
2012-08-10,56.4393
2012-08-11,56.4393
2012-08-12,56.4393
2012-08-13,56.4393
2012-08-14,56.4393
2012-08-15,56.4393
2012-08-16,56.4393
2012-08-17,56.4393
2012-08-18,56.4393
2012-08-19,56.4393
2012-08-20,56.4393
2012-08-21,56.4393
2012-08-22,56.4393
2012-08-23,56.4393
2012-08-24,56.4393
2012-08-25,56.4393
2012-08-26,56.4393
2012-08-27,56.4393
2012-08-28,56.4393
2012-08-29,56.4393
2012-08-30,56.4393
2012-08-31,56.4393
2012-09-01,56.4393
2012-09-02,56.4393
2012-09-03,56.4393
2012-09-04,56.4393
2012-09-05,56.4393
2012-09-06,56.4393
2012-09-07,56.4393
2012-09-08,56.4393
2012-09-09,56.4393
2012-09-10,56.4393
2012-09-11,56.4393
2012-09-12,56.4393
2012-09-13,56.4393
2012-09-14,56.4393
2012-09-15,56.4393
2012-09-16,56.4393
2012-09-17,56.4393
2012-09-18,56.4393
2012-09-19,56.4393
2012-09-20,56.4393
2012-09-21,56.4393
2012-09-22,56.4393
2012-09-23,56.4393
2012-09-24,56.4393
2012-09-25,56.4393
2012-09-26,56.4393
2012-09-27,56.4393
2012-09-28,56.4393
2012-09-29,56.4393
2012-09-30,56.4393
2012-10-01,56.4393
2012-10-02,56.4393
2012-10-03,56.4393
2012-10-04,56.4393
2012-10-05,56.4393
2012-10-06,56.4393
2012-10-07,56.4393
2012-10-08,56.4393
2012-10-09,56.4393
2012-10-10,56.4393
2012-10-11,56.4393
2012-10-12,56.4393
2012-10-13,56.4393
2012-10-14,56.4393
2012-10-15,56.4393
2012-10-16,56.4393
2012-10-17,56.4393
2012-10-18,56.4393
2012-10-19,56.4393
2012-10-20,56.4393
2012-10-21,56.4393
2012-10-22,56.4393
2012-10-23,56.4393
2012-10-24,56.4393
2012-10-25,56.4393
2012-10-26,56.4393
2012-10-27,56.4393
2012-10-28,56.4393
2012-10-29,56.4393
2012-10-30,56.4393
2012-10-31,56.4393
2012-11-01,56.4393
2012-11-02,56.4393
2012-11-03,56.4393
2012-11-04,56.4393
2012-11-05,56.4393
2012-11-06,56.4393
2012-11-07,56.4393
2012-11-08,56.4393
2012-11-09,56.4393
2012-11-10,56.4393
2012-11-11,56.4393
2012-11-12,56.4393
2012-11-13,56.4393
2012-11-14,56.4393
2012-11-15,56.4393
2012-11-16,56.4393
2012-11-17,56.4393
2012-11-18,56.4393
2012-11-19,56.4393
2012-11-20,56.4393
2012-11-21,56.4393
2012-11-22,56.4393
2012-11-23,56.4393
2012-11-24,56.4393
2012-11-25,56.4393
2012-11-26,56.4393
2012-11-27,56.4393
2012-11-28,56.4393
2012-11-29,56.4393
2012-11-30,56.4393
2012-12-01,56.4393
2012-12-02,56.4393
2012-12-03,56.4393
2012-12-04,56.4393
2012-12-05,56.4393
2012-12-06,56.4393
2012-12-07,56.4393
2012-12-08,56.4393
2012-12-09,56.4393
2012-12-10,56.4393
2012-12-11,56.4393
2012-12-12,56.4393
2012-12-13,56.4393
2012-12-14,56.4393
2012-12-15,56.4393
2012-12-16,56.4393
2012-12-17,56.4393
2012-12-18,56.4393
2012-12-19,56.4393
2012-12-20,56.4393
2012-12-21,56.4393
2012-12-22,56.4393
2012-12-23,56.4393
2012-12-24,56.4393
2012-12-25,56.4393
2012-12-26,56.4393
2012-12-27,56.4393
2012-12-28,56.4393
2012-12-29,56.4393
2012-12-30,56.4393
2012-12-31,47.5563
2013-01-01,47.5563
2013-01-02,47.5563
2013-01-03,47.5563
2013-01-04,47.5563
2013-01-05,47.5563
2013-01-06,47.5563
2013-01-07,47.5563
2013-01-08,47.5563
2013-01-09,47.5563
2013-01-10,47.5563
2013-01-11,47.5563
2013-01-12,47.5563
2013-01-13,47.5563
2013-01-14,47.5563
2013-01-15,47.5563
2013-01-16,47.5563
2013-01-17,47.5563
2013-01-18,47.5563
2013-01-19,47.5563
2013-01-20,47.5563
2013-01-21,47.5563
2013-01-22,47.5563
2013-01-23,47.5563
2013-01-24,47.5563
2013-01-25,47.5563
2013-01-26,47.5563
2013-01-27,47.5563
2013-01-28,47.5563
2013-01-29,47.5563
2013-01-30,47.5563
2013-01-31,47.5563
2013-02-01,47.5563
2013-02-02,47.5563
2013-02-03,47.5563
2013-02-04,47.5563
2013-02-05,47.5563
2013-02-06,47.5563
2013-02-07,47.5563
2013-02-08,47.5563
2013-02-09,47.5563
2013-02-10,47.5563
2013-02-11,47.5563
2013-02-12,47.5563
2013-02-13,47.5563
2013-02-14,47.5563
2013-02-15,47.5563
2013-02-16,47.5563
2013-02-17,47.5563
2013-02-18,47.5563
2013-02-19,47.5563
2013-02-20,47.5563
2013-02-21,47.5563
2013-02-22,47.5563
2013-02-23,47.5563
2013-02-24,47.5563
2013-02-25,47.5563
2013-02-26,47.5563
2013-02-27,47.5563
2013-02-28,47.5563
2013-03-01,47.5563
2013-03-02,47.5563
2013-03-03,47.5563
2013-03-04,47.5563
2013-03-05,47.5563
2013-03-06,47.5563
2013-03-07,47.5563
2013-03-08,47.5563
2013-03-09,47.5563
2013-03-10,47.5563
2013-03-11,47.5563
2013-03-12,47.5563
2013-03-13,47.5563
2013-03-14,47.5563
2013-03-15,47.5563
2013-03-16,47.5563
2013-03-17,47.5563
2013-03-18,47.5563
2013-03-19,47.5563
2013-03-20,47.5563
2013-03-21,47.5563
2013-03-22,47.5563
2013-03-23,47.5563
2013-03-24,47.5563
