,PAGE LN Equity
2019-09-26,33.0646
2019-09-27,33.0646
2019-09-28,33.0646
2019-09-29,33.0646
2019-09-30,33.0646
2019-10-01,33.0646
2019-10-02,33.0646
2019-10-03,33.0646
2019-10-04,33.0646
2019-10-05,33.0646
2019-10-06,33.0646
2019-10-07,33.0646
2019-10-08,33.0646
2019-10-09,33.0646
2019-10-10,33.0646
2019-10-11,33.0646
2019-10-12,33.0646
2019-10-13,33.0646
2019-10-14,33.0646
2019-10-15,33.0646
2019-10-16,33.0646
2019-10-17,33.0646
2019-10-18,33.0646
2019-10-19,33.0646
2019-10-20,33.0646
2019-10-21,33.0646
2019-10-22,33.0646
2019-10-23,33.0646
2019-10-24,33.0646
2019-10-25,33.0646
2019-10-26,33.0646
2019-10-27,33.0646
2019-10-28,33.0646
2019-10-29,33.0646
2019-10-30,33.0646
2019-10-31,33.0646
2019-11-01,33.0646
2019-11-02,33.0646
2019-11-03,33.0646
2019-11-04,33.0646
2019-11-05,33.0646
2019-11-06,33.0646
2019-11-07,33.0646
2019-11-08,33.0646
2019-11-09,33.0646
2019-11-10,33.0646
2019-11-11,33.0646
2019-11-12,33.0646
2019-11-13,33.0646
2019-11-14,33.0646
2019-11-15,33.0646
2019-11-16,33.0646
2019-11-17,33.0646
2019-11-18,33.0646
2019-11-19,33.0646
2019-11-20,33.0646
2019-11-21,33.0646
2019-11-22,33.0646
2019-11-23,33.0646
2019-11-24,33.0646
2019-11-25,33.0646
2019-11-26,33.0646
2019-11-27,33.0646
2019-11-28,33.0646
2019-11-29,33.0646
2019-11-30,33.0646
2019-12-01,33.0646
2019-12-02,33.0646
2019-12-03,33.0646
2019-12-04,33.0646
2019-12-05,33.0646
2019-12-06,33.0646
2019-12-07,33.0646
2019-12-08,33.0646
2019-12-09,33.0646
2019-12-10,33.0646
2019-12-11,33.0646
2019-12-12,33.0646
2019-12-13,33.0646
2019-12-14,33.0646
2019-12-15,33.0646
2019-12-16,33.0646
2019-12-17,33.0646
2019-12-18,33.0646
2019-12-19,33.0646
2019-12-20,33.0646
2019-12-21,33.0646
2019-12-22,33.0646
2019-12-23,33.0646
2019-12-24,33.0646
2019-12-25,33.0646
2019-12-26,33.0646
2019-12-27,33.0646
2019-12-28,33.0646
2019-12-29,33.0646
2019-12-30,33.0646
2019-12-31,32.1773
2020-01-01,32.1773
2020-01-02,32.1773
2020-01-03,32.1773
2020-01-04,32.1773
2020-01-05,32.1773
2020-01-06,32.1773
2020-01-07,32.1773
2020-01-08,32.1773
2020-01-09,32.1773
2020-01-10,32.1773
2020-01-11,32.1773
2020-01-12,32.1773
2020-01-13,32.1773
2020-01-14,32.1773
2020-01-15,32.1773
2020-01-16,32.1773
2020-01-17,32.1773
2020-01-18,32.1773
2020-01-19,32.1773
2020-01-20,32.1773
2020-01-21,32.1773
2020-01-22,32.1773
2020-01-23,32.1773
2020-01-24,32.1773
2020-01-25,32.1773
2020-01-26,32.1773
2020-01-27,32.1773
2020-01-28,32.1773
2020-01-29,32.1773
2020-01-30,32.1773
2020-01-31,32.1773
2020-02-01,32.1773
2020-02-02,32.1773
2020-02-03,32.1773
2020-02-04,32.1773
2020-02-05,32.1773
2020-02-06,32.1773
2020-02-07,32.1773
2020-02-08,32.1773
2020-02-09,32.1773
2020-02-10,32.1773
2020-02-11,32.1773
2020-02-12,32.1773
2020-02-13,32.1773
2020-02-14,32.1773
2020-02-15,32.1773
2020-02-16,32.1773
2020-02-17,32.1773
2020-02-18,32.1773
2020-02-19,32.1773
2020-02-20,32.1773
2020-02-21,32.1773
2020-02-22,32.1773
2020-02-23,32.1773
2020-02-24,32.1773
2020-02-25,32.1773
2020-02-26,32.1773
2020-02-27,32.1773
2020-02-28,32.1773
2020-02-29,32.1773
2020-03-01,32.1773
2020-03-02,32.1773
2020-03-03,32.1773
2020-03-04,32.1773
2020-03-05,32.1773
2020-03-06,32.1773
2020-03-07,32.1773
2020-03-08,32.1773
2020-03-09,32.1773
2020-03-10,32.1773
2020-03-11,32.1773
2020-03-12,32.1773
2020-03-13,32.1773
2020-03-14,32.1773
2020-03-15,32.1773
2020-03-16,32.1773
2020-03-17,32.1773
2020-03-18,32.1773
2020-03-19,32.1773
2020-03-20,32.1773
2020-03-21,32.1773
2020-03-22,32.1773
2020-03-23,32.1773
2020-03-24,32.1773
2020-03-25,32.1773
2020-03-26,32.1773
2020-03-27,32.1773
2020-03-28,32.1773
2020-03-29,32.1773
2020-03-30,32.1773
2020-03-31,32.1773
2020-04-01,32.1773
2020-04-02,32.1773
2020-04-03,32.1773
2020-04-04,32.1773
2020-04-05,32.1773
2020-04-06,32.1773
2020-04-07,32.1773
2020-04-08,32.1773
2020-04-09,32.1773
2020-04-10,32.1773
2020-04-11,32.1773
2020-04-12,32.1773
2020-04-13,32.1773
2020-04-14,32.1773
2020-04-15,32.1773
2020-04-16,32.1773
2020-04-17,32.1773
2020-04-18,32.1773
2020-04-19,32.1773
2020-04-20,32.1773
2020-04-21,32.1773
2020-04-22,32.1773
2020-04-23,32.1773
2020-04-24,32.1773
2020-04-25,32.1773
2020-04-26,32.1773
2020-04-27,32.1773
2020-04-28,32.1773
2020-04-29,32.1773
2020-04-30,32.1773
2020-05-01,32.1773
2020-05-02,32.1773
2020-05-03,32.1773
2020-05-04,32.1773
2020-05-05,32.1773
2020-05-06,32.1773
2020-05-07,32.1773
2020-05-08,32.1773
2020-05-09,32.1773
2020-05-10,32.1773
2020-05-11,32.1773
2020-05-12,32.1773
2020-05-13,32.1773
2020-05-14,32.1773
2020-05-15,32.1773
2020-05-16,32.1773
2020-05-17,32.1773
2020-05-18,32.1773
2020-05-19,32.1773
2020-05-20,32.1773
2020-05-21,32.1773
2020-05-22,32.1773
2020-05-23,32.1773
2020-05-24,32.1773
2020-05-25,32.1773
2020-05-26,32.1773
2020-05-27,32.1773
2020-05-28,32.1773
2020-05-29,32.1773
2020-05-30,32.1773
2020-05-31,32.1773
2020-06-01,32.1773
2020-06-02,32.1773
2020-06-03,32.1773
2020-06-04,32.1773
2020-06-05,32.1773
2020-06-06,32.1773
2020-06-07,32.1773
2020-06-08,32.1773
2020-06-09,32.1773
2020-06-10,32.1773
2020-06-11,32.1773
2020-06-12,32.1773
2020-06-13,32.1773
2020-06-14,32.1773
2020-06-15,32.1773
2020-06-16,32.1773
2020-06-17,32.1773
2020-06-18,32.1773
2020-06-19,32.1773
2020-06-20,32.1773
2020-06-21,32.1773
2020-06-22,32.1773
2020-06-23,32.1773
2020-06-24,32.1773
2020-06-25,32.1773
2020-06-26,32.1773
2020-06-27,32.1773
2020-06-28,32.1773
2020-06-29,32.1773
2020-06-30,13.9178
2020-07-01,13.9178
2020-07-02,13.9178
2020-07-03,13.9178
2020-07-04,13.9178
2020-07-05,13.9178
2020-07-06,13.9178
2020-07-07,13.9178
2020-07-08,13.9178
2020-07-09,13.9178
2020-07-10,13.9178
2020-07-11,13.9178
2020-07-12,13.9178
2020-07-13,13.9178
2020-07-14,13.9178
2020-07-15,13.9178
2020-07-16,13.9178
2020-07-17,13.9178
2020-07-18,13.9178
2020-07-19,13.9178
2020-07-20,13.9178
2020-07-21,13.9178
2020-07-22,13.9178
2020-07-23,13.9178
2020-07-24,13.9178
2020-07-25,13.9178
2020-07-26,13.9178
2020-07-27,13.9178
2020-07-28,13.9178
2020-07-29,13.9178
2020-07-30,13.9178
2020-07-31,13.9178
2020-08-01,13.9178
2020-08-02,13.9178
2020-08-03,13.9178
2020-08-04,13.9178
2020-08-05,13.9178
2020-08-06,13.9178
2020-08-07,13.9178
2020-08-08,13.9178
2020-08-09,13.9178
2020-08-10,13.9178
2020-08-11,13.9178
2020-08-12,13.9178
2020-08-13,13.9178
2020-08-14,13.9178
2020-08-15,13.9178
2020-08-16,13.9178
2020-08-17,13.9178
2020-08-18,13.9178
2020-08-19,13.9178
2020-08-20,13.9178
2020-08-21,13.9178
2020-08-22,13.9178
2020-08-23,13.9178
2020-08-24,13.9178
2020-08-25,13.9178
2020-08-26,13.9178
2020-08-27,13.9178
2020-08-28,13.9178
2020-08-29,13.9178
2020-08-30,13.9178
2020-08-31,13.9178
2020-09-01,13.9178
2020-09-02,13.9178
2020-09-03,13.9178
2020-09-04,13.9178
2020-09-05,13.9178
2020-09-06,13.9178
2020-09-07,13.9178
2020-09-08,13.9178
2020-09-09,13.9178
2020-09-10,13.9178
2020-09-11,13.9178
2020-09-12,13.9178
2020-09-13,13.9178
2020-09-14,13.9178
2020-09-15,13.9178
2020-09-16,13.9178
2020-09-17,13.9178
2020-09-18,13.9178
2020-09-19,13.9178
2020-09-20,13.9178
2020-09-21,13.9178
2020-09-22,13.9178
2020-09-23,13.9178
2020-09-24,13.9178
2020-09-25,13.9178
2020-09-26,13.9178
2020-09-27,13.9178
2020-09-28,13.9178
2020-09-29,13.9178
2020-09-30,13.9178
2020-10-01,13.9178
2020-10-02,13.9178
2020-10-03,13.9178
2020-10-04,13.9178
2020-10-05,13.9178
2020-10-06,13.9178
2020-10-07,13.9178
2020-10-08,13.9178
2020-10-09,13.9178
2020-10-10,13.9178
2020-10-11,13.9178
2020-10-12,13.9178
2020-10-13,13.9178
2020-10-14,13.9178
2020-10-15,13.9178
2020-10-16,13.9178
2020-10-17,13.9178
2020-10-18,13.9178
2020-10-19,13.9178
2020-10-20,13.9178
2020-10-21,13.9178
2020-10-22,13.9178
2020-10-23,13.9178
2020-10-24,13.9178
2020-10-25,13.9178
2020-10-26,13.9178
2020-10-27,13.9178
2020-10-28,13.9178
2020-10-29,13.9178
2020-10-30,13.9178
2020-10-31,13.9178
2020-11-01,13.9178
2020-11-02,13.9178
2020-11-03,13.9178
2020-11-04,13.9178
2020-11-05,13.9178
2020-11-06,13.9178
2020-11-07,13.9178
2020-11-08,13.9178
2020-11-09,13.9178
2020-11-10,13.9178
2020-11-11,13.9178
2020-11-12,13.9178
2020-11-13,13.9178
2020-11-14,13.9178
2020-11-15,13.9178
2020-11-16,13.9178
2020-11-17,13.9178
2020-11-18,13.9178
2020-11-19,13.9178
2020-11-20,13.9178
2020-11-21,13.9178
2020-11-22,13.9178
2020-11-23,13.9178
2020-11-24,13.9178
2020-11-25,13.9178
2020-11-26,13.9178
2020-11-27,13.9178
2020-11-28,13.9178
2020-11-29,13.9178
2020-11-30,13.9178
2020-12-01,13.9178
2020-12-02,13.9178
2020-12-03,13.9178
2020-12-04,13.9178
2020-12-05,13.9178
2020-12-06,13.9178
2020-12-07,13.9178
2020-12-08,13.9178
2020-12-09,13.9178
2020-12-10,13.9178
2020-12-11,13.9178
2020-12-12,13.9178
2020-12-13,13.9178
2020-12-14,13.9178
2020-12-15,13.9178
2020-12-16,13.9178
2020-12-17,13.9178
2020-12-18,13.9178
2020-12-19,13.9178
2020-12-20,13.9178
2020-12-21,13.9178
2020-12-22,13.9178
2020-12-23,13.9178
2020-12-24,13.9178
2020-12-25,13.9178
2020-12-26,13.9178
2020-12-27,13.9178
2020-12-28,13.9178
2020-12-29,13.9178
2020-12-30,13.9178
2020-12-31,-1.7936
2021-01-01,-1.7936
2021-01-02,-1.7936
2021-01-03,-1.7936
2021-01-04,-1.7936
2021-01-05,-1.7936
2021-01-06,-1.7936
2021-01-07,-1.7936
2021-01-08,-1.7936
2021-01-09,-1.7936
2021-01-10,-1.7936
2021-01-11,-1.7936
2021-01-12,-1.7936
2021-01-13,-1.7936
2021-01-14,-1.7936
2021-01-15,-1.7936
2021-01-16,-1.7936
2021-01-17,-1.7936
2021-01-18,-1.7936
2021-01-19,-1.7936
2021-01-20,-1.7936
2021-01-21,-1.7936
2021-01-22,-1.7936
2021-01-23,-1.7936
2021-01-24,-1.7936
2021-01-25,-1.7936
2021-01-26,-1.7936
2021-01-27,-1.7936
2021-01-28,-1.7936
2021-01-29,-1.7936
2021-01-30,-1.7936
2021-01-31,-1.7936
2021-02-01,-1.7936
2021-02-02,-1.7936
2021-02-03,-1.7936
2021-02-04,-1.7936
2021-02-05,-1.7936
2021-02-06,-1.7936
2021-02-07,-1.7936
2021-02-08,-1.7936
2021-02-09,-1.7936
2021-02-10,-1.7936
2021-02-11,-1.7936
2021-02-12,-1.7936
2021-02-13,-1.7936
2021-02-14,-1.7936
2021-02-15,-1.7936
2021-02-16,-1.7936
2021-02-17,-1.7936
2021-02-18,-1.7936
2021-02-19,-1.7936
2021-02-20,-1.7936
2021-02-21,-1.7936
2021-02-22,-1.7936
2021-02-23,-1.7936
2021-02-24,-1.7936
2021-02-25,-1.7936
2021-02-26,-1.7936
2021-02-27,-1.7936
2021-02-28,-1.7936
2021-03-01,-1.7936
2021-03-02,-1.7936
2021-03-03,-1.7936
2021-03-04,-1.7936
2021-03-05,-1.7936
2021-03-06,-1.7936
2021-03-07,-1.7936
2021-03-08,-1.7936
2021-03-09,-1.7936
2021-03-10,-1.7936
2021-03-11,-1.7936
2021-03-12,-1.7936
2021-03-13,-1.7936
2021-03-14,-1.7936
2021-03-15,-1.7936
2021-03-16,-1.7936
2021-03-17,-1.7936
2021-03-18,-1.7936
2021-03-19,-1.7936
2021-03-20,-1.7936
2021-03-21,-1.7936
2021-03-22,-1.7936
2021-03-23,-1.7936
2021-03-24,-1.7936
2021-03-25,-1.7936
2021-03-26,-1.7936
2021-03-27,-1.7936
2021-03-28,-1.7936
2021-03-29,-1.7936
2021-03-30,-1.7936
2021-03-31,-1.7936
2021-04-01,-1.7936
2021-04-02,-1.7936
2021-04-03,-1.7936
2021-04-04,-1.7936
2021-04-05,-1.7936
2021-04-06,-1.7936
2021-04-07,-1.7936
2021-04-08,-1.7936
2021-04-09,-1.7936
2021-04-10,-1.7936
2021-04-11,-1.7936
2021-04-12,-1.7936
2021-04-13,-1.7936
2021-04-14,-1.7936
2021-04-15,-1.7936
2021-04-16,-1.7936
2021-04-17,-1.7936
2021-04-18,-1.7936
2021-04-19,-1.7936
2021-04-20,-1.7936
2021-04-21,-1.7936
2021-04-22,-1.7936
2021-04-23,-1.7936
2021-04-24,-1.7936
2021-04-25,-1.7936
2021-04-26,-1.7936
2021-04-27,-1.7936
2021-04-28,-1.7936
2021-04-29,-1.7936
2021-04-30,-1.7936
2021-05-01,-1.7936
2021-05-02,-1.7936
2021-05-03,-1.7936
2021-05-04,-1.7936
2021-05-05,-1.7936
2021-05-06,-1.7936
2021-05-07,-1.7936
2021-05-08,-1.7936
2021-05-09,-1.7936
2021-05-10,-1.7936
2021-05-11,-1.7936
2021-05-12,-1.7936
2021-05-13,-1.7936
2021-05-14,-1.7936
2021-05-15,-1.7936
2021-05-16,-1.7936
2021-05-17,-1.7936
2021-05-18,-1.7936
2021-05-19,-1.7936
2021-05-20,-1.7936
2021-05-21,-1.7936
2021-05-22,-1.7936
2021-05-23,-1.7936
2021-05-24,-1.7936
2021-05-25,-1.7936
2021-05-26,-1.7936
2021-05-27,-1.7936
2021-05-28,-1.7936
2021-05-29,-1.7936
2021-05-30,-1.7936
2021-05-31,-1.7936
2021-06-01,-1.7936
2021-06-02,-1.7936
2021-06-03,-1.7936
2021-06-04,-1.7936
2021-06-05,-1.7936
2021-06-06,-1.7936
2021-06-07,-1.7936
2021-06-08,-1.7936
2021-06-09,-1.7936
2021-06-10,-1.7936
2021-06-11,-1.7936
2021-06-12,-1.7936
2021-06-13,-1.7936
2021-06-14,-1.7936
2021-06-15,-1.7936
2021-06-16,-1.7936
2021-06-17,-1.7936
2021-06-18,-1.7936
2021-06-19,-1.7936
2021-06-20,-1.7936
2021-06-21,-1.7936
2021-06-22,-1.7936
2021-06-23,-1.7936
2021-06-24,-1.7936
2021-06-25,-1.7936
2021-06-26,-1.7936
2021-06-27,-1.7936
2021-06-28,-1.7936
2021-06-29,-1.7936
2021-06-30,10.0945
2021-07-01,10.0945
2021-07-02,10.0945
2021-07-03,10.0945
2021-07-04,10.0945
2021-07-05,10.0945
2021-07-06,10.0945
2021-07-07,10.0945
2021-07-08,10.0945
2021-07-09,10.0945
2021-07-10,10.0945
2021-07-11,10.0945
2021-07-12,10.0945
2021-07-13,10.0945
2021-07-14,10.0945
2021-07-15,10.0945
2021-07-16,10.0945
2021-07-17,10.0945
2021-07-18,10.0945
2021-07-19,10.0945
2021-07-20,10.0945
2021-07-21,10.0945
2021-07-22,10.0945
2021-07-23,10.0945
2021-07-24,10.0945
2021-07-25,10.0945
2021-07-26,10.0945
2021-07-27,10.0945
2021-07-28,10.0945
2021-07-29,10.0945
2021-07-30,10.0945
2021-07-31,10.0945
2021-08-01,10.0945
2021-08-02,10.0945
2021-08-03,10.0945
2021-08-04,10.0945
2021-08-05,10.0945
2021-08-06,10.0945
2021-08-07,10.0945
2021-08-08,10.0945
2021-08-09,10.0945
2021-08-10,10.0945
2021-08-11,10.0945
2021-08-12,10.0945
2021-08-13,10.0945
2021-08-14,10.0945
2021-08-15,10.0945
2021-08-16,10.0945
2021-08-17,10.0945
2021-08-18,10.0945
2021-08-19,10.0945
2021-08-20,10.0945
2021-08-21,10.0945
2021-08-22,10.0945
2021-08-23,10.0945
2021-08-24,10.0945
2021-08-25,10.0945
2021-08-26,10.0945
2021-08-27,10.0945
2021-08-28,10.0945
2021-08-29,10.0945
2021-08-30,10.0945
2021-08-31,10.0945
2021-09-01,10.0945
2021-09-02,10.0945
2021-09-03,10.0945
2021-09-04,10.0945
2021-09-05,10.0945
2021-09-06,10.0945
2021-09-07,10.0945
2021-09-08,10.0945
2021-09-09,10.0945
2021-09-10,10.0945
2021-09-11,10.0945
2021-09-12,10.0945
2021-09-13,10.0945
2021-09-14,10.0945
2021-09-15,10.0945
2021-09-16,10.0945
2021-09-17,10.0945
2021-09-18,10.0945
2021-09-19,10.0945
2021-09-20,10.0945
2021-09-21,10.0945
2021-09-22,10.0945
2021-09-23,10.0945
2021-09-24,10.0945
2021-09-25,10.0945
2021-09-26,10.0945
2021-09-27,10.0945
2021-09-28,10.0945
2021-09-29,10.0945
2021-09-30,10.0945
2021-10-01,10.0945
2021-10-02,10.0945
2021-10-03,10.0945
2021-10-04,10.0945
2021-10-05,10.0945
2021-10-06,10.0945
2021-10-07,10.0945
2021-10-08,10.0945
2021-10-09,10.0945
2021-10-10,10.0945
2021-10-11,10.0945
2021-10-12,10.0945
2021-10-13,10.0945
2021-10-14,10.0945
2021-10-15,10.0945
2021-10-16,10.0945
2021-10-17,10.0945
2021-10-18,10.0945
2021-10-19,10.0945
2021-10-20,10.0945
2021-10-21,10.0945
2021-10-22,10.0945
2021-10-23,10.0945
2021-10-24,10.0945
2021-10-25,10.0945
2021-10-26,10.0945
2021-10-27,10.0945
2021-10-28,10.0945
2021-10-29,10.0945
2021-10-30,10.0945
2021-10-31,10.0945
2021-11-01,10.0945
2021-11-02,10.0945
2021-11-03,10.0945
2021-11-04,10.0945
2021-11-05,10.0945
2021-11-06,10.0945
2021-11-07,10.0945
2021-11-08,10.0945
2021-11-09,10.0945
2021-11-10,10.0945
2021-11-11,10.0945
2021-11-12,10.0945
2021-11-13,10.0945
2021-11-14,10.0945
2021-11-15,10.0945
2021-11-16,10.0945
2021-11-17,10.0945
2021-11-18,10.0945
2021-11-19,10.0945
2021-11-20,10.0945
2021-11-21,10.0945
2021-11-22,10.0945
2021-11-23,10.0945
2021-11-24,10.0945
2021-11-25,10.0945
2021-11-26,10.0945
2021-11-27,10.0945
2021-11-28,10.0945
2021-11-29,10.0945
2021-11-30,10.0945
2021-12-01,10.0945
2021-12-02,10.0945
2021-12-03,10.0945
2021-12-04,10.0945
2021-12-05,10.0945
2021-12-06,10.0945
2021-12-07,10.0945
2021-12-08,10.0945
2021-12-09,10.0945
2021-12-10,10.0945
2021-12-11,10.0945
2021-12-12,10.0945
2021-12-13,10.0945
2021-12-14,10.0945
2021-12-15,10.0945
2021-12-16,10.0945
2021-12-17,10.0945
2021-12-18,10.0945
2021-12-19,10.0945
2021-12-20,10.0945
2021-12-21,10.0945
2021-12-22,10.0945
2021-12-23,10.0945
2021-12-24,10.0945
2021-12-25,10.0945
2021-12-26,10.0945
2021-12-27,10.0945
2021-12-28,10.0945
2021-12-29,10.0945
2021-12-30,10.0945
2021-12-31,36.0838
2022-01-01,36.0838
2022-01-02,36.0838
2022-01-03,36.0838
2022-01-04,36.0838
2022-01-05,36.0838
2022-01-06,36.0838
2022-01-07,36.0838
2022-01-08,36.0838
2022-01-09,36.0838
2022-01-10,36.0838
2022-01-11,36.0838
2022-01-12,36.0838
2022-01-13,36.0838
2022-01-14,36.0838
2022-01-15,36.0838
2022-01-16,36.0838
2022-01-17,36.0838
2022-01-18,36.0838
2022-01-19,36.0838
2022-01-20,36.0838
2022-01-21,36.0838
2022-01-22,36.0838
2022-01-23,36.0838
2022-01-24,36.0838
2022-01-25,36.0838
2022-01-26,36.0838
2022-01-27,36.0838
2022-01-28,36.0838
2022-01-29,36.0838
2022-01-30,36.0838
2022-01-31,36.0838
2022-02-01,36.0838
2022-02-02,36.0838
2022-02-03,36.0838
2022-02-04,36.0838
2022-02-05,36.0838
2022-02-06,36.0838
2022-02-07,36.0838
2022-02-08,36.0838
2022-02-09,36.0838
2022-02-10,36.0838
2022-02-11,36.0838
2022-02-12,36.0838
2022-02-13,36.0838
2022-02-14,36.0838
2022-02-15,36.0838
2022-02-16,36.0838
2022-02-17,36.0838
2022-02-18,36.0838
2022-02-19,36.0838
2022-02-20,36.0838
2022-02-21,36.0838
2022-02-22,36.0838
2022-02-23,36.0838
2022-02-24,36.0838
2022-02-25,36.0838
2022-02-26,36.0838
2022-02-27,36.0838
2022-02-28,36.0838
2022-03-01,36.0838
2022-03-02,36.0838
2022-03-03,36.0838
2022-03-04,36.0838
2022-03-05,36.0838
2022-03-06,36.0838
2022-03-07,36.0838
2022-03-08,36.0838
2022-03-09,36.0838
2022-03-10,36.0838
2022-03-11,36.0838
2022-03-12,36.0838
2022-03-13,36.0838
2022-03-14,36.0838
2022-03-15,36.0838
2022-03-16,36.0838
2022-03-17,36.0838
2022-03-18,36.0838
2022-03-19,36.0838
2022-03-20,36.0838
2022-03-21,36.0838
2022-03-22,36.0838
2022-03-23,36.0838
2022-03-24,36.0838
2022-03-25,36.0838
2022-03-26,36.0838
2022-03-27,36.0838
2022-03-28,36.0838
2022-03-29,36.0838
2022-03-30,36.0838
2022-03-31,36.0838
2022-04-01,36.0838
2022-04-02,36.0838
2022-04-03,36.0838
2022-04-04,36.0838
2022-04-05,36.0838
2022-04-06,36.0838
2022-04-07,36.0838
2022-04-08,36.0838
2022-04-09,36.0838
2022-04-10,36.0838
2022-04-11,36.0838
2022-04-12,36.0838
2022-04-13,36.0838
2022-04-14,36.0838
2022-04-15,36.0838
2022-04-16,36.0838
2022-04-17,36.0838
2022-04-18,36.0838
2022-04-19,36.0838
2022-04-20,36.0838
2022-04-21,36.0838
2022-04-22,36.0838
2022-04-23,36.0838
2022-04-24,36.0838
2022-04-25,36.0838
2022-04-26,36.0838
2022-04-27,36.0838
2022-04-28,36.0838
2022-04-29,36.0838
2022-04-30,36.0838
2022-05-01,36.0838
2022-05-02,36.0838
2022-05-03,36.0838
2022-05-04,36.0838
2022-05-05,36.0838
2022-05-06,36.0838
2022-05-07,36.0838
2022-05-08,36.0838
2022-05-09,36.0838
2022-05-10,36.0838
2022-05-11,36.0838
2022-05-12,36.0838
2022-05-13,36.0838
2022-05-14,36.0838
2022-05-15,36.0838
2022-05-16,36.0838
2022-05-17,36.0838
2022-05-18,36.0838
2022-05-19,36.0838
2022-05-20,36.0838
2022-05-21,36.0838
2022-05-22,36.0838
2022-05-23,36.0838
2022-05-24,36.0838
2022-05-25,36.0838
2022-05-26,36.0838
2022-05-27,36.0838
2022-05-28,36.0838
2022-05-29,36.0838
2022-05-30,36.0838
2022-05-31,36.0838
2022-06-01,36.0838
2022-06-02,36.0838
2022-06-03,36.0838
2022-06-04,36.0838
2022-06-05,36.0838
2022-06-06,36.0838
2022-06-07,36.0838
2022-06-08,36.0838
2022-06-09,36.0838
2022-06-10,36.0838
2022-06-11,36.0838
2022-06-12,36.0838
2022-06-13,36.0838
2022-06-14,36.0838
2022-06-15,36.0838
2022-06-16,36.0838
2022-06-17,36.0838
2022-06-18,36.0838
2022-06-19,36.0838
2022-06-20,36.0838
2022-06-21,36.0838
2022-06-22,36.0838
2022-06-23,36.0838
2022-06-24,36.0838
2022-06-25,36.0838
2022-06-26,36.0838
2022-06-27,36.0838
2022-06-28,36.0838
2022-06-29,36.0838
2022-06-30,43.9672
2022-07-01,43.9672
2022-07-02,43.9672
2022-07-03,43.9672
2022-07-04,43.9672
2022-07-05,43.9672
2022-07-06,43.9672
2022-07-07,43.9672
2022-07-08,43.9672
2022-07-09,43.9672
2022-07-10,43.9672
2022-07-11,43.9672
2022-07-12,43.9672
2022-07-13,43.9672
2022-07-14,43.9672
2022-07-15,43.9672
2022-07-16,43.9672
2022-07-17,43.9672
2022-07-18,43.9672
2022-07-19,43.9672
2022-07-20,43.9672
2022-07-21,43.9672
2022-07-22,43.9672
2022-07-23,43.9672
2022-07-24,43.9672
2022-07-25,43.9672
2022-07-26,43.9672
2022-07-27,43.9672
2022-07-28,43.9672
2022-07-29,43.9672
2022-07-30,43.9672
2022-07-31,43.9672
2022-08-01,43.9672
2022-08-02,43.9672
2022-08-03,43.9672
2022-08-04,43.9672
2022-08-05,43.9672
2022-08-06,43.9672
2022-08-07,43.9672
2022-08-08,43.9672
2022-08-09,43.9672
2022-08-10,43.9672
2022-08-11,43.9672
2022-08-12,43.9672
2022-08-13,43.9672
2022-08-14,43.9672
2022-08-15,43.9672
2022-08-16,43.9672
2022-08-17,43.9672
2022-08-18,43.9672
2022-08-19,43.9672
2022-08-20,43.9672
2022-08-21,43.9672
2022-08-22,43.9672
2022-08-23,43.9672
2022-08-24,43.9672
2022-08-25,43.9672
2022-08-26,43.9672
2022-08-27,43.9672
2022-08-28,43.9672
2022-08-29,43.9672
2022-08-30,43.9672
2022-08-31,43.9672
2022-09-01,43.9672
2022-09-02,43.9672
2022-09-03,43.9672
2022-09-04,43.9672
2022-09-05,43.9672
2022-09-06,43.9672
2022-09-07,43.9672
2022-09-08,43.9672
2022-09-09,43.9672
2022-09-10,43.9672
2022-09-11,43.9672
2022-09-12,43.9672
2022-09-13,43.9672
2022-09-14,43.9672
2022-09-15,43.9672
2022-09-16,43.9672
2022-09-17,43.9672
2022-09-18,43.9672
2022-09-19,43.9672
2022-09-20,43.9672
2022-09-21,43.9672
2022-09-22,43.9672
2022-09-23,43.9672
2022-09-24,43.9672
2022-09-25,43.9672
2022-09-26,43.9672
2022-09-27,43.9672
2022-09-28,43.9672
2022-09-29,43.9672
2022-09-30,43.9672
2022-10-01,43.9672
2022-10-02,43.9672
2022-10-03,43.9672
2022-10-04,43.9672
2022-10-05,43.9672
2022-10-06,43.9672
2022-10-07,43.9672
2022-10-08,43.9672
2022-10-09,43.9672
2022-10-10,43.9672
2022-10-11,43.9672
2022-10-12,43.9672
2022-10-13,43.9672
2022-10-14,43.9672
2022-10-15,43.9672
2022-10-16,43.9672
2022-10-17,43.9672
2022-10-18,43.9672
2022-10-19,43.9672
2022-10-20,43.9672
2022-10-21,43.9672
2022-10-22,43.9672
2022-10-23,43.9672
2022-10-24,43.9672
2022-10-25,43.9672
2022-10-26,43.9672
2022-10-27,43.9672
2022-10-28,43.9672
2022-10-29,43.9672
2022-10-30,43.9672
2022-10-31,43.9672
2022-11-01,43.9672
2022-11-02,43.9672
2022-11-03,43.9672
2022-11-04,43.9672
2022-11-05,43.9672
2022-11-06,43.9672
2022-11-07,43.9672
2022-11-08,43.9672
2022-11-09,43.9672
2022-11-10,43.9672
2022-11-11,43.9672
2022-11-12,43.9672
2022-11-13,43.9672
2022-11-14,43.9672
2022-11-15,43.9672
2022-11-16,43.9672
2022-11-17,43.9672
2022-11-18,43.9672
