,CCOLA TI Equity,CCOLA TI Equity,CCOLA TI Equity,CCOLA TI Equity,CCOLA TI Equity
2012-12-17,30.587,31.003,30.587,30.837,117678.0
2012-12-18,31.003,31.003,30.17,30.17,43370.0
2012-12-19,30.253,30.337,30.17,30.253,114710.0
2012-12-20,30.337,30.337,29.837,30.003,71777.0
2012-12-21,30.087,30.67,30.087,30.337,47997.0
2012-12-22,30.087,30.67,30.087,30.337,47997.0
2012-12-23,30.087,30.67,30.087,30.337,47997.0
2012-12-24,30.503,30.67,29.92,29.92,54135.0
2012-12-25,30.003,30.003,29.753,29.837,38638.0
2012-12-26,30.003,30.003,29.753,29.837,10432.0
2012-12-27,29.837,30.253,29.753,29.92,35513.0
2012-12-28,30.253,30.837,29.92,30.837,64357.0
2012-12-29,30.253,30.837,29.92,30.837,64357.0
2012-12-30,30.253,30.837,29.92,30.837,64357.0
2012-12-31,30.753,30.837,30.42,30.837,25334.0
2013-01-01,30.753,30.837,30.42,30.837,25334.0
2013-01-02,30.837,32.004,30.67,31.67,282298.0
2013-01-03,31.67,31.92,31.253,31.253,189531.0
2013-01-04,31.253,31.337,30.17,30.753,167742.0
2013-01-05,31.253,31.337,30.17,30.753,167742.0
2013-01-06,31.253,31.337,30.17,30.753,167742.0
2013-01-07,30.837,31.17,30.587,30.67,208916.0
2013-01-08,30.67,31.42,30.253,31.42,180615.0
2013-01-09,31.42,31.587,31.087,31.587,29165.0
2013-01-10,31.253,31.754,31.253,31.67,99333.0
2013-01-11,31.67,31.837,31.504,31.837,86009.0
2013-01-12,31.67,31.837,31.504,31.837,86009.0
2013-01-13,31.67,31.837,31.504,31.837,86009.0
2013-01-14,31.67,32.504,31.67,32.504,128403.0
2013-01-15,32.504,32.837,32.254,32.587,212005.0
2013-01-16,32.587,35.671,32.504,34.587,227569.0
2013-01-17,34.337,34.421,33.337,33.92,199812.0
2013-01-18,33.754,35.337,33.587,34.17,280418.0
2013-01-19,33.754,35.337,33.587,34.17,280418.0
2013-01-20,33.754,35.337,33.587,34.17,280418.0
2013-01-21,34.254,34.504,34.087,34.504,24649.0
2013-01-22,34.587,36.587,34.254,35.004,118540.0
2013-01-23,35.004,35.754,34.17,34.17,175449.0
2013-01-24,34.587,35.504,34.587,35.337,82501.0
2013-01-25,35.421,36.337,35.337,35.671,207437.0
2013-01-26,35.421,36.337,35.337,35.671,207437.0
2013-01-27,35.421,36.337,35.337,35.671,207437.0
2013-01-28,36.254,36.337,35.337,35.421,48740.0
2013-01-29,35.587,35.921,35.004,35.671,197068.0
2013-01-30,35.837,35.921,34.17,34.837,132433.0
2013-01-31,34.921,35.671,34.754,35.671,131022.0
2013-02-01,35.671,35.671,34.587,34.587,92361.0
2013-02-02,35.671,35.671,34.587,34.587,92361.0
2013-02-03,35.671,35.671,34.587,34.587,92361.0
2013-02-04,34.837,35.337,34.504,34.837,142776.0
2013-02-05,35.337,35.754,34.587,35.754,49535.0
2013-02-06,35.421,35.421,34.421,34.421,78223.0
2013-02-07,34.504,34.671,33.254,33.67,36234.0
2013-02-08,33.754,34.587,33.67,34.17,106948.0
2013-02-09,33.754,34.587,33.67,34.17,106948.0
2013-02-10,33.754,34.587,33.67,34.17,106948.0
2013-02-11,34.17,34.337,32.92,33.504,145748.0
2013-02-12,33.92,34.754,33.837,34.421,54114.0
2013-02-13,34.337,34.587,34.004,34.337,55211.0
2013-02-14,34.337,35.587,34.17,34.837,84236.0
2013-02-15,34.837,36.254,34.837,35.837,177370.0
2013-02-16,34.837,36.254,34.837,35.837,177370.0
2013-02-17,34.837,36.254,34.837,35.837,177370.0
2013-02-18,35.587,35.837,33.087,34.17,632475.0
2013-02-19,34.504,35.837,34.254,35.421,188663.0
2013-02-20,35.837,36.504,35.171,36.004,519428.0
2013-02-21,35.837,36.754,35.504,35.837,406735.0
2013-02-22,35.837,35.837,34.921,35.421,80752.0
2013-02-23,35.837,35.837,34.921,35.421,80752.0
2013-02-24,35.837,35.837,34.921,35.421,80752.0
2013-02-25,35.421,35.671,34.671,35.087,33806.0
2013-02-26,35.171,35.171,34.17,34.17,54971.0
2013-02-27,34.17,34.754,33.67,34.004,76579.0
2013-02-28,34.087,35.421,34.087,35.421,147524.0
2013-03-01,35.421,35.837,35.004,35.837,57841.0
2013-03-02,35.421,35.837,35.004,35.837,57841.0
2013-03-03,35.421,35.837,35.004,35.837,57841.0
2013-03-04,35.837,36.087,35.671,36.087,71418.0
2013-03-05,35.921,36.254,35.587,35.671,138863.0
2013-03-06,35.671,35.837,35.504,35.587,25562.0
2013-03-07,35.587,35.837,35.171,35.671,35594.0
2013-03-08,35.004,35.337,34.754,35.337,119479.0
2013-03-09,35.004,35.337,34.754,35.337,119479.0
2013-03-10,35.004,35.337,34.754,35.337,119479.0
2013-03-11,35.171,35.504,35.087,35.504,24503.0
2013-03-12,35.504,36.421,35.171,35.837,108445.0
2013-03-13,35.837,36.254,35.504,36.004,119220.0
2013-03-14,35.921,36.504,35.921,36.337,181226.0
2013-03-15,36.671,37.004,36.421,36.671,173072.0
2013-03-16,36.671,37.004,36.421,36.671,173072.0
2013-03-17,36.671,37.004,36.421,36.671,173072.0
2013-03-18,36.421,39.921,36.421,38.338,274340.0
2013-03-19,39.004,39.004,38.171,38.671,374800.0
2013-03-20,38.504,38.921,38.171,38.171,180817.0
2013-03-21,37.921,38.171,37.588,37.921,77558.0
2013-03-22,37.921,39.004,37.421,39.004,114578.0
2013-03-23,37.921,39.004,37.421,39.004,114578.0
2013-03-24,37.921,39.004,37.421,39.004,114578.0
2013-03-25,39.004,40.671,38.754,40.588,109806.0
2013-03-26,40.588,41.671,40.338,41.671,303912.0
2013-03-27,41.921,43.963,41.505,42.505,249609.0
2013-03-28,43.338,43.547,42.505,42.713,483430.0
2013-03-29,42.921,44.38,42.921,43.547,104892.0
2013-03-30,42.921,44.38,42.921,43.547,104892.0
2013-03-31,42.921,44.38,42.921,43.547,104892.0
2013-04-01,43.547,44.172,43.338,43.755,30557.0
2013-04-02,43.963,43.963,41.671,42.088,119959.0
2013-04-03,42.088,42.088,40.421,40.838,199233.0
2013-04-04,41.171,41.171,40.505,40.505,107563.0
2013-04-05,40.671,41.088,39.254,39.254,216033.0
2013-04-06,40.671,41.088,39.254,39.254,216033.0
2013-04-07,40.671,41.088,39.254,39.254,216033.0
2013-04-08,39.254,39.754,38.504,38.588,179341.0
2013-04-09,38.838,39.004,37.921,38.338,126893.0
2013-04-10,38.338,38.338,37.087,37.421,317849.0
2013-04-11,37.504,38.838,37.504,38.754,253332.0
2013-04-12,38.921,40.255,38.921,39.588,245621.0
2013-04-13,38.921,40.255,38.921,39.588,245621.0
2013-04-14,38.921,40.255,38.921,39.588,245621.0
2013-04-15,39.671,42.671,39.671,41.255,488146.0
2013-04-16,41.421,43.255,41.421,42.713,341512.0
2013-04-17,42.713,44.797,42.713,44.172,234621.0
2013-04-18,44.172,44.588,41.255,42.921,149436.0
2013-04-19,43.338,45.422,41.463,43.338,208495.0
2013-04-20,43.338,45.422,41.463,43.338,208495.0
2013-04-21,43.338,45.422,41.463,43.338,208495.0
2013-04-22,45.005,45.422,44.172,44.172,142629.0
2013-04-23,45.005,45.422,44.172,44.172,142629.0
2013-04-24,44.172,45.005,41.88,42.713,212069.0
2013-04-25,42.713,43.755,42.713,42.713,93732.0
2013-04-26,42.921,43.13,41.88,41.88,71517.0
2013-04-27,42.921,43.13,41.88,41.88,71517.0
2013-04-28,42.921,43.13,41.88,41.88,71517.0
2013-04-29,41.88,43.338,41.046,41.255,133229.0
2013-04-30,42.921,42.921,41.046,41.671,170788.0
2013-05-01,42.921,42.921,41.046,41.671,170788.0
2013-05-02,42.088,43.338,41.838,42.713,219695.0
2013-05-03,42.921,42.921,41.88,42.296,162366.0
2013-05-04,42.921,42.921,41.88,42.296,162366.0
2013-05-05,42.921,42.921,41.88,42.296,162366.0
2013-05-06,42.296,42.713,42.088,42.296,69926.0
2013-05-07,42.296,42.921,41.88,42.921,128570.0
2013-05-08,42.921,44.588,42.921,44.172,301613.0
2013-05-09,45.005,47.505,44.797,46.672,785907.0
2013-05-10,46.88,47.505,45.213,45.838,175078.0
2013-05-11,46.88,47.505,45.213,45.838,175078.0
2013-05-12,46.88,47.505,45.213,45.838,175078.0
2013-05-13,45.005,45.838,44.38,45.838,120365.0
2013-05-14,46.255,48.13,46.255,47.714,381498.0
2013-05-15,46.88,47.922,46.255,47.297,342565.0
2013-05-16,47.089,47.714,46.88,47.297,134930.0
2013-05-17,47.505,47.714,46.672,47.505,77810.0
2013-05-18,47.505,47.714,46.672,47.505,77810.0
2013-05-19,47.505,47.714,46.672,47.505,77810.0
2013-05-20,47.505,47.922,46.047,47.297,89984.0
2013-05-21,47.922,47.922,46.464,46.672,175266.0
2013-05-22,46.88,47.922,46.672,47.505,173028.0
2013-05-23,46.88,47.714,46.464,47.089,280521.0
2013-05-24,47.505,47.922,47.089,47.505,273312.0
2013-05-25,47.505,47.922,47.089,47.505,273312.0
2013-05-26,47.505,47.922,47.089,47.505,273312.0
2013-05-27,47.714,49.381,47.714,48.755,130807.0
2013-05-28,48.964,50.006,48.755,49.172,244347.0
2013-05-29,49.436,49.436,46.922,47.341,308571.0
2013-05-30,47.341,48.179,47.341,47.76,162119.0
2013-05-31,47.76,48.179,47.132,47.97,241303.0
2013-06-01,47.76,48.179,47.132,47.97,241303.0
2013-06-02,47.76,48.179,47.132,47.97,241303.0
2013-06-03,46.085,47.132,43.99,43.99,315087.0
2013-06-04,43.571,46.713,43.571,45.875,325543.0
2013-06-05,46.085,46.922,43.78,44.828,168281.0
2013-06-06,44.828,45.037,41.686,42.733,386905.0
2013-06-07,42.733,43.99,40.848,43.571,392087.0
2013-06-08,42.733,43.99,40.848,43.571,392087.0
2013-06-09,42.733,43.99,40.848,43.571,392087.0
2013-06-10,42.942,43.361,41.057,42.314,363435.0
2013-06-11,42.104,42.942,39.381,39.381,553564.0
2013-06-12,39.8,42.314,39.633,42.146,458527.0
2013-06-13,42.398,45.582,42.314,44.409,531414.0
2013-06-14,45.247,46.294,44.828,45.456,420888.0
2013-06-15,45.247,46.294,44.828,45.456,420888.0
2013-06-16,45.247,46.294,44.828,45.456,420888.0
2013-06-17,44.199,46.922,42.523,44.409,476288.0
2013-06-18,45.666,47.341,44.409,45.247,247178.0
2013-06-19,46.085,46.294,44.828,45.037,230401.0
2013-06-20,43.99,44.618,41.686,41.686,314415.0
2013-06-21,42.314,45.247,41.476,44.199,493469.0
2013-06-22,42.314,45.247,41.476,44.199,493469.0
2013-06-23,42.314,45.247,41.476,44.199,493469.0
2013-06-24,43.571,44.828,43.361,43.99,185851.0
2013-06-25,43.78,46.085,43.78,45.247,247966.0
2013-06-26,45.247,46.922,43.152,45.037,404703.0
2013-06-27,45.456,46.713,45.247,46.503,195470.0
2013-06-28,46.503,47.341,45.037,46.503,567293.0
2013-06-29,46.503,47.341,45.037,46.503,567293.0
2013-06-30,46.503,47.341,45.037,46.503,567293.0
2013-07-01,46.503,47.551,45.666,46.085,342813.0
2013-07-02,46.294,46.294,45.456,45.666,109068.0
2013-07-03,45.666,45.875,44.618,45.247,239597.0
2013-07-04,45.666,46.294,45.247,45.247,142645.0
2013-07-05,45.666,45.875,44.199,44.409,130371.0
2013-07-06,45.666,45.875,44.199,44.409,130371.0
2013-07-07,45.666,45.875,44.199,44.409,130371.0
2013-07-08,44.828,45.247,42.733,43.152,113154.0
2013-07-09,43.571,44.828,43.571,44.409,160325.0
2013-07-10,44.828,47.132,44.618,45.247,186595.0
2013-07-11,46.085,46.922,45.666,46.922,239838.0
2013-07-12,47.132,48.389,46.922,47.76,427779.0
2013-07-13,47.132,48.389,46.922,47.76,427779.0
2013-07-14,47.132,48.389,46.922,47.76,427779.0
2013-07-15,48.179,48.598,47.76,47.97,141158.0
2013-07-16,48.179,48.808,47.76,48.389,136999.0
2013-07-17,48.598,48.598,47.132,47.551,86871.0
2013-07-18,47.97,48.179,46.922,47.76,256768.0
2013-07-19,48.179,48.179,46.503,46.713,65123.0
2013-07-20,48.179,48.179,46.503,46.713,65123.0
2013-07-21,48.179,48.179,46.503,46.713,65123.0
2013-07-22,47.132,47.341,46.294,46.922,133272.0
2013-07-23,47.132,47.341,46.503,47.132,268259.0
2013-07-24,47.341,47.341,46.713,46.922,52630.0
2013-07-25,47.132,48.179,46.713,48.179,155207.0
2013-07-26,47.97,47.97,46.713,47.132,228281.0
2013-07-27,47.97,47.97,46.713,47.132,228281.0
2013-07-28,47.97,47.97,46.713,47.132,228281.0
2013-07-29,46.922,47.132,46.294,46.503,80424.0
2013-07-30,46.294,46.922,46.294,46.503,55900.0
2013-07-31,46.713,46.922,45.666,45.666,132735.0
2013-08-01,45.875,45.875,43.99,44.409,449882.0
2013-08-02,44.618,44.828,43.361,43.99,367562.0
2013-08-03,44.618,44.828,43.361,43.99,367562.0
2013-08-04,44.618,44.828,43.361,43.99,367562.0
2013-08-05,44.409,46.503,44.199,45.247,314140.0
2013-08-06,44.828,46.085,44.618,46.085,281336.0
2013-08-07,46.085,46.503,45.666,45.666,36725.0
2013-08-08,46.085,46.503,45.666,45.666,36725.0
2013-08-09,46.085,46.503,45.666,45.666,36725.0
2013-08-10,46.085,46.503,45.666,45.666,36725.0
2013-08-11,46.085,46.503,45.666,45.666,36725.0
2013-08-12,46.085,46.294,45.037,45.875,385460.0
2013-08-13,45.875,45.875,45.037,45.037,125396.0
2013-08-14,44.828,46.085,44.828,45.875,312201.0
2013-08-15,45.666,45.875,44.409,44.409,57472.0
2013-08-16,44.199,45.456,43.361,44.828,147319.0
2013-08-17,44.199,45.456,43.361,44.828,147319.0
2013-08-18,44.199,45.456,43.361,44.828,147319.0
2013-08-19,44.828,46.085,43.571,44.199,278249.0
2013-08-20,44.199,44.618,43.571,44.199,70548.0
2013-08-21,44.409,44.828,42.523,42.942,77305.0
2013-08-22,43.152,43.152,39.8,40.848,259956.0
2013-08-23,40.638,42.565,40.052,41.895,144050.0
2013-08-24,40.638,42.565,40.052,41.895,144050.0
2013-08-25,40.638,42.565,40.052,41.895,144050.0
2013-08-26,41.895,42.565,41.267,41.895,76253.0
2013-08-27,40.219,41.392,39.968,40.387,160062.0
2013-08-28,39.8,39.8,34.521,37.706,503050.0
2013-08-29,37.789,41.644,37.789,40.052,420623.0
2013-08-30,37.789,41.644,37.789,40.052,420623.0
2013-08-31,37.789,41.644,37.789,40.052,420623.0
2013-09-01,37.789,41.644,37.789,40.052,420623.0
2013-09-02,40.387,43.068,40.387,41.644,124268.0
2013-09-03,42.146,42.984,40.01,40.219,183501.0
2013-09-04,40.387,41.644,40.387,40.638,181481.0
2013-09-05,40.554,40.973,40.471,40.973,80190.0
2013-09-06,40.722,40.806,39.465,39.549,113825.0
2013-09-07,40.722,40.806,39.465,39.549,113825.0
2013-09-08,40.722,40.806,39.465,39.549,113825.0
2013-09-09,40.219,40.722,39.884,40.219,198153.0
2013-09-10,40.471,41.225,40.135,41.057,423802.0
2013-09-11,41.057,41.895,40.806,41.895,341970.0
2013-09-12,41.979,42.23,41.308,41.392,179835.0
2013-09-13,41.141,41.308,40.471,40.722,176735.0
2013-09-14,41.141,41.308,40.471,40.722,176735.0
2013-09-15,41.141,41.308,40.471,40.722,176735.0
2013-09-16,41.057,44.074,41.057,43.99,302401.0
2013-09-17,44.199,44.199,42.942,43.571,203169.0
2013-09-18,43.571,43.571,41.895,42.523,347019.0
2013-09-19,44.199,46.085,43.78,44.409,417139.0
2013-09-20,44.409,44.618,42.942,43.78,124749.0
2013-09-21,44.409,44.618,42.942,43.78,124749.0
2013-09-22,44.409,44.618,42.942,43.78,124749.0
2013-09-23,43.99,43.99,42.942,43.78,144371.0
2013-09-24,43.78,44.618,43.361,44.199,155785.0
2013-09-25,43.99,44.618,43.78,44.199,107638.0
2013-09-26,44.199,44.409,41.895,41.895,163467.0
2013-09-27,42.314,43.571,42.314,43.152,87100.0
2013-09-28,42.314,43.571,42.314,43.152,87100.0
2013-09-29,42.314,43.571,42.314,43.152,87100.0
2013-09-30,42.942,43.571,42.523,43.152,187758.0
2013-10-01,43.361,44.618,43.361,43.99,225873.0
2013-10-02,44.199,44.199,42.733,42.942,92516.0
2013-10-03,43.361,44.828,43.152,44.828,162522.0
2013-10-04,44.618,44.828,43.152,43.152,87981.0
2013-10-05,44.618,44.828,43.152,43.152,87981.0
2013-10-06,44.618,44.828,43.152,43.152,87981.0
2013-10-07,43.152,45.247,43.152,45.247,126314.0
2013-10-08,45.037,45.875,44.618,45.666,86554.0
2013-10-09,45.247,46.503,44.618,44.618,105174.0
2013-10-10,45.247,46.294,44.618,44.618,156242.0
2013-10-11,45.037,45.875,44.618,45.666,97956.0
2013-10-12,45.037,45.875,44.618,45.666,97956.0
2013-10-13,45.037,45.875,44.618,45.666,97956.0
2013-10-14,45.875,46.294,45.666,46.085,18809.0
2013-10-15,45.875,46.294,45.666,46.085,18809.0
2013-10-16,45.875,46.294,45.666,46.085,18809.0
2013-10-17,45.875,46.294,45.666,46.085,18809.0
2013-10-18,45.875,46.294,45.666,46.085,18809.0
2013-10-19,45.875,46.294,45.666,46.085,18809.0
2013-10-20,45.875,46.294,45.666,46.085,18809.0
2013-10-21,46.713,49.227,46.713,48.598,290129.0
2013-10-22,48.598,48.598,46.922,47.132,116023.0
2013-10-23,47.132,47.97,46.503,46.922,74572.0
2013-10-24,46.922,47.132,45.875,46.922,93599.0
2013-10-25,46.713,46.713,45.247,45.247,111902.0
2013-10-26,46.713,46.713,45.247,45.247,111902.0
2013-10-27,46.713,46.713,45.247,45.247,111902.0
2013-10-28,45.456,45.456,44.828,44.828,73828.0
2013-10-29,45.456,45.456,44.828,44.828,73828.0
2013-10-30,45.037,46.085,45.037,45.875,197545.0
2013-10-31,45.875,47.97,45.247,47.97,421085.0
2013-11-01,47.76,47.76,46.713,46.713,100841.0
2013-11-02,47.76,47.76,46.713,46.713,100841.0
2013-11-03,47.76,47.76,46.713,46.713,100841.0
2013-11-04,46.713,47.551,46.713,47.341,71218.0
2013-11-05,47.132,47.76,46.922,47.132,74919.0
2013-11-06,47.341,47.341,46.294,46.713,73654.0
2013-11-07,46.503,46.922,46.503,46.713,62092.0
2013-11-08,46.713,47.76,45.666,47.341,160390.0
2013-11-09,46.713,47.76,45.666,47.341,160390.0
2013-11-10,46.713,47.76,45.666,47.341,160390.0
2013-11-11,47.341,47.551,46.085,46.503,252179.0
2013-11-12,46.085,46.294,43.99,45.456,231375.0
2013-11-13,46.085,46.085,42.104,44.409,211496.0
2013-11-14,45.247,45.247,44.199,44.199,187066.0
2013-11-15,44.828,45.037,43.99,43.99,231191.0
2013-11-16,44.828,45.037,43.99,43.99,231191.0
2013-11-17,44.828,45.037,43.99,43.99,231191.0
2013-11-18,44.409,44.409,43.78,43.99,125820.0
2013-11-19,43.99,45.037,43.78,44.199,200791.0
2013-11-20,44.409,45.456,44.409,45.456,287506.0
2013-11-21,45.247,45.666,44.618,44.828,104339.0
2013-11-22,44.828,46.713,44.828,46.713,129541.0
2013-11-23,44.828,46.713,44.828,46.713,129541.0
2013-11-24,44.828,46.713,44.828,46.713,129541.0
2013-11-25,46.503,46.713,45.875,46.085,92660.0
2013-11-26,46.085,48.808,46.085,48.808,438542.0
2013-11-27,48.179,48.179,46.294,47.551,100265.0
2013-11-28,47.551,47.551,46.503,46.713,46196.0
2013-11-29,46.503,48.808,46.503,48.598,96130.0
2013-11-30,46.503,48.808,46.503,48.598,96130.0
2013-12-01,46.503,48.808,46.503,48.598,96130.0
2013-12-02,48.598,49.855,48.179,49.017,167504.0
2013-12-03,48.598,49.227,46.503,46.922,178989.0
2013-12-04,46.922,46.922,44.409,45.666,220123.0
2013-12-05,45.666,45.875,43.99,43.99,147971.0
2013-12-06,44.409,44.828,43.99,44.199,269997.0
2013-12-07,44.409,44.828,43.99,44.199,269997.0
2013-12-08,44.409,44.828,43.99,44.199,269997.0
2013-12-09,44.409,45.456,44.409,45.037,275143.0
2013-12-10,45.456,45.456,44.409,44.618,96169.0
2013-12-11,44.618,45.037,43.99,44.828,211329.0
2013-12-12,44.828,44.828,43.99,44.199,147739.0
2013-12-13,44.409,44.618,43.99,44.409,179578.0
2013-12-14,44.409,44.618,43.99,44.409,179578.0
2013-12-15,44.409,44.618,43.99,44.409,179578.0
2013-12-16,44.409,45.037,44.199,44.618,197389.0
2013-12-17,44.409,44.828,42.733,43.99,163178.0
2013-12-18,42.733,43.99,42.314,43.152,202156.0
2013-12-19,42.733,43.571,41.267,41.267,448922.0
2013-12-20,41.476,43.571,40.973,43.571,379896.0
2013-12-21,41.476,43.571,40.973,43.571,379896.0
2013-12-22,41.476,43.571,40.973,43.571,379896.0
2013-12-23,43.571,44.409,42.314,44.409,113261.0
2013-12-24,44.199,44.828,43.571,44.618,81159.0
2013-12-25,44.618,44.828,41.895,42.314,31060.0
2013-12-26,42.314,43.152,41.225,41.476,42402.0
2013-12-27,42.23,42.565,39.13,41.476,238997.0
2013-12-28,42.23,42.565,39.13,41.476,238997.0
2013-12-29,42.23,42.565,39.13,41.476,238997.0
2013-12-30,41.895,43.78,41.895,43.571,76997.0
2013-12-31,43.571,44.409,41.895,43.361,100799.0
2014-01-01,43.571,44.409,41.895,43.361,100799.0
2014-01-02,43.152,43.99,42.314,43.152,106357.0
2014-01-03,43.571,43.571,42.104,42.523,65698.0
2014-01-04,43.571,43.571,42.104,42.523,65698.0
2014-01-05,43.571,43.571,42.104,42.523,65698.0
2014-01-06,42.733,43.78,42.733,43.78,107782.0
2014-01-07,43.571,44.409,43.152,43.152,159587.0
2014-01-08,43.152,43.78,42.733,42.942,178888.0
2014-01-09,42.942,42.942,40.973,41.476,165514.0
2014-01-10,41.727,42.565,41.476,42.104,274087.0
2014-01-11,41.727,42.565,41.476,42.104,274087.0
2014-01-12,41.727,42.565,41.476,42.104,274087.0
2014-01-13,42.146,42.398,41.057,41.057,178683.0
2014-01-14,41.057,41.057,40.387,40.471,168270.0
2014-01-15,40.806,41.392,40.722,41.057,159017.0
2014-01-16,40.554,41.392,39.716,39.716,276942.0
2014-01-17,39.884,40.303,39.549,39.716,105472.0
2014-01-18,39.884,40.303,39.549,39.716,105472.0
2014-01-19,39.884,40.303,39.549,39.716,105472.0
2014-01-20,39.633,40.638,39.381,39.8,103219.0
2014-01-21,40.052,40.387,38.627,39.381,341479.0
2014-01-22,39.716,39.884,39.13,39.381,305176.0
2014-01-23,39.214,39.633,38.292,38.543,375325.0
2014-01-24,38.627,39.716,35.192,37.706,743183.0
2014-01-25,38.627,39.716,35.192,37.706,743183.0
2014-01-26,38.627,39.716,35.192,37.706,743183.0
2014-01-27,38.124,38.124,36.868,37.706,391438.0
2014-01-28,38.543,40.471,38.376,39.8,536349.0
2014-01-29,40.89,41.895,39.884,41.476,846546.0
2014-01-30,41.476,41.476,39.884,40.89,174215.0
2014-01-31,40.722,41.476,38.795,39.633,313238.0
2014-02-01,40.722,41.476,38.795,39.633,313238.0
2014-02-02,40.722,41.476,38.795,39.633,313238.0
2014-02-03,39.968,40.052,38.879,39.633,107952.0
2014-02-04,39.381,39.381,38.543,38.795,236440.0
2014-02-05,38.795,39.884,38.46,39.633,439870.0
2014-02-06,39.8,39.968,38.962,39.381,325900.0
2014-02-07,39.381,39.465,38.879,39.13,234595.0
2014-02-08,39.381,39.465,38.879,39.13,234595.0
2014-02-09,39.381,39.465,38.879,39.13,234595.0
2014-02-10,39.13,39.13,38.46,38.543,124101.0
2014-02-11,38.543,38.543,37.287,38.041,445646.0
2014-02-12,38.292,38.543,38.124,38.543,159057.0
2014-02-13,38.543,38.879,38.208,38.543,129132.0
2014-02-14,38.543,38.795,38.208,38.376,152246.0
2014-02-15,38.543,38.795,38.208,38.376,152246.0
2014-02-16,38.543,38.795,38.208,38.376,152246.0
2014-02-17,38.543,38.627,38.292,38.292,135279.0
2014-02-18,38.292,38.46,37.454,37.454,128116.0
2014-02-19,37.622,37.622,35.276,36.365,480739.0
2014-02-20,36.113,37.706,35.946,36.784,561978.0
2014-02-21,37.119,37.119,36.365,36.868,198988.0
2014-02-22,37.119,37.119,36.365,36.868,198988.0
2014-02-23,37.119,37.119,36.365,36.868,198988.0
2014-02-24,37.119,37.119,36.03,36.281,285712.0
2014-02-25,35.695,36.197,34.354,36.197,385052.0
2014-02-26,35.946,36.03,35.108,35.276,404804.0
2014-02-27,35.108,35.276,34.773,35.024,235945.0
2014-02-28,35.192,35.946,35.024,35.778,303756.0
2014-03-01,35.192,35.946,35.024,35.778,303756.0
2014-03-02,35.192,35.946,35.024,35.778,303756.0
2014-03-03,35.359,35.359,34.354,34.773,160228.0
2014-03-04,35.108,35.108,34.605,34.605,240774.0
2014-03-05,34.605,35.778,34.605,35.695,674567.0
2014-03-06,35.862,36.197,35.527,36.03,277885.0
2014-03-07,36.113,36.449,35.695,36.113,288576.0
2014-03-08,36.113,36.449,35.695,36.113,288576.0
2014-03-09,36.113,36.449,35.695,36.113,288576.0
2014-03-10,36.113,37.831,36.072,37.831,342532.0
2014-03-11,37.831,39.004,37.454,38.753,303974.0
2014-03-12,38.795,39.088,38.083,38.795,1138114.0
2014-03-13,38.711,38.711,38.292,38.543,142166.0
2014-03-14,37.706,38.418,37.664,38.208,179923.0
2014-03-15,37.706,38.418,37.664,38.208,179923.0
2014-03-16,37.706,38.418,37.664,38.208,179923.0
2014-03-17,38.753,39.465,38.292,39.465,308082.0
2014-03-18,39.381,39.381,38.46,39.046,391571.0
2014-03-19,39.088,39.088,37.789,38.208,213927.0
2014-03-20,38.208,38.753,37.957,38.753,175889.0
2014-03-21,38.753,38.795,37.789,38.124,342611.0
2014-03-22,38.753,38.795,37.789,38.124,342611.0
2014-03-23,38.753,38.795,37.789,38.124,342611.0
2014-03-24,38.292,38.543,38.124,38.543,122118.0
2014-03-25,38.795,39.214,38.418,39.13,272647.0
2014-03-26,39.046,39.465,38.795,39.423,250133.0
2014-03-27,39.381,39.465,38.795,39.214,118449.0
2014-03-28,39.046,41.267,39.046,41.267,355033.0
2014-03-29,39.046,41.267,39.046,41.267,355033.0
2014-03-30,39.046,41.267,39.046,41.267,355033.0
2014-03-31,41.686,43.152,41.225,43.152,386314.0
2014-04-01,42.984,43.403,41.937,42.398,275486.0
2014-04-02,42.398,42.649,40.303,40.638,277740.0
2014-04-03,40.764,42.649,40.596,42.607,421012.0
2014-04-04,42.188,42.859,41.56,42.482,146565.0
2014-04-05,42.188,42.859,41.56,42.482,146565.0
2014-04-06,42.188,42.859,41.56,42.482,146565.0
2014-04-07,42.523,43.487,42.104,43.11,213557.0
2014-04-08,43.152,44.492,43.152,44.409,236894.0
2014-04-09,45.247,45.247,44.325,44.325,180248.0
2014-04-10,44.409,45.33,44.409,45.121,194110.0
2014-04-11,44.828,45.247,44.199,44.618,277456.0
2014-04-12,44.828,45.247,44.199,44.618,277456.0
2014-04-13,44.828,45.247,44.199,44.618,277456.0
2014-04-14,44.618,45.037,44.367,44.576,105497.0
2014-04-15,44.576,44.744,43.361,43.361,153344.0
2014-04-16,43.571,43.78,41.853,41.895,218216.0
2014-04-17,42.23,42.523,42.063,42.104,103712.0
2014-04-18,42.272,42.44,42.23,42.398,45571.0
2014-04-19,42.272,42.44,42.23,42.398,45571.0
2014-04-20,42.272,42.44,42.23,42.398,45571.0
2014-04-21,42.565,42.942,42.565,42.775,30329.0
2014-04-22,42.607,43.278,42.607,42.733,52915.0
2014-04-23,42.607,43.278,42.607,42.733,52915.0
2014-04-24,42.733,42.9,41.811,41.811,113439.0
2014-04-25,41.895,42.021,40.973,41.057,115667.0
2014-04-26,41.895,42.021,40.973,41.057,115667.0
2014-04-27,41.895,42.021,40.973,41.057,115667.0
