,NETB SS Equity,NETB SS Equity,NETB SS Equity,NETB SS Equity,NETB SS Equity
2016-07-13,69.8616,73.1884,69.7369,73.1884,517847.0
2016-07-14,69.5705,69.5705,63.4577,65.3705,2125904.0
2016-07-15,66.3686,66.7012,64.0398,65.2042,1416576.0
2016-07-16,66.3686,66.7012,64.0398,65.2042,1416576.0
2016-07-17,66.3686,66.7012,64.0398,65.2042,1416576.0
2016-07-18,65.7032,65.7032,64.0398,64.2478,1103666.0
2016-07-19,64.5804,65.5369,64.123,65.0379,387357.0
2016-07-20,65.3705,66.2854,64.5804,66.0359,449261.0
2016-07-21,66.0775,66.1191,64.2062,64.622,677862.0
2016-07-22,64.5388,64.5388,62.418,63.0834,698192.0
2016-07-23,64.5388,64.5388,62.418,63.0834,698192.0
2016-07-24,64.5388,64.5388,62.418,63.0834,698192.0
2016-07-25,63.0418,64.3309,62.5012,63.7903,229993.0
2016-07-26,64.0398,64.123,62.0022,62.3349,778964.0
2016-07-27,62.2933,62.8339,61.5864,62.5428,1666132.0
2016-07-28,62.3765,62.3765,60.2972,61.5032,623921.0
2016-07-29,61.5032,61.5864,60.0893,60.2557,827805.0
2016-07-30,61.5032,61.5864,60.0893,60.2557,827805.0
2016-07-31,61.5032,61.5864,60.0893,60.2557,827805.0
2016-08-01,60.4636,61.0042,59.6319,60.1725,575249.0
2016-08-02,60.1309,60.3804,58.4675,58.6339,878611.0
2016-08-03,58.7586,59.2161,57.6774,57.9269,701982.0
2016-08-04,57.9269,59.9646,57.6774,59.6319,740245.0
2016-08-05,59.8814,60.5883,59.1745,60.2972,1245642.0
2016-08-06,59.8814,60.5883,59.1745,60.2972,1245642.0
2016-08-07,59.8814,60.5883,59.1745,60.2972,1245642.0
2016-08-08,60.7131,62.3765,60.3388,62.2517,635382.0
2016-08-09,62.5012,63.7072,61.9606,63.5408,1139807.0
2016-08-10,63.4577,64.0814,62.8339,63.624,462625.0
2016-08-11,63.7487,63.7903,62.7923,63.7487,471280.0
2016-08-12,63.624,64.0398,63.3329,63.7072,385711.0
2016-08-13,63.624,64.0398,63.3329,63.7072,385711.0
2016-08-14,63.624,64.0398,63.3329,63.7072,385711.0
2016-08-15,63.7072,64.2478,63.3745,64.2062,323495.0
2016-08-16,64.2062,64.2478,62.7091,62.7923,506317.0
2016-08-17,62.5012,63.1666,61.1289,61.42,491940.0
2016-08-18,61.3784,61.9606,61.0873,61.7527,316073.0
2016-08-19,61.2953,61.8775,60.7131,61.2121,387651.0
2016-08-20,61.2953,61.8775,60.7131,61.2121,387651.0
2016-08-21,61.2953,61.8775,60.7131,61.2121,387651.0
2016-08-22,60.8378,60.9626,59.3408,59.6735,414325.0
2016-08-23,59.6319,60.3388,59.4656,59.6735,459371.0
2016-08-24,59.6319,60.4636,59.2161,59.7567,470497.0
2016-08-25,59.7151,60.5052,58.8002,58.8418,425593.0
2016-08-26,58.6755,59.4656,58.3428,59.1329,278655.0
2016-08-27,58.6755,59.4656,58.3428,59.1329,278655.0
2016-08-28,58.6755,59.4656,58.3428,59.1329,278655.0
2016-08-29,59.1745,59.2992,58.5507,59.0913,290787.0
2016-08-30,59.1329,59.5487,58.2596,59.0081,1739153.0
2016-08-31,59.0081,59.5071,58.7586,58.9666,678870.0
2016-09-01,59.1329,60.2972,59.0497,59.5903,909843.0
2016-09-02,59.7567,59.8814,57.8022,58.6755,611063.0
2016-09-03,59.7567,59.8814,57.8022,58.6755,611063.0
2016-09-04,59.7567,59.8814,57.8022,58.6755,611063.0
2016-09-05,58.8002,60.0062,58.6755,59.923,319007.0
2016-09-06,60.3804,60.5883,59.7982,60.1309,309765.0
2016-09-07,60.2972,60.7131,59.6735,60.2972,350819.0
2016-09-08,60.5468,60.6299,59.6319,59.7982,391635.0
2016-09-09,60.2972,60.2972,58.6755,58.8418,325333.0
2016-09-10,60.2972,60.2972,58.6755,58.8418,325333.0
2016-09-11,60.2972,60.2972,58.6755,58.8418,325333.0
2016-09-12,58.1349,58.7586,57.0953,58.6755,500968.0
2016-09-13,59.0497,59.424,58.0517,58.1764,336217.0
2016-09-14,58.0517,58.8418,57.5527,58.0517,235788.0
2016-09-15,58.0517,58.6755,57.5943,58.4675,282800.0
2016-09-16,58.4675,59.1329,58.1349,58.5507,316100.0
2016-09-17,58.4675,59.1329,58.1349,58.5507,316100.0
2016-09-18,58.4675,59.1329,58.1349,58.5507,316100.0
2016-09-19,58.426,64.123,58.3844,63.7487,1523344.0
2016-09-20,63.8319,64.0814,62.0022,62.7923,597063.0
2016-09-21,63.2081,63.9983,63.0418,63.1666,412373.0
2016-09-22,63.624,66.6181,63.624,65.2458,786558.0
2016-09-23,65.1626,65.5785,64.5388,65.2874,261569.0
2016-09-24,65.1626,65.5785,64.5388,65.2874,261569.0
2016-09-25,65.1626,65.5785,64.5388,65.2874,261569.0
2016-09-26,65.5785,65.5785,64.3725,64.8715,550292.0
2016-09-27,65.0794,65.6616,64.3309,65.0794,436927.0
2016-09-28,65.7032,67.3666,65.7032,66.9923,461758.0
2016-09-29,66.9507,67.2834,63.5824,64.8299,699602.0
2016-09-30,64.8715,65.4953,63.5824,65.2874,466601.0
2016-10-01,64.8715,65.4953,63.5824,65.2874,466601.0
2016-10-02,64.8715,65.4953,63.5824,65.2874,466601.0
2016-10-03,65.3289,65.9111,65.1626,65.4953,230363.0
2016-10-04,66.0775,66.0775,64.9547,65.1626,215248.0
2016-10-05,65.2874,65.5785,64.2893,64.4973,258814.0
2016-10-06,65.121,65.121,64.0398,64.5388,260393.0
2016-10-07,64.8715,64.8715,63.0418,63.5408,412267.0
2016-10-08,64.8715,64.8715,63.0418,63.5408,412267.0
2016-10-09,64.8715,64.8715,63.0418,63.5408,412267.0
2016-10-10,63.5408,63.8319,62.8339,63.624,212222.0
2016-10-11,64.0398,64.5388,61.42,61.7943,422726.0
2016-10-12,62.0022,62.3765,61.2953,61.3369,290503.0
2016-10-13,61.3369,61.3369,60.422,61.1289,286337.0
2016-10-14,61.1289,61.7527,60.7963,61.4616,316308.0
2016-10-15,61.1289,61.7527,60.7963,61.4616,316308.0
2016-10-16,61.1289,61.7527,60.7963,61.4616,316308.0
2016-10-17,61.4616,61.4616,60.2557,60.8794,301565.0
2016-10-18,61.1289,62.626,61.1289,61.7943,284111.0
2016-10-19,61.9606,62.0022,61.0458,61.5448,291148.0
2016-10-20,62.4596,64.123,62.3765,63.9983,1007942.0
2016-10-21,61.1289,61.9606,57.8022,60.7131,1769693.0
2016-10-22,61.1289,61.9606,57.8022,60.7131,1769693.0
2016-10-23,61.1289,61.9606,57.8022,60.7131,1769693.0
2016-10-24,62.3765,62.6676,61.1705,61.5448,642837.0
2016-10-25,61.5448,61.5448,60.2972,60.5052,291071.0
2016-10-26,60.7131,60.8794,59.2992,59.4656,744256.0
2016-10-27,59.8814,60.0062,58.9666,59.1745,406224.0
2016-10-28,59.1745,59.5487,58.5091,59.2992,396212.0
2016-10-29,59.1745,59.5487,58.5091,59.2992,396212.0
2016-10-30,59.1745,59.5487,58.5091,59.2992,396212.0
2016-10-31,59.4656,59.7151,58.3844,59.1745,461031.0
2016-11-01,59.4656,59.4656,58.2596,58.5507,294746.0
2016-11-02,58.5507,58.5507,56.3467,56.9289,637714.0
2016-11-03,56.7626,58.1349,56.3883,57.4279,606610.0
2016-11-04,57.4279,57.4279,56.5547,56.8042,173129.0
2016-11-05,57.4279,57.4279,56.5547,56.8042,173129.0
2016-11-06,57.4279,57.4279,56.5547,56.8042,173129.0
2016-11-07,57.22,57.5943,56.4715,56.9705,317898.0
2016-11-08,57.5943,57.5943,56.1388,56.5131,489044.0
2016-11-09,54.0596,56.1804,52.5626,56.0141,955182.0
2016-11-10,56.1388,56.7626,54.3091,54.4339,529326.0
2016-11-11,55.0576,55.723,54.3091,54.8497,763162.0
2016-11-12,55.0576,55.723,54.3091,54.8497,763162.0
2016-11-13,55.0576,55.723,54.3091,54.8497,763162.0
2016-11-14,55.3071,55.9309,54.1428,54.3091,415280.0
2016-11-15,54.1428,56.5547,54.1428,56.3883,425346.0
2016-11-16,56.5547,57.8022,56.2636,57.5111,498901.0
2016-11-17,57.5527,57.5527,56.3883,57.1784,339740.0
2016-11-18,57.3863,58.1764,56.8873,58.0933,352553.0
2016-11-19,57.3863,58.1764,56.8873,58.0933,352553.0
2016-11-20,57.3863,58.1764,56.8873,58.0933,352553.0
2016-11-21,58.218,58.218,56.5962,56.8042,353088.0
2016-11-22,56.8458,57.4695,56.3052,56.9289,253772.0
2016-11-23,56.9289,57.6774,56.3052,56.5962,290024.0
2016-11-24,56.6378,57.0537,55.8893,56.6794,274120.0
2016-11-25,56.9705,57.8022,56.4299,57.3863,374192.0
2016-11-26,56.9705,57.8022,56.4299,57.3863,374192.0
2016-11-27,56.9705,57.8022,56.4299,57.3863,374192.0
2016-11-28,57.1368,57.3448,55.723,55.9725,301916.0
2016-11-29,55.6814,56.5962,55.6814,56.4299,409601.0
2016-11-30,56.4715,57.0953,55.9725,56.5962,1032534.0
2016-12-01,56.721,56.721,54.9745,55.2655,317120.0
2016-12-02,54.8913,55.1408,54.1428,54.517,493661.0
2016-12-03,54.8913,55.1408,54.1428,54.517,493661.0
2016-12-04,54.8913,55.1408,54.1428,54.517,493661.0
2016-12-05,54.7665,55.4319,54.3091,54.4754,274854.0
2016-12-06,54.8913,55.3487,54.4754,54.9745,396831.0
2016-12-07,55.3487,55.9309,55.1408,55.6814,467257.0
2016-12-08,56.0141,56.0141,54.9329,55.3487,274754.0
2016-12-09,55.3487,55.8477,55.3071,55.723,344020.0
2016-12-10,55.3487,55.8477,55.3071,55.723,344020.0
2016-12-11,55.3487,55.8477,55.3071,55.723,344020.0
2016-12-12,55.6814,55.723,54.0596,54.7665,491191.0
2016-12-13,54.725,56.1388,54.6002,55.7646,851179.0
2016-12-14,55.8893,56.5547,54.6834,54.8497,692365.0
2016-12-15,54.8913,55.2655,54.4754,55.0576,456814.0
2016-12-16,54.8913,58.6755,54.8913,58.3012,1321674.0
2016-12-17,54.8913,58.6755,54.8913,58.3012,1321674.0
2016-12-18,54.8913,58.6755,54.8913,58.3012,1321674.0
2016-12-19,58.3012,58.3844,56.8042,57.3863,1266239.0
2016-12-20,57.5943,58.3012,56.5962,57.0121,1083893.0
2016-12-21,57.3863,57.8022,56.1388,56.3467,567800.0
2016-12-22,56.721,56.9289,55.723,56.721,436967.0
2016-12-23,56.721,57.22,56.3052,56.5962,230539.0
2016-12-24,56.721,57.22,56.3052,56.5962,230539.0
2016-12-25,56.721,57.22,56.3052,56.5962,230539.0
2016-12-26,56.721,57.22,56.3052,56.5962,230539.0
2016-12-27,56.5962,57.3032,56.0556,57.3032,320196.0
2016-12-28,57.3032,58.1764,56.721,58.1764,281706.0
2016-12-29,58.218,58.3844,57.1784,58.3012,344540.0
2016-12-30,58.3012,59.3408,57.6359,58.4675,252722.0
2016-12-31,58.3012,59.3408,57.6359,58.4675,252722.0
2017-01-01,58.3012,59.3408,57.6359,58.4675,252722.0
2017-01-02,58.4675,59.3824,58.218,59.1745,220801.0
2017-01-03,59.4656,59.8814,58.2596,58.3844,425417.0
2017-01-04,58.6339,58.8418,57.3863,57.5111,342682.0
2017-01-05,57.5111,58.8418,57.3863,57.8438,450138.0
2017-01-06,57.5111,58.8418,57.3863,57.8438,450138.0
2017-01-07,57.5111,58.8418,57.3863,57.8438,450138.0
2017-01-08,57.5111,58.8418,57.3863,57.8438,450138.0
2017-01-09,58.0517,59.0497,57.0537,58.5923,430956.0
2017-01-10,58.9666,59.1329,58.2596,58.4675,355569.0
2017-01-11,58.4675,59.7982,58.3844,59.2576,368683.0
2017-01-12,59.5071,59.7567,58.6339,59.2992,337867.0
2017-01-13,59.4656,59.7982,58.8002,59.5903,389369.0
2017-01-14,59.4656,59.7982,58.8002,59.5903,389369.0
2017-01-15,59.4656,59.7982,58.8002,59.5903,389369.0
2017-01-16,60.7963,61.1289,60.422,60.6299,1387555.0
2017-01-17,60.7963,61.0458,59.923,60.2972,631291.0
2017-01-18,60.7963,61.8359,60.3804,60.8378,910224.0
2017-01-19,61.5032,61.5032,60.3804,60.5468,728934.0
2017-01-20,60.7963,60.7963,60.0893,60.2141,321350.0
2017-01-21,60.7963,60.7963,60.0893,60.2141,321350.0
2017-01-22,60.7963,60.7963,60.0893,60.2141,321350.0
2017-01-23,60.2141,60.3804,59.1745,59.5487,714551.0
2017-01-24,59.5487,59.7982,58.8418,58.9666,373683.0
2017-01-25,59.1329,59.3408,58.6755,59.0081,885064.0
2017-01-26,59.3408,60.921,59.2161,60.422,810985.0
2017-01-27,60.6715,60.921,59.424,59.4656,1125402.0
2017-01-28,60.6715,60.921,59.424,59.4656,1125402.0
2017-01-29,60.6715,60.921,59.424,59.4656,1125402.0
2017-01-30,59.6319,59.8814,58.717,58.8418,387751.0
2017-01-31,59.0497,59.2576,58.218,58.426,442052.0
2017-02-01,59.8398,61.8775,59.2161,61.1289,1516163.0
2017-02-02,61.2121,61.4616,60.8794,61.1705,510642.0
2017-02-03,61.5448,61.6279,60.1309,60.5052,414640.0
2017-02-04,61.5448,61.6279,60.1309,60.5052,414640.0
2017-02-05,61.5448,61.6279,60.1309,60.5052,414640.0
2017-02-06,61.1289,61.1289,59.8814,60.2972,394914.0
2017-02-07,60.3388,61.7111,60.2972,60.921,375595.0
2017-02-08,61.4616,61.4616,60.5883,60.6715,336970.0
2017-02-09,60.8794,61.4616,60.6715,61.3369,335122.0
2017-02-10,61.5448,62.2933,61.2537,61.7943,618909.0
2017-02-11,61.5448,62.2933,61.2537,61.7943,618909.0
2017-02-12,61.5448,62.2933,61.2537,61.7943,618909.0
2017-02-13,62.3765,63.9983,62.0854,63.0418,759098.0
2017-02-14,63.4992,64.4557,62.2101,63.624,1416504.0
2017-02-15,64.0398,64.4557,62.3765,62.9171,860764.0
2017-02-16,65.62,65.7032,62.2101,63.3745,2406190.0
2017-02-17,63.4577,63.624,61.6695,62.2517,1407393.0
2017-02-18,63.4577,63.624,61.6695,62.2517,1407393.0
2017-02-19,63.4577,63.624,61.6695,62.2517,1407393.0
2017-02-20,62.9171,64.4557,61.7111,64.4557,1247211.0
2017-02-21,64.5804,64.5804,63.6656,64.123,531415.0
2017-02-22,64.2062,64.2478,63.2497,63.624,465343.0
2017-02-23,63.624,63.624,62.7923,63.1666,389020.0
2017-02-24,63.3745,63.4161,62.4596,62.5844,341528.0
2017-02-25,63.3745,63.4161,62.4596,62.5844,341528.0
2017-02-26,63.3745,63.4161,62.4596,62.5844,341528.0
2017-02-27,62.5844,63.0834,62.0854,62.2933,404670.0
2017-02-28,62.3765,62.7923,61.9606,62.7091,267108.0
2017-03-01,62.7923,63.4577,62.3765,63.2913,364854.0
2017-03-02,63.4161,63.7487,62.7507,63.2081,314154.0
2017-03-03,63.2081,63.2081,62.0438,62.1685,253724.0
2017-03-04,63.2081,63.2081,62.0438,62.1685,253724.0
2017-03-05,63.2081,63.2081,62.0438,62.1685,253724.0
2017-03-06,62.1685,62.2933,61.6279,61.8775,357575.0
2017-03-07,61.919,62.9586,61.7527,62.7507,397504.0
2017-03-08,62.7507,62.8339,62.0854,62.6676,444278.0
2017-03-09,62.5844,62.7923,62.0854,62.4596,304866.0
2017-03-10,62.6676,62.6676,61.7111,62.0438,400178.0
2017-03-11,62.6676,62.6676,61.7111,62.0438,400178.0
2017-03-12,62.6676,62.6676,61.7111,62.0438,400178.0
2017-03-13,62.1685,62.2517,60.8378,62.1685,453177.0
2017-03-14,61.8359,61.9606,60.921,61.3784,547929.0
2017-03-15,61.5032,61.5448,60.5468,60.6299,601283.0
2017-03-16,60.7547,60.8794,59.8814,60.5052,490248.0
2017-03-17,60.422,60.6715,59.8814,60.1309,504267.0
2017-03-18,60.422,60.6715,59.8814,60.1309,504267.0
2017-03-19,60.422,60.6715,59.8814,60.1309,504267.0
2017-03-20,60.3388,61.0873,60.0893,60.7547,1328983.0
2017-03-21,60.921,60.9626,59.0497,59.0913,442123.0
2017-03-22,58.6339,58.7586,57.719,58.1349,557022.0
2017-03-23,57.9685,59.0081,57.5943,58.5507,576015.0
2017-03-24,58.717,58.8418,57.0537,57.3863,572562.0
2017-03-25,58.717,58.8418,57.0537,57.3863,572562.0
2017-03-26,58.717,58.8418,57.0537,57.3863,572562.0
2017-03-27,57.0953,57.8438,56.721,57.3863,509126.0
2017-03-28,57.0537,57.3863,56.6378,57.22,1020559.0
2017-03-29,57.3863,57.9685,57.0953,57.8438,557625.0
2017-03-30,58.1349,59.1745,57.8022,59.1745,603951.0
2017-03-31,59.2576,59.8814,58.5091,59.8814,539469.0
2017-04-01,59.2576,59.8814,58.5091,59.8814,539469.0
2017-04-02,59.2576,59.8814,58.5091,59.8814,539469.0
2017-04-03,59.9646,60.3388,59.7151,59.8814,394858.0
2017-04-04,59.3824,60.4636,59.2992,59.8398,604850.0
2017-04-05,59.7567,59.7982,58.8834,59.2576,787161.0
2017-04-06,59.0497,59.2161,58.426,58.8418,424793.0
2017-04-07,58.8834,59.5487,58.5507,59.3408,378152.0
2017-04-08,58.8834,59.5487,58.5507,59.3408,378152.0
2017-04-09,58.8834,59.5487,58.5507,59.3408,378152.0
2017-04-10,59.4656,60.0477,59.3824,60.0062,333555.0
2017-04-11,59.8814,59.8814,58.8834,59.0081,310477.0
2017-04-12,59.0081,60.2141,58.5507,59.8814,574027.0
2017-04-13,59.8814,60.0893,59.3824,59.8814,239543.0
2017-04-14,59.8814,60.0893,59.3824,59.8814,239543.0
2017-04-15,59.8814,60.0893,59.3824,59.8814,239543.0
2017-04-16,59.8814,60.0893,59.3824,59.8814,239543.0
2017-04-17,59.8814,60.0893,59.3824,59.8814,239543.0
2017-04-18,59.8814,61.1289,59.5071,59.8814,686017.0
2017-04-19,59.8814,60.2972,59.6735,60.0477,632964.0
2017-04-20,57.3863,58.8418,56.222,57.1784,2559496.0
2017-04-21,57.1784,57.1784,54.9745,54.9745,1840258.0
2017-04-22,57.1784,57.1784,54.9745,54.9745,1840258.0
2017-04-23,57.1784,57.1784,54.9745,54.9745,1840258.0
2017-04-24,55.6398,55.8061,53.9348,55.8061,1434924.0
2017-04-25,55.8061,56.5131,55.1824,56.1388,1074600.0
2017-04-26,56.222,56.222,54.4339,54.7665,1250299.0
2017-04-27,54.6834,55.3071,54.1428,55.224,949951.0
2017-04-28,55.3903,57.1784,55.1408,56.8458,907193.0
2017-04-29,55.3903,57.1784,55.1408,56.8458,907193.0
2017-04-30,55.3903,57.1784,55.1408,56.8458,907193.0
2017-05-01,55.3903,57.1784,55.1408,56.8458,907193.0
2017-05-02,56.721,57.8438,56.1388,57.7606,605716.0
2017-05-03,57.9685,57.9685,56.8042,57.1784,508015.0
2017-05-04,58.1242,58.4681,56.9205,58.4681,394570.0
2017-05-05,58.5111,59.371,58.3822,59.242,242929.0
2017-05-06,58.5111,59.371,58.3822,59.242,242929.0
2017-05-07,58.5111,59.371,58.3822,59.242,242929.0
2017-05-08,59.07,60.1878,58.7261,60.1018,410641.0
2017-05-09,60.4028,61.3056,60.4028,61.0906,473858.0
2017-05-10,61.1336,61.2626,60.7467,61.0906,931194.0
2017-05-11,61.2626,61.2626,60.2308,60.8757,527176.0
2017-05-12,61.0476,63.0682,60.8327,62.7673,599014.0
2017-05-13,61.0476,63.0682,60.8327,62.7673,599014.0
2017-05-14,61.0476,63.0682,60.8327,62.7673,599014.0
2017-05-15,62.7673,63.0252,61.1766,61.4775,444272.0
2017-05-16,61.4775,61.6495,59.5859,61.2626,562147.0
2017-05-17,61.2626,61.5635,60.7467,61.0046,420783.0
2017-05-18,60.9616,60.9616,59.8439,60.4457,677699.0
2017-05-19,60.1878,61.6495,60.0588,61.3056,451197.0
2017-05-20,60.1878,61.6495,60.0588,61.3056,451197.0
2017-05-21,60.1878,61.6495,60.0588,61.3056,451197.0
2017-05-22,61.1766,61.4345,59.328,60.9616,380395.0
2017-05-23,60.9616,61.3486,60.4457,61.3056,392634.0
2017-05-24,60.7467,61.3916,60.7037,61.2196,220031.0
2017-05-25,60.7467,61.3916,60.7037,61.2196,220031.0
2017-05-26,61.4345,62.2944,61.3916,61.9075,279054.0
2017-05-27,61.4345,62.2944,61.3916,61.9075,279054.0
2017-05-28,61.4345,62.2944,61.3916,61.9075,279054.0
2017-05-29,62.2084,62.2084,61.3056,61.4345,296063.0
2017-05-30,61.6495,61.8645,61.0906,61.6925,364501.0
2017-05-31,61.6495,61.6925,60.5317,61.0046,1070279.0
2017-06-01,60.9616,61.4345,60.7897,61.0476,453507.0
2017-06-02,61.3916,61.5635,60.7037,60.9616,412464.0
2017-06-03,61.3916,61.5635,60.7037,60.9616,412464.0
2017-06-04,61.3916,61.5635,60.7037,60.9616,412464.0
2017-06-05,60.9616,61.3486,60.6607,60.9616,237387.0
2017-06-06,60.9616,61.3486,60.6607,60.9616,237387.0
2017-06-07,61.0906,61.3486,60.4887,60.9187,316794.0
2017-06-08,61.1336,61.9934,61.0906,61.3916,437030.0
2017-06-09,61.4775,61.8645,61.0476,61.5205,316344.0
2017-06-10,61.4775,61.8645,61.0476,61.5205,316344.0
2017-06-11,61.4775,61.8645,61.0476,61.5205,316344.0
2017-06-12,61.3056,61.3056,59.371,59.8439,371158.0
2017-06-13,60.0588,61.4775,59.5859,61.0476,431864.0
2017-06-14,61.0906,62.1654,61.0476,61.6925,899784.0
2017-06-15,61.6925,62.2944,61.1336,61.7785,686879.0
2017-06-16,61.7355,62.7243,61.7355,62.3374,960574.0
2017-06-17,61.7355,62.7243,61.7355,62.3374,960574.0
2017-06-18,61.7355,62.7243,61.7355,62.3374,960574.0
2017-06-19,62.5953,63.4121,62.5953,62.8533,314211.0
2017-06-20,63.1542,65.0888,62.9392,65.0888,826923.0
2017-06-21,65.0888,65.1318,63.928,64.358,389000.0
2017-06-22,64.4869,64.6589,63.8421,64.186,270878.0
2017-06-23,64.4869,64.6589,63.8421,64.186,270878.0
2017-06-24,64.4869,64.6589,63.8421,64.186,270878.0
2017-06-25,64.4869,64.6589,63.8421,64.186,270878.0
2017-06-26,64.186,65.2178,63.4551,63.7131,389965.0
2017-06-27,63.6271,64.358,63.1972,64.057,477025.0
2017-06-28,63.8421,64.143,63.0252,63.885,441704.0
2017-06-29,64.057,64.057,62.0364,62.5523,461182.0
2017-06-30,62.3374,63.928,62.1224,63.3262,431163.0
2017-07-01,62.3374,63.928,62.1224,63.3262,431163.0
2017-07-02,62.3374,63.928,62.1224,63.3262,431163.0
2017-07-03,63.1972,63.5841,62.6813,63.1972,639788.0
2017-07-04,62.8533,63.1542,62.4233,62.9822,2295172.0
2017-07-05,62.7243,63.1542,62.2944,62.8962,361571.0
2017-07-06,63.0682,63.0682,61.1766,61.9075,402484.0
2017-07-07,62.1654,62.2084,61.4345,61.9504,341331.0
2017-07-08,62.1654,62.2084,61.4345,61.9504,341331.0
2017-07-09,62.1654,62.2084,61.4345,61.9504,341331.0
2017-07-10,62.1224,62.3374,61.2196,61.7785,312671.0
2017-07-11,61.8645,62.2514,61.2196,61.4345,276047.0
2017-07-12,61.3486,61.7355,61.2196,61.5635,849842.0
2017-07-13,61.9075,65.7337,61.9075,65.5617,1487519.0
2017-07-14,65.3468,66.7655,65.3468,66.1636,777337.0
2017-07-15,65.3468,66.7655,65.3468,66.1636,777337.0
2017-07-16,65.3468,66.7655,65.3468,66.1636,777337.0
2017-07-17,66.1636,66.2496,64.229,64.8309,419989.0
2017-07-18,64.5299,66.2926,64.057,65.8626,654530.0
2017-07-19,65.6047,66.4215,65.5187,66.0776,617607.0
2017-07-20,65.7767,67.1954,65.7767,66.8944,636162.0
2017-07-21,66.8944,68.2702,66.6795,67.9262,636969.0
2017-07-22,66.8944,68.2702,66.6795,67.9262,636969.0
2017-07-23,66.8944,68.2702,66.6795,67.9262,636969.0
2017-07-24,67.9262,68.5711,67.4963,67.4963,529476.0
2017-07-25,67.4103,67.6683,66.6795,67.2814,365135.0
2017-07-26,67.4103,67.7543,67.0234,67.3244,326749.0
2017-07-27,67.2384,67.9692,67.2384,67.7543,280309.0
2017-07-28,67.4963,67.4963,66.2926,66.8085,316785.0
2017-07-29,67.4963,67.4963,66.2926,66.8085,316785.0
2017-07-30,67.4963,67.4963,66.2926,66.8085,316785.0
2017-07-31,66.8085,67.4963,66.7225,66.9804,223891.0
2017-08-01,66.8514,67.4533,66.7655,67.2814,185205.0
2017-08-02,67.2814,67.8832,67.0664,67.4963,391442.0
2017-08-03,67.0664,68.2272,67.0664,67.7543,327197.0
2017-08-04,67.7543,68.0982,67.2384,67.9262,274062.0
2017-08-05,67.7543,68.0982,67.2384,67.9262,274062.0
2017-08-06,67.7543,68.0982,67.2384,67.9262,274062.0
2017-08-07,67.9262,68.3132,67.3673,67.7543,224537.0
2017-08-08,67.6683,68.1842,67.5393,67.9262,240185.0
2017-08-09,67.8402,68.0552,67.2384,67.9692,190811.0
2017-08-10,68.0122,68.2272,67.3244,67.3244,160535.0
2017-08-11,67.0664,67.0664,65.4327,66.2066,339352.0
2017-08-12,67.0664,67.0664,65.4327,66.2066,339352.0
2017-08-13,67.0664,67.0664,65.4327,66.2066,339352.0
2017-08-14,66.2066,68.0552,66.2066,66.9804,212994.0
2017-08-15,67.1094,67.4963,66.3356,66.7225,173491.0
2017-08-16,66.7225,67.5823,66.7225,67.5393,170734.0
2017-08-17,67.4963,67.9262,66.8514,66.8514,249537.0
2017-08-18,66.2496,66.7225,65.6477,66.5075,215155.0
2017-08-19,66.2496,66.7225,65.6477,66.5075,215155.0
2017-08-20,66.2496,66.7225,65.6477,66.5075,215155.0
2017-08-21,66.2926,67.3673,66.0346,66.2496,466789.0
2017-08-22,65.8197,67.1954,65.8197,67.0664,206658.0
2017-08-23,67.0234,67.0234,66.0346,66.2496,300105.0
2017-08-24,66.0346,66.1636,65.2608,65.5187,259649.0
2017-08-25,65.3468,66.0776,65.0888,65.5617,583339.0
2017-08-26,65.3468,66.0776,65.0888,65.5617,583339.0
2017-08-27,65.3468,66.0776,65.0888,65.5617,583339.0
2017-08-28,65.3468,65.3468,64.229,64.9168,228043.0
2017-08-29,64.5299,64.7019,63.7561,64.315,368256.0
2017-08-30,64.358,65.0888,64.358,64.6159,263697.0
2017-08-31,64.4869,65.4757,64.4009,65.3038,312522.0
2017-09-01,65.2608,66.7655,65.1318,66.5505,296368.0
2017-09-02,65.2608,66.7655,65.1318,66.5505,296368.0
2017-09-03,65.2608,66.7655,65.1318,66.5505,296368.0
2017-09-04,65.0458,66.2066,65.0458,65.3468,113618.0
2017-09-05,65.4327,66.5505,65.4327,66.0346,156012.0
2017-09-06,65.9486,66.0346,64.7449,64.9598,268852.0
2017-09-07,65.1318,65.5187,64.8738,65.3038,172617.0
2017-09-08,65.2608,65.2608,64.4869,64.7449,168565.0
2017-09-09,65.2608,65.2608,64.4869,64.7449,168565.0
2017-09-10,65.2608,65.2608,64.4869,64.7449,168565.0
2017-09-11,64.4869,65.9056,64.4869,65.5617,187653.0
2017-09-12,65.0888,65.5617,64.7019,65.0888,168247.0
2017-09-13,65.0458,65.0888,64.229,64.4869,218126.0
2017-09-14,64.4869,64.5729,63.2832,63.885,407300.0
2017-09-15,63.8421,63.885,62.4663,62.4663,628104.0
2017-09-16,63.8421,63.885,62.4663,62.4663,628104.0
2017-09-17,63.8421,63.885,62.4663,62.4663,628104.0
2017-09-18,62.5523,62.7673,62.1654,62.4663,457818.0
2017-09-19,62.4663,63.4981,62.2084,62.3804,369036.0
2017-09-20,62.3374,62.4663,60.9187,61.3916,458010.0
2017-09-21,61.3486,61.6925,60.1018,61.0046,802264.0
2017-09-22,60.1448,60.4457,56.7915,57.9093,1975350.0
2017-09-23,60.1448,60.4457,56.7915,57.9093,1975350.0
