,KINDSDB SS Equity,KINDSDB SS Equity,KINDSDB SS Equity,KINDSDB SS Equity,KINDSDB SS Equity
2012-10-09,13.432,13.469,13.175,13.359,637360.0
2012-10-10,13.322,13.432,13.138,13.359,285152.0
2012-10-11,13.396,13.396,13.248,13.285,133112.0
2012-10-12,13.322,13.322,12.991,13.248,306696.0
2012-10-13,13.322,13.322,12.991,13.248,306696.0
2012-10-14,13.322,13.322,12.991,13.248,306696.0
2012-10-15,13.212,13.432,13.027,13.396,600008.0
2012-10-16,13.469,13.469,13.138,13.322,259984.0
2012-10-17,13.322,13.469,13.138,13.469,194832.0
2012-10-18,13.469,13.543,13.212,13.396,337040.0
2012-10-19,13.432,13.432,13.212,13.322,191168.0
2012-10-20,13.432,13.432,13.212,13.322,191168.0
2012-10-21,13.432,13.432,13.212,13.322,191168.0
2012-10-22,13.396,13.58,13.175,13.432,339744.0
2012-10-23,13.543,13.616,13.248,13.543,511224.0
2012-10-24,13.506,13.506,13.359,13.432,454080.0
2012-10-25,13.469,13.543,13.396,13.469,683800.0
2012-10-26,13.616,13.8,13.543,13.616,1498712.0
2012-10-27,13.616,13.8,13.543,13.616,1498712.0
2012-10-28,13.616,13.8,13.543,13.616,1498712.0
2012-10-29,13.69,13.764,13.653,13.653,1457992.0
2012-10-30,13.764,13.837,13.616,13.764,938920.0
2012-10-31,13.543,13.8,13.322,13.764,2929024.0
2012-11-01,13.837,14.168,13.8,14.132,788176.0
2012-11-02,14.242,14.573,14.205,14.352,599088.0
2012-11-03,14.242,14.573,14.205,14.352,599088.0
2012-11-04,14.242,14.573,14.205,14.352,599088.0
2012-11-05,14.316,14.5,14.242,14.5,378304.0
2012-11-06,14.5,14.61,14.279,14.5,318392.0
2012-11-07,14.463,14.684,14.426,14.647,432992.0
2012-11-08,14.647,14.684,14.426,14.536,296120.0
2012-11-09,14.536,14.647,14.426,14.647,710872.0
2012-11-10,14.536,14.647,14.426,14.647,710872.0
2012-11-11,14.536,14.647,14.426,14.647,710872.0
2012-11-12,14.684,14.684,14.426,14.536,413456.0
2012-11-13,14.5,14.573,14.279,14.316,434536.0
2012-11-14,14.426,14.647,14.242,14.647,1573376.0
2012-11-15,14.536,14.647,14.426,14.573,460504.0
2012-11-16,14.5,14.61,14.168,14.242,567744.0
2012-11-17,14.5,14.61,14.168,14.242,567744.0
2012-11-18,14.5,14.61,14.168,14.242,567744.0
2012-11-19,14.352,14.536,14.242,14.426,315848.0
2012-11-20,14.463,14.5,14.279,14.389,219960.0
2012-11-21,14.5,14.5,14.316,14.463,211872.0
2012-11-22,14.463,14.5,14.242,14.5,730152.0
2012-11-23,14.5,14.573,14.316,14.573,930264.0
2012-11-24,14.5,14.573,14.316,14.573,930264.0
2012-11-25,14.5,14.573,14.316,14.573,930264.0
2012-11-26,14.61,14.647,14.5,14.647,104720.0
2012-11-27,14.647,14.647,14.279,14.352,635800.0
2012-11-28,14.352,14.426,14.242,14.389,384912.0
2012-11-29,14.352,14.5,14.316,14.5,358400.0
2012-11-30,14.463,14.5,14.352,14.463,188856.0
2012-12-01,14.463,14.5,14.352,14.463,188856.0
2012-12-02,14.463,14.5,14.352,14.463,188856.0
2012-12-03,14.463,14.573,14.352,14.573,138328.0
2012-12-04,14.573,14.573,14.463,14.573,362552.0
2012-12-05,14.573,14.904,14.573,14.831,230352.0
2012-12-06,14.868,14.941,14.831,14.941,217328.0
2012-12-07,14.941,14.978,14.72,14.941,340520.0
2012-12-08,14.941,14.978,14.72,14.941,340520.0
2012-12-09,14.941,14.978,14.72,14.941,340520.0
2012-12-10,15.015,15.052,14.904,15.052,501728.0
2012-12-11,15.052,15.125,15.015,15.125,138496.0
2012-12-12,15.088,15.199,15.052,15.088,546208.0
2012-12-13,15.162,15.162,14.647,14.72,682784.0
2012-12-14,14.831,15.015,14.684,15.015,168504.0
2012-12-15,14.831,15.015,14.684,15.015,168504.0
2012-12-16,14.831,15.015,14.684,15.015,168504.0
2012-12-17,15.015,15.052,14.72,14.941,219904.0
2012-12-18,15.015,15.015,14.647,14.904,662808.0
2012-12-19,14.904,14.941,14.794,14.941,267512.0
2012-12-20,14.941,14.941,14.794,14.868,317056.0
2012-12-21,14.868,14.941,14.794,14.868,131656.0
2012-12-22,14.868,14.941,14.794,14.868,131656.0
2012-12-23,14.868,14.941,14.794,14.868,131656.0
2012-12-24,14.868,14.941,14.794,14.868,131656.0
2012-12-25,14.868,14.941,14.794,14.868,131656.0
2012-12-26,14.868,14.941,14.794,14.868,131656.0
2012-12-27,14.978,15.088,14.757,15.088,156080.0
2012-12-28,15.088,15.272,14.904,15.272,198568.0
2012-12-29,15.088,15.272,14.904,15.272,198568.0
2012-12-30,15.088,15.272,14.904,15.272,198568.0
2012-12-31,15.088,15.272,14.904,15.272,198568.0
2013-01-01,15.088,15.272,14.904,15.272,198568.0
2013-01-02,15.383,15.493,15.199,15.493,1628128.0
2013-01-03,15.53,15.53,15.309,15.493,1008200.0
2013-01-04,15.53,15.714,15.383,15.53,547000.0
2013-01-05,15.53,15.714,15.383,15.53,547000.0
2013-01-06,15.53,15.714,15.383,15.53,547000.0
2013-01-07,15.53,15.567,15.272,15.53,215984.0
2013-01-08,15.751,15.861,15.456,15.824,682792.0
2013-01-09,15.788,15.861,15.64,15.751,404152.0
2013-01-10,15.788,16.045,15.788,16.045,320144.0
2013-01-11,16.192,16.192,15.898,16.008,800360.0
2013-01-12,16.192,16.192,15.898,16.008,800360.0
2013-01-13,16.192,16.192,15.898,16.008,800360.0
2013-01-14,15.972,16.008,15.824,15.898,182328.0
2013-01-15,15.972,16.045,15.788,15.898,226672.0
2013-01-16,16.008,16.156,15.935,16.045,274704.0
2013-01-17,16.119,16.119,15.898,16.082,364280.0
2013-01-18,16.045,16.156,15.972,16.119,165136.0
2013-01-19,16.045,16.156,15.972,16.119,165136.0
2013-01-20,16.045,16.156,15.972,16.119,165136.0
2013-01-21,16.119,16.229,16.045,16.119,250480.0
2013-01-22,16.045,16.34,15.972,16.266,391048.0
2013-01-23,16.119,16.34,16.119,16.192,286304.0
2013-01-24,16.303,16.303,15.493,16.229,1537128.0
2013-01-25,16.192,16.303,15.714,16.082,973232.0
2013-01-26,16.192,16.303,15.714,16.082,973232.0
2013-01-27,16.192,16.303,15.714,16.082,973232.0
2013-01-28,16.045,16.156,15.898,15.972,550960.0
2013-01-29,16.082,16.082,15.898,15.972,371320.0
2013-01-30,16.045,16.192,15.935,16.119,144720.0
2013-01-31,16.34,16.34,15.935,16.119,314656.0
2013-02-01,16.192,16.266,15.972,16.156,263000.0
2013-02-02,16.192,16.266,15.972,16.156,263000.0
2013-02-03,16.192,16.266,15.972,16.156,263000.0
2013-02-04,16.192,16.192,15.898,16.045,351232.0
2013-02-05,16.082,16.082,15.788,15.935,321432.0
2013-02-06,16.008,16.045,15.972,16.008,188720.0
2013-02-07,16.045,16.119,15.935,16.045,233272.0
2013-02-08,16.192,16.413,16.045,16.376,738176.0
2013-02-09,16.192,16.413,16.045,16.376,738176.0
2013-02-10,16.192,16.413,16.045,16.376,738176.0
2013-02-11,16.487,16.634,16.487,16.56,187992.0
2013-02-12,16.634,16.671,16.376,16.56,702768.0
2013-02-13,17.186,17.186,16.597,16.855,3186808.0
2013-02-14,16.892,17.112,16.855,17.002,1538784.0
2013-02-15,17.076,17.591,16.892,17.517,703216.0
2013-02-16,17.076,17.591,16.892,17.517,703216.0
2013-02-17,17.076,17.591,16.892,17.517,703216.0
2013-02-18,17.517,17.664,17.444,17.591,303880.0
2013-02-19,17.591,17.922,17.444,17.885,251880.0
2013-02-20,17.885,17.922,17.591,17.664,5589768.0
2013-02-21,17.628,17.664,17.444,17.517,399128.0
2013-02-22,17.591,17.664,17.333,17.407,332848.0
2013-02-23,17.591,17.664,17.333,17.407,332848.0
2013-02-24,17.591,17.664,17.333,17.407,332848.0
2013-02-25,17.296,17.628,17.296,17.407,672384.0
2013-02-26,17.37,17.517,17.186,17.407,165512.0
2013-02-27,17.407,17.628,17.296,17.296,402360.0
2013-02-28,17.444,17.444,17.186,17.26,1699360.0
2013-03-01,17.296,17.37,17.223,17.37,355968.0
2013-03-02,17.296,17.37,17.223,17.37,355968.0
2013-03-03,17.296,17.37,17.223,17.37,355968.0
2013-03-04,16.965,17.186,16.56,16.634,810312.0
2013-03-05,16.818,16.855,16.487,16.524,682992.0
2013-03-06,16.487,16.634,16.413,16.413,713032.0
2013-03-07,16.524,16.524,16.266,16.487,578136.0
2013-03-08,16.487,16.671,16.413,16.45,237712.0
2013-03-09,16.487,16.671,16.413,16.45,237712.0
2013-03-10,16.487,16.671,16.413,16.45,237712.0
2013-03-11,16.45,16.487,16.413,16.487,331072.0
2013-03-12,16.524,16.524,16.376,16.487,245024.0
2013-03-13,16.45,16.671,16.376,16.56,484768.0
2013-03-14,16.56,16.708,16.376,16.487,677720.0
2013-03-15,16.487,16.56,16.303,16.376,284112.0
2013-03-16,16.487,16.56,16.303,16.376,284112.0
2013-03-17,16.487,16.56,16.303,16.376,284112.0
2013-03-18,16.303,16.303,16.082,16.156,442232.0
2013-03-19,16.119,16.303,16.082,16.156,367944.0
2013-03-20,16.229,16.266,16.156,16.229,474248.0
2013-03-21,16.156,16.266,15.935,16.045,200560.0
2013-03-22,16.082,16.524,15.972,16.376,185360.0
2013-03-23,16.082,16.524,15.972,16.376,185360.0
2013-03-24,16.082,16.524,15.972,16.376,185360.0
2013-03-25,16.487,16.597,16.266,16.45,172720.0
2013-03-26,16.487,16.708,16.34,16.634,558656.0
2013-03-27,16.708,16.892,16.597,16.744,323272.0
2013-03-28,16.671,16.781,16.634,16.744,127000.0
2013-03-29,16.671,16.781,16.634,16.744,127000.0
2013-03-30,16.671,16.781,16.634,16.744,127000.0
2013-03-31,16.671,16.781,16.634,16.744,127000.0
2013-04-01,16.671,16.781,16.634,16.744,127000.0
2013-04-02,16.781,16.892,16.708,16.892,169464.0
2013-04-03,16.928,16.928,16.708,16.708,73112.0
2013-04-04,16.708,16.781,16.376,16.597,625656.0
2013-04-05,16.45,16.671,16.376,16.45,278456.0
2013-04-06,16.45,16.671,16.376,16.45,278456.0
2013-04-07,16.45,16.671,16.376,16.45,278456.0
2013-04-08,16.708,16.708,16.45,16.487,199560.0
2013-04-09,16.744,16.744,16.34,16.413,610256.0
2013-04-10,16.56,16.56,16.34,16.487,381552.0
2013-04-11,16.413,16.634,16.413,16.413,886672.0
2013-04-12,16.34,16.634,16.34,16.45,227424.0
2013-04-13,16.34,16.634,16.34,16.45,227424.0
2013-04-14,16.34,16.634,16.34,16.45,227424.0
2013-04-15,16.487,16.597,16.082,16.192,1569640.0
2013-04-16,16.487,16.524,16.229,16.266,2035032.0
2013-04-17,16.34,16.487,16.192,16.413,699072.0
2013-04-18,16.524,16.56,16.266,16.413,300432.0
2013-04-19,16.597,16.597,16.45,16.56,88712.0
2013-04-20,16.597,16.597,16.45,16.56,88712.0
2013-04-21,16.597,16.597,16.45,16.56,88712.0
2013-04-22,16.56,16.56,16.303,16.34,210960.0
2013-04-23,16.34,16.56,16.119,16.413,1067248.0
2013-04-24,16.56,16.56,16.34,16.34,405088.0
2013-04-25,16.524,16.524,16.376,16.413,1079072.0
2013-04-26,16.413,16.597,16.119,16.45,1400840.0
2013-04-27,16.413,16.597,16.119,16.45,1400840.0
2013-04-28,16.413,16.597,16.119,16.45,1400840.0
2013-04-29,16.487,16.818,16.45,16.744,210912.0
2013-04-30,16.708,16.855,16.56,16.56,226304.0
2013-05-01,16.708,16.855,16.56,16.56,226304.0
2013-05-02,16.376,16.487,15.751,16.192,852048.0
2013-05-03,15.972,16.266,15.935,16.045,941792.0
2013-05-04,15.972,16.266,15.935,16.045,941792.0
2013-05-05,15.972,16.266,15.935,16.045,941792.0
2013-05-06,16.266,16.266,16.082,16.119,158248.0
2013-05-07,16.192,16.192,15.935,16.008,401312.0
2013-05-08,16.008,16.119,16.008,16.008,165392.0
2013-05-09,16.008,16.119,16.008,16.008,165392.0
2013-05-10,16.266,16.266,15.64,16.008,897344.0
2013-05-11,16.266,16.266,15.64,16.008,897344.0
2013-05-12,16.266,16.266,15.64,16.008,897344.0
2013-05-13,16.008,16.119,15.898,15.935,601088.0
2013-05-14,16.008,16.082,15.861,15.972,312288.0
2013-05-15,16.208,16.208,15.789,16.055,590960.0
2013-05-16,16.131,16.131,15.865,15.979,659816.0
2013-05-17,16.093,16.093,15.903,15.941,918840.0
2013-05-18,16.093,16.093,15.903,15.941,918840.0
2013-05-19,16.093,16.093,15.903,15.941,918840.0
2013-05-20,15.941,16.474,15.903,16.36,637584.0
2013-05-21,16.512,16.512,15.979,16.131,2105904.0
2013-05-22,16.36,16.36,16.093,16.284,433784.0
2013-05-23,16.17,16.436,15.941,16.36,1591888.0
2013-05-24,16.398,16.474,16.17,16.246,439296.0
2013-05-25,16.398,16.474,16.17,16.246,439296.0
2013-05-26,16.398,16.474,16.17,16.246,439296.0
2013-05-27,16.322,16.55,16.284,16.398,1448776.0
2013-05-28,16.436,16.588,16.284,16.512,1171464.0
2013-05-29,16.398,16.55,16.17,16.17,539488.0
2013-05-30,16.131,16.474,16.131,16.474,261728.0
2013-05-31,16.512,16.588,16.17,16.284,1206904.0
2013-06-01,16.512,16.588,16.17,16.284,1206904.0
2013-06-02,16.512,16.588,16.17,16.284,1206904.0
2013-06-03,16.284,16.55,16.093,16.474,253416.0
2013-06-04,16.816,16.93,16.398,16.55,662160.0
2013-06-05,16.512,16.664,16.284,16.322,238840.0
2013-06-06,16.512,16.664,16.284,16.322,238840.0
2013-06-07,16.322,16.588,16.017,16.322,845736.0
2013-06-08,16.322,16.588,16.017,16.322,845736.0
2013-06-09,16.322,16.588,16.017,16.322,845736.0
2013-06-10,16.512,16.778,16.398,16.588,591424.0
2013-06-11,17.121,17.387,16.626,16.664,1157312.0
2013-06-12,16.702,16.816,16.664,16.664,355320.0
2013-06-13,16.664,16.664,16.436,16.512,1288648.0
2013-06-14,16.816,16.854,16.512,16.626,906104.0
2013-06-15,16.816,16.854,16.512,16.626,906104.0
2013-06-16,16.816,16.854,16.512,16.626,906104.0
2013-06-17,16.664,16.854,16.664,16.854,607376.0
2013-06-18,16.854,17.311,16.816,17.007,372928.0
2013-06-19,17.045,17.311,16.968,17.045,504040.0
2013-06-20,17.007,17.121,16.664,16.854,488696.0
2013-06-21,17.007,17.121,16.664,16.854,488696.0
2013-06-22,17.007,17.121,16.664,16.854,488696.0
2013-06-23,17.007,17.121,16.664,16.854,488696.0
2013-06-24,16.816,16.968,16.436,16.664,500456.0
2013-06-25,16.474,16.968,16.474,16.588,961496.0
2013-06-26,16.55,17.273,16.55,17.159,1555672.0
2013-06-27,17.235,17.273,17.045,17.083,733640.0
2013-06-28,17.121,17.159,16.892,17.083,518360.0
2013-06-29,17.121,17.159,16.892,17.083,518360.0
2013-06-30,17.121,17.159,16.892,17.083,518360.0
2013-07-01,17.045,17.159,16.93,17.083,482272.0
2013-07-02,17.045,17.311,16.968,17.235,89112.0
2013-07-03,17.121,17.311,17.083,17.311,133344.0
2013-07-04,17.311,17.729,17.197,17.653,295224.0
2013-07-05,17.691,17.767,17.577,17.653,290680.0
2013-07-06,17.691,17.767,17.577,17.653,290680.0
2013-07-07,17.691,17.767,17.577,17.653,290680.0
2013-07-08,17.615,17.615,17.197,17.463,260920.0
2013-07-09,17.463,17.653,17.273,17.653,335072.0
2013-07-10,17.691,17.805,17.425,17.539,131976.0
2013-07-11,17.653,17.691,17.577,17.615,61768.0
2013-07-12,17.653,17.691,17.501,17.653,112912.0
2013-07-13,17.653,17.691,17.501,17.653,112912.0
2013-07-14,17.653,17.691,17.501,17.653,112912.0
2013-07-15,17.577,17.729,17.577,17.729,105320.0
2013-07-16,17.653,17.729,17.577,17.691,185312.0
2013-07-17,17.805,17.805,17.539,17.729,154056.0
2013-07-18,17.805,17.844,17.615,17.729,223512.0
2013-07-19,17.844,17.844,17.539,17.653,320720.0
2013-07-20,17.844,17.844,17.539,17.653,320720.0
2013-07-21,17.844,17.844,17.539,17.653,320720.0
2013-07-22,17.653,17.653,17.463,17.463,190720.0
2013-07-23,17.463,17.501,17.425,17.463,86768.0
2013-07-24,17.577,17.653,17.463,17.577,57256.0
2013-07-25,17.577,17.653,17.425,17.539,42944.0
2013-07-26,17.539,17.577,17.425,17.577,57368.0
2013-07-27,17.539,17.577,17.425,17.577,57368.0
2013-07-28,17.539,17.577,17.425,17.577,57368.0
2013-07-29,17.577,17.653,17.387,17.653,67184.0
2013-07-30,17.615,17.729,17.577,17.729,83264.0
2013-07-31,17.653,17.805,17.425,17.805,94920.0
2013-08-01,17.805,17.92,17.653,17.882,144096.0
2013-08-02,17.882,17.958,17.729,17.958,74504.0
2013-08-03,17.882,17.958,17.729,17.958,74504.0
2013-08-04,17.882,17.958,17.729,17.958,74504.0
2013-08-05,17.882,18.262,17.653,18.224,238488.0
2013-08-06,18.262,18.262,18.11,18.148,167856.0
2013-08-07,17.767,17.844,17.577,17.577,581216.0
2013-08-08,17.653,17.882,17.501,17.882,332960.0
2013-08-09,17.958,18.11,17.92,17.996,1406144.0
2013-08-10,17.958,18.11,17.92,17.996,1406144.0
2013-08-11,17.958,18.11,17.92,17.996,1406144.0
2013-08-12,18.11,18.186,18.034,18.148,970688.0
2013-08-13,18.148,18.338,18.034,18.338,427624.0
2013-08-14,18.338,18.414,18.3,18.338,149776.0
2013-08-15,18.338,18.452,18.262,18.452,119856.0
2013-08-16,18.414,18.604,18.224,18.566,166616.0
2013-08-17,18.414,18.604,18.224,18.566,166616.0
2013-08-18,18.414,18.604,18.224,18.566,166616.0
2013-08-19,18.604,18.757,18.452,18.757,1406624.0
2013-08-20,18.757,18.795,18.643,18.719,221728.0
2013-08-21,18.757,18.833,18.414,18.681,307584.0
2013-08-22,18.681,18.985,18.681,18.985,442064.0
2013-08-23,18.947,19.023,18.833,19.023,322312.0
2013-08-24,18.947,19.023,18.833,19.023,322312.0
2013-08-25,18.947,19.023,18.833,19.023,322312.0
2013-08-26,19.023,19.213,18.833,19.061,186568.0
2013-08-27,19.099,19.099,18.681,18.947,334952.0
2013-08-28,18.947,19.023,18.414,18.681,393344.0
2013-08-29,18.681,19.251,18.681,19.137,442912.0
2013-08-30,19.365,19.365,19.023,19.289,934056.0
2013-08-31,19.365,19.365,19.023,19.289,934056.0
2013-09-01,19.365,19.365,19.023,19.289,934056.0
2013-09-02,19.213,19.518,19.175,19.441,567376.0
2013-09-03,19.48,19.632,19.327,19.403,408224.0
2013-09-04,19.403,19.67,19.365,19.67,554512.0
2013-09-05,19.632,19.86,19.403,19.784,258592.0
2013-09-06,19.784,19.784,19.441,19.784,505720.0
2013-09-07,19.784,19.784,19.441,19.784,505720.0
2013-09-08,19.784,19.784,19.441,19.784,505720.0
2013-09-09,19.784,19.784,19.556,19.784,132080.0
2013-09-10,19.784,19.898,19.632,19.898,195304.0
2013-09-11,19.936,20.012,19.708,19.898,734224.0
2013-09-12,20.088,20.164,19.784,19.936,773152.0
2013-09-13,19.936,19.974,19.632,19.708,545136.0
2013-09-14,19.936,19.974,19.632,19.708,545136.0
2013-09-15,19.936,19.974,19.632,19.708,545136.0
2013-09-16,20.05,20.05,19.594,19.746,323184.0
2013-09-17,19.822,19.898,19.594,19.708,313336.0
2013-09-18,20.012,20.012,19.784,19.936,345792.0
2013-09-19,19.898,20.24,19.898,20.164,263992.0
2013-09-20,20.202,20.317,20.088,20.317,250560.0
2013-09-21,20.202,20.317,20.088,20.317,250560.0
2013-09-22,20.202,20.317,20.088,20.317,250560.0
2013-09-23,20.355,20.431,20.088,20.278,214040.0
2013-09-24,20.393,20.393,20.126,20.202,279168.0
2013-09-25,20.24,20.24,19.708,19.898,501328.0
2013-09-26,20.012,20.012,19.518,19.784,601560.0
2013-09-27,19.822,19.822,19.67,19.746,237784.0
2013-09-28,19.822,19.822,19.67,19.746,237784.0
2013-09-29,19.822,19.822,19.67,19.746,237784.0
2013-09-30,19.746,19.746,19.48,19.632,363568.0
2013-10-01,19.67,19.746,19.251,19.556,568912.0
2013-10-02,19.556,19.594,19.327,19.556,274800.0
2013-10-03,19.556,19.67,19.403,19.518,187184.0
2013-10-04,19.518,19.518,19.403,19.48,155856.0
2013-10-05,19.518,19.518,19.403,19.48,155856.0
2013-10-06,19.518,19.518,19.403,19.48,155856.0
2013-10-07,19.48,19.708,19.137,19.708,1393952.0
2013-10-08,19.67,19.822,19.632,19.822,118864.0
2013-10-09,19.784,19.784,19.289,19.556,1252192.0
2013-10-10,19.594,19.67,19.327,19.403,586896.0
2013-10-11,19.48,19.48,19.099,19.289,614256.0
2013-10-12,19.48,19.48,19.099,19.289,614256.0
2013-10-13,19.48,19.48,19.099,19.289,614256.0
2013-10-14,19.327,19.48,19.175,19.251,315128.0
2013-10-15,19.403,19.594,19.251,19.518,298984.0
2013-10-16,19.48,19.556,19.137,19.556,557400.0
2013-10-17,19.556,19.594,19.251,19.365,384728.0
2013-10-18,19.403,19.594,19.289,19.594,563192.0
2013-10-19,19.403,19.594,19.289,19.594,563192.0
2013-10-20,19.403,19.594,19.289,19.594,563192.0
2013-10-21,19.594,19.594,19.289,19.403,639224.0
2013-10-22,19.441,19.48,19.023,19.289,958296.0
2013-10-23,19.365,19.365,19.023,19.289,607320.0
2013-10-24,19.251,19.403,18.985,19.213,966392.0
2013-10-25,19.403,19.556,19.213,19.556,631152.0
2013-10-26,19.403,19.556,19.213,19.556,631152.0
2013-10-27,19.403,19.556,19.213,19.556,631152.0
2013-10-28,19.518,19.784,19.441,19.708,552424.0
2013-10-29,19.784,19.86,19.556,19.632,238984.0
2013-10-30,19.67,19.708,19.48,19.708,98088.0
2013-10-31,19.708,19.784,19.48,19.784,357584.0
2013-11-01,19.784,19.784,19.594,19.708,83960.0
2013-11-02,19.784,19.784,19.594,19.708,83960.0
2013-11-03,19.784,19.784,19.594,19.708,83960.0
2013-11-04,19.784,19.784,19.556,19.632,380232.0
2013-11-05,20.887,22.942,20.887,22.751,2607000.0
2013-11-06,22.828,23.36,22.599,23.056,1330088.0
2013-11-07,23.056,23.208,22.751,23.132,388104.0
2013-11-08,23.132,23.436,22.713,23.436,598168.0
2013-11-09,23.132,23.436,22.713,23.436,598168.0
2013-11-10,23.132,23.436,22.713,23.436,598168.0
2013-11-11,23.322,23.588,23.246,23.588,248480.0
2013-11-12,23.512,23.55,23.094,23.436,983168.0
2013-11-13,23.474,23.588,23.094,23.55,255728.0
2013-11-14,23.512,23.741,23.246,23.284,622392.0
2013-11-15,23.322,23.36,22.98,23.36,422976.0
2013-11-16,23.322,23.36,22.98,23.36,422976.0
2013-11-17,23.322,23.36,22.98,23.36,422976.0
2013-11-18,23.512,23.55,23.132,23.436,345488.0
2013-11-19,23.436,23.512,23.056,23.246,277560.0
2013-11-20,23.398,23.398,22.828,23.398,350536.0
2013-11-21,23.398,23.474,23.208,23.474,519560.0
2013-11-22,23.665,23.741,23.132,23.436,656040.0
2013-11-23,23.665,23.741,23.132,23.436,656040.0
2013-11-24,23.665,23.741,23.132,23.436,656040.0
2013-11-25,23.588,23.588,23.246,23.436,302232.0
2013-11-26,23.398,24.349,23.322,24.349,1264800.0
2013-11-27,24.045,24.159,23.436,23.741,415432.0
2013-11-28,23.741,23.817,23.284,23.55,1752880.0
2013-11-29,23.474,24.007,23.398,23.665,324128.0
2013-11-30,23.474,24.007,23.398,23.665,324128.0
2013-12-01,23.474,24.007,23.398,23.665,324128.0
2013-12-02,23.741,23.855,23.588,23.741,275080.0
2013-12-03,23.817,23.893,23.55,23.703,453560.0
2013-12-04,23.855,23.893,23.627,23.893,378744.0
2013-12-05,23.817,23.893,23.474,23.855,418256.0
2013-12-06,23.817,23.817,23.588,23.741,596400.0
2013-12-07,23.817,23.817,23.588,23.741,596400.0
2013-12-08,23.817,23.817,23.588,23.741,596400.0
2013-12-09,23.817,23.817,23.398,23.474,405096.0
2013-12-10,23.474,23.512,23.056,23.36,560456.0
2013-12-11,23.36,23.36,22.675,23.056,1005960.0
2013-12-12,23.056,23.284,22.599,23.284,1281784.0
2013-12-13,23.284,23.436,23.132,23.398,211328.0
2013-12-14,23.284,23.436,23.132,23.398,211328.0
2013-12-15,23.284,23.436,23.132,23.398,211328.0
2013-12-16,23.398,23.893,23.208,23.893,187456.0
2013-12-17,23.55,23.931,23.436,23.741,500216.0
2013-12-18,23.817,23.817,23.512,23.741,325544.0
2013-12-19,23.817,23.855,23.588,23.741,373840.0
2013-12-20,23.817,23.817,23.398,23.703,572512.0
2013-12-21,23.817,23.817,23.398,23.703,572512.0
2013-12-22,23.817,23.817,23.398,23.703,572512.0
2013-12-23,23.703,23.779,23.474,23.703,159424.0
2013-12-24,23.703,23.779,23.474,23.703,159424.0
2013-12-25,23.703,23.779,23.474,23.703,159424.0
2013-12-26,23.703,23.779,23.474,23.703,159424.0
2013-12-27,23.817,23.817,23.665,23.817,150672.0
2013-12-28,23.817,23.817,23.665,23.817,150672.0
2013-12-29,23.817,23.817,23.665,23.817,150672.0
2013-12-30,23.779,23.779,23.588,23.627,439480.0
2013-12-31,23.779,23.779,23.588,23.627,439480.0
2014-01-01,23.779,23.779,23.588,23.627,439480.0
2014-01-02,23.665,23.665,23.284,23.474,207704.0
2014-01-03,23.436,23.55,23.322,23.398,418496.0
2014-01-04,23.436,23.55,23.322,23.398,418496.0
2014-01-05,23.436,23.55,23.322,23.398,418496.0
2014-01-06,23.436,23.55,23.322,23.398,418496.0
2014-01-07,23.512,23.55,23.246,23.36,647592.0
2014-01-08,23.436,23.436,23.17,23.322,587232.0
2014-01-09,23.322,23.322,23.018,23.284,342896.0
2014-01-10,23.436,23.703,23.246,23.703,547472.0
2014-01-11,23.436,23.703,23.246,23.703,547472.0
2014-01-12,23.436,23.703,23.246,23.703,547472.0
2014-01-13,23.627,23.779,23.474,23.627,2195688.0
2014-01-14,23.588,23.588,23.284,23.55,757016.0
2014-01-15,23.703,24.007,23.665,23.931,1396720.0
2014-01-16,23.931,24.197,23.893,24.121,1150968.0
2014-01-17,24.197,24.578,24.121,24.578,385856.0
2014-01-18,24.197,24.578,24.121,24.578,385856.0
2014-01-19,24.197,24.578,24.121,24.578,385856.0
2014-01-20,24.616,24.768,24.54,24.73,699552.0
2014-01-21,24.73,24.73,24.464,24.73,1268448.0
2014-01-22,24.768,24.958,24.578,24.806,256480.0
2014-01-23,24.844,24.996,24.502,24.806,475112.0
2014-01-24,24.958,24.958,24.159,24.844,824504.0
2014-01-25,24.958,24.958,24.159,24.844,824504.0
2014-01-26,24.958,24.958,24.159,24.844,824504.0
2014-01-27,24.844,24.844,23.665,24.311,1111792.0
2014-01-28,24.387,24.502,23.779,24.425,654392.0
2014-01-29,24.425,24.92,23.893,24.273,742352.0
2014-01-30,24.425,24.464,24.045,24.159,598800.0
2014-01-31,24.197,24.273,23.969,24.273,465864.0
2014-02-01,24.197,24.273,23.969,24.273,465864.0
2014-02-02,24.197,24.273,23.969,24.273,465864.0
2014-02-03,24.387,24.387,23.665,23.893,682432.0
2014-02-04,23.703,23.893,23.17,23.855,2805904.0
2014-02-05,23.931,24.273,23.817,24.273,451728.0
2014-02-06,24.273,24.273,23.588,23.855,1718608.0
2014-02-07,23.741,23.817,23.398,23.512,589152.0
2014-02-08,23.741,23.817,23.398,23.512,589152.0
2014-02-09,23.741,23.817,23.398,23.512,589152.0
2014-02-10,23.627,23.665,23.512,23.588,518856.0
2014-02-11,24.083,24.349,23.779,23.969,970456.0
2014-02-12,24.197,24.197,23.817,23.893,1162552.0
2014-02-13,23.893,24.045,23.703,23.893,782248.0
2014-02-14,23.893,24.083,23.817,23.969,749024.0
2014-02-15,23.893,24.083,23.817,23.969,749024.0
2014-02-16,23.893,24.083,23.817,23.969,749024.0
