,JM SS Equity,JM SS Equity,JM SS Equity,JM SS Equity,JM SS Equity
2010-05-11,59.934,60.479,58.299,59.934,712728.0
2010-05-12,60.206,62.522,59.662,62.386,434790.0
2010-05-13,60.206,62.522,59.662,62.386,434790.0
2010-05-14,62.658,63.339,60.206,60.615,656087.0
2010-05-15,62.658,63.339,60.206,60.615,656087.0
2010-05-16,62.658,63.339,60.206,60.615,656087.0
2010-05-17,59.934,60.343,58.299,59.525,611257.0
2010-05-18,59.934,60.479,59.525,59.934,467409.0
2010-05-19,59.117,59.117,56.665,57.346,628078.0
2010-05-20,57.346,58.163,53.532,55.575,1430531.0
2010-05-21,55.03,56.801,54.485,56.665,546052.0
2010-05-22,55.03,56.801,54.485,56.665,546052.0
2010-05-23,55.03,56.801,54.485,56.665,546052.0
2010-05-24,57.618,58.436,56.256,57.891,484334.0
2010-05-25,56.256,56.392,54.485,55.03,630604.0
2010-05-26,55.984,58.027,55.984,57.618,720559.0
2010-05-27,57.755,60.887,57.755,60.887,559823.0
2010-05-28,61.432,61.977,60.206,60.343,447545.0
2010-05-29,61.432,61.977,60.206,60.343,447545.0
2010-05-30,61.432,61.977,60.206,60.343,447545.0
2010-05-31,60.479,61.296,60.343,61.024,111941.0
2010-06-01,61.296,61.296,59.117,60.479,257953.0
2010-06-02,60.206,61.296,59.117,61.024,236740.0
2010-06-03,61.569,62.931,61.569,62.386,380923.0
2010-06-04,62.794,63.067,59.798,59.934,289299.0
2010-06-05,62.794,63.067,59.798,59.934,289299.0
2010-06-06,62.794,63.067,59.798,59.934,289299.0
2010-06-07,58.708,60.206,57.755,58.163,559360.0
2010-06-08,59.253,59.389,57.482,57.755,620727.0
2010-06-09,58.844,59.934,57.346,59.525,679244.0
2010-06-10,59.525,60.887,58.844,60.887,478601.0
2010-06-11,61.432,61.569,59.662,60.206,565369.0
2010-06-12,61.432,61.569,59.662,60.206,565369.0
2010-06-13,61.432,61.569,59.662,60.206,565369.0
2010-06-14,61.296,61.705,60.751,61.296,209035.0
2010-06-15,61.16,61.841,60.07,61.569,523032.0
2010-06-16,61.977,62.658,60.479,61.432,273922.0
2010-06-17,60.887,61.569,60.206,60.343,340920.0
2010-06-18,60.479,61.296,60.479,61.024,297755.0
2010-06-19,60.479,61.296,60.479,61.024,297755.0
2010-06-20,60.479,61.296,60.479,61.024,297755.0
2010-06-21,61.841,62.386,61.841,62.113,163952.0
2010-06-22,61.977,62.658,61.296,61.841,295159.0
2010-06-23,61.296,63.476,61.16,62.386,291524.0
2010-06-24,62.794,62.931,59.662,59.934,366757.0
2010-06-25,62.794,62.931,59.662,59.934,366757.0
2010-06-26,62.794,62.931,59.662,59.934,366757.0
2010-06-27,62.794,62.931,59.662,59.934,366757.0
2010-06-28,60.751,61.705,59.934,61.296,479710.0
2010-06-29,61.16,61.16,57.346,57.482,414719.0
2010-06-30,57.346,58.299,56.392,57.346,677536.0
2010-07-01,56.392,57.21,54.485,54.894,322330.0
2010-07-02,55.711,56.256,54.758,54.758,462330.0
2010-07-03,55.711,56.256,54.758,54.758,462330.0
2010-07-04,55.711,56.256,54.758,54.758,462330.0
2010-07-05,55.439,55.984,53.941,55.303,568453.0
2010-07-06,55.848,57.346,55.848,56.801,263524.0
2010-07-07,57.074,57.074,55.711,56.529,303484.0
2010-07-08,57.482,58.436,57.21,58.163,208363.0
2010-07-09,58.436,58.708,57.755,58.299,149806.0
2010-07-10,58.436,58.708,57.755,58.299,149806.0
2010-07-11,58.436,58.708,57.755,58.299,149806.0
2010-07-12,59.253,59.253,57.891,58.708,65312.0
2010-07-13,58.708,60.343,58.708,60.343,304671.0
2010-07-14,60.479,60.887,59.525,59.525,186498.0
2010-07-15,60.343,60.343,58.572,59.253,350347.0
2010-07-16,58.98,59.662,57.074,57.346,170850.0
2010-07-17,58.98,59.662,57.074,57.346,170850.0
2010-07-18,58.98,59.662,57.074,57.346,170850.0
2010-07-19,57.346,58.299,56.12,56.256,159991.0
2010-07-20,56.529,57.21,55.848,56.392,147494.0
2010-07-21,56.392,58.844,56.256,58.436,258380.0
2010-07-22,57.891,59.798,57.891,59.798,184057.0
2010-07-23,59.117,62.25,59.117,61.569,401867.0
2010-07-24,59.117,62.25,59.117,61.569,401867.0
2010-07-25,59.117,62.25,59.117,61.569,401867.0
2010-07-26,61.705,62.386,61.024,62.113,239447.0
2010-07-27,61.977,62.658,61.569,62.658,248657.0
2010-07-28,62.794,64.838,62.658,63.476,475728.0
2010-07-29,63.476,64.293,63.203,63.612,286167.0
2010-07-30,63.612,64.293,62.658,64.157,167167.0
2010-07-31,63.612,64.293,62.658,64.157,167167.0
2010-08-01,63.612,64.293,62.658,64.157,167167.0
2010-08-02,64.701,65.246,63.748,64.565,313034.0
2010-08-03,65.11,65.791,64.565,65.383,430474.0
2010-08-04,65.11,65.927,64.429,64.838,233479.0
2010-08-05,64.701,65.791,64.701,65.246,303707.0
2010-08-06,65.519,66.064,64.701,65.655,184226.0
2010-08-07,65.519,66.064,64.701,65.655,184226.0
2010-08-08,65.519,66.064,64.701,65.655,184226.0
2010-08-09,65.927,66.745,65.791,66.2,291615.0
2010-08-10,66.064,66.336,63.748,64.293,601273.0
2010-08-11,64.974,64.974,62.113,62.386,478601.0
2010-08-12,61.977,63.476,61.569,62.386,277582.0
2010-08-13,63.476,63.476,61.569,63.067,321831.0
2010-08-14,63.476,63.476,61.569,63.067,321831.0
2010-08-15,63.476,63.476,61.569,63.067,321831.0
2010-08-16,63.067,64.02,62.658,63.339,305511.0
2010-08-17,63.612,65.791,63.612,65.791,451256.0
2010-08-18,65.655,65.791,64.701,65.246,405655.0
2010-08-19,65.11,65.383,62.931,63.067,445991.0
2010-08-20,63.612,63.612,60.343,60.479,621421.0
2010-08-21,63.612,63.612,60.343,60.479,621421.0
2010-08-22,63.612,63.612,60.343,60.479,621421.0
2010-08-23,61.024,63.067,60.751,62.658,771394.0
2010-08-24,62.658,63.748,61.432,62.522,498484.0
2010-08-25,62.794,63.476,61.841,62.658,518924.0
2010-08-26,62.658,63.884,62.658,62.658,632924.0
2010-08-27,62.931,64.974,62.794,64.974,382347.0
2010-08-28,62.931,64.974,62.794,64.974,382347.0
2010-08-29,62.931,64.974,62.794,64.974,382347.0
2010-08-30,64.429,65.11,63.612,64.02,181876.0
2010-08-31,63.339,63.748,62.25,63.339,287065.0
2010-09-01,63.476,65.791,63.339,65.791,409430.0
2010-09-02,65.927,67.29,64.838,67.153,313018.0
2010-09-03,67.29,67.562,66.2,66.745,256180.0
2010-09-04,67.29,67.562,66.2,66.745,256180.0
2010-09-05,67.29,67.562,66.2,66.745,256180.0
2010-09-06,67.017,69.197,67.017,68.652,345954.0
2010-09-07,69.469,69.605,68.243,68.379,474513.0
2010-09-08,67.834,69.197,67.698,69.06,400834.0
2010-09-09,69.06,69.469,68.243,69.469,266542.0
2010-09-10,69.469,69.605,68.243,68.515,428333.0
2010-09-11,69.469,69.605,68.243,68.515,428333.0
2010-09-12,69.469,69.605,68.243,68.515,428333.0
2010-09-13,69.605,69.605,67.971,68.788,262325.0
2010-09-14,68.652,70.286,68.107,70.286,466407.0
2010-09-15,70.15,70.831,68.788,69.878,240921.0
2010-09-16,69.878,72.466,69.878,71.785,847047.0
2010-09-17,72.466,73.011,70.831,71.104,314113.0
2010-09-18,72.466,73.011,70.831,71.104,314113.0
2010-09-19,72.466,73.011,70.831,71.104,314113.0
2010-09-20,71.376,73.011,71.104,72.874,297682.0
2010-09-21,72.874,75.462,72.738,73.692,518550.0
2010-09-22,74.373,74.917,72.602,73.692,413659.0
2010-09-23,74.509,74.645,71.921,73.011,260963.0
2010-09-24,72.602,74.781,72.466,74.509,165718.0
2010-09-25,72.602,74.781,72.466,74.509,165718.0
2010-09-26,72.602,74.781,72.466,74.509,165718.0
2010-09-27,74.373,75.19,73.692,73.964,201105.0
2010-09-28,74.1,75.462,73.419,75.462,377136.0
2010-09-29,75.462,77.097,74.781,77.097,409912.0
2010-09-30,76.961,77.914,75.462,76.688,212933.0
2010-10-01,76.961,77.506,75.19,76.688,349847.0
2010-10-02,76.961,77.506,75.19,76.688,349847.0
2010-10-03,76.961,77.506,75.19,76.688,349847.0
2010-10-04,76.688,77.233,75.326,76.552,195265.0
2010-10-05,75.871,77.369,74.373,76.824,1145715.0
2010-10-06,76.824,77.642,75.735,77.097,425205.0
2010-10-07,76.28,77.506,75.871,76.824,538923.0
2010-10-08,76.824,77.642,75.599,77.369,396275.0
2010-10-09,76.824,77.642,75.599,77.369,396275.0
2010-10-10,76.824,77.642,75.599,77.369,396275.0
2010-10-11,77.369,79.14,76.961,79.004,443114.0
2010-10-12,78.595,79.549,77.097,79.276,389635.0
2010-10-13,79.957,83.363,79.276,82.545,531361.0
2010-10-14,82.545,84.18,82.545,83.09,503236.0
2010-10-15,83.363,83.363,81.183,81.456,459688.0
2010-10-16,83.363,83.363,81.183,81.456,459688.0
2010-10-17,83.363,83.363,81.183,81.456,459688.0
2010-10-18,81.592,81.728,80.366,80.638,243365.0
2010-10-19,80.911,82.001,79.549,80.094,244032.0
2010-10-20,79.821,79.821,77.914,79.549,520400.0
2010-10-21,79.549,82.001,79.276,81.32,334580.0
2010-10-22,81.456,82.001,79.685,79.685,179081.0
2010-10-23,81.456,82.001,79.685,79.685,179081.0
2010-10-24,81.456,82.001,79.685,79.685,179081.0
2010-10-25,80.23,80.775,78.187,79.004,475351.0
2010-10-26,79.004,81.592,79.004,81.32,464927.0
2010-10-27,81.047,81.592,79.14,79.685,334506.0
2010-10-28,80.502,80.502,73.555,75.326,1094720.0
2010-10-29,75.326,79.004,75.19,79.004,842563.0
2010-10-30,75.326,79.004,75.19,79.004,842563.0
2010-10-31,75.326,79.004,75.19,79.004,842563.0
2010-11-01,80.502,81.456,79.004,80.638,398546.0
2010-11-02,80.638,81.183,79.821,80.638,386459.0
2010-11-03,80.638,81.592,79.957,80.094,464857.0
2010-11-04,81.32,82.001,80.638,80.911,516043.0
2010-11-05,81.183,81.456,80.094,80.638,125553.0
2010-11-06,81.183,81.456,80.094,80.638,125553.0
2010-11-07,81.183,81.456,80.094,80.638,125553.0
2010-11-08,80.911,82.001,80.366,81.183,427682.0
2010-11-09,81.183,81.592,79.821,79.957,285715.0
2010-11-10,80.094,80.366,77.914,78.05,225454.0
2010-11-11,78.459,79.276,77.778,77.778,265051.0
2010-11-12,77.369,77.506,75.735,76.007,610756.0
2010-11-13,77.369,77.506,75.735,76.007,610756.0
2010-11-14,77.369,77.506,75.735,76.007,610756.0
2010-11-15,76.143,77.369,76.007,76.961,379186.0
2010-11-16,76.824,76.824,73.964,74.1,512347.0
2010-11-17,73.692,75.326,73.011,74.917,510290.0
2010-11-18,75.19,76.28,75.19,75.735,321952.0
2010-11-19,76.28,76.416,75.054,75.599,252761.0
2010-11-20,76.28,76.416,75.054,75.599,252761.0
2010-11-21,76.28,76.416,75.054,75.599,252761.0
2010-11-22,76.28,77.369,74.781,75.054,247600.0
2010-11-23,75.054,75.054,72.329,72.738,323196.0
2010-11-24,73.011,74.1,71.785,73.828,1146303.0
2010-11-25,74.645,75.599,74.373,75.19,281589.0
2010-11-26,74.917,75.871,74.1,75.462,347014.0
2010-11-27,74.917,75.871,74.1,75.462,347014.0
2010-11-28,74.917,75.871,74.1,75.462,347014.0
2010-11-29,76.143,76.824,74.509,74.509,353477.0
2010-11-30,74.917,76.28,74.373,75.599,532666.0
2010-12-01,76.143,78.731,75.599,78.731,494420.0
2010-12-02,78.459,79.004,77.506,79.004,426286.0
2010-12-03,78.868,79.276,77.233,79.14,356553.0
2010-12-04,78.868,79.276,77.233,79.14,356553.0
2010-12-05,78.868,79.276,77.233,79.14,356553.0
2010-12-06,80.366,80.366,79.276,80.366,353294.0
2010-12-07,80.638,81.592,80.366,80.366,541717.0
2010-12-08,80.366,80.366,78.731,79.14,157042.0
2010-12-09,80.094,80.366,78.187,79.276,467816.0
2010-12-10,78.868,79.413,78.05,79.004,210333.0
2010-12-11,78.868,79.413,78.05,79.004,210333.0
2010-12-12,78.868,79.413,78.05,79.004,210333.0
2010-12-13,79.004,81.183,79.004,80.775,129630.0
2010-12-14,80.911,82.001,80.775,82.001,449074.0
2010-12-15,81.32,82.545,79.957,82.545,400668.0
2010-12-16,82.001,82.273,81.047,81.456,313308.0
2010-12-17,82.001,82.818,81.183,81.728,507981.0
2010-12-18,82.001,82.818,81.183,81.728,507981.0
2010-12-19,82.001,82.818,81.183,81.728,507981.0
2010-12-20,81.728,82.273,80.911,82.001,218962.0
2010-12-21,82.273,84.18,82.273,83.908,231507.0
2010-12-22,83.635,84.452,82.818,83.09,297822.0
2010-12-23,83.363,86.087,83.09,85.815,418749.0
2010-12-24,83.363,86.087,83.09,85.815,418749.0
2010-12-25,83.363,86.087,83.09,85.815,418749.0
2010-12-26,83.363,86.087,83.09,85.815,418749.0
2010-12-27,85.542,86.632,84.725,85.27,135654.0
2010-12-28,85.27,86.632,84.997,86.359,205204.0
2010-12-29,85.815,87.177,85.815,86.632,222492.0
2010-12-30,86.904,86.904,84.997,85.815,146912.0
2010-12-31,86.904,86.904,84.997,85.815,146912.0
2011-01-01,86.904,86.904,84.997,85.815,146912.0
2011-01-02,86.904,86.904,84.997,85.815,146912.0
2011-01-03,86.359,87.722,86.087,87.722,164149.0
2011-01-04,87.722,87.722,86.632,87.722,211709.0
2011-01-05,87.449,87.449,86.359,86.632,266315.0
2011-01-06,87.449,87.449,86.359,86.632,266315.0
2011-01-07,87.449,89.356,86.087,88.266,366182.0
2011-01-08,87.449,89.356,86.087,88.266,366182.0
2011-01-09,87.449,89.356,86.087,88.266,366182.0
2011-01-10,88.266,88.266,86.359,87.177,316597.0
2011-01-11,87.722,90.173,86.904,89.901,447470.0
2011-01-12,90.173,90.718,89.084,89.629,126462.0
2011-01-13,89.629,89.901,89.084,89.356,192620.0
2011-01-14,89.084,89.084,86.904,87.994,255149.0
2011-01-15,89.084,89.084,86.904,87.994,255149.0
2011-01-16,89.084,89.084,86.904,87.994,255149.0
2011-01-17,87.994,88.811,87.177,88.266,138942.0
2011-01-18,88.266,89.356,87.994,88.811,183823.0
2011-01-19,89.084,89.084,85.542,85.542,541373.0
2011-01-20,85.542,86.359,84.18,84.725,442282.0
2011-01-21,84.997,85.27,83.363,83.635,331563.0
2011-01-22,84.997,85.27,83.363,83.635,331563.0
2011-01-23,84.997,85.27,83.363,83.635,331563.0
2011-01-24,83.635,85.27,83.09,83.363,206683.0
2011-01-25,83.363,84.997,82.273,83.09,223292.0
2011-01-26,83.635,84.452,82.001,82.818,437944.0
2011-01-27,82.818,83.908,82.273,83.363,146049.0
2011-01-28,83.09,84.18,82.001,82.545,303924.0
2011-01-29,83.09,84.18,82.001,82.545,303924.0
2011-01-30,83.09,84.18,82.001,82.545,303924.0
2011-01-31,82.273,82.273,80.911,81.32,375176.0
2011-02-01,82.001,82.273,81.047,81.728,222388.0
2011-02-02,81.728,82.273,78.187,79.821,404836.0
2011-02-03,79.821,80.366,78.595,79.549,228480.0
2011-02-04,80.23,80.23,79.14,79.957,220362.0
2011-02-05,80.23,80.23,79.14,79.957,220362.0
2011-02-06,80.23,80.23,79.14,79.957,220362.0
2011-02-07,80.638,80.911,79.549,79.957,196607.0
2011-02-08,79.549,80.502,78.459,80.366,262385.0
2011-02-09,80.094,87.177,78.731,86.087,1063762.0
2011-02-10,86.359,86.632,84.452,86.359,468363.0
2011-02-11,86.087,88.266,84.997,88.266,790264.0
2011-02-12,86.087,88.266,84.997,88.266,790264.0
2011-02-13,86.087,88.266,84.997,88.266,790264.0
2011-02-14,88.811,88.811,86.904,87.449,529638.0
2011-02-15,87.722,87.722,85.542,86.087,238648.0
2011-02-16,86.087,87.177,85.542,86.632,178896.0
2011-02-17,86.359,87.722,85.542,85.815,298629.0
2011-02-18,85.815,86.904,84.725,85.815,175661.0
2011-02-19,85.815,86.904,84.725,85.815,175661.0
2011-02-20,85.815,86.904,84.725,85.815,175661.0
2011-02-21,85.542,86.904,85.27,85.815,167806.0
2011-02-22,85.542,85.542,83.363,84.725,219961.0
2011-02-23,84.18,84.725,82.818,83.363,314367.0
2011-02-24,82.545,84.725,81.32,83.09,371261.0
2011-02-25,83.363,84.452,83.09,84.18,318335.0
2011-02-26,83.363,84.452,83.09,84.18,318335.0
2011-02-27,83.363,84.452,83.09,84.18,318335.0
2011-02-28,84.452,85.27,83.635,84.725,254332.0
2011-03-01,85.27,85.542,83.908,83.908,285578.0
2011-03-02,83.635,83.635,82.545,82.818,262481.0
2011-03-03,83.363,84.725,83.09,83.635,243546.0
2011-03-04,83.908,85.27,83.908,84.18,261630.0
2011-03-05,83.908,85.27,83.908,84.18,261630.0
2011-03-06,83.908,85.27,83.908,84.18,261630.0
2011-03-07,83.363,85.542,82.818,83.908,358300.0
2011-03-08,83.908,86.087,83.908,85.815,244677.0
2011-03-09,85.815,88.539,85.815,87.722,873168.0
2011-03-10,87.722,87.722,85.815,86.087,175348.0
2011-03-11,85.542,85.815,84.18,84.725,449144.0
2011-03-12,85.542,85.815,84.18,84.725,449144.0
2011-03-13,85.542,85.815,84.18,84.725,449144.0
2011-03-14,83.363,85.27,79.004,84.452,459541.0
2011-03-15,82.818,83.09,80.502,83.09,767499.0
2011-03-16,83.09,84.725,81.456,81.592,325147.0
2011-03-17,82.273,83.908,82.001,83.908,197497.0
2011-03-18,84.452,86.359,84.452,85.542,271503.0
2011-03-19,84.452,86.359,84.452,85.542,271503.0
2011-03-20,84.452,86.359,84.452,85.542,271503.0
2011-03-21,86.359,87.177,86.087,86.632,164617.0
2011-03-22,86.904,87.177,85.27,85.815,142069.0
2011-03-23,84.725,86.904,84.725,86.904,118992.0
2011-03-24,86.359,88.266,86.087,88.266,200865.0
2011-03-25,87.994,90.173,87.994,89.084,140177.0
2011-03-26,87.994,90.173,87.994,89.084,140177.0
2011-03-27,87.994,90.173,87.994,89.084,140177.0
2011-03-28,89.084,91.808,88.539,91.263,405340.0
2011-03-29,90.991,91.263,90.173,90.718,156830.0
2011-03-30,91.263,93.17,90.446,90.991,345705.0
2011-03-31,91.263,92.353,90.173,91.536,443396.0
2011-04-01,92.08,92.625,91.263,91.808,196295.0
2011-04-02,92.08,92.625,91.263,91.808,196295.0
2011-04-03,92.08,92.625,91.263,91.808,196295.0
2011-04-04,92.353,92.353,90.991,91.536,289711.0
2011-04-05,91.536,92.625,91.263,92.08,197519.0
2011-04-06,92.08,95.077,91.808,94.532,646145.0
2011-04-07,94.532,95.077,93.443,94.26,215219.0
2011-04-08,94.26,95.35,93.715,94.26,238851.0
2011-04-09,94.26,95.35,93.715,94.26,238851.0
2011-04-10,94.26,95.35,93.715,94.26,238851.0
2011-04-11,94.26,94.805,91.808,92.898,141565.0
2011-04-12,92.625,92.625,90.991,91.263,170297.0
2011-04-13,89.356,90.991,88.811,90.991,656379.0
2011-04-14,90.991,90.991,89.901,90.446,462135.0
2011-04-15,90.446,90.718,89.629,90.173,263614.0
2011-04-16,90.446,90.718,89.629,90.173,263614.0
2011-04-17,90.446,90.718,89.629,90.173,263614.0
2011-04-18,90.173,90.718,88.539,88.811,191820.0
2011-04-19,88.811,90.991,88.811,90.446,151973.0
2011-04-20,90.991,91.536,90.446,90.991,252451.0
2011-04-21,90.991,91.808,90.718,91.808,52472.0
2011-04-22,90.991,91.808,90.718,91.808,52472.0
2011-04-23,90.991,91.808,90.718,91.808,52472.0
2011-04-24,90.991,91.808,90.718,91.808,52472.0
2011-04-25,90.991,91.808,90.718,91.808,52472.0
2011-04-26,92.08,92.898,91.536,92.625,247068.0
2011-04-27,93.17,93.17,91.263,92.625,355312.0
2011-04-28,93.17,95.35,90.991,93.987,1212060.0
2011-04-29,94.547,97.344,93.708,96.505,645409.0
2011-04-30,94.547,97.344,93.708,96.505,645409.0
2011-05-01,94.547,97.344,93.708,96.505,645409.0
2011-05-02,96.785,98.743,95.386,96.785,292413.0
2011-05-03,97.064,98.463,95.945,97.904,408476.0
2011-05-04,97.624,97.624,95.386,95.945,162123.0
2011-05-05,95.386,95.945,93.428,93.708,552846.0
2011-05-06,93.987,95.106,92.869,94.827,125350.0
2011-05-07,93.987,95.106,92.869,94.827,125350.0
2011-05-08,93.987,95.106,92.869,94.827,125350.0
2011-05-09,93.987,95.386,93.428,94.827,137582.0
2011-05-10,94.827,96.785,94.827,96.505,104054.0
