,PEABB SS Equity,PEABB SS Equity,PEABB SS Equity,PEABB SS Equity,PEABB SS Equity
2010-02-16,20.8026,21.2442,20.6064,20.9989,452957.0
2010-02-17,20.4101,21.3423,19.9686,20.3611,1269520.0
2010-02-18,20.4101,21.3914,20.3611,21.3423,1306627.0
2010-02-19,21.2933,21.5386,20.9498,21.3423,900030.0
2010-02-20,21.2933,21.5386,20.9498,21.3423,900030.0
2010-02-21,21.2933,21.5386,20.9498,21.3423,900030.0
2010-02-22,21.5876,21.5876,21.1951,21.2933,9567924.0
2010-02-23,21.4405,21.4405,20.6064,20.6554,736046.0
2010-02-24,20.6554,20.6554,19.8704,20.312,1548606.0
2010-02-25,20.312,20.5573,19.8704,19.9686,1707496.0
2010-02-26,20.312,20.4592,19.9195,20.312,707358.0
2010-02-27,20.312,20.4592,19.9195,20.312,707358.0
2010-02-28,20.312,20.4592,19.9195,20.312,707358.0
2010-03-01,20.4592,20.9008,20.3611,20.9008,1076559.0
2010-03-02,20.9989,21.1461,20.6554,21.097,591282.0
2010-03-03,21.1461,21.3423,20.9498,21.3423,1141328.0
2010-03-04,21.1461,21.5876,21.1461,21.5386,1020703.0
2010-03-05,21.5876,21.9801,21.5386,21.9311,1196560.0
2010-03-06,21.5876,21.9801,21.5386,21.9311,1196560.0
2010-03-07,21.5876,21.9801,21.5386,21.9311,1196560.0
2010-03-08,22.0783,22.2255,21.882,21.9311,568434.0
2010-03-09,22.0292,22.1273,21.6367,22.0292,465904.0
2010-03-10,22.0292,22.2255,21.9801,22.1764,472107.0
2010-03-11,22.2255,22.2745,22.0292,22.2255,356585.0
2010-03-12,22.2745,22.5689,22.2745,22.4708,503544.0
2010-03-13,22.2745,22.5689,22.2745,22.4708,503544.0
2010-03-14,22.2745,22.5689,22.2745,22.4708,503544.0
2010-03-15,22.4217,22.5198,22.2255,22.3726,346956.0
2010-03-16,22.3726,22.4708,21.833,21.9801,884612.0
2010-03-17,22.2255,22.3236,21.9311,21.9311,791674.0
2010-03-18,21.833,21.9801,21.6367,21.882,569281.0
2010-03-19,21.9311,22.1764,21.833,21.833,354081.0
2010-03-20,21.9311,22.1764,21.833,21.833,354081.0
2010-03-21,21.9311,22.1764,21.833,21.833,354081.0
2010-03-22,21.9311,22.0783,21.6367,21.833,914564.0
2010-03-23,21.9311,22.1273,21.6858,21.9311,554408.0
2010-03-24,22.0783,22.0783,21.7348,22.0292,390411.0
2010-03-25,21.9801,22.2745,21.9311,22.1273,497366.0
2010-03-26,22.1764,22.2255,21.9801,22.1764,211432.0
2010-03-27,22.1764,22.2255,21.9801,22.1764,211432.0
2010-03-28,22.1764,22.2255,21.9801,22.1764,211432.0
2010-03-29,22.3236,22.618,22.2255,22.3726,468446.0
2010-03-30,22.3726,22.4708,21.833,22.0292,845627.0
2010-03-31,22.0292,22.0783,21.7348,21.7839,622414.0
2010-04-01,21.833,21.9801,21.833,21.9311,276921.0
2010-04-02,21.833,21.9801,21.833,21.9311,276921.0
2010-04-03,21.833,21.9801,21.833,21.9311,276921.0
2010-04-04,21.833,21.9801,21.833,21.9311,276921.0
2010-04-05,21.833,21.9801,21.833,21.9311,276921.0
2010-04-06,21.9311,22.3726,21.9311,22.3236,772092.0
2010-04-07,22.3726,22.7161,22.2255,22.667,591658.0
2010-04-08,22.667,22.7161,22.1764,22.2255,416038.0
2010-04-09,22.3726,22.618,22.3726,22.5689,601502.0
2010-04-10,22.3726,22.618,22.3726,22.5689,601502.0
2010-04-11,22.3726,22.618,22.3726,22.5689,601502.0
2010-04-12,22.7652,23.2067,22.7652,23.0595,680374.0
2010-04-13,23.0595,23.1577,22.4708,22.7652,785126.0
2010-04-14,22.8633,23.1577,22.7161,22.9123,836123.0
2010-04-15,23.0595,23.1577,22.9123,22.9123,591728.0
2010-04-16,23.0105,23.0105,22.5198,22.5198,595463.0
2010-04-17,23.0105,23.0105,22.5198,22.5198,595463.0
2010-04-18,23.0105,23.0105,22.5198,22.5198,595463.0
2010-04-19,22.5689,22.7652,22.3236,22.3726,593100.0
2010-04-20,22.4217,22.5689,22.3236,22.5198,290734.0
2010-04-21,22.5198,22.7161,22.2255,22.2745,351803.0
2010-04-22,22.3236,22.4217,21.9311,22.1764,572771.0
2010-04-23,22.3236,22.4217,22.0783,22.3726,650485.0
2010-04-24,22.3236,22.4217,22.0783,22.3726,650485.0
2010-04-25,22.3236,22.4217,22.0783,22.3726,650485.0
2010-04-26,22.4217,22.9123,22.3236,22.3726,513146.0
2010-04-27,22.5198,22.667,22.0783,22.0783,730130.0
2010-04-28,21.9801,22.1273,21.097,21.1461,995102.0
2010-04-29,21.3914,21.7348,21.2442,21.5876,603128.0
2010-04-30,21.7348,21.833,21.6367,21.7839,264129.0
2010-05-01,21.7348,21.833,21.6367,21.7839,264129.0
2010-05-02,21.7348,21.833,21.6367,21.7839,264129.0
2010-05-03,22.0292,22.0292,21.7839,21.882,369724.0
2010-05-04,21.9311,22.1764,21.3423,21.4405,629385.0
2010-05-05,21.4895,21.5386,20.4101,20.7045,945108.0
2010-05-06,20.6554,20.9498,19.7723,19.9686,913183.0
2010-05-07,19.1836,19.5761,18.2023,18.7911,1606752.0
2010-05-08,19.1836,19.5761,18.2023,18.7911,1606752.0
2010-05-09,19.1836,19.5761,18.2023,18.7911,1606752.0
2010-05-10,19.6251,20.8026,19.6251,20.2629,1229342.0
2010-05-11,20.5083,20.9498,19.8214,20.7045,2041490.0
2010-05-12,20.861,21.0174,20.4438,20.9131,880617.0
2010-05-13,20.861,21.0174,20.4438,20.9131,880617.0
2010-05-14,21.0174,21.226,20.4959,20.4959,719209.0
2010-05-15,21.0174,21.226,20.4959,20.4959,719209.0
2010-05-16,21.0174,21.226,20.4959,20.4959,719209.0
2010-05-17,20.3395,20.7567,19.8179,19.8179,1092333.0
2010-05-18,19.9744,20.3916,19.9744,20.2873,606352.0
2010-05-19,20.183,20.3395,19.8701,19.8701,622836.0
2010-05-20,19.9744,20.2351,18.9313,19.2964,928080.0
2010-05-21,19.2442,19.8179,19.0356,19.8179,836886.0
2010-05-22,19.2442,19.8179,19.0356,19.8179,836886.0
2010-05-23,19.2442,19.8179,19.0356,19.8179,836886.0
2010-05-24,20.1308,20.183,19.2964,19.6093,375021.0
2010-05-25,19.3486,19.3486,18.8792,18.9835,706044.0
2010-05-26,19.3486,19.9222,19.2964,19.505,640268.0
2010-05-27,19.8701,20.5481,19.6093,20.4438,406636.0
2010-05-28,20.8088,20.861,20.2873,20.2873,365581.0
2010-05-29,20.8088,20.861,20.2873,20.2873,365581.0
2010-05-30,20.8088,20.861,20.2873,20.2873,365581.0
2010-05-31,20.3916,20.861,20.2873,20.8088,394765.0
2010-06-01,20.8088,21.0696,20.183,20.861,522801.0
2010-06-02,20.8088,21.1217,20.4438,20.9131,464978.0
2010-06-03,21.2782,21.3825,20.6002,20.7045,542392.0
2010-06-04,20.9131,21.0696,20.0787,20.2351,598174.0
2010-06-05,20.9131,21.0696,20.0787,20.2351,598174.0
2010-06-06,20.9131,21.0696,20.0787,20.2351,598174.0
2010-06-07,19.7136,20.183,19.4529,19.5572,797815.0
2010-06-08,19.8701,20.2351,19.3486,19.505,635496.0
2010-06-09,19.7136,20.1308,19.6615,20.1308,560859.0
2010-06-10,20.2351,20.9653,19.9222,20.861,608039.0
2010-06-11,20.9131,21.1217,20.7045,20.9131,661885.0
2010-06-12,20.9131,21.1217,20.7045,20.9131,661885.0
2010-06-13,20.9131,21.1217,20.7045,20.9131,661885.0
2010-06-14,21.0696,21.2782,21.0174,21.226,285722.0
2010-06-15,21.1739,21.2782,20.9131,20.9653,541621.0
2010-06-16,21.2782,21.2782,20.4959,20.861,646202.0
2010-06-17,20.8088,20.9131,20.4959,20.7045,380163.0
2010-06-18,20.7045,20.861,20.5481,20.7567,451019.0
2010-06-19,20.7045,20.861,20.5481,20.7567,451019.0
2010-06-20,20.7045,20.861,20.5481,20.7567,451019.0
2010-06-21,20.9131,21.1217,20.7567,20.861,609131.0
2010-06-22,20.9131,21.1217,20.4959,21.1217,698406.0
2010-06-23,21.0174,22.2169,20.861,22.0083,1772268.0
2010-06-24,22.2169,22.2691,20.7045,21.0174,1034646.0
2010-06-25,22.2169,22.2691,20.7045,21.0174,1034646.0
2010-06-26,22.2169,22.2691,20.7045,21.0174,1034646.0
2010-06-27,22.2169,22.2691,20.7045,21.0174,1034646.0
2010-06-28,21.0696,21.226,20.6524,21.1217,465990.0
2010-06-29,21.0174,21.0174,19.9222,20.1308,522630.0
2010-06-30,20.183,20.3916,19.9222,19.9744,412659.0
2010-07-01,19.8179,19.9744,19.2964,19.6093,457219.0
2010-07-02,19.8179,20.6002,19.6093,20.3916,515289.0
2010-07-03,19.8179,20.6002,19.6093,20.3916,515289.0
2010-07-04,19.8179,20.6002,19.6093,20.3916,515289.0
2010-07-05,20.1308,20.7045,20.1308,20.6524,326285.0
2010-07-06,20.9131,21.4868,20.7045,21.226,375782.0
2010-07-07,21.3303,21.3825,20.7045,21.1739,270276.0
2010-07-08,21.4347,21.4868,20.7567,20.9653,280328.0
2010-07-09,21.0174,21.226,20.861,20.9131,215063.0
2010-07-10,21.0174,21.226,20.861,20.9131,215063.0
2010-07-11,21.0174,21.226,20.861,20.9131,215063.0
2010-07-12,21.0174,21.1739,20.861,20.9653,172614.0
2010-07-13,21.0174,21.539,21.0174,21.4868,303142.0
2010-07-14,21.3825,21.7476,21.3825,21.6954,264310.0
2010-07-15,21.7997,22.2691,21.5911,21.7997,467167.0
2010-07-16,22.0605,22.0605,21.1739,21.4347,232676.0
2010-07-17,22.0605,22.0605,21.1739,21.4347,232676.0
2010-07-18,22.0605,22.0605,21.1739,21.4347,232676.0
2010-07-19,21.4347,21.4868,21.0174,21.1739,120672.0
2010-07-20,21.4347,21.4347,20.9131,21.1217,164872.0
2010-07-21,21.3825,21.6433,21.2782,21.539,98803.0
2010-07-22,21.539,22.2691,21.539,22.1648,529649.0
2010-07-23,22.1648,22.582,22.0605,22.4255,347076.0
2010-07-24,22.1648,22.582,22.0605,22.4255,347076.0
2010-07-25,22.1648,22.582,22.0605,22.4255,347076.0
2010-07-26,22.7385,22.9471,22.4255,22.9471,372721.0
2010-07-27,22.8949,22.9471,22.6342,22.7385,263637.0
2010-07-28,22.7385,23.2078,22.6342,23.1557,316461.0
2010-07-29,23.1557,23.26,22.9992,23.1035,255541.0
2010-07-30,22.9471,23.0514,22.6863,22.9992,172401.0
2010-07-31,22.9471,23.0514,22.6863,22.9992,172401.0
2010-08-01,22.9471,23.0514,22.6863,22.9992,172401.0
2010-08-02,23.2078,23.3121,23.0514,23.26,176986.0
2010-08-03,23.3121,23.4686,23.1557,23.4164,293119.0
2010-08-04,23.3643,23.4686,23.2078,23.26,190083.0
2010-08-05,23.26,23.4686,23.26,23.3643,179173.0
2010-08-06,23.3643,23.3643,23.0514,23.1035,179254.0
2010-08-07,23.3643,23.3643,23.0514,23.1035,179254.0
2010-08-08,23.3643,23.3643,23.0514,23.1035,179254.0
2010-08-09,23.3121,23.3121,23.0514,23.1035,253063.0
2010-08-10,23.0514,23.1035,22.6863,22.9992,133043.0
2010-08-11,22.9992,23.0514,22.1648,22.1648,343089.0
2010-08-12,21.904,22.0605,21.5911,21.6433,486934.0
2010-08-13,21.8519,22.0083,21.5911,21.8519,335168.0
2010-08-14,21.8519,22.0083,21.5911,21.8519,335168.0
2010-08-15,21.8519,22.0083,21.5911,21.8519,335168.0
2010-08-16,22.1648,22.2691,21.7997,22.0083,277395.0
2010-08-17,22.0605,22.4777,22.0083,22.4255,314398.0
2010-08-18,22.3212,22.7906,22.3212,22.7906,655660.0
2010-08-19,22.7385,22.7385,21.9562,22.1648,372828.0
2010-08-20,22.1126,22.1126,21.6954,21.6954,296001.0
2010-08-21,22.1126,22.1126,21.6954,21.6954,296001.0
2010-08-22,22.1126,22.1126,21.6954,21.6954,296001.0
2010-08-23,21.7476,22.1126,21.6954,21.9562,367434.0
2010-08-24,22.4777,22.6863,21.8519,21.904,947948.0
2010-08-25,22.2169,22.6863,21.9562,22.6863,1375528.0
2010-08-26,22.7906,23.1557,22.7906,22.8949,975677.0
2010-08-27,22.8949,23.4164,22.8949,23.3121,979555.0
2010-08-28,22.8949,23.4164,22.8949,23.3121,979555.0
2010-08-29,22.8949,23.4164,22.8949,23.3121,979555.0
2010-08-30,23.4164,23.6251,22.9471,23.0514,306553.0
2010-08-31,22.8949,22.9992,22.3212,22.9992,577920.0
2010-09-01,22.9471,23.5729,22.9471,23.5207,745887.0
2010-09-02,23.5729,23.6251,23.3121,23.4686,767251.0
2010-09-03,23.5207,23.5207,22.9471,23.3643,941031.0
2010-09-04,23.5207,23.5207,22.9471,23.3643,941031.0
2010-09-05,23.5207,23.5207,22.9471,23.3643,941031.0
2010-09-06,23.5207,23.8337,23.4686,23.7815,881387.0
2010-09-07,23.7815,23.8337,23.3121,23.5729,409311.0
2010-09-08,23.3121,23.8337,23.26,23.7815,368709.0
2010-09-09,23.7815,23.8858,23.6251,23.8337,354583.0
2010-09-10,23.7815,23.8337,23.6251,23.7294,252970.0
2010-09-11,23.7815,23.8337,23.6251,23.7294,252970.0
2010-09-12,23.7815,23.8337,23.6251,23.7294,252970.0
2010-09-13,23.8858,23.9901,23.7815,23.938,340361.0
2010-09-14,23.938,23.9901,23.7294,23.9901,277808.0
2010-09-15,23.9901,24.0423,23.8337,23.938,221411.0
2010-09-16,23.938,23.9901,23.6772,23.7815,187151.0
2010-09-17,23.8858,23.8858,23.6772,23.7815,192924.0
2010-09-18,23.8858,23.8858,23.6772,23.7815,192924.0
2010-09-19,23.8858,23.8858,23.6772,23.7815,192924.0
2010-09-20,23.7294,23.9901,23.6251,23.9901,279739.0
2010-09-21,23.9901,24.4595,23.938,24.0423,654370.0
2010-09-22,24.1466,24.4595,24.0944,24.303,654521.0
2010-09-23,24.303,24.4595,24.2509,24.3552,364447.0
2010-09-24,24.4595,24.981,24.4073,24.8767,635923.0
2010-09-25,24.4595,24.981,24.4073,24.8767,635923.0
2010-09-26,24.4595,24.981,24.4073,24.8767,635923.0
2010-09-27,25.0332,25.6068,24.9289,25.5547,742219.0
2010-09-28,25.6068,25.9719,25.4504,25.8676,1359970.0
2010-09-29,25.9719,25.9719,25.3461,25.7633,617602.0
2010-09-30,25.7633,26.2066,25.7112,25.8155,701247.0
2010-10-01,25.8155,26.5977,25.8155,26.2066,536384.0
2010-10-02,25.8155,26.5977,25.8155,26.2066,536384.0
2010-10-03,25.8155,26.5977,25.8155,26.2066,536384.0
2010-10-04,26.2066,26.337,25.8155,26.0762,419677.0
2010-10-05,25.9198,26.8585,25.659,26.5977,955459.0
2010-10-06,26.5977,27.1193,26.2066,26.9889,640748.0
2010-10-07,26.9889,26.9889,26.5977,26.5977,361973.0
2010-10-08,26.5977,26.9889,26.4674,26.9889,419437.0
2010-10-09,26.5977,26.9889,26.4674,26.9889,419437.0
2010-10-10,26.5977,26.9889,26.4674,26.9889,419437.0
2010-10-11,26.8585,27.38,26.7281,27.38,787512.0
2010-10-12,27.38,27.9016,26.9889,27.9016,496302.0
2010-10-13,28.0319,28.6838,27.9016,28.1623,674671.0
2010-10-14,28.4231,28.6838,28.0319,28.2927,497590.0
2010-10-15,28.4231,28.5535,27.9016,28.2927,691057.0
2010-10-16,28.4231,28.5535,27.9016,28.2927,691057.0
2010-10-17,28.4231,28.5535,27.9016,28.2927,691057.0
2010-10-18,28.1623,28.1623,27.7712,28.0319,367486.0
2010-10-19,27.9016,28.4231,27.7712,28.0319,809487.0
2010-10-20,27.9016,28.1623,27.7712,28.0319,520685.0
2010-10-21,28.0319,28.5535,27.9016,28.4231,410998.0
2010-10-22,28.5535,28.5535,27.9016,28.1623,1229011.0
2010-10-23,28.5535,28.5535,27.9016,28.1623,1229011.0
2010-10-24,28.5535,28.5535,27.9016,28.1623,1229011.0
2010-10-25,28.0319,28.0319,27.7712,27.9016,231856.0
2010-10-26,27.9016,28.2927,27.9016,28.2927,548511.0
2010-10-27,28.2927,28.2927,27.9016,27.9016,435056.0
2010-10-28,28.0319,28.1623,27.6408,27.9016,654290.0
2010-10-29,27.9016,28.1623,27.7712,27.7712,379165.0
2010-10-30,27.9016,28.1623,27.7712,27.7712,379165.0
2010-10-31,27.9016,28.1623,27.7712,27.7712,379165.0
2010-11-01,27.9016,28.1623,27.6408,27.9016,351177.0
2010-11-02,28.0319,28.0319,27.6408,27.9016,266437.0
2010-11-03,27.9016,28.1623,27.6408,27.9016,161069.0
2010-11-04,28.1623,29.3357,28.1623,29.3357,1910918.0
2010-11-05,29.4661,29.7269,29.075,29.2054,832722.0
2010-11-06,29.4661,29.7269,29.075,29.2054,832722.0
2010-11-07,29.4661,29.7269,29.075,29.2054,832722.0
2010-11-08,29.2054,29.2054,28.8142,28.8142,346384.0
2010-11-09,28.8142,29.075,28.6838,28.6838,266720.0
2010-11-10,28.6838,28.6838,28.1623,28.2927,340497.0
2010-11-11,28.6838,28.6838,27.6408,27.9016,455394.0
2010-11-12,27.6408,28.1623,26.2066,27.5104,479440.0
2010-11-13,27.6408,28.1623,26.2066,27.5104,479440.0
2010-11-14,27.6408,28.1623,26.2066,27.5104,479440.0
2010-11-15,27.6408,27.7712,27.38,27.7712,350611.0
2010-11-16,27.7712,27.7712,26.7281,26.9889,813731.0
2010-11-17,26.8585,27.2496,26.2066,27.1193,398272.0
2010-11-18,27.5104,27.7712,27.38,27.5104,321486.0
2010-11-19,27.6408,27.7712,27.1193,27.38,259466.0
2010-11-20,27.6408,27.7712,27.1193,27.38,259466.0
2010-11-21,27.6408,27.7712,27.1193,27.38,259466.0
2010-11-22,27.6408,27.7712,26.8585,27.6408,408543.0
2010-11-23,27.6408,27.6408,25.8155,26.0241,1231437.0
2010-11-24,26.0241,26.4674,25.659,26.337,784215.0
2010-11-25,26.5977,26.5977,26.2066,26.2066,263755.0
2010-11-26,26.2066,26.337,26.0762,26.2066,232671.0
2010-11-27,26.2066,26.337,26.0762,26.2066,232671.0
2010-11-28,26.2066,26.337,26.0762,26.2066,232671.0
2010-11-29,26.2066,26.5977,25.659,25.659,498086.0
2010-11-30,25.8155,26.2066,25.7112,25.9198,351817.0
2010-12-01,25.8155,26.5977,25.8155,26.5977,342851.0
2010-12-02,26.5977,26.8585,26.2066,26.7281,452339.0
2010-12-03,26.5977,26.8585,26.0762,26.337,219270.0
2010-12-04,26.5977,26.8585,26.0762,26.337,219270.0
2010-12-05,26.5977,26.8585,26.0762,26.337,219270.0
2010-12-06,26.337,26.5977,26.2066,26.5977,275929.0
2010-12-07,26.5977,27.38,26.5977,27.1193,335313.0
2010-12-08,26.8585,27.2496,26.8585,26.8585,187214.0
2010-12-09,27.1193,28.2927,26.9889,27.6408,1122769.0
2010-12-10,27.6408,27.9016,27.38,27.5104,343758.0
2010-12-11,27.6408,27.9016,27.38,27.5104,343758.0
2010-12-12,27.6408,27.9016,27.38,27.5104,343758.0
2010-12-13,27.6408,28.1623,27.6408,28.1623,377233.0
2010-12-14,28.6838,29.2054,28.5535,28.9446,752366.0
2010-12-15,29.075,29.2054,28.6838,28.9446,396336.0
2010-12-16,28.9446,29.075,28.6838,29.075,282905.0
2010-12-17,29.2054,29.3357,28.9446,29.2054,401624.0
2010-12-18,29.2054,29.3357,28.9446,29.2054,401624.0
2010-12-19,29.2054,29.3357,28.9446,29.2054,401624.0
2010-12-20,29.2054,29.3357,28.4231,28.5535,701912.0
2010-12-21,28.5535,29.3357,28.4231,29.2054,433206.0
2010-12-22,29.2054,29.2054,28.4231,29.075,411269.0
2010-12-23,29.2054,29.4661,28.8142,29.4661,331136.0
2010-12-24,29.2054,29.4661,28.8142,29.4661,331136.0
2010-12-25,29.2054,29.4661,28.8142,29.4661,331136.0
2010-12-26,29.2054,29.4661,28.8142,29.4661,331136.0
2010-12-27,29.4661,29.4661,28.9446,29.2054,150504.0
2010-12-28,29.2054,29.4661,29.075,29.2054,313498.0
2010-12-29,29.4661,30.2484,29.3357,30.118,340546.0
2010-12-30,29.9877,30.2484,29.8573,29.8573,149069.0
2010-12-31,29.9877,30.2484,29.8573,29.8573,149069.0
2011-01-01,29.9877,30.2484,29.8573,29.8573,149069.0
2011-01-02,29.9877,30.2484,29.8573,29.8573,149069.0
2011-01-03,29.753,30.3788,29.753,30.2484,326764.0
2011-01-04,30.2484,30.7178,30.2484,30.3788,725445.0
2011-01-05,30.3788,30.6396,30.1702,30.6396,170520.0
2011-01-06,30.3788,30.6396,30.1702,30.6396,170520.0
2011-01-07,30.5092,30.7439,30.3788,30.4049,499724.0
2011-01-08,30.5092,30.7439,30.3788,30.4049,499724.0
2011-01-09,30.5092,30.7439,30.3788,30.4049,499724.0
2011-01-10,30.4049,30.5092,30.2484,30.3788,471291.0
2011-01-11,30.3006,30.7178,30.3006,30.7178,232252.0
2011-01-12,30.7699,30.8742,30.5874,30.7178,436622.0
2011-01-13,30.8482,30.8482,30.5092,30.7699,266667.0
2011-01-14,30.7699,30.7699,29.8573,30.2223,486841.0
2011-01-15,30.7699,30.7699,29.8573,30.2223,486841.0
2011-01-16,30.7699,30.7699,29.8573,30.2223,486841.0
2011-01-17,30.2484,30.3527,30.0659,30.1441,146177.0
2011-01-18,30.1963,30.3527,29.8573,29.9877,236166.0
2011-01-19,29.9877,30.2484,28.9446,29.3097,491243.0
2011-01-20,29.2054,29.9877,28.7881,29.3097,424796.0
2011-01-21,29.3357,29.7269,28.8664,29.1271,246934.0
2011-01-22,29.3357,29.7269,28.8664,29.1271,246934.0
2011-01-23,29.3357,29.7269,28.8664,29.1271,246934.0
2011-01-24,29.2054,29.9094,28.7881,28.9446,298192.0
2011-01-25,28.9446,29.075,28.6838,28.9185,341282.0
2011-01-26,28.9446,29.4401,28.7881,29.2836,277966.0
2011-01-27,29.2575,29.6487,28.9185,28.9968,324595.0
2011-01-28,29.2575,29.2575,28.7099,28.8142,201393.0
2011-01-29,29.2575,29.2575,28.7099,28.8142,201393.0
2011-01-30,29.2575,29.2575,28.7099,28.8142,201393.0
2011-01-31,28.736,28.8142,27.7972,28.4231,450769.0
2011-02-01,28.5795,28.6838,27.8494,28.2145,667040.0
2011-02-02,28.4231,28.5013,27.6929,28.0319,235416.0
2011-02-03,28.0319,28.0841,27.7712,27.7712,135615.0
2011-02-04,27.7712,28.4231,27.719,28.1623,139806.0
2011-02-05,27.7712,28.4231,27.719,28.1623,139806.0
2011-02-06,27.7712,28.4231,27.719,28.1623,139806.0
2011-02-07,28.2927,28.6838,28.2927,28.5795,139710.0
2011-02-08,28.6838,28.8142,28.1623,28.4231,253450.0
2011-02-09,28.4231,29.6226,28.3188,29.3357,859472.0
2011-02-10,29.4401,29.5965,29.2575,29.3618,438556.0
2011-02-11,29.3357,29.3357,28.6838,29.2054,358994.0
2011-02-12,29.3357,29.3357,28.6838,29.2054,358994.0
2011-02-13,29.3357,29.3357,28.6838,29.2054,358994.0
2011-02-14,29.5183,29.9355,29.3097,29.9094,918409.0
2011-02-15,30.118,30.1963,29.5965,29.5965,458666.0
2011-02-16,29.3097,29.3097,27.5104,27.6669,1253835.0
2011-02-17,27.7712,28.058,27.6408,27.7451,824364.0
2011-02-18,27.7451,28.3449,27.1975,28.2927,574026.0
2011-02-19,27.7451,28.3449,27.1975,28.2927,574026.0
2011-02-20,27.7451,28.3449,27.1975,28.2927,574026.0
2011-02-21,28.2405,28.3709,27.8494,28.2145,436474.0
2011-02-22,27.8233,27.9016,27.2757,27.7972,200876.0
2011-02-23,27.7972,27.7972,26.9889,27.1453,295440.0
2011-02-24,27.015,27.4322,26.4674,27.1453,325097.0
2011-02-25,27.1714,27.9016,27.1714,27.7712,168711.0
2011-02-26,27.1714,27.9016,27.1714,27.7712,168711.0
2011-02-27,27.1714,27.9016,27.1714,27.7712,168711.0
2011-02-28,27.6408,27.9016,27.5886,27.6669,158343.0
2011-03-01,27.8233,28.3709,27.8233,28.1102,408656.0
2011-03-02,27.7972,28.2666,27.6929,28.1623,304840.0
2011-03-03,28.1623,28.7881,28.1102,28.6838,354439.0
2011-03-04,28.6838,29.2836,28.6838,28.9185,365708.0
2011-03-05,28.6838,29.2836,28.6838,28.9185,365708.0
2011-03-06,28.6838,29.2836,28.6838,28.9185,365708.0
2011-03-07,28.9446,29.414,28.8142,29.1532,317522.0
2011-03-08,29.1011,29.2575,28.8664,29.075,125448.0
2011-03-09,29.075,29.1793,28.9185,29.0489,200696.0
2011-03-10,28.9446,28.9446,28.5795,28.9446,216110.0
2011-03-11,28.6838,28.8142,28.1623,28.4231,243332.0
2011-03-12,28.6838,28.8142,28.1623,28.4231,243332.0
2011-03-13,28.6838,28.8142,28.1623,28.4231,243332.0
