,SWEDA SS Equity,SWEDA SS Equity,SWEDA SS Equity,SWEDA SS Equity,SWEDA SS Equity
2012-08-12,60.188,60.59,59.786,60.49,2291904.0
2012-08-13,60.288,60.842,60.188,60.741,2101342.0
2012-08-14,60.892,61.244,60.138,60.691,2608434.0
2012-08-15,60.288,60.691,60.238,60.49,1780333.0
2012-08-16,60.439,60.691,59.836,60.49,2031408.0
2012-08-17,60.64,61.093,60.54,60.942,1631164.0
2012-08-18,60.64,61.093,60.54,60.942,1631164.0
2012-08-19,60.64,61.093,60.54,60.942,1631164.0
2012-08-20,60.892,61.344,60.138,60.49,1918599.0
2012-08-21,60.54,60.842,60.138,60.691,2136192.0
2012-08-22,60.339,60.54,58.679,59.082,3200554.0
2012-08-23,59.383,59.937,58.277,58.579,2554100.0
2012-08-24,58.378,59.283,58.126,59.233,1912638.0
2012-08-25,58.378,59.283,58.126,59.233,1912638.0
2012-08-26,58.378,59.283,58.126,59.233,1912638.0
2012-08-27,58.931,59.484,58.83,59.082,1513188.0
2012-08-28,58.629,58.981,57.976,57.976,2460556.0
2012-08-29,58.227,58.478,57.573,58.126,1489000.0
2012-08-30,57.875,58.177,57.372,57.875,1767717.0
2012-08-31,57.825,58.478,57.573,58.277,2095450.0
2012-09-01,57.825,58.478,57.573,58.277,2095450.0
2012-09-02,57.825,58.478,57.573,58.277,2095450.0
2012-09-03,57.875,58.579,57.724,57.976,1561004.0
2012-09-04,58.076,58.126,57.02,57.221,1614417.0
2012-09-05,57.221,57.523,56.769,57.272,2579594.0
2012-09-06,57.523,59.434,57.171,59.082,3431347.0
2012-09-07,59.333,60.087,59.132,59.434,3275969.0
2012-09-08,59.333,60.087,59.132,59.434,3275969.0
2012-09-09,59.333,60.087,59.132,59.434,3275969.0
2012-09-10,59.434,59.735,58.73,58.881,1907519.0
2012-09-11,58.629,59.283,58.327,59.283,2425697.0
2012-09-12,59.434,59.987,58.73,59.886,3648688.0
2012-09-13,59.685,60.188,59.383,60.138,2725776.0
2012-09-14,60.59,61.646,60.389,61.495,3809393.0
2012-09-15,60.59,61.646,60.389,61.495,3809393.0
2012-09-16,60.59,61.646,60.389,61.495,3809393.0
2012-09-17,61.194,61.847,61.143,61.747,2618450.0
2012-09-18,61.495,61.696,60.741,61.596,3185422.0
2012-09-19,61.546,61.898,61.445,61.847,2137794.0
2012-09-20,61.646,62.099,61.495,61.847,2348090.0
2012-09-21,61.998,62.601,61.747,61.998,3754061.0
2012-09-22,61.998,62.601,61.747,61.998,3754061.0
2012-09-23,61.998,62.601,61.747,61.998,3754061.0
2012-09-24,61.847,62.4,61.646,62.35,2109649.0
2012-09-25,62.25,63.205,62.149,63.004,2854000.0
2012-09-26,62.501,62.652,61.143,61.495,2682900.0
2012-09-27,61.847,62.702,61.747,62.4,2692409.0
2012-09-28,62.752,62.803,61.898,62.048,2331790.0
2012-09-29,62.752,62.803,61.898,62.048,2331790.0
2012-09-30,62.752,62.803,61.898,62.048,2331790.0
2012-10-01,61.596,62.853,61.495,62.803,2123460.0
2012-10-02,62.501,63.004,62.3,62.652,1937413.0
2012-10-03,62.25,62.752,61.948,62.199,1873160.0
2012-10-04,62.501,62.752,61.948,62.25,1858323.0
2012-10-05,62.451,63.758,62.451,63.305,2560759.0
2012-10-06,62.451,63.758,62.451,63.305,2560759.0
2012-10-07,62.451,63.758,62.451,63.305,2560759.0
2012-10-08,63.054,63.104,62.451,62.702,1288983.0
2012-10-09,62.853,63.305,62.149,62.199,3338127.0
2012-10-10,62.099,62.451,61.194,61.244,2456323.0
2012-10-11,60.992,62.3,60.942,61.898,2772249.0
2012-10-12,61.344,61.646,60.087,60.288,4393614.0
2012-10-13,61.344,61.646,60.087,60.288,4393614.0
2012-10-14,61.344,61.646,60.087,60.288,4393614.0
2012-10-15,60.087,61.244,59.836,60.439,2202778.0
2012-10-16,60.791,61.244,60.188,60.992,3571676.0
2012-10-17,61.194,61.395,59.685,59.987,3915641.0
2012-10-18,60.288,60.339,59.333,59.635,2885932.0
2012-10-19,59.484,59.886,58.378,58.378,3047866.0
2012-10-20,59.484,59.886,58.378,58.378,3047866.0
2012-10-21,59.484,59.886,58.378,58.378,3047866.0
2012-10-22,58.277,59.836,58.227,59.082,3567347.0
2012-10-23,61.093,61.395,59.786,60.238,7034699.0
2012-10-24,60.64,61.696,59.786,61.495,4683992.0
2012-10-25,61.395,62.702,61.244,61.998,3630490.0
2012-10-26,61.747,62.4,61.445,62.199,2894554.0
2012-10-27,61.747,62.4,61.445,62.199,2894554.0
2012-10-28,61.747,62.4,61.445,62.199,2894554.0
2012-10-29,62.099,62.3,61.797,61.898,1397143.0
2012-10-30,61.898,62.551,61.847,62.099,1298243.0
2012-10-31,62.149,62.652,61.696,61.847,2164555.0
2012-11-01,61.646,62.501,61.445,62.501,1734077.0
2012-11-02,62.551,62.702,62.3,62.702,1239462.0
2012-11-03,62.551,62.702,62.3,62.702,1239462.0
2012-11-04,62.551,62.702,62.3,62.702,1239462.0
2012-11-05,62.501,62.752,61.998,62.601,1905132.0
2012-11-06,62.551,63.356,62.501,63.205,2084068.0
2012-11-07,63.607,64.009,62.501,62.501,3055909.0
2012-11-08,62.803,63.054,62.199,62.903,3011714.0
2012-11-09,62.803,63.054,60.892,61.747,5198385.0
2012-11-10,62.803,63.054,60.892,61.747,5198385.0
2012-11-11,62.803,63.054,60.892,61.747,5198385.0
2012-11-12,61.696,62.25,61.294,61.646,2382782.0
2012-11-13,61.344,62.25,61.194,62.25,2838543.0
2012-11-14,61.998,62.4,61.596,62.048,2515048.0
2012-11-15,61.596,61.948,60.791,60.992,2456134.0
2012-11-16,60.892,61.344,59.886,60.087,3281016.0
2012-11-17,60.892,61.344,59.886,60.087,3281016.0
2012-11-18,60.892,61.344,59.886,60.087,3281016.0
2012-11-19,60.64,61.898,60.389,61.847,2134959.0
2012-11-20,61.847,62.199,60.339,60.942,4123598.0
2012-11-21,60.49,61.194,60.238,60.892,2172904.0
2012-11-22,60.942,61.043,59.132,60.037,5483819.0
2012-11-23,60.087,60.59,59.484,60.339,2146850.0
2012-11-24,60.087,60.59,59.484,60.339,2146850.0
2012-11-25,60.087,60.59,59.484,60.339,2146850.0
2012-11-26,61.043,61.646,60.59,60.892,4604636.0
2012-11-27,61.093,61.445,60.59,61.143,2331320.0
2012-11-28,60.892,61.294,60.339,61.194,2280121.0
2012-11-29,61.495,61.696,61.194,61.646,3490566.0
2012-11-30,61.596,62.199,61.344,61.797,3105186.0
2012-12-01,61.596,62.199,61.344,61.797,3105186.0
2012-12-02,61.596,62.199,61.344,61.797,3105186.0
2012-12-03,62.099,63.054,61.847,62.853,2803518.0
2012-12-04,62.652,62.903,62.199,62.652,1760646.0
2012-12-05,62.853,63.004,62.652,62.853,1985732.0
2012-12-06,63.104,63.557,62.953,63.255,1972721.0
2012-12-07,63.305,63.406,62.752,62.953,1572905.0
2012-12-08,63.305,63.406,62.752,62.953,1572905.0
2012-12-09,63.305,63.406,62.752,62.953,1572905.0
2012-12-10,62.652,63.356,62.451,63.205,2183903.0
2012-12-11,62.953,63.255,62.752,63.054,1737126.0
2012-12-12,62.702,63.004,62.35,62.451,2426989.0
2012-12-13,62.652,62.853,61.948,61.948,3117757.0
2012-12-14,62.149,62.752,62.099,62.702,2154018.0
2012-12-15,62.149,62.752,62.099,62.702,2154018.0
2012-12-16,62.149,62.752,62.099,62.702,2154018.0
2012-12-17,62.551,62.652,61.998,62.652,1606982.0
2012-12-18,62.803,62.903,62.35,62.451,2584901.0
2012-12-19,62.4,63.205,62.149,63.205,2695138.0
2012-12-20,62.953,64.361,62.903,64.211,2845372.0
2012-12-21,63.758,64.311,63.305,64.261,2217796.0
2012-12-22,63.758,64.311,63.305,64.261,2217796.0
2012-12-23,63.758,64.311,63.305,64.261,2217796.0
2012-12-24,63.758,64.311,63.305,64.261,2217796.0
2012-12-25,63.758,64.311,63.305,64.261,2217796.0
2012-12-26,63.758,64.311,63.305,64.261,2217796.0
2012-12-27,63.758,64.764,63.708,64.361,1733427.0
2012-12-28,64.663,64.814,63.758,63.859,2008619.0
2012-12-29,64.663,64.814,63.758,63.859,2008619.0
2012-12-30,64.663,64.814,63.758,63.859,2008619.0
2012-12-31,64.663,64.814,63.758,63.859,2008619.0
2013-01-01,64.663,64.814,63.758,63.859,2008619.0
2013-01-02,65.317,65.417,64.311,65.266,1854630.0
2013-01-03,64.914,65.518,64.914,65.216,1430932.0
2013-01-04,65.166,65.87,65.116,65.87,1540264.0
2013-01-05,65.166,65.87,65.116,65.87,1540264.0
2013-01-06,65.166,65.87,65.116,65.87,1540264.0
2013-01-07,65.97,66.423,65.82,66.121,2391272.0
2013-01-08,66.222,66.926,66.121,66.473,1890449.0
2013-01-09,66.574,66.976,66.373,66.725,1972472.0
2013-01-10,66.875,67.328,66.775,66.926,2152429.0
2013-01-11,67.026,67.579,66.875,67.579,2421962.0
2013-01-12,67.026,67.579,66.875,67.579,2421962.0
2013-01-13,67.026,67.579,66.875,67.579,2421962.0
2013-01-14,67.73,68.233,67.579,67.982,1853812.0
2013-01-15,67.63,68.635,67.429,67.781,2543307.0
2013-01-16,67.781,68.233,67.278,68.183,2237786.0
2013-01-17,68.133,68.334,67.831,68.334,2384491.0
2013-01-18,68.635,68.937,68.434,68.786,1809045.0
2013-01-19,68.635,68.937,68.434,68.786,1809045.0
2013-01-20,68.635,68.937,68.434,68.786,1809045.0
2013-01-21,69.038,69.39,68.887,69.239,3618985.0
2013-01-22,69.239,69.289,68.032,68.133,3822384.0
2013-01-23,67.781,67.831,65.669,66.021,7982239.0
2013-01-24,65.87,66.875,65.518,66.825,4915778.0
2013-01-25,66.926,68.485,66.775,68.283,3959753.0
2013-01-26,66.926,68.485,66.775,68.283,3959753.0
2013-01-27,66.926,68.485,66.775,68.283,3959753.0
2013-01-28,68.485,68.937,68.283,68.585,2989259.0
2013-01-29,68.434,68.736,67.177,67.831,3099028.0
2013-01-30,73.06,75.071,71.602,74.921,13740098.0
2013-01-31,74.921,76.58,74.016,75.423,6209714.0
2013-02-01,75.775,77.938,75.675,76.53,5006328.0
2013-02-02,75.775,77.938,75.675,76.53,5006328.0
2013-02-03,75.775,77.938,75.675,76.53,5006328.0
2013-02-04,76.731,76.882,74.82,75.122,4415835.0
2013-02-05,75.273,76.982,75.071,76.982,4919864.0
2013-02-06,77.183,77.183,75.222,76.379,5322017.0
2013-02-07,76.731,76.731,75.423,76.027,3575124.0
2013-02-08,76.379,76.932,76.127,76.329,3494108.0
2013-02-09,76.379,76.932,76.127,76.329,3494108.0
2013-02-10,76.379,76.932,76.127,76.329,3494108.0
2013-02-11,76.58,76.681,75.926,76.077,2766770.0
2013-02-12,76.178,76.379,75.524,76.228,3351932.0
2013-02-13,76.479,77.183,75.977,77.032,3190604.0
2013-02-14,77.032,77.485,76.681,77.183,3914918.0
2013-02-15,76.932,77.083,76.278,76.379,2747267.0
2013-02-16,76.932,77.083,76.278,76.379,2747267.0
2013-02-17,76.932,77.083,76.278,76.379,2747267.0
2013-02-18,76.681,77.032,76.278,76.932,1960217.0
2013-02-19,76.932,78.541,76.831,78.541,4063044.0
2013-02-20,78.491,79.044,78.139,78.893,3184469.0
2013-02-21,78.491,78.642,77.435,77.787,3236230.0
2013-02-22,78.29,78.742,78.139,78.692,2772497.0
2013-02-23,78.29,78.742,78.139,78.692,2772497.0
2013-02-24,78.29,78.742,78.139,78.692,2772497.0
2013-02-25,79.446,79.446,78.139,78.29,3406371.0
2013-02-26,77.133,78.189,76.932,77.234,3561773.0
2013-02-27,77.736,78.239,77.032,78.189,1670490.0
2013-02-28,78.239,78.541,77.686,78.189,2366011.0
2013-03-01,78.541,79.345,77.837,79.094,2724780.0
2013-03-02,78.541,79.345,77.837,79.094,2724780.0
2013-03-03,78.541,79.345,77.837,79.094,2724780.0
2013-03-04,78.893,79.999,78.39,79.999,2342455.0
2013-03-05,80.251,81.156,80.2,80.703,2936379.0
2013-03-06,80.703,81.407,79.949,79.949,2985794.0
2013-03-07,79.949,80.552,79.094,79.094,3151558.0
2013-03-08,79.647,80.552,79.597,80.1,2919167.0
2013-03-09,79.647,80.552,79.597,80.1,2919167.0
2013-03-10,79.647,80.552,79.597,80.1,2919167.0
2013-03-11,80.15,80.251,79.748,79.949,1665676.0
2013-03-12,79.949,80.452,79.245,79.245,2607137.0
2013-03-13,79.446,79.999,79.195,79.949,2519076.0
2013-03-14,80.2,80.904,79.999,80.603,2061535.0
2013-03-15,80.452,80.552,79.949,80.351,2749099.0
2013-03-16,80.452,80.552,79.949,80.351,2749099.0
2013-03-17,80.452,80.552,79.949,80.351,2749099.0
2013-03-18,79.245,80.552,79.094,80.251,3743521.0
2013-03-19,80.452,80.703,79.044,79.144,5079264.0
2013-03-20,79.396,80.452,79.396,80.351,4798421.0
2013-03-21,80.566,80.619,78.529,78.904,4560243.0
2013-03-22,78.904,80.619,78.582,80.351,3077574.0
2013-03-23,78.904,80.619,78.582,80.351,3077574.0
2013-03-24,78.904,80.619,78.582,80.351,3077574.0
2013-03-25,81.423,81.798,79.922,80.083,2812341.0
2013-03-26,80.405,80.566,78.689,78.904,2905446.0
2013-03-27,79.065,79.225,77.296,78.368,3758244.0
2013-03-28,78.1,79.922,78.1,79.44,2589348.0
2013-03-29,78.1,79.922,78.1,79.44,2589348.0
2013-03-30,78.1,79.922,78.1,79.44,2589348.0
2013-03-31,78.1,79.922,78.1,79.44,2589348.0
2013-04-01,78.1,79.922,78.1,79.44,2589348.0
2013-04-02,79.922,80.137,79.118,79.922,3017167.0
2013-04-03,79.761,80.083,78.475,78.689,2412584.0
2013-04-04,79.065,79.172,77.028,77.671,3070856.0
2013-04-05,77.885,78.261,75.902,76.76,3649507.0
2013-04-06,77.885,78.261,75.902,76.76,3649507.0
2013-04-07,77.885,78.261,75.902,76.76,3649507.0
2013-04-08,76.92,77.457,76.545,76.706,1929284.0
2013-04-09,77.028,78.421,77.028,77.778,3532975.0
2013-04-10,77.885,80.137,77.832,79.815,7479247.0
2013-04-11,79.869,80.941,79.708,80.673,3516305.0
2013-04-12,80.619,80.834,80.083,80.726,3042690.0
2013-04-13,80.619,80.834,80.083,80.726,3042690.0
2013-04-14,80.619,80.834,80.083,80.726,3042690.0
2013-04-15,80.566,81.048,79.333,80.78,3161865.0
2013-04-16,81.048,81.048,79.279,79.601,3095260.0
2013-04-17,79.761,79.815,76.545,76.867,4190768.0
2013-04-18,77.028,77.189,75.044,75.366,4107651.0
2013-04-19,75.848,76.76,75.366,75.58,3601605.0
2013-04-20,75.848,76.76,75.366,75.58,3601605.0
2013-04-21,75.848,76.76,75.366,75.58,3601605.0
2013-04-22,76.224,77.296,75.902,76.652,3780738.0
2013-04-23,79.547,81.048,78.261,81.048,8537036.0
2013-04-24,81.638,83.246,81.102,83.246,4844231.0
2013-04-25,82.763,84.157,82.388,83.728,4006898.0
2013-04-26,83.299,84.157,83.246,83.835,3765081.0
2013-04-27,83.299,84.157,83.246,83.835,3765081.0
2013-04-28,83.299,84.157,83.246,83.835,3765081.0
2013-04-29,84.103,85.551,84.05,85.068,3129656.0
2013-04-30,85.229,86.087,85.229,85.497,2691874.0
2013-05-01,85.229,86.087,85.229,85.497,2691874.0
2013-05-02,85.229,86.087,84.639,85.658,4077137.0
2013-05-03,86.14,86.14,84.693,85.711,2538624.0
2013-05-04,86.14,86.14,84.693,85.711,2538624.0
2013-05-05,86.14,86.14,84.693,85.711,2538624.0
2013-05-06,85.658,86.676,85.229,86.462,1872853.0
2013-05-07,86.837,87.748,86.569,87.212,2847979.0
2013-05-08,87.32,88.552,87.32,88.552,1476362.0
2013-05-09,87.32,88.552,87.32,88.552,1476362.0
2013-05-10,88.66,90.16,88.07,88.552,3923419.0
2013-05-11,88.66,90.16,88.07,88.552,3923419.0
2013-05-12,88.66,90.16,88.07,88.552,3923419.0
2013-05-13,88.552,88.66,87.159,87.748,2757693.0
2013-05-14,87.909,88.713,87.105,88.66,2196517.0
2013-05-15,88.713,88.928,88.392,88.767,1951251.0
2013-05-16,88.82,89.249,88.338,88.767,3291798.0
2013-05-17,88.66,90.696,88.445,90.589,3314712.0
2013-05-18,88.66,90.696,88.445,90.589,3314712.0
2013-05-19,88.66,90.696,88.445,90.589,3314712.0
2013-05-20,90.589,90.965,89.41,89.678,2548756.0
2013-05-21,89.571,90.0,88.177,88.874,3305364.0
2013-05-22,89.303,90.0,89.196,89.785,3281985.0
2013-05-23,87.963,88.07,85.926,86.623,5101674.0
2013-05-24,87.159,87.373,84.854,85.39,3118707.0
2013-05-25,87.159,87.373,84.854,85.39,3118707.0
2013-05-26,87.159,87.373,84.854,85.39,3118707.0
2013-05-27,86.194,86.73,85.765,86.676,1586441.0
2013-05-28,87.534,88.928,87.373,88.874,3695090.0
2013-05-29,88.284,88.284,86.515,86.515,3091445.0
2013-05-30,85.926,86.783,85.658,86.14,3190173.0
2013-05-31,86.247,86.408,84.747,85.336,7750235.0
2013-06-01,86.247,86.408,84.747,85.336,7750235.0
2013-06-02,86.247,86.408,84.747,85.336,7750235.0
2013-06-03,84.961,84.961,83.031,83.138,4147044.0
2013-06-04,83.138,83.996,82.334,82.924,5146830.0
2013-06-05,82.388,82.71,80.029,80.19,5042761.0
2013-06-06,82.388,82.71,80.029,80.19,5042761.0
2013-06-07,80.19,82.602,79.815,82.174,6380951.0
2013-06-08,80.19,82.602,79.815,82.174,6380951.0
2013-06-09,80.19,82.602,79.815,82.174,6380951.0
2013-06-10,82.602,83.246,81.53,81.906,3728577.0
2013-06-11,82.066,82.495,81.477,82.495,4562924.0
2013-06-12,82.442,83.353,82.174,82.549,3703870.0
2013-06-13,81.584,82.656,80.619,82.495,4352727.0
2013-06-14,83.782,84.103,83.299,83.728,4047810.0
2013-06-15,83.782,84.103,83.299,83.728,4047810.0
2013-06-16,83.782,84.103,83.299,83.728,4047810.0
2013-06-17,83.728,84.264,82.924,83.567,3868655.0
2013-06-18,83.138,84.693,82.656,84.693,3136357.0
2013-06-19,84.157,84.586,82.602,83.192,4134142.0
2013-06-20,82.013,82.442,79.761,80.029,4774738.0
2013-06-21,82.013,82.442,79.761,80.029,4774738.0
2013-06-22,82.013,82.442,79.761,80.029,4774738.0
2013-06-23,82.013,82.442,79.761,80.029,4774738.0
2013-06-24,79.333,79.869,77.51,77.778,4107668.0
2013-06-25,78.475,79.761,77.832,79.172,4355351.0
2013-06-26,79.708,80.834,79.065,80.405,3197807.0
2013-06-27,80.673,82.388,79.547,81.37,3977742.0
2013-06-28,81.691,82.656,80.19,82.442,6088603.0
2013-06-29,81.691,82.656,80.19,82.442,6088603.0
2013-06-30,81.691,82.656,80.19,82.442,6088603.0
2013-07-01,82.978,83.085,80.994,82.924,4222483.0
2013-07-02,83.621,83.621,81.048,81.745,3458666.0
2013-07-03,81.584,81.584,79.976,81.423,3120071.0
2013-07-04,81.798,83.889,81.638,83.621,3210086.0
2013-07-05,83.728,84.747,83.138,83.246,2439208.0
2013-07-06,83.728,84.747,83.138,83.246,2439208.0
2013-07-07,83.728,84.747,83.138,83.246,2439208.0
2013-07-08,83.621,84.854,83.514,84.639,1995624.0
2013-07-09,84.961,85.336,84.264,85.068,1915840.0
2013-07-10,85.015,85.068,83.085,83.621,3349589.0
2013-07-11,85.068,85.604,83.996,84.586,2880630.0
2013-07-12,84.639,85.229,84.479,84.693,2959301.0
2013-07-13,84.639,85.229,84.479,84.693,2959301.0
2013-07-14,84.639,85.229,84.479,84.693,2959301.0
2013-07-15,85.872,86.676,85.39,85.926,3177015.0
2013-07-16,84.961,85.336,82.442,82.549,6975245.0
2013-07-17,81.584,82.12,79.922,79.922,7203658.0
2013-07-18,79.976,82.87,79.869,82.602,3794597.0
2013-07-19,82.602,83.46,81.745,83.46,3040808.0
2013-07-20,82.602,83.46,81.745,83.46,3040808.0
2013-07-21,82.602,83.46,81.745,83.46,3040808.0
2013-07-22,83.567,84.05,82.442,82.442,2474711.0
2013-07-23,82.602,83.621,82.602,83.138,2068331.0
2013-07-24,83.406,84.211,82.924,83.567,2448345.0
2013-07-25,83.567,83.782,82.87,83.674,1998989.0
2013-07-26,83.943,84.157,83.085,83.782,1565635.0
2013-07-27,83.943,84.157,83.085,83.782,1565635.0
2013-07-28,83.943,84.157,83.085,83.782,1565635.0
2013-07-29,83.514,84.157,83.246,83.567,1354800.0
2013-07-30,83.621,84.639,83.621,84.425,2060831.0
2013-07-31,84.586,84.961,84.157,84.264,1694439.0
2013-08-01,84.907,85.39,84.586,85.336,1855194.0
2013-08-02,85.39,86.033,85.175,85.658,1607300.0
2013-08-03,85.39,86.033,85.175,85.658,1607300.0
2013-08-04,85.39,86.033,85.175,85.658,1607300.0
2013-08-05,85.765,86.087,85.497,85.819,1135250.0
2013-08-06,85.711,85.926,84.532,84.8,2072447.0
2013-08-07,84.425,85.926,84.211,85.336,2353520.0
2013-08-08,86.087,87.212,85.926,86.837,3035525.0
2013-08-09,87.105,87.32,85.872,85.979,2385208.0
2013-08-10,87.105,87.32,85.872,85.979,2385208.0
2013-08-11,87.105,87.32,85.872,85.979,2385208.0
2013-08-12,86.355,86.515,85.443,85.819,1369790.0
2013-08-13,86.087,86.301,85.122,85.229,2285750.0
2013-08-14,85.604,86.355,85.283,85.765,2188248.0
2013-08-15,85.711,85.711,84.157,84.907,2307193.0
2013-08-16,84.854,86.623,84.639,86.515,2796464.0
2013-08-17,84.854,86.623,84.639,86.515,2796464.0
2013-08-18,84.854,86.623,84.639,86.515,2796464.0
2013-08-19,86.515,86.515,85.443,85.497,2925162.0
2013-08-20,85.175,85.39,84.479,85.175,2556042.0
2013-08-21,85.39,85.39,83.246,83.246,2777827.0
2013-08-22,83.514,84.586,83.353,83.46,2229948.0
2013-08-23,83.621,84.103,83.138,83.996,2258807.0
2013-08-24,83.621,84.103,83.138,83.996,2258807.0
2013-08-25,83.621,84.103,83.138,83.996,2258807.0
2013-08-26,84.103,84.318,82.334,82.817,3253859.0
2013-08-27,82.495,82.602,80.244,80.619,5280612.0
2013-08-28,80.405,81.691,80.083,81.048,5128345.0
2013-08-29,81.477,81.745,80.619,81.477,3968272.0
2013-08-30,81.638,81.638,80.19,80.405,2838328.0
2013-08-31,81.638,81.638,80.19,80.405,2838328.0
2013-09-01,81.638,81.638,80.19,80.405,2838328.0
2013-09-02,81.209,82.334,80.78,81.852,2578214.0
2013-09-03,82.174,83.192,81.423,82.763,3884927.0
2013-09-04,83.031,83.031,82.013,82.281,2773465.0
2013-09-05,82.71,83.192,82.281,82.442,3156696.0
2013-09-06,82.334,82.495,80.887,81.691,4035280.0
2013-09-07,82.334,82.495,80.887,81.691,4035280.0
2013-09-08,82.334,82.495,80.887,81.691,4035280.0
2013-09-09,81.745,82.334,81.423,81.798,2409077.0
2013-09-10,82.388,83.514,82.227,83.192,3147373.0
2013-09-11,83.353,84.639,83.246,84.157,2765163.0
2013-09-12,84.371,84.854,83.889,83.943,2882092.0
2013-09-13,83.835,83.996,83.031,83.46,1600832.0
2013-09-14,83.835,83.996,83.031,83.46,1600832.0
2013-09-15,83.835,83.996,83.031,83.46,1600832.0
2013-09-16,83.996,84.318,82.924,83.138,2842935.0
2013-09-17,83.085,83.246,82.174,82.334,2055864.0
2013-09-18,82.388,82.817,82.066,82.71,2166060.0
2013-09-19,83.674,84.05,83.299,83.674,3097877.0
2013-09-20,83.299,84.532,83.299,84.371,3019342.0
2013-09-21,83.299,84.532,83.299,84.371,3019342.0
2013-09-22,83.299,84.532,83.299,84.371,3019342.0
2013-09-23,84.264,84.264,82.817,83.031,2055094.0
2013-09-24,82.71,83.46,82.549,83.353,2915688.0
2013-09-25,82.549,82.656,80.485,80.673,7195202.0
2013-09-26,80.834,80.887,79.976,80.405,4323686.0
2013-09-27,80.458,80.941,79.601,79.815,3549379.0
2013-09-28,80.458,80.941,79.601,79.815,3549379.0
2013-09-29,80.458,80.941,79.601,79.815,3549379.0
2013-09-30,79.279,80.512,78.582,80.244,4708499.0
2013-10-01,80.083,82.388,79.922,81.906,5192111.0
2013-10-02,81.798,83.246,81.638,82.656,4787825.0
2013-10-03,82.549,83.621,82.549,83.353,4109574.0
2013-10-04,83.299,84.103,83.031,83.567,3083129.0
2013-10-05,83.299,84.103,83.031,83.567,3083129.0
2013-10-06,83.299,84.103,83.031,83.567,3083129.0
2013-10-07,83.353,83.996,82.388,83.782,3060259.0
2013-10-08,83.782,84.05,82.924,83.246,2348461.0
2013-10-09,82.978,83.621,82.388,82.602,2520362.0
2013-10-10,83.246,84.157,83.138,83.943,2468085.0
2013-10-11,84.103,84.747,83.728,84.425,2080233.0
2013-10-12,84.103,84.747,83.728,84.425,2080233.0
2013-10-13,84.103,84.747,83.728,84.425,2080233.0
2013-10-14,84.05,84.639,83.782,84.371,1502311.0
2013-10-15,84.907,85.711,84.8,85.443,2425910.0
2013-10-16,84.854,85.658,84.318,85.497,2396038.0
2013-10-17,85.497,85.765,85.068,85.765,2063670.0
2013-10-18,85.819,86.783,85.765,86.408,2462654.0
2013-10-19,85.819,86.783,85.765,86.408,2462654.0
2013-10-20,85.819,86.783,85.765,86.408,2462654.0
2013-10-21,86.623,87.748,86.623,87.32,3315489.0
2013-10-22,90.965,92.733,90.428,90.428,8124088.0
2013-10-23,91.125,91.125,88.606,89.142,4022249.0
2013-10-24,89.517,90.857,89.464,90.75,2961614.0
2013-10-25,90.75,91.715,90.321,91.179,3262285.0
2013-10-26,90.75,91.715,90.321,91.179,3262285.0
2013-10-27,90.75,91.715,90.321,91.179,3262285.0
2013-10-28,91.608,91.715,89.839,90.589,2340887.0
2013-10-29,90.268,91.501,90.268,91.447,2464890.0
2013-10-30,91.554,91.929,90.643,91.072,2363958.0
2013-10-31,91.072,91.501,90.321,90.589,2649331.0
2013-11-01,90.965,90.965,89.892,90.589,1174711.0
2013-11-02,90.965,90.965,89.892,90.589,1174711.0
2013-11-03,90.965,90.965,89.892,90.589,1174711.0
2013-11-04,91.233,91.554,90.16,90.375,1908251.0
2013-11-05,90.857,90.857,89.624,90.0,2346179.0
2013-11-06,90.16,90.75,89.517,90.321,2428202.0
2013-11-07,90.268,91.179,89.624,89.946,3177067.0
2013-11-08,89.785,90.107,88.552,89.41,3724325.0
2013-11-09,89.785,90.107,88.552,89.41,3724325.0
2013-11-10,89.785,90.107,88.552,89.41,3724325.0
2013-11-11,89.571,89.839,89.249,89.517,1700804.0
2013-11-12,89.517,89.517,88.552,88.552,2299031.0
2013-11-13,88.445,88.66,87.641,88.392,2742263.0
2013-11-14,88.284,89.946,87.748,89.839,3592641.0
2013-11-15,90.16,91.554,90.16,91.393,4960670.0
2013-11-16,90.16,91.554,90.16,91.393,4960670.0
2013-11-17,90.16,91.554,90.16,91.393,4960670.0
2013-11-18,91.393,92.519,91.233,92.144,4979824.0
2013-11-19,91.769,92.197,91.179,91.876,2141125.0
2013-11-20,91.554,91.769,88.874,89.303,6779570.0
2013-11-21,89.035,89.517,88.552,89.088,2990385.0
2013-11-22,89.464,89.571,88.713,89.571,2375168.0
2013-11-23,89.464,89.571,88.713,89.571,2375168.0
2013-11-24,89.464,89.571,88.713,89.571,2375168.0
2013-11-25,89.785,90.214,89.196,90.16,2037965.0
2013-11-26,90.053,90.589,89.732,90.482,2281799.0
2013-11-27,90.536,90.536,90.0,90.321,1561301.0
2013-11-28,90.321,90.536,90.053,90.321,2015639.0
2013-11-29,90.696,90.965,89.785,89.785,2586998.0
2013-11-30,90.696,90.965,89.785,89.785,2586998.0
2013-12-01,90.696,90.965,89.785,89.785,2586998.0
2013-12-02,90.0,90.536,89.624,90.107,1799442.0
2013-12-03,90.321,90.75,88.392,88.606,3743291.0
2013-12-04,88.767,88.928,87.159,88.016,2656406.0
