,BETSB SS Equity,BETSB SS Equity,BETSB SS Equity,BETSB SS Equity,BETSB SS Equity
2013-04-20,38.028,38.028,37.244,37.342,305268.0
2013-04-21,38.028,38.028,37.244,37.342,305268.0
2013-04-22,37.734,38.224,37.538,37.636,490242.0
2013-04-23,37.734,38.518,37.734,38.518,721863.0
2013-04-24,38.616,38.91,38.322,38.812,257385.0
2013-04-25,38.91,39.792,38.91,39.596,413331.0
2013-04-26,37.93,38.028,36.558,37.244,1406313.0
2013-04-27,37.93,38.028,36.558,37.244,1406313.0
2013-04-28,37.93,38.028,36.558,37.244,1406313.0
2013-04-29,37.538,38.028,36.95,37.636,464622.0
2013-04-30,37.636,38.028,37.146,37.146,484575.0
2013-05-01,37.636,38.028,37.146,37.146,484575.0
2013-05-02,37.244,37.44,36.264,37.146,830499.0
2013-05-03,37.048,38.028,37.048,37.636,513615.0
2013-05-04,37.048,38.028,37.048,37.636,513615.0
2013-05-05,37.048,38.028,37.048,37.636,513615.0
2013-05-06,37.832,38.616,37.832,38.42,771066.0
2013-05-07,38.518,38.616,37.538,37.538,241545.0
2013-05-08,37.832,38.224,37.538,38.126,156387.0
2013-05-09,37.832,38.224,37.538,38.126,156387.0
2013-05-10,37.832,37.832,34.303,34.793,2824089.0
2013-05-11,37.832,37.832,34.303,34.793,2824089.0
2013-05-12,37.832,37.832,34.303,34.793,2824089.0
2013-05-13,35.186,35.872,34.597,34.597,1422537.0
2013-05-14,34.499,34.499,33.617,33.911,2437818.0
2013-05-15,33.911,35.088,33.617,35.088,1056843.0
2013-05-16,35.284,35.578,34.891,34.891,377391.0
2013-05-17,35.401,35.608,34.366,34.366,544092.0
2013-05-18,35.401,35.608,34.366,34.366,544092.0
2013-05-19,35.401,35.608,34.366,34.366,544092.0
2013-05-20,34.676,35.297,34.366,34.366,760914.0
2013-05-21,34.469,34.78,34.366,34.78,443706.0
2013-05-22,34.78,34.883,34.469,34.676,370686.0
2013-05-23,34.469,34.469,33.848,33.952,513330.0
2013-05-24,34.055,34.78,34.055,34.469,358857.0
2013-05-25,34.055,34.78,34.055,34.469,358857.0
2013-05-26,34.055,34.78,34.055,34.469,358857.0
2013-05-27,34.573,35.194,34.573,34.573,355800.0
2013-05-28,34.883,35.194,34.676,34.883,400074.0
2013-05-29,34.883,34.987,34.055,34.159,445071.0
2013-05-30,34.262,34.676,34.159,34.469,660867.0
2013-05-31,33.641,33.745,33.124,33.331,4455372.0
2013-06-01,33.641,33.745,33.124,33.331,4455372.0
2013-06-02,33.641,33.745,33.124,33.331,4455372.0
2013-06-03,33.434,33.641,33.02,33.434,681354.0
2013-06-04,34.055,34.159,33.124,33.124,470388.0
2013-06-05,33.227,33.641,33.124,33.641,505992.0
2013-06-06,33.227,33.641,33.124,33.641,505992.0
2013-06-07,33.745,35.297,33.641,34.469,1902195.0
2013-06-08,33.745,35.297,33.641,34.469,1902195.0
2013-06-09,33.745,35.297,33.641,34.469,1902195.0
2013-06-10,34.883,35.401,34.676,35.09,365730.0
2013-06-11,35.608,36.229,35.194,35.815,1188846.0
2013-06-12,35.815,36.332,35.608,36.229,731562.0
2013-06-13,36.022,36.022,35.194,35.815,455997.0
2013-06-14,35.918,36.022,35.504,35.711,278145.0
2013-06-15,35.918,36.022,35.504,35.711,278145.0
2013-06-16,35.918,36.022,35.504,35.711,278145.0
2013-06-17,35.815,36.022,35.608,35.815,204339.0
2013-06-18,35.815,36.022,35.504,35.918,209226.0
2013-06-19,36.022,37.057,35.918,36.022,553845.0
2013-06-20,35.815,35.815,34.883,35.194,389586.0
2013-06-21,35.815,35.815,34.883,35.194,389586.0
2013-06-22,35.815,35.815,34.883,35.194,389586.0
2013-06-23,35.815,35.815,34.883,35.194,389586.0
2013-06-24,35.401,35.608,34.366,34.573,301995.0
2013-06-25,34.573,35.09,34.262,34.78,287709.0
2013-06-26,34.78,35.608,34.676,35.194,229428.0
2013-06-27,35.401,35.401,34.573,34.883,276873.0
2013-06-28,35.297,35.401,34.78,35.194,198861.0
2013-06-29,35.297,35.401,34.78,35.194,198861.0
2013-06-30,35.297,35.401,34.78,35.194,198861.0
2013-07-01,35.194,35.297,34.676,34.987,204054.0
2013-07-02,34.987,35.815,34.78,35.815,297687.0
2013-07-03,35.815,35.918,35.194,35.401,155070.0
2013-07-04,35.401,35.608,35.09,35.608,223191.0
2013-07-05,35.608,35.815,35.297,35.297,135339.0
2013-07-06,35.608,35.815,35.297,35.297,135339.0
2013-07-07,35.608,35.815,35.297,35.297,135339.0
2013-07-08,35.401,35.815,35.297,35.401,115863.0
2013-07-09,35.504,35.815,35.401,35.815,223524.0
2013-07-10,35.815,35.815,35.401,35.608,147135.0
2013-07-11,35.815,35.918,35.711,35.711,183945.0
2013-07-12,35.918,36.022,35.711,35.815,201336.0
2013-07-13,35.918,36.022,35.711,35.815,201336.0
2013-07-14,35.918,36.022,35.711,35.815,201336.0
2013-07-15,36.022,36.436,36.022,36.332,211617.0
2013-07-16,36.332,36.332,35.918,36.022,206193.0
2013-07-17,36.125,36.229,35.608,35.918,149235.0
2013-07-18,35.918,36.643,35.918,36.229,338304.0
2013-07-19,36.022,36.022,34.676,35.815,553539.0
2013-07-20,36.022,36.022,34.676,35.815,553539.0
2013-07-21,36.022,36.022,34.676,35.815,553539.0
2013-07-22,36.022,36.229,35.815,35.918,239589.0
2013-07-23,36.022,36.125,35.918,36.125,233772.0
2013-07-24,36.125,36.229,35.918,36.125,143481.0
2013-07-25,36.229,36.229,35.504,35.815,246672.0
2013-07-26,35.815,35.815,35.194,35.504,326364.0
2013-07-27,35.815,35.815,35.194,35.504,326364.0
2013-07-28,35.815,35.815,35.194,35.504,326364.0
2013-07-29,35.401,36.125,35.401,36.125,219828.0
2013-07-30,36.022,36.229,36.022,36.125,128376.0
2013-07-31,36.229,36.643,36.022,36.332,439479.0
2013-08-01,36.539,36.746,36.229,36.643,311406.0
2013-08-02,36.85,36.85,36.436,36.539,194454.0
2013-08-03,36.85,36.85,36.436,36.539,194454.0
2013-08-04,36.85,36.85,36.436,36.539,194454.0
2013-08-05,36.953,37.471,36.746,37.471,366036.0
2013-08-06,37.471,37.782,37.16,37.471,666786.0
2013-08-07,37.264,37.367,36.746,37.367,222486.0
2013-08-08,37.367,37.574,37.057,37.264,162903.0
2013-08-09,37.471,37.885,37.367,37.574,238251.0
2013-08-10,37.471,37.885,37.367,37.574,238251.0
2013-08-11,37.471,37.885,37.367,37.574,238251.0
2013-08-12,37.885,38.092,37.782,38.092,202980.0
2013-08-13,38.196,38.713,37.989,38.092,614712.0
2013-08-14,38.092,38.61,37.782,38.61,367221.0
2013-08-15,38.506,38.506,37.782,38.196,236472.0
2013-08-16,37.989,38.403,37.782,38.403,220188.0
2013-08-17,37.989,38.403,37.782,38.403,220188.0
2013-08-18,37.989,38.403,37.782,38.403,220188.0
2013-08-19,38.403,38.506,37.989,38.299,303792.0
2013-08-20,38.092,38.713,37.782,38.403,355563.0
2013-08-21,38.299,38.403,37.989,38.092,167874.0
2013-08-22,38.092,38.299,37.885,38.196,127230.0
2013-08-23,38.196,38.299,37.678,38.196,241713.0
2013-08-24,38.196,38.299,37.678,38.196,241713.0
2013-08-25,38.196,38.299,37.678,38.196,241713.0
2013-08-26,38.092,38.196,37.885,37.989,135585.0
2013-08-27,37.885,37.885,37.264,37.471,297051.0
2013-08-28,37.264,37.264,35.815,36.539,274944.0
2013-08-29,36.539,36.746,36.332,36.643,497595.0
2013-08-30,36.643,36.85,36.229,36.643,224424.0
2013-08-31,36.643,36.85,36.229,36.643,224424.0
2013-09-01,36.643,36.85,36.229,36.643,224424.0
2013-09-02,36.643,36.746,36.022,36.643,433782.0
2013-09-03,36.643,36.85,36.229,36.539,313020.0
2013-09-04,36.539,36.539,36.022,36.436,326049.0
2013-09-05,36.539,36.643,36.436,36.539,548961.0
2013-09-06,36.436,36.643,36.229,36.539,270927.0
2013-09-07,36.436,36.643,36.229,36.539,270927.0
2013-09-08,36.436,36.643,36.229,36.539,270927.0
2013-09-09,36.436,36.539,36.229,36.436,740946.0
2013-09-10,36.332,36.436,36.125,36.436,354648.0
2013-09-11,36.332,36.436,36.022,36.229,450177.0
2013-09-12,36.229,36.643,36.229,36.539,183276.0
2013-09-13,36.539,36.539,36.332,36.539,233475.0
2013-09-14,36.539,36.539,36.332,36.539,233475.0
2013-09-15,36.539,36.539,36.332,36.539,233475.0
2013-09-16,36.643,36.85,36.436,36.85,834732.0
2013-09-17,36.643,37.264,36.643,37.264,408777.0
2013-09-18,37.367,38.092,37.367,37.678,494439.0
2013-09-19,38.196,38.713,37.885,38.61,770070.0
2013-09-20,38.61,38.61,37.782,38.196,239442.0
2013-09-21,38.61,38.61,37.782,38.196,239442.0
2013-09-22,38.61,38.61,37.782,38.196,239442.0
2013-09-23,38.196,38.403,37.367,37.471,267303.0
2013-09-24,37.678,38.403,37.574,38.196,255990.0
2013-09-25,38.299,38.403,37.678,38.196,277299.0
2013-09-26,38.299,39.748,37.989,39.645,1223049.0
2013-09-27,39.748,40.68,38.92,39.748,678540.0
2013-09-28,39.748,40.68,38.92,39.748,678540.0
2013-09-29,39.748,40.68,38.92,39.748,678540.0
2013-09-30,39.645,39.645,38.713,39.438,350760.0
2013-10-01,39.334,39.334,38.817,39.024,416118.0
2013-10-02,38.92,39.334,38.817,39.231,245931.0
2013-10-03,39.127,39.231,38.92,39.024,229758.0
2013-10-04,38.92,39.334,38.713,39.334,198603.0
2013-10-05,38.92,39.334,38.713,39.334,198603.0
2013-10-06,38.92,39.334,38.713,39.334,198603.0
2013-10-07,39.334,39.334,38.92,39.231,222525.0
2013-10-08,39.334,39.334,38.92,39.231,695073.0
2013-10-09,39.127,39.748,38.92,39.541,406389.0
2013-10-10,39.645,39.955,39.334,39.645,340500.0
2013-10-11,39.852,39.955,39.645,39.852,143727.0
2013-10-12,39.852,39.955,39.645,39.852,143727.0
2013-10-13,39.852,39.955,39.645,39.852,143727.0
2013-10-14,39.748,39.955,38.403,38.817,462339.0
2013-10-15,38.92,39.231,38.92,39.127,294708.0
2013-10-16,39.024,39.231,38.506,39.231,194013.0
2013-10-17,39.438,39.438,38.506,38.713,455226.0
2013-10-18,38.713,38.92,38.61,38.817,378825.0
2013-10-19,38.713,38.92,38.61,38.817,378825.0
2013-10-20,38.713,38.92,38.61,38.817,378825.0
2013-10-21,38.713,38.713,37.782,38.403,971265.0
2013-10-22,38.403,39.334,38.299,39.334,476547.0
2013-10-23,39.334,39.334,38.61,38.817,385305.0
2013-10-24,38.92,39.231,38.61,39.024,369267.0
2013-10-25,40.576,42.025,40.576,41.922,2633637.0
2013-10-26,40.576,42.025,40.576,41.922,2633637.0
2013-10-27,40.576,42.025,40.576,41.922,2633637.0
2013-10-28,41.922,42.854,41.301,42.854,962340.0
2013-10-29,42.854,42.957,42.44,42.543,326238.0
2013-10-30,42.44,42.647,41.197,41.611,422478.0
2013-10-31,41.611,42.44,41.404,42.232,240576.0
2013-11-01,42.232,42.543,41.715,42.232,230376.0
2013-11-02,42.232,42.543,41.715,42.232,230376.0
2013-11-03,42.232,42.543,41.715,42.232,230376.0
2013-11-04,42.232,42.647,41.611,41.611,459090.0
2013-11-05,41.922,42.44,41.818,42.232,620361.0
2013-11-06,42.232,43.475,42.232,43.268,769032.0
2013-11-07,43.268,43.475,43.164,43.371,275637.0
2013-11-08,43.268,43.889,42.854,43.785,437145.0
2013-11-09,43.268,43.889,42.854,43.785,437145.0
2013-11-10,43.268,43.889,42.854,43.785,437145.0
2013-11-11,43.785,44.199,43.268,43.889,327888.0
2013-11-12,43.785,43.889,43.061,43.268,296799.0
2013-11-13,43.164,43.164,42.44,42.854,216117.0
2013-11-14,42.854,43.268,42.647,43.164,186132.0
2013-11-15,43.268,43.268,42.854,42.854,114591.0
2013-11-16,43.268,43.268,42.854,42.854,114591.0
2013-11-17,43.268,43.268,42.854,42.854,114591.0
2013-11-18,42.854,42.854,42.232,42.647,231393.0
2013-11-19,42.44,42.543,42.025,42.543,194937.0
2013-11-20,42.543,42.543,41.818,42.129,179139.0
2013-11-21,41.611,42.232,41.094,42.232,264912.0
2013-11-22,42.336,42.44,42.025,42.44,103701.0
2013-11-23,42.336,42.44,42.025,42.44,103701.0
2013-11-24,42.336,42.44,42.025,42.44,103701.0
2013-11-25,42.44,42.44,42.025,42.232,139578.0
2013-11-26,42.232,42.232,41.715,42.025,372162.0
2013-11-27,42.025,42.025,41.508,41.818,399105.0
2013-11-28,41.715,41.818,41.094,41.404,507333.0
2013-11-29,41.404,41.611,41.197,41.404,251853.0
2013-11-30,41.404,41.611,41.197,41.404,251853.0
2013-12-01,41.404,41.611,41.197,41.404,251853.0
2013-12-02,41.404,41.611,40.99,41.301,289086.0
2013-12-03,41.197,41.611,41.197,41.301,287736.0
2013-12-04,41.508,41.611,40.783,41.094,238284.0
2013-12-05,40.99,41.404,40.99,41.404,784686.0
2013-12-06,41.404,41.611,40.68,41.197,870210.0
2013-12-07,41.404,41.611,40.68,41.197,870210.0
2013-12-08,41.404,41.611,40.68,41.197,870210.0
2013-12-09,41.404,41.404,40.473,40.68,211962.0
2013-12-10,40.783,41.301,40.266,40.576,284883.0
2013-12-11,40.576,40.576,40.162,40.266,163074.0
2013-12-12,40.162,40.473,39.748,40.473,236484.0
2013-12-13,40.473,40.473,39.955,39.955,175671.0
2013-12-14,40.473,40.473,39.955,39.955,175671.0
2013-12-15,40.473,40.473,39.955,39.955,175671.0
2013-12-16,39.955,40.162,39.852,40.162,348138.0
2013-12-17,40.162,40.369,39.955,40.162,287790.0
2013-12-18,40.162,40.473,39.748,40.369,286029.0
2013-12-19,40.369,41.715,40.369,41.508,265749.0
2013-12-20,41.508,41.715,41.197,41.611,189522.0
2013-12-21,41.508,41.715,41.197,41.611,189522.0
2013-12-22,41.508,41.715,41.197,41.611,189522.0
2013-12-23,41.715,42.129,41.611,42.129,301857.0
2013-12-24,41.715,42.129,41.611,42.129,301857.0
2013-12-25,41.715,42.129,41.611,42.129,301857.0
2013-12-26,41.715,42.129,41.611,42.129,301857.0
2013-12-27,42.129,42.232,41.818,42.025,201600.0
2013-12-28,42.129,42.232,41.818,42.025,201600.0
2013-12-29,42.129,42.232,41.818,42.025,201600.0
2013-12-30,41.922,42.543,41.715,42.232,248955.0
2013-12-31,41.922,42.543,41.715,42.232,248955.0
2014-01-01,41.922,42.543,41.715,42.232,248955.0
2014-01-02,42.232,42.75,42.129,42.336,174204.0
2014-01-03,42.232,42.647,42.232,42.647,220950.0
2014-01-04,42.232,42.647,42.232,42.647,220950.0
2014-01-05,42.232,42.647,42.232,42.647,220950.0
2014-01-06,42.232,42.647,42.232,42.647,220950.0
2014-01-07,42.75,43.268,42.647,43.061,250407.0
2014-01-08,43.061,43.889,43.061,43.061,356553.0
2014-01-09,42.854,42.957,41.715,41.922,625149.0
2014-01-10,41.922,42.647,41.922,42.129,524538.0
2014-01-11,41.922,42.647,41.922,42.129,524538.0
2014-01-12,41.922,42.647,41.922,42.129,524538.0
2014-01-13,42.647,42.75,42.025,42.025,1028898.0
2014-01-14,42.025,42.336,41.715,42.025,289884.0
2014-01-15,42.129,42.44,41.818,42.025,234684.0
2014-01-16,42.025,42.957,42.025,42.75,547902.0
2014-01-17,42.75,43.061,42.44,42.44,235872.0
2014-01-18,42.75,43.061,42.44,42.44,235872.0
2014-01-19,42.75,43.061,42.44,42.44,235872.0
2014-01-20,42.44,42.647,42.232,42.543,192930.0
2014-01-21,42.543,42.543,41.922,42.129,248670.0
2014-01-22,42.129,42.336,41.922,42.025,176463.0
2014-01-23,41.922,42.025,41.404,41.404,228645.0
2014-01-24,41.508,41.611,40.369,41.094,533661.0
2014-01-25,41.508,41.611,40.369,41.094,533661.0
2014-01-26,41.508,41.611,40.369,41.094,533661.0
2014-01-27,40.99,40.99,39.438,40.059,565968.0
2014-01-28,39.955,40.473,39.955,40.473,237387.0
2014-01-29,40.473,40.783,38.713,39.127,890211.0
2014-01-30,39.127,39.127,37.471,38.196,615678.0
2014-01-31,38.299,39.024,37.885,38.299,582135.0
2014-02-01,38.299,39.024,37.885,38.299,582135.0
2014-02-02,38.299,39.024,37.885,38.299,582135.0
2014-02-03,38.299,38.61,37.367,37.782,349815.0
2014-02-04,37.471,37.782,36.85,37.471,522819.0
2014-02-05,37.367,37.885,37.057,37.264,334962.0
2014-02-06,37.16,38.092,36.85,37.057,816108.0
2014-02-07,39.645,41.197,38.713,40.162,1821465.0
2014-02-08,39.645,41.197,38.713,40.162,1821465.0
2014-02-09,39.645,41.197,38.713,40.162,1821465.0
2014-02-10,40.783,41.715,40.576,41.611,1155843.0
2014-02-11,42.025,42.543,41.818,42.44,557316.0
2014-02-12,42.44,42.543,41.611,42.129,459753.0
2014-02-13,42.232,42.232,41.818,42.232,302523.0
2014-02-14,42.129,42.44,41.922,42.232,369882.0
2014-02-15,42.129,42.44,41.922,42.232,369882.0
2014-02-16,42.129,42.44,41.922,42.232,369882.0
2014-02-17,42.44,43.061,42.44,42.854,493365.0
2014-02-18,42.854,43.061,42.232,42.44,232200.0
2014-02-19,42.44,43.164,42.336,43.061,452274.0
2014-02-20,42.854,43.164,42.336,42.854,296409.0
2014-02-21,42.854,42.957,42.336,42.647,231825.0
2014-02-22,42.854,42.957,42.336,42.647,231825.0
2014-02-23,42.854,42.957,42.336,42.647,231825.0
2014-02-24,42.232,43.164,41.818,43.061,501039.0
2014-02-25,43.061,43.061,42.543,42.957,348333.0
2014-02-26,42.75,43.371,42.647,43.061,490188.0
2014-02-27,43.061,43.164,42.336,43.061,344664.0
2014-02-28,42.854,43.268,42.647,43.268,329667.0
2014-03-01,42.854,43.268,42.647,43.268,329667.0
2014-03-02,42.854,43.268,42.647,43.268,329667.0
2014-03-03,42.44,42.44,40.68,41.197,882774.0
2014-03-04,41.094,42.647,41.094,42.025,590151.0
2014-03-05,42.129,42.336,41.715,41.922,366981.0
2014-03-06,41.922,42.232,41.715,42.129,157194.0
2014-03-07,42.129,42.232,41.508,41.508,331194.0
2014-03-08,42.129,42.232,41.508,41.508,331194.0
2014-03-09,42.129,42.232,41.508,41.508,331194.0
2014-03-10,41.715,43.268,41.715,42.854,1001151.0
2014-03-11,42.957,44.303,42.957,44.303,722367.0
2014-03-12,44.303,45.441,43.785,45.234,983346.0
2014-03-13,45.338,45.545,44.51,44.613,427935.0
2014-03-14,44.303,44.82,43.682,44.717,354372.0
2014-03-15,44.303,44.82,43.682,44.717,354372.0
2014-03-16,44.303,44.82,43.682,44.717,354372.0
2014-03-17,44.717,45.131,44.613,44.82,241851.0
2014-03-18,44.82,46.269,44.82,46.062,448362.0
2014-03-19,46.166,46.166,45.338,45.752,340887.0
2014-03-20,45.648,45.752,44.613,45.441,362481.0
2014-03-21,45.545,45.959,45.338,45.441,310365.0
2014-03-22,45.545,45.959,45.338,45.441,310365.0
2014-03-23,45.545,45.959,45.338,45.441,310365.0
2014-03-24,45.545,46.062,45.027,45.855,357303.0
2014-03-25,45.545,45.959,45.441,45.545,955320.0
2014-03-26,45.855,46.787,45.752,46.787,475710.0
2014-03-27,46.683,47.822,46.58,47.822,406212.0
2014-03-28,47.822,48.443,47.098,47.305,441033.0
2014-03-29,47.822,48.443,47.098,47.305,441033.0
2014-03-30,47.822,48.443,47.098,47.305,441033.0
2014-03-31,47.822,49.375,47.822,48.754,1030713.0
2014-04-01,48.754,49.582,48.754,49.375,569976.0
2014-04-02,49.375,49.789,48.961,49.789,503289.0
2014-04-03,48.754,49.064,48.443,48.754,677901.0
2014-04-04,48.65,49.271,48.65,48.961,391926.0
2014-04-05,48.65,49.271,48.65,48.961,391926.0
2014-04-06,48.65,49.271,48.65,48.961,391926.0
2014-04-07,48.547,49.064,48.029,48.65,378456.0
2014-04-08,48.547,48.961,47.719,48.961,379449.0
2014-04-09,48.961,50.306,48.65,50.099,704793.0
2014-04-10,49.478,49.478,47.512,47.512,2986812.0
2014-04-11,47.201,47.615,46.58,47.615,457902.0
2014-04-12,47.201,47.615,46.58,47.615,457902.0
2014-04-13,47.201,47.615,46.58,47.615,457902.0
2014-04-14,47.408,47.615,46.683,47.201,274803.0
2014-04-15,47.305,48.133,46.994,47.201,240726.0
2014-04-16,47.408,48.133,47.201,48.133,324243.0
2014-04-17,48.236,48.236,47.822,47.926,404823.0
2014-04-18,48.236,48.236,47.822,47.926,404823.0
2014-04-19,48.236,48.236,47.822,47.926,404823.0
2014-04-20,48.236,48.236,47.822,47.926,404823.0
2014-04-21,48.236,48.236,47.822,47.926,404823.0
2014-04-22,48.133,48.754,48.133,48.65,324504.0
2014-04-23,48.547,48.65,48.34,48.547,123456.0
2014-04-24,48.65,49.064,48.34,48.754,481581.0
2014-04-25,49.168,49.892,47.926,48.65,704700.0
2014-04-26,49.168,49.892,47.926,48.65,704700.0
2014-04-27,49.168,49.892,47.926,48.65,704700.0
2014-04-28,48.65,48.65,47.926,47.926,240366.0
2014-04-29,48.029,48.961,47.822,48.961,531180.0
2014-04-30,48.961,48.961,48.65,48.961,91398.0
2014-05-01,48.961,48.961,48.65,48.961,91398.0
2014-05-02,49.064,49.375,48.961,49.271,193323.0
2014-05-03,49.064,49.375,48.961,49.271,193323.0
2014-05-04,49.064,49.375,48.961,49.271,193323.0
2014-05-05,49.271,49.375,48.34,48.34,180438.0
2014-05-06,48.34,48.961,48.133,48.65,253365.0
2014-05-07,48.65,49.168,48.34,49.168,213876.0
2014-05-08,49.271,50.099,49.168,50.099,437781.0
2014-05-09,50.099,50.203,48.961,49.892,182739.0
2014-05-10,50.099,50.203,48.961,49.892,182739.0
2014-05-11,50.099,50.203,48.961,49.892,182739.0
2014-05-12,49.892,50.72,49.685,50.72,245247.0
2014-05-13,50.72,51.134,50.306,50.824,233049.0
2014-05-14,51.341,51.963,50.927,51.134,468084.0
2014-05-15,51.652,51.652,49.892,50.41,348438.0
2014-05-16,50.203,50.41,49.271,49.789,470094.0
2014-05-17,50.203,50.41,49.271,49.789,470094.0
2014-05-18,50.203,50.41,49.271,49.789,470094.0
2014-05-19,51.115,51.33,50.469,50.792,199713.0
2014-05-20,50.576,51.437,50.576,50.684,181401.0
2014-05-21,50.792,51.007,50.361,50.469,206196.0
2014-05-22,50.469,51.007,49.931,50.038,323094.0
2014-05-23,50.038,50.361,49.285,49.285,320166.0
2014-05-24,50.038,50.361,49.285,49.285,320166.0
2014-05-25,50.038,50.361,49.285,49.285,320166.0
2014-05-26,49.608,49.716,48.962,49.393,450528.0
2014-05-27,49.393,49.608,48.532,48.855,270864.0
2014-05-28,48.962,49.5,48.855,49.5,274044.0
2014-05-29,48.962,49.5,48.855,49.5,274044.0
2014-05-30,49.716,49.823,49.285,49.716,382089.0
2014-05-31,49.716,49.823,49.285,49.716,382089.0
2014-06-01,49.716,49.823,49.285,49.716,382089.0
2014-06-02,49.823,50.038,49.285,49.608,291102.0
2014-06-03,50.038,50.146,49.285,49.931,259971.0
2014-06-04,49.931,50.038,49.393,49.5,261981.0
2014-06-05,49.5,49.5,48.64,48.64,276336.0
2014-06-06,49.5,49.5,48.64,48.64,276336.0
2014-06-07,49.5,49.5,48.64,48.64,276336.0
2014-06-08,49.5,49.5,48.64,48.64,276336.0
2014-06-09,49.5,49.5,48.209,48.532,593673.0
2014-06-10,48.747,49.178,47.886,48.424,3044745.0
2014-06-11,48.962,49.07,48.532,48.532,213714.0
2014-06-12,48.64,50.361,48.64,50.146,493614.0
2014-06-13,50.254,50.361,49.716,49.931,334260.0
2014-06-14,50.254,50.361,49.716,49.931,334260.0
2014-06-15,50.254,50.361,49.716,49.931,334260.0
2014-06-16,49.931,50.146,49.5,49.716,227046.0
2014-06-17,49.716,50.038,48.64,48.962,309984.0
2014-06-18,49.178,49.285,48.101,48.101,489240.0
2014-06-19,48.317,50.146,48.209,49.716,1200396.0
2014-06-20,48.317,50.146,48.209,49.716,1200396.0
2014-06-21,48.317,50.146,48.209,49.716,1200396.0
2014-06-22,48.317,50.146,48.209,49.716,1200396.0
2014-06-23,50.038,50.038,49.07,49.5,180297.0
2014-06-24,49.5,49.608,49.07,49.178,137193.0
2014-06-25,49.178,49.5,48.209,48.424,322581.0
2014-06-26,48.855,48.962,48.209,48.424,391260.0
2014-06-27,48.747,49.178,48.424,48.855,357105.0
2014-06-28,48.747,49.178,48.424,48.855,357105.0
2014-06-29,48.747,49.178,48.424,48.855,357105.0
2014-06-30,49.07,49.823,48.855,49.716,337347.0
2014-07-01,49.716,50.038,49.5,49.716,186678.0
2014-07-02,49.931,50.146,49.716,49.716,128241.0
2014-07-03,49.823,50.361,49.5,50.361,152643.0
2014-07-04,50.361,50.361,49.823,50.361,162081.0
2014-07-05,50.361,50.361,49.823,50.361,162081.0
2014-07-06,50.361,50.361,49.823,50.361,162081.0
2014-07-07,50.361,50.361,49.608,49.608,125607.0
2014-07-08,49.716,50.361,49.608,50.254,266355.0
2014-07-09,50.361,50.576,50.038,50.469,275016.0
2014-07-10,50.361,50.361,48.64,49.07,374133.0
2014-07-11,49.07,49.931,48.855,49.178,209955.0
2014-07-12,49.07,49.931,48.855,49.178,209955.0
2014-07-13,49.07,49.931,48.855,49.178,209955.0
2014-07-14,49.07,49.823,48.855,49.716,245550.0
2014-07-15,49.716,50.361,49.5,50.038,305667.0
2014-07-16,50.038,50.361,49.716,49.931,159807.0
2014-07-17,49.931,50.146,49.823,49.823,125712.0
2014-07-18,50.684,53.805,50.684,53.374,1530348.0
2014-07-19,50.684,53.805,50.684,53.374,1530348.0
2014-07-20,50.684,53.805,50.684,53.374,1530348.0
2014-07-21,53.267,53.267,52.083,52.944,391275.0
2014-07-22,52.836,53.374,52.621,52.729,1218273.0
2014-07-23,52.621,54.666,52.083,54.343,721554.0
2014-07-24,54.343,54.558,53.805,54.128,232845.0
2014-07-25,53.805,54.235,53.805,54.02,141105.0
2014-07-26,53.805,54.235,53.805,54.02,141105.0
2014-07-27,53.805,54.235,53.805,54.02,141105.0
2014-07-28,54.02,54.02,53.052,53.374,325878.0
2014-07-29,53.267,53.482,52.406,52.729,289419.0
2014-07-30,52.729,52.944,52.191,52.513,244851.0
2014-07-31,52.513,52.513,51.33,51.653,222069.0
2014-08-01,51.653,51.653,49.931,50.576,516612.0
2014-08-02,51.653,51.653,49.931,50.576,516612.0
2014-08-03,51.653,51.653,49.931,50.576,516612.0
2014-08-04,50.576,51.33,50.254,51.115,255882.0
2014-08-05,51.222,51.868,50.792,50.792,215970.0
2014-08-06,50.684,50.684,49.285,50.038,272427.0
2014-08-07,49.931,49.931,49.178,49.285,224067.0
2014-08-08,49.178,49.285,48.209,48.855,324132.0
2014-08-09,49.178,49.285,48.209,48.855,324132.0
2014-08-10,49.178,49.285,48.209,48.855,324132.0
2014-08-11,49.285,50.361,49.285,50.146,409344.0
2014-08-12,50.254,51.33,50.038,50.576,331977.0
2014-08-13,50.684,51.115,50.361,51.007,218859.0
2014-08-14,50.792,50.899,50.254,50.684,277080.0
2014-08-15,50.792,51.437,50.684,50.684,134214.0
2014-08-16,50.792,51.437,50.684,50.684,134214.0
2014-08-17,50.792,51.437,50.684,50.684,134214.0
2014-08-18,50.792,51.115,50.361,51.007,122409.0
2014-08-19,51.222,52.083,51.222,52.083,255018.0
2014-08-20,52.083,52.083,51.115,51.653,209508.0
2014-08-21,51.76,51.975,51.222,51.868,215127.0
2014-08-22,51.975,51.975,51.545,51.868,159327.0
2014-08-23,51.975,51.975,51.545,51.868,159327.0
2014-08-24,51.975,51.975,51.545,51.868,159327.0
2014-08-25,51.868,51.868,51.115,51.868,141774.0
2014-08-26,51.653,52.083,51.33,51.868,276732.0
2014-08-27,51.975,52.083,51.545,51.868,159417.0
2014-08-28,51.868,51.868,50.684,51.115,270528.0
